node,targetX,targetY,displacement,minimumSweepSeparation,nearestNode,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,oldColors,newColors,maxResponseBytes,geometryHash
2,0.75,-0.0999999999999999,0.180277563773199,0.460977222864644,6,3,1,5,2,6,6,46,606267
2,0.75,0.0999999999999999,0.180277563773199,0.460977222864644,6,3,1,5,2,6,6,46,1176968
7,0.45,0.5,0.180277563773199,0.460977222864644,3,4,2,6,4,6,6,56,1339222
7,0.45,0.7,0.180277563773199,0.460977222864644,3,4,2,6,4,6,6,56,1395813
9,-0.45,0.5,0.180277563773199,0.460977222864644,3,4,2,6,3,6,6,56,984444
9,-0.45,0.7,0.180277563773199,0.460977222864644,3,4,2,6,3,6,6,56,616675
6,1.05,-0.15,0.212132034355964,0.474341649025257,2,3,2,5,2,6,6,46,1072112
6,1.05,0.15,0.212132034355964,0.474341649025257,2,3,2,5,2,6,6,46,1165982
2,0.75,-0.15,0.212132034355964,0.474341649025257,6,3,1,5,2,6,6,46,698845
2,0.75,0.15,0.212132034355964,0.474341649025257,6,4,2,5,2,6,6,56,1052326
3,-0.15,0.45,0.212132034355964,0.474341649025257,1,5,2,7,7,6,7,56,1293713
3,-0.15,0.75,0.212132034355964,0.474341649025257,8,6,2,7,4,6,7,56,1348438
3,0.15,0.45,0.212132034355964,0.474341649025257,1,5,2,7,5,6,7,56,1248043
3,0.15,0.75,0.212132034355964,0.474341649025257,8,6,2,7,5,6,7,56,1268139
4,-0.75,0.15,0.212132034355964,0.474341649025257,10,5,4,5,2,6,6,56,867822
4,-0.45,0.15,0.212132034355964,0.474341649025257,1,2,2,4,2,6,6,46,827055
7,0.45,0.45,0.212132034355964,0.474341649025257,2,5,2,6,5,6,7,56,1509834
7,0.45,0.75,0.212132034355964,0.474341649025257,3,4,2,6,4,6,6,56,1198964
9,-0.45,0.45,0.212132034355964,0.474341649025257,3,6,2,7,6,6,7,56,859626
9,-0.45,0.75,0.212132034355964,0.474341649025257,3,4,2,6,3,6,6,56,1182021
2,0.8,-0.2,0.282842712474619,0.447213595499958,6,3,1,5,2,6,6,46,1056103
2,0.8,0.2,0.282842712474619,0.447213595499958,6,4,2,5,2,6,6,56,639217
3,-0.2,0.8,0.282842712474619,0.447213595499958,8,6,2,7,4,6,7,56,1447895
3,0.2,0.8,0.282842712474619,0.447213595499958,7,6,2,7,5,6,7,56,963600
4,-0.8,0.2,0.282842712474619,0.447213595499958,9,5,4,5,2,6,6,56,1075849
6,1,-0.2,0.282842712474619,0.447213595499958,2,3,2,5,2,6,6,46,975107
6,1,0.2,0.282842712474619,0.447213595499958,2,3,2,5,2,6,6,46,1017325
3,-0.2,0.4,0.282842712474619,0.447213595499958,1,5,2,7,7,6,7,56,703020
3,0.2,0.4,0.282842712474619,0.447213595499958,1,5,2,7,5,6,7,56,1393436
4,-0.4,0.2,0.282842712474619,0.447213595499958,1,2,2,4,2,6,6,46,769443
7,0.4,0.8,0.282842712474619,0.447213595499958,3,4,2,6,4,6,6,56,1320820
9,-0.4,0.8,0.282842712474619,0.447213595499958,3,4,2,6,3,6,6,56,646545
7,0.4,0.4,0.282842712474619,0.447213595499958,2,5,2,6,5,6,7,56,1622477
9,-0.4,0.4,0.282842712474619,0.447213595499958,3,6,2,7,6,6,7,56,1098048
2,0.8,-0.25,0.320156211871642,0.47169905660283,6,3,1,5,2,6,6,46,830687
6,1,-0.25,0.320156211871642,0.47169905660283,2,3,2,5,2,6,6,46,635293
6,1,0.25,0.320156211871642,0.47169905660283,2,3,2,5,2,6,6,46,1306704
7,0.4,0.85,0.320156211871643,0.47169905660283,3,4,2,6,4,6,6,56,622765
9,-0.4,0.85,0.320156211871643,0.47169905660283,3,4,2,6,3,6,6,56,821703
2,0.85,-0.25,0.353553390593274,0.430116263352131,6,3,1,5,2,6,6,46,979714
2,0.85,0.25,0.353553390593274,0.430116263352131,6,4,2,5,2,6,6,56,1367293
3,-0.25,0.85,0.353553390593274,0.430116263352131,8,6,2,7,4,6,7,56,1588512
3,0.25,0.85,0.353553390593274,0.430116263352131,7,6,2,7,5,6,7,56,1204042
4,-0.85,0.25,0.353553390593274,0.430116263352131,9,5,4,5,2,6,6,56,728832
6,0.95,-0.25,0.353553390593274,0.430116263352131,2,3,2,5,2,6,6,46,1475459
6,0.95,0.25,0.353553390593274,0.430116263352131,2,3,2,5,2,6,6,46,779255
3,-0.25,0.35,0.353553390593274,0.430116263352131,1,5,2,7,7,6,7,56,675195
3,0.25,0.35,0.353553390593274,0.430116263352131,1,5,2,7,5,6,7,56,674886
4,-0.35,0.25,0.353553390593274,0.430116263352131,1,2,2,4,2,6,6,46,754777
7,0.35,0.85,0.353553390593274,0.430116263352131,3,4,2,6,4,6,6,56,839520
9,-0.35,0.85,0.353553390593274,0.430116263352131,3,4,2,6,3,6,6,56,613499
7,0.35,0.35,0.353553390593274,0.430116263352131,2,5,2,6,5,6,7,56,641505
9,-0.35,0.35,0.353553390593274,0.430116263352131,3,6,2,7,6,6,7,56,1299397
2,0.85,-0.3,0.390512483795333,0.460932767758425,6,3,1,5,2,6,6,46,463567
6,0.95,-0.3,0.390512483795333,0.460932767758425,2,3,2,5,2,6,6,46,1450649
6,0.95,0.3,0.390512483795333,0.460932767758425,2,3,2,5,2,6,6,46,1457201
7,0.35,0.9,0.390512483795333,0.460932767758425,3,4,2,6,4,6,6,56,1470561
9,-0.35,0.9,0.390512483795333,0.460932767758425,3,4,2,6,3,6,6,56,952118
2,0.85,-0.35,0.430116263352131,0.488240082724041,6,3,1,5,2,6,6,46,477465
6,0.95,-0.35,0.430116263352131,0.488240082724041,2,3,2,5,2,6,6,46,882872
6,0.95,0.35,0.430116263352131,0.430116263352131,7,3,2,5,2,6,6,46,491169
7,0.35,0.95,0.430116263352131,0.430116263352131,8,4,2,6,4,6,6,56,903651
9,-0.35,0.95,0.430116263352131,0.430116263352131,8,4,2,6,3,6,6,56,951915
2,0.9,-0.35,0.460977222864644,0.455553961419178,6,3,1,5,2,6,6,46,611727
6,0.9,-0.35,0.460977222864644,0.455553961419178,2,3,2,5,2,6,6,46,1295206
2,0.9,-0.4,0.5,0.48,6,3,1,5,2,6,6,46,1089619
6,0.9,-0.4,0.5,0.48,2,3,2,5,2,6,6,46,1387756
2,0.95,-0.4,0.531507290636732,0.451546016824127,6,3,1,5,2,6,6,46,1359950
6,0.85,-0.4,0.531507290636732,0.451546016824127,2,3,2,5,2,6,6,46,1451564
2,0.95,-0.45,0.570087712549569,0.473611330425796,6,3,1,5,2,6,6,46,1311311
6,0.85,-0.45,0.570087712549569,0.473611330425796,2,3,2,5,2,6,6,46,597781
2,1,-0.45,0.602079728939615,0.448445591210196,6,3,1,5,2,6,6,46,650077
6,0.8,-0.45,0.602079728939615,0.448445591210196,2,3,2,5,2,6,6,46,762378
2,1,-0.5,0.640312423743285,0.468521285665818,6,3,1,5,2,6,6,46,1175650
6,0.8,-0.5,0.640312423743285,0.468521285665818,2,3,2,5,2,6,6,46,793642
6,0.75,-0.5,0.672681202353685,0.4459764877483,2,3,2,5,2,6,6,46,652236
2,1.05,-0.5,0.672681202353686,0.4459764877483,6,3,1,5,2,6,6,46,1453169
2,1,-0.55,0.680073525436772,0.485241650581913,6,3,1,5,2,6,6,46,1233972
6,0.8,-0.55,0.680073525436772,0.485241650581913,2,3,2,5,2,6,6,46,659886
2,1.05,-0.55,0.710633520177595,0.464374379521993,6,3,1,5,2,6,6,46,1293186
6,0.75,-0.55,0.710633520177595,0.464374379521993,2,3,2,5,2,6,6,46,526986
6,0.7,-0.55,0.743303437365925,0.443964044037566,2,3,2,5,2,6,6,46,568822
2,1.1,-0.55,0.743303437365925,0.443964044037566,6,3,1,5,2,6,6,46,886884
2,1.05,-0.6,0.75,0.48,6,3,1,5,2,6,6,46,1427138
6,0.75,-0.6,0.75,0.48,2,3,2,5,2,6,6,46,957485
6,0.7,-0.6,0.781024967590666,0.460932767758426,2,3,2,5,2,6,6,46,734981
2,1.1,-0.6,0.781024967590666,0.460932767758425,6,3,1,5,2,6,6,46,1181689
2,1.15,-0.6,0.813941029804985,0.442292484120445,6,3,1,5,2,6,6,46,1445923
6,0.65,-0.6,0.813941029804985,0.442292484120445,2,3,2,5,2,6,6,46,659700
2,1.1,-0.65,0.820060973342836,0.47557439346276,6,3,1,5,2,6,6,46,938132
6,0.7,-0.65,0.820060973342836,0.47557439346276,2,3,2,5,2,6,6,46,1005126
2,1.15,-0.65,0.85146931829632,0.458031771221469,6,3,1,5,2,6,6,46,1194784
6,0.65,-0.65,0.85146931829632,0.458031771221469,2,3,2,5,2,6,6,46,741369
6,0.7,-0.7,0.860232526704263,0.488240082724041,2,3,2,5,2,6,6,46,1265548
2,1.1,-0.7,0.860232526704263,0.488240082724041,6,3,1,5,2,6,6,46,1243716
2,1.2,-0.65,0.884590300647706,0.440882066776493,6,3,1,5,2,6,6,46,712133
6,0.6,-0.65,0.884590300647706,0.440882066776493,2,3,2,5,2,6,6,46,457304
2,1.15,-0.7,0.890224690738243,0.471791003293454,6,3,1,5,2,6,6,46,714452
6,0.65,-0.7,0.890224690738243,0.471791003293454,2,3,2,5,2,6,6,46,1427943
2,1.2,-0.7,0.921954445729289,0.455553961419178,6,3,1,5,2,6,6,46,815365
6,0.6,-0.7,0.921954445729289,0.455553961419178,2,3,2,5,2,6,6,46,1177688
2,1.15,-0.75,0.930053761886914,0.483842997513423,6,3,1,5,2,6,6,46,861298
6,0.65,-0.75,0.930053761886914,0.483842997513423,2,3,2,5,2,6,6,46,961471
2,1.25,-0.7,0.95524865872714,0.439676094975779,6,3,1,5,2,6,6,46,835366
6,0.55,-0.7,0.95524865872714,0.439676094975779,2,3,2,5,2,6,6,46,826471
2,1.2,-0.75,0.960468635614927,0.468521285665818,6,3,1,5,2,6,6,46,494594
6,0.6,-0.75,0.960468635614927,0.468521285665818,2,3,2,5,2,6,6,46,769943
2,1.25,-0.75,0.99247166206396,0.45341344967389,6,3,1,5,2,6,6,46,807713
6,0.55,-0.75,0.99247166206396,0.45341344967389,2,3,2,5,2,6,6,46,964788
2,1.2,-0.8,1,0.48,6,3,1,5,2,6,6,46,1071205
6,0.6,-0.8,1,0.48,2,3,2,5,2,6,6,46,1043558
6,0.5,-0.75,1.02591422643416,0.438633160945721,2,3,2,5,2,6,6,46,621210
2,1.3,-0.75,1.02591422643416,0.438633160945721,6,3,1,5,2,6,6,46,1339211
2,1.25,-0.8,1.03077640640442,0.465668400069759,6,3,1,5,2,6,6,46,509822
6,0.55,-0.8,1.03077640640442,0.465668400069759,2,3,2,5,2,6,6,46,751828
6,0.5,-0.8,1.06301458127346,0.451546016824127,2,3,2,5,2,6,6,46,705669
2,1.3,-0.8,1.06301458127346,0.451546016824127,6,3,1,5,2,6,6,46,1140706
2,1.25,-0.85,1.07004672795163,0.476614699786318,6,3,1,5,2,6,6,46,1486236
6,0.55,-0.85,1.07004672795163,0.476614699786318,2,3,2,5,2,6,6,46,525568
6,0.45,-0.8,1.09658560997307,0.437722322484051,2,3,2,5,2,6,6,46,1478782
2,1.35,-0.8,1.09658560997307,0.437722322484051,6,3,1,5,2,6,6,46,1118176
2,1.3,-0.85,1.10113577727726,0.46315814137023,6,3,1,5,2,6,6,46,1274387
6,0.5,-0.85,1.10113577727726,0.46315814137023,2,3,2,5,2,6,6,46,1131971
2,1.25,-0.9,1.11018016555873,0.486407537039929,6,3,1,5,2,6,6,46,511959
6,0.55,-0.9,1.11018016555873,0.486407537039929,2,3,2,5,2,6,6,46,1121183
6,0.45,-0.85,1.13357840487546,0.449902713219056,2,3,2,5,2,6,6,46,583902
2,1.35,-0.85,1.13357840487546,0.449902713219055,6,3,1,5,2,6,6,46,930982
6,0.5,-0.9,1.14017542509914,0.473611330425796,2,3,2,5,2,6,6,46,911591
2,1.3,-0.9,1.14017542509914,0.473611330425796,6,3,1,5,2,6,6,46,1402014
2,1.4,-0.85,1.16726175299288,0.436919995615682,6,3,1,5,2,6,6,46,1110189
6,0.4,-0.85,1.16726175299288,0.436919995615682,2,3,2,5,2,6,6,46,480676
10,-0.4,-0.85,1.16726175299288,0.436919995615682,4,4,2,5,1,6,6,56,1406521
2,1.35,-0.9,1.171537451386,0.460932767758425,6,3,1,5,2,6,6,46,1291915
6,0.45,-0.9,1.171537451386,0.460932767758425,2,3,2,5,2,6,6,46,823788
6,0.5,-0.95,1.18004237212059,0.483033502412021,2,3,2,5,2,6,6,46,1152808
2,1.3,-0.95,1.18004237212059,0.483033502412021,6,3,1,5,2,6,6,46,740554
