seed,N,conditionIndex,positionError,velocityError,BASE_REALIZATION_HASH,STATE_HASH_EXACT,MANAGEMENT_GRAPH_HASH,SELECTOR_HASH_EXACT,selectedHorizonSec,selectedIndex,selectedEdgeCount,selectedColorCount,selectedWitnessCovered,selectedPayloadFits,targetHorizonSelected,noLeaseIssued,infeasibleHorizonCount,actualSubsetViolations,sameColorConflictViolations,horizonMonotonicViolations,normalSelfRevocations,injectedViolationMisses,futureRandomReads,receiverTruthDecisionReads,condition
16074046,5,2,0.3,0.1,34069672,8496249,2450,6067422,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074046,10,1,0.02,0.02,73172416,15929836,36227,6238860,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074046,10,2,0.3,0.1,73172416,16660242,36227,4954412,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074047,5,1,0.02,0.02,38445730,8390551,2484,6598041,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074047,5,2,0.3,0.1,38445730,7811208,2484,3353285,0.25,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074047,10,1,0.02,0.02,65054241,15422081,36396,6372629,1,3,4,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074047,10,2,0.3,0.1,65054241,16152487,36396,4526183,0.25,1,4,2,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074048,5,1,0.02,0.02,34966336,8771774,2450,5352180,2,4,0,1,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074048,5,2,0.3,0.1,34966336,8192431,2450,4651254,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074048,10,1,0.02,0.02,67829750,15730234,36153,3050013,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074048,10,2,0.3,0.1,67829750,16460640,36153,6356510,0.25,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074049,5,1,0.02,0.02,35517664,8825857,2496,4758345,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074049,5,2,0.3,0.1,35517664,8246514,2496,6048922,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074049,10,1,0.02,0.02,64071166,15553077,36403,4946878,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074049,10,2,0.3,0.1,64071166,16283483,36403,4737715,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074050,5,1,0.02,0.02,34511800,8911275,2500,6573838,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074050,5,2,0.3,0.1,34511800,8331932,2500,4855989,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074050,10,1,0.02,0.02,66092314,15401081,36381,4137793,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074050,10,2,0.3,0.1,66092314,16131487,36381,6946990,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074051,5,1,0.02,0.02,32161564,8405095,2450,5624122,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074051,5,2,0.3,0.1,32161564,7825752,2450,5873460,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074051,10,1,0.02,0.02,69922631,15721704,36223,6398836,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074051,10,2,0.3,0.1,69922631,16452110,36223,3939249,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074052,5,1,0.02,0.02,33657625,8251498,2478,3676019,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074052,5,2,0.3,0.1,33657625,7672155,2478,6113361,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074052,10,1,0.02,0.02,61073604,15849391,36528,6884343,0.25,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,low-uncertainty
16074052,10,2,0.3,0.1,61073604,16579797,36528,4169183,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074053,5,1,0.02,0.02,35918224,8578404,2450,5308032,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074053,5,2,0.3,0.1,35918224,7999061,2450,6585342,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074053,10,1,0.02,0.02,69831039,15538520,36256,5650045,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074053,10,2,0.3,0.1,69831039,16268926,36256,5406971,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074054,5,1,0.02,0.02,32228713,8539393,2460,4735889,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074054,5,2,0.3,0.1,32228713,7960050,2460,4049094,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074054,10,1,0.02,0.02,69658841,16242697,36050,7502437,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074054,10,2,0.3,0.1,69658841,16973103,36050,4289283,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074055,5,1,0.02,0.02,36439131,8571645,2484,7352553,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074055,5,2,0.3,0.1,36439131,7992302,2484,6211044,0.25,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074055,10,1,0.02,0.02,68486507,15995175,36583,7232249,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074055,10,2,0.3,0.1,68486507,16725581,36583,6017786,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074056,5,1,0.02,0.02,35574076,8938681,2484,4611111,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074056,5,2,0.3,0.1,35574076,8359338,2484,6000557,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,high-uncertainty
16074056,10,1,0.02,0.02,65948467,16161960,36400,4517057,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074056,10,2,0.3,0.1,65948467,16892366,36400,5796369,0.25,1,5,3,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074057,5,1,0.02,0.02,36128321,8998598,2450,4744291,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074057,5,2,0.3,0.1,36128321,8419255,2450,6042589,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074057,10,1,0.02,0.02,67349573,15818453,36756,5487883,1,3,5,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074057,10,2,0.3,0.1,67349573,16548859,36756,5759907,0.25,1,6,3,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074058,5,1,0.02,0.02,36670184,9033751,2478,4999877,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074058,5,2,0.3,0.1,36670184,8454408,2478,5363562,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074058,10,1,0.02,0.02,74822715,16084715,36337,6174302,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074058,10,2,0.3,0.1,74822715,16815121,36337,4797325,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074059,5,1,0.02,0.02,33827203,8590654,2546,5175296,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074059,5,2,0.3,0.1,33827203,8011311,2546,4494376,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074059,10,1,0.02,0.02,74579263,15597811,36300,4575981,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074059,10,2,0.3,0.1,74579263,16328217,36300,5778435,0.25,1,2,2,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074060,5,1,0.02,0.02,31993970,8069907,2496,5045994,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074060,5,2,0.3,0.1,31993970,7490564,2496,6336373,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074060,10,1,0.02,0.02,67186894,15493095,36697,3298977,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074060,10,2,0.3,0.1,67186894,16223501,36697,5556967,0.25,1,5,3,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074061,5,1,0.02,0.02,34697378,8233858,2450,6294171,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074061,5,2,0.3,0.1,34697378,7654515,2450,7572447,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074061,10,1,0.02,0.02,67242720,15604747,36282,7244443,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074061,10,2,0.3,0.1,67242720,16335153,36282,4999990,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074062,5,1,0.02,0.02,34072108,9080464,2466,5220951,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074062,5,2,0.3,0.1,34072108,8501121,2466,5608964,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074062,10,1,0.02,0.02,62643889,15844242,36727,5712647,0.5,2,5,3,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074062,10,2,0.3,0.1,62643889,16574648,36727,4642977,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074063,5,1,0.02,0.02,39600653,8603251,2450,6086115,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074063,5,2,0.3,0.1,39600653,8023908,2450,4828786,0.25,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074063,10,1,0.02,0.02,64014612,15439969,36425,6407380,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074063,10,2,0.3,0.1,64014612,16170375,36425,5118864,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074064,5,1,0.02,0.02,36603473,8900329,2478,4157544,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074064,5,2,0.3,0.1,36603473,8320986,2478,5446537,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074064,10,1,0.02,0.02,69778063,15432568,36830,6059023,0.5,2,6,3,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074064,10,2,0.3,0.1,69778063,16162974,36830,4928412,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074065,5,1,0.02,0.02,32491378,9064723,2484,5575243,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074065,5,2,0.3,0.1,32491378,8485380,2484,4866791,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074065,10,1,0.02,0.02,66785396,15738672,36576,7122559,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074065,10,2,0.3,0.1,66785396,16469078,36576,5802316,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074066,5,1,0.02,0.02,33866195,8668638,2478,5429441,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074066,5,2,0.3,0.1,33866195,8089295,2478,4752161,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074066,10,1,0.02,0.02,68035743,16142220,36392,5414762,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074066,10,2,0.3,0.1,68035743,16872626,36392,6266468,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074067,5,1,0.02,0.02,34819221,8477544,2478,5920115,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074067,5,2,0.3,0.1,34819221,7898201,2478,6314984,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074067,10,1,0.02,0.02,62586225,15728914,36506,4328414,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074067,10,2,0.3,0.1,62586225,16459320,36506,7119299,0.5,2,4,2,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074068,5,1,0.02,0.02,34818462,8476026,2472,5999983,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074068,5,2,0.3,0.1,34818462,7896683,2472,5338829,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074068,10,1,0.02,0.02,68438427,15899015,36554,5966872,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074068,10,2,0.3,0.1,68438427,16629421,36554,5777261,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074069,5,1,0.02,0.02,33200510,8385841,2496,6796684,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074069,5,2,0.3,0.1,33200510,7806498,2496,6087500,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074069,10,1,0.02,0.02,71244102,16267500,36598,5563671,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074069,10,2,0.3,0.1,71244102,16997906,36598,5864954,0.25,1,5,3,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074070,5,1,0.02,0.02,37695180,8986597,2490,5299547,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074070,5,2,0.3,0.1,37695180,8407254,2490,4629728,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074070,10,1,0.02,0.02,66829360,15826600,36223,5959035,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074070,10,2,0.3,0.1,66829360,16557006,36223,4802317,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074071,5,1,0.02,0.02,35605647,9001823,2478,3174962,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074071,5,2,0.3,0.1,35605647,8422480,2478,5641648,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074071,10,1,0.02,0.02,60813931,16378618,36267,5376988,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074071,10,2,0.3,0.1,60813931,17109024,36267,4935645,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074072,5,1,0.02,0.02,36777615,8200040,2450,4037277,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074072,5,2,0.3,0.1,36777615,7620697,2450,5335095,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074072,10,1,0.02,0.02,65800289,15865604,36510,6513297,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074072,10,2,0.3,0.1,65800289,16596010,36510,4098115,1,3,5,2,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074073,5,1,0.02,0.02,38850139,8150796,2490,5345166,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074073,5,2,0.3,0.1,38850139,7571453,2490,4661810,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074073,10,1,0.02,0.02,66517170,16250793,36488,4608871,1,3,4,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074073,10,2,0.3,0.1,66517170,16981199,36488,5279143,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074074,5,1,0.02,0.02,31265345,8709803,2484,5546665,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074074,5,2,0.3,0.1,31265345,8130460,2484,4854638,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074074,10,1,0.02,0.02,75343008,16076728,36146,5495640,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074074,10,2,0.3,0.1,75343008,16807134,36146,6319840,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074075,5,1,0.02,0.02,36948092,8540994,2450,6195477,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074075,5,2,0.3,0.1,36948092,7961651,2450,5029620,0.25,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074075,10,1,0.02,0.02,65657786,15580598,36609,6043717,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074075,10,2,0.3,0.1,65657786,16311004,36609,5768074,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074076,5,1,0.02,0.02,29745827,8816486,2490,5369579,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074076,5,2,0.3,0.1,29745827,8237143,2490,5610217,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074076,10,1,0.02,0.02,64905915,16174002,36352,5643776,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074076,10,2,0.3,0.1,64905915,16904408,36352,5769954,0.25,1,4,2,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074077,5,1,0.02,0.02,35991777,8725510,2450,6554046,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074077,5,2,0.3,0.1,35991777,8146167,2450,4924683,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074077,10,1,0.02,0.02,69961068,15798578,36429,4479747,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074077,10,2,0.3,0.1,69961068,16528984,36429,5255497,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074078,5,1,0.02,0.02,33812993,8562234,2450,6052059,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074078,5,2,0.3,0.1,33812993,7982891,2450,5960559,0.25,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074078,10,1,0.02,0.02,70828016,15435328,36227,4977299,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074078,10,2,0.3,0.1,70828016,16165734,36227,5505620,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074079,5,1,0.02,0.02,37215712,9076234,2450,5972327,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074079,5,2,0.3,0.1,37215712,8496891,2450,5386675,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074079,10,1,0.02,0.02,73524783,15585997,36458,5453507,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074079,10,2,0.3,0.1,73524783,16316403,36458,5031569,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074080,5,1,0.02,0.02,37315604,8227445,2450,8385161,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074080,5,2,0.3,0.1,37315604,7648102,2450,4682446,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074080,10,1,0.02,0.02,74035610,15559078,36661,6890544,0.25,1,4,2,1,1,0,0,5,0,0,0,0,0,0,0,low-uncertainty
16074080,10,2,0.3,0.1,74035610,16289484,36661,4094038,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074081,5,1,0.02,0.02,37937424,8422512,2450,6645168,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074081,5,2,0.3,0.1,37937424,7843169,2450,5479058,0.25,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074081,10,1,0.02,0.02,69644223,16213461,36311,5492138,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,low-uncertainty
16074081,10,2,0.3,0.1,69644223,16943867,36311,5393372,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074082,5,1,0.02,0.02,30466550,8160786,2450,5839189,2,4,0,1,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074082,5,2,0.3,0.1,30466550,7581443,2450,5163052,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074082,10,1,0.02,0.02,70812105,15403506,36278,4732020,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074082,10,2,0.3,0.1,70812105,16133912,36278,5586651,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074083,5,1,0.02,0.02,33246639,8478099,2478,5762095,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074083,5,2,0.3,0.1,33246639,7898756,2478,5046985,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,high-uncertainty
16074083,10,1,0.02,0.02,75029546,15449804,36370,5978070,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074083,10,2,0.3,0.1,75029546,16180210,36370,5509423,0.5,2,3,3,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074084,5,1,0.02,0.02,33121431,8227683,2472,4490465,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074084,5,2,0.3,0.1,33121431,7648340,2472,4849539,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074084,10,1,0.02,0.02,69087701,16148990,36293,5079041,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074084,10,2,0.3,0.1,69087701,16879396,36293,4785487,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074085,5,1,0.02,0.02,37130777,8906364,2450,5395052,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074085,5,2,0.3,0.1,37130777,8327021,2450,5179215,0.25,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074085,10,1,0.02,0.02,76743956,15732905,36679,5972261,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074085,10,2,0.3,0.1,76743956,16463311,36679,5506774,0.5,2,8,3,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074086,5,1,0.02,0.02,34372982,8633639,2490,6007033,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074086,5,2,0.3,0.1,34372982,8054296,2490,5304521,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074086,10,1,0.02,0.02,71704306,16139335,36337,5125278,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074086,10,2,0.3,0.1,71704306,16869741,36337,5753591,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074087,5,1,0.02,0.02,29526802,8378436,2472,5410983,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074087,5,2,0.3,0.1,29526802,7799093,2472,4721309,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074087,10,1,0.02,0.02,67217597,15554501,36653,5475745,1,3,5,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074087,10,2,0.3,0.1,67217597,16284907,36653,5270900,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074088,5,1,0.02,0.02,35437656,8665841,2450,5389936,2,4,0,1,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074088,5,2,0.3,0.1,35437656,8086498,2450,4682254,2,4,0,1,1,1,0,0,2,0,0,0,0,0,0,0,high-uncertainty
16074088,10,1,0.02,0.02,64500782,15363736,36506,5207900,1,3,4,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074088,10,2,0.3,0.1,64500782,16094142,36506,6735587,0.5,2,4,2,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074089,5,1,0.02,0.02,33703083,8342414,2546,6974437,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074089,5,2,0.3,0.1,33703083,7763071,2546,5149417,0.5,2,3,3,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074089,10,1,0.02,0.02,64061553,15533851,36392,4705905,0.25,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,low-uncertainty
16074089,10,2,0.3,0.1,64061553,16264257,36392,5982136,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
16074090,5,1,0.02,0.02,31652321,8435182,2450,5128305,2,4,0,1,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074090,5,2,0.3,0.1,31652321,7855839,2450,5481634,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074090,10,1,0.02,0.02,69841728,15559898,36462,6322672,1,3,4,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074090,10,2,0.3,0.1,69841728,16290304,36462,5503305,0.25,1,4,2,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074091,5,1,0.02,0.02,36292422,8278227,2472,4984167,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074091,5,2,0.3,0.1,36292422,7698884,2472,5330537,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,high-uncertainty
16074091,10,1,0.02,0.02,73592074,15720579,36319,6248133,1,3,4,3,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074091,10,2,0.3,0.1,73592074,16450985,36319,5811322,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074092,5,1,0.02,0.02,36700142,8045094,2506,4203765,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074092,5,2,0.3,0.1,36700142,7465751,2506,5500668,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,high-uncertainty
16074092,10,1,0.02,0.02,77733373,15614593,36469,5939799,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074092,10,2,0.3,0.1,77733373,16344999,36469,6275203,0.25,1,4,3,1,1,0,0,5,0,0,0,0,0,0,0,high-uncertainty
16074093,5,1,0.02,0.02,36895540,8435890,2568,3897264,2,4,4,3,1,1,0,0,2,0,0,0,0,0,0,0,low-uncertainty
16074093,5,2,0.3,0.1,36895540,7856547,2568,3200910,2,4,4,3,1,1,0,0,2,0,0,0,0,0,0,0,high-uncertainty
16074093,10,1,0.02,0.02,72610875,15855327,36793,3490027,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,low-uncertainty
16074093,10,2,0.3,0.1,72610875,16585733,36793,5275904,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,high-uncertainty
