seed,scenario,scenarioLabel,condition,conditionLabel,conditionKind,N,BASE_TRACE_HASH_EXACT,CONDITION_TRACE_HASH_EXACT,CONFIG_HASH,REALIZATION_HASH,SCHEDULE_STATE_HASH,BLACKOUT_OWNER,BLACKOUT_CLIENT,BLACKOUT_OWNER_LOCK_EXPIRY,BLACKOUT_CLIENT_GRANT_EXPIRY,BLACKOUT_CLIENT_FINAL_ACTIVE,RECONFIGURATION_TARGET_CLIENT,RECONFIGURATION_TARGET_SLOT,FINAL_ALL_CERTIFIED,FINAL_SCHEDULED_COLLISION_FREE,FIRST_ALL_CERTIFIED_FRAME,CERTIFIED_NODE_FRAME_FRACTION,FALSE_VALID_EDGE_FRAMES,OWNER_LOCK_VIOLATIONS,STALE_GRANT_ACCEPTS,FUTURE_GRANT_ACCEPTS,RECONFIGURATION_APPLIED_FRAME,RECONFIGURATION_RELEASE_FENCE,RECOVERY_FRAME,AUTOMATIC_RECOLOR_COUNT,STATUS_ATTEMPTS,GRANT_ATTEMPTS,DISCOVERY_STATUS_ATTEMPTS,REQUEST_STATUS_ATTEMPTS,GRANT_WITHOUT_DECODED_REQUEST,CONTROL_ATTEMPT_BOUND,CONTROL_BOUND_RATIO,GRANT_ENTRIES_ATTEMPTED,CONTROL_ATTEMPTS,MANAGEMENT_RECIPIENT_ATTEMPTS,MANAGEMENT_RECIPIENT_SUCCESS,MANAGEMENT_RECIPIENT_ERASURE,MANAGEMENT_RECIPIENT_COLLISION,SCHEDULED_ATTEMPTS,FALLBACK_ATTEMPTS,SCHEDULED_RECIPIENT_ATTEMPTS,SCHEDULED_RECIPIENT_SUCCESS,SCHEDULED_RECIPIENT_ERASURE,SCHEDULED_RECIPIENT_COLLISION,FALLBACK_RECIPIENT_ATTEMPTS,FALLBACK_RECIPIENT_SUCCESS,FALLBACK_RECIPIENT_ERASURE,FALLBACK_RECIPIENT_COLLISION,SCHEDULED_COLLISION_FRAMES,FALLBACK_COLLISION_FRAMES,MAX_FALLBACK_ATTEMPTS_PER_NODE_FRAME,OFFERED_UTILIZATION,CHANNEL_UTILIZATION,ACCOUNTING_CLOSES,FUTURE_RANDOM_READS,RECEIVER_TRUTH_READS
16049048,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30347411161,30347411161,1718197,491092,176806773,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,213,310,89,124,0,534,0.97940074906367,310,523,2092,2092,0,0,1990,2,4777,4541,236,0,4,4,0,0,0,0,1,0.406541166848598,0.406541166848598,1,0,0
16049048,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30347411161,30347411161,1386693,495366,175936968,NaN,NaN,NaN,NaN,NaN,3,3,1,1,22,0.9735,0,0,0,0,NaN,NaN,NaN,0,242,340,86,156,0,534,1.08988764044944,374,582,2328,2201,127,0,1947,12,4678,4678,0,0,24,22,0,2,0,2,1,0.404038990102338,0.403663663590399,1,0,0
16049048,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30347411161,30347411161,1061873,574303,137611490,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,68,31,37,31,0,534,0.185393258426966,31,99,249,249,0,0,799,410,1998,1998,0,0,874,792,0,82,0,82,1,0.233077763914121,0.221442642044012,1,0,0
16049048,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30347411161,20632922190,1160268,985441,175440741,1,2,421,0,0,3,3,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,564,585,72,492,0,534,2.15168539325843,678,1149,4596,4197,399,0,1591,140,3979,3979,0,0,280,280,0,0,0,0,1,0.396720123119527,0.396720123119527,1,0,0
16049048,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30347411161,30347411161,1062446,492071,176900190,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,213,314,87,126,0,534,0.98689138576779,314,527,2108,2108,0,0,1988,3,4773,4773,0,0,6,6,0,0,0,0,1,0.406603721267254,0.406603721267254,1,0,0
16049048,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30347411161,30347411161,1062449,499364,177265338,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.9645,0,0,0,0,222,221,NaN,1,261,319,80,215,0,534,1.08614232209738,440,580,2320,2320,0,0,1929,26,4647,4647,0,0,52,48,0,4,0,4,1,0.403163228241147,0.402600238473238,1,0,0
16049048,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113473672689,113473672689,1757145,3859866,504027300,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,455,930,176,279,0,1409,0.982966643009226,930,1385,12465,12465,0,0,3955,7,10295,10295,0,0,14,14,0,0,0,0,1,0.45526164920884,0.292861781274649,1,0,0
16049048,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113473672689,113473672689,2413015,3859866,504027300,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,455,930,176,279,0,1409,0.982966643009226,930,1385,12465,12465,0,0,3955,7,10295,9767,528,0,14,14,0,0,0,0,1,0.45526164920884,0.292861781274649,1,0,0
16049048,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113473672689,113473672689,2081511,3833772,501089450,NaN,NaN,NaN,NaN,NaN,3,3,1,1,27,0.9565,0,0,0,0,NaN,NaN,NaN,0,491,872,158,333,0,1409,0.967352732434351,1094,1363,12267,11651,616,0,3826,28,9990,9990,0,0,63,57,0,6,0,4,1,0.443392119359827,0.28747589634316,1,0,0
16049048,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113473672689,113473672689,1746229,707932,382845946,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,68,31,37,31,0,1409,0.0702625975869411,31,99,351,351,0,0,799,601,2798,2798,0,0,1325,1180,0,145,0,109,1,0.147477193124015,0.130084558345258,1,0,0
