stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH,route,accessDesign,ackDesign,coreFlag,channelRegime,contextModifier,basePAccess,dataFrameSlots,calibratedAckSuccessMean,calibrationSource,CONTEXT_ACK_EVALUATED,CONTEXT_ACK_PERMITTED,CONTEXT_ACK_BLOCKED_FEASIBILITY,CONTEXT_ACK_BLOCKED_VALUE
development,16024001,n5-moderate-bg0,N5 Moderate bg0,EXP18A context-aware,legacy-selector,1,0,causal-broadcast,Legacy MAC-only selector,piggyback,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0533092812299427,0.532849411599625,0,0,9.63996476999559,12.2759361050405,0,1.03668339314652,0.0711995577667219,0.140000000000001,0.199999999999999,0.279999999999999,0.139900497512438,0.0687009397457159,711,821,674,0,741,1504,1179,325,931,741,190,0,0,0,117,0.142509135200974,0,3,113,0,1,32,32,0,0,0,0,0,931,3,0.253333333333313,0,0,0,0.224522188895052,0.294565363851473,0,0,0,0,0,0.273666666666667,3.284,0,0.238336000000002,0,0,0.6568,56.1666666666667,98.25,61.75,0.00700974421437276,0.0219999999999998,0.0450809716599191,0.097,0.990031600740983,1852,0,0.0950323974082073,0,0.09568071988002,0.0983436093984336,5.7125219,0,666551617013,21191278076,105363559,0,135381502,piggyback,legacy-n,mac-selector,1,moderate,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-moderate-bg0,N5 Moderate bg0,EXP18A context-aware,frame-piggyback,2,0,causal-broadcast,Frame-aware piggyback,piggyback,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0533092812299427,0.532849411599625,0,0,9.63996476999559,12.2759361050405,0,1.03668339314652,0.0711995577667219,0.140000000000001,0.199999999999999,0.279999999999999,0.139900497512438,0.0687009397457159,711,821,674,0,741,1504,1179,325,931,741,190,0,0,0,117,0.142509135200974,0,3,113,0,1,32,32,0,0,0,0,0,931,3,0.253333333333313,0,0,0,0.224522188895052,0.294565363851473,0,0,0,0,0,0.273666666666667,3.284,0,0.238336000000002,0,0,0.6568,56.1666666666667,98.25,61.75,0.00700974421437276,0.0219999999999998,0.0450809716599191,0.097,0.990031600740983,1852,0,0.0950323974082073,0,0.09568071988002,0.0983436093984336,4.4423219,0,666551617013,21191278076,105363559,0,135380815,piggyback,frame-aware,piggyback,1,moderate,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-moderate-bg0,N5 Moderate bg0,EXP18A context-aware,frame-adaptive,3,0,mac-aware-broadcast,Frame-aware legacy adaptive,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0541101152607754,0.530807615376667,0,0,9.63996476999559,12.2759361050405,0,1.03667631983747,0.0724378109452736,0.140000000000001,0.2184,0.32,0.139955776672194,0.067517965726921,702,806,659,60,752,1489,1161,328,944,752,192,0,0,0,116,0.133949191685912,0,4,108,0,2,32,32,0,0,0,0,60,810,3,0.259166666666645,60,0,0,0.232190009839504,0.289880173879279,0,0,0,0,0,0.278333333333334,3.224,0.116,0.207360000000002,0,0,0.668000000000001,54.9166666666667,96.75,62.6666666666667,0.00702655889145502,0.0210000000000008,0.0462380319148937,0.107450000000001,0.984217384899546,1783,134,0.0858104318564218,0.119402985074627,0.09568071988002,0.0983436093984336,4.51688390000001,0,666551617013,21191278076,105363559,0,135386119,adaptive,frame-aware,legacy-adaptive,1,moderate,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-moderate-bg0,N5 Moderate bg0,EXP18A context-aware,context-aware,4,0,context-aware-broadcast,Context-aware feasibility/value,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0541101152607754,0.530807615376667,0,0,9.63996476999559,12.2759361050405,0,1.03667631983747,0.0724378109452736,0.140000000000001,0.2184,0.32,0.139889441680486,0.0674516307352129,702,806,659,60,749,1489,1161,328,941,749,192,0,0,0,116,0.133949191685912,0,4,108,0,2,32,32,0,0,0,0,60,807,3,0.259166666666645,60,4,0,0.232198124666316,0.289880173922531,0,0,0,0,0,0.278333333333334,3.224,0.116,0.206592000000002,0,0,0.668000000000001,54.9166666666667,96.75,62.4166666666667,0.00702309468822176,0.0210000000000008,0.0459132176234981,0.1056,0.984217384899546,1781,134,0.085906793935991,0.119402985074627,0.09568071988002,0.0983436093984336,4.0608652,0,666551617013,21191278076,105363559,0,163662868,context-aware,frame-aware,feasibility-value,1,moderate,nominal,0.2,4,0.903,declared-stationary-profile,64,60,0,4
development,16024001,n5-moderate-bg0,N5 Moderate bg0,EXP18A context-aware,legacy-selector,1,0,mac-aware-broadcast,Legacy MAC-only selector,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0684778634878411,0.513461993581311,0,0,9.95836863739159,13.5361923338996,0,1.03662298964542,0.0959314538419014,0.220000000000001,0.32,0.4,0.156893311221669,0.0609618573797678,954,2161,410,316,409,3955,724,3231,1021,409,612,0,0,0,1824,0.736374646750101,0,59,1268,4,2,32,32,0,0,0,0,316,625,15,0.47908333333335,316,19,0,0.342415141373225,0.449119258426795,0,0,0,0,0,0.753166666666624,8.64399999999949,0.394,0.160000000000002,0,0,1.8075999999999,34.1666666666667,60.3333333333333,34.0833333333333,0.00904683084376267,0.024,0.0332885085574574,0.0540000000000013,0.96548159209695,4247,396,0.0915940663998116,0.0909090909090909,0.09568071988002,0.0983436093984336,7.0211111,0,666551617013,21191278076,105363559,0,135380228,adaptive,legacy-n,mac-selector,1,moderate,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-moderate-bg0,N5 Moderate bg0,EXP18A context-aware,frame-piggyback,2,0,causal-broadcast,Frame-aware piggyback,piggyback,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0754325462026422,0.504400678900428,0,0,9.73738013114394,12.4115343772944,0,1.03644015858942,0.107805417357656,0.24,0.319999999999999,0.4,0.193753454947485,0.0859480375898287,951,967,563,0,564,1776,979,797,995,564,431,0,0,0,378,0.390899689762151,0,333,349,13,1,32,32,0,0,0,0,0,995,404,0.279833333333308,0,0,0,0.273441107137111,0.358891912785479,0,0,0,0,0,0.322333333333334,3.868,0,0.254720000000003,0,0,0.773600000000001,46.9166666666667,81.5833333333333,47,0.0248500517063083,0.0637,0.0716755319148937,0.1507,0.983657889428523,2120,0,0.10377358490566,0,0.09568071988002,0.0983436093984336,4.5244134,0,666551617013,21191278076,105363559,0,135407686,piggyback,frame-aware,piggyback,1,moderate,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-moderate-bg0,N5 Moderate bg0,EXP18A context-aware,frame-adaptive,3,0,mac-aware-broadcast,Frame-aware legacy adaptive,adaptive,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0811194112540143,0.49278742348352,0,0,9.73738013114394,12.5101297569829,0,1.03642206332542,0.12098396904367,0.280000000000001,0.360000000000001,0.459999999999999,0.209695964621338,0.0887119955776673,942,943,519,169,558,1749,919,830,1005,558,447,0,0,0,434,0.390287769784173,0,371,374,11,2,32,32,0,0,0,0,169,772,448,0.28866666666664,193,0,0,0.291336006579551,0.362521242925973,0,0,0,0,0,0.333583333333334,3.772,0.231,0.197632000000002,0,0,0.800600000000001,43.25,76.5833333333333,46.5,0.0274271582733814,0.0680000000000005,0.0696792114695342,0.140000000000001,0.980439332447631,2008,233,0.100597609561753,0.128755364806867,0.09568071988002,0.0983436093984336,4.4748859,0,666551617013,21191278076,105363559,0,135412990,adaptive,frame-aware,legacy-adaptive,1,moderate,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-moderate-bg0,N5 Moderate bg0,EXP18A context-aware,context-aware,4,0,context-aware-broadcast,Context-aware feasibility/value,adaptive,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0800733710113682,0.496319700505838,0,0,9.73738013114394,12.5101297569829,0,1.03641598179546,0.118264234383637,0.260000000000002,0.359999999999999,0.459999999999999,0.204521835268104,0.0862576008844666,951,942,528,161,575,1734,929,805,1032,575,457,0,0,0,427,0.387126019945603,0,377,370,8,2,32,32,0,0,0,0,161,825,459,0.288749999999973,169,16,0,0.288268066053868,0.383129108953156,0,0,0,0,0,0.331166666666667,3.768,0.206,0.211200000000002,0,0,0.794800000000001,44,77.4166666666667,47.9166666666667,0.027345421577516,0.071,0.0723617391304349,0.141,0.980080857795746,2031,207,0.103397341211226,0.144927536231884,0.09568071988002,0.0983436093984336,4.1995419,0,666551617013,21191278076,105363559,0,163689739,context-aware,frame-aware,feasibility-value,1,moderate,nominal,0.2,4,0.903,declared-stationary-profile,185,169,0,16
development,16024001,n5-moderate-bg30,N5 Moderate bg0.30,EXP18A context-aware,legacy-selector,1,0.3,causal-broadcast,Legacy MAC-only selector,piggyback,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0800013318694023,0.496153431989371,0,0,9.85265545509934,12.396340118501,0,1.03649173874964,0.108645660585959,0.259999999999999,0.32,0.4,0.259082365948037,0.150436705362079,1041,2133,455,0,360,3889,808,3081,1588,360,1228,0,0,0,1660,0.778246601031411,0,212,1304,24,1,32,32,0,0,0,0,0,1588,193,0.744583333333358,0,0,0,0.689235805155965,0.750537112726795,0,0,0,0,0,0.710999999999959,8.5319999999995,0,0.406528,3.64399999999965,1435,1.7063999999999,37.9166666666667,67.3333333333333,30,0.0187257383966246,0.0474000000000005,0.0591527777777779,0.13,0.983935742971888,4447,0,0.0919721160332809,0,0.09568071988002,0.0983436093984336,8.51824479999999,0,666551617013,21191278076,105363559,0,135598729,piggyback,legacy-n,mac-selector,1,moderate,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-moderate-bg30,N5 Moderate bg0.30,EXP18A context-aware,frame-piggyback,2,0.3,causal-broadcast,Frame-aware piggyback,piggyback,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0800013318694023,0.496153431989371,0,0,9.85265545509934,12.396340118501,0,1.03649173874964,0.108645660585959,0.259999999999999,0.32,0.4,0.259082365948037,0.150436705362079,1041,2133,455,0,360,3889,808,3081,1588,360,1228,0,0,0,1660,0.778246601031411,0,212,1304,24,1,32,32,0,0,0,0,0,1588,193,0.744583333333358,0,0,0,0.689235805155965,0.750537112726795,0,0,0,0,0,0.710999999999959,8.5319999999995,0,0.406528,3.64399999999965,1435,1.7063999999999,37.9166666666667,67.3333333333333,30,0.0187257383966246,0.0474000000000005,0.0591527777777779,0.13,0.983935742971888,4447,0,0.0919721160332809,0,0.09568071988002,0.0983436093984336,6.0122679,0,666551617013,21191278076,105363559,0,135598042,piggyback,frame-aware,piggyback,1,moderate,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-moderate-bg30,N5 Moderate bg0.30,EXP18A context-aware,frame-adaptive,3,0.3,mac-aware-broadcast,Frame-aware legacy adaptive,adaptive,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0813481595400045,0.493287210631356,0,0,9.85265545509934,12.396340118501,0,1.0364871426044,0.117667219458264,0.280000000000001,0.380000000000001,0.44,0.255201768933112,0.137534549474848,1046,2118,455,14,353,3852,802,3049,1553,353,1200,1,1,0,1652,0.774859287054409,0,217,1290,22,2,32,32,0,0,0,0,14,1520,204,0.748083333333356,14,2,0,0.689962427298972,0.784417782219087,0,0,0,0,0,0.708333333333293,8.47199999999951,0.028,0.38912,3.64399999999965,1410,1.6999999999999,37.9166666666667,66.8333333333333,29.4166666666667,0.0183836772983116,0.0460000000000012,0.0605410764872522,0.124,0.978957323560705,4435,33,0.0933483652762119,0.181818181818182,0.09568071988002,0.0983436093984336,5.2387164,0,666551617013,21191278076,105363559,0,135603346,adaptive,frame-aware,legacy-adaptive,1,moderate,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-moderate-bg30,N5 Moderate bg0.30,EXP18A context-aware,context-aware,4,0.3,context-aware-broadcast,Context-aware feasibility/value,adaptive,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0767591432547317,0.497072958532176,0,0,9.85265545509934,12.396340118501,0,1.03648705525994,0.111232725262576,0.279999999999999,0.3984,0.459999999999999,0.266755113322277,0.155522388059702,1036,2107,468,3,382,3836,842,2994,1614,382,1232,0,0,0,1626,0.770616113744076,0,209,1280,23,2,32,32,0,0,0,0,3,1605,196,0.746166666666689,3,22,0,0.69318093736453,0.792181582787813,0,0,0,0,0,0.702833333333293,8.42799999999952,0.006,0.410880000000001,3.64399999999965,1404,1.6867999999999,39,70.1666666666667,31.8333333333333,0.0187578199052134,0.0460000000000007,0.0596387434554975,0.127899999999999,0.971841860052358,4438,9,0.0910319963947724,0.111111111111111,0.09568071988002,0.0983436093984336,3.970136,0,666551617013,21191278076,105363559,0,163880095,context-aware,frame-aware,feasibility-value,1,moderate,nominal,0.2,4,0.903,declared-stationary-profile,25,3,0,22
development,16024001,n5-moderate-bg30,N5 Moderate bg0.30,EXP18A context-aware,legacy-selector,1,0.3,mac-aware-broadcast,Legacy MAC-only selector,adaptive,5,ring2,6dof,aloha,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.259540850862765,0.318667435562756,1,0,9.95836863739159,13.972200041265,0,1.03676955761865,0.419789939192924,1.072,1.46,1.58,2.67844112769486,2.25865118850194,1177,3318,107,45,22,5989,188,5801,421,22,399,0,0,0,3242,0.964020220041629,0,66,2207,7,2,32,32,0,0,0,0,45,372,1,0.762333333333349,45,25,0,0.74292104754884,0.838037464177552,0,0,0,0,0,1.11008333333325,13.271999999999,0.049,0.0952320000000005,3.64399999999965,2576,2.6641999999998,8.91666666666667,15.6666666666667,1.83333333333333,0.011037169194172,0.0270000000000001,0.0373181818181817,0.0607500000000008,0.964126315789474,6143,49,0.0955559173042487,0.102040816326531,0.09568071988002,0.0983436093984336,9.36942950000001,0,666551617013,21191278076,105363559,0,135597455,adaptive,legacy-n,mac-selector,1,moderate,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-moderate-bg30,N5 Moderate bg0.30,EXP18A context-aware,frame-piggyback,2,0.3,causal-broadcast,Frame-aware piggyback,piggyback,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.212154315950611,0.370395324586035,1,0,9.85912325687821,13.1882755449549,0,1.03624070936998,0.340320619126589,0.951999999999998,1.22,1.38,0.758153676064124,0.417833056937534,1144,1441,156,0,105,2614,274,2340,975,105,870,0,0,0,1278,0.886884108258154,0,808,1108,45,1,32,32,0,0,0,0,0,975,679,0.572833333333371,0,0,0,0.576579900927649,0.6489493485841,0,0,0,0,0,0.480333333333317,5.76399999999981,0,0.249600000000003,3.64399999999965,1117,1.15279999999996,13,22.8333333333333,8.75,0.0250083275503124,0.0579999999999998,0.167076190476191,0.4006,0.974609531437725,2949,0,0.105120379789759,0,0.09568071988002,0.0983436093984336,5.0859685,0,666551617013,21191278076,105363559,0,135624913,piggyback,frame-aware,piggyback,1,moderate,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-moderate-bg30,N5 Moderate bg0.30,EXP18A context-aware,frame-adaptive,3,0.3,mac-aware-broadcast,Frame-aware legacy adaptive,adaptive,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.223683051192702,0.363942450558726,1,0,9.85912325687821,13.1882755449549,0,1.03626203443054,0.340431177446103,0.9,1.16,1.26,0.717656163626313,0.37722498618021,1148,1448,154,12,103,2618,270,2348,940,103,837,0,0,0,1292,0.884931506849315,0,803,1107,46,2,32,32,0,0,0,0,12,927,658,0.574666666666705,12,0,0,0.580400998040766,0.639842340668834,0,0,0,0,0,0.483749999999984,5.79199999999981,0.013,0.237312000000003,3.64399999999965,1129,1.16099999999996,12.8333333333333,22.5,8.58333333333333,0.0255061643835617,0.0579999999999998,0.166281553398058,0.439400000000001,0.968,2923,13,0.103660622647964,0.0769230769230769,0.09568071988002,0.0983436093984336,4.339123,0,666551617013,21191278076,105363559,0,135630217,adaptive,frame-aware,legacy-adaptive,1,moderate,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-moderate-bg30,N5 Moderate bg0.30,EXP18A context-aware,context-aware,4,0.3,context-aware-broadcast,Context-aware feasibility/value,adaptive,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.224735656800475,0.360457921707015,1,0,9.85912325687821,13.1882755449549,0,1.03626262694246,0.340972913211719,0.9,1.16,1.26,0.731221669430624,0.390248756218905,1147,1444,151,5,105,2604,265,2339,953,105,848,0,0,0,1288,0.888888888888889,0,811,1111,43,2,32,32,0,0,0,0,5,947,674,0.573166666666704,5,21,0,0.577237599729132,0.639827577915658,0,0,0,0,0,0.481833333333317,5.77599999999981,0.006,0.242432000000003,3.64399999999965,1123,1.15639999999996,12.5833333333333,22.0833333333333,8.75,0.0254782608695653,0.0579999999999998,0.172647619047619,0.4546,0.97046180038306,2916,6,0.104595336076818,0,0.09568071988002,0.0983436093984336,3.5318651,0,666551617013,21191278076,105363559,0,163906966,context-aware,frame-aware,feasibility-value,1,moderate,nominal,0.2,4,0.903,declared-stationary-profile,26,5,0,21
development,16024001,n5-stressed-bg0,N5 Stressed bg0,EXP18A context-aware,legacy-selector,1,0,causal-broadcast,Legacy MAC-only selector,piggyback,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0618920646612288,0.52192761716736,0,0,9.79011355950873,12.3640851426208,0,1.03664447705861,0.0866777224986179,0.219999999999999,0.318400000000002,0.520000000000001,0.194239911553344,0.107562189054727,857,1005,742,0,583,1877,1129,748,980,583,397,0,0,0,159,0.158208955223881,0,7,155,0,1,32,32,0,0,0,0,0,980,5,0.30766666666664,0,0,0,0.266739973645651,0.324946246105468,0,0,0,0,0,0.335,4.02,0,0.250880000000003,0,0,0.804,61.8333333333333,94.0833333333333,48.5833333333333,0.00720497512437823,0.0209999999999999,0.0441320754716982,0.0909000000000001,0.961180167597765,2223,0,0.298695456590193,0,0.303976003999333,0.307495417430428,7.5283282,0,666551617013,21820213858,110997405,0,133655168,piggyback,legacy-n,mac-selector,1,stressed,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-stressed-bg0,N5 Stressed bg0,EXP18A context-aware,frame-piggyback,2,0,causal-broadcast,Frame-aware piggyback,piggyback,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0618920646612288,0.52192761716736,0,0,9.79011355950873,12.3640851426208,0,1.03664447705861,0.0866777224986179,0.219999999999999,0.318400000000002,0.520000000000001,0.194239911553344,0.107562189054727,857,1005,742,0,583,1877,1129,748,980,583,397,0,0,0,159,0.158208955223881,0,7,155,0,1,32,32,0,0,0,0,0,980,5,0.30766666666664,0,0,0,0.266739973645651,0.324946246105468,0,0,0,0,0,0.335,4.02,0,0.250880000000003,0,0,0.804,61.8333333333333,94.0833333333333,48.5833333333333,0.00720497512437823,0.0209999999999999,0.0441320754716982,0.0909000000000001,0.961180167597765,2223,0,0.298695456590193,0,0.303976003999333,0.307495417430428,5.1212699,0,666551617013,21820213858,110997405,0,133654481,piggyback,frame-aware,piggyback,1,stressed,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-stressed-bg0,N5 Stressed bg0,EXP18A context-aware,frame-adaptive,3,0,mac-aware-broadcast,Frame-aware legacy adaptive,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0576538833537015,0.525474826959645,0,0,9.79011355950873,12.3640851426208,0,1.03665626312522,0.0812714206744057,0.199999999999999,0.26,0.380000000000001,0.18588170259812,0.104610281923715,854,991,742,37,593,1829,1122,707,1001,593,408,0,0,0,146,0.142023346303502,0,7,144,0,2,32,32,0,0,0,0,37,922,6,0.311249999999972,37,0,0,0.269134208771783,0.33865495722385,0,0,0,0,0,0.336416666666667,3.964,0.0730000000000001,0.236032000000003,0,0,0.807400000000001,61.8333333333333,93.5,49.4166666666667,0.00702821011673162,0.0206500000000001,0.0452225969645869,0.0999999999999996,0.97319215880367,2168,79,0.291512915129151,0.316455696202532,0.303976003999333,0.307495417430428,4.4467223,0,666551617013,21820213858,110997405,0,133659785,adaptive,frame-aware,legacy-adaptive,1,stressed,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-stressed-bg0,N5 Stressed bg0,EXP18A context-aware,context-aware,4,0,context-aware-broadcast,Context-aware feasibility/value,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0624826390428359,0.521070190937408,0,0,9.79011355950873,12.3640851426208,0,1.03664052878337,0.0897622996130458,0.220000000000001,0.300000000000001,0.440000000000001,0.194582642343836,0.104820342730791,855,1014,730,32,582,1864,1112,752,987,582,405,0,0,0,173,0.165391969407266,0,7,166,0,2,32,32,0,0,0,0,32,922,5,0.313916666666639,32,12,0,0.281870269311192,0.338500891963981,0,0,0,0,0,0.343,4.056,0.06,0.236032000000003,0,0,0.823199999999999,60.8333333333333,92.6666666666667,48.5,0.00743307839388154,0.0220000000000002,0.0426271477663232,0.09295,0.959333201317755,2208,65,0.289402173913043,0.246153846153846,0.303976003999333,0.307495417430428,3.7834718,0,666551617013,21820213858,110997405,0,164154913,context-aware,frame-aware,feasibility-value,1,stressed,nominal,0.2,4,0.71,declared-stationary-profile,44,32,0,12
development,16024001,n5-stressed-bg0,N5 Stressed bg0,EXP18A context-aware,legacy-selector,1,0,mac-aware-broadcast,Legacy MAC-only selector,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0962377450913339,0.482232925918607,0,0,9.95836863739159,13.5361923338996,0,1.03642524023551,0.148866777224986,0.411999999999997,0.598400000000001,0.9,0.35893864013267,0.210071862907684,1070,2547,411,234,238,4697,634,4063,1022,238,784,0,0,0,2162,0.777418194893923,0,37,1514,4,2,32,32,0,0,0,0,234,745,6,0.55258333333337,234,9,0,0.465200572031096,0.558223470109265,0,0,0,0,0,0.87191666666661,10.1879999999993,0.275,0.190720000000002,0,0,2.09259999999986,34.25,52.8333333333333,19.8333333333333,0.00992268967997131,0.0260000000000007,0.0345210084033615,0.0571500000000003,0.930925022732909,5036,277,0.287132644956315,0.310469314079422,0.303976003999333,0.307495417430428,7.88276020000002,0,666551617013,21820213858,110997405,0,133653894,adaptive,legacy-n,mac-selector,1,stressed,nominal,0.2,4,NaN,,0,0,0,0
development,16024001,n5-stressed-bg0,N5 Stressed bg0,EXP18A context-aware,frame-piggyback,2,0,causal-broadcast,Frame-aware piggyback,piggyback,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0869791401005178,0.486984622249992,0,0,9.73773660739004,12.4492909075007,0,1.03639867344304,0.129242675511332,0.32,0.44,0.540000000000001,0.27216141514649,0.142918739635158,1046,1004,529,0,398,1846,817,1029,915,398,517,0,0,0,389,0.387450199203187,0,409,369,9,1,32,32,0,0,0,0,0,915,437,0.290833333333306,0,0,0,0.28864366509345,0.360185802210128,0,0,0,0,0,0.334666666666667,4.016,0,0.234240000000003,0,0,0.8032,44.0833333333333,68.0833333333333,33.1666666666667,0.023784860557769,0.056,0.0732688442211057,0.162,0.9641212037691,2177,0,0.300413412953606,0,0.303976003999333,0.307495417430428,4.4837389,0,666551617013,21820213858,110997405,0,133681352,piggyback,frame-aware,piggyback,1,stressed,nominal,0.2,4,NaN,,0,0,0,0
