stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH,originalMacType,armKind,route,accessDesign,ackDesign,schedulerMode,oracleFlag,PERIODIC_RATE_HZ,TARGET_RATE_HZ,MEAN_NODE_GOODPUT_HZ,MIN_NODE_GOODPUT_HZ,MEAN_GOODPUT_MARGIN_HZ,MIN_GOODPUT_MARGIN_HZ,SERVICE_ADMISSIONS,SERVICE_COMPLETIONS,SERVICE_REPLACEMENTS,VIRTUAL_DEFICIT_MAX,VIRTUAL_DEFICIT_TERMINAL,MAX_STARVATION_SEC,SERVICE_DECISIONS,FIFO_COMPARABLE_DECISIONS,PRIORITY_DIFFERS_FIFO,PRIORITY_DIFFERS_FIFO_FRACTION,RECEIVER_TRUTH_READS,FUTURE_RANDOM_READS,SERVICE_DECISION_LOG_VALID,ENDOGENOUS_COLLISION_FRAMES,PROJECTION_FLAG,DTSA_DECISIONS,DTSA_DISAGREEMENTS,DTSA_DISAGREEMENT_FRACTION,AGE_GAIN_ELIGIBLE,ZMAC_OWNER_ATTEMPTS,ZMAC_CONTENTION_ATTEMPTS,DELTA_FINAL_PHASE,PUBLIC_FEEDBACK_COUNT,PUBLIC_FEEDBACK_AIRTIME,CHARGED_OFFERED_UTIL,MECHANISM_ACTIVATIONS,cellRole,controlReach,DISTRIBUTED_FLAG,IDEAL_FLAG,EXP21_TRACE_HASH_EXACT,RESERVATION_EPOCHS,CONTROL_FRAMES,CONTROL_REQUEST_FRAMES,CONTROL_RESPONSE_FRAMES,CONTROL_COMMIT_FRAMES,CONTROL_RECIPIENT_ATTEMPTS,CONTROL_RECIPIENT_SUCCESS,CONTROL_RECIPIENT_LOSS,CONTROL_ACCOUNTING_CLOSE,CONTROL_AIRTIME,CONTROL_OVERHEAD_FRACTION,RESERVATION_NACKS,RESERVATION_MIGRATIONS,RESERVATION_SCHEDULE_CHANGES,SCHEDULE_CONFLICT_FRACTION,FIRST_CONVERGENCE_SEC,CONVERGED_BY_2SEC,CHURN_APPLIED,CHURN_RECOVERY_SEC,RECOVERED_BY_2SEC,FINAL_ASSIGNED_NODES,FINAL_FULL_UNIQUE,MAX_ABS_CLOCK_OFFSET_SEC,MAX_ABS_CLOCK_DRIFT_PPM,LOCAL_SCHEDULE_ONLY,EXP21C_TRACE_HASH_EXACT,CONTINUOUS_START_OPPORTUNITIES,CONTINUOUS_START_ATTEMPTS,CONTINUOUS_GUARD_SEC,CONTINUOUS_SLOT_SEC,CONTINUOUS_SYNC_SEC,CONTINUOUS_MAX_CLOCK_RESIDUAL,CONTINUOUS_MAX_OFFSET_BOUND_SEC,CONTINUOUS_MAX_DRIFT_BOUND_PPM,CONTINUOUS_REALIZED_MAX_DRIFT_PPM,CONTINUOUS_EXACT_AIRTIME
development-model-integration,16032009,n5-stressed,N5 Stressed,EXP21C closed-loop timing integration,continuous-clock-unguarded,3,0,periodic,Continuous local TDMA unguarded clock,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.296167660893848,0.248616560480043,1,0,9.95836863739159,13.972200041265,0,1.03652693971637,0.519469320066335,1.38,1.76,1.92,NaN,NaN,500,1190,147,0,0,2134,218,1916,0,0,0,0,0,0,1017,0.854621848739496,0,0,690,0,1,32,32,0,0,0,0,0,0,0,0.296287165890089,0,0,0,0.303398734304452,0.386327540355342,0,0,0,0,0,0.304639999999997,3.65567999999996,0,0,0,0,0.731135999999993,12.25,18.1666666666667,0,0.0216160670553578,0.0439351652586085,NaN,NaN,0.9430067641283,2134,0,0.314432989690722,0,0.304652557907016,0.299770038326945,2.4926138,0,684587,21803082123,110997405,0,250322239,aloha,integration-witness,none,continuous-local-clock,none,continuous-local-static-tdma,NaN,8.33333333333333,NaN,2.45,1.58333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1190,NaN,NaN,NaN,0,0,1,1017,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.304639999999997,1190,nominal,full,0,0,504031924793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,5,1,0,0,1,188967667481,3878,1190,0,0.003072,0.5,8.88178419700125e-16,0.00025,40,36.1001874468989,1
development-model-integration,16032009,n5-stressed,N5 Stressed,EXP21C closed-loop timing integration,continuous-clock-safe-guard,4,1,periodic,Continuous local TDMA safe guard,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0792595851841357,0.494530961094567,0,0,9.8071698667495,12.4579860119934,0,1.0365755885897,0.110978441127695,0.26,0.4,0.6,NaN,NaN,500,500,426,0,0,900,644,256,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.127999999999985,0,0,0,0.127884337962831,0.159819695123857,0,0,0,0,0,0.127999999999999,1.53599999999999,0,0,0,0,0.307199999999998,35.5,53.6666666666667,0,0.00905931110186833,0.01722533241469,NaN,NaN,0.986229009292973,900,0,0.302222222222222,0,0.304652557907016,0.299770038326945,1.8462161,0,684587,21803082123,110997405,0,250348021,aloha,integration-safe,none,continuous-local-clock,none,continuous-local-static-tdma,NaN,8.33333333333333,NaN,7.1,5.91666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.127999999999999,500,nominal,full,0,0,504031924793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,5,1,0,0,1,188967667481,3302,500,0.000540021600864035,0.00361202160086403,0.5,8.88178419700125e-16,0.00025,40,36.1001874468989,1
development-model-integration,16032009,n10-moderate,N10 Moderate,EXP21C closed-loop timing integration,ideal-tdma-p8p333,1,NaN,periodic,Ideal TDMA 8.333 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.100825365341635,0.508776057321643,0,0,NaN,NaN,NaN,NaN,0.0899502487562191,0.199999999999999,0.260000000000002,0.5,NaN,NaN,1000,1000,975,0,0,2100,1905,195,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.3333333333333,0,0,0,0.332921606271421,0.387853540102323,0,0,0,0,0,0.333333333333334,4,0,0,0,0,0.800000000000001,81.25,158.75,0,0.0180000000000001,0.036,NaN,NaN,0.998335451213493,2100,0,0.10047619047619,0,0.101631394767539,0.103160306615564,2.2765547,0,1169378,84937703912,410907084,0,261941681,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,8.33333333333333,NaN,8.125,7.16666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1000,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.333333333333334,1000,nominal,full,0,1,1950676970741,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1,692338574914,0,0,0,0,Inf,0,0,0,0,0
development-model-integration,16032009,n10-moderate,N10 Moderate,EXP21C closed-loop timing integration,continuous-zero-clock,2,0,periodic,Continuous local TDMA zero clock,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.102119624558787,0.500535889202285,0,0,NaN,NaN,NaN,NaN,0.0937029140014216,0.219999999999999,0.296000000000003,0.380000000000001,NaN,NaN,1000,1000,981,0,0,2100,1887,213,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.255999999999957,0,0,0,0.253935998187155,0.296877789893317,0,0,0,0,0,0.255999999999998,3.07199999999997,0,0,0,0,0.614399999999994,81.75,157.25,0,0.0158214399999992,0.0300799999999948,NaN,NaN,0.999014855031091,2100,0,0.109047619047619,0,0.101631394767539,0.103160306615564,2.3882897,0,1169378,84937703912,410907084,0,260121572,aloha,integration-zero,none,continuous-local-clock,none,continuous-local-static-tdma,NaN,8.33333333333333,NaN,8.175,7.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1000,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.255999999999998,1000,nominal,full,0,0,1950676970741,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,10,1,0,0,1,692338574914,3888,1000,0,0.003072,0.5,8.88178419700125e-16,0,0,0,1
development-model-integration,16032009,n10-moderate,N10 Moderate,EXP21C closed-loop timing integration,continuous-clock-unguarded,3,0,periodic,Continuous local TDMA unguarded clock,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.603128670270717,0.293051519753035,1,0,NaN,NaN,NaN,NaN,1.08204690831556,3.38,6.30400000000023,7.4,NaN,NaN,1000,2598,235,0,0,5434,463,4971,0,0,0,0,0,0,2352,0.905311778290993,0,0,1598,0,1,32,32,0,0,0,0,0,0,0,0.645670732323224,0,0,0,0.656569132937171,0.721434810403665,0,0,0,0,0,0.665088000000041,7.98105600000049,0,0,0,0,1.5962112000001,19.5833333333333,38.5833333333333,0,0.0442473272270945,0.0877326276571671,NaN,NaN,0.8783998727533,5434,0,0.104158998895841,0,0.101631394767539,0.103160306615564,3.0832022,0,1169378,84937703912,410907084,0,260642156,aloha,integration-witness,none,continuous-local-clock,none,continuous-local-static-tdma,NaN,8.33333333333333,NaN,1.95833333333333,0.333333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2598,NaN,NaN,NaN,0,0,1,2352,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.665088000000041,2598,nominal,full,0,0,1950676970741,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,10,1,0,0,1,692338574914,3873,2598,0,0.003072,0.5,8.88178419700125e-16,0.00025,40,36.8729893740202,1
development-model-integration,16032009,n10-moderate,N10 Moderate,EXP21C closed-loop timing integration,continuous-clock-safe-guard,4,1,periodic,Continuous local TDMA safe guard,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.100312774991054,0.502781995514801,0,0,NaN,NaN,NaN,NaN,0.0900639658848616,0.18,0.26,0.5,NaN,NaN,1000,1000,978,0,0,2100,1920,180,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.255999999999969,0,0,0,0.255575750600635,0.304774500702015,0,0,0,0,0,0.255999999999998,3.07199999999997,0,0,0,0,0.614399999999994,81.5,160,0,0.0182974350329078,0.0347428461123288,NaN,NaN,0.998876310622833,2100,0,0.101904761904762,0,0.101631394767539,0.103160306615564,2.3138534,0,1169378,84937703912,410907084,0,260667938,aloha,integration-safe,none,continuous-local-clock,none,continuous-local-static-tdma,NaN,8.33333333333333,NaN,8.15,7.58333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1000,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.255999999999998,1000,nominal,full,0,0,1950676970741,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,10,1,0,0,1,692338574914,3297,1000,0.000540021600864035,0.00361202160086403,0.5,8.88178419700125e-16,0.00025,40,36.8729893740202,1
development-model-integration,16032010,n5-stressed,N5 Stressed,EXP21C closed-loop timing integration,ideal-tdma-p8p333,1,NaN,periodic,Ideal TDMA 8.333 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0937313798813328,0.480169370238293,0,0,9.72916024182561,12.4920149568056,0,1.03655363736554,0.130348258706467,0.34,0.48,0.6,NaN,NaN,500,500,418,0,0,900,621,279,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.166666666666654,0,0,0,0.166369583834491,0.201679706394814,0,0,0,0,0,0.166666666666667,2,0,0,0,0,0.4,34.8333333333333,51.75,0,0.00800000000000013,0.016,NaN,NaN,0.978407436443051,900,0,0.318888888888889,0,0.299360106648892,0.305962339610065,1.9125261,0,1410154,21804268192,110997405,0,251621766,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,8.33333333333333,NaN,6.96666666666667,5.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.166666666666667,500,nominal,full,0,1,502811210058,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1,188895739052,0,0,0,0,Inf,0,0,0,0,0
development-model-integration,16032010,n5-stressed,N5 Stressed,EXP21C closed-loop timing integration,continuous-zero-clock,2,0,periodic,Continuous local TDMA zero clock,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0807396190036933,0.49848189398145,0,0,9.72916024182561,13.1269271563201,0,1.03652797025756,0.117810945273632,0.299999999999999,0.42,0.720000000000001,NaN,NaN,500,500,427,0,0,900,640,260,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.127999999999981,0,0,0,0.12672260559751,0.159579767396601,0,0,0,0,0,0.127999999999999,1.53599999999999,0,0,0,0,0.307199999999998,35.5833333333333,53.3333333333333,0,0.00797183999999964,0.0149119999999998,NaN,NaN,0.976614263906371,900,0,0.32,0,0.299360106648892,0.305962339610065,2.1578029,0,1410154,21804268192,110997405,0,249801657,aloha,integration-zero,none,continuous-local-clock,none,continuous-local-static-tdma,NaN,8.33333333333333,NaN,7.11666666666667,5.66666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.127999999999999,500,nominal,full,0,0,502811210058,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,5,1,0,0,1,188895739052,3888,500,0,0.003072,0.5,8.88178419700125e-16,0,0,0,1
development-model-integration,16032010,n5-stressed,N5 Stressed,EXP21C closed-loop timing integration,continuous-clock-unguarded,3,0,periodic,Continuous local TDMA unguarded clock,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.247226138372146,0.257084781306691,1,0,9.95836863739159,13.972200041265,0,1.03611394411004,0.424610281923715,1.1,1.5184,1.7,NaN,NaN,500,1125,164,0,0,2049,242,1807,0,0,0,0,0,0,922,0.819555555555556,0,0,625,0,1,32,32,0,0,0,0,0,0,0,0.279421380609692,0,0,0,0.276630223563416,0.3724511052353,0,0,0,0,0,0.287999999999997,3.45599999999997,0,0,0,0,0.691199999999993,13.6666666666667,20.1666666666667,0,0.0208472232166909,0.0437598556915035,NaN,NaN,0.976970577551762,2049,0,0.291361639824305,0,0.299360106648892,0.305962339610065,2.4515931,0,1410154,21804268192,110997405,0,250322241,aloha,integration-witness,none,continuous-local-clock,none,continuous-local-static-tdma,NaN,8.33333333333333,NaN,2.73333333333333,2.33333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1125,NaN,NaN,NaN,0,0,1,922,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.287999999999997,1125,nominal,full,0,0,502811210058,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,5,1,0,0,1,188895739052,3878,1125,0,0.003072,0.5,8.88178419700125e-16,0.00025,40,14.1325485362131,1
development-model-integration,16032010,n5-stressed,N5 Stressed,EXP21C closed-loop timing integration,continuous-clock-safe-guard,4,1,periodic,Continuous local TDMA safe guard,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.091070095666991,0.476653281649188,0,0,9.72916024182561,12.4920149568056,0,1.03653381490927,0.129419568822554,0.34,0.460000000000001,0.74,NaN,NaN,500,500,424,0,0,900,633,267,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.127999999999984,0,0,0,0.127435713690682,0.157980178343841,0,0,0,0,0,0.127999999999999,1.53599999999999,0,0,0,0,0.307199999999998,35.3333333333333,52.75,0,0.00905590332168104,0.0171469321092837,NaN,NaN,0.986262892253676,900,0,0.312222222222222,0,0.299360106648892,0.305962339610065,1.8598395,0,1410154,21804268192,110997405,0,250348023,aloha,integration-safe,none,continuous-local-clock,none,continuous-local-static-tdma,NaN,8.33333333333333,NaN,7.06666666666667,5.83333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.127999999999999,500,nominal,full,0,0,502811210058,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,5,1,0,0,1,188895739052,3302,500,0.000540021600864035,0.00361202160086403,0.5,8.88178419700125e-16,0.00025,40,14.1325485362131,1
development-model-integration,16032010,n10-moderate,N10 Moderate,EXP21C closed-loop timing integration,ideal-tdma-p8p333,1,NaN,periodic,Ideal TDMA 8.333 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.102079352042996,0.499667682753266,0,0,NaN,NaN,NaN,NaN,0.0924520255863541,0.200000000000001,0.260000000000001,0.380000000000001,NaN,NaN,1000,1000,974,0,0,2100,1879,221,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.3333333333333,0,0,0,0.332921606271421,0.387853540102323,0,0,0,0,0,0.333333333333334,4,0,0,0,0,0.800000000000001,81.1666666666667,156.583333333333,0,0.0180000000000001,0.036,NaN,NaN,0.998984878480266,2100,0,0.107619047619048,0,0.0986893851024829,0.0990134977503749,2.3303476,0,836898,84894315908,410907084,0,261941683,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,8.33333333333333,NaN,8.11666666666667,7.58333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1000,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.333333333333334,1000,nominal,full,0,1,1951354637076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1,692408531835,0,0,0,0,Inf,0,0,0,0,0
development-model-integration,16032010,n10-moderate,N10 Moderate,EXP21C closed-loop timing integration,continuous-zero-clock,2,0,periodic,Continuous local TDMA zero clock,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.100740179233612,0.493351285946116,0,0,NaN,NaN,NaN,NaN,0.0935607675906185,0.200000000000001,0.26,0.48,NaN,NaN,1000,1000,965,0,0,2100,1890,210,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.255999999999957,0,0,0,0.253935998187155,0.296877789893317,0,0,0,0,0,0.255999999999998,3.07199999999997,0,0,0,0,0.614399999999994,80.4166666666667,157.5,0,0.0158214399999992,0.0300799999999948,NaN,NaN,0.9972744894353,2100,0,0.102857142857143,0,0.0986893851024829,0.0990134977503749,2.4238944,0,836898,84894315908,410907084,0,260121574,aloha,integration-zero,none,continuous-local-clock,none,continuous-local-static-tdma,NaN,8.33333333333333,NaN,8.04166666666667,7.16666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1000,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.255999999999998,1000,nominal,full,0,0,1951354637076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,10,1,0,0,1,692408531835,3888,1000,0,0.003072,0.5,8.88178419700125e-16,0,0,0,1
development-model-integration,16032010,n10-moderate,N10 Moderate,EXP21C closed-loop timing integration,continuous-clock-unguarded,3,0,periodic,Continuous local TDMA unguarded clock,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.414698007803195,0.152732169609393,1,0,NaN,NaN,NaN,NaN,0.535977256574272,1.36,1.76,2.1,NaN,NaN,1000,2512,281,0,0,5253,573,4680,0,0,0,0,0,0,2219,0.883359872611465,0,0,1512,0,1,32,32,0,0,0,0,0,0,0,0.624458759080083,0,0,0,0.638540826815101,0.746755693054191,0,0,0,0,0,0.643072000000038,7.71686400000045,0,0,0,0,1.54337280000009,23.4166666666667,47.75,0,0.0439318082522953,0.0877086181373117,NaN,NaN,0.978087452000496,5253,0,0.0997525223681706,0,0.0986893851024829,0.0990134977503749,3.0891418,0,836898,84894315908,410907084,0,260642158,aloha,integration-witness,none,continuous-local-clock,none,continuous-local-static-tdma,NaN,8.33333333333333,NaN,2.34166666666667,1.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2512,NaN,NaN,NaN,0,0,1,2219,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.643072000000038,2512,nominal,full,0,0,1951354637076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,10,1,0,0,1,692408531835,3881,2512,0,0.003072,0.5,8.88178419700125e-16,0.00025,40,36.4212796346499,1
development-model-integration,16032010,n10-moderate,N10 Moderate,EXP21C closed-loop timing integration,continuous-clock-safe-guard,4,1,periodic,Continuous local TDMA safe guard,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.100909469665568,0.499603274297306,0,0,NaN,NaN,NaN,NaN,0.0936460554371004,0.200000000000001,0.26,0.380000000000001,NaN,NaN,1000,1000,968,0,0,2100,1901,199,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.255999999999969,0,0,0,0.254441191336526,0.301015308705731,0,0,0,0,0,0.255999999999998,3.07199999999997,0,0,0,0,0.614399999999994,80.6666666666667,158.416666666667,0,0.0183307006652858,0.034770970684322,NaN,NaN,0.997385787882659,2100,0,0.10047619047619,0,0.0986893851024829,0.0990134977503749,2.3575213,0,836898,84894315908,410907084,0,260667940,aloha,integration-safe,none,continuous-local-clock,none,continuous-local-static-tdma,NaN,8.33333333333333,NaN,8.06666666666667,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1000,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.255999999999998,1000,nominal,full,0,0,1951354637076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,10,1,0,0,1,692408531835,3305,1000,0.000540021600864035,0.00361202160086403,0.5,8.88178419700125e-16,0.00025,40,36.4212796346499,1
development-model-integration,16032011,n5-stressed,N5 Stressed,EXP21C closed-loop timing integration,ideal-tdma-p8p333,1,NaN,periodic,Ideal TDMA 8.333 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0806147990031478,0.499153926923791,0,0,9.72916024182561,13.0949949981124,0,1.03658434793263,0.122985074626866,0.34,0.48,0.6,NaN,NaN,500,500,429,0,0,900,652,248,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.166666666666654,0,0,0,0.166369583834491,0.201679706394814,0,0,0,0,0,0.166666666666667,2,0,0,0,0,0.4,35.75,54.3333333333333,0,0.00800000000000013,0.016,NaN,NaN,0.98752984734258,900,0,0.295555555555556,0,0.29699383436094,0.292214630894851,1.8578359,0,1291019,21786989257,110997405,0,251621768,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,8.33333333333333,NaN,7.15,5.83333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.166666666666667,500,nominal,full,0,1,503229155161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1,188560212488,0,0,0,0,Inf,0,0,0,0,0
