scenario,loadCondition,nPairs,meanRealizedBackgroundFraction,meanOnRunSec,meanTransitions,candidateMeanRMSE,periodicMeanRMSE,candidateMeanCost,periodicMeanCost,relativePeriodicRmse,relativePeriodicCost,rmseDelta,rmseCiLo,rmseCiHi,costDelta,costCiLo,costCiHi,physicalTerminalCertificationRate,meanUncertifiedNodeFrames,meanPhysicalRetryClaims,falseValidEdgeFrames,scheduledCollisionFrames,candidateSafeFailures,candidateDivergences,epsilonDominates,epsilonConfidenceSupported
n5-6dof-zero-loss,clean,30,0,0,0,0.0299203968654785,0.0308438100172132,0.290453333333331,0.286719999999997,0.0308623296638175,-0.0128534704370188,0.00092341315173466,0.000907269407956096,0.000940165133911256,-0.00373333333333342,-0.00373333333333342,-0.00373333333333342,1,0,0,0,0,0,0,0,0
n5-6dof-zero-loss,iid-load15,30,0.148924999999998,0.00117579789700779,3039.63333333333,0.0547239438198497,0.0539913345755485,0.322966044444442,0.286719999999997,-0.0133873619692498,-0.112228653965138,-0.000732609244301203,-0.00208975850702726,0.00056542456271565,-0.0362460444444445,-0.0379378488888889,-0.0345215644444445,0.966666666666667,5.7,176.966666666667,0,0,0,0,1,0
n5-6dof-zero-loss,markov-load15,30,0.147494444444442,0.050325871981694,70.3333333333333,0.0364202393990305,0.037639962186211,0.29455502222222,0.286719999999997,0.0334902462835815,-0.0265995200594862,0.00121972278718053,0.000921900311552558,0.00152850575860725,-0.00783502222222228,-0.00859804444444449,-0.0070748444444445,1,1.46666666666667,33.1333333333333,0,0,0,0,0,0
n5-6dof-zero-loss,markov-load30,30,0.292608333333329,0.049590648425252,141.7,0.0445070744960645,0.045075981223993,0.299017955555553,0.286719999999997,0.0127823887408913,-0.0411278163303167,0.000568906727928501,-0.000279152008714231,0.00139998473983743,-0.0122979555555556,-0.0134997866666667,-0.0111601422222223,1,4.66666666666667,69.8,0,0,0,0,0,0
n10-ring2-zero-loss,clean,30,0,0,0,0.0508739861531858,0.056751506542043,0.309759999999997,0.305535999999997,0.115530958615262,-0.0136363636363643,0.00587752038885711,0.0058563256707559,0.00589772035315741,-0.00422400000000014,-0.00426666666666681,-0.00418133333333348,1,0,0,0,0,0,0,0,0
n10-ring2-zero-loss,iid-load15,30,0.151924999999997,0.0011773110454763,3096.6,0.116776503563821,0.120969143899465,0.370900622222219,0.305535999999997,0.035903115846863,-0.176232171924101,0.00419264033564348,-0.00117602022786255,0.00946910908011318,-0.0653646222222222,-0.0677228444444444,-0.0628259022222222,1,14.3,277.266666666667,0,0,0,0,0,0
n10-ring2-zero-loss,markov-load15,30,0.142724999999998,0.0490232890204027,70.1333333333333,0.0641998689363628,0.0702517653355996,0.314687999999997,0.305535999999997,0.0942664914976019,-0.0290827740492176,0.00605189639923678,0.004923072547271,0.00717449219239223,-0.00915200000000012,-0.0105792177777779,-0.00786629333333346,1,2.4,33.9,0,0,0,0,0,0
n10-ring2-zero-loss,markov-load30,30,0.289908333333329,0.0482310753079864,144.1,0.0829626399880143,0.0862955483920987,0.321413688888886,0.305535999999997,0.0401736059094295,-0.049399541580751,0.00333290840408437,0.000942600523252063,0.00562780226389805,-0.015877688888889,-0.0175054222222223,-0.0143366577777779,1,5.9,81.8666666666667,0,0,0,0,0,0
