seed,scenario,scenarioLabel,condition,conditionLabel,conditionKind,N,BASE_TRACE_HASH_EXACT,CONDITION_TRACE_HASH_EXACT,CONFIG_HASH,REALIZATION_HASH,SCHEDULE_STATE_HASH,BLACKOUT_OWNER,BLACKOUT_CLIENT,BLACKOUT_OWNER_LOCK_EXPIRY,BLACKOUT_CLIENT_GRANT_EXPIRY,BLACKOUT_CLIENT_FINAL_ACTIVE,FINAL_ALL_CERTIFIED,FINAL_SCHEDULED_COLLISION_FREE,FIRST_ALL_CERTIFIED_FRAME,CERTIFIED_NODE_FRAME_FRACTION,FALSE_VALID_EDGE_FRAMES,OWNER_LOCK_VIOLATIONS,STALE_GRANT_ACCEPTS,FUTURE_GRANT_ACCEPTS,RECONFIGURATION_APPLIED_FRAME,RECONFIGURATION_RELEASE_FENCE,RECOVERY_FRAME,STATUS_ATTEMPTS,GRANT_ATTEMPTS,GRANT_ENTRIES_ATTEMPTED,CONTROL_ATTEMPTS,MANAGEMENT_RECIPIENT_ATTEMPTS,MANAGEMENT_RECIPIENT_SUCCESS,MANAGEMENT_RECIPIENT_ERASURE,MANAGEMENT_RECIPIENT_COLLISION,SCHEDULED_ATTEMPTS,FALLBACK_ATTEMPTS,SCHEDULED_RECIPIENT_ATTEMPTS,SCHEDULED_RECIPIENT_SUCCESS,SCHEDULED_RECIPIENT_ERASURE,SCHEDULED_RECIPIENT_COLLISION,FALLBACK_RECIPIENT_ATTEMPTS,FALLBACK_RECIPIENT_SUCCESS,FALLBACK_RECIPIENT_ERASURE,FALLBACK_RECIPIENT_COLLISION,SCHEDULED_COLLISION_FRAMES,FALLBACK_COLLISION_FRAMES,OFFERED_UTILIZATION,CHANNEL_UTILIZATION,ACCOUNTING_CLOSES,FUTURE_RANDOM_READS,RECEIVER_TRUTH_READS
16040011,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30439593284,30439593284,1319673,539158,177005446,NaN,NaN,NaN,NaN,NaN,1,1,12,0.9865,0,0,0,0,NaN,NaN,2,1102,829,1144,1931,6512,3952,0,2560,1973,11,4736,4736,0,0,21,19,0,2,0,2,0.493116482269195,0.460588184567814,1,0,0
16040011,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30439593284,30439593284,1319676,523793,178411914,NaN,NaN,NaN,NaN,NaN,0,1,12,0.875,0,0,0,0,221,220,NaN,1205,981,1314,2186,7450,4656,0,2794,1750,98,4277,4277,0,0,197,195,0,2,0,2,0.48354565621475,0.448139855255171,1,0,0
16040011,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113026522934,113026522934,2014855,4046030,503556012,NaN,NaN,NaN,NaN,NaN,1,1,20,0.9745,0,0,0,0,NaN,NaN,NaN,2310,2030,3266,4340,36210,19575,0,16635,3898,11,10158,10158,0,0,26,26,0,0,0,0,0.55117842798873,0.351214585532372,1,0,0
16040011,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113026522934,113026522934,3002229,4046030,503556012,NaN,NaN,NaN,NaN,NaN,1,1,20,0.9745,0,0,0,0,NaN,NaN,NaN,2310,2030,3266,4340,36210,19575,0,16635,3898,11,10158,9685,473,0,26,23,3,0,0,0,0.55117842798873,0.351214585532372,1,0,0
16040011,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113026522934,113026522934,2670725,4032588,503324435,NaN,NaN,NaN,NaN,NaN,1,1,23,0.974,0,0,0,0,NaN,NaN,NaN,2344,2031,3250,4375,36521,19077,1011,16433,3896,15,10156,10156,0,0,35,35,0,0,0,0,0.552584932970839,0.352655395514044,1,0,0
16040011,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113026522934,113026522934,2004003,730985,382875129,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,400,182,182,582,2274,2274,0,0,799,582,2798,2798,0,0,1298,1143,0,155,0,111,0.162091122938118,0.145418893150198,1,0,0
16040011,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113026522934,74190447820,2282117,4397837,500716487,1,2,421,0,0,0,1,NaN,0.86775,0,0,0,0,NaN,NaN,NaN,2526,2046,3383,4572,38230,20921,256,17053,3471,114,9287,9287,0,0,235,235,0,0,0,0,0.525792728311649,0.366308785340366,1,0,0
16040011,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113026522934,113026522934,2015273,4045493,503439346,NaN,NaN,NaN,NaN,NaN,1,1,20,0.973,0,0,0,0,NaN,NaN,6,2305,2027,3264,4332,36146,19575,0,16571,3892,12,10146,10146,0,0,28,28,0,0,0,0,0.550389412998767,0.351180280532808,1,0,0
16040011,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113026522934,113026522934,2015276,4044975,515856030,NaN,NaN,NaN,NaN,NaN,1,1,20,0.9605,0,0,0,0,221,220,NaN,2317,2026,3274,4343,36259,19701,0,16558,3842,23,10018,10018,0,0,56,50,0,6,0,4,0.546753083045023,0.368229865315929,1,0,0
16040012,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30500417084,30500417084,1319555,538826,177251960,NaN,NaN,NaN,NaN,NaN,1,1,6,0.9855,0,0,0,0,NaN,NaN,NaN,1098,785,1101,1883,6314,3820,0,2494,1971,8,4737,4737,0,0,18,14,0,4,0,2,0.489175553893835,0.457147691541707,1,0,0
16040012,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30500417084,30500417084,2306929,538826,177251960,NaN,NaN,NaN,NaN,NaN,1,1,6,0.9855,0,0,0,0,NaN,NaN,NaN,1098,785,1101,1883,6314,3820,0,2494,1971,8,4737,4490,247,0,18,13,1,4,0,2,0.489175553893835,0.457147691541707,1,0,0
16040012,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30500417084,30500417084,1975425,540001,177144310,NaN,NaN,NaN,NaN,NaN,1,1,14,0.984,0,0,0,0,NaN,NaN,NaN,1119,815,1104,1934,6520,3791,193,2536,1968,9,4731,4731,0,0,20,16,0,4,0,2,0.491990502733378,0.45977497712528,1,0,0
16040012,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30500417084,30500417084,1319109,588826,137695735,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,400,159,159,559,1395,1395,0,0,799,480,1998,1998,0,0,1008,902,0,106,0,104,0.274989224413977,0.25759909602747,1,0,0
16040012,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30500417084,20751465656,1586817,1015513,175055703,1,2,421,0,0,0,1,NaN,0.7855,0,0,0,0,NaN,NaN,NaN,1291,879,1229,2170,7444,4622,262,2560,1571,160,3936,3936,0,0,322,316,0,6,0,4,0.460588184567814,0.427747114773151,1,0,0
16040012,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30500417084,30500417084,1319673,538455,177187294,NaN,NaN,NaN,NaN,NaN,1,1,6,0.9825,0,0,0,0,NaN,NaN,6,1095,779,1094,1874,6286,3816,0,2470,1965,12,4725,4725,0,0,26,22,0,4,0,2,0.488237237613988,0.456459592936485,1,0,0
16040012,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30500417084,30500417084,1319676,519268,178289022,NaN,NaN,NaN,NaN,NaN,0,1,6,0.875,0,0,0,0,221,220,NaN,1187,928,1247,2115,7202,4564,0,2638,1750,90,4281,4281,0,0,188,184,0,4,0,2,0.477602986442383,0.444198926879811,1,0,0
16040012,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113293346260,113293346260,2014855,4044611,503669629,NaN,NaN,NaN,NaN,NaN,1,1,20,0.97725,0,0,0,0,NaN,NaN,NaN,2261,1994,3261,4255,35513,20016,0,15497,3909,20,10183,10183,0,0,42,38,0,4,0,2,0.550320802999639,0.351489025528881,1,0,0
16040012,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113293346260,113293346260,3002229,4044611,503669629,NaN,NaN,NaN,NaN,NaN,1,1,20,0.97725,0,0,0,0,NaN,NaN,NaN,2261,1994,3261,4255,35513,20016,0,15497,3909,20,10183,9688,495,0,42,35,3,4,0,2,0.550320802999639,0.351489025528881,1,0,0
16040012,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113293346260,113293346260,2670725,4040334,503595053,NaN,NaN,NaN,NaN,NaN,1,1,23,0.97525,0,0,0,0,NaN,NaN,NaN,2285,1990,3214,4275,35675,19238,949,15488,3901,20,10163,10163,0,0,43,39,0,4,0,2,0.550183583001385,0.350974450535426,1,0,0
16040012,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113293346260,113293346260,2004003,735661,382875129,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,400,184,184,584,2288,2288,0,0,799,655,2798,2798,0,0,1432,1222,0,210,0,158,0.169672527841679,0.148437733111797,1,0,0
16040012,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113293346260,74598295729,2282117,4390276,500934237,1,2,421,0,0,0,1,NaN,0.87875,0,0,0,0,NaN,NaN,NaN,2442,2003,3367,4445,37195,21258,270,15667,3515,99,9405,9405,0,0,199,195,0,4,0,2,0.524420528329104,0.366651835336002,1,0,0
16040012,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113293346260,113293346260,2015273,4044466,503642623,NaN,NaN,NaN,NaN,NaN,1,1,20,0.97675,0,0,0,0,NaN,NaN,2,2259,1995,3260,4254,35506,20025,0,15481,3907,20,10179,10179,0,0,42,38,0,4,0,2,0.550080668002694,0.351489025528881,1,0,0
16040012,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113293346260,113293346260,2015276,4044123,516014877,NaN,NaN,NaN,NaN,NaN,1,1,20,0.96575,0,0,0,0,221,220,NaN,2268,1992,3282,4260,35576,20196,0,15380,3863,27,10058,10058,0,0,60,56,0,4,0,2,0.546478643048514,0.367989730318983,1,0,0
16040013,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30373127643,30373127643,1319555,534045,176934200,NaN,NaN,NaN,NaN,NaN,1,1,8,0.991,0,0,0,0,NaN,NaN,NaN,1085,735,1065,1820,6122,3696,0,2426,1982,5,4760,4760,0,0,10,10,0,0,0,0,0.486735931566232,0.456084266424546,1,0,0
16040013,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30373127643,30373127643,2306929,534045,176934200,NaN,NaN,NaN,NaN,NaN,1,1,8,0.991,0,0,0,0,NaN,NaN,NaN,1085,735,1065,1820,6122,3696,0,2426,1982,5,4760,4551,209,0,10,10,0,0,0,0,0.486735931566232,0.456084266424546,1,0,0
16040013,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30373127643,30373127643,1975425,534945,176945552,NaN,NaN,NaN,NaN,NaN,1,1,9,0.9925,0,0,0,0,NaN,NaN,NaN,1099,765,1062,1864,6304,3686,186,2432,1985,5,4766,4766,0,0,10,10,0,0,0,0,0.490051315755026,0.459462205031997,1,0,0
16040013,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30373127643,30373127643,1319109,590621,137695735,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,400,160,160,560,1400,1400,0,0,799,527,1998,1998,0,0,1076,942,0,134,0,134,0.2838719518632,0.260726816960295,1,0,0
16040013,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30373127643,20743142909,1586817,1018749,175480672,1,2,421,0,0,0,1,NaN,0.788,0,0,0,0,NaN,NaN,NaN,1287,859,1224,2146,7386,4588,264,2534,1576,198,3948,3948,0,0,396,390,0,6,0,6,0.467156398526747,0.43475320966268,1,0,0
16040013,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30373127643,30373127643,1319673,534044,176919194,NaN,NaN,NaN,NaN,NaN,1,1,8,0.99,0,0,0,0,NaN,NaN,2,1085,735,1066,1820,6124,3704,0,2420,1980,6,4756,4756,0,0,12,12,0,0,0,0,0.486548268310262,0.455959157587233,1,0,0
16040013,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30373127643,30373127643,1319676,523115,178571889,NaN,NaN,NaN,NaN,NaN,0,1,8,0.873,0,0,0,0,221,220,NaN,1183,939,1267,2122,7248,4628,0,2620,1746,111,4273,4273,0,0,232,224,0,8,0,6,0.48123114272446,0.447701974324575,1,0,0
16040013,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113170657035,113170657035,2014855,4047724,503601160,NaN,NaN,NaN,NaN,NaN,1,1,24,0.97475,0,0,0,0,NaN,NaN,NaN,2251,2014,3321,4265,35551,19800,0,15751,3899,11,10176,10176,0,0,24,24,0,0,0,0,0.548708468020149,0.349876690549391,1,0,0
16040013,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113170657035,113170657035,3002229,4047724,503601160,NaN,NaN,NaN,NaN,NaN,1,1,24,0.97475,0,0,0,0,NaN,NaN,NaN,2251,2014,3321,4265,35551,19800,0,15751,3899,11,10176,9672,504,0,24,21,3,0,0,0,0.548708468020149,0.349876690549391,1,0,0
16040013,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113170657035,113170657035,2670725,4052142,503038772,NaN,NaN,NaN,NaN,NaN,1,1,24,0.958,0,0,0,0,NaN,NaN,NaN,2317,2069,3353,4386,36600,19456,1019,16125,3832,31,10009,10009,0,0,70,70,0,0,0,0,0.548022368028877,0.355125355482625,1,0,0
16040013,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113170657035,113170657035,2004003,731951,382875129,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,400,184,184,584,2288,2288,0,0,799,599,2798,2798,0,0,1287,1125,0,162,0,116,0.16390928791499,0.146276518139288,1,0,0
16040013,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113170657035,74419787895,2282117,4399906,500953828,1,2,421,0,0,0,1,NaN,0.8755,0,0,0,0,NaN,NaN,NaN,2451,2051,3456,4502,37620,21227,265,16128,3502,96,9374,9374,0,0,195,195,0,0,0,0,0.524729273325177,0.365828515346475,1,0,0
16040013,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113170657035,113170657035,2015273,4047074,503510906,NaN,NaN,NaN,NaN,NaN,1,1,24,0.97275,0,0,0,0,NaN,NaN,8,2251,2009,3315,4260,35518,19818,0,15700,3891,12,10160,10160,0,0,26,26,0,0,0,0,0.547816538031495,0.349945300548518,1,0,0
16040013,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113170657035,113170657035,2015276,4050592,515814261,NaN,NaN,NaN,NaN,NaN,1,1,24,0.95825,0,0,0,0,221,220,NaN,2283,2050,3383,4333,36145,20259,0,15886,3833,25,10018,10018,0,0,59,53,0,6,0,4,0.54568962805855,0.368161255316802,1,0,0
16040014,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30211350145,30211350145,1319555,540011,177334083,NaN,NaN,NaN,NaN,NaN,1,1,7,0.9895,0,0,0,0,NaN,NaN,NaN,1091,783,1118,1874,6302,3920,0,2382,1979,13,4755,4755,0,0,26,22,0,4,0,4,0.49105218645353,0.459837531543936,1,0,0
16040014,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30211350145,30211350145,2306929,540011,177334083,NaN,NaN,NaN,NaN,NaN,1,1,7,0.9895,0,0,0,0,NaN,NaN,NaN,1091,783,1118,1874,6302,3920,0,2382,1979,13,4755,4526,229,0,26,22,0,4,0,4,0.49105218645353,0.459837531543936,1,0,0
16040014,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30211350145,30211350145,1975425,538249,176886646,NaN,NaN,NaN,NaN,NaN,1,1,10,0.981,0,0,0,0,NaN,NaN,NaN,1108,805,1110,1913,6442,3818,194,2430,1962,14,4711,4711,0,0,29,25,0,4,0,4,0.490489196685622,0.458774106426776,1,0,0
16040014,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30211350145,30211350145,1319109,589165,137695735,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,400,154,154,554,1370,1370,0,0,799,496,1998,1998,0,0,999,887,0,112,0,112,0.277679064416206,0.255847572305088,1,0,0
16040014,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30211350145,20616528182,1586817,1022851,175923346,1,2,421,0,0,0,1,NaN,0.7855,0,0,0,0,NaN,NaN,NaN,1291,868,1254,2159,7414,4662,274,2478,1571,174,3935,3935,0,0,349,343,0,6,0,6,0.462527371546166,0.429999073844786,1,0,0
16040014,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30211350145,30211350145,1319673,540074,177319077,NaN,NaN,NaN,NaN,NaN,1,1,7,0.9885,0,0,0,0,NaN,NaN,2,1091,784,1119,1875,6308,3932,0,2376,1977,16,4751,4751,0,0,32,28,0,4,0,4,0.491302404128156,0.460150303637219,1,0,0
16040014,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30211350145,30211350145,1319676,522892,178802639,NaN,NaN,NaN,NaN,NaN,0,1,7,0.89,0,0,0,0,219,218,NaN,1173,909,1243,2082,7090,4532,0,2558,1780,102,4350,4350,0,0,201,195,0,6,0,6,0.483420547377437,0.450016487814866,1,0,0
16040014,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,112938255746,112938255746,2014855,4051562,503418099,NaN,NaN,NaN,NaN,NaN,1,1,14,0.968,0,0,0,0,NaN,NaN,NaN,2336,2063,3401,4399,36599,19836,0,16763,3872,23,10097,10097,0,0,50,48,0,2,0,2,0.551761612981312,0.350768620538045,1,0,0
16040014,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,112938255746,112938255746,3002229,4051562,503418099,NaN,NaN,NaN,NaN,NaN,1,1,14,0.968,0,0,0,0,NaN,NaN,NaN,2336,2063,3401,4399,36599,19836,0,16763,3872,23,10097,9625,472,0,50,47,1,2,0,2,0.551761612981312,0.350768620538045,1,0,0
16040014,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,112938255746,112938255746,2670725,4057890,503065151,NaN,NaN,NaN,NaN,NaN,0,1,24,0.95975,0,0,0,0,NaN,NaN,NaN,2395,2107,3373,4502,37526,19532,1114,16880,3839,35,10010,10010,0,0,87,81,0,6,0,4,0.553133812963856,0.353615935501825,1,0,0
16040014,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,112938255746,112938255746,2004003,733613,382875129,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,400,180,180,580,2260,2260,0,0,799,640,2798,2798,0,0,1390,1219,0,171,0,127,0.167991582863062,0.147854548119215,1,0,0
16040014,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,112938255746,74426070432,2282117,4391627,500550212,1,2,421,0,0,0,1,NaN,0.866,0,0,0,0,NaN,NaN,NaN,2520,2100,3521,4620,38542,21237,246,17059,3464,103,9271,9271,0,0,211,205,0,6,0,4,0.525586898314267,0.364044655369167,1,0,0
16040014,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,112938255746,112938255746,2015273,4051662,503372675,NaN,NaN,NaN,NaN,NaN,1,1,14,0.9665,0,0,0,0,NaN,NaN,6,2338,2064,3406,4402,36624,19872,0,16752,3866,24,10085,10085,0,0,52,50,0,2,0,2,0.551349952986548,0.350974450535426,1,0,0
16040014,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,112938255746,112938255746,2015276,4052740,515715591,NaN,NaN,NaN,NaN,NaN,1,1,14,0.9545,0,0,0,0,221,220,NaN,2355,2079,3439,4434,36922,20124,0,16798,3818,36,9954,9954,0,0,86,82,0,4,0,4,0.548742773019713,0.369361930301528,1,0,0
16040015,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30492102127,30492102127,1319555,536044,176999140,NaN,NaN,NaN,NaN,NaN,1,1,6,0.9905,0,0,0,0,NaN,NaN,NaN,1091,775,1088,1866,6264,3860,0,2404,1981,9,4751,4751,0,0,22,20,0,2,0,2,0.490176424592339,0.458899215264089,1,0,0
16040015,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30492102127,30492102127,2306929,536044,176999140,NaN,NaN,NaN,NaN,NaN,1,1,6,0.9905,0,0,0,0,NaN,NaN,NaN,1091,775,1088,1866,6264,3860,0,2404,1981,9,4751,4510,241,0,22,19,1,2,0,2,0.490176424592339,0.458899215264089,1,0,0
16040015,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30492102127,30492102127,1975425,540390,176966280,NaN,NaN,NaN,NaN,NaN,1,1,16,0.972,0,0,0,0,NaN,NaN,NaN,1127,806,1129,1933,6522,3867,189,2466,1944,21,4670,4670,0,0,45,39,0,6,0,6,0.489675989243087,0.457523018053646,1,0,0
16040015,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30492102127,30492102127,1319109,589920,137695735,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,400,159,159,559,1395,1395,0,0,799,497,1998,1998,0,0,1021,887,0,134,0,134,0.278179499765458,0.256848443003592,1,0,0
16040015,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30492102127,20799184069,1586817,1020548,175651108,1,2,421,0,0,0,1,NaN,0.786,0,0,0,0,NaN,NaN,NaN,1294,882,1244,2176,7464,4700,264,2500,1572,173,3928,3928,0,0,351,337,0,14,0,10,0.463590796663326,0.430436954775381,1,0,0
16040015,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30492102127,30492102127,1319673,536126,176984134,NaN,NaN,NaN,NaN,NaN,1,1,6,0.9895,0,0,0,0,NaN,NaN,2,1091,776,1092,1867,6270,3872,0,2398,1979,10,4747,4747,0,0,24,22,0,2,0,2,0.490051315755026,0.458836660845432,1,0,0
16040015,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30492102127,30492102127,1319676,524062,178783834,NaN,NaN,NaN,NaN,NaN,0,1,6,0.874,0,0,0,0,221,220,NaN,1183,948,1247,2131,7292,4736,0,2556,1748,100,4268,4268,0,0,205,193,0,12,0,10,0.480105163188643,0.446388331532789,1,0,0
16040015,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113143852339,113143852339,2014855,4029612,503137580,NaN,NaN,NaN,NaN,NaN,1,1,16,0.96775,0,0,0,0,NaN,NaN,NaN,2293,2005,3252,4298,35686,19431,0,16255,3871,36,10089,10089,0,0,77,71,0,6,0,4,0.549531788009676,0.349910995548954,1,0,0
16040015,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113143852339,113143852339,3002229,4029612,503137580,NaN,NaN,NaN,NaN,NaN,1,1,16,0.96775,0,0,0,0,NaN,NaN,NaN,2293,2005,3252,4298,35686,19431,0,16255,3871,36,10089,9588,501,0,77,66,5,6,0,4,0.549531788009676,0.349910995548954,1,0,0
16040015,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113143852339,113143852339,2670725,4035622,503231511,NaN,NaN,NaN,NaN,NaN,1,1,16,0.96925,0,0,0,0,NaN,NaN,NaN,2340,2043,3292,4383,36431,19162,998,16271,3877,30,10109,10109,0,0,62,56,0,6,0,4,0.552447712972584,0.351969295522772,1,0,0
16040015,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113143852339,113143852339,2004003,733141,382875129,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,400,175,175,575,2225,2225,0,0,799,640,2798,2798,0,0,1370,1208,0,162,0,124,0.167820057865244,0.147305668126197,1,0,0
16040015,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113143852339,74441411160,2282117,4380645,500538403,1,2,421,0,0,0,1,NaN,0.871,0,0,0,0,NaN,NaN,NaN,2472,2017,3366,4489,37413,20892,258,16263,3484,112,9321,9321,0,0,229,221,0,8,0,6,0.524077478333468,0.364422010364367,1,0,0
16040015,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113143852339,113143852339,2015273,4030304,502966620,NaN,NaN,NaN,NaN,NaN,1,1,16,0.965,0,0,0,0,NaN,NaN,8,2300,2018,3260,4318,35866,19584,0,16282,3860,39,10067,10067,0,0,83,77,0,6,0,4,0.549394568011422,0.351077365534117,1,0,0
16040015,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113143852339,113143852339,2015276,4030020,515602553,NaN,NaN,NaN,NaN,NaN,1,1,16,0.95725,0,0,0,0,220,219,NaN,2309,2008,3274,4317,35873,19629,0,16244,3829,49,9986,9986,0,0,105,99,0,6,0,4,0.54719904803935,0.368778745308947,1,0,0
16040016,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30409238854,30409238854,1319555,539959,177141604,NaN,NaN,NaN,NaN,NaN,1,1,7,0.9875,0,0,0,0,NaN,NaN,NaN,1102,817,1139,1919,6464,3876,0,2588,1975,8,4747,4747,0,0,15,13,0,2,0,2,0.492178165989347,0.459712422706623,1,0,0
16040016,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30409238854,30409238854,2306929,539959,177141604,NaN,NaN,NaN,NaN,NaN,1,1,7,0.9875,0,0,0,0,NaN,NaN,NaN,1102,817,1139,1919,6464,3876,0,2588,1975,8,4747,4540,207,0,15,13,0,2,0,2,0.492178165989347,0.459712422706623,1,0,0
16040016,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30409238854,30409238854,1975425,540114,177191446,NaN,NaN,NaN,NaN,NaN,1,1,7,0.99,0,0,0,0,NaN,NaN,NaN,1125,818,1114,1943,6560,3738,198,2624,1980,6,4757,4757,0,0,11,9,0,2,0,2,0.494242461805012,0.461589055266318,1,0,0
16040016,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30409238854,30409238854,1319109,588500,137695735,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,400,153,153,553,1365,1365,0,0,799,472,1998,1998,0,0,980,872,0,108,0,108,0.273112591854282,0.254596483931958,1,0,0
