seed,N,caseId,caseKind,erasureProbability,selectorAdmissible,selectorReason,selectorHash,rawTraceHash,finalTraceHash,stateHash,slotChanged,oldSlot,newSlot,addedEdges,removedEdges,unionEdges,unionWitnessCovered,maxIncidentEntriesAtWitness,maxMigrationResponseBytes,eventFrame,eligibleFrame,activationFrame,reacquired,firstReacquiredFrame,finalSuppressed,finalSlot,transactionOpen,acceptedEntries,requiredEntries,responseEntriesAttempted,unsupportedConcurrent,actualSubsetUnion,scheduledCollisionFrames,scheduledCollisionEdges,unsafeReuseFrames,claimAttempts,lockProofAttempts,responseAttempts,revokeAttempts,claimBytes,lockProofBytes,responseBytes,revokeBytes,controlAttempts,controlBytes,controlAirtimeSec,recipientAttempts,recipientSuccess,recipientErasure,recipientCollision,attemptBound,byteBound,attemptBoundRatio,byteBoundRatio,futureRandomReads,receiverTruthReads
16084001,10,over-mtu,over-mtu,0.2,0,migration_response_exceeds_mtu,488460,12850253784,12850253784,14740603,1,2,3,1,1,10,1,1,26,8,12,9,0,NaN,1,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,24,1,24,0.000768,9,8,1,0,246,6688,0.0040650406504065,0.00358851674641148,0,0
16084001,20,zero-loss-valid,valid,0,1,admissible,6447123,51363006523,4719194398,56460023,1,2,3,1,1,20,1,1,26,8,12,9,1,12,0,3,0,2,2,2,0,1,0,0,0,1,2,2,1,28,56,52,24,6,160,0.00512,114,114,0,0,246,6688,0.024390243902439,0.0239234449760766,0,0
16084001,20,iid20-valid,valid,0.2,1,admissible,6447123,51363006523,51363006523,56050846,1,2,3,1,1,20,1,1,26,8,12,9,1,14,0,3,0,2,2,2,0,1,0,0,0,3,6,2,1,84,168,52,24,12,328,0.010496,228,178,50,0,246,6688,0.0487804878048781,0.0490430622009569,0,0
16084001,20,iid40-valid,valid,0.4,1,admissible,6447123,51363006523,51363006523,55957739,1,2,3,1,1,20,1,1,26,8,12,9,1,17,0,3,0,2,2,2,0,1,0,0,0,6,12,2,1,168,336,52,24,21,580,0.01856,399,226,173,0,246,6688,0.0853658536585366,0.0867224880382775,0,0
16084001,20,response-blackout,response-blackout,0.2,1,admissible,6447123,51363006523,50889397154,56722079,1,2,3,1,1,20,1,1,26,8,12,9,0,NaN,1,2,1,1,2,50,0,1,0,0,0,49,98,50,1,1372,2744,1300,24,198,5440,0.17408,3762,2926,836,0,246,6688,0.804878048780488,0.813397129186603,0,0
16084001,20,revoke-blackout,revoke-blackout,0.2,1,admissible,6447123,51363006523,51350940434,56050846,1,2,3,1,1,20,1,1,26,8,12,9,1,14,0,3,0,2,2,2,0,1,0,0,0,3,6,2,1,84,168,52,24,12,328,0.010496,228,162,66,0,246,6688,0.0487804878048781,0.0490430622009569,0,0
16084001,20,stale-response,stale-response,0.2,1,admissible,6447123,51363006523,51360918143,57003983,1,2,3,1,1,20,1,1,26,8,12,9,0,NaN,1,2,1,0,2,96,0,1,0,0,0,49,98,96,1,1372,2744,2496,24,244,6636,0.212352,4636,3674,962,0,246,6688,0.991869918699187,0.992224880382775,0,0
16084001,20,incomplete-union,incomplete-union,0.2,1,admissible,6447123,51363006523,51363915327,56050846,1,2,3,1,1,20,1,1,26,8,12,9,1,14,0,3,0,2,2,2,0,0,52,52,0,3,6,2,1,84,168,52,24,12,328,0.010496,228,178,50,0,246,6688,0.0487804878048781,0.0490430622009569,0,0
16084001,20,concurrent-migration,concurrent,0.2,1,admissible,6447123,51363006523,51363012835,55418803,1,2,3,1,1,20,1,1,26,NaN,12,9,0,NaN,1,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,6688,0,0,0,0
16084001,20,missing-witness,missing-witness,0.2,0,union_witness_uncovered,6006032,51363006523,51363006523,55452543,1,2,3,1,1,20,0,0,0,8,12,9,0,NaN,1,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,24,1,24,0.000768,0,0,0,0,197,5904,0.0050761421319797,0.0040650406504065,0,0
16084001,20,over-mtu,over-mtu,0.2,0,migration_response_exceeds_mtu,6358735,51363006523,51363006523,55452543,1,2,3,1,1,20,1,1,26,8,12,9,0,NaN,1,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,24,1,24,0.000768,19,16,3,0,246,6688,0.0040650406504065,0.00358851674641148,0,0
16084002,5,zero-loss-valid,valid,0,1,admissible,55956,3276108414,275675799,4430511,1,1,3,1,1,5,1,1,26,8,12,9,1,12,0,3,0,2,2,2,0,1,0,0,0,1,2,2,1,28,56,52,24,6,160,0.00512,24,24,0,0,246,6688,0.024390243902439,0.0239234449760766,0,0
16084002,5,iid20-valid,valid,0.2,1,admissible,55956,3276108414,3276108414,4632692,1,1,3,1,1,5,1,1,26,8,12,9,1,14,0,3,0,2,2,3,0,1,0,0,0,3,6,3,1,84,168,78,24,13,354,0.011328,52,42,10,0,246,6688,0.0528455284552846,0.0529306220095694,0,0
16084002,5,iid40-valid,valid,0.4,1,admissible,55956,3276108414,3276108414,4604910,1,1,3,1,1,5,1,1,26,8,12,9,1,14,0,3,0,2,2,2,0,1,0,0,0,3,6,2,1,84,168,52,24,12,328,0.010496,48,31,17,0,246,6688,0.0487804878048781,0.0490430622009569,0,0
16084002,5,response-blackout,response-blackout,0.2,1,admissible,55956,3276108414,3148949034,4673201,1,1,3,1,1,5,1,1,26,8,12,9,0,NaN,1,1,1,1,2,49,0,1,0,0,0,49,98,49,1,1372,2744,1274,24,197,5414,0.173248,788,596,192,0,246,6688,0.800813008130081,0.80950956937799,0,0
16084002,5,revoke-blackout,revoke-blackout,0.2,1,admissible,55956,3276108414,3273798245,4632692,1,1,3,1,1,5,1,1,26,8,12,9,1,14,0,3,0,2,2,3,0,1,0,0,0,3,6,3,1,84,168,78,24,13,354,0.011328,52,38,14,0,246,6688,0.0528455284552846,0.0529306220095694,0,0
16084002,5,stale-response,stale-response,0.2,1,admissible,55956,3276108414,3274158949,4909311,1,1,3,1,1,5,1,1,26,8,12,9,0,NaN,1,1,1,0,2,97,0,1,0,0,0,49,98,97,1,1372,2744,2522,24,245,6662,0.213184,980,787,193,0,246,6688,0.995934959349594,0.996112440191388,0,0
16084002,5,incomplete-union,incomplete-union,0.2,1,admissible,55956,3276108414,3276804746,4632692,1,1,3,1,1,5,1,1,26,8,12,9,1,14,0,3,0,2,2,3,0,0,52,52,0,3,6,3,1,84,168,78,24,13,354,0.011328,52,42,10,0,246,6688,0.0528455284552846,0.0529306220095694,0,0
16084002,5,concurrent-migration,concurrent,0.2,1,admissible,55956,3276108414,3276114483,4107538,1,1,3,1,1,5,1,1,26,NaN,12,9,0,NaN,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,6688,0,0,0,0
16084002,5,missing-witness,missing-witness,0.2,0,union_witness_uncovered,53405,3276108414,3276108414,4118388,1,1,3,1,1,5,0,0,0,8,12,9,0,NaN,1,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,24,1,24,0.000768,0,0,0,0,197,5904,0.0050761421319797,0.0040650406504065,0,0
16084002,5,over-mtu,over-mtu,0.2,0,migration_response_exceeds_mtu,49678,3276108414,3276108414,4118388,1,1,3,1,1,5,1,1,26,8,12,9,0,NaN,1,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,24,1,24,0.000768,4,4,0,0,246,6688,0.0040650406504065,0.00358851674641148,0,0
16084002,10,zero-loss-valid,valid,0,1,admissible,511308,12933874496,1174228485,15255863,1,2,3,1,1,10,1,1,26,8,12,9,1,12,0,3,0,2,2,2,0,1,0,0,0,1,2,2,1,28,56,52,24,6,160,0.00512,54,54,0,0,246,6688,0.024390243902439,0.0239234449760766,0,0
16084002,10,iid20-valid,valid,0.2,1,admissible,511308,12933874496,12933874496,15751724,1,2,3,1,1,10,1,1,26,8,12,9,1,15,0,3,0,2,2,2,0,1,0,0,0,4,8,2,1,112,224,52,24,15,412,0.013184,135,110,25,0,246,6688,0.0609756097560976,0.0616028708133971,0,0
16084002,10,iid40-valid,valid,0.4,1,admissible,511308,12933874496,12933874496,15917007,1,2,3,1,1,10,1,1,26,8,12,9,1,16,0,3,0,2,2,2,0,1,0,0,0,5,10,2,1,140,280,52,24,18,496,0.015872,162,92,70,0,246,6688,0.0731707317073171,0.0741626794258373,0,0
16084002,10,response-blackout,response-blackout,0.2,1,admissible,511308,12933874496,12702753176,16097025,1,2,3,1,1,10,1,1,26,8,12,9,0,NaN,1,2,1,1,2,47,0,1,0,0,0,49,98,47,1,1372,2744,1222,24,195,5362,0.171584,1755,1378,377,0,246,6688,0.792682926829268,0.801734449760766,0,0
16084002,10,revoke-blackout,revoke-blackout,0.2,1,admissible,511308,12933874496,12927722998,15751724,1,2,3,1,1,10,1,1,26,8,12,9,1,15,0,3,0,2,2,2,0,1,0,0,0,4,8,2,1,112,224,52,24,15,412,0.013184,135,101,34,0,246,6688,0.0609756097560976,0.0616028708133971,0,0
16084002,10,stale-response,stale-response,0.2,1,admissible,511308,12933874496,12933390376,15364769,1,2,3,1,1,10,1,1,26,8,12,9,0,NaN,1,2,1,0,2,95,0,1,0,0,0,49,98,95,1,1372,2744,2470,24,243,6610,0.21152,2187,1769,418,0,246,6688,0.98780487804878,0.988337320574163,0,0
16084002,10,incomplete-union,incomplete-union,0.2,1,admissible,511308,12933874496,12934430844,15751724,1,2,3,1,1,10,1,1,26,8,12,9,1,15,0,3,0,2,2,2,0,0,52,52,0,4,8,2,1,112,224,52,24,15,412,0.013184,135,110,25,0,246,6688,0.0609756097560976,0.0616028708133971,0,0
16084002,10,concurrent-migration,concurrent,0.2,1,admissible,511308,12933874496,12933878619,14722123,1,2,3,1,1,10,1,1,26,NaN,12,9,0,NaN,1,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,6688,0,0,0,0
16084002,10,missing-witness,missing-witness,0.2,0,union_witness_uncovered,480402,12933874496,12933874496,14740603,1,2,3,1,1,10,0,0,0,8,12,9,0,NaN,1,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,24,1,24,0.000768,0,0,0,0,197,5904,0.0050761421319797,0.0040650406504065,0,0
16084002,10,over-mtu,over-mtu,0.2,0,migration_response_exceeds_mtu,488460,12933874496,12933874496,14740603,1,2,3,1,1,10,1,1,26,8,12,9,0,NaN,1,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,24,1,24,0.000768,9,9,0,0,246,6688,0.0040650406504065,0.00358851674641148,0,0
16084002,20,zero-loss-valid,valid,0,1,admissible,6447123,51479156875,4719194398,56460023,1,2,3,1,1,20,1,1,26,8,12,9,1,12,0,3,0,2,2,2,0,1,0,0,0,1,2,2,1,28,56,52,24,6,160,0.00512,114,114,0,0,246,6688,0.024390243902439,0.0239234449760766,0,0
16084002,20,iid20-valid,valid,0.2,1,admissible,6447123,51479156875,51479156875,56779722,1,2,3,1,1,20,1,1,26,8,12,9,1,13,0,3,0,2,2,2,0,1,0,0,0,2,4,2,1,56,112,52,24,9,244,0.007808,171,133,38,0,246,6688,0.0365853658536585,0.0364832535885167,0,0
16084002,20,iid40-valid,valid,0.4,1,admissible,6447123,51479156875,51479156875,56148320,1,2,3,1,1,20,1,1,26,8,12,9,1,14,0,3,0,2,2,3,0,1,0,0,0,3,6,3,1,84,168,78,24,13,354,0.011328,247,151,96,0,246,6688,0.0528455284552846,0.0529306220095694,0,0
16084002,20,response-blackout,response-blackout,0.2,1,admissible,6447123,51479156875,50978979507,56725753,1,2,3,1,1,20,1,1,26,8,12,9,0,NaN,1,2,1,1,2,50,0,1,0,0,0,49,98,50,1,1372,2744,1300,24,198,5440,0.17408,3762,2953,809,0,246,6688,0.804878048780488,0.813397129186603,0,0
16084002,20,revoke-blackout,revoke-blackout,0.2,1,admissible,6447123,51479156875,51469109701,56779722,1,2,3,1,1,20,1,1,26,8,12,9,1,13,0,3,0,2,2,2,0,1,0,0,0,2,4,2,1,56,112,52,24,9,244,0.007808,171,119,52,0,246,6688,0.0365853658536585,0.0364832535885167,0,0
16084002,20,stale-response,stale-response,0.2,1,admissible,6447123,51479156875,51477068495,57105070,1,2,3,1,1,20,1,1,26,8,12,9,0,NaN,1,2,1,0,2,97,0,1,0,0,0,49,98,97,1,1372,2744,2522,24,245,6662,0.213184,4655,3700,955,0,246,6688,0.995934959349594,0.996112440191388,0,0
16084002,20,incomplete-union,incomplete-union,0.2,1,admissible,6447123,51479156875,51480065679,56779722,1,2,3,1,1,20,1,1,26,8,12,9,1,13,0,3,0,2,2,2,0,0,52,52,0,2,4,2,1,56,112,52,24,9,244,0.007808,171,133,38,0,246,6688,0.0365853658536585,0.0364832535885167,0,0
16084002,20,concurrent-migration,concurrent,0.2,1,admissible,6447123,51479156875,51479163187,55418803,1,2,3,1,1,20,1,1,26,NaN,12,9,0,NaN,1,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,6688,0,0,0,0
16084002,20,missing-witness,missing-witness,0.2,0,union_witness_uncovered,6006032,51479156875,51479156875,55452543,1,2,3,1,1,20,0,0,0,8,12,9,0,NaN,1,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,24,1,24,0.000768,0,0,0,0,197,5904,0.0050761421319797,0.0040650406504065,0,0
16084002,20,over-mtu,over-mtu,0.2,0,migration_response_exceeds_mtu,6358735,51479156875,51479156875,55452543,1,2,3,1,1,20,1,1,26,8,12,9,0,NaN,1,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,24,1,24,0.000768,19,14,5,0,246,6688,0.0040650406504065,0.00358851674641148,0,0
16084003,5,zero-loss-valid,valid,0,1,admissible,55956,3289968246,275675799,4430511,1,1,3,1,1,5,1,1,26,8,12,9,1,12,0,3,0,2,2,2,0,1,0,0,0,1,2,2,1,28,56,52,24,6,160,0.00512,24,24,0,0,246,6688,0.024390243902439,0.0239234449760766,0,0
16084003,5,iid20-valid,valid,0.2,1,admissible,55956,3289968246,3289968246,4544521,1,1,3,1,1,5,1,1,26,8,12,9,1,13,0,3,0,2,2,3,0,1,0,0,0,2,4,3,1,56,112,78,24,10,270,0.00864,40,31,9,0,246,6688,0.040650406504065,0.0403708133971292,0,0
16084003,5,iid40-valid,valid,0.4,1,admissible,55956,3289968246,3289968246,4659501,1,1,3,1,1,5,1,1,26,8,12,9,1,14,0,3,0,2,2,4,0,1,0,0,0,3,6,4,1,84,168,104,24,14,380,0.01216,56,31,25,0,246,6688,0.0569105691056911,0.0568181818181818,0,0
16084003,5,response-blackout,response-blackout,0.2,1,admissible,55956,3289968246,3164783192,4700010,1,1,3,1,1,5,1,1,26,8,12,9,0,NaN,1,1,1,1,2,50,0,1,0,0,0,49,98,50,1,1372,2744,1300,24,198,5440,0.17408,792,602,190,0,246,6688,0.804878048780488,0.813397129186603,0,0
16084003,5,revoke-blackout,revoke-blackout,0.2,1,admissible,55956,3289968246,3286532976,4544521,1,1,3,1,1,5,1,1,26,8,12,9,1,13,0,3,0,2,2,3,0,1,0,0,0,2,4,3,1,56,112,78,24,10,270,0.00864,40,27,13,0,246,6688,0.040650406504065,0.0403708133971292,0,0
16084003,5,stale-response,stale-response,0.2,1,admissible,55956,3289968246,3288018781,4909311,1,1,3,1,1,5,1,1,26,8,12,9,0,NaN,1,1,1,0,2,97,0,1,0,0,0,49,98,97,1,1372,2744,2522,24,245,6662,0.213184,980,784,196,0,246,6688,0.995934959349594,0.996112440191388,0,0
16084003,5,incomplete-union,incomplete-union,0.2,1,admissible,55956,3289968246,3290664578,4544521,1,1,3,1,1,5,1,1,26,8,12,9,1,13,0,3,0,2,2,3,0,0,52,52,0,2,4,3,1,56,112,78,24,10,270,0.00864,40,31,9,0,246,6688,0.040650406504065,0.0403708133971292,0,0
16084003,5,concurrent-migration,concurrent,0.2,1,admissible,55956,3289968246,3289974315,4107538,1,1,3,1,1,5,1,1,26,NaN,12,9,0,NaN,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,6688,0,0,0,0
16084003,5,missing-witness,missing-witness,0.2,0,union_witness_uncovered,53405,3289968246,3289968246,4118388,1,1,3,1,1,5,0,0,0,8,12,9,0,NaN,1,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,24,1,24,0.000768,0,0,0,0,197,5904,0.0050761421319797,0.0040650406504065,0,0
16084003,5,over-mtu,over-mtu,0.2,0,migration_response_exceeds_mtu,49678,3289968246,3289968246,4118388,1,1,3,1,1,5,1,1,26,8,12,9,0,NaN,1,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,24,1,24,0.000768,4,4,0,0,246,6688,0.0040650406504065,0.00358851674641148,0,0
16084003,10,zero-loss-valid,valid,0,1,admissible,511308,12902156986,1174228485,15255863,1,2,3,1,1,10,1,1,26,8,12,9,1,12,0,3,0,2,2,2,0,1,0,0,0,1,2,2,1,28,56,52,24,6,160,0.00512,54,54,0,0,246,6688,0.024390243902439,0.0239234449760766,0,0
16084003,10,iid20-valid,valid,0.2,1,admissible,511308,12902156986,12902156986,15255863,1,2,3,1,1,10,1,1,26,8,12,9,1,12,0,3,0,2,2,2,0,1,0,0,0,1,2,2,1,28,56,52,24,6,160,0.00512,54,39,15,0,246,6688,0.024390243902439,0.0239234449760766,0,0
16084003,10,iid40-valid,valid,0.4,1,admissible,511308,12902156986,12902156986,15255863,1,2,3,1,1,10,1,1,26,8,12,9,1,12,0,3,0,2,2,2,0,1,0,0,0,1,2,2,1,28,56,52,24,6,160,0.00512,54,35,19,0,246,6688,0.024390243902439,0.0239234449760766,0,0
16084003,10,response-blackout,response-blackout,0.2,1,admissible,511308,12902156986,12670329138,15205103,1,2,3,1,1,10,1,1,26,8,12,9,0,NaN,1,2,1,1,2,50,0,1,0,0,0,49,98,50,1,1372,2744,1300,24,198,5440,0.17408,1782,1406,376,0,246,6688,0.804878048780488,0.813397129186603,0,0
16084003,10,revoke-blackout,revoke-blackout,0.2,1,admissible,511308,12902156986,12897164731,15255863,1,2,3,1,1,10,1,1,26,8,12,9,1,12,0,3,0,2,2,2,0,1,0,0,0,1,2,2,1,28,56,52,24,6,160,0.00512,54,31,23,0,246,6688,0.024390243902439,0.0239234449760766,0,0
16084003,10,stale-response,stale-response,0.2,1,admissible,511308,12902156986,12901672866,15521420,1,2,3,1,1,10,1,1,26,8,12,9,0,NaN,1,2,1,0,2,98,0,1,0,0,0,49,98,98,1,1372,2744,2548,24,246,6688,0.214016,2214,1792,422,0,246,6688,1,1,0,0
16084003,10,incomplete-union,incomplete-union,0.2,1,admissible,511308,12902156986,12902713334,15255863,1,2,3,1,1,10,1,1,26,8,12,9,1,12,0,3,0,2,2,2,0,0,52,52,0,1,2,2,1,28,56,52,24,6,160,0.00512,54,39,15,0,246,6688,0.024390243902439,0.0239234449760766,0,0
16084003,10,concurrent-migration,concurrent,0.2,1,admissible,511308,12902156986,12902161109,14722123,1,2,3,1,1,10,1,1,26,NaN,12,9,0,NaN,1,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,6688,0,0,0,0
16084003,10,missing-witness,missing-witness,0.2,0,union_witness_uncovered,480402,12902156986,12902156986,14740603,1,2,3,1,1,10,0,0,0,8,12,9,0,NaN,1,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,24,1,24,0.000768,0,0,0,0,197,5904,0.0050761421319797,0.0040650406504065,0,0
16084003,10,over-mtu,over-mtu,0.2,0,migration_response_exceeds_mtu,488460,12902156986,12902156986,14740603,1,2,3,1,1,10,1,1,26,8,12,9,0,NaN,1,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,24,1,24,0.000768,9,8,1,0,246,6688,0.0040650406504065,0.00358851674641148,0,0
16084003,20,zero-loss-valid,valid,0,1,admissible,6447123,51432705263,4719194398,56460023,1,2,3,1,1,20,1,1,26,8,12,9,1,12,0,3,0,2,2,2,0,1,0,0,0,1,2,2,1,28,56,52,24,6,160,0.00512,114,114,0,0,246,6688,0.024390243902439,0.0239234449760766,0,0
16084003,20,iid20-valid,valid,0.2,1,admissible,6447123,51432705263,51432705263,56779722,1,2,3,1,1,20,1,1,26,8,12,9,1,13,0,3,0,2,2,2,0,1,0,0,0,2,4,2,1,56,112,52,24,9,244,0.007808,171,142,29,0,246,6688,0.0365853658536585,0.0364832535885167,0,0
16084003,20,iid40-valid,valid,0.4,1,admissible,6447123,51432705263,51432705263,56050846,1,2,3,1,1,20,1,1,26,8,12,9,1,14,0,3,0,2,2,2,0,1,0,0,0,3,6,2,1,84,168,52,24,12,328,0.010496,228,143,85,0,246,6688,0.0487804878048781,0.0490430622009569,0,0
16084003,20,response-blackout,response-blackout,0.2,1,admissible,6447123,51432705263,50951042169,56725753,1,2,3,1,1,20,1,1,26,8,12,9,0,NaN,1,2,1,1,2,50,0,1,0,0,0,49,98,50,1,1372,2744,1300,24,198,5440,0.17408,3762,2981,781,0,246,6688,0.804878048780488,0.813397129186603,0,0
