seed,N,syncPeriodSec,guardFactor,maxOffsetSec,maxDriftPpm,safeGuardSec,guardTimeSec,dataAirtimeSec,slotDurationSec,frameDurationSec,transmissions,collisionFrames,temporalOverlapPairs,offeredAirtimeSec,busyTimeSec,offeredUtilization,channelUtilization,maxClockEquationResidual,collisionWitnessValid,guardAtOrAboveBound,clockDrawHash,configHash,realizationHash
16031006,10,Inf,1,0.00025,40,0.00146005840233609,0.00146005840233609,0.003072,0.00453205840233609,0.0453205840233609,2648,0,0,8.134656,8.13465599999991,0.677888,0.677887999999992,0,1,1,132670361,17406658,6487538693
16031006,10,Inf,1.25,0.00025,40,0.00146005840233609,0.00182507300292012,0.003072,0.00489707300292012,0.0489707300292012,2450,0,0,7.5264,7.52639999999991,0.6272,0.627199999999993,0,1,1,132670361,17088115,6037563459
16031007,5,0.5,0,0.00025,40,0.000540021600864035,0,0.003072,0.003072,0.01536,3878,3078,1895,11.913216,11.6095425841358,0.992768,0.967461882011319,8.88178419700125e-16,1,0,65352439,70403130,7823495069
16031007,5,0.5,0.75,0.00025,40,0.000540021600864035,0.000405016200648026,0.003072,0.00347701620064803,0.0173850810032401,3422,114,57,10.512384,10.5100620125335,0.876032,0.875838501044462,8.88178419700125e-16,1,0,65352439,71213162,7056841555
16031007,5,0.5,1,0.00025,40,0.000540021600864035,0.000540021600864035,0.003072,0.00361202160086403,0.0180601080043202,3302,0,0,10.143744,10.1437439999999,0.845312,0.84531199999999,8.88178419700125e-16,1,1,65352439,70434601,6844217882
16031007,5,0.5,1.25,0.00025,40,0.000540021600864035,0.000675027001080043,0.003072,0.00374702700108004,0.0187351350054002,3182,0,0,9.775104,9.77510399999989,0.814592,0.814591999999991,8.88178419700125e-16,1,1,65352439,70704611,6478920101
16031007,5,Inf,0,0.00025,40,0.00146005840233609,0,0.003072,0.003072,0.01536,3905,3454,2081,11.99616,11.6147034440859,0.99968,0.967891953673823,2.22044604925031e-16,1,0,65352439,10592331,8952412493
16031007,5,Inf,0.75,0.00025,40,0.00146005840233609,0.00109504380175207,0.003072,0.00416704380175207,0.0208352190087603,2878,0,0,8.841216,8.8412159999999,0.736768,0.736767999999992,0,1,0,65352439,10685273,6835993673
16031007,5,Inf,1,0.00025,40,0.00146005840233609,0.00146005840233609,0.003072,0.00453205840233609,0.0226602920116805,2647,0,0,8.131584,8.13158399999991,0.677632,0.677631999999992,0,1,1,65352439,11415301,6166290841
16031007,5,Inf,1.25,0.00025,40,0.00146005840233609,0.00182507300292012,0.003072,0.00489707300292012,0.0244853650146006,2449,0,0,7.523328,7.52332799999992,0.626944,0.626943999999993,0,1,1,65352439,11096758,5558597704
16031007,10,0.5,0,0.00025,40,0.000540021600864035,0,0.003072,0.003072,0.03072,3881,3211,1934,11.922432,11.6160003465405,0.993536,0.968000028878372,8.88178419700125e-16,1,0,127952059,133346878,8586955565
