time_s,seed,epsilonPosition_m,maxNormalizedControlRisk,violatingLinksThisStep,controlAwareTxThisStep,formationRMS_m
8.6,27020001,0.4,2.562928649919,6,2,0.197147251793154
8.62,27020001,0.4,2.61972359737289,6,0,0.197075299596098
8.64,27020001,0.4,2.67650806593587,6,3,0.197008887059057
8.66,27020001,0.4,2.73328182847016,6,0,0.196954068625357
8.68,27020001,0.4,2.79004465788078,6,0,0.196885181774977
8.7,27020001,0.4,2.84679632711649,5,0,0.196810734186553
8.72,27020001,0.4,2.90353660917068,5,2,0.196734607618517
8.74,27020001,0.4,2.96026527708232,5,0,0.196647935157477
8.76,27020001,0.4,3.01698210393679,5,3,0.196558997203381
8.78,27020001,0.4,2.32473804904278,4,1,0.196447976679854
8.8,27020001,0.4,2.39398993492759,5,1,0.196324778494324
8.82,27020001,0.4,2.46064792045999,6,2,0.196198264204796
8.84,27020001,0.4,2.52507695999789,5,0,0.196076341650184
8.86,27020001,0.4,2.58767119980994,7,1,0.195947037357772
8.88,27020001,0.4,1.42798971479157,6,1,0.195818427526422
8.9,27020001,0.4,1.49585561616927,7,2,0.195691791785494
8.92,27020001,0.4,1.55597551049799,7,1,0.19556692566495
8.94,27020001,0.4,1.60923375760479,8,3,0.195443909859016
8.96,27020001,0.4,1.61305559270209,6,1,0.195330069982353
8.98,27020001,0.4,1.68021134580603,7,1,0.195231904591228
9,27020001,0.4,1.74736037806683,6,0,0.195134164760285
9.02,27020001,0.4,1.6529698578324,5,0,0.195043733824904
9.04,27020001,0.4,1.47098843116779,7,2,0.194961536104361
9.06,27020001,0.4,1.52066412058752,7,3,0.194893722401393
9.08,27020001,0.4,1.60204577343354,8,2,0.194807682585995
9.1,27020001,0.4,1.69110064847819,7,1,0.194712332331162
9.12,27020001,0.4,1.71512363302082,8,1,0.19459488934575
9.14,27020001,0.4,1.7476875764553,6,1,0.194464225551021
9.16,27020001,0.4,1.78754754181597,8,2,0.194328339488996
9.18,27020001,0.4,1.72101480686873,5,0,0.194179709868928
9.2,27020001,0.4,1.75866202379878,7,2,0.194019509278649
9.22,27020001,0.4,1.43339892970972,6,0,0.193844050658222
9.24,27020001,0.4,1.4781285745834,7,2,0.193661230505381
9.26,27020001,0.4,1.52285230694475,7,1,0.193478223242707
9.28,27020001,0.4,1.57883128421502,7,3,0.193301539054809
9.3,27020001,0.4,1.66029080905639,6,2,0.19312122451048
9.32,27020001,0.4,1.7363542396396,6,0,0.192944488127649
9.34,27020001,0.4,1.80753506257737,6,0,0.19275608132415
9.36,27020001,0.4,1.8743508304586,6,2,0.192564463591021
9.38,27020001,0.4,1.93732033878887,6,0,0.192362382546975
9.4,27020001,0.4,1.88799365582125,4,0,0.192151340007573
9.42,27020001,0.4,1.95433802616337,6,4,0.191927684766111
9.44,27020001,0.4,1.93755762267525,4,0,0.191700075164921
9.46,27020001,0.4,1.99445283549638,5,2,0.191476252609093
9.48,27020001,0.4,1.61487883663394,4,0,0.191263125795552
9.5,27020001,0.4,1.6729637340889,6,1,0.191047041827599
9.52,27020001,0.4,1.72797654475507,5,0,0.190835900278647
9.54,27020001,0.4,1.78042389286352,6,4,0.190636730103509
9.56,27020001,0.4,1.86519414681322,6,0,0.190422129820548
9.58,27020001,0.4,1.94477245087797,6,1,0.190201347046616
9.6,27020001,0.4,1.50612893915146,5,0,0.189979566398548
9.62,27020001,0.4,1.59722313642161,5,1,0.189764513956945
9.64,27020001,0.4,1.65278810620323,6,5,0.189543114198721
9.66,27020001,0.4,1.44791747287062,3,0,0.189323178879831
9.68,27020001,0.4,1.4973638588525,6,1,0.189100827317868
9.7,27020001,0.4,1.54376533115628,6,1,0.188883463922958
9.72,27020001,0.4,1.59864672505272,8,1,0.18866849586939
9.74,27020001,0.4,1.32901352430325,7,0,0.188462992340544
9.76,27020001,0.4,1.3925553519768,7,4,0.188273251212824
9.78,27020001,0.4,1.45511653836359,5,0,0.188097171693915
9.8,27020001,0.4,1.51730472613127,5,2,0.187940666264514
9.82,27020001,0.4,1.53908687486073,7,2,0.187785488118803
9.84,27020001,0.4,1.59603155840862,7,0,0.187632945033843
9.86,27020001,0.4,1.6529698578324,7,0,0.187474798480354
9.88,27020001,0.4,1.70990154537895,6,2,0.187318281082897
9.9,27020001,0.4,1.7668263933216,7,1,0.187152851731295
9.92,27020001,0.4,1.82374417396104,7,2,0.186986424853165
9.94,27020001,0.4,1.8806546596262,7,3,0.186818914101148
9.96,27020001,0.4,1.93755762267525,7,1,0.186654210572025
9.98,27020001,0.4,1.99445283549638,7,2,0.186498942984483
10,27020001,0.4,1.64021796116122,5,0,0.186359041733045
10.02,27020001,0.4,1.71162247212159,5,1,0.18623980326051
10.04,27020001,0.4,1.78195730099563,5,1,0.186123005468974
10.06,27020001,0.4,1.85676501481381,6,2,0.1860024231873
10.08,27020001,0.4,1.93312876556,7,2,0.185876902435831
10.1,27020001,0.4,2.00926672243807,7,1,0.185737744267837
10.12,27020001,0.4,2.08419420847545,8,1,0.185577407464725
10.14,27020001,0.4,2.15744949858075,7,1,0.185405002468787
10.16,27020001,0.4,2.23225898559999,5,0,0.185224811910788
10.18,27020001,0.4,2.30515308950572,5,1,0.185044565414557
10.2,27020001,0.4,2.37610511687765,5,1,0.184868201687772
10.22,27020001,0.4,2.16508969694504,3,0,0.184702320984507
10.24,27020001,0.4,2.22195163337045,5,2,0.184548538620323
10.26,27020001,0.4,2.27880468199229,6,2,0.184412679507483
10.28,27020001,0.4,2.33564861539844,6,0,0.184299939429802
10.3,27020001,0.4,2.39248320621324,5,2,0.184214940141996
10.32,27020001,0.4,2.44930822709841,5,0,0.184161780286838
10.34,27020001,0.4,2.50612345075393,6,2,0.184130428015413
10.36,27020001,0.4,2.562928649919,7,2,0.184125693219941
10.38,27020001,0.4,2.61972359737288,8,2,0.184126217033899
10.4,27020001,0.4,2.67650806593587,9,1,0.184117675536846
10.42,27020001,0.4,2.73328182847016,9,2,0.184108099209932
10.44,27020001,0.4,2.79004465788078,9,1,0.184100838462477
10.46,27020001,0.4,2.84679632711649,10,4,0.184102751824884
10.48,27020001,0.4,2.90353660917068,8,2,0.18410607340349
10.5,27020001,0.4,2.96026527708231,6,0,0.184114738794172
10.52,27020001,0.4,3.01698210393678,6,1,0.184131722121323
10.54,27020001,0.4,3.07368686286686,8,1,0.184148561001973
10.56,27020001,0.4,3.13037932705358,8,1,0.184141339558657
10.58,27020001,0.4,3.18705926972717,7,2,0.184107199404079
10.6,27020001,0.4,3.24372646416793,6,2,0.184039352663393
10.62,27020001,0.4,3.30038068370716,5,0,0.183938497010316
10.64,27020001,0.4,3.35702170172806,4,1,0.18381520034941
10.66,27020001,0.4,1.44062486963124,5,0,0.18367893702119
10.68,27020001,0.4,1.51164860342526,5,1,0.18353819068565
10.7,27020001,0.4,1.58369130366238,4,2,0.183393690598017
10.72,27020001,0.4,1.46755932447483,2,0,0.183247377933861
10.74,27020001,0.4,1.53850756735131,2,0,0.183099026687356
10.76,27020001,0.4,1.61039785157114,4,2,0.182956074939094
10.78,27020001,0.4,1.68328793325624,5,1,0.182825153314118
10.8,27020001,0.4,1.75725638187895,5,2,0.182712161960274
10.82,27020001,0.4,1.83237112327936,5,1,0.182622340486562
10.84,27020001,0.4,1.90867175181538,4,1,0.18254320410456
10.86,27020001,0.4,1.98616192207936,5,1,0.182480998187155
10.88,27020001,0.4,2.06480870522059,6,0,0.182441251382685
10.9,27020001,0.4,2.14454630573037,9,4,0.182416008087179
10.92,27020001,0.4,2.2252820698108,9,2,0.182411199225863
10.94,27020001,0.4,1.4821360349674,7,1,0.182429599851328
10.96,27020001,0.4,1.53908687486074,9,3,0.182468896880869
10.98,27020001,0.4,1.59603155840862,9,0,0.1825342921802
11,27020001,0.4,1.6529698578324,8,0,0.182615335443814
11.02,27020001,0.4,1.70990154537895,10,4,0.182717230177015
11.04,27020001,0.4,1.7668263933216,9,1,0.18280639235235
11.06,27020001,0.4,1.82374417396104,8,0,0.182883140049606
11.08,27020001,0.4,1.88065465962621,8,3,0.18295330112083
11.1,27020001,0.4,1.93755762267525,8,1,0.183003003792745
11.12,27020001,0.4,1.99445283549637,8,0,0.183040848004853
11.14,27020001,0.4,1.69432090524534,5,2,0.183074569907972
11.16,27020001,0.4,1.73953907691612,3,0,0.183100004374121
11.18,27020001,0.4,1.7865236007098,4,1,0.183121425873131
11.2,27020001,0.4,1.60659264291856,4,1,0.183145838058106
11.22,27020001,0.4,1.67498755634129,5,1,0.183172289999579
11.24,27020001,0.4,1.7451436255013,5,0,0.18320268096992
11.26,27020001,0.4,1.81679599815899,4,2,0.183243152753671
11.28,27020001,0.4,1.88974990325206,4,0,0.183282876642405
11.3,27020001,0.4,1.96385507594007,5,2,0.18332883443048
11.32,27020001,0.4,2.03898743232954,6,1,0.18338724793554
11.34,27020001,0.4,2.06165088680238,5,0,0.183428574128064
11.36,27020001,0.4,2.09716527635771,5,0,0.183457844671002
11.38,27020001,0.4,1.97881795299555,4,1,0.183482572072993
11.4,27020001,0.4,2.02932388322977,7,3,0.183498154981978
11.42,27020001,0.4,2.07645269736253,7,2,0.183512142983393
11.44,27020001,0.4,1.46940234958869,8,3,0.183519786970676
11.46,27020001,0.4,1.55049669692151,7,0,0.183522163152871
11.48,27020001,0.4,1.62770548104575,7,0,0.18352658100421
11.5,27020001,0.4,1.70094684209997,5,1,0.18353958654043
11.52,27020001,0.4,1.77036831117481,7,2,0.183555938583548
11.54,27020001,0.4,1.83624620627797,7,1,0.183557316754993
11.56,27020001,0.4,1.53908687486073,8,4,0.183544128236657
11.58,27020001,0.4,1.59603155840862,8,0,0.183509517786434
11.6,27020001,0.4,1.6529698578324,8,0,0.183462279718909
11.62,27020001,0.4,1.56003112369148,7,0,0.183410331226318
11.64,27020001,0.4,1.53140807131749,4,1,0.183357125942731
11.66,27020001,0.4,1.60933523312036,4,0,0.183306569650998
11.68,27020001,0.4,1.68176302516836,3,2,0.183250033483319
11.7,27020001,0.4,1.74918587008599,5,2,0.183185470531857
11.72,27020001,0.4,1.81208974788563,5,0,0.183120399437339
11.74,27020001,0.4,1.8709523301831,5,0,0.183061576133944
11.76,27020001,0.4,1.92624492065145,4,1,0.183015060425189
11.78,27020001,0.4,1.97843541383872,4,1,0.182983020774606
11.8,27020001,0.4,2.02799179429675,3,2,0.182970591434485
11.82,27020001,0.4,2.07538578722945,5,2,0.182977777148034
11.84,27020001,0.4,2.12109623108312,6,1,0.182993695927989
11.86,27020001,0.4,2.16561161000114,8,2,0.183024383512836
11.88,27020001,0.4,2.20943098786471,9,2,0.183075202589223
11.9,27020001,0.4,2.25306237182008,9,0,0.183150905365656
11.92,27020001,0.4,2.29701739070042,8,2,0.183248454368645
11.94,27020001,0.4,2.34180124902785,7,1,0.183340612930841
11.96,27020001,0.4,2.38789739562678,7,3,0.18342152170854
11.98,27020001,0.4,2.45413490778845,8,0,0.183484801230737
12,27020001,0.4,2.51804043749686,9,3,0.183528038079419
