scenario,reference,nPairs,periodicRateHz,referenceMeanRMSE,elcsMeanRMSE,referenceMeanCost,elcsMeanCost,rmseDelta,rmseCiLo,rmseCiHi,costDelta,costCiLo,costCiHi,relativeRmse,relativeCost,strictDominates,epsilonDominates,epsilonConfidenceSupported
n5-6dof-zero-loss,periodic-cost-match,30,22.8377777777777,0.02865904564931,0.0301117066216521,0.350719999999999,0.350719999999999,-0.00145266097234208,-0.00146440201298028,-0.00144158657459718,1.20274161001059e-16,-0.000136533333333211,0.000128000000000119,-0.0482423992301227,2.22044604925031e-16,0,0,0
n5-6dof-zero-loss,periodic-cost-minus2pct,30,22.3810222222222,0.0289434820815614,0.0301117066216521,0.343884799999998,0.350719999999999,-0.00116822454009069,-0.00118164422628054,-0.00115507189879563,-0.00683520000000079,-0.00697173333333413,-0.00669866666666746,-0.0387963576681057,-0.0194890510948931,1,1,1
n10-ring2-zero-loss,periodic-cost-match,30,12.2705555555555,0.0507375562987792,0.0508761937197682,0.377207466666669,0.376977066666665,-0.000138637420989038,-0.000165993166308671,-0.000110066838174425,0.000230400000004486,2.5600000004485e-05,0.000426666666671144,-0.00272499593331776,0.000611177762195547,0,0,0
n10-ring2-zero-loss,periodic-cost-minus2pct,30,12.0251444444444,0.0513188027410478,0.0508761937197682,0.369527466666668,0.376977066666665,0.00044260902127954,0.000410242300727564,0.000476108430157244,-0.00744959999999653,-0.0076458666666632,-0.00726186666666319,0.00869972749371706,-0.0197614143106049,0,1,1
