stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH,originalMacType,armKind,route,accessDesign,ackDesign,schedulerMode,oracleFlag,PERIODIC_RATE_HZ,TARGET_RATE_HZ,MEAN_NODE_GOODPUT_HZ,MIN_NODE_GOODPUT_HZ,MEAN_GOODPUT_MARGIN_HZ,MIN_GOODPUT_MARGIN_HZ,SERVICE_ADMISSIONS,SERVICE_COMPLETIONS,SERVICE_REPLACEMENTS,VIRTUAL_DEFICIT_MAX,VIRTUAL_DEFICIT_TERMINAL,MAX_STARVATION_SEC,SERVICE_DECISIONS,FIFO_COMPARABLE_DECISIONS,PRIORITY_DIFFERS_FIFO,PRIORITY_DIFFERS_FIFO_FRACTION,RECEIVER_TRUTH_READS,FUTURE_RANDOM_READS,SERVICE_DECISION_LOG_VALID,ENDOGENOUS_COLLISION_FRAMES
development-only,16026006,n5-moderate-bg30,N5 Moderate bg0.30 CSMA,EXP19A oracle service diagnostic,oracle-deficit-maxweight-piggyback,4,NaN,causal-broadcast,Oracle deficit max-weight piggyback,piggyback,5,ring2,6dof,tdma,1,1,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.067682427966407,0.512591848502468,0,0,9.60886176222052,12.5738282525381,0,1.03663348847372,0.0956550580431176,0.239999999999998,0.32,0.419999999999998,0.229320066334992,0.133665008291874,909,1795,598,0,502,3313,1030,2281,1695,502,1191,1,2,2,1174,0.654038997214485,0,36,923,15,1,32,32,0,0,0,0,0,1695,58,0.764500000000016,0,0,0,0.737764106254056,0.864474587813887,0,0,0,0,0,0.598333333333304,7.17999999999965,0,0.43392,3.64399999999964,1174,1.43599999999993,49.8333333333333,85.8333333333333,41.8333333333333,0.0109108635097494,0.0340000000000001,0.0478486055776894,0.104,0.981646490433446,3926,0,0.103667855323484,0,0.0972071321446426,0.103209465089152,1.6083887,0,667226656979,21188026459,105363559,0,137830172,csma,oracle,piggyback,collision-free-scheduled,piggyback,deficit-maxweight,1,NaN,8.33333333333333,9.96666666666667,7.75,1.63333333333333,-0.583333333333334,909,598,36,71,311,0.42,1795,1052,714,0.678707224334601,0,0,1,0
development-only,16026006,n5-moderate-bg30,N5 Moderate bg0.30 CSMA,EXP19A oracle service diagnostic,oracle-urgency-maxweight-piggyback,5,NaN,causal-broadcast,Oracle urgency max-weight piggyback,piggyback,5,ring2,6dof,tdma,1,1,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0691000974759523,0.51394421094752,0,0,9.60886176222052,12.5738282525381,0,1.03668856992602,0.101127694859038,0.279999999999999,0.438400000000001,0.6,0.221735765616362,0.120608070757324,865,1726,577,0,568,3169,999,2170,1702,568,1134,0,0,0,1122,0.650057937427578,0,22,883,8,1,32,32,0,0,0,0,0,1702,16,0.749083333333359,0,0,0,0.720499386246592,0.828008801490726,0,0,0,0,0,0.575333333333307,6.90399999999968,0,0.435711999999999,3.64399999999964,1122,1.38079999999994,48.0833333333333,83.25,47.3333333333333,0.0104768250289688,0.0310000000000005,0.0501690140845071,0.10465,0.990197040672169,3775,0,0.0982781456953642,0,0.0972071321446426,0.103209465089152,1.5665554,0,667226656979,21188026459,105363559,0,137830796,csma,oracle,piggyback,collision-free-scheduled,piggyback,urgency-maxweight,1,NaN,8.33333333333333,9.61666666666667,8.33333333333333,1.28333333333333,0,865,577,22,69,288,0.550000000000001,1726,945,508,0.537566137566138,3167,0,1,0
development-only,16026006,n5-moderate-bg30,N5 Moderate bg0.30 CSMA,EXP19A oracle service diagnostic,periodic-tdma-p6p25,6,6.25,periodic,Periodic TDMA 6.25 Hz,none,5,ring2,6dof,tdma,1,1,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.123764688339727,0.435487290515208,0,0,9.83513002381648,13.0373013806054,0,1.03661436237281,0.184986180210061,0.460000000000001,0.66,0.82,NaN,NaN,375,772,270,0,0,1397,451,946,0,0,0,0,0,0,494,0.639896373056995,0,0,397,0,1,32,32,0,0,0,0,0,0,0,0.504166666666684,0,0,0,0.520012831161858,0.615347773354286,0,0,0,0,0,0.257333333333334,3.088,0,0,3.64399999999964,494,0.6176,22.5,37.5833333333333,0,0.0231554404145079,0.0510000000000002,NaN,NaN,0.997127615921215,1397,0,0.103078024337867,0,0.0972071321446426,0.103209465089152,1.1112512,0,667226656979,21188026459,105363559,0,137185983,csma,periodic-frontier,none,collision-free-scheduled,none,round-robin,0,6.25,8.33333333333333,4.5,4.08333333333333,-3.83333333333333,-4.25,375,270,0,26,105,1.144,772,0,0,0,0,0,1,0
development-only,16026006,n5-moderate-bg30,N5 Moderate bg0.30 CSMA,EXP19A oracle service diagnostic,periodic-tdma-p8p333,7,8.33333333333333,periodic,Periodic TDMA 8.333 Hz,none,5,ring2,6dof,tdma,1,1,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0994564733920588,0.477080912319037,0,0,9.74715509653725,13.0443376967541,0,1.03662981269865,0.135389718076285,0.32,0.44,0.52,NaN,NaN,500,1074,362,0,0,1937,617,1320,0,0,0,0,0,0,701,0.652700186219739,0,0,574,0,1,32,32,0,0,0,0,0,0,0,0.580833333333374,0,0,0,0.591025778820232,0.693621799946624,0,0,0,0,0,0.357999999999997,4.29599999999997,0,0,3.64399999999964,701,0.859199999999994,30.1666666666667,51.4166666666667,0,0.0240716945996277,0.0520000000000005,NaN,NaN,0.99163072266364,1937,0,0.0965410428497677,0,0.0972071321446426,0.103209465089152,1.0937557,0,667226656979,21188026459,105363559,0,137927335,csma,periodic-frontier,none,collision-free-scheduled,none,round-robin,0,8.33333333333333,8.33333333333333,6.03333333333333,5.08333333333333,-2.3,-3.25,500,362,0,39,138,0.62,1074,0,0,0,0,0,1,0
development-only,16026006,n5-moderate-bg30,N5 Moderate bg0.30 CSMA,EXP19A oracle service diagnostic,periodic-tdma-p10,8,10,periodic,Periodic TDMA 10 Hz,none,5,ring2,6dof,tdma,1,1,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0847937278513081,0.492361603873478,0,0,9.8109419180662,12.6781910051979,0,1.03657993911494,0.12294085129906,0.300000000000001,0.42,0.539999999999999,NaN,NaN,600,1243,425,0,0,2195,729,1466,0,0,0,0,0,0,803,0.646017699115044,0,0,643,0,1,32,32,0,0,0,0,0,0,0,0.624833333333387,0,0,0,0.638801956574822,0.740092010714365,0,0,0,0,0,0.414333333333325,4.9719999999999,0,0,3.64399999999964,803,0.994399999999979,35.4166666666667,60.75,0,0.022886564762671,0.0500000000000007,NaN,NaN,0.987048826470669,2195,0,0.107061503416856,0,0.0972071321446426,0.103209465089152,1.1168795,0,667226656979,21188026459,105363559,0,137768358,csma,periodic-frontier,none,collision-free-scheduled,none,round-robin,0,10,8.33333333333333,7.08333333333333,5.83333333333333,-1.25,-2.5,600,425,0,50,175,0.711,1243,0,0,0,0,0,1,0
development-only,16026006,n5-moderate-bg30,N5 Moderate bg0.30 CSMA,EXP19A oracle service diagnostic,periodic-tdma-p12p5,9,12.5,periodic,Periodic TDMA 12.5 Hz,none,5,ring2,6dof,tdma,1,1,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0741963558767562,0.503254111902993,0,0,9.78032661086664,12.9321612363229,0,1.03659937288814,0.106268656716418,0.26,0.34,0.52,NaN,NaN,750,1541,530,0,0,2756,902,1854,0,0,0,0,0,0,990,0.642439974042829,0,0,791,0,1,32,32,0,0,0,0,0,0,0,0.702666666666714,0,0,0,0.715727427286661,0.815583543143924,0,0,0,0,0,0.513666666666647,6.16399999999976,0,0,3.64399999999964,990,1.23279999999995,44.1666666666667,75.1666666666667,0,0.0230343932511358,0.0510000000000002,NaN,NaN,0.997301711283107,2756,0,0.107039187227866,0,0.0972071321446426,0.103209465089152,1.1655608,0,667226656979,21188026459,105363559,0,137617629,csma,periodic-frontier,none,collision-free-scheduled,none,round-robin,0,12.5,8.33333333333333,8.83333333333333,8.33333333333333,0.5,0,750,530,0,51,220,0.510999999999999,1541,0,0,0,0,0,1,0
development-only,16026006,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP19A oracle service diagnostic,frame-piggyback,1,NaN,causal-broadcast,Frame-aware piggyback,piggyback,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.124292019496284,0.433886605074478,0,0,9.85027467259115,12.9616163222877,0,1.03674333117331,0.164400221116639,0.42,1,1.26,0.57085682697623,0.406456605859591,1131,2240,409,0,214,4110,623,3486,1237,214,1022,1,1,1,1751,0.781696428571429,0,256,1365,31,1,32,32,0,0,0,0,0,1237,170,0.769916666666677,0,0,0,0.753510173993634,0.828033314546223,0,0,0,0,0,0.746666666666621,8.95999999999946,0,0.316672000000001,3.64399999999964,1460,1.79199999999989,34.0833333333333,51.9166666666667,17.8333333333333,0.0182709821428572,0.0450000000000002,0.0565046728971964,0.12425,0.970391855439859,4491,0,0.297261189044756,0,0.306265622396267,0.30619563406099,1.7203188,0,667226656979,21801963181,110997405,0,139590790,csma,baseline,piggyback,frame-aware,piggyback,native,0,NaN,8.33333333333333,6.81666666666667,5.33333333333333,-1.51666666666667,-3,1131,409,256,157,722,0.786,0,0,0,0,0,0,1,291
development-only,16026006,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP19A oracle service diagnostic,capacity-gated-selector,2,NaN,context-aware-broadcast,Capacity-gated fixed feedback route,adaptive,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.124292019496284,0.433886605074478,0,0,9.85027467259115,12.9616163222877,0,1.03674333117331,0.164400221116639,0.42,1,1.26,0.57085682697623,0.406456605859591,1131,2240,409,0,214,4110,623,3486,1237,214,1022,1,1,1,1751,0.781696428571429,0,256,1365,31,1,32,32,0,0,0,0,0,1237,170,0.769916666666677,0,6,0,0.753510173993634,0.828033314546223,0,0,0,0,0,0.746666666666621,8.95999999999946,0,0.316672000000001,3.64399999999964,1460,1.79199999999989,34.0833333333333,51.9166666666667,17.8333333333333,0.0182709821428572,0.0450000000000002,0.0565046728971964,0.12425,0.970391855439859,4491,0,0.297261189044756,0,0.306265622396267,0.30619563406099,1.8105245,0,667226656979,21801963181,110997405,0,199678196,csma,negative-control,capacity-gated-selector,frame-aware,capacity-gated-mac,native,0,NaN,8.33333333333333,6.81666666666667,5.33333333333333,-1.51666666666667,-3,1131,409,256,157,722,0.786,0,0,0,0,0,0,1,291
development-only,16026006,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP19A oracle service diagnostic,collision-free-tdma-piggyback,3,NaN,causal-broadcast,Collision-free TDMA piggyback,piggyback,5,ring2,6dof,tdma,1,1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0818524690107525,0.493053430454128,0,0,9.6034513423478,12.5693999328792,0,1.03657507443699,0.114914317302377,0.280000000000001,0.418400000000001,0.58,0.293090105030403,0.178175787728027,1041,1928,584,0,373,3561,884,2677,1453,373,1080,0,0,0,1233,0.639522821576763,0,136,1023,17,1,32,32,0,0,0,0,0,1453,116,0.803083333333327,0,0,0,0.777053560457517,0.894092892131139,0,0,0,0,0,0.642666666666633,7.71199999999959,0,0.371968,3.64399999999964,1233,1.54239999999992,48.6666666666667,73.6666666666667,31.0833333333333,0.0171996887966806,0.0419999999999998,0.0549919571045577,0.11,0.964115901060071,4087,0,0.305847810129679,0,0.306265622396267,0.30619563406099,1.576796,0,667226656979,21801963181,110997405,0,136077641,csma,scheduled-causal,piggyback,collision-free-scheduled,piggyback,round-robin,0,NaN,8.33333333333333,9.73333333333333,7.33333333333333,1.4,-1,1041,584,136,113,457,0.584,1928,0,0,0,0,0,1,0
development-only,16026006,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP19A oracle service diagnostic,oracle-deficit-maxweight-piggyback,4,NaN,causal-broadcast,Oracle deficit max-weight piggyback,piggyback,5,ring2,6dof,tdma,1,1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0788878020258288,0.501745855448256,0,0,9.64950227086253,12.5942763424811,0,1.03658091182103,0.110525152017689,0.280000000000001,0.42,0.54,0.255002763957988,0.144477611940299,992,1909,582,0,405,3496,910,2586,1609,405,1204,0,0,0,1231,0.644840230487166,0,61,978,16,1,32,32,0,0,0,0,0,1609,56,0.795583333333333,0,0,0,0.744989885240612,0.862088894245449,0,0,0,0,0,0.6363333333333,7.6359999999996,0,0.411904,3.64399999999964,1231,1.52719999999992,48.5,75.8333333333333,33.75,0.0110717653221583,0.0330000000000004,0.0541135802469137,0.113799999999999,0.932918365098601,4100,0,0.301951219512195,0,0.306265622396267,0.30619563406099,1.5654386,0,667226656979,21801963181,110997405,0,136104008,csma,oracle,piggyback,collision-free-scheduled,piggyback,deficit-maxweight,1,NaN,8.33333333333333,9.7,5.83333333333333,1.36666666666667,-2.5,992,582,61,100,410,0.748,1909,1189,884,0.743481917577796,0,0,1,0
development-only,16026006,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP19A oracle service diagnostic,oracle-urgency-maxweight-piggyback,5,NaN,causal-broadcast,Oracle urgency max-weight piggyback,piggyback,5,ring2,6dof,tdma,1,1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0781500814040884,0.503432442899054,0,0,9.64950227086253,12.7773156179271,0,1.03658176568419,0.110801547816473,0.300000000000001,0.44,0.56,0.28424543946932,0.173443891652847,1044,1961,566,0,371,3648,872,2776,1616,371,1245,0,0,0,1287,0.656297807241203,0,90,1007,21,1,32,32,0,0,0,0,0,1616,84,0.806249999999995,0,0,0,0.763721359798699,0.883284524097475,0,0,0,0,0,0.653666666666632,7.84399999999958,0,0.413696,3.64399999999964,1287,1.56879999999992,47.1666666666667,72.6666666666667,30.9166666666667,0.0111779704232535,0.0330000000000013,0.0505498652291106,0.107,0.958690447689729,4245,0,0.306242638398115,0,0.306265622396267,0.30619563406099,1.5693197,0,667226656979,21801963181,110997405,0,136104632,csma,oracle,piggyback,collision-free-scheduled,piggyback,urgency-maxweight,1,NaN,8.33333333333333,9.43333333333333,7.08333333333333,1.1,-1.25,1044,566,90,110,478,0.438999999999999,1961,1250,741,0.5928,4127,0,1,0
development-only,16026006,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP19A oracle service diagnostic,periodic-tdma-p6p25,6,6.25,periodic,Periodic TDMA 6.25 Hz,none,5,ring2,6dof,tdma,1,1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.158844282030203,0.36361648980122,1,0,9.89572799375073,13.0373013806054,0,1.03654607611611,0.271398562741846,0.760000000000001,1.0784,1.44,NaN,NaN,375,772,234,0,0,1397,354,1043,0,0,0,0,0,0,494,0.639896373056995,0,0,397,0,1,32,32,0,0,0,0,0,0,0,0.504166666666684,0,0,0,0.520012831161858,0.615347773354286,0,0,0,0,0,0.257333333333334,3.088,0,0,3.64399999999964,494,0.6176,19.5,29.5,0,0.0231554404145079,0.0510000000000002,NaN,NaN,0.984643049811185,1397,0,0.299212598425197,0,0.306265622396267,0.30619563406099,1.1151727,0,667226656979,21801963181,110997405,0,135459819,csma,periodic-frontier,none,collision-free-scheduled,none,round-robin,0,6.25,8.33333333333333,3.9,3.16666666666667,-4.43333333333333,-5.16666666666667,375,234,0,38,141,1.309,772,0,0,0,0,0,1,0
development-only,16026006,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP19A oracle service diagnostic,periodic-tdma-p8p333,7,8.33333333333333,periodic,Periodic TDMA 8.333 Hz,none,5,ring2,6dof,tdma,1,1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.130168663224297,0.435285736509525,0,0,9.74715509653725,13.0689679448856,0,1.03654368105928,0.173266998341625,0.44,0.5784,0.74,NaN,NaN,500,1074,316,0,0,1937,483,1454,0,0,0,0,0,0,701,0.652700186219739,0,0,574,0,1,32,32,0,0,0,0,0,0,0,0.580833333333374,0,0,0,0.591025778820232,0.693621799946624,0,0,0,0,0,0.357999999999997,4.29599999999997,0,0,3.64399999999964,701,0.859199999999994,26.3333333333333,40.25,0,0.0240716945996277,0.0520000000000005,NaN,NaN,0.964885496183206,1937,0,0.280846670108415,0,0.306265622396267,0.30619563406099,1.0666601,0,667226656979,21801963181,110997405,0,136201171,csma,periodic-frontier,none,collision-free-scheduled,none,round-robin,0,8.33333333333333,8.33333333333333,5.26666666666667,3.91666666666667,-3.06666666666667,-4.41666666666667,500,316,0,53,184,0.811999999999999,1074,0,0,0,0,0,1,0
development-only,16026006,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP19A oracle service diagnostic,periodic-tdma-p10,8,10,periodic,Periodic TDMA 10 Hz,none,5,ring2,6dof,tdma,1,1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.107918713168071,0.461504259286792,0,0,9.81105580864997,12.6846090092523,0,1.03650883142801,0.155002763957988,0.42,0.56,0.639999999999999,NaN,NaN,600,1243,366,0,0,2195,572,1623,0,0,0,0,0,0,803,0.646017699115044,0,0,643,0,1,32,32,0,0,0,0,0,0,0,0.624833333333387,0,0,0,0.638801956574822,0.740092010714365,0,0,0,0,0,0.414333333333325,4.9719999999999,0,0,3.64399999999964,803,0.994399999999979,30.5,47.6666666666667,0,0.022886564762671,0.0500000000000007,NaN,NaN,0.953219953034939,2195,0,0.304328018223235,0,0.306265622396267,0.30619563406099,1.0973281,0,667226656979,21801963181,110997405,0,136042194,csma,periodic-frontier,none,collision-free-scheduled,none,round-robin,0,10,8.33333333333333,6.1,4,-2.23333333333333,-4.33333333333333,600,366,0,72,234,1.144,1243,0,0,0,0,0,1,0
development-only,16026006,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP19A oracle service diagnostic,periodic-tdma-p12p5,9,12.5,periodic,Periodic TDMA 12.5 Hz,none,5,ring2,6dof,tdma,1,1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0959911118746551,0.47732935578277,0,0,9.8437764236898,12.9321612363229,0,1.03651060748012,0.140630182421227,0.359999999999999,0.538400000000001,0.82,NaN,NaN,750,1541,468,0,0,2756,708,2048,0,0,0,0,0,0,990,0.642439974042829,0,0,791,0,1,32,32,0,0,0,0,0,0,0,0.702666666666714,0,0,0,0.715727427286661,0.815583543143924,0,0,0,0,0,0.513666666666647,6.16399999999976,0,0,3.64399999999964,990,1.23279999999995,39,59,0,0.0230343932511358,0.0510000000000002,NaN,NaN,0.979009476130878,2756,0,0.302612481857765,0,0.306265622396267,0.30619563406099,1.1384616,0,667226656979,21801963181,110997405,0,135891465,csma,periodic-frontier,none,collision-free-scheduled,none,round-robin,0,12.5,8.33333333333333,7.8,6.5,-0.533333333333334,-1.83333333333333,750,468,0,73,282,0.609,1541,0,0,0,0,0,1,0
development-only,16026006,n10-moderate-bg0,N10 Moderate bg0 ALOHA,EXP19A oracle service diagnostic,frame-piggyback,1,NaN,causal-broadcast,Frame-aware piggyback,piggyback,10,ring2,di,aloha,0.0142857142857143,0.0142857142857143,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.226472656984949,0.367762989370638,1,0,NaN,NaN,NaN,NaN,0.211333807154703,0.540000000000001,0.780000000000001,1,0.447377398720682,0.23604359156598,2091,1433,615,0,619,3012,1204,1807,1559,619,939,1,1,1,799,0.557571528262387,0,1406,756,23,1,32,32,0,0,0,0,0,1559,1752,0.382333333333315,0,0,0,0.375454169223337,0.445392926416248,0,0,0,0,0,0.477666666666651,5.73199999999981,0,0.399104,0,0,1.14639999999996,51.25,100.333333333333,51.5833333333333,0.0271193300767622,0.0569999999999999,0.115563812600969,0.277200000000001,0.993003229278794,3405,0,0.0839941262848752,0,0.0995650724879187,0.0988568571904683,1.6577812,0,2586630183892,84906091561,410907084,0,149377766,aloha,baseline,piggyback,frame-aware,piggyback,native,0,NaN,8.33333333333333,5.125,4.41666666666667,-3.20833333333333,-3.91666666666667,2091,615,1406,181,1476,1.126,0,0,0,0,0,0,1,799
development-only,16026006,n10-moderate-bg0,N10 Moderate bg0 ALOHA,EXP19A oracle service diagnostic,capacity-gated-selector,2,NaN,context-aware-broadcast,Capacity-gated fixed feedback route,adaptive,10,ring2,di,aloha,0.0142857142857143,0.0142857142857143,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.226472656984949,0.367762989370638,1,0,NaN,NaN,NaN,NaN,0.211333807154703,0.540000000000001,0.780000000000001,1,0.447377398720682,0.23604359156598,2091,1433,615,0,619,3012,1204,1807,1559,619,939,1,1,1,799,0.557571528262387,0,1406,756,23,1,32,32,0,0,0,0,0,1559,1752,0.382333333333315,0,205,0,0.375454169223337,0.445392926416248,0,0,0,0,0,0.477666666666651,5.73199999999981,0,0.399104,0,0,1.14639999999996,51.25,100.333333333333,51.5833333333333,0.0271193300767622,0.0569999999999999,0.115563812600969,0.277200000000001,0.993003229278794,3405,0,0.0839941262848752,0,0.0995650724879187,0.0988568571904683,1.8350312,0,2586630183892,84906091561,410907084,0,284332934,aloha,negative-control,capacity-gated-selector,frame-aware,capacity-gated-mac,native,0,NaN,8.33333333333333,5.125,4.41666666666667,-3.20833333333333,-3.91666666666667,2091,615,1406,181,1476,1.126,0,0,0,0,0,0,1,799
development-only,16026006,n10-moderate-bg0,N10 Moderate bg0 ALOHA,EXP19A oracle service diagnostic,collision-free-tdma-piggyback,3,NaN,causal-broadcast,Collision-free TDMA piggyback,piggyback,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0796120899393295,0.519743990526455,0,0,NaN,NaN,NaN,NaN,0.0697133380715469,0.140000000000001,0.199999999999999,0.260000000000002,0.135034352049277,0.0653210139777306,1378,1377,1340,0,1784,2961,2697,264,1935,1784,151,0,0,0,0,0,0,1,0,0,1,32,32,0,0,0,0,0,1935,1,0.459000000000011,0,0,0,0.41968372937463,0.464360418492454,0,0,0,0,0,0.458999999999986,5.50799999999984,0,0.49536,0,0,1.10159999999997,111.666666666667,224.75,148.666666666667,0.00795061728395072,0.0182000000000003,0.0478038116591929,0.102699999999999,0.991014857496081,3481,0,0.0856075840275783,0,0.0995650724879187,0.0988568571904683,1.6979051,0,2586630183892,84906091561,410907084,0,146097705,aloha,scheduled-causal,piggyback,collision-free-scheduled,piggyback,round-robin,0,NaN,8.33333333333333,11.1666666666667,9,2.83333333333333,0.666666666666666,1378,1340,1,20,38,0.236,1377,0,0,0,0,0,1,0
development-only,16026006,n10-moderate-bg0,N10 Moderate bg0 ALOHA,EXP19A oracle service diagnostic,oracle-deficit-maxweight-piggyback,4,NaN,causal-broadcast,Oracle deficit max-weight piggyback,piggyback,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0782595674966582,0.520912745939592,0,0,NaN,NaN,NaN,NaN,0.0683866382373843,0.140000000000001,0.199999999999999,0.299999999999999,0.136441601516228,0.0680549632788441,1389,1389,1351,0,1764,2999,2736,263,1956,1764,192,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,1956,0,0.463000000000014,0,0,0,0.415297968888369,0.472276654647355,0,0,0,0,0,0.462999999999986,5.55599999999983,0,0.500736,0,0,1.11119999999997,112.583333333333,228,147,0.00476601871850261,0.016,0.0450997732426305,0.0960000000000001,0.990412237434002,3543,0,0.0903189387524697,0,0.0995650724879187,0.0988568571904683,1.5762476,0,2586630183892,84906091561,410907084,0,146124072,aloha,oracle,piggyback,collision-free-scheduled,piggyback,deficit-maxweight,1,NaN,8.33333333333333,11.2583333333333,9.16666666666667,2.925,0.833333333333332,1389,1351,0,17,38,0.34,1389,868,409,0.471198156682028,0,0,1,0
development-only,16026006,n10-moderate-bg0,N10 Moderate bg0 ALOHA,EXP19A oracle service diagnostic,oracle-urgency-maxweight-piggyback,5,NaN,causal-broadcast,Oracle urgency max-weight piggyback,piggyback,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0806294541149123,0.520646788498053,0,0,NaN,NaN,NaN,NaN,0.0700165837479269,0.140000000000001,0.200000000000001,0.34,0.133901918976546,0.0638853352286189,1362,1362,1328,0,1848,2954,2674,280,2051,1848,203,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,2051,0,0.454000000000011,0,0,0,0.409252890460041,0.469587599252335,0,0,0,0,0,0.453999999999987,5.44799999999984,0,0.525056,0,0,1.08959999999997,110.666666666667,222.833333333333,154,0.00508663729809114,0.016,0.0464329004329005,0.0999999999999996,0.98956558821219,3497,0,0.0949385187303403,0,0.0995650724879187,0.0988568571904683,1.7084584,0,2586630183892,84906091561,410907084,0,146124696,aloha,oracle,piggyback,collision-free-scheduled,piggyback,urgency-maxweight,1,NaN,8.33333333333333,11.0666666666667,9,2.73333333333333,0.666666666666666,1362,1328,0,15,34,0.26,1362,866,473,0.546189376443418,3094,0,1,0
