scenario,component,armA,armB,metric,favorableDirection,meanA,meanB,differenceAminusB,ci95Lo,ci95Hi,nPairs,complete,favorableInterval
n5-stressed-bg30,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,OFFERED_UTIL,lower,0.650955555555521,0.644999999999966,0.00595555555555477,0.00126114688256895,0.0106499642285406,30,1,0
n5-stressed-bg30,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,MEAN_TRUE_AOI,lower,0.115549659111848,0.121422517044407,-0.00587285793255943,-0.00855123651453247,-0.0031944793505864,30,1,1
n5-stressed-bg30,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,MEAN_NODE_GOODPUT_HZ,higher,9.52111111111111,9.565,-0.0438888888888871,-0.129071259452804,0.0412934816750296,30,1,0
n5-stressed-bg30,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,MIN_NODE_GOODPUT_HZ,higher,6.57777777777778,6.96388888888889,-0.38611111111111,-0.608479908795335,-0.163742313426886,30,1,0
n5-stressed-bg30,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,MAX_STARVATION_SEC,lower,0.589766666666667,0.581033333333333,0.00873333333333324,-0.0589685675759827,0.0764352342426492,30,1,0
n5-stressed-bg30,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,RMSE,lower,0.0795802635272318,0.0828305278607625,-0.00325026433353067,-0.00477411839647165,-0.00172641027058969,30,1,1
n5-stressed-bg30,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,OFFERED_UTIL,lower,0.652511111111076,0.644999999999966,0.00751111111111027,0.00355115021842342,0.0114710720037971,30,1,0
n5-stressed-bg30,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,MEAN_TRUE_AOI,lower,0.115583563663165,0.121422517044407,-0.00583895338124193,-0.0084294511897955,-0.00324845557268837,30,1,1
n5-stressed-bg30,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,MEAN_NODE_GOODPUT_HZ,higher,9.48666666666667,9.565,-0.0783333333333326,-0.180974814671885,0.0243081480052194,30,1,0
n5-stressed-bg30,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,MIN_NODE_GOODPUT_HZ,higher,6.66944444444444,6.96388888888889,-0.294444444444444,-0.514890502798519,-0.0739983860903681,30,1,0
n5-stressed-bg30,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,MAX_STARVATION_SEC,lower,0.566933333333333,0.581033333333333,-0.0141000000000002,-0.06696214349496,0.0387621434949596,30,1,0
n5-stressed-bg30,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,RMSE,lower,0.0795802635272318,0.0795082086183732,7.20549088586583e-05,-0.00137652943361419,0.0015206392513315,30,1,0
n5-stressed-bg30,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,OFFERED_UTIL,lower,0.652511111111076,0.650955555555521,0.0015555555555555,-0.00327675584014062,0.00638786695125163,30,1,0
n5-stressed-bg30,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,MEAN_TRUE_AOI,lower,0.115583563663165,0.115549659111848,3.39045513174989e-05,-0.00240513668972836,0.00247294579236335,30,1,0
n5-stressed-bg30,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,MEAN_NODE_GOODPUT_HZ,higher,9.48666666666667,9.52111111111111,-0.0344444444444455,-0.12699758616642,0.0581086972775291,30,1,0
n5-stressed-bg30,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,MIN_NODE_GOODPUT_HZ,higher,6.66944444444444,6.57777777777778,0.0916666666666667,-0.121951312994415,0.305284646327748,30,1,0
n5-stressed-bg30,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,MAX_STARVATION_SEC,lower,0.566933333333333,0.589766666666667,-0.0228333333333335,-0.0907256584931787,0.0450589918265118,30,1,0
n5-stressed-bg30,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,RMSE,lower,0.0989554776741481,0.0795082086183732,0.019447269055775,0.0176248562529325,0.0212696818586174,30,1,0
n5-stressed-bg30,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,OFFERED_UTIL,lower,0.523055555555535,0.650955555555521,-0.127899999999986,-0.133415421401462,-0.12238457859851,30,1,1
n5-stressed-bg30,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,MEAN_TRUE_AOI,lower,0.148012529942878,0.115549659111848,0.0324628708310301,0.0286636305524865,0.0362621111095738,30,1,0
n5-stressed-bg30,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,MEAN_NODE_GOODPUT_HZ,higher,7.62333333333333,9.52111111111111,-1.89777777777778,-1.98957457456089,-1.80598098099467,30,1,0
n5-stressed-bg30,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,MIN_NODE_GOODPUT_HZ,higher,6.06111111111111,6.57777777777778,-0.516666666666667,-0.732314741381087,-0.301018591952247,30,1,0
n5-stressed-bg30,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,MAX_STARVATION_SEC,lower,0.7126,0.589766666666667,0.122833333333333,0.0540465893417828,0.191620077324884,30,1,0
n5-stressed-bg30,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,RMSE,lower,0.0989554776741481,0.0795802635272318,0.0193752141469163,0.0174063658277743,0.0213440624660583,30,1,0
n5-stressed-bg30,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,OFFERED_UTIL,lower,0.523055555555535,0.652511111111076,-0.129455555555541,-0.13333011053027,-0.125581000580813,30,1,1
n5-stressed-bg30,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,MEAN_TRUE_AOI,lower,0.148012529942878,0.115583563663165,0.0324289662797126,0.0288997126131342,0.0359582199462911,30,1,0
n5-stressed-bg30,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,MEAN_NODE_GOODPUT_HZ,higher,7.62333333333333,9.48666666666667,-1.86333333333333,-1.9552270726484,-1.77143959401826,30,1,0
n5-stressed-bg30,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,MIN_NODE_GOODPUT_HZ,higher,6.06111111111111,6.66944444444444,-0.608333333333333,-0.777224295274471,-0.439442371392195,30,1,0
n5-stressed-bg30,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,MAX_STARVATION_SEC,lower,0.7126,0.566933333333333,0.145666666666667,0.0891004214118369,0.202232911921497,30,1,0
n10-moderate-bg0,access-scheduling,collision-free-tdma-piggyback,frame-piggyback,RMSE,lower,0.0794311956023863,0.207974359428861,-0.128543163826475,-0.132705412009455,-0.124380915643495,30,1,1
n10-moderate-bg0,access-scheduling,collision-free-tdma-piggyback,frame-piggyback,OFFERED_UTIL,lower,0.465433333333319,0.455044444444431,0.0103888888888878,0.00525607103100703,0.0155217067467686,30,1,0
n10-moderate-bg0,access-scheduling,collision-free-tdma-piggyback,frame-piggyback,MEAN_TRUE_AOI,lower,0.0697398720682302,0.204433862433863,-0.134693990365632,-0.139623862555489,-0.129764118175776,30,1,1
n10-moderate-bg0,access-scheduling,collision-free-tdma-piggyback,frame-piggyback,MEAN_NODE_GOODPUT_HZ,higher,11.3527777777778,5.26,6.09277777777778,6.02255409323149,6.16300146232407,30,1,1
n10-moderate-bg0,access-scheduling,collision-free-tdma-piggyback,frame-piggyback,MIN_NODE_GOODPUT_HZ,higher,9.42222222222222,4.38611111111111,5.03611111111111,4.88199502841114,5.19022719381108,30,1,1
n10-moderate-bg0,access-scheduling,collision-free-tdma-piggyback,frame-piggyback,MAX_STARVATION_SEC,lower,0.267233333333333,1.0952,-0.827966666666667,-0.886371878364089,-0.769561454969244,30,1,1
n10-moderate-bg0,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,RMSE,lower,0.0785846664865235,0.0794311956023863,-0.000846529115862694,-0.00116434257995717,-0.000528715651768219,30,1,1
n10-moderate-bg0,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,OFFERED_UTIL,lower,0.465011111111097,0.465433333333319,-0.000422222222222094,-0.0021459611284974,0.00130151668405321,30,1,0
n10-moderate-bg0,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,MEAN_TRUE_AOI,lower,0.0685229408512989,0.0697398720682302,-0.00121693121693122,-0.00162574683688511,-0.000808115596977335,30,1,1
n10-moderate-bg0,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,MEAN_NODE_GOODPUT_HZ,higher,11.3422222222222,11.3527777777778,-0.0105555555555566,-0.0450316508198724,0.0239205397087593,30,1,0
n10-moderate-bg0,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,MIN_NODE_GOODPUT_HZ,higher,8.99722222222222,9.42222222222222,-0.425,-0.565200067915431,-0.284799932084569,30,1,0
n10-moderate-bg0,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,MAX_STARVATION_SEC,lower,0.2792,0.267233333333333,0.0119666666666667,-0.00910315437980693,0.0330364877131404,30,1,0
n10-moderate-bg0,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,RMSE,lower,0.0790136585932597,0.0794311956023863,-0.000417537009126587,-0.000709668498007232,-0.000125405520245941,30,1,1
n10-moderate-bg0,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,OFFERED_UTIL,lower,0.456688888888876,0.465433333333319,-0.00874444444444347,-0.0105622353328843,-0.00692665355600262,30,1,1
n10-moderate-bg0,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,MEAN_TRUE_AOI,lower,0.0691526494511568,0.0697398720682302,-0.000587222617073381,-0.000952735182480385,-0.000221710051666377,30,1,1
n10-moderate-bg0,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,MEAN_NODE_GOODPUT_HZ,higher,11.1327777777778,11.3527777777778,-0.219999999999996,-0.256146581300509,-0.183853418699483,30,1,0
n10-moderate-bg0,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,MIN_NODE_GOODPUT_HZ,higher,9.19166666666667,9.42222222222222,-0.230555555555556,-0.368434269877532,-0.0926768412335793,30,1,0
n10-moderate-bg0,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,MAX_STARVATION_SEC,lower,0.254766666666667,0.267233333333333,-0.0124666666666663,-0.0315109434871891,0.00657761015385644,30,1,0
n10-moderate-bg0,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,RMSE,lower,0.0790136585932597,0.0785846664865235,0.000428992106736107,0.000127730644761768,0.000730253568710447,30,1,0
n10-moderate-bg0,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,OFFERED_UTIL,lower,0.456688888888876,0.465011111111097,-0.00832222222222137,-0.00969448949094315,-0.0069499549534996,30,1,1
n10-moderate-bg0,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,MEAN_TRUE_AOI,lower,0.0691526494511568,0.0685229408512989,0.000629708599857843,0.000257955051603044,0.00100146214811264,30,1,0
n10-moderate-bg0,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,MEAN_NODE_GOODPUT_HZ,higher,11.1327777777778,11.3422222222222,-0.20944444444444,-0.246987782869076,-0.171901106019804,30,1,0
n10-moderate-bg0,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,MIN_NODE_GOODPUT_HZ,higher,9.19166666666667,8.99722222222222,0.194444444444445,0.0535356809904448,0.335353207898444,30,1,1
n10-moderate-bg0,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,MAX_STARVATION_SEC,lower,0.254766666666667,0.2792,-0.0244333333333331,-0.0452069763798231,-0.00365969028684306,30,1,1
n10-moderate-bg0,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,RMSE,lower,0.0782852041368575,0.0785846664865235,-0.000299462349666066,-0.000660769651691485,6.18449523593534e-05,30,1,0
n10-moderate-bg0,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,OFFERED_UTIL,lower,0.499999999999982,0.465011111111097,0.0349888888888851,0.033696825287971,0.0362809524897993,30,1,0
n10-moderate-bg0,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,MEAN_TRUE_AOI,lower,0.0674936428966279,0.0685229408512989,-0.00102929795467104,-0.00144707053651956,-0.000611525372822521,30,1,1
n10-moderate-bg0,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,MEAN_NODE_GOODPUT_HZ,higher,12.1905555555556,11.3422222222222,0.84833333333333,0.813852718857611,0.882813947809049,30,1,1
n10-moderate-bg0,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,MIN_NODE_GOODPUT_HZ,higher,11.2083333333333,8.99722222222222,2.21111111111112,2.06963480055301,2.35258742166922,30,1,1
n10-moderate-bg0,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,MAX_STARVATION_SEC,lower,0.256,0.2792,-0.0232000000000001,-0.0452475201513026,-0.00115247984869761,30,1,1
n10-moderate-bg0,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,RMSE,lower,0.0782852041368575,0.0790136585932597,-0.000728454456402173,-0.00104063056979075,-0.000416278343013596,30,1,1
n10-moderate-bg0,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,OFFERED_UTIL,lower,0.499999999999982,0.456688888888876,0.0433111111111065,0.0422434219421694,0.0443788002800437,30,1,0
n10-moderate-bg0,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,MEAN_TRUE_AOI,lower,0.0674936428966279,0.0691526494511568,-0.00165900655452888,-0.00208798153470156,-0.0012300315743562,30,1,1
n10-moderate-bg0,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,MEAN_NODE_GOODPUT_HZ,higher,12.1905555555556,11.1327777777778,1.05777777777777,1.02514248814963,1.09041306740591,30,1,1
n10-moderate-bg0,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,MIN_NODE_GOODPUT_HZ,higher,11.2083333333333,9.19166666666667,2.01666666666667,1.90272978365301,2.13060354968034,30,1,1
n10-moderate-bg0,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,MAX_STARVATION_SEC,lower,0.256,0.254766666666667,0.00123333333333296,-0.0220255238533108,0.0244921905199767,30,1,0
n10-stressed-bg0,access-scheduling,collision-free-tdma-piggyback,frame-piggyback,RMSE,lower,0.0932264635266711,0.260913249957041,-0.16768678643037,-0.173247235180955,-0.162126337679785,30,1,1
n10-stressed-bg0,access-scheduling,collision-free-tdma-piggyback,frame-piggyback,OFFERED_UTIL,lower,0.559166666666642,0.457699999999987,0.101466666666655,0.0959459737667096,0.106987359566601,30,1,0
n10-stressed-bg0,access-scheduling,collision-free-tdma-piggyback,frame-piggyback,MEAN_TRUE_AOI,lower,0.0835391297480849,0.265395403932718,-0.181856274184633,-0.189143921687087,-0.174568626682178,30,1,1
n10-stressed-bg0,access-scheduling,collision-free-tdma-piggyback,frame-piggyback,MEAN_NODE_GOODPUT_HZ,higher,12.4144444444444,4.75972222222222,7.65472222222222,7.59963888653538,7.70980555790907,30,1,1
n10-stressed-bg0,access-scheduling,collision-free-tdma-piggyback,frame-piggyback,MIN_NODE_GOODPUT_HZ,higher,8.40277777777778,3.45555555555556,4.94722222222222,4.76404265246569,5.13040179197875,30,1,1
n10-stressed-bg0,access-scheduling,collision-free-tdma-piggyback,frame-piggyback,MAX_STARVATION_SEC,lower,0.392366666666667,1.2261,-0.833733333333333,-0.904327421732133,-0.763139244934534,30,1,1
n10-stressed-bg0,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,RMSE,lower,0.0923793052493327,0.0932264635266711,-0.000847158277338356,-0.00150922614412041,-0.000185090410556304,30,1,1
n10-stressed-bg0,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,OFFERED_UTIL,lower,0.560533333333309,0.559166666666642,0.0013666666666664,-0.000788290008705936,0.00352162334203874,30,1,0
n10-stressed-bg0,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,MEAN_TRUE_AOI,lower,0.0823517333965094,0.0835391297480849,-0.00118739635157547,-0.00178158438934313,-0.000593208313807811,30,1,1
n10-stressed-bg0,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,MEAN_NODE_GOODPUT_HZ,higher,12.455,12.4144444444444,0.0405555555555601,-0.00456515430017546,0.0856762654112956,30,1,0
n10-stressed-bg0,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,MIN_NODE_GOODPUT_HZ,higher,8.11944444444444,8.40277777777778,-0.283333333333333,-0.446687021266094,-0.119979645400572,30,1,0
n10-stressed-bg0,deficit-priority,oracle-deficit-maxweight-piggyback,collision-free-tdma-piggyback,MAX_STARVATION_SEC,lower,0.417866666666667,0.392366666666667,0.0255,-0.00365071847000088,0.0546507184700009,30,1,0
n10-stressed-bg0,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,RMSE,lower,0.0921049845937191,0.0932264635266711,-0.00112147893295193,-0.00172153759354044,-0.000521420272363425,30,1,1
n10-stressed-bg0,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,OFFERED_UTIL,lower,0.55504444444442,0.559166666666642,-0.00412222222222178,-0.00594465058943694,-0.00229979385500661,30,1,1
n10-stressed-bg0,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,MEAN_TRUE_AOI,lower,0.0822103766879885,0.0835391297480849,-0.00132875306009637,-0.00204766377103817,-0.00060984234915457,30,1,1
n10-stressed-bg0,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,MEAN_NODE_GOODPUT_HZ,higher,12.2875,12.4144444444444,-0.12694444444444,-0.173139774326899,-0.0807491145619811,30,1,0
n10-stressed-bg0,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,MIN_NODE_GOODPUT_HZ,higher,8.26666666666667,8.40277777777778,-0.13611111111111,-0.287781329245032,0.0155591070228116,30,1,0
n10-stressed-bg0,urgency-priority,oracle-urgency-maxweight-piggyback,collision-free-tdma-piggyback,MAX_STARVATION_SEC,lower,0.409333333333333,0.392366666666667,0.0169666666666667,-0.0169496985163703,0.0508830318497036,30,1,0
n10-stressed-bg0,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,RMSE,lower,0.0921049845937191,0.0923793052493327,-0.000274320655613575,-0.000844012677692875,0.000295371366465726,30,1,0
n10-stressed-bg0,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,OFFERED_UTIL,lower,0.55504444444442,0.560533333333309,-0.00548888888888818,-0.00823591381235219,-0.00274186396542416,30,1,1
n10-stressed-bg0,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,MEAN_TRUE_AOI,lower,0.0822103766879885,0.0823517333965094,-0.000141356708520899,-0.000922747953456686,0.000640034536414889,30,1,0
n10-stressed-bg0,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,MEAN_NODE_GOODPUT_HZ,higher,12.2875,12.455,-0.1675,-0.21954558738582,-0.11545441261418,30,1,0
n10-stressed-bg0,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,MIN_NODE_GOODPUT_HZ,higher,8.26666666666667,8.11944444444444,0.147222222222223,0.00718101228984155,0.287263432154604,30,1,1
n10-stressed-bg0,urgency-vs-deficit,oracle-urgency-maxweight-piggyback,oracle-deficit-maxweight-piggyback,MAX_STARVATION_SEC,lower,0.409333333333333,0.417866666666667,-0.00853333333333334,-0.0336453894487376,0.016578722782071,30,1,0
n10-stressed-bg0,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,RMSE,lower,0.102536229364419,0.0923793052493327,0.0101569241150868,0.00932694717885835,0.0109869010513152,30,1,0
n10-stressed-bg0,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,OFFERED_UTIL,lower,0.499999999999982,0.560533333333309,-0.0605333333333264,-0.0623805441162392,-0.0586861225504136,30,1,1
n10-stressed-bg0,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,MEAN_TRUE_AOI,lower,0.0934508410329304,0.0823517333965094,0.011099107636421,0.00990733399130002,0.0122908812815419,30,1,0
n10-stressed-bg0,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,MEAN_NODE_GOODPUT_HZ,higher,11.0425,12.455,-1.4125,-1.45481802088699,-1.37018197911301,30,1,0
n10-stressed-bg0,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,MIN_NODE_GOODPUT_HZ,higher,8.73055555555555,8.11944444444444,0.61111111111111,0.472110906621546,0.750111315600675,30,1,1
n10-stressed-bg0,periodic-frontier-vs-deficit,periodic-tdma-p12p5,oracle-deficit-maxweight-piggyback,MAX_STARVATION_SEC,lower,0.426666666666667,0.417866666666667,0.00879999999999983,-0.0217483082881557,0.0393483082881554,30,1,0
n10-stressed-bg0,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,RMSE,lower,0.102536229364419,0.0921049845937191,0.0104312447707003,0.00967011040635158,0.0111923791350491,30,1,0
n10-stressed-bg0,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,OFFERED_UTIL,lower,0.499999999999982,0.55504444444442,-0.0550444444444382,-0.0567976223874144,-0.0532912665014621,30,1,1
n10-stressed-bg0,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,MEAN_TRUE_AOI,lower,0.0934508410329304,0.0822103766879885,0.0112404643449419,0.0101641495868738,0.01231677910301,30,1,0
n10-stressed-bg0,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,MEAN_NODE_GOODPUT_HZ,higher,11.0425,12.2875,-1.245,-1.29142544308397,-1.19857455691603,30,1,0
n10-stressed-bg0,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,MIN_NODE_GOODPUT_HZ,higher,8.73055555555555,8.26666666666667,0.463888888888888,0.329940785792607,0.597836991985168,30,1,1
n10-stressed-bg0,periodic-frontier-vs-urgency,periodic-tdma-p12p5,oracle-urgency-maxweight-piggyback,MAX_STARVATION_SEC,lower,0.426666666666667,0.409333333333333,0.0173333333333332,-0.0161877466835158,0.0508544133501822,30,1,0
