arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,reliabilityCertificateHash,transactionHorizonFeasible,transactionFailureUpperBound,completionProbabilityLowerBound,prepareFailureUpperBound,evidenceFailureUpperBound,responseFailureUpperBound,commitFailureUpperBound,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,maxCommandPairRadialContraction,maxLeaderPairRadialContraction,maxOtherPairRadialContraction,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-iid20-emergency,closure,none,16094203,829957,16852052,16852052,0,1393695,610566,18745149050,51711508,657047899,139575178,139575178,1,1,3,1,4,1,1,48,56,1,1,1,21,1,1,4,0,0,0,4.29992352334093,0.299923523340933,1,0.943515430360122,1,0.943515430360122,1,13396,0.854325664406598,1,0.1951689006149,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.119265022041222,0.217008548982828,0.102042289784431,0.078469015771983,0.196494902813517,0.0645115233954183,1,1,326,1,1,1,21,21,5,6,34,8,0,0,0,0,0,0,0,1004,1004,244,244,123,123,4090,0.13088,0.13088,1,4.44089209850063e-16,0,0,0.143149067738928,0.145037799329224,1.02871802927089,0,0,1.47455999999999,0.13088,0.152899047619047
closure-response-blackout-emergency,closure,response-blackout,16094203,829957,16852052,16852052,0,1393695,610566,18497752558,50226807,656443602,139575178,139575178,1,1,3,1,4,1,1,48,56,1,1,1,21,0,0,0,4,0,0,4.29992352334093,0.299923523340933,1,0.923170548075758,1,0.923170548075758,1,13396,0.845809785529866,1,0.1951689006149,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.116226579268854,0.212329226057424,0.0971486730244717,0.0783388825867228,0.194536250671869,0.065313944020591,1,1,326,1,1,1,116,116,29,29,185,47,0,0,0,0,0,0,0,1012,1012,236,236,301,301,12672,0.405503999999999,0.405504,1,4.44089209850063e-16,0,0,0.14144684453247,0.143224461095874,1.03256764254624,0,0,1.47455999999999,0.405503999999999,0.179053714285713
closure-response-blackout-no-emergency,closure,response-blackout,16094203,829957,16852052,16852052,0,1393695,610566,18497752558,50226807,429620589,139575178,139575178,1,1,3,1,4,1,1,48,56,1,1,1,21,0,0,0,4,0,0,4.29992352334093,0.299923523340933,1,7.34083594460691,0,7.34083594460691,0,13396,6.45040280587022,0,-0.113614916082545,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.496832230467805,0.880382038815213,0.807491953906761,0.221412440985889,0.423840827744072,0.709544308645724,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,827,827,189,189,301,301,12672,0.405503999999999,0.405504,1,4.44089209850063e-16,0,0,0.36134799790317,0.373622588617588,0.773661749243956,0,0,1.11820799999999,0.405503999999999,0.145115428571428
closure-prepare-blackout-emergency,closure,prepare-blackout,16094203,829957,16852052,16852052,0,1393695,610566,18721231547,49664386,656799930,139575178,139575178,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.92319912349854,1,0.92319912349854,1,14018,0.845773237904274,1,0.158371255106327,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.119010286709021,0.212335798404664,0.0971543990476747,0.0773196028477923,0.194527844717983,0.0650813702944881,1,1,326,1,1,1,87,87,0,29,140,34,0,0,0,0,0,0,0,1008,1008,240,240,9,9,384,0.012288,0.012288,1,4.44089209850063e-16,0,0,0.13903402249893,0.153253303847247,1.05331753873426,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094203,829957,16852052,16852052,0,1393695,610566,18674814007,52256088,656606533,139575178,139575178,1,1,3,1,4,1,1,48,56,1,1,1,21,1,0,1,3,0,1,4.29992352334093,0.299923523340933,1,0.922891542554512,1,0.922891542554512,1,13396,0.845800268007961,1,0.1951689006149,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.115075368483074,0.212265054787538,0.0970712378577082,0.0785485283916438,0.194534061641831,0.0653719550543035,1,1,326,1,1,1,92,92,5,29,147,37,0,0,0,0,0,0,0,1013,1013,235,235,127,127,4202,0.134464,0.134464,1,4.44089209850063e-16,0,0,0.140674887638215,0.142403213434242,1.03014372596405,0,0,1.47455999999999,0.134464,0.15324038095238
closure-iid20-emergency,closure,none,16094204,221706,11900806,11900806,0,1619463,610566,18719770199,52191586,657078400,139580878,139580878,1,1,3,1,4,1,1,48,56,1,1,1,21,1,1,4,0,0,0,4.29992352334093,0.299923523340933,1,0.91542543746815,1,0.91542543746815,1,13396,0.859700243171254,1,0.177857829551529,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.119677257446479,0.210547850617675,0.0994774507242878,0.0827703774906177,0.197731055929388,0.0570043578232247,1,1,326,1,1,1,29,29,7,8,38,20,0,0,0,0,0,0,0,993,993,255,255,138,138,4788,0.153216,0.153216,1,1.11022302462516e-16,0,0,0.146184254954782,0.148250455137434,1.02392435027991,0,0,1.47455999999999,0.153216,0.155026285714285
closure-response-blackout-emergency,closure,response-blackout,16094204,221706,11900806,11900806,0,1619463,610566,18472373707,50374527,656675735,139580878,139580878,1,1,3,1,4,1,1,48,56,1,1,1,21,0,0,0,4,0,0,4.29992352334093,0.299923523340933,1,0.902992293578146,1,0.902992293578146,1,13396,0.856145789347539,1,0.169403872496802,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.1229618492227,0.207688227522974,0.0975052895217258,0.0822317057163306,0.196913531549934,0.056720308260541,1,1,326,1,1,1,116,116,29,29,175,57,0,0,0,0,0,0,0,988,988,260,260,304,304,12710,0.406719999999999,0.40672,1,1.11022302462516e-16,0,0,0.145186176547156,0.147191608386676,1.02521635160318,0,0,1.47455999999999,0.406719999999999,0.179169523809523
closure-response-blackout-no-emergency,closure,response-blackout,16094204,221706,11900806,11900806,0,1619463,610566,18472373707,50374527,430181291,139580878,139580878,1,1,3,1,4,1,1,48,56,1,1,1,21,0,0,0,4,0,0,4.29992352334093,0.299923523340933,1,7.7187268139993,0,7.7187268139993,0,13396,6.93767129544493,0,-0.168758266177375,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.532109198362484,0.926981313649873,0.849059949539923,0.231595536402851,0.431741519637417,0.763143842498943,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,813,813,203,203,304,304,12710,0.406719999999999,0.40672,1,1.11022302462516e-16,0,0,0.370520140871,0.383172889561308,0.801241733822625,0,0,1.11820799999999,0.406719999999999,0.145231238095237
closure-prepare-blackout-emergency,closure,prepare-blackout,16094204,221706,11900806,11900806,0,1619463,610566,18693801109,49664386,656989068,139580878,139580878,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.912117285082923,1,0.912117285082923,1,14018,0.856257527047259,1,0.152488337094106,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.115658220979131,0.209786975569072,0.0992612774846062,0.082672023918489,0.19693923122087,0.0555777808148241,1,1,326,1,1,1,87,87,0,29,129,45,0,0,0,0,0,0,0,978,978,270,270,9,9,384,0.012288,0.012288,1,1.11022302462516e-16,0,0,0.144088558271339,0.158700473707986,1.04881493754098,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094204,221706,11900806,11900806,0,1619463,610566,18650683904,52721811,657189264,139580878,139580878,1,1,3,1,4,1,1,48,56,1,1,1,21,1,0,1,3,0,1,4.29992352334093,0.299923523340933,1,0.897531446660588,1,0.897531446660588,1,13396,0.856158875646835,1,0.165831047429002,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.12236018071332,0.206432232731935,0.096514309234254,0.0824076543342629,0.196916541398772,0.0602931333283416,1,1,326,1,1,1,94,94,7,29,146,42,0,0,0,0,0,0,0,996,996,252,252,142,142,4900,0.1568,0.1568,1,1.11022302462516e-16,0,0,0.144378711000493,0.14633378645542,1.02019136901705,0,0,1.47455999999999,0.1568,0.155367619047618
closure-iid20-emergency,closure,none,16094205,1229074,13055557,13055557,0,1466236,610566,18745932597,52138058,657147038,139628378,139628378,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,1.01049999169005,0,1.01049999169005,0,13418,0.899026484530602,1,0.155949769041709,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.119158047831943,0.232414998088712,0.0914323289498534,0.0914889355675133,0.206776091442038,0.0681876644226795,1,1,326,1,1,1,27,27,6,8,46,8,0,0,0,0,0,0,0,973,973,275,275,128,128,4222,0.135104,0.135104,1,8.88178419700125e-16,0,0,0.149002357082771,0.150955692382142,1.02865926751547,0,0,1.47455999999999,0.135104,0.153301333333332
closure-response-blackout-emergency,closure,response-blackout,16094205,1229074,13055557,13055557,0,1466236,610566,18498536105,50642822,657154007,139628378,139628378,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,1.00835537669743,0,1.00835537669743,0,13418,0.897794125808545,1,0.155949769041709,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.121045094747818,0.231921736640408,0.0907463575324367,0.0925889296311249,0.206492648935965,0.0666368088914866,1,1,326,1,1,1,116,116,29,29,190,42,0,0,0,0,0,0,0,974,974,274,274,305,305,12786,0.409151999999999,0.409152,1,8.88178419700125e-16,0,0,0.146460462681245,0.148254019581373,1.03428928702294,0,0,1.47455999999999,0.409151999999999,0.179401142857142
closure-response-blackout-no-emergency,closure,response-blackout,16094205,1229074,13055557,13055557,0,1466236,610566,18498536105,50642822,430133063,139628378,139628378,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.39117049341998,0,7.39117049341998,0,13418,6.6222986277472,0,-0.140442191481479,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.48478882881368,0.888912403336148,0.813028754276197,0.27623122188486,0.441287036561006,0.728452849052192,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,784,784,232,232,305,305,12786,0.409151999999999,0.409152,1,8.88178419700125e-16,0,0,0.377247173000684,0.390130628897619,0.789739504849392,0,0,1.11820799999999,0.409151999999999,0.145462857142856
closure-prepare-blackout-emergency,closure,prepare-blackout,16094205,1229074,13055557,13055557,0,1466236,610566,18724197321,49664386,657162898,139628378,139628378,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,1.00866853130952,0,1.00866853130952,0,14018,0.897761827061001,1,0.156405472206366,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.120335101160003,0.23199376220119,0.090828545344606,0.0938472080502384,0.20648522022403,0.0662568513896473,1,1,326,1,1,1,87,87,0,29,143,31,0,0,0,0,0,0,0,972,972,276,276,9,9,384,0.012288,0.012288,1,0,0,0,0.144180020120126,0.157931586059402,1.04826662040396,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094205,1229074,13055557,13055557,0,1466236,610566,18681094787,52571930,656691672,139628378,139628378,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,1.00399587789492,0,1.00399587789492,0,13418,0.897806103297252,1,0.155949769041709,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.119913122734769,0.230919051915832,0.0898414354599971,0.0907864953782074,0.206495403758368,0.0654636318732651,1,1,326,1,1,1,93,93,6,29,155,31,0,0,0,0,0,0,0,982,982,266,266,131,131,4306,0.137792,0.137792,1,8.88178419700125e-16,0,0,0.145592491225618,0.147330016322704,1.03106584095316,0,0,1.47455999999999,0.137792,0.153557333333332
closure-iid20-emergency,closure,none,16094206,423025,16388446,16388446,0,1269513,610566,18718844307,51740937,656838623,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,21,1,1,4,0,0,0,4.29992352334093,0.299923523340933,1,0.957091965161868,1,0.957091965161868,1,13396,0.865058512275987,1,0.18142827037821,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.118494233433062,0.219236927041432,0.105280116167805,0.0769074762596038,0.198963457823477,0.0690183026306919,1,1,326,1,1,1,28,28,7,7,47,9,0,0,0,0,0,0,0,1005,1005,243,243,133,133,4666,0.149312,0.149312,1,0,0,0,0.143053062953736,0.145006399651898,1.02423212597297,0,0,1.47455999999999,0.149312,0.154654476190475
closure-response-blackout-emergency,closure,response-blackout,16094206,423025,16388446,16388446,0,1269513,610566,18471447815,50349307,656861323,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,21,0,0,0,4,0,0,4.29992352334093,0.299923523340933,1,0.94378312496903,1,0.94378312496903,1,13396,0.874990022239168,1,0.17316220857975,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.11881297207186,0.217070118742877,0.10321268050433,0.0756781716423958,0.201247705115009,0.0705393492411852,1,1,326,1,1,1,116,116,29,29,188,44,0,0,0,0,0,0,0,1004,1004,244,244,303,303,12704,0.406527999999999,0.406528,1,0,0,0,0.142920798720862,0.144866248060242,1.0341092039752,0,0,1.47455999999999,0.406527999999999,0.179151238095237
closure-response-blackout-no-emergency,closure,response-blackout,16094206,423025,16388446,16388446,0,1269513,610566,18471447815,50349307,429238682,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,21,0,0,0,4,0,0,4.29992352334093,0.299923523340933,1,7.42861963496559,0,7.42861963496559,0,13396,6.58236032604668,0,-0.126682032559149,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.492751097498642,0.897519761227164,0.817148159846215,0.243508676754003,0.428203547631634,0.724059635865135,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,816,816,200,200,303,303,12704,0.406527999999999,0.406528,1,0,0,0,0.375254678792036,0.388142280028449,0.799830133137524,0,0,1.11820799999999,0.406527999999999,0.145212952380952
closure-prepare-blackout-emergency,closure,prepare-blackout,16094206,423025,16388446,16388446,0,1269513,610566,18694420011,49664386,656257706,139592278,139592278,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.944235719977195,1,0.944235719977195,1,14018,0.875229471061547,1,0.154009375857182,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.118504295495842,0.217174215594755,0.103328155810614,0.0766603839531392,0.201302778344156,0.0704851249025356,1,1,326,1,1,1,87,87,0,29,145,29,0,0,0,0,0,0,0,1008,1008,240,240,9,9,384,0.012288,0.012288,1,0,0,0,0.139047245703907,0.152776653933081,1.06869018903872,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094206,423025,16388446,16388446,0,1269513,610566,18645575163,52379956,656906329,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,21,1,0,1,3,0,1,4.29992352334093,0.299923523340933,1,0.943533760062633,1,0.943533760062633,1,13396,0.874998344871501,1,0.170413198398131,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,0.117652469599546,0.217012764814406,0.103174571286851,0.0744527671390933,0.201249619320445,0.0706445448537285,1,1,326,1,1,1,94,94,7,29,150,38,0,0,0,0,0,0,0,1005,1005,243,243,138,138,4806,0.153792,0.153792,1,0,0,0,0.142637844605934,0.144565561232414,1.03105292991244,0,0,1.47455999999999,0.153792,0.155081142857142
