seed,variant,scenario,RMSE,MAXERR,MINEVAL,AOI,TXRATE,PDR,ACKUPDATE,ACKMISS,FORMFAIL,SAFEFAIL
9,A4 Full-ACK,Moderate,0.0969332480864389,0.123921952229796,0.479463535196921,0.157803511958825,11.1694444444444,0.803531459835862,3220,0,0,0
10,A4 Full-ACK,Moderate,0.0981863662649998,0.128132546369069,0.472626320033434,0.159383893430215,11.2444444444444,0.797924901185771,3224,0,0,0
11,A4 Full-ACK,Moderate,0.0978243248027712,0.12676284314565,0.474502130222264,0.158816227671813,11.2527777777778,0.797827696864972,3221,0,0,0
12,A4 Full-ACK,Moderate,0.0971887497254614,0.12595304641021,0.475208173637016,0.157808053284892,11.2333333333333,0.803659742828882,3241,0,0,0
13,A4 Full-ACK,Moderate,0.0975839956864568,0.128787395879803,0.478287367479644,0.15793672419013,11.1944444444444,0.800992555831265,3219,0,0,0
14,A4 Full-ACK,Moderate,0.0985673248689728,0.126791109784624,0.478102059319486,0.158716318498335,11.2361111111111,0.799505562422744,3226,0,0,0
15,A4 Full-ACK,Moderate,0.0970535209901626,0.125310135983226,0.478275373941067,0.157314562518922,11.1722222222222,0.804326205867728,3225,0,0,0
16,A4 Full-ACK,Moderate,0.0979386059628971,0.126068354176142,0.476496039193251,0.158127459884953,11.1944444444444,0.803473945409429,3231,0,0,0
17,A4 Full-ACK,Moderate,0.0975664068581773,0.127354656456833,0.47745994907616,0.158643657281259,11.1861111111111,0.803575862925255,3230,0,0,0
18,A4 Full-ACK,Moderate,0.0968523956201668,0.124341457424973,0.478724551544535,0.157064789585225,11.1527777777778,0.806724782067248,3229,0,0,0
19,A4 Full-ACK,Moderate,0.0975342362959236,0.126672218730253,0.47473453319062,0.158222827732364,11.2055555555556,0.80466038671294,3236,0,0,0
20,A4 Full-ACK,Moderate,0.0973588378746222,0.128425372299693,0.476308808222341,0.158135028761732,11.1805555555556,0.806211180124224,3237,0,0,0
1,A0 Periodic10,Stressed,0.146183632352995,0.194187977011827,0.412987472811454,0.237308507417499,10,0.588055555555556,0,0,1,0
2,A0 Periodic10,Stressed,0.149320814993038,0.225104521240992,0.410987405251431,0.2392612776264,10,0.6075,0,0,1,0
3,A0 Periodic10,Stressed,0.144836916266982,0.188356956718108,0.419332006008981,0.23557523463518,10,0.606111111111111,0,0,1,0
4,A0 Periodic10,Stressed,0.148445123120252,0.212701394967772,0.412145296557962,0.23949591280654,10,0.601111111111111,0,0,1,0
5,A0 Periodic10,Stressed,0.145833018128078,0.193350493645208,0.406666632355799,0.236226158038147,10,0.6025,0,0,1,0
6,A0 Periodic10,Stressed,0.147724318369453,0.202480792741248,0.402506572703924,0.240858310626703,10,0.591111111111111,0,0,1,0
7,A0 Periodic10,Stressed,0.143522053637664,0.190585206183326,0.423008606869343,0.233720859824402,10,0.603055555555556,0,0,1,0
8,A0 Periodic10,Stressed,0.146442195629291,0.197444952068634,0.424204845456604,0.237550711474417,10,0.598888888888889,0,0,1,0
9,A0 Periodic10,Stressed,0.145394008143577,0.222714072086739,0.392269217084368,0.232729336966394,10,0.609166666666667,0,0,1,0
10,A0 Periodic10,Stressed,0.140252916716286,0.185603915617633,0.421614182853999,0.228914623069936,10,0.6125,0,0,1,0
11,A0 Periodic10,Stressed,0.144757252195467,0.210378029989733,0.39158465810542,0.233183469573115,10,0.615555555555556,0,0,1,0
12,A0 Periodic10,Stressed,0.142530352256445,0.193302580577151,0.414597765560018,0.233978201634877,10,0.604444444444444,0,0,1,0
13,A0 Periodic10,Stressed,0.149054495708496,0.20345130065662,0.398449500315208,0.239442930669089,10,0.6025,0,0,1,0
14,A0 Periodic10,Stressed,0.146865816435008,0.208566516141478,0.426122009645166,0.237089009990917,10,0.608333333333333,0,0,1,0
15,A0 Periodic10,Stressed,0.150591418789555,0.216464492413133,0.400206119479749,0.242712685437481,10,0.592777777777778,0,0,1,0
16,A0 Periodic10,Stressed,0.146406398555306,0.194621169273228,0.420003090281258,0.234432334241599,10,0.604722222222222,0,0,1,0
17,A0 Periodic10,Stressed,0.145848615873959,0.190477514382225,0.41538020709297,0.235741749924311,10,0.608333333333333,0,0,1,0
18,A0 Periodic10,Stressed,0.143283751631196,0.193291684174255,0.413877357506892,0.235098395398123,10,0.603055555555556,0,0,1,0
19,A0 Periodic10,Stressed,0.144294268238027,0.190149158131804,0.424233461462638,0.241236754465637,10,0.598611111111111,0,0,1,0
20,A0 Periodic10,Stressed,0.148849046112676,0.207823653076457,0.415334635393502,0.240986981531941,10,0.582222222222222,0,0,1,0
1,A1 State-event,Stressed,0.271469308450655,0.429279460332023,0.272424285220025,0.441336663639116,4.19444444444444,0.58476821192053,0,0,1,0
2,A1 State-event,Stressed,0.245326634931183,0.380442232493517,0.32741795694067,0.406822585528307,4.21666666666667,0.618577075098814,0,0,1,0
3,A1 State-event,Stressed,0.241862211865647,0.351279209106246,0.276989377116658,0.41264910687254,4.22222222222222,0.607236842105263,0,0,1,0
4,A1 State-event,Stressed,0.256211554582708,0.374414718971396,0.271149603284209,0.412511353315168,4.20555555555556,0.611624834874505,0,0,1,0
5,A1 State-event,Stressed,0.247827988049211,0.375870358248714,0.266640460175,0.404371783227369,4.23333333333333,0.613517060367454,0,0,1,0
6,A1 State-event,Stressed,0.259387708682486,0.396199619383731,0.318462605411415,0.436575840145323,4.21666666666667,0.595520421607378,0,0,1,0
7,A1 State-event,Stressed,0.255115211355859,0.359798818815409,0.284924273795452,0.419709355131699,4.2,0.602513227513227,0,0,1,0
8,A1 State-event,Stressed,0.243891065432293,0.346576806659294,0.308109342733555,0.421114138661823,4.23333333333333,0.606299212598425,0,0,1,0
9,A1 State-event,Stressed,0.258895434109443,0.418104301246906,0.277088778633856,0.442387223735998,4.20555555555556,0.587186261558785,0,0,1,0
10,A1 State-event,Stressed,0.248736883861105,0.37445058309973,0.255340495275048,0.408577051165607,4.22777777777778,0.608409986859396,0,0,1,0
11,A1 State-event,Stressed,0.267956251018245,0.393655902388131,0.277874384425267,0.43454889494399,4.2,0.60978835978836,0,0,1,0
12,A1 State-event,Stressed,0.253895922173938,0.398517615823575,0.328255600257994,0.412570390554042,4.21666666666667,0.620553359683794,0,0,1,0
13,A1 State-event,Stressed,0.253399757743533,0.407736428121435,0.304110809612484,0.42717680896155,4.21111111111111,0.607519788918206,0,0,1,0
14,A1 State-event,Stressed,0.251133514857455,0.358339865006574,0.308214540954816,0.419742658189525,4.21666666666667,0.606719367588933,0,0,1,0
15,A1 State-event,Stressed,0.264552861392718,0.383243392038675,0.271165295213826,0.465990009082652,4.18888888888889,0.584880636604775,0,0,1,0
16,A1 State-event,Stressed,0.251897003292903,0.359052027117618,0.261432200825029,0.426280653950953,4.20555555555556,0.601717305151915,0,0,1,0
17,A1 State-event,Stressed,0.260304115367383,0.418126740253886,0.275154103005548,0.428958522555252,4.21111111111111,0.602902374670185,0,0,1,0
18,A1 State-event,Stressed,0.250832059558843,0.409421127268018,0.276028083351572,0.411902815622162,4.21666666666667,0.606060606060606,0,0,1,0
19,A1 State-event,Stressed,0.251644064849766,0.346710760474068,0.318992258344081,0.432929155313351,4.18888888888889,0.606100795755968,0,0,1,0
20,A1 State-event,Stressed,0.26495967589672,0.384180235300136,0.284118267618979,0.436606115652437,4.2,0.578703703703704,0,0,1,0
1,A2 AoI-fixed,Stressed,0.173450297388869,0.237716774485516,0.387911271394369,0.281260974871329,7.53888888888889,0.589904200442152,0,0,1,0
2,A2 AoI-fixed,Stressed,0.17224475425698,0.236970399288148,0.388656394739896,0.284274901604602,7.54444444444444,0.607142857142857,0,0,1,0
3,A2 AoI-fixed,Stressed,0.169027268896493,0.235204265355091,0.387110485849787,0.279671510747805,7.56666666666667,0.602055800293686,0,0,1,0
4,A2 AoI-fixed,Stressed,0.171025729512301,0.231428605810456,0.393869045392486,0.282323645171057,7.58333333333333,0.597802197802198,0,0,1,0
5,A2 AoI-fixed,Stressed,0.170717095421793,0.232207407575246,0.374761697964648,0.276598546775658,7.53333333333333,0.605825958702065,0,0,1,0
6,A2 AoI-fixed,Stressed,0.173356082901167,0.23271868779244,0.381063644896802,0.290211928549803,7.53333333333333,0.583702064896755,0,0,1,0
7,A2 AoI-fixed,Stressed,0.170153217704528,0.223474131699153,0.377601984265421,0.279053890402664,7.56111111111111,0.599926524614254,0,0,1,0
8,A2 AoI-fixed,Stressed,0.174296846494493,0.253072910951277,0.360821258652075,0.285057523463518,7.54444444444444,0.593519882179676,0,0,1,0
9,A2 AoI-fixed,Stressed,0.171364062700387,0.239115555886494,0.373774939781884,0.277633969118983,7.58888888888889,0.603587115666179,0,0,1,0
10,A2 AoI-fixed,Stressed,0.168464397135507,0.24951753573377,0.357335333008893,0.269591280653951,7.56111111111111,0.614988978692138,0,0,1,0
11,A2 AoI-fixed,Stressed,0.167780662931471,0.240370634446164,0.382638304251622,0.27785498032092,7.55,0.615158204562178,0,0,1,0
12,A2 AoI-fixed,Stressed,0.174396307493365,0.241389114678786,0.393469072505141,0.280547986678777,7.56666666666667,0.60352422907489,0,0,1,0
13,A2 AoI-fixed,Stressed,0.171630909616342,0.235053216081978,0.393416517659844,0.283857099606418,7.53333333333333,0.603244837758112,0,0,1,0
14,A2 AoI-fixed,Stressed,0.170911444139223,0.236904104237549,0.38234586172376,0.28087344838026,7.54444444444444,0.606038291605302,0,0,1,0
15,A2 AoI-fixed,Stressed,0.168557985185697,0.246613181614253,0.394799875040177,0.279654859218892,7.53333333333333,0.600294985250738,0,0,1,0
16,A2 AoI-fixed,Stressed,0.169189513217842,0.24140449101607,0.362901398769756,0.27478353012413,7.55555555555556,0.60625,0,0,1,0
17,A2 AoI-fixed,Stressed,0.168810247577342,0.235798691603164,0.367082651286237,0.278244020587345,7.55555555555556,0.615441176470588,0,0,1,0
18,A2 AoI-fixed,Stressed,0.170203114117769,0.223561501786181,0.389215860034083,0.278646684831971,7.56666666666667,0.602790014684288,0,0,1,0
19,A2 AoI-fixed,Stressed,0.171419568020448,0.245040541084799,0.387156263769981,0.285488949439903,7.51111111111111,0.599852071005917,0,0,1,0
20,A2 AoI-fixed,Stressed,0.175043603290773,0.23804110889081,0.365418123934032,0.284703300030276,7.53333333333333,0.578908554572271,0,0,1,0
1,A3 AoI-adaptive,Stressed,0.154256883438915,0.20952433158672,0.393111063335969,0.250879503481683,8.95555555555556,0.589330024813896,0,0,1,0
2,A3 AoI-adaptive,Stressed,0.155017778761565,0.214368747886337,0.40227165133039,0.252505298213745,8.94166666666667,0.605778191985089,0,0,1,0
3,A3 AoI-adaptive,Stressed,0.153809178885711,0.218495633953619,0.381564899559134,0.249288525582803,8.95,0.602110490378647,0,0,1,0
4,A3 AoI-adaptive,Stressed,0.154762795554513,0.215948478645686,0.415735143047049,0.25066757493188,8.95,0.5983860955928,0,0,1,0
5,A3 AoI-adaptive,Stressed,0.152963610380144,0.209425276243154,0.397785029065968,0.24851195882531,8.95555555555556,0.600496277915633,0,0,1,0
6,A3 AoI-adaptive,Stressed,0.160902215852623,0.218506763120174,0.400437376733937,0.254942476536482,8.93888888888889,0.588564325668117,0,0,1,0
7,A3 AoI-adaptive,Stressed,0.153505717299711,0.208202744328708,0.394617331224375,0.24811080835604,8.975,0.601361807489941,0,0,1,0
8,A3 AoI-adaptive,Stressed,0.157985666861725,0.226567475895628,0.39474606325932,0.251011201937632,8.95277777777778,0.597890164443065,0,0,1,0
9,A3 AoI-adaptive,Stressed,0.153083018527831,0.203647670717362,0.401714055804622,0.247626400242204,8.96388888888889,0.609234583204214,0,0,1,0
10,A3 AoI-adaptive,Stressed,0.151889212481194,0.225321012453552,0.396924949561122,0.244447471995155,8.95555555555556,0.614764267990074,0,0,1,0
11,A3 AoI-adaptive,Stressed,0.151981995541527,0.209774121174341,0.392516566246612,0.247373599757795,8.95277777777778,0.619609059882097,0,0,1,0
12,A3 AoI-adaptive,Stressed,0.154025001494005,0.206724558053133,0.399700103662054,0.249517105661519,8.95833333333333,0.602790697674419,0,0,1,0
13,A3 AoI-adaptive,Stressed,0.157628338063014,0.245770710556802,0.362018306359484,0.254203754162882,8.94444444444444,0.604347826086957,0,0,1,0
14,A3 AoI-adaptive,Stressed,0.157459051239797,0.216630558654373,0.41129455611065,0.256506206478958,8.93333333333333,0.603233830845771,0,0,1,0
15,A3 AoI-adaptive,Stressed,0.158712873382877,0.222566791387861,0.384150823581673,0.25731153496821,8.93333333333333,0.593283582089552,0,0,1,0
16,A3 AoI-adaptive,Stressed,0.157271279511576,0.221642219136718,0.396285248316022,0.247829246139873,8.95,0.606145251396648,0,0,1,0
17,A3 AoI-adaptive,Stressed,0.152145102186207,0.218559060634374,0.38145734061471,0.25094459582198,8.93888888888889,0.612802983219391,0,0,1,0
18,A3 AoI-adaptive,Stressed,0.153239200303089,0.218321085351506,0.389475616398618,0.251099000908265,8.95,0.603351955307263,0,0,1,0
19,A3 AoI-adaptive,Stressed,0.159375901279951,0.2443292453061,0.38904198777231,0.255081743869209,8.94444444444444,0.600931677018633,0,0,1,0
20,A3 AoI-adaptive,Stressed,0.162430455620206,0.221521945518983,0.379292575331784,0.257388737511353,8.94722222222222,0.581806892269481,0,0,1,0
1,A4 Full-ACK,Stressed,0.132212946743957,0.170658915772004,0.436056937517732,0.213961550105964,15.9472222222222,0.583870405852639,3339,0,1,0
2,A4 Full-ACK,Stressed,0.131010037924849,0.168297382112557,0.433900403018058,0.212482591583409,15.7611111111111,0.603983080719069,3412,0,1,0
3,A4 Full-ACK,Stressed,0.1305420904161,0.168943685315159,0.438025484385967,0.212093551316984,15.8388888888889,0.597509645738337,3398,0,1,0
4,A4 Full-ACK,Stressed,0.131605134462605,0.172195708986424,0.430789612528165,0.212644565546472,15.8222222222222,0.602001404494382,3415,0,1,0
5,A4 Full-ACK,Stressed,0.132004225254221,0.169376132229599,0.433380459109784,0.213919164396003,15.8333333333333,0.593684210526316,3376,0,1,0
6,A4 Full-ACK,Stressed,0.12963291518521,0.170078092066402,0.430556772859126,0.210747805025734,15.7166666666667,0.598091198303287,3373,0,1,0
7,A4 Full-ACK,Stressed,0.130962821390759,0.168796059517933,0.434191855501159,0.212246442627914,15.7277777777778,0.601200989049806,3393,0,1,0
8,A4 Full-ACK,Stressed,0.130496488569874,0.171159138561156,0.430463620495908,0.210831062670299,15.7805555555556,0.60130258757261,3410,0,1,0
9,A4 Full-ACK,Stressed,0.12982246786257,0.168423329762701,0.433099435742156,0.210973357553739,15.6944444444444,0.606194690265487,3413,0,1,0
10,A4 Full-ACK,Stressed,0.130132267350449,0.171014593512399,0.434501106665992,0.212346351801392,15.6805555555556,0.604428697962799,3404,0,1,0
11,A4 Full-ACK,Stressed,0.131254358100315,0.171031203955438,0.431383768422363,0.212303966091432,15.7361111111111,0.608296557811121,3434,0,1,0
12,A4 Full-ACK,Stressed,0.129210661489028,0.167639597771613,0.433186595322082,0.209880411746896,15.6472222222222,0.613882478253151,3444,0,1,0
13,A4 Full-ACK,Stressed,0.130209394028388,0.168466726637196,0.433507773941551,0.212848925219497,15.8055555555556,0.603339191564148,3418,0,1,0
14,A4 Full-ACK,Stressed,0.130462524943205,0.170346599186704,0.431661742165002,0.212090523766273,15.8583333333333,0.602557365563146,3434,0,1,0
15,A4 Full-ACK,Stressed,0.130037553222623,0.167219077378628,0.436883416297647,0.211799878897971,15.7055555555556,0.597983728333923,3371,0,1,0
16,A4 Full-ACK,Stressed,0.130345670983075,0.167346399990608,0.433179045114428,0.21165455646382,15.5527777777778,0.608322914806215,3400,0,1,0
17,A4 Full-ACK,Stressed,0.12991642964402,0.172719271281283,0.439305394074387,0.210747805025734,15.6333333333333,0.609808102345416,3421,0,1,0
18,A4 Full-ACK,Stressed,0.131096625079667,0.174426781128633,0.435175787106424,0.212555252800484,15.8583333333333,0.59870380101594,3403,0,1,0
19,A4 Full-ACK,Stressed,0.130820144323532,0.174166813496963,0.43633505354561,0.211875567665758,15.8888888888889,0.602622377622378,3432,0,1,0
20,A4 Full-ACK,Stressed,0.130404851339187,0.17046445872556,0.433809882235738,0.211534968210717,15.7666666666667,0.591613812544045,3347,0,1,0
