arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,kernelVersionHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,reliabilityCertificateHash,transactionHorizonFeasible,transactionFailureUpperBound,completionProbabilityLowerBound,prepareFailureUpperBound,evidenceFailureUpperBound,responseFailureUpperBound,commitFailureUpperBound,kernelActualSubsetOld,kernelActualSubsetUnion,kernelFinalColoringProper,prematureActivationFrames,controlAttemptBoundRatio,controlByteBoundRatio,prepareAttempts,quietAttempts,claimAttempts,responseAttempts,commitAttempts,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,maxCommandPairRadialContraction,maxLeaderPairRadialContraction,maxOtherPairRadialContraction,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-commit-blackout-emergency,closure,commit-blackout,16094305,1174897,15743904,15743904,0,753461,610566,18705714660,51896383,46949,656603018,139635978,139635978,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,1.10968977818331,0,1.10968977818331,0,13418,0.824046994259399,1,0.188940245060836,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.455089820359281,0.405898671338882,2,3,28,23,6,0.162350693864271,0.214853844350709,0.122065875600164,0.0554885357972299,0.189530808679662,0.0674009347019187,1,1,326,1,1,1,95,95,10,29,147,43,0,0,0,0,0,0,0,975,975,273,273,152,152,5560,0.17792,0.17792,1,1.11022302462516e-16,0,0,0.149173961668534,0.151450779851784,1.02402066738559,0,0,1.47455999999999,0.17792,0.157379047619047
periodic-iid20,periodic,none,16094306,1348140,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.116496755200259,0.117130162687648,1.05151372947293,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094306,1348140,13840166,13840166,0,1430470,610566,18716290950,51935128,46949,656966767,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.915627257289797,1,0.915627257289797,1,13418,0.872621343642675,1,0.194179867808397,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.392215568862275,0.325156957220032,2,3,16,18,2,0.119998781443037,0.210594269176653,0.0932934002302625,0.0837144950390578,0.200702909037815,0.0603819748193433,1,1,326,1,1,1,26,26,6,7,43,9,0,0,0,0,0,0,0,1018,1018,230,230,131,131,4454,0.142528,0.142528,1,4.44089209850063e-16,0,0,0.143077861800874,0.145513495504636,1.02702927219724,0,0,1.47455999999999,0.142528,0.15400838095238
closure-response-blackout-emergency,closure,response-blackout,16094306,1348140,13840166,13840166,0,1430470,610566,18468894458,50444707,46949,657579560,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.923171704901656,1,0.923171704901656,1,13418,0.87148964083782,1,0.19892363621515,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.929770769455395,2,3,60,148,0,0.119542508917017,0.212329492127381,0.0938363222367529,0.0813448826634739,0.200442617392699,0.0595237532374318,1,1,326,1,1,1,113,113,28,29,179,47,0,0,0,0,0,0,0,1011,1011,237,237,303,303,12736,0.407551999999999,0.407552,1,8.88178419700125e-16,0,0,0.143174701065298,0.145615396553437,1.03047820614729,0,0,1.47455999999999,0.407551999999999,0.179248761904761
closure-response-blackout-no-emergency,closure,response-blackout,16094306,1348140,13840166,13840166,0,1430470,610566,18468894458,50444707,46949,434674303,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.44269499009655,0,7.44269499009655,0,13418,6.53431392796738,0,-0.115724452019456,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.929770769455395,2,3,60,148,0,0.501196637049668,0.870046834691989,0.81869644891062,0.228830858015749,0.415911348710355,0.718774532076412,0,0,326,0,0,1,113,0,0,0,0,0,0,0,0,0,0,0,0,832,832,190,190,303,303,12736,0.407551999999999,0.407552,1,8.88178419700125e-16,0,0,0.356340197622437,0.368655583922528,0.770554382464972,0,0,1.12742399999999,0.407551999999999,0.14618819047619
closure-prepare-blackout-emergency,closure,prepare-blackout,16094306,1348140,13840166,13840166,0,1430470,610566,18691073474,49655662,46949,656766597,139594178,139594178,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.920629907718162,1,0.920629907718162,1,14018,0.871418545186673,1,0.151445608307366,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.119132454971984,0.211744878775177,0.0933454530098924,0.0809686694947245,0.200426265392935,0.0596134661101528,1,1,326,1,1,1,85,85,0,29,135,35,0,0,0,0,0,0,0,1015,1015,233,233,9,9,384,0.012288,0.012288,1,4.44089209850063e-16,0,0,0.139565027476526,0.153775006490397,1.06113439007231,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094306,1348140,13840166,13840166,0,1430470,610566,18645324556,52469181,46949,656756856,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.922966049305253,1,0.922966049305253,1,13418,0.871458971773622,1,0.19892363621515,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.404191616766467,0.333333333333333,2,3,16,18,6,0.120605549420659,0.212282191340208,0.0936699804855371,0.0859822065249356,0.200435563507933,0.0595459572644819,1,1,326,1,1,1,91,91,7,28,142,40,0,0,0,0,0,0,0,1007,1007,241,241,135,135,4566,0.146112,0.146112,1,4.44089209850063e-16,0,0,0.143770996918248,0.146247254053487,1.03113198782797,0,0,1.47455999999999,0.146112,0.154349714285713
periodic-iid20,periodic,none,16094307,1327026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.108221590797215,0.10862651565363,1.05532075091976,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094307,1327026,13509514,13509514,0,1696968,610566,18705554843,51696801,46949,657375394,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,1.13544995613753,0,1.13544995613753,0,13418,0.845156179974558,1,0.200433463234514,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.37125748502994,0.299751788582275,2,3,12,16,1,0.128005861049476,0.238628672729652,0.124899495175128,0.0935580496318644,0.194385921394148,0.0664677994898328,1,1,326,1,1,1,23,23,5,6,42,4,0,0,0,0,0,0,0,999,999,249,249,124,124,4106,0.131392,0.131392,1,8.88178419700125e-16,0,0,0.142641039499376,0.144958367508766,1.03555082841346,0,0,1.47455999999999,0.131392,0.152947809523809
closure-response-blackout-emergency,closure,response-blackout,16094307,1327026,13509514,13509514,0,1696968,610566,18458158351,50345149,46949,656619968,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,1.04966021257052,0,1.04966021257052,0,13418,0.8383029430092,1,0.200433463234514,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.927580668710761,2,3,60,148,0,0.126982368241723,0.232232010399369,0.115462623382757,0.0913244421632313,0.192809676892116,0.0689551802680213,1,1,326,1,1,1,115,115,28,29,186,44,0,0,0,0,0,0,0,1000,1000,248,248,303,303,12706,0.406591999999999,0.406592,1,8.88178419700125e-16,0,0,0.141348646508335,0.143602756227326,1.04665848016231,0,0,1.47455999999999,0.406591999999999,0.179157333333332
closure-response-blackout-no-emergency,closure,response-blackout,16094307,1327026,13509514,13509514,0,1696968,610566,18458158351,50345149,46949,431197095,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.29346879943558,0,7.29346879943558,0,13418,6.36414365362246,0,-0.111981851396517,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.927580668710761,2,3,60,148,0,0.459696279741104,0.86408965603928,0.802281567937914,0.2585907170817,0.423330362579987,0.700055801898471,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,814,814,204,204,303,303,12706,0.406591999999999,0.406592,1,8.88178419700125e-16,0,0,0.360897868603957,0.373401413811837,0.766809833384995,0,0,1.12127999999999,0.406591999999999,0.145511619047618
closure-prepare-blackout-emergency,closure,prepare-blackout,16094307,1327026,13509514,13509514,0,1696968,610566,18679700631,49660120,46949,657616134,139592278,139592278,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,1.05716509505129,0,1.05716509505129,0,14018,0.838311673867064,1,0.166726037063842,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.126018702708589,0.232523925209929,0.116288160455641,0.0907027882817142,0.192811684989425,0.0683191043955613,1,1,326,1,1,1,86,86,0,29,141,31,0,0,0,0,0,0,0,1004,1004,244,244,9,9,384,0.012288,0.012288,1,1.11022302462516e-16,0,0,0.138387919802771,0.15237134313549,1.04512469306668,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094307,1327026,13509514,13509514,0,1696968,610566,18626992275,52341085,46949,657316692,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,1.05512712479002,0,1.05512712479002,0,13418,0.838318344139647,1,0.200433463234514,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.38622754491018,0.309972258723901,2,3,12,16,6,0.127011569280021,0.232570796769912,0.116063983726903,0.0918528814987136,0.192813219152119,0.0689078391618834,1,1,326,1,1,1,92,92,6,29,145,39,0,0,0,0,0,0,0,998,998,250,250,129,129,4246,0.135872,0.135872,1,8.88178419700125e-16,0,0,0.141930061493667,0.144218772267422,1.04435622170801,0,0,1.47455999999999,0.135872,0.153374476190475
periodic-iid20,periodic,none,16094308,717034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.109485956113386,0.109789305739771,1.06485548903079,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094308,717034,14488894,14488894,0,1124477,610566,18707897259,51946008,46949,656366608,139597978,139597978,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.910323845265448,1,0.910323845265448,1,13418,0.907531388876482,1,0.180420207815828,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.377245508982036,0.304716016936779,2,5,12,16,1,0.137349025035957,0.209374484411053,0.0793565913395924,0.0740320336166151,0.208732219441591,0.0653307682693747,1,1,326,1,1,1,24,24,6,6,38,10,0,0,0,0,0,0,0,983,983,265,265,126,126,4174,0.133568,0.133568,1,8.88178419700125e-16,0,0,0.151559091038418,0.154372120077352,1.02920236403029,0,0,1.47455999999999,0.133568,0.153155047619047
closure-response-blackout-emergency,closure,response-blackout,16094308,717034,14488894,14488894,0,1124477,610566,18460500767,50499981,46949,656076025,139597978,139597978,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.91260439458375,1,0.91260439458375,1,13418,0.909769895139867,1,0.17352919467114,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.930646809753249,2,5,60,147,0,0.137411474962623,0.209899010754262,0.0799777613790649,0.0681638490921723,0.209247075882169,0.0634156833996959,1,1,326,1,1,1,116,116,29,29,181,51,0,0,0,0,0,0,0,984,984,264,264,304,304,12748,0.407935999999999,0.407936,1,8.88178419700125e-16,0,0,0.150346139190713,0.153092323032849,1.02841333033723,0,0,1.47455999999999,0.407935999999999,0.179285333333332
closure-response-blackout-no-emergency,closure,response-blackout,16094308,717034,14488894,14488894,0,1124477,610566,18460500767,50499981,46949,429249986,139597978,139597978,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.38022810189407,0,7.38022810189407,0,13418,6.57938844039345,0,-0.132024194864744,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.930646809753249,2,5,60,147,0,0.494777870275967,0.875924147296361,0.811825091208348,0.239970111826227,0.425026516140057,0.723732728443279,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,803,803,213,213,304,304,12748,0.407935999999999,0.407936,1,8.88178419700125e-16,0,0,0.372379880553074,0.385312901149823,0.787111973952787,0,0,1.11820799999999,0.407935999999999,0.145347047619047
closure-prepare-blackout-emergency,closure,prepare-blackout,16094308,717034,14488894,14488894,0,1124477,610566,18684337654,49840172,46949,656440804,139597978,139597978,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.912696874651449,1,0.912696874651449,1,14018,0.909856075679004,1,0.145414162186792,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0329341317365269,0.0315374507227332,7,4,0,0,0,0.135939661478935,0.209920281169833,0.0799998499065218,0.079689036226823,0.209266897406171,0.0635227145127142,1,1,326,1,1,1,87,87,0,29,136,38,0,0,0,0,0,0,0,986,986,262,262,11,11,432,0.013824,0.013824,1,4.44089209850063e-16,0,0,0.146382495777477,0.160983745470232,1.07137263847129,0,0,1.47455999999999,0.013824,0.141750857142856
closure-commit-blackout-emergency,closure,commit-blackout,16094308,717034,14488894,14488894,0,1124477,610566,18633305892,52590292,46949,656778215,139597978,139597978,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.912626340898766,1,0.912626340898766,1,13418,0.909793716160314,1,0.175555777552881,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.392215568862275,0.314936487078406,2,5,12,16,6,0.138206921818009,0.209904058406716,0.0799805087929692,0.07231190815015,0.209252554716872,0.0653355936630402,1,1,326,1,1,1,93,93,6,29,143,43,0,0,0,0,0,0,0,979,979,269,269,131,131,4314,0.138048,0.138048,1,8.88178419700125e-16,0,0,0.150848207613224,0.153622488575445,1.03057972085576,0,0,1.47455999999999,0.138048,0.153581714285713
periodic-iid20,periodic,none,16094309,793470,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.110252034381167,0.110763403297871,1.0639245813933,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094309,793470,17717845,17717845,0,699545,610566,18682597600,51896956,46949,656621190,139571378,139571378,1,1,3,1,4,1,1,48,56,1,1,1,23,1,1,4,0,0,0,4.72991587567503,0.729915875675026,1,0.985452407926933,1,0.985452407926933,1,13440,0.87322991112151,1,0.185127364661651,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.374251497005988,0.305008030369397,3,3,12,14,3,0.110393855375814,0.215376241492964,0.108399764871963,0.0874587414109524,0.200842879557947,0.0533196955110931,1,1,326,1,1,1,28,28,5,8,41,15,0,0,0,0,0,0,0,1010,1010,238,238,125,125,4178,0.133696,0.133696,1,4.44089209850063e-16,0,0,0.139675864126944,0.142906590769899,1.00647718586444,0,0,1.47455999999999,0.133696,0.153167238095237
closure-response-blackout-emergency,closure,response-blackout,16094309,793470,17717845,17717845,0,699545,610566,18435201108,49637254,46949,656674411,139571378,139571378,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,0.957865883189119,1,0.957865883189119,1,13440,0.869780866853177,1,0.185127364661651,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.934734997809899,3,3,60,148,0,0.109972865954008,0.212632165563072,0.105365247150803,0.0881692090579622,0.200049599376231,0.0537845760707896,1,1,326,1,1,1,113,113,27,29,179,47,0,0,0,0,0,0,0,1007,1007,241,241,304,304,12804,0.409727999999999,0.409728,1,4.44089209850063e-16,0,0,0.141562867111674,0.144889048659035,1.01186473358004,0,0,1.47455999999999,0.409727999999999,0.179455999999999
closure-response-blackout-no-emergency,closure,response-blackout,16094309,793470,17717845,17717845,0,699545,610566,18435201108,49637254,46949,434002382,139571378,139571378,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,7.16442801757558,0,7.16442801757558,0,13440,6.27923672994814,0,-0.113512870635275,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.934734997809899,3,3,60,148,0,0.473429689844826,0.859670206880022,0.788087081933314,0.233163070422669,0.399850344400875,0.690716040294296,0,0,326,0,0,1,113,0,0,0,0,0,0,0,0,0,0,0,0,828,828,194,194,304,304,12804,0.409727999999999,0.409728,1,4.44089209850063e-16,0,0,0.342573766967967,0.354809661559468,0.758064185876902,0,0,1.12742399999999,0.409727999999999,0.146395428571428
closure-prepare-blackout-emergency,closure,prepare-blackout,16094309,793470,17717845,17717845,0,699545,610566,18659774572,49651202,46949,656551570,139571378,139571378,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.95762185212883,1,0.95762185212883,1,14018,0.870170577228868,1,0.13615695974345,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.111062712804568,0.212735634796836,0.105338403734171,0.0877386559987943,0.20013923276264,0.0536317050443336,1,1,326,1,1,1,84,84,0,29,136,32,0,0,0,0,0,0,0,1012,1012,236,236,9,9,384,0.012288,0.012288,1,4.44089209850063e-16,0,0,0.135744781702289,0.150476518377558,1.06588400403426,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094309,793470,17717845,17717845,0,699545,610566,18615670029,52325563,46949,656644942,139571378,139571378,1,1,3,1,4,1,1,48,56,1,1,1,23,1,0,1,3,0,1,4.72991587567503,0.729915875675026,1,0.95786740867743,1,0.95786740867743,1,13440,0.869786210584911,1,0.185127364661651,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.383233532934132,0.311140312454373,3,3,12,14,6,0.108539606287499,0.212629575180701,0.105365414954517,0.0887163608023731,0.200050828434529,0.0538515655393164,1,1,326,1,1,1,91,91,7,29,142,40,0,0,0,0,0,0,0,1009,1009,239,239,128,128,4262,0.136384,0.136384,1,4.44089209850063e-16,0,0,0.141501023318648,0.144824043908069,1.00907311552254,0,0,1.47455999999999,0.136384,0.153423238095237
periodic-iid20,periodic,none,16094310,1691974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.110491042662202,0.111098208980378,1.04494107018156,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094310,1691974,14494750,14494750,0,1415549,591631,18841227658,47921438,46949,657433816,139588478,139588478,1,1,1,1,3,1,1,44,56,1,1,1,23,1,1,3,0,0,0,4.72991587567503,0.729915875675026,1,1.02448033467324,0,1.02448033467324,0,13403,0.846413915638945,1,0.188569144127531,1,1,2687858,1,0.000558080524288,0.999441919475712,0.00016896,5.6320524288e-05,0.0002048,0.000128,1,1,1,0,0.422018348623853,0.349418979987088,3,4,9,16,1,0.124006886463221,0.225216447927215,0.112692836814056,0.0835338499048102,0.194675200596957,0.0484706259686116,1,1,326,1,1,1,21,21,7,7,33,9,0,0,0,0,0,0,0,990,990,258,258,138,138,4330,0.13856,0.13856,1,0,0,0,0.152822706704351,0.155024616181184,1.02788874666124,0,0,1.47455999999999,0.13856,0.153630476190475
closure-response-blackout-emergency,closure,response-blackout,16094310,1691974,14494750,14494750,0,1415549,591631,18593537458,46400715,46949,657035630,139588478,139588478,1,1,1,1,3,1,1,44,56,1,1,1,23,0,0,0,3,0,0,4.72991587567503,0.729915875675026,1,1.06024366393617,0,1.06024366393617,0,13403,0.841591915177043,1,0.188569144127531,1,1,2687858,1,0.000558080524288,0.999441919475712,0.00016896,5.6320524288e-05,0.0002048,0.000128,1,1,1,0,0.929663608562691,0.940929632020658,3,4,45,147,0,0.128567620035528,0.230825675054566,0.116626803032979,0.0833687723510605,0.19356614049072,0.0422361152123796,1,1,326,1,1,1,87,87,29,29,129,45,0,0,0,0,0,0,0,982,982,266,266,304,304,11660,0.373119999999999,0.37312,1,8.88178419700125e-16,0,0,0.152547892785782,0.154741673174457,1.03340927591754,0,0,1.47455999999999,0.373119999999999,0.175969523809523
