seed,N,condition,conditionLabel,scope,topology,maxFrames,dataErasureProbability,managementErasureProbability,churnEnabled,firstResolutionFrame,firstConvergenceFrame,recoveryFrame,finalAllResolved,finalCollisionFree,finalFrameAgreement,finalConverged,finalDataSlots,finalResolvedNodes,finalAssignedNodes,maxFrameDisagreement,maxAssignedSlot,conflictFrameFraction,falseResolvedNodeFrames,dataAttempts,dataRecipientAttempts,dataRecipientSuccess,dataRecipientErasure,dataRecipientCollision,dataCollisionFrames,managementAttempts,managementRecipientAttempts,managementRecipientSuccess,managementRecipientErasure,managementRecipientCollision,managementCollisionSlots,growRequests,growNacks,growthEvents,shrinkRequests,shrinkObjects,shrinkNacks,shrinkEvents,elapsedSec,offeredAirtimeSec,busyAirtimeSec,offeredUtilization,channelUtilization,accountingCloses,deliveryWitnessValid,futureRandomReads,receiverTruthDecisionReads,traceHash,configHash,realizationHash
16035001,5,beacon-loss,Beacon loss 0.05,boundary,compact-hex-safety-graph,1000,0.05,0,0,10,50,NaN,1,1,1,1,5,5,5,0,13,0.08,14,4932,13679,12764,686,229,166,1731,5334,2788,0,2546,427,62,9,55,558,775,327,88,54.514982698,27.291648,24.45312,0.500626555293784,0.448557787048461,1,1,0,0,83977187462,2021054,872391090
16035001,5,churn-rejoin,State-loss and rejoin,boundary,compact-hex-safety-graph,1000,0,0,1,8,16,3,1,1,1,1,5,5,5,0,10,0.004,3,4992,13967,13951,0,16,8,523,1834,1484,0,350,59,1,0,1,240,204,78,6,46.63838132,22.58944,22.192128,0.484353001983646,0.475834009926998,1,1,0,0,83977187462,1087759,762187102
16035001,5,native,Native hex safety graph,source-native,compact-hex-safety-graph,1000,0,0,0,8,16,NaN,1,1,1,1,5,5,5,0,10,0.004,3,4994,13975,13959,0,16,8,518,1814,1464,0,350,59,0,0,0,239,201,78,5,46.61520121,22.577152,22.17984,0.484330248802116,0.475807020548523,1,1,0,0,83977187462,1087741,788594105
16035001,5,restricted-management,Local-only management,boundary,compact-hex-local-management,1000,0,0,0,8,220,NaN,0,0,0,0,6,4,5,13,13,0.279,434,4879,13459,12322,0,1137,769,1281,2883,2024,0,859,293,115,12,105,396,670,88,217,61.227942554,25.23136,22.183936,0.412088973555615,0.362317188437859,1,1,0,0,83977187462,1087369,871523613
16035001,10,beacon-loss,Beacon loss 0.05,boundary,compact-hex-safety-graph,1000,0.05,0,0,50,NaN,NaN,1,1,1,0,19,10,10,0,26,0.086,19,9953,33714,31692,1735,287,192,6950,32536,5580,0,26956,1437,27,32,23,1696,1322,3873,60,110.652573096,69.234688,45.223936,0.625694333740738,0.408702072935661,1,1,0,0,324562818164,2394500,1463281945
16035001,10,churn-rejoin,State-loss and rejoin,boundary,compact-hex-safety-graph,1000,0,0,1,11,114,2,1,1,1,1,9,10,10,0,12,0.006,3,9977,33905,33867,0,38,24,4571,20635,6579,0,14056,769,2,8,1,1319,412,2830,4,65.928868862,59.588608,42.872832,0.903831796731244,0.650289209264911,1,1,0,0,324562818164,1461205,1459672406
16035001,10,native,Native hex safety graph,source-native,compact-hex-safety-graph,1000,0,0,0,11,117,NaN,1,1,1,1,9,10,10,0,12,0.006,3,9978,33909,33871,0,38,24,4597,20803,6741,0,14062,770,2,8,1,1331,419,2837,4,65.891780686,59.6992,42.954752,0.906018920394487,0.651898484952108,1,1,0,0,324562818164,1461187,1464728460
16035001,10,restricted-management,Local-only management,boundary,compact-hex-local-management,1000,0,0,0,11,NaN,NaN,1,1,0,0,11,10,10,18,16,0.27,467,9878,33196,31975,0,1221,949,2514,7583,4832,0,2751,659,102,22,85,1043,887,460,273,80.291265018,50.757632,34.67264,0.6321687918184,0.431835766844961,1,1,0,0,324562818164,1451013,1426628174
16035002,5,beacon-loss,Beacon loss 0.05,boundary,compact-hex-safety-graph,1000,0.05,0,0,12,33,NaN,1,1,1,0,9,5,5,0,12,0.076,6,4925,13629,12743,674,212,158,1545,4910,2868,0,2042,344,65,5,62,476,765,234,89,53.281800846,26.50112,24.182784,0.497376582232947,0.453865740572383,1,1,0,0,84048071748,2021054,899536636
16035002,5,churn-rejoin,State-loss and rejoin,boundary,compact-hex-safety-graph,1000,0,0,1,4,19,3,1,1,1,1,5,5,5,0,10,0,0,4992,13975,13975,0,0,0,468,1708,1484,0,224,38,1,0,1,228,191,48,6,46.670833474,22.36416,22.122496,0.479189213804354,0.474011161860315,1,1,0,0,84048071748,1087759,731540203
