stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH,factorAdaptiveAck,factorLoadGuard,factorAccessScaling,basePAccess
development,16017001,n5-csma,N5 CSMA,EXP14D factorial,a0-g0-s0,1,NaN,causal-broadcast,A0 G0 S0,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0590029170237913,0.525524853961255,0,0,9.54594223045542,12.3315530492193,0,1.03662151193627,0.0804090657821999,0.16,0.219999999999999,0.279999999999999,0.114018794914317,0.0336097291321172,593,682,558,515,812,1255,963,292,988,812,176,0,0,0,138,0.115288220551378,0,1,90,0,2,32,32,0,0,0,0,517,328,2,0.265166666666646,0,0,0,0.244948450926934,0.298436592556901,0,0,0,0,0,0.28175,2.728,0.653,0.0839680000000002,0,0,0.676200000000001,46.5,80.25,67.6666666666667,0.00573517126148707,0.0179999999999999,0.0319002463054188,0.0499999999999998,0.987109659829439,1374,660,0.102620087336245,0.1,0.0979136810531578,0.0958273621063156,2.0936403,0,666946941248,21184114599,105363559,0,134591212,0,0,0,0.2
development,16017001,n5-csma,N5 CSMA,EXP14D factorial,a1-g0-s0,2,NaN,mac-aware-broadcast,A1 G0 S0,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0532568545593792,0.532580398583117,0,0,9.54594223045542,12.416504600511,0,1.03667786744228,0.0716970702045329,0.140000000000001,0.2,0.239999999999998,0.134991708126036,0.0632946379215036,703,808,676,70,746,1489,1184,305,932,746,186,0,0,0,113,0.12870159453303,0,0,106,0,2,32,32,0,0,0,0,70,784,0,0.262499999999979,70,0,0,0.230725418517648,0.300120318021644,0,0,0,0,0,0.280416666666667,3.232,0.133,0.200704000000002,0,0,0.673,56.3333333333333,98.6666666666667,62.1666666666667,0.00673576309794999,0.02,0.0436045576407508,0.0939999999999994,0.989896889351009,1793,148,0.0953708867819297,0.0675675675675676,0.0979136810531578,0.0958273621063156,1.7869081,0,666946941248,21184114599,105363559,0,134593199,1,0,0,0.2
development,16017001,n5-csma,N5 CSMA,EXP14D factorial,a0-g1-s0,3,NaN,load-guarded-broadcast,A0 G1 S0,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0587660611091026,0.522884984103835,0,0,9.54594223045542,12.3315530492193,0,1.03665145361089,0.0792371475953563,0.151999999999997,0.219999999999999,0.279999999999999,0.113764510779436,0.0345273631840796,588,669,559,522,813,1231,971,260,990,813,177,0,0,0,139,0.116708648194794,0,0,81,0,2,32,32,0,0,0,0,522,323,0,0.262666666666645,0,0,0,0.23838016603686,0.301890215258433,16,0,16,13,3,0.278083333333334,2.676,0.661,0.0826880000000001,0,0,0.667400000000001,46.5833333333333,80.9166666666667,67.75,0.00556926952141062,0.0179999999999989,0.0309766297662977,0.0479999999999999,0.991169333735112,1347,667,0.103192279138827,0.100449775112444,0.0979136810531578,0.0958273621063156,1.1978765,0,666946941248,21184114599,105363559,0,134591222,0,1,0,0.2
development,16017001,n5-csma,N5 CSMA,EXP14D factorial,a1-g1-s0,4,NaN,mac-aware-broadcast,A1 G1 S0,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0546893527159001,0.528994847193162,0,0,9.54594223045542,12.416504600511,0,1.03667874650446,0.071520176893311,0.140000000000001,0.200000000000001,0.34,0.132592592592592,0.0610724156992814,701,799,671,68,746,1467,1164,303,907,746,161,0,0,0,102,0.117647058823529,0,0,98,0,2,32,32,0,0,0,0,68,768,0,0.260583333333313,68,0,0,0.223736480700359,0.280576548667343,11,0,11,7,4,0.276916666666667,3.196,0.127,0.196608000000002,0,0,0.664600000000001,55.9166666666667,97,62.1666666666667,0.00660438292964253,0.0190000000000001,0.043892761394102,0.104,0.989529785386974,1749,139,0.0931961120640366,0.107913669064748,0.0979136810531578,0.0958273621063156,1.0168658,0,666946941248,21184114599,105363559,0,134593209,1,1,0,0.2
development,16017001,n5-csma,N5 CSMA,EXP14D factorial,a0-g0-s1,5,NaN,causal-broadcast,A0 G0 S1,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0590029170237913,0.525524853961255,0,0,9.54594223045542,12.3315530492193,0,1.03662151193627,0.0804090657821999,0.16,0.219999999999999,0.279999999999999,0.114018794914317,0.0336097291321172,593,682,558,515,812,1255,963,292,988,812,176,0,0,0,138,0.115288220551378,0,1,90,0,2,32,32,0,0,0,0,517,328,2,0.265166666666646,0,0,0,0.244948450926934,0.298436592556901,0,0,0,0,0,0.28175,2.728,0.653,0.0839680000000002,0,0,0.676200000000001,46.5,80.25,67.6666666666667,0.00573517126148707,0.0179999999999999,0.0319002463054188,0.0499999999999998,0.987109659829439,1374,660,0.102620087336245,0.1,0.0979136810531578,0.0958273621063156,1.0539549,0,666946941248,21184114599,105363559,0,134591225,0,0,1,0.2
development,16017001,n5-csma,N5 CSMA,EXP14D factorial,a1-g0-s1,6,NaN,mac-aware-broadcast,A1 G0 S1,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0532568545593792,0.532580398583117,0,0,9.54594223045542,12.416504600511,0,1.03667786744228,0.0716970702045329,0.140000000000001,0.2,0.239999999999998,0.134991708126036,0.0632946379215036,703,808,676,70,746,1489,1184,305,932,746,186,0,0,0,113,0.12870159453303,0,0,106,0,2,32,32,0,0,0,0,70,784,0,0.262499999999979,70,0,0,0.230725418517648,0.300120318021644,0,0,0,0,0,0.280416666666667,3.232,0.133,0.200704000000002,0,0,0.673,56.3333333333333,98.6666666666667,62.1666666666667,0.00673576309794999,0.02,0.0436045576407508,0.0939999999999994,0.989896889351009,1793,148,0.0953708867819297,0.0675675675675676,0.0979136810531578,0.0958273621063156,0.967558399999999,0,666946941248,21184114599,105363559,0,134593212,1,0,1,0.2
development,16017001,n5-csma,N5 CSMA,EXP14D factorial,a0-g1-s1,7,NaN,load-guarded-broadcast,A0 G1 S1,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0587660611091026,0.522884984103835,0,0,9.54594223045542,12.3315530492193,0,1.03665145361089,0.0792371475953563,0.151999999999997,0.219999999999999,0.279999999999999,0.113764510779436,0.0345273631840796,588,669,559,522,813,1231,971,260,990,813,177,0,0,0,139,0.116708648194794,0,0,81,0,2,32,32,0,0,0,0,522,323,0,0.262666666666645,0,0,0,0.23838016603686,0.301890215258433,16,0,16,13,3,0.278083333333334,2.676,0.661,0.0826880000000001,0,0,0.667400000000001,46.5833333333333,80.9166666666667,67.75,0.00556926952141062,0.0179999999999989,0.0309766297662977,0.0479999999999999,0.991169333735112,1347,667,0.103192279138827,0.100449775112444,0.0979136810531578,0.0958273621063156,0.9911948,0,666946941248,21184114599,105363559,0,134591235,0,1,1,0.2
development,16017001,n5-csma,N5 CSMA,EXP14D factorial,a1-g1-s1,8,NaN,mac-aware-broadcast,A1 G1 S1,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0546893527159001,0.528994847193162,0,0,9.54594223045542,12.416504600511,0,1.03667874650446,0.071520176893311,0.140000000000001,0.200000000000001,0.34,0.132592592592592,0.0610724156992814,701,799,671,68,746,1467,1164,303,907,746,161,0,0,0,102,0.117647058823529,0,0,98,0,2,32,32,0,0,0,0,68,768,0,0.260583333333313,68,0,0,0.223736480700359,0.280576548667343,11,0,11,7,4,0.276916666666667,3.196,0.127,0.196608000000002,0,0,0.664600000000001,55.9166666666667,97,62.1666666666667,0.00660438292964253,0.0190000000000001,0.043892761394102,0.104,0.989529785386974,1749,139,0.0931961120640366,0.107913669064748,0.0979136810531578,0.0958273621063156,0.962497100000001,0,666946941248,21184114599,105363559,0,134593222,1,1,1,0.2
development,16017001,n5-aloha,N5 ALOHA,EXP14D factorial,a0-g0-s0,1,NaN,causal-broadcast,A0 G0 S0,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0780375000387706,0.487606481257616,0,0,9.61073395840429,12.3627175636048,0,1.03613344702559,0.114770591487009,0.300000000000001,0.498400000000002,0.620000000000001,0.230337202874516,0.115566611387507,932,2195,427,307,403,4068,745,3323,1153,403,750,0,0,0,1844,0.737010391686651,0,27,1291,3,2,32,32,0,0,0,0,307,772,6,0.489166666666686,0,0,0,0.402151476032791,0.513213355085197,0,0,0,0,0,0.76308333333329,8.77999999999948,0.377,0.197632000000003,0,0,1.8313999999999,35.5833333333333,62.0833333333333,33.5833333333333,0.00903477218225426,0.024,0.0349875930521093,0.0549999999999997,0.98415243030254,4388,381,0.11098450319052,0.10498687664042,0.0979136810531578,0.0958273621063156,2.3515725,0,666946941248,21184114599,105363559,0,135031812,0,0,0,0.2
development,16017001,n5-aloha,N5 ALOHA,EXP14D factorial,a1-g0-s0,2,NaN,mac-aware-broadcast,A1 G0 S0,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0780375000387706,0.487606481257616,0,0,9.61073395840429,12.3627175636048,0,1.03613344702559,0.114770591487009,0.300000000000001,0.498400000000002,0.620000000000001,0.230337202874516,0.115566611387507,932,2195,427,305,401,4068,745,3323,1157,401,756,0,0,0,1844,0.7376,0,27,1291,3,2,32,32,0,0,0,0,305,778,6,0.489000000000019,305,3,0,0.402151476032754,0.513213355085197,0,0,0,0,0,0.762916666666623,8.77999999999948,0.375,0.199168000000003,0,0,1.8309999999999,35.5833333333333,62.0833333333333,33.4166666666667,0.00903760000000006,0.024,0.0348952618453866,0.0549999999999997,0.98415243030254,4391,379,0.111591892507402,0.105540897097625,0.0979136810531578,0.0958273621063156,2.0252103,0,666946941248,21184114599,105363559,0,135033799,1,0,0,0.2
development,16017001,n5-aloha,N5 ALOHA,EXP14D factorial,a0-g1-s0,3,NaN,load-guarded-broadcast,A0 G1 S0,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0713105417864999,0.49824102953156,0,0,9.61073395840429,12.9016885058383,0,1.03620068861048,0.114372581536761,0.32,0.42,0.48,0.182576008844665,0.0682034273079049,866,1981,430,369,448,3628,766,2862,1067,448,619,0,0,0,1651,0.702553191489362,0,3,1118,3,1,32,32,0,0,0,0,372,607,2,0.456666666666676,0,0,0,0.35537537700509,0.481395167844033,68,15,54,68,0,0.698583333333298,7.92399999999957,0.459,0.155392000000002,0,0,1.67659999999991,35.8333333333333,63.8333333333333,37.3333333333333,0.00887191489361708,0.0249999999999999,0.0330848214285716,0.0536499999999999,0.969992655545064,3920,460,0.0936224489795918,0.102173913043478,0.0979136810531578,0.0958273621063156,1.3004054,0,666946941248,21184114599,105363559,0,135031822,0,1,0,0.2
development,16017001,n5-aloha,N5 ALOHA,EXP14D factorial,a1-g1-s0,4,NaN,mac-aware-broadcast,A1 G1 S0,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0737425002727049,0.503663478567748,0,0,9.61073395840429,12.9016885058383,0,1.03629308562854,0.108922056384743,0.279999999999999,0.379999999999999,0.460000000000001,0.188059701492537,0.0791376451077945,917,2200,406,304,385,4013,726,3287,1111,385,726,0,0,0,1882,0.751597444089457,0,4,1288,4,1,32,32,0,0,0,0,304,734,2,0.489000000000018,304,15,0,0.396928332939985,0.499550149429725,69,17,56,65,4,0.764499999999956,8.79999999999947,0.374,0.187904000000002,0,0,1.8347999999999,33.8333333333333,60.5,32.0833333333333,0.00949121405750806,0.0249999999999999,0.033818181818182,0.0549999999999997,0.970479835148661,4367,377,0.101213647813144,0.0954907161803713,0.0979136810531578,0.0958273621063156,1.2361575,0,666946941248,21184114599,105363559,0,135033809,1,1,0,0.2
development,16017001,n5-aloha,N5 ALOHA,EXP14D factorial,a0-g0-s1,5,NaN,causal-broadcast,A0 G0 S1,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0780375000387706,0.487606481257616,0,0,9.61073395840429,12.3627175636048,0,1.03613344702559,0.114770591487009,0.300000000000001,0.498400000000002,0.620000000000001,0.230337202874516,0.115566611387507,932,2195,427,307,403,4068,745,3323,1153,403,750,0,0,0,1844,0.737010391686651,0,27,1291,3,2,32,32,0,0,0,0,307,772,6,0.489166666666686,0,0,0,0.402151476032791,0.513213355085197,0,0,0,0,0,0.76308333333329,8.77999999999948,0.377,0.197632000000003,0,0,1.8313999999999,35.5833333333333,62.0833333333333,33.5833333333333,0.00903477218225426,0.024,0.0349875930521093,0.0549999999999997,0.98415243030254,4388,381,0.11098450319052,0.10498687664042,0.0979136810531578,0.0958273621063156,1.1647447,0,666946941248,21184114599,105363559,0,135031825,0,0,1,0.2
development,16017001,n5-aloha,N5 ALOHA,EXP14D factorial,a1-g0-s1,6,NaN,mac-aware-broadcast,A1 G0 S1,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0780375000387706,0.487606481257616,0,0,9.61073395840429,12.3627175636048,0,1.03613344702559,0.114770591487009,0.300000000000001,0.498400000000002,0.620000000000001,0.230337202874516,0.115566611387507,932,2195,427,305,401,4068,745,3323,1157,401,756,0,0,0,1844,0.7376,0,27,1291,3,2,32,32,0,0,0,0,305,778,6,0.489000000000019,305,3,0,0.402151476032754,0.513213355085197,0,0,0,0,0,0.762916666666623,8.77999999999948,0.375,0.199168000000003,0,0,1.8309999999999,35.5833333333333,62.0833333333333,33.4166666666667,0.00903760000000006,0.024,0.0348952618453866,0.0549999999999997,0.98415243030254,4391,379,0.111591892507402,0.105540897097625,0.0979136810531578,0.0958273621063156,1.1742709,0,666946941248,21184114599,105363559,0,135033812,1,0,1,0.2
development,16017001,n5-aloha,N5 ALOHA,EXP14D factorial,a0-g1-s1,7,NaN,load-guarded-broadcast,A0 G1 S1,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0713105417864999,0.49824102953156,0,0,9.61073395840429,12.9016885058383,0,1.03620068861048,0.114372581536761,0.32,0.42,0.48,0.182576008844665,0.0682034273079049,866,1981,430,369,448,3628,766,2862,1067,448,619,0,0,0,1651,0.702553191489362,0,3,1118,3,1,32,32,0,0,0,0,372,607,2,0.456666666666676,0,0,0,0.35537537700509,0.481395167844033,68,15,54,68,0,0.698583333333298,7.92399999999957,0.459,0.155392000000002,0,0,1.67659999999991,35.8333333333333,63.8333333333333,37.3333333333333,0.00887191489361708,0.0249999999999999,0.0330848214285716,0.0536499999999999,0.969992655545064,3920,460,0.0936224489795918,0.102173913043478,0.0979136810531578,0.0958273621063156,1.1073921,0,666946941248,21184114599,105363559,0,135031835,0,1,1,0.2
development,16017001,n5-aloha,N5 ALOHA,EXP14D factorial,a1-g1-s1,8,NaN,mac-aware-broadcast,A1 G1 S1,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0737425002727049,0.503663478567748,0,0,9.61073395840429,12.9016885058383,0,1.03629308562854,0.108922056384743,0.279999999999999,0.379999999999999,0.460000000000001,0.188059701492537,0.0791376451077945,917,2200,406,304,385,4013,726,3287,1111,385,726,0,0,0,1882,0.751597444089457,0,4,1288,4,1,32,32,0,0,0,0,304,734,2,0.489000000000018,304,15,0,0.396928332939985,0.499550149429725,69,17,56,65,4,0.764499999999956,8.79999999999947,0.374,0.187904000000002,0,0,1.8347999999999,33.8333333333333,60.5,32.0833333333333,0.00949121405750806,0.0249999999999999,0.033818181818182,0.0549999999999997,0.970479835148661,4367,377,0.101213647813144,0.0954907161803713,0.0979136810531578,0.0958273621063156,1.0994383,0,666946941248,21184114599,105363559,0,135033822,1,1,1,0.2
development,16017001,n10-ring2,N10 ring2,EXP14D factorial,a0-g0-s0,1,NaN,causal-broadcast,A0 G0 S0,hybrid,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0894020435290299,0.51089282398116,0,0,NaN,NaN,NaN,NaN,0.0797583511016346,0.18,0.24,0.359999999999999,0.142293295427624,0.0625349443259893,1607,2566,1204,943,1475,5669,2440,3229,3119,1475,1644,0,0,0,1702,0.485038472499288,0,180,1139,24,2,32,32,0,0,0,0,944,1882,209,0.713333333333378,0,0,0,0.645059400098633,0.761133819503226,0,0,0,0,0,0.957583333333275,10.2639999999993,1.22699999999999,0.481791999999995,0,0,2.29819999999986,100.333333333333,203.333333333333,122.916666666667,0.0133676261043033,0.0370000000000008,0.0421932203389831,0.077,0.985449552011529,6183,1237,0.0993045447193919,0.116410670978173,0.101989668388602,0.100625729045159,3.0473244,0,2586757191572,84930718092,410907084,0,143539768,0,0,0,0.2
development,16017001,n10-ring2,N10 ring2,EXP14D factorial,a1-g0-s0,2,NaN,mac-aware-broadcast,A1 G0 S0,adaptive,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0873053189684978,0.511002067880846,0,0,NaN,NaN,NaN,NaN,0.0755792466240225,0.16,0.219999999999999,0.279999999999999,0.147671167969675,0.0720919213456529,1622,2514,1272,98,1496,5421,2543,2878,2923,1496,1427,0,0,0,1234,0.472434915773354,0,156,1048,16,2,32,32,0,0,0,0,98,2702,144,0.624666666666727,98,8,0,0.542113760286579,0.623610466671923,0,0,0,0,0,0.854083333333278,10.0559999999993,0.193,0.691711999999998,0,0,2.04979999999987,106,211.916666666667,124.666666666667,0.0138552833078102,0.0379999999999998,0.0529371657754012,0.109250000000001,0.989604765807533,6141,221,0.102263475004071,0.113122171945701,0.101989668388602,0.100625729045159,2.4673209,0,2586757191572,84930718092,410907084,0,143541755,1,0,0,0.2
development,16017001,n10-ring2,N10 ring2,EXP14D factorial,a0-g1-s0,3,NaN,load-guarded-broadcast,A0 G1 S0,hybrid,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0935383163523882,0.506435731993393,0,0,NaN,NaN,NaN,NaN,0.0861028192371475,0.199999999999999,0.26,0.380000000000001,0.149215825633736,0.0631130063965887,1356,2246,1174,980,1542,4890,2371,2519,2814,1542,1272,0,0,0,1379,0.427464352138872,0,0,890,8,2,32,32,0,0,0,0,980,1528,11,0.664833333333402,0,0,0,0.644212236203227,0.756669026628029,370,207,208,338,32,0.85491666666662,8.98399999999945,1.27499999999999,0.391167999999998,0,0,2.05179999999989,97.8333333333333,197.583333333333,128.5,0.0135511469311842,0.04175,0.0421549935149158,0.0749500000000001,0.987770722547909,5304,1286,0.100678733031674,0.103421461897356,0.101989668388602,0.100625729045159,1.6742216,0,2586757191572,84930718092,410907084,0,143539778,0,1,0,0.2
development,16017001,n10-ring2,N10 ring2,EXP14D factorial,a1-g1-s0,4,NaN,mac-aware-broadcast,A1 G1 S0,adaptive,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0860458820805233,0.513823922355026,0,0,NaN,NaN,NaN,NaN,0.0775219142383319,0.18,0.26,0.4,0.15816631130064,0.0806443970623077,1473,2384,1270,98,1485,5178,2522,2656,2829,1485,1344,0,0,0,1121,0.451651893634166,0,1,912,4,1,32,32,0,0,0,0,98,2601,5,0.602583333333387,98,6,0,0.552744553267109,0.678210418765828,334,226,162,326,8,0.810499999999949,9.53599999999939,0.19,0.665856,0,0,1.94519999999988,105.833333333333,210.166666666667,123.75,0.0155834004834811,0.0470000000000002,0.0539111111111112,0.11,0.99461039441553,5877,228,0.100731665815892,0.0964912280701754,0.101989668388602,0.100625729045159,1.5370136,0,2586757191572,84930718092,410907084,0,143541765,1,1,0,0.2
development,16017001,n10-ring2,N10 ring2,EXP14D factorial,a0-g0-s1,5,NaN,causal-broadcast,A0 G0 S1,hybrid,10,ring2,di,csma,0.1,0.1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0979561079934879,0.500410673369036,0,0,NaN,NaN,NaN,NaN,0.0892205638474294,0.18,0.26,0.400000000000001,0.150807865434731,0.0615873015873018,1518,1926,1252,828,1703,4203,2513,1690,2743,1703,1040,0,0,0,873,0.316993464052288,0,179,590,9,2,32,32,0,0,0,0,828,1633,241,0.623750000000055,0,0,0,0.58925580718043,0.661617838743133,0,0,0,0,0,0.732249999999966,7.70399999999959,1.08299999999999,0.418047999999999,0,0,1.75739999999992,104.333333333333,209.416666666667,141.916666666667,0.0185915032679739,0.0519999999999998,0.05125601879037,0.0960000000000001,0.990711667298698,4642,1110,0.101680310211116,0.100900900900901,0.101989668388602,0.100625729045159,1.5565833,0,2586757191572,84930718092,410907084,0,143817224,0,0,1,0.2
development,16017001,n10-ring2,N10 ring2,EXP14D factorial,a1-g0-s1,6,NaN,mac-aware-broadcast,A1 G0 S1,adaptive,10,ring2,di,csma,0.1,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0903099358786173,0.510323084526796,0,0,NaN,NaN,NaN,NaN,0.0823596304193318,0.18,0.24,0.34,0.152504145936982,0.07014451551765,1576,1897,1339,80,1656,4102,2675,1427,2491,1656,835,0,0,0,535,0.270612038442084,0,165,490,3,2,32,32,0,0,0,0,80,2307,195,0.55408333333337,80,1,0,0.515495042351864,0.599833533223303,0,0,0,0,0,0.645499999999967,7.58799999999961,0.158,0.590591999999999,0,0,1.54919999999992,111.583333333333,222.916666666667,138,0.0181259484066769,0.0510000000000002,0.0581099033816426,0.119,0.988777733045823,4698,184,0.10387398893146,0.125,0.101989668388602,0.100625729045159,1.3833401,0,2586757191572,84930718092,410907084,0,143541768,1,0,1,0.2
development,16017001,n10-ring2,N10 ring2,EXP14D factorial,a0-g1-s1,7,NaN,load-guarded-broadcast,A0 G1 S1,hybrid,10,ring2,di,csma,0.1,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.101318417912459,0.49835013267312,0,0,NaN,NaN,NaN,NaN,0.0893958777540866,0.199999999999999,0.256000000000004,0.4,0.152897417673537,0.0635015399194506,1346,1958,1222,820,1613,4267,2494,1773,2678,1613,1065,0,0,0,948,0.341252699784017,0,8,622,7,2,32,32,0,0,0,0,821,1560,24,0.62258333333339,0,0,0,0.57245740768446,0.673139213581837,605,50,573,576,29,0.743499999999965,7.83199999999958,1.09,0.399359999999998,0,0,1.78439999999992,101.833333333333,207.833333333333,134.416666666667,0.0219496040316775,0.0660000000000007,0.0539336639801613,0.104,0.980733209861948,4683,1118,0.106769165065129,0.0885509838998211,0.101989668388602,0.100625729045159,1.5325236,0,2586757191572,84930718092,410907084,0,143539791,0,1,1,0.2
development,16017001,n10-ring2,N10 ring2,EXP14D factorial,a1-g1-s1,8,NaN,mac-aware-broadcast,A1 G1 S1,adaptive,10,ring2,di,csma,0.1,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0932832108901854,0.505129721179277,0,0,NaN,NaN,NaN,NaN,0.0825870646766168,0.18,0.26,0.379999999999999,0.153882966121772,0.0712959014451553,1465,1986,1361,73,1664,4259,2706,1553,2495,1664,831,0,0,0,598,0.2904322486644,0,5,528,6,2,32,32,0,0,0,0,73,2331,17,0.569666666666707,73,3,0,0.513669375048189,0.629988986685516,332,27,317,322,10,0.673999999999964,7.94399999999957,0.144,0.596735999999998,0,0,1.61759999999991,113.416666666667,225.5,138.666666666667,0.0228844099077223,0.0701000000000001,0.0612908653846155,0.124,0.991824222661291,4878,164,0.101066010660107,0.103658536585366,0.101989668388602,0.100625729045159,1.3984266,0,2586757191572,84930718092,410907084,0,143541778,1,1,1,0.2
development,16017001,n20-ring2,N20 ring2,EXP14D factorial,a0-g0-s0,1,NaN,causal-broadcast,A0 G0 S0,hybrid,20,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.500909196217121,0.143364387152628,1,0,NaN,NaN,NaN,NaN,0.540969067704952,1.36,1.79099999999998,2.76,3.17735453168938,2.6363854639844,3623,8500,460,134,153,19958,1011,18945,2566,153,2411,1,2,2,8156,0.944637479731295,0,1069,5957,104,2,32,32,0,0,0,0,134,2420,481,0.976999999999894,0,0,0,0.985934435276641,0.996466926924159,0,0,0,0,0,2.84550000000024,34.0000000000029,0.146,0.61952,0,0,6.82920000000058,38.3333333333333,84.25,12.75,0.0259135974056058,0.0580000000000007,0.0828235294117648,0.1834,0.9662100456621,20544,146,0.0959890965732087,0.0958904109589041,0.100250166638894,0.0996958840193301,3.9221722,0,10200099077057,339926034903,1676201720,0,169351626,0,0,0,0.2
