stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH,factorAdaptiveAck,factorLoadGuard,factorAccessScaling,basePAccess
development,16017006,n5-aloha,N5 ALOHA,EXP14D factorial,a0-g0-s1,5,NaN,causal-broadcast,A0 G0 S1,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0905010001023688,0.469642063492974,0,0,9.60075324068477,12.8153100157187,0,1.03623590254429,0.0966721945826421,0.24,0.338400000000001,0.56,0.198463239358761,0.101791044776119,982,2334,397,294,352,4311,691,3620,1013,352,661,0,0,0,2036,0.774733637747336,0,54,1406,8,2,32,32,0,0,0,0,295,634,16,0.509000000000025,0,0,0,0.377430230022675,0.56147353130723,0,0,0,0,0,0.809333333333285,9.33599999999942,0.376,0.162304000000002,0,0,1.94239999999988,33.0833333333333,57.5833333333333,29.3333333333333,0.00981659056316596,0.0259999999999998,0.035815340909091,0.055000000000001,0.985087033969812,4565,379,0.106024096385542,0.0844327176781003,0.106228961839693,0.0981303116147309,1.0998177,0,667122731591,21208769376,105363559,0,135031835,0,0,1,0.2
development,16017006,n5-aloha,N5 ALOHA,EXP14D factorial,a1-g0-s1,6,NaN,mac-aware-broadcast,A1 G0 S1,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0905010001023688,0.469642063492974,0,0,9.60075324068477,12.8153100157187,0,1.03623590254429,0.0966721945826421,0.24,0.338400000000001,0.56,0.198463239358761,0.101791044776119,982,2334,397,288,347,4311,691,3620,1018,347,671,0,0,0,2034,0.775743707093821,0,54,1406,8,2,32,32,0,0,0,0,289,646,16,0.508416666666692,289,17,0,0.37743023002217,0.561473531307228,0,0,0,0,0,0.808749999999951,9.33599999999942,0.369,0.165376000000002,0,0,1.94099999999988,33.0833333333333,57.5833333333333,28.9166666666667,0.00982951945080097,0.0259999999999998,0.0357665706051874,0.0550000000000012,0.985087033969812,4571,372,0.106541238241085,0.0806451612903226,0.106228961839693,0.0981303116147309,1.1343152,0,667122731591,21208769376,105363559,0,135033822,1,0,1,0.2
development,16017006,n5-aloha,N5 ALOHA,EXP14D factorial,a0-g1-s1,7,NaN,load-guarded-broadcast,A0 G1 S1,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0693003523386363,0.513616518412303,0,0,9.61073395840429,13.4462264023671,0,1.03642453125153,0.100276395798784,0.24,0.359999999999999,0.44,0.160696517412935,0.0604201216141515,881,2073,413,326,424,3793,722,3069,1048,424,624,1,2,0,1739,0.72488536890371,0,1,1194,4,1,32,32,0,0,0,0,326,645,1,0.466666666666679,0,0,0,0.349600749196222,0.464440098417151,87,18,71,86,1,0.724249999999961,8.29199999999953,0.399,0.165120000000002,0,0,1.73819999999991,34.4166666666667,60.1666666666667,35.3333333333333,0.00967944977073787,0.026,0.0360000000000001,0.0570000000000003,0.977949144282315,4073,403,0.115148539160324,0.0992555831265509,0.106228961839693,0.0981303116147309,1.0613273,0,667122731591,21208769376,105363559,0,135031845,0,1,1,0.2
development,16017006,n5-aloha,N5 ALOHA,EXP14D factorial,a1-g1-s1,8,NaN,mac-aware-broadcast,A1 G1 S1,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0713382753860383,0.504677362788739,0,0,9.61073395840429,13.4462264023671,0,1.03640604069829,0.0972470978441127,0.231999999999997,0.34,0.460000000000001,0.164355997788834,0.0671088999447209,908,2163,416,298,407,3918,721,3197,1087,407,680,0,0,0,1818,0.738724095895977,0,1,1256,5,1,32,32,0,0,0,0,298,714,1,0.481166666666683,298,4,0,0.36149592132415,0.483736892619452,85,15,73,83,2,0.751666666666624,8.65199999999949,0.368,0.182784000000002,0,0,1.8039999999999,34.6666666666667,60.0833333333333,33.9166666666667,0.0099642421779765,0.0270000000000001,0.0362457002457005,0.0580000000000001,0.979821084814857,4209,373,0.115704442860537,0.109919571045576,0.106228961839693,0.0981303116147309,1.0578809,0,667122731591,21208769376,105363559,0,135033832,1,1,1,0.2
development,16017006,n10-ring2,N10 ring2,EXP14D factorial,a0-g0-s0,1,NaN,causal-broadcast,A0 G0 S0,hybrid,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0913970975657312,0.507786026987167,0,0,NaN,NaN,NaN,NaN,0.0814167258943377,0.18,0.24,0.32,0.141900023691068,0.0604832977967307,1573,2418,1210,954,1541,5204,2443,2759,3042,1541,1500,1,2,1,1529,0.45344009489917,0,187,1032,14,2,32,32,0,0,0,0,954,1777,186,0.696666666666719,0,0,0,0.635947616338787,0.744682153672729,0,0,0,0,0,0.90983333333328,9.67199999999938,1.24599999999998,0.454911999999996,0,0,2.18359999999987,100.833333333333,203.583333333333,128.416666666667,0.0124377224199289,0.0360000000000002,0.0409584685269306,0.0739999999999998,0.986164996228042,5698,1265,0.0986310986310986,0.107509881422925,0.0989593401099817,0.100086652224629,1.5075597,0,2586957383971,84916794340,410907084,0,143539778,0,0,0,0.2
development,16017006,n10-ring2,N10 ring2,EXP14D factorial,a1-g0-s0,2,NaN,mac-aware-broadcast,A1 G0 S0,adaptive,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0870389604056277,0.514556302156876,0,0,NaN,NaN,NaN,NaN,0.0764510779436152,0.18,0.24,0.34,0.150334044065387,0.0738829661217723,1577,2304,1306,97,1584,4988,2643,2345,2853,1584,1269,0,0,0,974,0.405664306538942,0,112,841,11,2,32,32,0,0,0,0,97,2637,141,0.604583333333387,97,6,0,0.543245724691406,0.675559938072933,0,0,0,0,0,0.783999999999952,9.21599999999943,0.192,0.675071999999998,0,0,1.88159999999989,108.833333333333,220.25,132,0.0130907955018743,0.0369999999999999,0.0521294191919193,0.105,0.987572230907301,5736,216,0.0934449093444909,0.087962962962963,0.0989593401099817,0.100086652224629,1.4270459,0,2586957383971,84916794340,410907084,0,143541765,1,0,0,0.2
development,16017006,n10-ring2,N10 ring2,EXP14D factorial,a0-g1-s0,3,NaN,load-guarded-broadcast,A0 G1 S0,hybrid,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0944716842048619,0.502672552214445,0,0,NaN,NaN,NaN,NaN,0.0858469556977018,0.180000000000001,0.26,0.380000000000001,0.146131248519308,0.0602842928216063,1338,2238,1162,992,1545,4866,2367,2497,2829,1545,1283,1,2,1,1378,0.426625386996904,0,0,902,4,2,32,32,0,0,0,0,993,1518,5,0.663750000000068,0,0,0,0.630458740314998,0.755220809724289,396,211,238,369,27,0.853749999999954,8.95199999999946,1.29299999999998,0.388607999999997,0,0,2.04899999999989,96.8333333333333,197.25,128.75,0.0132532507739939,0.0410000000000001,0.0435229773462784,0.0780000000000002,0.987208095105795,5287,1311,0.0926801588802724,0.100686498855835,0.0989593401099817,0.100086652224629,1.4465397,0,2586957383971,84916794340,410907084,0,143539788,0,1,0,0.2
development,16017006,n10-ring2,N10 ring2,EXP14D factorial,a1-g1-s0,4,NaN,mac-aware-broadcast,A1 G1 S0,adaptive,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0879613203031073,0.514329775633471,0,0,NaN,NaN,NaN,NaN,0.0781141909500117,0.18,0.24,0.32,0.150291400142146,0.0721772091921348,1460,2355,1303,88,1587,5118,2632,2486,2908,1587,1321,0,0,0,1047,0.428571428571429,0,0,895,7,1,32,32,0,0,0,0,88,2706,6,0.611916666666722,88,8,0,0.565867518971897,0.699890654198846,253,158,123,249,4,0.799249999999951,9.41999999999941,0.171,0.692735999999997,0,0,1.91819999999988,108.583333333333,219.333333333333,132.25,0.0146925910765453,0.0440000000000005,0.0550308758664147,0.112,0.989059123028796,5857,202,0.0925388424107905,0.0792079207920792,0.0989593401099817,0.100086652224629,1.4147707,0,2586957383971,84916794340,410907084,0,143541775,1,1,0,0.2
development,16017006,n10-ring2,N10 ring2,EXP14D factorial,a0-g0-s1,5,NaN,causal-broadcast,A0 G0 S1,hybrid,10,ring2,di,csma,0.1,0.1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0990653911934466,0.501129489393597,0,0,NaN,NaN,NaN,NaN,0.0891968727789622,0.180000000000001,0.26,0.42,0.148756218905473,0.0595593461265105,1518,1924,1249,814,1675,4207,2518,1689,2725,1675,1050,0,0,0,885,0.323228634039445,0,194,603,8,2,32,32,0,0,0,0,816,1650,243,0.620416666666719,0,0,0,0.593170302896477,0.669429880410779,0,0,0,0,0,0.729583333333299,7.6959999999996,1.059,0.422399999999997,0,0,1.75099999999992,104.083333333333,209.833333333333,139.583333333333,0.0190588020452886,0.0529999999999999,0.0513002985074628,0.0939999999999999,0.987798793113274,4636,1075,0.0985763589301122,0.10046511627907,0.0989593401099817,0.100086652224629,1.406556,0,2586957383971,84916794340,410907084,0,143817234,0,0,1,0.2
development,16017006,n10-ring2,N10 ring2,EXP14D factorial,a1-g0-s1,6,NaN,mac-aware-broadcast,A1 G0 S1,adaptive,10,ring2,di,csma,0.1,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0936813678995178,0.505966577239349,0,0,NaN,NaN,NaN,NaN,0.0841601516228381,0.18,0.279999999999999,0.520000000000001,0.157754086709311,0.0735939350864726,1573,1922,1329,77,1656,4197,2673,1524,2507,1656,851,0,0,0,571,0.285642821410705,0,169,521,9,2,32,32,0,0,0,0,78,2325,236,0.555916666666701,78,2,0,0.526677414408206,0.602289254636011,0,0,0,0,0,0.653416666666633,7.6879999999996,0.153,0.5952,0,0,1.56819999999992,110.75,222.75,138,0.018495247623812,0.0510000000000002,0.058965579710145,0.117,0.990239677066689,4812,182,0.0995428096425603,0.0659340659340659,0.0989593401099817,0.100086652224629,1.3514494,0,2586957383971,84916794340,410907084,0,143541778,1,0,1,0.2
development,16017006,n10-ring2,N10 ring2,EXP14D factorial,a0-g1-s1,7,NaN,load-guarded-broadcast,A0 G1 S1,hybrid,10,ring2,di,csma,0.1,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0990988857028877,0.49982379664356,0,0,NaN,NaN,NaN,NaN,0.0891589670694146,0.180000000000001,0.26,0.359999999999999,0.150784174366264,0.0616252072968492,1337,1914,1227,836,1657,4184,2517,1665,2676,1657,1018,1,2,1,900,0.327272727272727,0,9,588,13,2,32,32,0,0,0,0,837,1528,26,0.621083333333387,0,0,0,0.59404468443664,0.674933823277902,515,10,510,494,21,0.731916666666633,7.6559999999996,1.12699999999999,0.391167999999999,0,0,1.75659999999992,102.25,209.75,138.083333333333,0.0217538181818183,0.0670000000000002,0.0547447193723598,0.109,0.9861780523113,4577,1148,0.0959143543805986,0.0949477351916376,0.0989593401099817,0.100086652224629,1.427147,0,2586957383971,84916794340,410907084,0,143539801,0,1,1,0.2
development,16017006,n10-ring2,N10 ring2,EXP14D factorial,a1-g1-s1,8,NaN,mac-aware-broadcast,A1 G1 S1,adaptive,10,ring2,di,csma,0.1,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0933746074813757,0.505000949652706,0,0,NaN,NaN,NaN,NaN,0.0833546552949537,0.18,0.24,0.359999999999999,0.157379767827529,0.0740251125325753,1458,1950,1352,79,1610,4212,2711,1501,2466,1610,856,0,0,0,569,0.280433711187777,0,7,500,12,2,32,32,0,0,0,0,79,2283,29,0.567333333333373,79,0,0,0.535018775059041,0.602259536980195,283,1,282,274,9,0.662999999999965,7.79999999999958,0.156,0.584448,0,0,1.59119999999992,112.666666666667,225.916666666667,134.166666666667,0.0223469689502219,0.0705999999999999,0.0602447204968945,0.125,0.989736092611243,4823,183,0.102425876010782,0.0491803278688525,0.0989593401099817,0.100086652224629,1.3521656,0,2586957383971,84916794340,410907084,0,143541788,1,1,1,0.2
development,16017006,n20-ring2,N20 ring2,EXP14D factorial,a0-g0-s0,1,NaN,causal-broadcast,A0 G0 S0,hybrid,20,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.4922887079662,0.116334854314782,1,0,NaN,NaN,NaN,NaN,0.57749945922561,1.92,3.4,4.04,3.10191001514168,2.52441055591608,3687,8464,520,140,189,19840,1170,18670,2945,189,2756,0,0,0,8066,0.937470943747094,0,1112,5899,116,2,32,32,0,0,0,0,140,2792,579,0.976916666666561,0,0,0,0.981757320882937,0.994315365636419,0,0,0,0,0,2.83408333333358,33.856000000003,0.153,0.714752000000009,0,0,6.8018000000006,43.3333333333333,97.5,15.75,0.0254755927475593,0.0579999999999998,0.0745978835978837,0.154400000000001,0.945058017614987,20626,153,0.0959953456802094,0.0588235294117647,0.100993167805366,0.099118688551908,2.3609259,0,10201519959550,339915062694,1676201720,0,169351636,0,0,0,0.2
development,16017006,n20-ring2,N20 ring2,EXP14D factorial,a1-g0-s0,2,NaN,mac-aware-broadcast,A1 G0 S0,adaptive,20,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.473988539631716,0.246117997652323,1,0,NaN,NaN,NaN,NaN,0.456753190568894,1.28,1.88,2.98,2.48250703006706,2.02575383949815,3694,8509,526,0,223,19864,1139,18725,3297,223,3074,0,0,0,7974,0.937125396638853,0,1119,5947,81,1,32,32,0,0,0,0,0,3297,652,0.977333333333227,0,5,0,0.983682992436487,0.994000508880673,0,0,0,0,0,2.83633333333357,34.0360000000029,0,0.844032000000016,0,0,6.80720000000058,43.8333333333333,94.9166666666667,18.5833333333333,0.0255601128217183,0.0579999999999998,0.0862152466367714,0.182900000000001,0.96041377395168,20717,0,0.0969252304870396,0,0.100993167805366,0.099118688551908,2.3792034,0,10201519959550,339915062694,1676201720,0,169353623,1,0,0,0.2
development,16017006,n20-ring2,N20 ring2,EXP14D factorial,a0-g1-s0,3,NaN,load-guarded-broadcast,A0 G1 S0,hybrid,20,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.392084810972913,0.287856586771493,1,0,NaN,NaN,NaN,NaN,0.393785420722475,1.08,1.52,1.94,0.929318624269954,0.535533203547483,2123,5885,664,736,652,13703,1478,12225,2126,652,1474,0,0,0,5540,0.836731611539042,0,0,3776,5,2,32,32,0,0,0,0,736,1297,3,0.80674999999999,0,0,0,0.806471501646333,0.854509140657952,4982,4816,1026,4907,75,2.0307500000001,23.5400000000012,0.829000000000001,0.332031999999999,0,0,4.87380000000024,55.3333333333333,123.166666666667,54.3333333333333,0.0280246186376681,0.0739999999999998,0.0907776073619634,0.138999999999999,0.965945140653755,14072,829,0.0918135304150085,0.102533172496984,0.100993167805366,0.099118688551908,2.1620984,0,10201519959550,339915062694,1676201720,0,169351646,0,1,0,0.2
development,16017006,n20-ring2,N20 ring2,EXP14D factorial,a1-g1-s0,4,NaN,mac-aware-broadcast,A1 G1 S0,adaptive,20,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.384544497470896,0.303940234927279,1,0,NaN,NaN,NaN,NaN,0.319965390439109,0.859999999999999,1.18,1.82,1.0992775254164,0.779312134977282,2351,6512,742,0,481,15096,1672,13419,3850,481,3369,3,5,0,5756,0.883906633906634,0,1,4175,16,1,32,32,0,0,0,0,0,3850,7,0.802166666666659,0,25,0,0.801814244238548,0.840642360643236,4510,4311,947,4497,13,2.17066666666684,26.048000000002,0,0.985600000000015,0,0,5.20960000000041,61.8333333333333,139.333333333333,40.0833333333333,0.030635902948403,0.0750000000000002,0.117280665280665,0.194,0.964075085802339,16218,0,0.0926748057713652,0,0.100993167805366,0.099118688551908,2.1459269,0,10201519959550,339915062694,1676201720,0,169353633,1,1,0,0.2
development,16017006,n20-ring2,N20 ring2,EXP14D factorial,a0-g0-s1,5,NaN,causal-broadcast,A0 G0 S1,hybrid,20,ring2,di,csma,0.05,0.05,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.204766766522806,0.419085203899658,0,0,NaN,NaN,NaN,NaN,0.160447761194031,0.380000000000001,0.6,0.920000000000002,0.309682024659312,0.149234263465283,3968,3303,1562,312,1783,7761,3356,4405,4119,1783,2336,0,0,0,1892,0.523374827109267,0,2252,1599,59,2,32,32,0,0,0,0,313,3728,3083,0.820666666666648,0,0,0,0.815773284592726,0.855278680625812,0,0,0,0,0,1.13341666666658,13.211999999999,0.389,0.954367999999995,0,0,2.7201999999998,130.166666666667,279.666666666667,148.583333333333,0.0292683264177041,0.0660000000000007,0.0928805384183961,0.210000000000001,0.99106521951061,8627,391,0.0914570534368842,0.104859335038363,0.100993167805366,0.099118688551908,1.9481396,0,10201519959550,339915062694,1676201720,0,169243527,0,0,1,0.2
development,16017006,n20-ring2,N20 ring2,EXP14D factorial,a1-g0-s1,6,NaN,mac-aware-broadcast,A1 G0 S1,adaptive,20,ring2,di,csma,0.05,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.190531655124837,0.424581677347356,0,0,NaN,NaN,NaN,NaN,0.147317759030933,0.379999999999999,0.56,0.880000000000001,0.296417910447761,0.149100151416829,3960,3376,1664,0,1974,7836,3629,4207,4318,1974,2344,0,0,0,1692,0.501184834123223,0,2155,1584,58,1,32,32,0,0,0,0,0,4318,3129,0.814333333333317,0,30,0,0.808417624523328,0.857133335819031,0,0,0,0,0,1.12533333333325,13.503999999999,0,1.10540800000001,0,0,2.70079999999979,138.666666666667,302.416666666667,164.5,0.0270355450236968,0.0590000000000002,0.0945992907801419,0.2187,0.989810538357046,8820,0,0.0943310657596372,0,0.100993167805366,0.099118688551908,1.9147604,0,10201519959550,339915062694,1676201720,0,169353636,1,0,1,0.2
development,16017006,n20-ring2,N20 ring2,EXP14D factorial,a0-g1-s1,7,NaN,load-guarded-broadcast,A0 G1 S1,hybrid,20,ring2,di,csma,0.05,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.238384570391997,0.406126179507647,0,0,NaN,NaN,NaN,NaN,0.189649578195978,0.42,0.570999999999985,0.9,0.349539260220636,0.15988968202466,1892,3050,1506,482,1733,7178,3291,3887,3661,1733,1928,0,0,0,1738,0.4920724801812,0,120,1290,62,2,32,32,0,0,0,0,486,2998,282,0.792749999999995,0,0,0,0.795789548098754,0.828835806115524,6009,3369,4587,5963,46,1.07066666666659,12.1999999999991,0.648,0.767487999999998,0,0,2.56959999999982,125.5,274.25,144.416666666667,0.0639770668176671,0.177,0.124918638199654,0.2574,0.993184445612191,7919,663,0.0969819421644147,0.108597285067873,0.100993167805366,0.099118688551908,1.8718652,0,10201519959550,339915062694,1676201720,0,169351659,0,1,1,0.2
development,16017006,n20-ring2,N20 ring2,EXP14D factorial,a1-g1-s1,8,NaN,mac-aware-broadcast,A1 G1 S1,adaptive,20,ring2,di,csma,0.05,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.243694491839665,0.403379328955017,0,0,NaN,NaN,NaN,NaN,0.191728314947005,0.42,0.640000000000001,1,0.355111399524119,0.163383084577115,2036,3282,1620,0,1817,7579,3549,4030,3926,1817,2109,0,0,0,1647,0.501828153564899,0,127,1387,75,1,32,32,0,0,0,0,0,3926,365,0.790333333333329,0,84,0,0.794332198980151,0.822039591331051,5514,3022,4043,5476,38,1.09399999999992,13.127999999999,0,1.005056,0,0,2.6255999999998,135,295.75,151.416666666667,0.0665527117611214,0.177,0.127866263070996,0.2632,0.99047417762413,8483,0,0.0968996817163739,0,0.100993167805366,0.099118688551908,1.7660012,0,10201519959550,339915062694,1676201720,0,169353646,1,1,1,0.2
development,16017007,n5-csma,N5 CSMA,EXP14D factorial,a0-g0-s0,1,NaN,causal-broadcast,A0 G0 S0,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0576577167233608,0.526799737544151,0,0,9.57741675981649,12.416904551607,0,1.03663554205571,0.0786180210060806,0.16,0.200000000000001,0.260000000000002,0.114549474847982,0.0359314538419016,610,710,578,513,800,1296,983,313,1030,800,230,0,0,0,169,0.138184791496321,0,0,100,0,2,32,32,0,0,0,0,513,370,0,0.27258333333331,0,0,0,0.2457535270934,0.313624695813185,0,0,0,0,0,0.291,2.84,0.652,0.0947200000000003,0,0,0.698400000000001,48.1666666666667,81.9166666666667,66.6666666666667,0.00595421095666399,0.0189000000000002,0.03214125,0.0500000000000007,0.989057966723903,1416,660,0.105932203389831,0.0909090909090909,0.0991301449758374,0.0942242959506749,0.9490529,0,666467742723,21184797892,105363559,0,134591224,0,0,0,0.2
development,16017007,n5-csma,N5 CSMA,EXP14D factorial,a1-g0-s0,2,NaN,mac-aware-broadcast,A1 G0 S0,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0549377336400006,0.531034893169747,0,0,9.57741675981649,12.3404226007836,0,1.03666742473945,0.0734438916528467,0.16,0.200000000000001,0.279999999999999,0.142996130458817,0.0695522388059702,703,815,668,62,751,1506,1141,365,957,751,206,0,0,0,118,0.134549600912201,0,1,113,0,2,32,32,0,0,0,0,62,828,1,0.261749999999978,62,0,0,0.239397885940097,0.287920372393044,0,0,0,0,0,0.28175,3.26,0.121,0.211968000000002,0,0,0.676200000000001,55.6666666666667,95.0833333333333,62.5833333333333,0.00702052451539347,0.0209999999999999,0.0464327563249002,0.105,0.986522815705695,1802,129,0.110432852386238,0.10077519379845,0.0991301449758374,0.0942242959506749,0.986449500000001,0,666467742723,21184797892,105363559,0,134593211,1,0,0,0.2
development,16017007,n5-csma,N5 CSMA,EXP14D factorial,a0-g1-s0,3,NaN,load-guarded-broadcast,A0 G1 S0,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0590816367357208,0.525271208599461,0,0,9.57741675981649,12.416904551607,0,1.03663752892483,0.0814040906578219,0.16,0.220000000000001,0.34,0.115290215588723,0.0338861249309011,604,736,572,522,796,1358,977,381,1008,796,212,0,0,0,204,0.162162162162162,0,0,132,0,2,32,32,0,0,0,0,522,338,0,0.275416666666644,0,0,0,0.240064489573531,0.296006535514609,24,0,24,18,6,0.3005,2.944,0.662,0.0865280000000002,0,0,0.721200000000001,47.6666666666667,81.4166666666667,66.3333333333333,0.00588394276629574,0.0180000000000007,0.0323592964824121,0.0510000000000004,0.989218442932729,1470,670,0.104761904761905,0.0880597014925373,0.0991301449758374,0.0942242959506749,1.0052574,0,666467742723,21184797892,105363559,0,134591234,0,1,0,0.2
development,16017007,n5-csma,N5 CSMA,EXP14D factorial,a1-g1-s0,4,NaN,mac-aware-broadcast,A1 G1 S0,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0540606644996449,0.531157985899345,0,0,9.57741675981649,12.3404226007836,0,1.03666193488471,0.0727031509121061,0.16,0.2,0.26,0.137545605306799,0.0648424543946933,696,818,660,61,737,1509,1140,369,965,737,228,0,0,0,132,0.150170648464164,0,0,123,0,1,32,32,0,0,0,0,61,835,0,0.260416666666645,61,0,0,0.227376910584064,0.268516994813645,14,0,14,7,7,0.282583333333334,3.272,0.119,0.213760000000002,0,0,0.678200000000001,55,95,61.4166666666667,0.00690898748577938,0.02,0.0441478968792402,0.1002,0.986256707496547,1820,130,0.103846153846154,0.0923076923076923,0.0991301449758374,0.0942242959506749,0.917234699999999,0,666467742723,21184797892,105363559,0,134593221,1,1,0,0.2
development,16017007,n5-csma,N5 CSMA,EXP14D factorial,a0-g0-s1,5,NaN,causal-broadcast,A0 G0 S1,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0576577167233608,0.526799737544151,0,0,9.57741675981649,12.416904551607,0,1.03663554205571,0.0786180210060806,0.16,0.200000000000001,0.260000000000002,0.114549474847982,0.0359314538419016,610,710,578,513,800,1296,983,313,1030,800,230,0,0,0,169,0.138184791496321,0,0,100,0,2,32,32,0,0,0,0,513,370,0,0.27258333333331,0,0,0,0.2457535270934,0.313624695813185,0,0,0,0,0,0.291,2.84,0.652,0.0947200000000003,0,0,0.698400000000001,48.1666666666667,81.9166666666667,66.6666666666667,0.00595421095666399,0.0189000000000002,0.03214125,0.0500000000000007,0.989057966723903,1416,660,0.105932203389831,0.0909090909090909,0.0991301449758374,0.0942242959506749,0.917648900000001,0,666467742723,21184797892,105363559,0,134591237,0,0,1,0.2
