seed,arm,kind,condition,dataLoss,controlLoss,traceHash,geometryHash,selectorHash,scheduleHash,kernelTraceHash,kernelStateHash,interferenceEventHash,RMSE,MINSEP,SAFEFAIL,DIVERGED,TOTAL_COST,DATA_AIRTIME,MANAGEMENT_AIRTIME,DATA_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,COLLISION_FRAMES,BACKGROUND_COLLISION_FRAMES,graphAdmissible,graphLocalOnly,graphAddedEdges,graphRemovedEdges,oldSlot,newSlot,eventFrame,eligibleFrame,reacquired,firstReacquiredFrame,finalSuppressed,controlAttempts,controlBytes,controlAirtime,expectedControlAttempts,expectedControlAirtime,expectedDataSuccess,expectedDataErasure,expectedDataCollision,observedDataSuccess,observedDataErasure,observedDataCollision,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,suppressionHash,reacquisitionHash,revokeBlackout,responseBlackout,geometryCoupledToPlant
16086010,migration-iid20-revoke-blackout,migration,iid20,0.2,0.2,900121,2363678,564740,1183500400,19344723534,149654697,509155,0.0873700840925157,0.511361624958284,0,0,0.243759999999998,2.75251199999997,0.172608,896,1828,504,0,0,1,1,1,0,7,9,47,50,1,51,0,192,5394,0.172608,192,0.172608,1828,504,0,1828,504,0,0,0,0,1,0,0,0,29493,29347,1,0,0
16086010,migration-iid20-response-blackout,migration,iid20,0.2,0.2,900121,2363678,564740,1124219381,19149709489,178353657,509155,0.178934706617492,0.165251614546292,1,0,0.249482666666665,2.62963199999998,0.36416,856,1759,493,0,0,1,1,1,0,7,9,47,50,0,NaN,1,385,11380,0.36416,385,0.36416,1759,493,0,1759,493,0,0,0,0,1,0,0,0,32353,29295,0,1,0
16086011,periodic-zero,periodic,zero,0,0,185127,2363678,564740,NaN,NaN,NaN,509155,0.0631619215517804,0.528748634279838,0,0,0.255999999999998,3.07199999999997,0,1000,2600,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086011,migration-zero,migration,zero,0,0,185127,2363678,564740,3414661784,1830117768,149454640,509155,0.0615208188973806,0.531059671499309,0,0,0.243706666666665,2.75558399999997,0.168896,897,2334,0,0,0,1,1,1,0,7,9,47,50,1,50,0,188,5278,0.168896,188,0.168896,2334,0,0,2334,0,0,0,0,0,1,0,0,0,29442,29346,0,0,0
16086011,periodic-iid20,periodic,iid20,0.2,0,185127,2363678,564740,NaN,NaN,NaN,509155,0.0830778397431462,0.502854832466722,0,0,0.255999999999998,3.07199999999997,0,1000,2068,532,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086011,migration-iid20,migration,iid20,0.2,0.2,185127,2363678,564740,1182588655,19398157032,149753138,509155,0.0809502560643213,0.513123130758992,0,0,0.243786666666665,2.75251199999997,0.172928,896,1937,395,0,0,1,1,1,0,7,9,47,50,1,51,0,192,5404,0.172928,192,0.172928,1937,395,0,1937,395,0,0,0,0,1,0,0,0,29493,29347,0,0,0
16086011,migration-iid20-revoke-blackout,migration,iid20,0.2,0.2,185127,2363678,564740,1183371171,19393414997,149753138,509155,0.0809502560643213,0.513123130758992,0,0,0.243786666666665,2.75251199999997,0.172928,896,1937,395,0,0,1,1,1,0,7,9,47,50,1,51,0,192,5404,0.172928,192,0.172928,1937,395,0,1937,395,0,0,0,0,1,0,0,0,29493,29347,1,0,0
16086011,migration-iid20-response-blackout,migration,iid20,0.2,0.2,185127,2363678,564740,1124480003,19197080704,177951155,509155,0.174374027035273,0.159593309764178,1,0,0.249397333333331,2.62963199999998,0.363136,856,1868,384,0,0,1,1,1,0,7,9,47,50,0,NaN,1,383,11348,0.363136,383,0.363136,1868,384,0,1868,384,0,0,0,0,1,0,0,0,32353,29295,0,1,0
16086012,periodic-zero,periodic,zero,0,0,1233112,2363678,564740,NaN,NaN,NaN,509155,0.0630541201842545,0.528881902475846,0,0,0.255999999999998,3.07199999999997,0,1000,2600,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086012,migration-zero,migration,zero,0,0,1233112,2363678,564740,3424991364,1830117768,149454640,509155,0.0615638580503917,0.531106361677507,0,0,0.243706666666665,2.75558399999997,0.168896,897,2334,0,0,0,1,1,1,0,7,9,47,50,1,50,0,188,5278,0.168896,188,0.168896,2334,0,0,2334,0,0,0,0,0,1,0,0,0,29442,29346,0,0,0
16086012,periodic-iid20,periodic,iid20,0.2,0,1233112,2363678,564740,NaN,NaN,NaN,509155,0.0819941575195006,0.506196172582463,0,0,0.255999999999998,3.07199999999997,0,1000,2094,506,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086012,migration-iid20,migration,iid20,0.2,0.2,1233112,2363678,564740,1181153136,19294398212,150025068,509155,0.0862265674770306,0.498179487640715,0,0,0.243621333333331,2.74943999999998,0.174016,895,1858,472,0,0,1,1,1,0,7,9,47,50,1,52,0,194,5438,0.174016,194,0.174016,1858,472,0,1858,472,0,0,0,0,1,0,0,0,29545,29348,0,0,0
16086012,migration-iid20-revoke-blackout,migration,iid20,0.2,0.2,1233112,2363678,564740,1181622267,19289109061,150025068,509155,0.0862265674770306,0.498179487640715,0,0,0.243621333333331,2.74943999999998,0.174016,895,1858,472,0,0,1,1,1,0,7,9,47,50,1,52,0,194,5438,0.174016,194,0.174016,1858,472,0,1858,472,0,0,0,0,1,0,0,0,29545,29348,1,0,0
16086012,migration-iid20-response-blackout,migration,iid20,0.2,0.2,1233112,2363678,564740,1124214819,19106200619,176911783,509155,0.182034288516899,0.169526346591562,1,0,0.248917333333331,2.62963199999998,0.357376,856,1796,456,0,0,1,1,1,0,7,9,47,50,0,NaN,1,378,11168,0.357376,378,0.357376,1796,456,0,1796,456,0,0,0,0,1,0,0,0,32353,29295,0,1,0
16086013,periodic-zero,periodic,zero,0,0,937860,2363678,564740,NaN,NaN,NaN,509155,0.0630991857645088,0.528684308128016,0,0,0.255999999999998,3.07199999999997,0,1000,2600,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086013,migration-zero,migration,zero,0,0,937860,2363678,564740,3432593601,1830117768,149454640,509155,0.0614543795643962,0.531336298051661,0,0,0.243706666666665,2.75558399999997,0.168896,897,2334,0,0,0,1,1,1,0,7,9,47,50,1,50,0,188,5278,0.168896,188,0.168896,2334,0,0,2334,0,0,0,0,0,1,0,0,0,29442,29346,0,0,0
16086013,periodic-iid20,periodic,iid20,0.2,0,937860,2363678,564740,NaN,NaN,NaN,509155,0.0843297979513472,0.497755515966975,0,0,0.255999999999998,3.07199999999997,0,1000,2094,506,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086013,migration-iid20,migration,iid20,0.2,0.2,937860,2363678,564740,1180088981,19361263258,150251855,509155,0.0853161574080625,0.512167377959318,0,0,0.243455999999998,2.74636799999998,0.175104,894,1862,466,0,0,1,1,1,0,7,9,47,50,1,53,0,196,5472,0.175104,196,0.175104,1862,466,0,1862,466,0,0,0,0,1,0,0,0,29598,29349,0,0,0
16086013,migration-iid20-revoke-blackout,migration,iid20,0.2,0.2,937860,2363678,564740,1179777384,19355627301,150251855,509155,0.0853161574080625,0.512167377959318,0,0,0.243455999999998,2.74636799999998,0.175104,894,1862,466,0,0,1,1,1,0,7,9,47,50,1,53,0,196,5472,0.175104,196,0.175104,1862,466,0,1862,466,0,0,0,0,1,0,0,0,29598,29349,1,0,0
16086013,migration-iid20-response-blackout,migration,iid20,0.2,0.2,937860,2363678,564740,1124924346,19159885596,177911894,509155,0.180690727481113,0.170487278701358,1,0,0.249381333333331,2.62963199999998,0.362944,856,1799,453,0,0,1,1,1,0,7,9,47,50,0,NaN,1,382,11342,0.362944,382,0.362944,1799,453,0,1799,453,0,0,0,0,1,0,0,0,32353,29295,0,1,0
16086014,periodic-zero,periodic,zero,0,0,973384,2363678,564740,NaN,NaN,NaN,509155,0.0632041761309553,0.528769561148528,0,0,0.255999999999998,3.07199999999997,0,1000,2600,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086014,migration-zero,migration,zero,0,0,973384,2363678,564740,3444182337,1830117768,149454640,509155,0.0614666377259065,0.531334126411618,0,0,0.243706666666665,2.75558399999997,0.168896,897,2334,0,0,0,1,1,1,0,7,9,47,50,1,50,0,188,5278,0.168896,188,0.168896,2334,0,0,2334,0,0,0,0,0,1,0,0,0,29442,29346,0,0,0
16086014,periodic-iid20,periodic,iid20,0.2,0,973384,2363678,564740,NaN,NaN,NaN,509155,0.0804972047150116,0.50712485486031,0,0,0.255999999999998,3.07199999999997,0,1000,2076,524,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086014,migration-iid20,migration,iid20,0.2,0.2,973384,2363678,564740,1183132042,19406411507,149827468,509155,0.0842501152854615,0.50901402872122,0,0,0.243567999999998,2.75251199999997,0.170304,896,1860,472,0,0,1,1,1,0,7,9,47,50,1,51,0,190,5322,0.170304,190,0.170304,1860,472,0,1860,472,0,0,0,0,1,0,0,0,29493,29347,0,0,0
16086014,migration-iid20-revoke-blackout,migration,iid20,0.2,0.2,973384,2363678,564740,1183796158,19401521084,149827468,509155,0.0842501152854615,0.50901402872122,0,0,0.243567999999998,2.75251199999997,0.170304,896,1860,472,0,0,1,1,1,0,7,9,47,50,1,51,0,190,5322,0.170304,190,0.170304,1860,472,0,1860,472,0,0,0,0,1,0,0,0,29493,29347,1,0,0
16086014,migration-iid20-response-blackout,migration,iid20,0.2,0.2,973384,2363678,564740,1124543899,19204329910,180756741,509155,0.176734246461426,0.168462242199113,1,0,0.250442666666665,2.62963199999998,0.37568,856,1794,458,0,0,1,1,1,0,7,9,47,50,0,NaN,1,395,11740,0.37568,395,0.37568,1794,458,0,1794,458,0,0,0,0,1,0,0,0,32353,29295,0,1,0
16086015,periodic-zero,periodic,zero,0,0,1916729,2363678,564740,NaN,NaN,NaN,509155,0.0631494597840654,0.528749919802292,0,0,0.255999999999998,3.07199999999997,0,1000,2600,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086015,migration-zero,migration,zero,0,0,1916729,2363678,564740,3439842094,1830117768,149454640,509155,0.0614815078322612,0.531142310270275,0,0,0.243706666666665,2.75558399999997,0.168896,897,2334,0,0,0,1,1,1,0,7,9,47,50,1,50,0,188,5278,0.168896,188,0.168896,2334,0,0,2334,0,0,0,0,0,1,0,0,0,29442,29346,0,0,0
16086015,periodic-iid20,periodic,iid20,0.2,0,1916729,2363678,564740,NaN,NaN,NaN,509155,0.0822787562646658,0.505097643677932,0,0,0.255999999999998,3.07199999999997,0,1000,2077,523,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086015,migration-iid20,migration,iid20,0.2,0.2,1916729,2363678,564740,1179149778,19370288042,149778668,509155,0.080426377613018,0.513510470355568,0,0,0.243354666666665,2.74636799999998,0.173888,894,1890,438,0,0,1,1,1,0,7,9,47,50,1,53,0,193,5434,0.173888,193,0.173888,1890,438,0,1890,438,0,0,0,0,1,0,0,0,29598,29349,0,0,0
16086015,migration-iid20-revoke-blackout,migration,iid20,0.2,0.2,1916729,2363678,564740,1179141148,19365976371,149778668,509155,0.080426377613018,0.513510470355568,0,0,0.243354666666665,2.74636799999998,0.173888,894,1890,438,0,0,1,1,1,0,7,9,47,50,1,53,0,193,5434,0.173888,193,0.173888,1890,438,0,1890,438,0,0,0,0,1,0,0,0,29598,29349,1,0,0
16086015,migration-iid20-response-blackout,migration,iid20,0.2,0.2,1916729,2363678,564740,1123836583,19182990065,176402149,509155,0.172636250515792,0.163206598093498,1,0,0.248831999999998,2.62963199999998,0.356352,856,1828,424,0,0,1,1,1,0,7,9,47,50,0,NaN,1,376,11136,0.356352,376,0.356352,1828,424,0,1828,424,0,0,0,0,1,0,0,0,32353,29295,0,1,0
16086016,periodic-zero,periodic,zero,0,0,463130,2363678,564740,NaN,NaN,NaN,509155,0.0631501861511002,0.528704774930882,0,0,0.255999999999998,3.07199999999997,0,1000,2600,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086016,migration-zero,migration,zero,0,0,463130,2363678,564740,3415335606,1830117768,149454640,509155,0.061582907531761,0.530965610703538,0,0,0.243706666666665,2.75558399999997,0.168896,897,2334,0,0,0,1,1,1,0,7,9,47,50,1,50,0,188,5278,0.168896,188,0.168896,2334,0,0,2334,0,0,0,0,0,1,1.77635683940025e-15,0,0,29442,29346,0,0,0
16086016,periodic-iid20,periodic,iid20,0.2,0,463130,2363678,564740,NaN,NaN,NaN,509155,0.0813153859310964,0.504607171363086,0,0,0.255999999999998,3.07199999999997,0,1000,2092,508,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086016,migration-iid20,migration,iid20,0.2,0.2,463130,2363678,564740,1179438258,19283245691,149345651,509155,0.0867455769390268,0.500185873053492,0,0,0.243258666666665,2.74636799999998,0.172736,894,1834,494,0,0,1,1,1,0,7,9,47,50,1,53,0,192,5398,0.172736,192,0.172736,1834,494,0,1834,494,0,0,0,0,1,1.77635683940025e-15,0,0,29598,29349,0,0,0
16086016,migration-iid20-revoke-blackout,migration,iid20,0.2,0.2,463130,2363678,564740,1179430464,19278281228,149345651,509155,0.0867455769390268,0.500185873053492,0,0,0.243258666666665,2.74636799999998,0.172736,894,1834,494,0,0,1,1,1,0,7,9,47,50,1,53,0,192,5398,0.172736,192,0.172736,1834,494,0,1834,494,0,0,0,0,1,1.77635683940025e-15,0,0,29598,29349,1,0,0
16086016,migration-iid20-response-blackout,migration,iid20,0.2,0.2,463130,2363678,564740,1124120182,19081560499,179293380,509155,0.185373911938046,0.175474209194732,1,0,0.249887999999998,2.62963199999998,0.369024,856,1771,481,0,0,1,1,1,0,7,9,47,50,0,NaN,1,387,11532,0.369024,387,0.369024,1771,481,0,1771,481,0,0,0,0,1,1.77635683940025e-15,0,0,32353,29295,0,1,0
16086017,periodic-zero,periodic,zero,0,0,1471541,2363678,564740,NaN,NaN,NaN,509155,0.0632049486071396,0.528677186926057,0,0,0.255999999999998,3.07199999999997,0,1000,2600,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086017,migration-zero,migration,zero,0,0,1471541,2363678,564740,3451972242,1830117768,149454640,509155,0.0614294774253729,0.531213502446515,0,0,0.243706666666665,2.75558399999997,0.168896,897,2334,0,0,0,1,1,1,0,7,9,47,50,1,50,0,188,5278,0.168896,188,0.168896,2334,0,0,2334,0,0,0,0,0,1,0,0,0,29442,29346,0,0,0
16086017,periodic-iid20,periodic,iid20,0.2,0,1471541,2363678,564740,NaN,NaN,NaN,509155,0.0825099315867763,0.508576644419657,0,0,0.255999999999998,3.07199999999997,0,1000,2060,540,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086017,migration-iid20,migration,iid20,0.2,0.2,1471541,2363678,564740,1181139244,19378823078,149818607,509155,0.0837389682570658,0.506222360327258,0,0,0.243578666666665,2.74943999999998,0.173504,895,1869,461,0,0,1,1,1,0,7,9,47,50,1,52,0,193,5422,0.173504,193,0.173504,1869,461,0,1869,461,0,0,0,0,1,0,0,0,29545,29348,0,0,0
16086017,migration-iid20-revoke-blackout,migration,iid20,0.2,0.2,1471541,2363678,564740,1181076181,19373785650,149818607,509155,0.0837389682570658,0.506222360327258,0,0,0.243578666666665,2.74943999999998,0.173504,895,1869,461,0,0,1,1,1,0,7,9,47,50,1,52,0,193,5422,0.173504,193,0.173504,1869,461,0,1869,461,0,0,0,0,1,0,0,0,29545,29348,1,0,0
16086017,migration-iid20-response-blackout,migration,iid20,0.2,0.2,1471541,2363678,564740,1124706814,19177378666,176692955,509155,0.181740223700015,0.169535131811122,1,0,0.248911999999998,2.62963199999998,0.357312,856,1807,445,0,0,1,1,1,0,7,9,47,50,0,NaN,1,376,11166,0.357312,376,0.357312,1807,445,0,1807,445,0,0,0,0,1,0,0,0,32353,29295,0,1,0
16086018,periodic-zero,periodic,zero,0,0,1773216,2363678,564740,NaN,NaN,NaN,509155,0.0631710874878539,0.528683272605818,0,0,0.255999999999998,3.07199999999997,0,1000,2600,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086018,migration-zero,migration,zero,0,0,1773216,2363678,564740,3427009333,1830117768,149454640,509155,0.0614903528502434,0.531335365273497,0,0,0.243706666666665,2.75558399999997,0.168896,897,2334,0,0,0,1,1,1,0,7,9,47,50,1,50,0,188,5278,0.168896,188,0.168896,2334,0,0,2334,0,0,0,0,0,1,0,0,0,29442,29346,0,0,0
16086018,periodic-iid20,periodic,iid20,0.2,0,1773216,2363678,564740,NaN,NaN,NaN,509155,0.0832927684766845,0.499508701014676,0,0,0.255999999999998,3.07199999999997,0,1000,2099,501,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086018,migration-iid20,migration,iid20,0.2,0.2,1773216,2363678,564740,1182877908,19400133084,150125928,509155,0.0836392306011883,0.49908092691679,0,0,0.243637333333331,2.75251199999997,0.171136,896,1849,483,0,0,1,1,1,0,7,9,47,50,1,51,0,191,5348,0.171136,191,0.171136,1849,483,0,1849,483,0,0,0,0,1,0,0,0,29493,29347,0,0,0
16086018,migration-iid20-revoke-blackout,migration,iid20,0.2,0.2,1773216,2363678,564740,1183013092,19396161640,150125928,509155,0.0836392306011883,0.49908092691679,0,0,0.243637333333331,2.75251199999997,0.171136,896,1849,483,0,0,1,1,1,0,7,9,47,50,1,51,0,191,5348,0.171136,191,0.171136,1849,483,0,1849,483,0,0,0,0,1,0,0,0,29493,29347,1,0,0
16086018,migration-iid20-response-blackout,migration,iid20,0.2,0.2,1773216,2363678,564740,1123920363,19200395200,180599527,509155,0.175699310095134,0.166719923607757,1,0,0.250623999999998,2.62963199999998,0.377856,856,1784,468,0,0,1,1,1,0,7,9,47,50,0,NaN,1,398,11808,0.377856,398,0.377856,1784,468,0,1784,468,0,0,0,0,1,0,0,0,32353,29295,0,1,0
16086019,periodic-zero,periodic,zero,0,0,1102975,2363678,564740,NaN,NaN,NaN,509155,0.0631764088143917,0.528745743227722,0,0,0.255999999999998,3.07199999999997,0,1000,2600,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086019,migration-zero,migration,zero,0,0,1102975,2363678,564740,3422569538,1830117768,149454640,509155,0.0614875656004076,0.530998854530927,0,0,0.243706666666665,2.75558399999997,0.168896,897,2334,0,0,0,1,1,1,0,7,9,47,50,1,50,0,188,5278,0.168896,188,0.168896,2334,0,0,2334,0,0,0,0,0,1,1.38777878078145e-17,0,0,29442,29346,0,0,0
16086019,periodic-iid20,periodic,iid20,0.2,0,1102975,2363678,564740,NaN,NaN,NaN,509155,0.0809241658923592,0.507794678543369,0,0,0.255999999999998,3.07199999999997,0,1000,2103,497,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086019,migration-iid20,migration,iid20,0.2,0.2,1102975,2363678,564740,1180484767,19274220349,149459900,509155,0.0802425494426448,0.511415816053518,0,0,0.243498666666665,2.74943999999998,0.172544,895,1879,451,0,0,1,1,1,0,7,9,47,50,1,52,0,193,5392,0.172544,193,0.172544,1879,451,0,1879,451,0,0,0,0,1,1.38777878078145e-17,0,0,29545,29348,0,0,0
16086019,migration-iid20-revoke-blackout,migration,iid20,0.2,0.2,1102975,2363678,564740,1180899157,19268699399,149459900,509155,0.0802425494426448,0.511415816053518,0,0,0.243498666666665,2.74943999999998,0.172544,895,1879,451,0,0,1,1,1,0,7,9,47,50,1,52,0,193,5392,0.172544,193,0.172544,1879,451,0,1879,451,0,0,0,0,1,1.38777878078145e-17,0,0,29545,29348,1,0,0
16086019,migration-iid20-response-blackout,migration,iid20,0.2,0.2,1102975,2363678,564740,1124061392,19071741230,176619263,509155,0.1766134654134,0.164057232662851,1,0,0.248874666666665,2.62963199999998,0.356864,856,1816,436,0,0,1,1,1,0,7,9,47,50,0,NaN,1,377,11152,0.356864,377,0.356864,1816,436,0,1816,436,0,0,0,0,1,1.38777878078145e-17,0,0,32353,29295,0,1,0
16086020,periodic-zero,periodic,zero,0,0,844921,2363678,564740,NaN,NaN,NaN,509155,0.0631545489708448,0.528824846509397,0,0,0.255999999999998,3.07199999999997,0,1000,2600,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086020,migration-zero,migration,zero,0,0,844921,2363678,564740,3434037656,1830117768,149454640,509155,0.0614581051031092,0.531180310152583,0,0,0.243706666666665,2.75558399999997,0.168896,897,2334,0,0,0,1,1,1,0,7,9,47,50,1,50,0,188,5278,0.168896,188,0.168896,2334,0,0,2334,0,0,0,0,0,1,0,0,0,29442,29346,0,0,0
16086020,periodic-iid20,periodic,iid20,0.2,0,844921,2363678,564740,NaN,NaN,NaN,509155,0.0815891679863194,0.509360759020406,0,0,0.255999999999998,3.07199999999997,0,1000,2095,505,0,0,NaN,NaN,NaN,NaN,NaN,NaN,47,50,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
16086020,migration-iid20,migration,iid20,0.2,0.2,844921,2363678,564740,1179404477,19425583261,149436398,509155,0.0840844335107451,0.50692837061729,0,0,0.243274666666665,2.74636799999998,0.172928,894,1868,460,0,0,1,1,1,0,7,9,47,50,1,53,0,193,5404,0.172928,193,0.172928,1868,460,0,1868,460,0,0,0,0,1,0,0,0,29598,29349,0,0,0
16086020,migration-iid20-revoke-blackout,migration,iid20,0.2,0.2,844921,2363678,564740,1179324204,19421361600,149436398,509155,0.0840844335107451,0.50692837061729,0,0,0.243274666666665,2.74636799999998,0.172928,894,1868,460,0,0,1,1,1,0,7,9,47,50,1,53,0,193,5404,0.172928,193,0.172928,1868,460,0,1868,460,0,0,0,0,1,0,0,0,29598,29349,1,0,0
16086020,migration-iid20-response-blackout,migration,iid20,0.2,0.2,844921,2363678,564740,1124460299,19233082177,177944783,509155,0.17646769565503,0.161595582540746,1,0,0.249397333333331,2.62963199999998,0.363136,856,1810,442,0,0,1,1,1,0,7,9,47,50,0,NaN,1,383,11348,0.363136,383,0.363136,1810,442,0,1810,442,0,0,0,0,1,0,0,0,32353,29295,0,1,0
