stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH,originalMacType,armKind,route,accessDesign,ackDesign,schedulerMode,oracleFlag,PERIODIC_RATE_HZ,TARGET_RATE_HZ,MEAN_NODE_GOODPUT_HZ,MIN_NODE_GOODPUT_HZ,MEAN_GOODPUT_MARGIN_HZ,MIN_GOODPUT_MARGIN_HZ,SERVICE_ADMISSIONS,SERVICE_COMPLETIONS,SERVICE_REPLACEMENTS,VIRTUAL_DEFICIT_MAX,VIRTUAL_DEFICIT_TERMINAL,MAX_STARVATION_SEC,SERVICE_DECISIONS,FIFO_COMPARABLE_DECISIONS,PRIORITY_DIFFERS_FIFO,PRIORITY_DIFFERS_FIFO_FRACTION,RECEIVER_TRUTH_READS,FUTURE_RANDOM_READS,SERVICE_DECISION_LOG_VALID,ENDOGENOUS_COLLISION_FRAMES,PROJECTION_FLAG,DTSA_DECISIONS,DTSA_DISAGREEMENTS,DTSA_DISAGREEMENT_FRACTION,AGE_GAIN_ELIGIBLE,ZMAC_OWNER_ATTEMPTS,ZMAC_CONTENTION_ATTEMPTS,DELTA_FINAL_PHASE,PUBLIC_FEEDBACK_COUNT,PUBLIC_FEEDBACK_AIRTIME,CHARGED_OFFERED_UTIL,MECHANISM_ACTIVATIONS
development-falsification,16027005,n5-moderate-bg30,N5 Moderate bg0.30 CSMA,EXP20A prior-art baseline closure,dtsa-private-view,8,NaN,periodic,DTSA private-view projection,none,5,ring2,6dof,tdma,1,1,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,1.73724043981015,0.544840728695621,0,0,9.95836863739159,13.972200041265,0,1.00249013341665,10,11.8,11.96,12,NaN,NaN,3000,8989,2,0,0,16183,4,16179,0,0,0,0,0,0,8987,0.999777505840472,0,3,5992,0,1,32,32,0,0,0,0,0,0,0,0.764750000000022,0,0,0,0.758188019750861,0.79907388968948,0,0,0,0,0,2.99633333333349,35.9560000000018,0,0,3.59699999999965,5922,7.19120000000037,0.166666666666667,0.333333333333333,0,0.00491433974858172,0.0109999999999999,NaN,NaN,0.4,16183,0,0.103194710498671,0,0.102962839526746,0.103622729545076,2.9155909,0,666973068210,21207347384,105363559,0,172404532,csma,prior-art-projection,none,dtsa-private,none,dtsa-private,0,NaN,8.33333333333333,0.0333333333333333,0,-8.3,-8.33333333333333,3000,2,3,600,2998,11.999,1801,0,0,0,0,0,1,3065,1,1801,1797,0.997779011660189,0,0,0,0,0,0,2.99633333333349,1801
development-falsification,16027005,n5-moderate-bg30,N5 Moderate bg0.30 CSMA,EXP20A prior-art baseline closure,chen-age-gain-private,9,NaN,periodic-feedback,Chen age-gain private projection,piggyback,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0887651533826941,0.488753023345541,0,0,9.64348297909255,12.4077498569315,0,1.03652645693183,0.12832504145937,0.34,0.620000000000001,0.899999999999999,0.30024322830293,0.17191818684356,3000,3036,478,0,349,5646,838,4805,2240,349,1891,1,3,0,2528,0.832674571805007,0,2071,2109,268,1,32,32,0,0,0,0,0,2240,2098,0.865333333333289,0,0,0,0.87545369480182,0.914457138280814,0,0,0,0,0,1.01199999999993,12.1439999999991,0,0.57344,3.59699999999965,1959,2.42879999999982,39.8333333333333,69.8333333333333,29.0833333333333,0.00921113306982885,0.0180000000000007,0.06843553008596,0.1662,0.982684615715453,6441,0,0.105418413289862,0,0.102962839526746,0.103622729545076,2.2397082,0,666973068210,21207347384,105363559,0,172927627,csma,prior-art-projection,private-cumulative-piggyback,age-gain-thinning,private-delayed,age-gain-thinning,0,NaN,8.33333333333333,7.96666666666667,6.5,-0.366666666666668,-1.83333333333333,3000,478,2071,522,2522,0.894,2181,0,0,0,0,0,1,569,1,0,0,0,15175,0,0,0,0,0,1.01199999999993,2181
development-falsification,16027005,n5-moderate-bg30,N5 Moderate bg0.30 CSMA,EXP20A prior-art baseline closure,zmac-like-hybrid,10,NaN,state-event,Z-MAC-like hybrid,none,5,ring2,6dof,aloha,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.181272065589628,0.328696197672022,1,0,9.90293964421556,12.719884538098,0,1.03650101220346,0.329928137092316,0.9,1.22,1.48,NaN,NaN,299,607,209,0,0,1092,361,731,0,0,0,0,0,0,388,0.639209225700165,0,0,308,0,1,32,32,0,0,0,0,0,0,0,0.457750000000004,0,0,0,0.423021588395477,0.493669114073012,0,0,0,0,0,0.202333333333333,2.428,0,0,3.59699999999965,388,0.4856,17.4166666666667,30.0833333333333,0,0.0139522240527184,0.0369999999999999,NaN,NaN,0.994671524536036,1092,0,0.0897435897435897,0,0.102962839526746,0.103622729545076,1.2644898,0,666973068210,21207347384,105363559,0,173504792,csma,prior-art-projection,none,zmac-like,none,zmac-like,0,NaN,8.33333333333333,3.48333333333333,3.08333333333333,-4.85,-5.25,299,209,0,22,90,1.485,604,0,0,0,0,0,1,0,1,0,0,0,0,598,9,0,0,0,0.202333333333333,604
development-falsification,16027005,n5-moderate-bg30,N5 Moderate bg0.30 CSMA,EXP20A prior-art baseline closure,delta-public-projection,11,NaN,state-event,DELTA public-feedback projection,none,5,ring2,6dof,aloha,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.291475844933042,0.24557707839389,1,0,9.95836863739159,13.1172767585612,0,1.03668848877758,0.421260364842454,1.04,1.38,1.7,NaN,NaN,294,528,137,0,0,949,232,717,0,0,0,0,0,0,383,0.725378787878788,0,63,297,2,1,32,32,0,0,0,0,0,0,0,0.423333333333327,0,0,0,0.401996570603445,0.478605625297827,0,0,0,0,0,0.176,2.112,0,0,3.59699999999965,350,0.4224,11.4166666666667,19.3333333333333,0,0.0480265151515152,0.206000000000001,NaN,NaN,0.997555142173797,949,0,0.100105374077977,0,0.102962839526746,0.103622729545076,1.5698875,0,666973068210,21207347384,105363559,0,173529663,csma,prior-art-projection,public-slot-feedback,delta-public,charged-public-minislot,delta-public,0,NaN,8.33333333333333,2.28333333333333,2.08333333333333,-6.05,-6.25,294,137,63,36,157,1.948,480,0,0,0,13485,0,1,33,1,0,0,0,0,0,0,0,479,0.479,0.215916666666667,480
development-falsification,16027005,n5-moderate-bg30,N5 Moderate bg0.30 CSMA,EXP20A prior-art baseline closure,delta-private-projection,12,NaN,periodic-feedback,DELTA private-delayed projection,piggyback,5,ring2,6dof,aloha,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0729612560941786,0.504452034274687,0,0,9.6053532040294,12.2450065922076,0,1.03649520437093,0.104444444444444,0.26,0.378400000000001,0.52,0.494007739082366,0.389563294637922,3000,3075,550,0,325,6038,980,5058,2075,325,1750,0,0,0,2499,0.812682926829268,0,1896,1974,140,1,32,32,0,0,0,0,0,2075,2043,0.890833333333277,0,0,0,0.893316697366664,0.935436765794294,0,0,0,0,0,1.02499999999992,12.2999999999991,0,0.531199999999998,3.59699999999965,2013,2.45999999999982,45.8333333333333,81.6666666666667,27.0833333333333,0.00869040650406518,0.0180000000000002,0.0436615384615386,0.1118,0.959038741994801,6804,0,0.10435038212816,0,0.102962839526746,0.103622729545076,3.5138572,0,666973068210,21207347384,105363559,0,172923733,csma,prior-art-projection,private-cumulative-piggyback,delta-private,private-delayed,delta-private,0,NaN,8.33333333333333,9.16666666666667,6.33333333333333,0.833333333333334,-2,3000,550,1896,524,2450,0.519,2283,0,0,0,0,0,1,486,1,0,0,0,0,0,0,2,0,0,1.02499999999992,2283
development-falsification,16027005,n5-moderate-bg30,N5 Moderate bg0.30 CSMA,EXP20A prior-art baseline closure,oracle-deficit-maxweight,13,NaN,causal-broadcast,Oracle deficit max-weight piggyback,piggyback,5,ring2,6dof,tdma,1,1,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0660805352930962,0.514458449067026,0,0,9.52081068248227,12.4325923579441,0,1.03655110346658,0.0931564400221116,0.24,0.318400000000002,0.380000000000001,0.220066334991708,0.126909894969597,920,1774,586,0,523,3316,1023,2293,1665,523,1142,0,0,0,1164,0.656144306651635,0,66,920,15,1,32,32,0,0,0,0,0,1665,94,0.75900000000002,0,0,0,0.738415811384207,0.827042368592908,0,0,0,0,0,0.591333333333305,7.09599999999966,0,0.42624,3.59699999999965,1164,1.41919999999993,48.8333333333333,85.25,43.5833333333333,0.0112322435174747,0.0359999999999996,0.0509177820267688,0.1089,0.986401631574412,3940,0,0.0982233502538071,0,0.102962839526746,0.103622729545076,2.4810822,0,666973068210,21207347384,105363559,0,174452328,csma,oracle,piggyback,collision-free-scheduled,piggyback,deficit-maxweight,1,NaN,8.33333333333333,9.76666666666667,8.25,1.43333333333333,-0.0833333333333339,920,586,66,76,334,0.452999999999999,1774,1082,784,0.724584103512015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.591333333333305,1774
development-falsification,16027005,n5-moderate-bg30,N5 Moderate bg0.30 CSMA,EXP20A prior-art baseline closure,oracle-urgency-maxweight,14,NaN,causal-broadcast,Oracle urgency max-weight piggyback,piggyback,5,ring2,6dof,tdma,1,1,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0638193651624881,0.519858142255374,0,0,9.83869597637954,12.3877619756647,0,1.03665200908121,0.0901160862354892,0.219999999999999,0.280000000000001,0.42,0.20506357103372,0.114947484798231,865,1731,591,0,556,3223,1028,2195,1807,556,1251,0,0,0,1121,0.647602541883304,0,29,895,7,1,32,32,0,0,0,0,0,1807,22,0.749583333333358,0,0,0,0.723338161083961,0.829904655908108,0,0,0,0,0,0.576999999999973,6.92399999999968,0,0.462592000000001,3.59699999999965,1121,1.38479999999994,49.25,85.6666666666667,46.3333333333333,0.0112790294627384,0.0335000000000001,0.0494622302158274,0.104,0.989758993468312,3861,0,0.0919450919450919,0,0.102962839526746,0.103622729545076,2.3307549,0,666973068210,21207347384,105363559,0,174453455,csma,oracle,piggyback,collision-free-scheduled,piggyback,urgency-maxweight,1,NaN,8.33333333333333,9.85,8.33333333333333,1.51666666666667,0,865,591,29,62,274,0.431,1731,1019,513,0.503434739941119,3323,0,1,0,0,0,0,0,0,0,0,0,0,0,0.576999999999973,1731
development-falsification,16027005,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP20A prior-art baseline closure,frame-piggyback,1,NaN,causal-broadcast,Frame-aware piggyback,piggyback,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.108292868055532,0.448336864732702,0,0,9.6722445511649,12.6445653643759,0,1.03634896977089,0.194803758982863,0.539999999999999,0.838400000000001,1.16,0.586323935876175,0.391520176893312,1114,2217,426,0,222,4072,639,3433,1353,222,1131,0,0,0,1720,0.775823184483536,0,245,1350,32,1,32,32,0,0,0,0,0,1353,187,0.764583333333346,0,0,0,0.746167831838979,0.812401675321956,0,0,0,0,0,0.738999999999956,8.86799999999947,0,0.346367999999999,3.59699999999965,1462,1.77359999999989,35.5,53.25,18.5,0.0184118177717638,0.0469999999999997,0.0614414414414415,0.12865,0.961767979225184,4503,0,0.301798800799467,0,0.301846358940177,0.304589235127479,1.6700484,0,666973068210,21799003570,110997405,0,146990445,csma,current,piggyback,frame-aware,piggyback,native,0,NaN,8.33333333333333,7.1,5.16666666666667,-1.23333333333333,-3.16666666666667,1114,426,245,149,688,0.853999999999999,0,0,0,0,0,0,1,258,0,0,0,0,0,0,0,0,0,0,0.738999999999956,0
development-falsification,16027005,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP20A prior-art baseline closure,collision-free-rr-piggyback,2,NaN,causal-broadcast,Collision-free RR piggyback,piggyback,5,ring2,6dof,tdma,1,1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0848611769684097,0.493416143750191,0,0,9.94748861773517,13.0882943961877,0,1.03654277178527,0.127418463239359,0.340000000000001,0.5584,0.859999999999999,0.390326147042565,0.262907683803206,1045,1959,591,0,348,3636,921,2714,1542,348,1194,1,1,0,1283,0.654925982644206,0,129,1045,23,1,32,32,0,0,0,0,0,1542,144,0.804083333333325,0,0,0,0.789556839145546,0.862814831756099,0,0,0,0,0,0.652999999999965,7.83599999999958,0,0.394751999999999,3.59699999999965,1283,1.56719999999992,49.25,76.75,29,0.0171613067891783,0.0409999999999995,0.0525258620689656,0.106,0.962219865287401,4196,0,0.302430886558627,0,0.301846358940177,0.304589235127479,1.630423,0,666973068210,21799003570,110997405,0,171314635,csma,scheduled-current,piggyback,round-robin,piggyback,round-robin,0,NaN,8.33333333333333,9.85,7.33333333333333,1.51666666666667,-1,1045,591,129,98,454,0.528,1959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.652999999999965,1959
development-falsification,16027005,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP20A prior-art baseline closure,periodic-tdma-p6p25,3,6.25,periodic,Periodic TDMA 6.25 Hz,none,5,ring2,6dof,tdma,1,1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.178692012172876,0.334426804370856,1,0,9.91371098950468,13.9679200788055,0,1.03650190526766,0.290414593698176,0.860000000000001,1.24,1.48,NaN,NaN,375,786,223,0,0,1423,337,1086,0,0,0,0,0,0,523,0.665394402035623,0,0,411,0,1,32,32,0,0,0,0,0,0,0,0.503083333333351,0,0,0,0.504400282478098,0.584594815275301,0,0,0,0,0,0.262,3.144,0,0,3.59699999999965,523,0.6288,18.5833333333333,28.0833333333333,0,0.0232226463104327,0.0499999999999998,NaN,NaN,0.965705408292067,1423,0,0.31693605059733,0,0.301846358940177,0.304589235127479,1.2134331,0,666973068210,21799003570,110997405,0,172057327,csma,periodic,none,collision-free-scheduled,none,round-robin,0,6.25,8.33333333333333,3.71666666666667,2.75,-4.61666666666667,-5.58333333333333,375,223,0,43,152,1.292,786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.262,786
development-falsification,16027005,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP20A prior-art baseline closure,periodic-tdma-p8p333,4,8.33333333333333,periodic,Periodic TDMA 8.333 Hz,none,5,ring2,6dof,tdma,1,1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.136180503122913,0.428086161756573,0,0,9.73726261304243,13.14914380136,0,1.03620611080803,0.227993366500829,0.620000000000001,0.898400000000002,1.08,NaN,NaN,500,1048,303,0,0,1888,433,1455,0,0,0,0,0,0,700,0.66793893129771,0,0,548,0,1,32,32,0,0,0,0,0,0,0,0.57208333333337,0,0,0,0.579793175273983,0.673051663783559,0,0,0,0,0,0.349333333333332,4.19199999999998,0,0,3.59699999999965,700,0.838399999999996,25.25,36.0833333333333,0,0.0233702290076337,0.0510000000000002,NaN,NaN,0.988309381559826,1888,0,0.301906779661017,0,0.301846358940177,0.304589235127479,1.455487,0,666973068210,21799003570,110997405,0,172799910,csma,periodic,none,collision-free-scheduled,none,round-robin,0,8.33333333333333,8.33333333333333,5.05,4.41666666666667,-3.28333333333333,-3.91666666666667,500,303,0,48,197,0.863,1048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.349333333333332,1048
development-falsification,16027005,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP20A prior-art baseline closure,periodic-tdma-p10,5,10,periodic,Periodic TDMA 10 Hz,none,5,ring2,6dof,tdma,1,1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.127505979475332,0.426237319722144,0,0,9.94942042195045,12.7624437568113,0,1.03651652635107,0.19485903814262,0.531999999999998,0.800000000000001,1.02,NaN,NaN,600,1267,368,0,0,2286,544,1742,0,0,0,0,0,0,846,0.667719021310182,0,0,667,0,1,32,32,0,0,0,0,0,0,0,0.62491666666672,0,0,0,0.640310339143935,0.730256189378869,0,0,0,0,0,0.422333333333324,5.06799999999989,0,0,3.59699999999965,846,1.01359999999998,30.6666666666667,45.3333333333333,0,0.0234609313338596,0.0500000000000007,NaN,NaN,0.989290671341953,2286,0,0.293963254593176,0,0.301846358940177,0.304589235127479,1.3734688,0,666973068210,21799003570,110997405,0,172636182,csma,periodic,none,collision-free-scheduled,none,round-robin,0,10,8.33333333333333,6.13333333333333,5.41666666666667,-2.2,-2.91666666666667,600,368,0,56,232,0.745,1267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.422333333333324,1267
development-falsification,16027005,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP20A prior-art baseline closure,periodic-tdma-p12p5,6,12.5,periodic,Periodic TDMA 12.5 Hz,none,5,ring2,6dof,tdma,1,1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.103801302742348,0.460177202974405,0,0,9.82365820013288,13.2925934709944,0,1.036398610388,0.166014372581537,0.431999999999999,0.66,0.880000000000001,NaN,NaN,750,1575,452,0,0,2860,657,2203,0,0,0,0,0,0,1049,0.666031746031746,0,0,825,0,1,32,32,0,0,0,0,0,0,0,0.706000000000045,0,0,0,0.709892566735055,0.771143018672715,0,0,0,0,0,0.524999999999979,6.29999999999975,0,0,3.59699999999965,1049,1.25999999999995,37.6666666666667,54.75,0,0.0232780952380954,0.0500000000000007,NaN,NaN,0.993744831947079,2860,0,0.293006993006993,0,0.301846358940177,0.304589235127479,1.4739339,0,666973068210,21799003570,110997405,0,172488950,csma,periodic,none,collision-free-scheduled,none,round-robin,0,12.5,8.33333333333333,7.53333333333333,6.58333333333333,-0.800000000000001,-1.75,750,452,0,71,298,0.733000000000001,1575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.524999999999979,1575
development-falsification,16027005,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP20A prior-art baseline closure,dtsa-common-view,7,NaN,periodic,DTSA common-view reference,none,5,ring2,6dof,tdma,1,1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.470138106707739,0.375878947854735,1,0,9.91325061079234,12.4778951948422,0,1.02768049552076,1.34689883913765,10.192,11.6384,12,NaN,NaN,3000,2709,808,0,0,5657,1378,4278,0,0,0,1,1,0,1782,0.6578073089701,0,1589,1300,237,1,32,32,0,0,0,0,0,0,0,0.999999999999881,0,0,0,0.999999999999993,0.999999999999986,0,0,0,0,0,0.902999999999938,10.8359999999993,0,0,3.59699999999965,1782,2.16719999999985,67.3333333333333,114.833333333333,0,0.00949464747139179,0.0180000000000007,NaN,NaN,0.522705182504544,5656,0,0.309405940594059,0,0.301846358940177,0.304589235127479,1.9375255,0,666973068210,21799003570,110997405,0,170670559,csma,prior-art-reference,none,dtsa-common,none,dtsa-common,0,NaN,8.33333333333333,13.4666666666667,0,5.13333333333333,-8.33333333333333,3000,808,1589,600,2192,11.999,2709,0,0,0,13545,0,1,0,0,2709,0,0,0,0,0,0,0,0,0.902999999999938,2709
development-falsification,16027005,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP20A prior-art baseline closure,dtsa-private-view,8,NaN,periodic,DTSA private-view projection,none,5,ring2,6dof,tdma,1,1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,1.73724043981015,0.544840728695621,0,0,9.95836863739159,13.972200041265,0,1.00249013341665,10,11.8,11.96,12,NaN,NaN,3000,8989,1,0,0,16183,3,16180,0,0,0,0,0,0,8987,0.999777505840472,0,3,5992,0,1,32,32,0,0,0,0,0,0,0,0.764750000000022,0,0,0,0.758188019750861,0.79907388968948,0,0,0,0,0,2.99633333333349,35.9560000000018,0,0,3.59699999999965,5922,7.19120000000037,0.0833333333333333,0.25,0,0.00491433974858172,0.0109999999999999,NaN,NaN,0.2,16183,0,0.297040103812643,0,0.301846358940177,0.304589235127479,2.8381855,0,666973068210,21799003570,110997405,0,170678538,csma,prior-art-projection,none,dtsa-private,none,dtsa-private,0,NaN,8.33333333333333,0.0166666666666667,0,-8.31666666666667,-8.33333333333333,3000,1,3,600,2999,11.999,1801,0,0,0,0,0,1,3065,1,1801,1797,0.997779011660189,0,0,0,0,0,0,2.99633333333349,1801
development-falsification,16027005,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP20A prior-art baseline closure,chen-age-gain-private,9,NaN,periodic-feedback,Chen age-gain private projection,piggyback,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.115516834878665,0.451439614297059,0,0,9.64348297909255,12.5499249509924,0,1.0363771489106,0.185284687672747,0.56,0.780000000000001,1.02,0.488623548922057,0.303338861249309,3000,3117,420,0,229,5768,635,5131,1841,229,1612,1,2,0,2610,0.837343599615014,0,2056,2177,277,1,32,32,0,0,0,0,0,1841,1699,0.873833333333285,0,0,0,0.880330781993492,0.917617889397742,0,0,0,0,0,1.03899999999992,12.4679999999991,0,0.471295999999998,3.59699999999965,2012,2.49359999999981,35,52.9166666666667,19.0833333333333,0.00923676612127058,0.0180000000000007,0.0714192139737993,0.1646,0.960679664524562,6359,0,0.296744771190439,0,0.301846358940177,0.304589235127479,2.2079375,0,666973068210,21799003570,110997405,0,171201633,csma,prior-art-projection,private-cumulative-piggyback,age-gain-thinning,private-delayed,age-gain-thinning,0,NaN,8.33333333333333,7,4.91666666666667,-1.33333333333333,-3.41666666666667,3000,420,2056,541,2580,0.894,2211,0,0,0,0,0,1,598,1,0,0,0,15509,0,0,0,0,0,1.03899999999992,2211
development-falsification,16027005,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP20A prior-art baseline closure,zmac-like-hybrid,10,NaN,state-event,Z-MAC-like hybrid,none,5,ring2,6dof,aloha,0.2,0.2,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.241322770108963,0.200135144574477,1,0,9.90800400637071,12.7253647922682,0,1.03645277125231,0.535522388059702,1.6,2.3384,2.7,NaN,NaN,296,615,176,0,0,1103,275,827,0,0,0,1,1,0,405,0.658536585365854,0,0,319,0,1,32,32,0,0,0,0,0,0,0,0.458833333333339,0,0,0,0.427055959882717,0.499737517854778,0,0,0,0,0,0.205,2.46,0,0,3.59699999999965,405,0.492,14.6666666666667,22.9166666666667,0,0.0126943089430895,0.0333000000000008,NaN,NaN,0.979943055994938,1102,0,0.297640653357532,0,0.301846358940177,0.304589235127479,1.3350837,0,666973068210,21799003570,110997405,0,171778798,csma,prior-art-projection,none,zmac-like,none,zmac-like,0,NaN,8.33333333333333,2.93333333333333,2.41666666666667,-5.4,-5.91666666666667,296,176,0,32,120,1.71,612,0,0,0,0,0,1,0,1,0,0,0,0,606,9,0,0,0,0.205,612
development-falsification,16027005,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP20A prior-art baseline closure,delta-public-projection,11,NaN,state-event,DELTA public-feedback projection,none,5,ring2,6dof,aloha,0.2,0.2,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.435460943461748,0.12495809739881,1,0,9.95836863739159,13.972200041265,0,1.03696198327871,0.776130458817026,2.16,2.66,2.88,NaN,NaN,285,547,104,0,0,970,150,820,0,0,0,0,0,0,418,0.764168190127971,0,51,316,2,1,32,32,0,0,0,0,0,0,0,0.425833333333328,0,0,0,0.391178510846506,0.472817480704099,0,0,0,0,0,0.182333333333333,2.188,0,0,3.59699999999965,382,0.4376,8.66666666666667,12.5,0,0.0410950639853749,0.1724,NaN,NaN,0.977055103884372,970,0,0.284536082474227,0,0.301846358940177,0.304589235127479,1.6759294,0,666973068210,21799003570,110997405,0,171803669,csma,prior-art-projection,public-slot-feedback,delta-public,charged-public-minislot,delta-public,0,NaN,8.33333333333333,1.73333333333333,1.25,-6.6,-7.08333333333333,285,104,51,38,181,3.301,499,0,0,0,11290,0,1,36,1,0,0,0,0,0,0,2,499,0.499,0.223916666666667,499
development-falsification,16027005,n5-stressed-bg30,N5 Stressed bg0.30 CSMA,EXP20A prior-art baseline closure,delta-private-projection,12,NaN,periodic-feedback,DELTA private-delayed projection,piggyback,5,ring2,6dof,aloha,0.2,0.2,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.106727460290543,0.439609892265593,0,0,9.72333672321803,12.6406113561274,0,1.03641590674747,0.176428966279712,0.48,0.76,1.04,0.733941404090658,0.557512437810945,3000,3169,426,0,171,5955,643,5309,1784,171,1613,1,3,0,2650,0.83622593878195,0,1920,2091,156,1,32,32,0,0,0,0,0,1784,1681,0.878416666666617,0,0,0,0.878860972886784,0.929773660135266,0,0,0,0,0,1.05633333333325,12.675999999999,0,0.456703999999998,3.59699999999965,2091,2.53519999999981,35.5,53.5833333333333,14.25,0.00872704323130338,0.0180000000000007,0.05546783625731,0.1525,0.959631960234784,6548,0,0.313530849114233,0,0.301846358940177,0.304589235127479,3.3887465,0,666973068210,21799003570,110997405,0,171197739,csma,prior-art-projection,private-cumulative-piggyback,delta-private,private-delayed,delta-private,0,NaN,8.33333333333333,7.1,5.33333333333333,-1.23333333333333,-3,3000,426,1920,536,2574,0.765000000000001,2236,0,0,0,0,0,1,559,1,0,0,0,0,0,0,2,0,0,1.05633333333325,2236
