seed,scenario,scenarioLabel,condition,conditionLabel,conditionKind,N,BASE_TRACE_HASH_EXACT,CONDITION_TRACE_HASH_EXACT,CONFIG_HASH,REALIZATION_HASH,SCHEDULE_STATE_HASH,BLACKOUT_OWNER,BLACKOUT_CLIENT,BLACKOUT_OWNER_LOCK_EXPIRY,BLACKOUT_CLIENT_GRANT_EXPIRY,BLACKOUT_CLIENT_FINAL_ACTIVE,FINAL_ALL_CERTIFIED,FINAL_SCHEDULED_COLLISION_FREE,FIRST_ALL_CERTIFIED_FRAME,CERTIFIED_NODE_FRAME_FRACTION,FALSE_VALID_EDGE_FRAMES,OWNER_LOCK_VIOLATIONS,STALE_GRANT_ACCEPTS,FUTURE_GRANT_ACCEPTS,RECONFIGURATION_APPLIED_FRAME,RECONFIGURATION_RELEASE_FENCE,RECOVERY_FRAME,AUTOMATIC_RECOLOR_COUNT,STATUS_ATTEMPTS,GRANT_ATTEMPTS,GRANT_ENTRIES_ATTEMPTED,CONTROL_ATTEMPTS,MANAGEMENT_RECIPIENT_ATTEMPTS,MANAGEMENT_RECIPIENT_SUCCESS,MANAGEMENT_RECIPIENT_ERASURE,MANAGEMENT_RECIPIENT_COLLISION,SCHEDULED_ATTEMPTS,FALLBACK_ATTEMPTS,SCHEDULED_RECIPIENT_ATTEMPTS,SCHEDULED_RECIPIENT_SUCCESS,SCHEDULED_RECIPIENT_ERASURE,SCHEDULED_RECIPIENT_COLLISION,FALLBACK_RECIPIENT_ATTEMPTS,FALLBACK_RECIPIENT_SUCCESS,FALLBACK_RECIPIENT_ERASURE,FALLBACK_RECIPIENT_COLLISION,SCHEDULED_COLLISION_FRAMES,FALLBACK_COLLISION_FRAMES,OFFERED_UTILIZATION,CHANNEL_UTILIZATION,ACCOUNTING_CLOSES,FUTURE_RANDOM_READS,RECEIVER_TRUTH_READS
16041025,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113461058568,113461058568,1749024,732976,382875129,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,596,2798,2798,0,0,1334,1182,0,152,0,116,0.164149422911936,0.147683023121397,1,0,0
16041025,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113461058568,74585129601,1857881,4496673,501607650,1,2,421,0,0,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,78,9497,9497,0,0,159,157,0,2,0,2,0.516976343423798,0.395124984973809,1,0,0
16041025,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113461058568,113461058568,1760359,4137709,504265273,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,11,10291,10291,0,0,25,23,0,2,0,2,0.537456428163281,0.375159475227781,1,0,0
16041025,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113461058568,113461058568,1760362,4140105,516714651,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98275,0,0,0,0,222,221,NaN,0,2000,1832,5951,3832,34488,34488,0,0,3931,14,10235,10235,0,0,33,31,0,2,0,2,0.537456428163281,0.394507494981664,1,0,0
16041026,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30377809148,30377809148,1062397,556749,177409333,NaN,NaN,NaN,NaN,NaN,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,6,4777,4777,0,0,12,7,0,5,0,3,0.486798485984888,0.486423159472949,1,0,0
16041026,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30377809148,30377809148,1718267,556749,177409333,NaN,NaN,NaN,NaN,NaN,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,6,4777,4561,216,0,12,7,0,5,0,3,0.486798485984888,0.486423159472949,1,0,0
16041026,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30377809148,30377809148,1386763,554671,177402522,NaN,NaN,NaN,NaN,NaN,1,1,6,0.994,0,0,0,0,NaN,NaN,NaN,0,997,790,1896,1787,7148,6785,363,0,1988,6,4772,4772,0,0,12,7,0,5,0,3,0.485985278542354,0.485609952030415,1,0,0
16041026,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30377809148,30377809148,1061943,590969,137695735,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,489,1998,1998,0,0,977,860,0,117,0,115,0.279242924882619,0.260476599285669,1,0,0
16041026,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30377809148,20763357333,1160338,1043216,175959056,1,2,421,0,0,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,181,3979,3979,0,0,362,357,0,5,0,3,0.46959602085435,0.469220694342412,1,0,0
16041026,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30377809148,30377809148,1062516,556747,177394327,NaN,NaN,NaN,NaN,NaN,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,7,4773,4773,0,0,14,9,0,5,0,3,0.486673377147575,0.486298050635636,1,0,0
16041026,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30377809148,30377809148,1062519,555291,177068691,NaN,NaN,NaN,NaN,NaN,1,1,5,0.976,0,0,0,0,222,221,NaN,1,994,799,1942,1793,7172,7172,0,0,1952,22,4697,4697,0,0,42,37,0,5,0,3,0.482607339934903,0.482044350166994,1,0,0
16041026,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113265526525,113265526525,1759940,4137485,504292279,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,6,10295,10295,0,0,14,14,0,0,0,0,0.537113378167645,0.374816425232144,1,0,0
16041026,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113265526525,113265526525,2415810,4137485,504292279,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,6,10295,9804,491,0,14,12,2,0,0,0,0.537113378167645,0.374816425232144,1,0,0
16041026,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113265526525,113265526525,2084306,4126671,504271175,NaN,NaN,NaN,NaN,NaN,1,1,10,0.9885,0,0,0,0,NaN,NaN,NaN,0,1981,1779,5645,3760,33840,32177,1663,0,3954,7,10293,10293,0,0,16,16,0,0,0,0,0.536633108173754,0.374336155238254,1,0,0
16041026,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113265526525,113265526525,1749024,735865,382875129,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,653,2798,2798,0,0,1434,1258,0,176,0,136,0.170015577837315,0.149741323095214,1,0,0
16041026,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113265526525,74522954673,1857881,4496784,501607650,1,2,421,0,0,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,81,9497,9497,0,0,164,162,0,2,0,2,0.517285088419871,0.395639559967264,1,0,0
16041026,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113265526525,113265526525,1760359,4137446,504265273,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,6,10291,10291,0,0,14,14,0,0,0,0,0.536941853169826,0.374850730231708,1,0,0
16041026,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113265526525,113265526525,1760362,4139957,516714651,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98275,0,0,0,0,222,221,NaN,0,2000,1832,5951,3832,34488,34488,0,0,3931,10,10235,10235,0,0,24,20,0,4,0,2,0.537044768168517,0.394198749985591,1,0,0
16041027,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30318304588,30318304588,1062397,556633,177409333,NaN,NaN,NaN,NaN,NaN,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,4,4777,4777,0,0,8,8,0,0,0,0,0.486423159472949,0.486423159472949,1,0,0
16041027,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30318304588,30318304588,1718267,556633,177409333,NaN,NaN,NaN,NaN,NaN,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,4,4777,4518,259,0,8,8,0,0,0,0,0.486423159472949,0.486423159472949,1,0,0
16041027,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30318304588,30318304588,1386763,554326,177402522,NaN,NaN,NaN,NaN,NaN,1,1,6,0.994,0,0,0,0,NaN,NaN,NaN,0,997,790,1883,1787,7148,6802,346,0,1988,6,4772,4772,0,0,13,13,0,0,0,0,0.485985278542354,0.485985278542354,1,0,0
16041027,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30318304588,30318304588,1061943,591153,137695735,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,481,1998,1998,0,0,985,855,0,130,0,130,0.277741618834863,0.259162956493882,1,0,0
16041027,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30318304588,20653353335,1160338,1042572,175959056,1,2,421,0,0,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,155,3979,3979,0,0,308,308,0,0,0,0,0.464716776199143,0.464529112943174,1,0,0
16041027,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30318304588,30318304588,1062516,556631,177394327,NaN,NaN,NaN,NaN,NaN,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,5,4773,4773,0,0,10,10,0,0,0,0,0.486298050635636,0.486298050635636,1,0,0
16041027,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30318304588,30318304588,1062519,555315,177068691,NaN,NaN,NaN,NaN,NaN,1,1,5,0.976,0,0,0,0,222,221,NaN,1,994,799,1942,1793,7172,7172,0,0,1952,22,4697,4697,0,0,43,37,0,6,0,4,0.482607339934903,0.482044350166994,1,0,0
16041027,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113288444355,113288444355,1759940,4137596,504292279,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,9,10295,10295,0,0,21,21,0,0,0,0,0.537422123163717,0.375022255229526,1,0,0
16041027,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113288444355,113288444355,2415810,4137596,504292279,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,9,10295,9792,503,0,21,19,2,0,0,0,0.537422123163717,0.375022255229526,1,0,0
16041027,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113288444355,113288444355,2084306,4124361,503969064,NaN,NaN,NaN,NaN,NaN,1,1,13,0.984,0,0,0,0,NaN,NaN,NaN,0,1975,1771,5627,3746,33714,32091,1623,0,3936,11,10249,10249,0,0,25,25,0,0,0,0,0.534712028198191,0.373444225249599,1,0,0
16041027,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113288444355,113288444355,1749024,736739,382875129,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,684,2798,2798,0,0,1488,1309,0,179,0,129,0.173205942796732,0.152314198062486,1,0,0
16041027,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113288444355,74506522107,1857881,4497039,501607650,1,2,421,0,0,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,90,9497,9497,0,0,183,183,0,0,0,0,0.518211323408088,0.396565794955481,1,0,0
16041027,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113288444355,113288444355,1760359,4137594,504265273,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,10,10291,10291,0,0,23,23,0,0,0,0,0.53735351316459,0.375159475227781,1,0,0
16041027,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113288444355,113288444355,1760362,4139879,516714651,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98275,0,0,0,0,222,221,NaN,0,2000,1832,5951,3832,34488,34488,0,0,3931,10,10235,10235,0,0,24,24,0,0,0,0,0.537044768168517,0.394301664984282,1,0,0
16041028,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30305929101,30305929101,1062397,556633,177409333,NaN,NaN,NaN,NaN,NaN,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,4,4777,4777,0,0,9,9,0,0,0,0,0.486423159472949,0.486423159472949,1,0,0
16041028,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30305929101,30305929101,1718267,556633,177409333,NaN,NaN,NaN,NaN,NaN,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,4,4777,4537,240,0,9,9,0,0,0,0,0.486423159472949,0.486423159472949,1,0,0
16041028,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30305929101,30305929101,1386763,554186,177373217,NaN,NaN,NaN,NaN,NaN,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,786,1894,1782,7128,6758,370,0,1990,4,4777,4777,0,0,9,9,0,0,0,0,0.485672506449071,0.485672506449071,1,0,0
16041028,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30305929101,30305929101,1061943,590391,137695735,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,466,1998,1998,0,0,979,867,0,112,0,112,0.27492666999532,0.259538283005821,1,0,0
16041028,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30305929101,20679843903,1160338,1043034,175959056,1,2,421,0,0,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,176,3979,3979,0,0,353,353,0,0,0,0,0.468657704574503,0.468657704574503,1,0,0
16041028,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30305929101,30305929101,1062516,556631,177394327,NaN,NaN,NaN,NaN,NaN,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,5,4773,4773,0,0,11,11,0,0,0,0,0.486298050635636,0.486298050635636,1,0,0
16041028,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30305929101,30305929101,1062519,555135,177068691,NaN,NaN,NaN,NaN,NaN,1,1,5,0.976,0,0,0,0,222,221,NaN,1,994,799,1942,1793,7172,7172,0,0,1952,16,4697,4697,0,0,35,33,0,2,0,2,0.481481360399086,0.481293697143116,1,0,0
16041028,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113188767663,113188767663,1759940,4137485,504292279,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,6,10295,10295,0,0,13,13,0,0,0,0,0.537113378167645,0.374816425232144,1,0,0
16041028,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113188767663,113188767663,2415810,4137485,504292279,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,6,10295,9810,485,0,13,13,0,0,0,0,0.537113378167645,0.374816425232144,1,0,0
16041028,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113188767663,113188767663,2084306,4125791,504262861,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98825,0,0,0,0,NaN,NaN,NaN,0,1982,1778,5631,3760,33840,32138,1702,0,3953,6,10291,10291,0,0,13,13,0,0,0,0,0.536427278176372,0.374336155238254,1,0,0
16041028,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113188767663,113188767663,1749024,733895,382875129,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,624,2798,2798,0,0,1381,1239,0,142,0,113,0.16703104287528,0.149844238093905,1,0,0
16041028,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113188767663,74395492713,1857881,4496225,501607650,1,2,421,0,0,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,68,9497,9497,0,0,137,137,0,0,0,0,0.515947193436889,0.394404579982973,1,0,0
16041028,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113188767663,113188767663,1760359,4137483,504265273,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,7,10291,10291,0,0,15,15,0,0,0,0,0.537044768168517,0.374953645230399,1,0,0
16041028,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113188767663,113188767663,1760362,4140413,516714651,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98275,0,0,0,0,222,221,NaN,0,2000,1832,5951,3832,34488,34488,0,0,3931,16,10235,10235,0,0,35,23,0,12,0,8,0.537662258160662,0.394507494981664,1,0,0
16041029,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30488208324,30488208324,1062397,556655,177409333,NaN,NaN,NaN,NaN,NaN,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,5,4777,4777,0,0,9,9,0,0,0,0,0.486610822728919,0.486423159472949,1,0,0
16041029,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30488208324,30488208324,1718267,556655,177409333,NaN,NaN,NaN,NaN,NaN,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,5,4777,4545,232,0,9,9,0,0,0,0,0.486610822728919,0.486423159472949,1,0,0
16041029,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30488208324,30488208324,1386763,554805,177332856,NaN,NaN,NaN,NaN,NaN,1,1,6,0.9935,0,0,0,0,NaN,NaN,NaN,0,995,795,1904,1790,7160,6804,356,0,1987,6,4770,4770,0,0,11,11,0,0,0,0,0.485985278542354,0.485797615286384,1,0,0
16041029,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30488208324,30488208324,1061943,590949,137695735,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,487,1998,1998,0,0,1009,893,0,116,0,116,0.27886759837068,0.262165568589394,1,0,0
16041029,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30488208324,20725888805,1160338,1042268,175959056,1,2,421,0,0,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,139,3979,3979,0,0,277,273,0,4,0,2,0.461714164103631,0.461338837591692,1,0,0
16041029,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30488208324,30488208324,1062516,556653,177394327,NaN,NaN,NaN,NaN,NaN,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,6,4773,4773,0,0,11,11,0,0,0,0,0.486485713891606,0.486298050635636,1,0,0
16041029,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30488208324,30488208324,1062519,555241,177068691,NaN,NaN,NaN,NaN,NaN,1,1,5,0.976,0,0,0,0,222,221,NaN,1,994,799,1942,1793,7172,7172,0,0,1952,23,4697,4697,0,0,46,46,0,0,0,0,0.482795003190872,0.482607339934903,1,0,0
16041029,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113343228382,113343228382,1759940,4137522,504292279,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,7,10295,10295,0,0,13,13,0,0,0,0,0.537216293166335,0.374713510233454,1,0,0
16041029,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113343228382,113343228382,2415810,4137522,504292279,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,7,10295,9818,477,0,13,12,1,0,0,0,0.537216293166335,0.374713510233454,1,0,0
16041029,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113343228382,113343228382,2084306,4125146,504250961,NaN,NaN,NaN,NaN,NaN,1,1,11,0.988,0,0,0,0,NaN,NaN,NaN,0,1981,1780,5631,3761,33849,32144,1705,0,3952,7,10288,10288,0,0,13,13,0,0,0,0,0.536461583175936,0.374061715241745,1,0,0
16041029,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113343228382,113343228382,1749024,734224,382875129,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,635,2798,2798,0,0,1413,1261,0,152,0,111,0.16816310786088,0.151696708070341,1,0,0
16041029,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113343228382,74557767260,1857881,4497261,501607650,1,2,421,0,0,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,96,9497,9497,0,0,191,191,0,0,0,0,0.518828813400234,0.397080369948936,1,0,0
16041029,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113343228382,113343228382,1760359,4137483,504265273,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,7,10291,10291,0,0,13,13,0,0,0,0,0.537044768168517,0.374747815233017,1,0,0
16041029,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113343228382,113343228382,1760362,4139842,516714651,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98275,0,0,0,0,222,221,NaN,0,2000,1832,5951,3832,34488,34488,0,0,3931,9,10235,10235,0,0,18,18,0,0,0,0,0.536941853169826,0.3940958349869,1,0,0
16041030,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30489475867,30489475867,1062397,556725,177409333,NaN,NaN,NaN,NaN,NaN,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,6,4777,4777,0,0,12,10,0,2,0,2,0.486798485984888,0.486610822728919,1,0,0
16041030,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30489475867,30489475867,1718267,556725,177409333,NaN,NaN,NaN,NaN,NaN,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,6,4777,4539,238,0,12,10,0,2,0,2,0.486798485984888,0.486610822728919,1,0,0
16041030,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30489475867,30489475867,1386763,553956,177327837,NaN,NaN,NaN,NaN,NaN,1,1,6,0.9945,0,0,0,0,NaN,NaN,NaN,0,996,787,1887,1783,7132,6788,344,0,1989,6,4775,4775,0,0,12,10,0,2,0,2,0.485922724123697,0.485735060867728,1,0,0
16041030,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30489475867,30489475867,1061943,591525,137695735,NaN,NaN,NaN,NaN,NaN,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,487,1998,1998,0,0,987,847,0,140,0,140,0.27886759837068,0.258036976958065,1,0,0
16041030,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30489475867,20764021923,1160338,1043192,175959056,1,2,421,0,0,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,181,3979,3979,0,0,362,360,0,2,0,2,0.46959602085435,0.469408357598381,1,0,0
16041030,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30489475867,30489475867,1062516,556723,177394327,NaN,NaN,NaN,NaN,NaN,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,7,4773,4773,0,0,14,12,0,2,0,2,0.486673377147575,0.486485713891606,1,0,0
16041030,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30489475867,30489475867,1062519,555593,177068691,NaN,NaN,NaN,NaN,NaN,1,1,5,0.976,0,0,0,0,222,221,NaN,1,994,799,1942,1793,7172,7172,0,0,1952,27,4697,4697,0,0,50,38,0,12,0,11,0.48354565621475,0.482419676678933,1,0,0
16041030,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113033332410,113033332410,1759940,4138052,504292279,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,15,10295,10295,0,0,28,20,0,8,0,6,0.538039613155862,0.374919340230835,1,0,0
16041030,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113033332410,113033332410,2415810,4138052,504292279,NaN,NaN,NaN,NaN,NaN,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,15,10295,9785,510,0,28,19,1,8,0,6,0.538039613155862,0.374919340230835,1,0,0
