seed,N,conditionIndex,BASE_TRACE_HASH_EXACT,DYNAMIC_BASE_HASH_EXACT,CONDITION_TRACE_HASH_EXACT,CONFIG_HASH,SCHEDULE_STATE_HASH,WITNESS_HASH_EXACT,CONFLICT_EDGES,MAX_WITNESS_LOAD,REVOKE_FRAME,REACQUIRE_ELIGIBLE_FRAME,CAPTURED_FENCE_FRAME,FIRST_REACQUIRED_FRAME,PRE_EVENT_ACTIVE,EVENT_FRAME_SUPPRESSED,UNSAFE_WINDOW_SUPPRESSED,SUPPRESSION_HASH_EXACT,REACQUIRED_HASH_EXACT,OUTSIDE_SENDER_EDGE_CERTIFIED,OUTSIDE_PAIR_SAME_COLOR,SELF_REVOCATIONS,REACQUISITIONS,FINAL_SUPPRESSED,FINAL_REVOKE_VERSION,SCHEDULED_COLLISION_FRAMES,FALSE_VALID_EDGE_FRAMES,FALLBACK_COLLISION_FRAMES,WITHIN_SUPERGRAPH_EDGE_FRAMES,OUTSIDE_SUPERGRAPH_EDGE_FRAMES,EDGE_REMOVAL_STIMULATED,CLAIM_ATTEMPTS,CERTIFICATE_ATTEMPTS,REVOKE_ATTEMPTS,CONTROL_ATTEMPTS,CLAIM_BYTES,CERTIFICATE_BYTES,REVOKE_BYTES,CONTROL_BYTES,REVOKE_RECIPIENT_ATTEMPTS,REVOKE_RECIPIENT_SUCCESS,REVOKE_RECIPIENT_ERASURE,REVOKE_RECIPIENT_COLLISION,REVOKE_WITNESS_CLEARS,REVOKE_ACCEPTED_CLEARS,RETRY_CLAIM_ATTEMPTS,CONTROL_ATTEMPT_BOUND_RATIO,CONTROL_BYTE_BOUND_RATIO,MANAGEMENT_RECIPIENT_ATTEMPTS,MANAGEMENT_RECIPIENT_SUCCESS,MANAGEMENT_RECIPIENT_ERASURE,MANAGEMENT_RECIPIENT_COLLISION,FUTURE_RANDOM_READS,RECEIVER_TRUTH_READS,CLAIM_PACKET_BYTES,CERTIFICATE_HEADER_BYTES,CERTIFICATE_ENTRY_BYTES,REVOKE_PACKET_BYTES,MAX_RESPONSE_PACKET_BYTES,PACKET_MTU_VIOLATIONS,condition
16080025,5,4,5307016373,970736749,971090423,23374230,4480929,39554,4,3,25,33,35,NaN,1,1,1,20116,17885,0,1,1,0,1,2,0,0,0,19,7,1,70,52,1,123,1960,1882,24,3866,1,1,0,0,2,1,37,0.146428571428571,0.166351118760757,297,259,38,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080025,10,1,19692441304,3961602595,3961602595,23786338,17296429,576479,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,66,18,1,85,1848,658,24,2530,1,1,0,0,2,1,0,0.0551948051948052,0.0610521235521236,127,127,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080025,10,2,19692441304,3961602595,3956406243,23786338,17296429,576479,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,66,18,1,85,1848,658,24,2530,1,0,1,0,0,1,0,0.0551948051948052,0.0610521235521236,127,126,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080025,10,3,19692441304,3961602595,3795046846,24557468,17296185,576479,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,68,19,1,88,1904,674,24,2602,1,1,0,0,2,1,4,0.0571428571428571,0.0627895752895753,132,125,7,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080025,10,4,19692441304,3961602595,3961369838,23786338,17338074,576479,4,3,25,33,35,NaN,1,1,1,20116,17885,0,1,1,0,1,2,0,0,0,19,7,1,100,52,1,153,2800,1882,24,4706,1,1,0,0,2,1,37,0.0993506493506494,0.113561776061776,297,259,38,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080026,5,1,5331960534,990047035,990047035,23374230,4460483,39554,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,37,19,1,57,1036,694,24,1754,1,1,0,0,2,1,0,0.0678571428571429,0.075473321858864,132,132,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080026,5,2,5331960534,990047035,987112910,23374230,4460483,39554,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,37,19,1,57,1036,694,24,1754,1,0,1,0,0,1,0,0.0678571428571429,0.075473321858864,132,131,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080026,5,3,5331960534,990047035,942236138,24145360,4460604,39554,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,46,27,1,74,1288,972,24,2284,1,1,0,0,2,1,8,0.0880952380952381,0.0982788296041308,170,155,15,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080026,5,4,5331960534,990047035,989088960,23374230,4479995,39554,4,3,26,34,35,NaN,1,1,1,20090,17885,0,1,1,0,1,2,0,0,0,20,7,1,70,52,1,123,1960,1882,24,3866,1,1,0,0,2,1,36,0.146428571428571,0.166351118760757,297,260,37,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080026,10,1,19788241751,3955216709,3955216709,23786338,17294718,576479,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,67,19,1,87,1876,694,24,2594,1,1,0,0,2,1,0,0.0564935064935065,0.0625965250965251,132,132,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080026,10,2,19788241751,3955216709,3951608846,23786338,17294718,576479,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,67,19,1,87,1876,694,24,2594,1,0,1,0,0,1,0,0.0564935064935065,0.0625965250965251,132,131,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080026,10,3,19788241751,3955216709,3790399574,24557468,17294718,576479,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,69,21,1,91,1932,746,24,2702,1,1,0,0,2,1,2,0.0590909090909091,0.0652027027027027,140,136,4,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080026,10,4,19788241751,3955216709,3955045646,23786338,17336455,576479,4,3,26,34,35,NaN,1,1,1,20090,17885,0,1,1,0,1,2,0,0,0,20,7,1,100,52,1,153,2800,1882,24,4706,1,1,0,0,2,1,36,0.0993506493506494,0.113561776061776,297,260,37,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080027,5,1,5380795952,964788110,964788110,23374230,4462168,39554,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,35,17,1,53,980,622,24,1626,1,1,0,0,2,1,0,0.0630952380952381,0.0699655765920826,122,122,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080027,5,2,5380795952,964788110,961393422,23374230,4462168,39554,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,35,17,1,53,980,622,24,1626,1,0,1,0,0,1,0,0.0630952380952381,0.0699655765920826,122,121,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080027,5,3,5380795952,964788110,922138254,24145360,4462168,39554,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,35,17,1,53,980,622,24,1626,1,1,0,0,2,1,0,0.0630952380952381,0.0699655765920826,122,121,1,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080027,5,4,5380795952,964788110,965559594,23374230,4481556,39554,4,3,24,32,35,NaN,1,1,1,20141,17885,0,1,1,0,1,2,0,0,0,18,7,1,70,52,1,123,1960,1882,24,3866,1,1,0,0,2,1,38,0.146428571428571,0.166351118760757,297,258,39,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080027,10,1,19737197817,3970870829,3970870829,23786338,17297798,576479,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,65,17,1,83,1820,622,24,2466,1,1,0,0,2,1,0,0.0538961038961039,0.059507722007722,122,122,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080027,10,2,19737197817,3970870829,3966985231,23786338,17297798,576479,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,65,17,1,83,1820,622,24,2466,1,0,1,0,0,1,0,0.0538961038961039,0.059507722007722,122,121,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080027,10,3,19737197817,3970870829,3802388929,24557468,17297920,576479,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,70,21,1,92,1960,766,24,2750,1,0,1,0,0,1,4,0.0597402597402597,0.0663610038610039,143,132,11,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080027,10,4,19737197817,3970870829,3970993345,23786338,17339351,576479,4,3,24,32,35,NaN,1,1,1,20141,17885,0,1,1,0,1,2,0,0,0,18,7,1,100,52,1,153,2800,1882,24,4706,1,1,0,0,2,1,38,0.0993506493506494,0.113561776061776,297,258,39,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080028,5,1,5307323354,971336382,971336382,23374230,4461479,39554,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,36,18,1,55,1008,658,24,1690,1,1,0,0,2,1,0,0.0654761904761905,0.0727194492254733,127,127,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080028,5,2,5307323354,971336382,968704405,23374230,4461479,39554,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,36,18,1,55,1008,658,24,1690,1,0,1,0,0,1,0,0.0654761904761905,0.0727194492254733,127,126,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080028,5,3,5307323354,971336382,924336699,24145360,4461407,39554,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,37,19,1,57,1036,674,24,1734,1,1,0,0,2,1,2,0.0678571428571429,0.0746127366609294,131,127,4,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080028,5,4,5307323354,971336382,970433969,23374230,4480929,39554,4,3,25,33,35,NaN,1,1,1,20116,17885,0,1,1,0,1,2,0,0,0,19,7,1,70,52,1,123,1960,1882,24,3866,1,1,0,0,2,1,37,0.146428571428571,0.166351118760757,297,259,38,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080028,10,1,19821004793,3922603788,3922603788,23786338,17296429,576479,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,66,18,1,85,1848,658,24,2530,1,1,0,0,2,1,0,0.0551948051948052,0.0610521235521236,127,127,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080028,10,2,19821004793,3922603788,3918236192,23786338,17296429,576479,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,66,18,1,85,1848,658,24,2530,1,0,1,0,0,1,0,0.0551948051948052,0.0610521235521236,127,126,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080028,10,3,19821004793,3922603788,3762450023,24557468,17296137,576479,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,71,24,1,96,1988,824,24,2836,1,1,0,0,2,1,6,0.0623376623376623,0.0684362934362934,153,145,8,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080028,10,4,19821004793,3922603788,3922526925,23786338,17338074,576479,4,3,25,33,35,NaN,1,1,1,20116,17885,0,1,1,0,1,2,0,0,0,19,7,1,100,52,1,153,2800,1882,24,4706,1,1,0,0,2,1,37,0.0993506493506494,0.113561776061776,297,259,38,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080029,5,1,5298623500,969184047,969184047,23374230,4460483,39554,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,37,19,1,57,1036,694,24,1754,1,1,0,0,2,1,0,0.0678571428571429,0.075473321858864,132,132,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080029,5,2,5298623500,969184047,966391710,23374230,4460483,39554,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,37,19,1,57,1036,694,24,1754,1,0,1,0,0,1,0,0.0678571428571429,0.075473321858864,132,131,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080029,5,3,5298623500,969184047,918093729,24145360,4460411,39554,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,40,25,1,66,1120,850,24,1994,1,1,0,0,2,1,4,0.0785714285714286,0.0858003442340792,156,146,10,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080029,5,4,5298623500,969184047,969312896,23374230,4479995,39554,4,3,26,34,35,NaN,1,1,1,20090,17885,0,1,1,0,1,2,0,0,0,20,7,1,70,52,1,123,1960,1882,24,3866,1,1,0,0,2,1,36,0.146428571428571,0.166351118760757,297,260,37,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080029,10,1,19888347949,3941525295,3941525295,23786338,17294718,576479,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,67,19,1,87,1876,694,24,2594,1,1,0,0,2,1,0,0.0564935064935065,0.0625965250965251,132,132,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080029,10,2,19888347949,3941525295,3934257499,23786338,17294718,576479,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,67,19,1,87,1876,694,24,2594,1,0,1,0,0,1,0,0.0564935064935065,0.0625965250965251,132,131,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080029,10,3,19888347949,3941525295,3766529928,24557468,17294718,576479,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,71,22,1,94,1988,792,24,2804,1,1,0,0,2,1,4,0.061038961038961,0.0676640926640927,147,138,9,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080029,10,4,19888347949,3941525295,3942379071,23786338,17336455,576479,4,3,26,34,35,NaN,1,1,1,20090,17885,0,1,1,0,1,2,0,0,0,20,7,1,100,52,1,153,2800,1882,24,4706,1,1,0,0,2,1,36,0.0993506493506494,0.113561776061776,297,260,37,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080030,5,1,5293979625,967667307,967667307,23374230,4462168,39554,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,35,17,1,53,980,622,24,1626,1,1,0,0,2,1,0,0.0630952380952381,0.0699655765920826,122,122,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080030,5,2,5293979625,967667307,966349592,23374230,4462168,39554,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,35,17,1,53,980,622,24,1626,1,0,1,0,0,1,0,0.0630952380952381,0.0699655765920826,122,121,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080030,5,3,5293979625,967667307,924446862,24145360,4462240,39554,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,41,22,1,64,1148,772,24,1944,1,1,0,0,2,1,5,0.0761904761904762,0.0836488812392427,145,137,8,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080030,5,4,5293979625,967667307,968013285,23374230,4481556,39554,4,3,24,32,35,NaN,1,1,1,20141,17885,0,1,1,0,1,2,0,0,0,18,7,1,70,52,1,123,1960,1882,24,3866,1,1,0,0,2,1,38,0.146428571428571,0.166351118760757,297,258,39,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080030,10,1,19756735761,3969075872,3969075872,23786338,17297798,576479,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,65,17,1,83,1820,622,24,2466,1,1,0,0,2,1,0,0.0538961038961039,0.059507722007722,122,122,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080030,10,2,19756735761,3969075872,3964140982,23786338,17297798,576479,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,65,17,1,83,1820,622,24,2466,1,0,1,0,0,1,0,0.0538961038961039,0.059507722007722,122,121,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080030,10,3,19756735761,3969075872,3806716024,24557468,17297981,576479,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,67,19,1,87,1876,684,24,2584,1,1,0,0,2,1,1,0.0564935064935065,0.0623552123552124,131,128,3,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080030,10,4,19756735761,3969075872,3969576143,23786338,17339351,576479,4,3,24,32,35,NaN,1,1,1,20141,17885,0,1,1,0,1,2,0,0,0,18,7,1,100,52,1,153,2800,1882,24,4706,1,1,0,0,2,1,38,0.0993506493506494,0.113561776061776,297,258,39,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080031,5,1,5311378084,977679530,977679530,23374230,4461479,39554,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,36,18,1,55,1008,658,24,1690,1,1,0,0,2,1,0,0.0654761904761905,0.0727194492254733,127,127,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080031,5,2,5311378084,977679530,975117970,23374230,4461479,39554,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,36,18,1,55,1008,658,24,1690,1,0,1,0,0,1,0,0.0654761904761905,0.0727194492254733,127,126,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080031,5,3,5311378084,977679530,938084940,24145360,4460927,39554,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,39,20,1,60,1092,740,24,1856,1,1,0,0,2,1,4,0.0714285714285714,0.0798623063683305,138,132,6,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080031,5,4,5311378084,977679530,977009635,23374230,4480929,39554,4,3,25,33,35,NaN,1,1,1,20116,17885,0,1,1,0,1,2,0,0,0,19,7,1,70,52,1,123,1960,1882,24,3866,1,1,0,0,2,1,37,0.146428571428571,0.166351118760757,297,259,38,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080031,10,1,19830064571,3994100577,3994100577,23786338,17296429,576479,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,66,18,1,85,1848,658,24,2530,1,1,0,0,2,1,0,0.0551948051948052,0.0610521235521236,127,127,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080031,10,2,19830064571,3994100577,3989439683,23786338,17296429,576479,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,66,18,1,85,1848,658,24,2530,1,0,1,0,0,1,0,0.0551948051948052,0.0610521235521236,127,126,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080031,10,3,19830064571,3994100577,3826631781,24557468,17296185,576479,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,70,23,1,94,1960,798,24,2782,1,1,0,0,2,1,6,0.061038961038961,0.0671332046332046,148,138,10,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080031,10,4,19830064571,3994100577,3993373319,23786338,17338074,576479,4,3,25,33,35,NaN,1,1,1,20116,17885,0,1,1,0,1,2,0,0,0,19,7,1,100,52,1,153,2800,1882,24,4706,1,1,0,0,2,1,37,0.0993506493506494,0.113561776061776,297,259,38,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080032,5,1,5256075252,993687293,993687293,23374230,4460483,39554,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,37,19,1,57,1036,694,24,1754,1,1,0,0,2,1,0,0.0678571428571429,0.075473321858864,132,132,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080032,5,2,5256075252,993687293,991901424,23374230,4460483,39554,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,37,19,1,57,1036,694,24,1754,1,0,1,0,0,1,0,0.0678571428571429,0.075473321858864,132,131,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080032,5,3,5256075252,993687293,955167393,24145360,4460411,39554,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,38,21,1,60,1064,746,24,1834,1,1,0,0,2,1,2,0.0714285714285714,0.0789156626506024,140,134,6,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080032,5,4,5256075252,993687293,994001597,23374230,4479995,39554,4,3,26,34,35,NaN,1,1,1,20090,17885,0,1,1,0,1,2,0,0,0,20,7,1,70,52,1,123,1960,1882,24,3866,1,1,0,0,2,1,36,0.146428571428571,0.166351118760757,297,260,37,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080032,10,1,19848846527,3965979033,3965979033,23786338,17294718,576479,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,67,19,1,87,1876,694,24,2594,1,1,0,0,2,1,0,0.0564935064935065,0.0625965250965251,132,132,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080032,10,2,19848846527,3965979033,3961096570,23786338,17294718,576479,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,67,19,1,87,1876,694,24,2594,1,0,1,0,0,1,0,0.0564935064935065,0.0625965250965251,132,131,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080032,10,3,19848846527,3965979033,3810931325,24557468,17294718,576479,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,70,23,1,94,1960,818,24,2802,1,1,0,0,2,1,3,0.061038961038961,0.0676158301158301,149,144,5,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080032,10,4,19848846527,3965979033,3965189078,23786338,17336455,576479,4,3,26,34,35,NaN,1,1,1,20090,17885,0,1,1,0,1,2,0,0,0,20,7,1,100,52,1,153,2800,1882,24,4706,1,1,0,0,2,1,36,0.0993506493506494,0.113561776061776,297,260,37,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080033,5,1,5273476972,998150499,998150499,23374230,4462168,39554,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,35,17,1,53,980,622,24,1626,1,1,0,0,2,1,0,0.0630952380952381,0.0699655765920826,122,122,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080033,5,2,5273476972,998150499,994860002,23374230,4462168,39554,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,35,17,1,53,980,622,24,1626,1,0,1,0,0,1,0,0.0630952380952381,0.0699655765920826,122,121,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080033,5,3,5273476972,998150499,933448376,24145360,4462096,39554,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,36,18,1,55,1008,638,24,1670,1,1,0,0,2,1,2,0.0654761904761905,0.0718588640275387,126,123,3,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080033,5,4,5273476972,998150499,997794947,23374230,4481556,39554,4,3,24,32,35,NaN,1,1,1,20141,17885,0,1,1,0,1,2,0,0,0,18,7,1,70,52,1,123,1960,1882,24,3866,1,1,0,0,2,1,38,0.146428571428571,0.166351118760757,297,258,39,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080033,10,1,19800565779,3946930492,3946930492,23786338,17297798,576479,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,65,17,1,83,1820,622,24,2466,1,1,0,0,2,1,0,0.0538961038961039,0.059507722007722,122,122,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080033,10,2,19800565779,3946930492,3941508220,23786338,17297798,576479,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,65,17,1,83,1820,622,24,2466,1,0,1,0,0,1,0,0.0538961038961039,0.059507722007722,122,121,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080033,10,3,19800565779,3946930492,3789520935,24557468,17297798,576479,4,3,24,32,35,36,1,1,1,18251,17922,0,1,1,1,0,2,0,0,0,18,7,1,65,17,1,83,1820,622,24,2466,1,1,0,0,2,1,0,0.0538961038961039,0.059507722007722,122,121,1,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080033,10,4,19800565779,3946930492,3946856899,23786338,17339351,576479,4,3,24,32,35,NaN,1,1,1,20141,17885,0,1,1,0,1,2,0,0,0,18,7,1,100,52,1,153,2800,1882,24,4706,1,1,0,0,2,1,38,0.0993506493506494,0.113561776061776,297,258,39,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080034,5,1,5258655452,962766215,962766215,23374230,4461479,39554,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,36,18,1,55,1008,658,24,1690,1,1,0,0,2,1,0,0.0654761904761905,0.0727194492254733,127,127,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080034,5,2,5258655452,962766215,959109469,23374230,4461479,39554,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,36,18,1,55,1008,658,24,1690,1,0,1,0,0,1,0,0.0654761904761905,0.0727194492254733,127,126,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080034,5,3,5258655452,962766215,912616387,24145360,4461244,39554,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,39,21,1,61,1092,746,24,1862,1,1,0,0,2,1,2,0.0726190476190476,0.0801204819277108,141,133,8,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080034,5,4,5258655452,962766215,963481333,23374230,4480929,39554,4,3,25,33,35,NaN,1,1,1,20116,17885,0,1,1,0,1,2,0,0,0,19,7,1,70,52,1,123,1960,1882,24,3866,1,1,0,0,2,1,37,0.146428571428571,0.166351118760757,297,259,38,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080034,10,1,19761294446,3942099735,3942099735,23786338,17296429,576479,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,66,18,1,85,1848,658,24,2530,1,1,0,0,2,1,0,0.0551948051948052,0.0610521235521236,127,127,0,0,0,0,28,16,10,24,46,0,zero-delivered
16080034,10,2,19761294446,3942099735,3937094118,23786338,17296429,576479,4,3,25,33,35,36,1,1,1,18226,17922,0,1,1,1,0,2,0,0,0,19,7,1,66,18,1,85,1848,658,24,2530,1,0,1,0,0,1,0,0.0551948051948052,0.0610521235521236,127,126,1,0,0,0,28,16,10,24,46,0,revoke-blackout
16080034,10,3,19761294446,3942099735,3776688137,24557468,17297881,576479,4,3,25,33,36,37,1,1,1,18263,17923,0,1,1,1,0,2,0,0,0,19,7,1,67,19,1,87,1876,694,24,2594,1,1,0,0,2,1,2,0.0564935064935065,0.0625965250965251,132,126,6,0,0,0,28,16,10,24,46,0,joint-control-revoke-iid5
16080034,10,4,19761294446,3942099735,3941541545,23786338,17338074,576479,4,3,25,33,35,NaN,1,1,1,20116,17885,0,1,1,0,1,2,0,0,0,19,7,1,100,52,1,153,2800,1882,24,4706,1,1,0,0,2,1,37,0.0993506493506494,0.113561776061776,297,259,38,0,0,0,28,16,10,24,46,0,reacquire-response-blackout
16080035,5,1,5299271282,978739998,978739998,23374230,4460483,39554,4,3,26,34,35,36,1,1,1,18200,17922,0,1,1,1,0,2,0,0,0,20,7,1,37,19,1,57,1036,694,24,1754,1,1,0,0,2,1,0,0.0678571428571429,0.075473321858864,132,132,0,0,0,0,28,16,10,24,46,0,zero-delivered
