scenario,reference,nPairs,periodicRateHz,referenceMeanRMSE,elcsMeanRMSE,referenceMeanCost,elcsMeanCost,rmseDelta,rmseCiLo,rmseCiHi,costDelta,costCiLo,costCiHi,relativeRmse,relativeCost,strictDominates,epsilonDominates,epsilonConfidenceSupported
n5-6dof-zero-loss,periodic-cost-match,30,19.1122222222221,0.0303589495039867,0.0301129406808048,0.293119999999997,0.293546666666664,0.000246008823181965,0.000226312549834055,0.000264995719257962,-0.000426666666666971,-0.000563200000000302,-0.000290133333333642,0.00816953833202949,-0.00145348837209369,0,0,0
n5-6dof-zero-loss,periodic-cost-minus1pct,30,18.9210999999999,0.0306840641475307,0.0301129406808048,0.290559999999997,0.293546666666664,0.000571123466725906,0.000560498608434191,0.000581356681816809,-0.00298666666666692,-0.00313173333333358,-0.00285013333333359,0.0189660476132099,-0.0101744186046517,0,0,0
n10-ring2-zero-loss,periodic-cost-match,30,10.3799999999999,0.0557007045010007,0.0508671617097411,0.31954773333333,0.319155199999998,0.00483354279125965,0.00481232371411264,0.00485292373555644,0.00039253333333264,0.000136533333332639,0.000648533333332639,0.0950228522448506,0.00122991363867064,0,0,0
n10-ring2-zero-loss,periodic-cost-minus1pct,30,10.2761999999999,0.0558066861131443,0.0508671617097411,0.31570773333333,0.319155199999998,0.00493952440340326,0.00491586486111968,0.00496295083905203,-0.00344746666666731,-0.00371200000000064,-0.00319146666666731,0.0971063498999465,-0.0108018502179105,0,0,0
