seed,cell,rmseAdaptiveMinusPiggyCsma,rmseAdaptiveMinusPiggyAloha,rmseInteraction,offered_utilAdaptiveMinusPiggyCsma,offered_utilAdaptiveMinusPiggyAloha,offered_utilInteraction
16023065,n5-moderate-bg30,-0.0202892988727004,0.032971501436055,0.0532608003087554,-0.013249999999999,-0.0069999999999999,0.00624999999999909
16023066,n5-moderate-bg30,0.00191396807635501,0.016430491058003,0.014516522981648,0.013999999999999,-0.0162499999999901,-0.0302499999999891
16023067,n5-moderate-bg30,0.000361311274307705,0.048800073755438,0.0484387624811303,-0.00558333333333294,-0.00475000000000003,0.000833333333332908
16023068,n5-moderate-bg30,-0.0022141396065395,0.071796858907363,0.0740109985139025,0.00258333333333294,-0.0140833333333299,-0.0166666666666628
16023069,n5-moderate-bg30,-0.0063673661108181,0.00359596718996302,0.00996333330078113,-0.016916666666664,-0.00366666666667004,0.013249999999994
16023070,n5-moderate-bg30,0.004134225644176,-0.071648124883036,-0.075782350527212,-0.00583333333333202,0.01525,0.021083333333332
16023071,n5-moderate-bg30,-5.50297733876992e-05,0.024763578182967,0.0248186079563547,-0.00433333333333297,0.00416666666666998,0.00850000000000295
16023072,n5-moderate-bg30,-0.0016342067835614,0.005838845120614,0.0074730519041754,-0.00299999999999989,-0.00733333333333008,-0.00433333333333019
16023073,n5-moderate-bg30,0.0084346514304635,-0.021810982593325,-0.0302456340237885,0.014749999999998,0.01125,-0.00349999999999806
16023074,n5-moderate-bg30,-0.000355254029972593,-0.053450578024985,-0.0530953239950124,-0.00250000000000006,0.0146666666666699,0.01716666666667
16023075,n5-moderate-bg30,-0.00119152618410799,-0.023492538342303,-0.022301012158195,-0.011416666666665,0.0119166666666601,0.0233333333333251
16023076,n5-moderate-bg30,7.14469079605984e-05,-0.00767051990926298,-0.00774196681722358,0.000583333333334046,-0.00800000000000001,-0.00858333333333405
16023077,n5-moderate-bg30,0.015705024777905,-0.089024247794454,-0.104729272572359,0.00933333333333308,0.00658333333332983,-0.00275000000000325
16023078,n5-moderate-bg30,0.0074710722370625,0.168441779158789,0.160970706921726,0.000499999999999945,-0.0784166666666599,-0.0789166666666599
16023079,n5-moderate-bg30,-0.0042206938123639,0.035018036878903,0.0392387306912669,-0.0205833333333311,-0.0146666666666599,0.00591666666667112
16023080,n5-moderate-bg30,0.0040576349464595,-0.096416278160586,-0.100473913107046,0.00583333333333302,0.04558333333332,0.039749999999987
16023081,n5-moderate-bg30,-0.00929334953425599,0.00383946278688396,0.01313281232114,-0.011333333333332,0.0157499999999899,0.0270833333333219
16023082,n5-moderate-bg30,0.00842440016706671,-0.00140925616181897,-0.00983365632888568,0.019249999999998,-0.00808333333333011,-0.0273333333333281
16023083,n5-moderate-bg30,0.0024565735585035,-0.055937628800551,-0.0583942023590545,0.011916666666666,-0.000583333333330049,-0.0124999999999961
16023084,n5-moderate-bg30,-0.0010350816032277,0.00645963995072701,0.00749472155395471,-0.001,-0.00116666666665988,-0.000166666666659876
16023085,n5-moderate-bg30,-0.0037245285113872,1.20408637189762e-05,0.00373656937510618,0.0129166666666649,0.000499999999999945,-0.012416666666665
16023086,n5-moderate-bg30,0.00294316604765081,-0.010631180026393,-0.0135743460740438,0.0256666666666641,0.0709166666666599,0.0452499999999958
16023087,n5-moderate-bg30,-0.00204982512045189,-0.00528931422628698,-0.00323948910583509,-0.015999999999998,0.0039166666666699,0.0199166666666679
16023088,n5-moderate-bg30,-0.0041490375873852,0.060638439522964,0.0647874771103492,-0.00674999999999892,-0.00966666666666005,-0.00291666666666113
16023089,n5-moderate-bg30,-0.0092954217043288,0.077206946817338,0.0865023685216668,0.00391666666666601,0.00924999999999998,0.00533333333333397
16023090,n5-moderate-bg30,-0.000931059773856796,-0.036930564130547,-0.0359995043566902,0.00583333333333202,-0.00933333333333008,-0.0151666666666621
16023091,n5-moderate-bg30,0.0024232165975575,-0.00828754872649801,-0.0107107653240555,0.00599999999999901,0.00191666666665991,-0.0040833333333391
16023092,n5-moderate-bg30,-0.0021199669561104,0.018837564527854,0.0209575314839644,-0.00666666666666493,0.00208333333332988,0.00874999999999482
