seed,method,topology,N,scenario,RMSE,AOI,MINEVAL,NDATA,NACK,MISSION,VIOL,FORMFAIL,SAFEFAIL,numEdges,meanDegree,minDegree,lambda2,nChannels
7,P20,ring2,10,Moderate,0.114755124553916,0.118158591004225,0.45542671085533,13800,0,30,0,1,0,13,2.6,2,0.644325706021918,23
8,P20,ring2,10,Moderate,0.11540730747806,0.118739880740828,0.45115178446058,13800,0,30,0,1,0,13,2.6,2,0.644325706021918,23
9,P20,ring2,10,Moderate,0.114624105944745,0.117829246139873,0.456459160084542,13800,0,30,0,1,0,13,2.6,2,0.644325706021918,23
10,P20,ring2,10,Moderate,0.114342486337877,0.117781068593768,0.455941427585509,13800,0,30,0,1,0,13,2.6,2,0.644325706021918,23
11,P20,ring2,10,Moderate,0.114518021006184,0.118068554278719,0.455334075953216,13800,0,30,0,1,0,13,2.6,2,0.644325706021918,23
12,P20,ring2,10,Moderate,0.114737175748431,0.118413695059827,0.451967492493573,13800,0,30,0,1,0,13,2.6,2,0.644325706021918,23
13,P20,ring2,10,Moderate,0.115160135636087,0.118566915452356,0.453070466780887,13800,0,30,0,1,0,13,2.6,2,0.644325706021918,23
14,P20,ring2,10,Moderate,0.114911824919033,0.118420013426529,0.451009670080884,13800,0,30,0,1,0,13,2.6,2,0.644325706021918,23
15,P20,ring2,10,Moderate,0.113971625200708,0.117450933933578,0.456709326814635,13800,0,30,0,1,0,13,2.6,2,0.644325706021918,23
16,P20,ring2,10,Moderate,0.114518936997323,0.118184654266872,0.457129358788284,13800,0,30,0,1,0,13,2.6,2,0.644325706021918,23
17,P20,ring2,10,Moderate,0.114488422458525,0.117928760415433,0.454967674556742,13800,0,30,0,1,0,13,2.6,2,0.644325706021918,23
18,P20,ring2,10,Moderate,0.114898632565462,0.118248627729732,0.452081564094173,13800,0,30,0,1,0,13,2.6,2,0.644325706021918,23
19,P20,ring2,10,Moderate,0.114508413204286,0.117990364490779,0.454443612338863,13800,0,30,0,1,0,13,2.6,2,0.644325706021918,23
20,P20,ring2,10,Moderate,0.115431824780395,0.1185511195356,0.451784235614805,13800,0,30,0,1,0,13,2.6,2,0.644325706021918,23
1,State-event,ring2,10,Moderate,0.25881866109334,0.270233779567982,0.253831968678742,2844,0,30,0,1,0,13,2.6,2,0.644325706021918,23
2,State-event,ring2,10,Moderate,0.260647906831986,0.27483670971054,0.248900764435864,2835,0,30,0,1,1,13,2.6,2,0.644325706021918,23
3,State-event,ring2,10,Moderate,0.265130565854335,0.276026932038068,0.272061886492702,2829,0,30,0,1,0,13,2.6,2,0.644325706021918,23
4,State-event,ring2,10,Moderate,0.255371441403746,0.268275875686135,0.270091888707805,2834,0,30,0,1,0,13,2.6,2,0.644325706021918,23
5,State-event,ring2,10,Moderate,0.261737575764785,0.274078505706275,0.285742095422572,2836,0,30,0,1,0,13,2.6,2,0.644325706021918,23
6,State-event,ring2,10,Moderate,0.262852186881071,0.275615448406587,0.279026772658771,2834,0,30,0,1,0,13,2.6,2,0.644325706021918,23
7,State-event,ring2,10,Moderate,0.263237971555208,0.276653240137424,0.268364889923686,2831,0,30,0,1,0,13,2.6,2,0.644325706021918,23
8,State-event,ring2,10,Moderate,0.264031989197643,0.27497492398215,0.263835650561921,2833,0,30,0,1,0,13,2.6,2,0.644325706021918,23
9,State-event,ring2,10,Moderate,0.276847562565752,0.285593729021048,0.237927378421343,2827,0,30,0,1,1,13,2.6,2,0.644325706021918,23
10,State-event,ring2,10,Moderate,0.262312867997473,0.271006989693164,0.293847903482899,2835,0,30,0,1,0,13,2.6,2,0.644325706021918,23
11,State-event,ring2,10,Moderate,0.260641209427516,0.275921099395806,0.287950219124657,2826,0,30,0,1,0,13,2.6,2,0.644325706021918,23
12,State-event,ring2,10,Moderate,0.262189156061805,0.272450736484619,0.217237384579064,2838,0,30,0,1,1,13,2.6,2,0.644325706021918,23
13,State-event,ring2,10,Moderate,0.265438113028692,0.278926272558544,0.265108272488278,2833,0,30,0,1,0,13,2.6,2,0.644325706021918,23
14,State-event,ring2,10,Moderate,0.260230355001132,0.272032934486435,0.287373778932712,2840,0,30,0,1,0,13,2.6,2,0.644325706021918,23
15,State-event,ring2,10,Moderate,0.26121158495513,0.271781779410022,0.271570999358374,2837,0,30,0,1,0,13,2.6,2,0.644325706021918,23
16,State-event,ring2,10,Moderate,0.270604457373824,0.283390198633653,0.272598874081411,2835,0,30,0,1,0,13,2.6,2,0.644325706021918,23
17,State-event,ring2,10,Moderate,0.259710835149322,0.27344114046519,0.274553292615765,2828,0,30,0,1,0,13,2.6,2,0.644325706021918,23
18,State-event,ring2,10,Moderate,0.261830755451174,0.272014769182166,0.267975128290818,2841,0,30,0,1,0,13,2.6,2,0.644325706021918,23
19,State-event,ring2,10,Moderate,0.263144498243631,0.276547407495162,0.282267360843268,2837,0,30,0,1,0,13,2.6,2,0.644325706021918,23
20,State-event,ring2,10,Moderate,0.265686100012949,0.275274256604667,0.254841756959561,2828,0,30,0,1,0,13,2.6,2,0.644325706021918,23
1,Causal-v3,ring2,10,Moderate,0.13624724167547,0.140719109110295,0.428871534451812,9103,7332,30,0,1,0,13,2.6,2,0.644325706021918,23
2,Causal-v3,ring2,10,Moderate,0.137508166479977,0.141671602890653,0.426012325046535,9115,7276,30,0,1,0,13,2.6,2,0.644325706021918,23
3,Causal-v3,ring2,10,Moderate,0.137675203829287,0.142053864076136,0.426034544400479,9128,7279,30,0,1,0,13,2.6,2,0.644325706021918,23
4,Causal-v3,ring2,10,Moderate,0.137441317576139,0.142327923231844,0.424948684827723,9139,7245,30,0,1,0,13,2.6,2,0.644325706021918,23
5,Causal-v3,ring2,10,Moderate,0.136071097078843,0.140500335663231,0.427459041251031,9134,7340,30,0,1,0,13,2.6,2,0.644325706021918,23
6,Causal-v3,ring2,10,Moderate,0.137524699454056,0.141925917150417,0.421514528889864,9113,7288,30,0,1,0,13,2.6,2,0.644325706021918,23
7,Causal-v3,ring2,10,Moderate,0.13666555605206,0.140970264186708,0.426544874602374,9157,7301,30,0,1,0,13,2.6,2,0.644325706021918,23
8,Causal-v3,ring2,10,Moderate,0.136782670361006,0.141109268254156,0.426366621105207,9158,7318,30,0,1,0,13,2.6,2,0.644325706021918,23
9,Causal-v3,ring2,10,Moderate,0.136781048486462,0.140742802985428,0.429192652804674,9112,7290,30,0,1,0,13,2.6,2,0.644325706021918,23
10,Causal-v3,ring2,10,Moderate,0.13778528457586,0.141684239624057,0.422422869097319,9176,7291,30,0,1,0,13,2.6,2,0.644325706021918,23
11,Causal-v3,ring2,10,Moderate,0.13690507744448,0.141381747818189,0.427618945818891,9119,7309,30,0,1,0,13,2.6,2,0.644325706021918,23
12,Causal-v3,ring2,10,Moderate,0.137008333532734,0.141512064131422,0.427968676795778,9162,7304,30,0,1,0,13,2.6,2,0.644325706021918,23
13,Causal-v3,ring2,10,Moderate,0.136868008402656,0.141339098842949,0.424256608590326,9150,7291,30,0,1,0,13,2.6,2,0.644325706021918,23
14,Causal-v3,ring2,10,Moderate,0.13685375013819,0.141346996801327,0.426309328371562,9122,7309,30,0,1,0,13,2.6,2,0.644325706021918,23
15,Causal-v3,ring2,10,Moderate,0.137052867019567,0.141305137621925,0.426811643609776,9219,7269,30,0,1,0,13,2.6,2,0.644325706021918,23
16,Causal-v3,ring2,10,Moderate,0.136743685412575,0.141086364174861,0.42564953551748,9130,7297,30,0,1,0,13,2.6,2,0.644325706021918,23
17,Causal-v3,ring2,10,Moderate,0.137517114452913,0.14194961102555,0.424154319294927,9156,7280,30,0,1,0,13,2.6,2,0.644325706021918,23
18,Causal-v3,ring2,10,Moderate,0.137486840948565,0.141523911068989,0.42360813229758,9135,7320,30,0,1,0,13,2.6,2,0.644325706021918,23
19,Causal-v3,ring2,10,Moderate,0.137562150936937,0.142447182403349,0.429122313494631,9157,7255,30,0,1,0,13,2.6,2,0.644325706021918,23
20,Causal-v3,ring2,10,Moderate,0.137208392834361,0.141866682462583,0.423075074778847,9157,7317,30,0,1,0,13,2.6,2,0.644325706021918,23
1,P10,sparse4,10,Moderate,0.169022726201943,0.154117321282204,0.394107922500917,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
2,P10,sparse4,10,Moderate,0.170566215870972,0.155085399082874,0.385628347471441,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
3,P10,sparse4,10,Moderate,0.170805975585645,0.155253760439512,0.388306226447768,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
4,P10,sparse4,10,Moderate,0.170639765710028,0.154821780642874,0.388839890575992,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
5,P10,sparse4,10,Moderate,0.168924170223128,0.153421723045568,0.390619190682384,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
6,P10,sparse4,10,Moderate,0.169998058946972,0.15507653795884,0.386972986278001,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
7,P10,sparse4,10,Moderate,0.170087141065185,0.154635697038169,0.390477865566004,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
8,P10,sparse4,10,Moderate,0.169891126512061,0.154923683569261,0.383377434819682,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
9,P10,sparse4,10,Moderate,0.17041051866121,0.155138565827075,0.38747879253043,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
10,P10,sparse4,10,Moderate,0.170012454516681,0.154839502890942,0.391810609574099,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
11,P10,sparse4,10,Moderate,0.171321435868562,0.15591834474203,0.385027239021319,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
12,P10,sparse4,10,Moderate,0.171091683002334,0.1557256152943,0.387856114806582,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
13,P10,sparse4,10,Moderate,0.171521663420033,0.156376907910768,0.387451951066451,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
14,P10,sparse4,10,Moderate,0.170990890812537,0.155003433685563,0.390153937144882,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
15,P10,sparse4,10,Moderate,0.171103259797606,0.155470857978335,0.390618063954662,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
16,P10,sparse4,10,Moderate,0.169317330266451,0.153942314082541,0.392954196969447,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
17,P10,sparse4,10,Moderate,0.17076178554588,0.155889546088921,0.386438932306512,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
18,P10,sparse4,10,Moderate,0.169677451320577,0.153966682173634,0.387305067952538,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
19,P10,sparse4,10,Moderate,0.170758978755317,0.155417691234133,0.389464089004985,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
20,P10,sparse4,10,Moderate,0.171640981866358,0.156230699364214,0.384317868760171,12300,0,30,0,1,0,23,4.6,4,2.06456766802997,41
1,P20,sparse4,10,Moderate,0.127864898007117,0.118057863139939,0.440263932112241,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
2,P20,sparse4,10,Moderate,0.128437762052458,0.118428258124543,0.439386029038363,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
3,P20,sparse4,10,Moderate,0.128360629740445,0.118367116368711,0.440698760356483,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
4,P20,sparse4,10,Moderate,0.128162056803784,0.118102611816309,0.440665986833998,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
5,P20,sparse4,10,Moderate,0.127670089467195,0.117818612791032,0.440935065991383,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
6,P20,sparse4,10,Moderate,0.127901782364978,0.118171728583771,0.439998163014896,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
7,P20,sparse4,10,Moderate,0.128059269828194,0.118079572893822,0.44183491178138,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
8,P20,sparse4,10,Moderate,0.128074354448635,0.118371103874526,0.439085174821381,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
9,P20,sparse4,10,Moderate,0.127778608491413,0.11801577280078,0.440966547853724,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
10,P20,sparse4,10,Moderate,0.127745943432042,0.117959504663166,0.442431151145025,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
11,P20,sparse4,10,Moderate,0.128737493614632,0.11873086551029,0.439018082907912,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
12,P20,sparse4,10,Moderate,0.127917080103285,0.117979885248444,0.441448553937487,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
13,P20,sparse4,10,Moderate,0.12847899106409,0.118529274938526,0.439416096090563,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
14,P20,sparse4,10,Moderate,0.12795124511183,0.117931592122461,0.440829777167195,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
15,P20,sparse4,10,Moderate,0.128490484692398,0.118561174985047,0.44081350517461,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
16,P20,sparse4,10,Moderate,0.127774104019233,0.11790500875036,0.441820447496729,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
17,P20,sparse4,10,Moderate,0.128207251672894,0.118383066391972,0.440342475216936,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
18,P20,sparse4,10,Moderate,0.127793646833594,0.117924060167032,0.441244135366289,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
19,P20,sparse4,10,Moderate,0.128041869579819,0.118094193748477,0.441421199011155,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
20,P20,sparse4,10,Moderate,0.128468683261251,0.118363571919098,0.439228191150087,24600,0,30,0,1,0,23,4.6,4,2.06456766802997,41
1,State-event,sparse4,10,Moderate,0.302794945628574,0.278868655989012,0.228954402359069,4925,0,30,0,1,1,23,4.6,4,2.06456766802997,41
2,State-event,sparse4,10,Moderate,0.306880380523147,0.28244855009858,0.208982490970246,4928,0,30,0,1,1,23,4.6,4,2.06456766802997,41
3,State-event,sparse4,10,Moderate,0.30808235261931,0.28169668372433,0.228481085599467,4932,0,30,0,1,1,23,4.6,4,2.06456766802997,41
4,State-event,sparse4,10,Moderate,0.302864501846436,0.275805365410602,0.224800275100453,4950,0,30,0,1,1,23,4.6,4,2.06456766802997,41
5,State-event,sparse4,10,Moderate,0.303142588506218,0.278359584413283,0.222800875701806,4943,0,30,0,1,1,23,4.6,4,2.06456766802997,41
6,State-event,sparse4,10,Moderate,0.307581201944822,0.283587647593097,0.221505217189561,4930,0,30,0,1,1,23,4.6,4,2.06456766802997,41
7,State-event,sparse4,10,Moderate,0.311619588793007,0.282993066170444,0.21430379663389,4933,0,30,0,1,1,23,4.6,4,2.06456766802997,41
8,State-event,sparse4,10,Moderate,0.306286800565877,0.276090250548282,0.230567027048759,4941,0,30,0,1,1,23,4.6,4,2.06456766802997,41
9,State-event,sparse4,10,Moderate,0.304861161606993,0.278494273498593,0.20834366616718,4942,0,30,0,1,1,23,4.6,4,2.06456766802997,41
10,State-event,sparse4,10,Moderate,0.306299782635452,0.281157927383088,0.217911736426085,4943,0,30,0,1,1,23,4.6,4,2.06456766802997,41
11,State-event,sparse4,10,Moderate,0.309752856846051,0.285187966593562,0.215883746020049,4933,0,30,0,1,1,23,4.6,4,2.06456766802997,41
12,State-event,sparse4,10,Moderate,0.305771082290779,0.280181874570789,0.219460156803083,4940,0,30,0,1,1,23,4.6,4,2.06456766802997,41
13,State-event,sparse4,10,Moderate,0.31169881587114,0.287242418200749,0.212348601318013,4929,0,30,0,1,1,23,4.6,4,2.06456766802997,41
14,State-event,sparse4,10,Moderate,0.305672160770445,0.280357767882856,0.235955435911092,4939,0,30,0,1,1,23,4.6,4,2.06456766802997,41
15,State-event,sparse4,10,Moderate,0.308626853228838,0.282954520280898,0.229910644065433,4950,0,30,0,1,1,23,4.6,4,2.06456766802997,41
16,State-event,sparse4,10,Moderate,0.30334232876044,0.278267428723333,0.25149933566625,4936,0,30,0,1,0,23,4.6,4,2.06456766802997,41
17,State-event,sparse4,10,Moderate,0.302788759499344,0.276353425932079,0.21078340593493,4922,0,30,0,1,1,23,4.6,4,2.06456766802997,41
18,State-event,sparse4,10,Moderate,0.301580478473334,0.274935646086706,0.22739762974563,4954,0,30,0,1,1,23,4.6,4,2.06456766802997,41
19,State-event,sparse4,10,Moderate,0.296029381650581,0.26775459116989,0.240458919993345,4967,0,30,0,1,1,23,4.6,4,2.06456766802997,41
20,State-event,sparse4,10,Moderate,0.301343208421754,0.276836800248111,0.216921677650488,4943,0,30,0,1,1,23,4.6,4,2.06456766802997,41
1,Causal-v3,sparse4,10,Moderate,0.157073879666331,0.142807868678142,0.406647748860742,15908,12751,30,0,1,0,23,4.6,4,2.06456766802997,41
2,Causal-v3,sparse4,10,Moderate,0.157822113978398,0.143301433286812,0.400131373069549,15989,12724,30,0,1,0,23,4.6,4,2.06456766802997,41
3,Causal-v3,sparse4,10,Moderate,0.157266588840616,0.142863693759553,0.405245151366119,15904,12693,30,0,1,0,23,4.6,4,2.06456766802997,41
4,Causal-v3,sparse4,10,Moderate,0.156965560282057,0.142982875877805,0.40823760132591,15928,12716,30,0,1,0,23,4.6,4,2.06456766802997,41
5,Causal-v3,sparse4,10,Moderate,0.157478741947195,0.143191112292594,0.401536784390882,15937,12710,30,0,1,0,23,4.6,4,2.06456766802997,41
6,Causal-v3,sparse4,10,Moderate,0.157270579590054,0.143362575042644,0.402619839161036,15940,12716,30,0,1,0,23,4.6,4,2.06456766802997,41
7,Causal-v3,sparse4,10,Moderate,0.157171449250181,0.142872111827385,0.403466953593514,15903,12716,30,0,1,0,23,4.6,4,2.06456766802997,41
8,Causal-v3,sparse4,10,Moderate,0.156792526026546,0.14281274229636,0.403528358456165,15971,12732,30,0,1,0,23,4.6,4,2.06456766802997,41
9,Causal-v3,sparse4,10,Moderate,0.15691623471079,0.142795906160696,0.403967033487795,15909,12739,30,0,1,0,23,4.6,4,2.06456766802997,41
10,Causal-v3,sparse4,10,Moderate,0.157234078361537,0.143090538534813,0.403144547875211,15942,12742,30,0,1,0,23,4.6,4,2.06456766802997,41
11,Causal-v3,sparse4,10,Moderate,0.158547665089025,0.14375999645555,0.399751945760574,15943,12691,30,0,1,0,23,4.6,4,2.06456766802997,41
12,Causal-v3,sparse4,10,Moderate,0.157489953800205,0.142904454930108,0.403482999997799,15920,12732,30,0,1,0,23,4.6,4,2.06456766802997,41
13,Causal-v3,sparse4,10,Moderate,0.156734730454206,0.142764006114175,0.404507525314537,15878,12720,30,0,1,0,23,4.6,4,2.06456766802997,41
14,Causal-v3,sparse4,10,Moderate,0.156921698945381,0.142669635143218,0.405829349326224,15960,12715,30,0,1,0,23,4.6,4,2.06456766802997,41
15,Causal-v3,sparse4,10,Moderate,0.157796706191776,0.143418400124056,0.407162843411237,16045,12706,30,0,1,0,23,4.6,4,2.06456766802997,41
16,Causal-v3,sparse4,10,Moderate,0.157762230466298,0.143775503422609,0.401802748377015,15939,12688,30,0,1,0,23,4.6,4,2.06456766802997,41
17,Causal-v3,sparse4,10,Moderate,0.157799613990816,0.143581001750072,0.404296286596081,15971,12681,30,0,1,0,23,4.6,4,2.06456766802997,41
18,Causal-v3,sparse4,10,Moderate,0.156933216379189,0.14314503444762,0.406692964059786,15919,12715,30,0,1,0,23,4.6,4,2.06456766802997,41
19,Causal-v3,sparse4,10,Moderate,0.157007188640622,0.142819388139385,0.407614493738366,15856,12754,30,0,1,0,23,4.6,4,2.06456766802997,41
20,Causal-v3,sparse4,10,Moderate,0.157913403515458,0.143513214151215,0.403597466037111,15968,12699,30,0,1,0,23,4.6,4,2.06456766802997,41
1,P10,sparse6,10,Moderate,0.177908173679335,0.154432642128111,0.394354992141362,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
2,P10,sparse6,10,Moderate,0.179320444561344,0.155260856848166,0.392199731874089,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
3,P10,sparse6,10,Moderate,0.179274776897696,0.155601071445065,0.39212007399867,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
4,P10,sparse6,10,Moderate,0.179012009130952,0.155177727489647,0.392416193947423,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
5,P10,sparse6,10,Moderate,0.179188297137518,0.155228528764297,0.394867402448018,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
6,P10,sparse6,10,Moderate,0.178377951918874,0.155468680244462,0.391036905581433,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
7,P10,sparse6,10,Moderate,0.179612571621927,0.155836604627534,0.391137401910732,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
8,P10,sparse6,10,Moderate,0.17824794252415,0.15416939915947,0.396514235677966,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
9,P10,sparse6,10,Moderate,0.178871721508676,0.15466509644545,0.396776392874227,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
10,P10,sparse6,10,Moderate,0.178606508179222,0.155102295293955,0.390211072816149,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
11,P10,sparse6,10,Moderate,0.178327564051153,0.15447112794224,0.390764468854968,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
12,P10,sparse6,10,Moderate,0.179015813038183,0.155528718114503,0.391760430885171,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
13,P10,sparse6,10,Moderate,0.178061812170318,0.15456965162641,0.39569633994658,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
14,P10,sparse6,10,Moderate,0.179426493924624,0.155875090441663,0.394159285173644,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
15,P10,sparse6,10,Moderate,0.178116423174797,0.154287935466987,0.393799049795096,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
16,P10,sparse6,10,Moderate,0.179410194940776,0.1559397466094,0.389707417801886,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
17,P10,sparse6,10,Moderate,0.178703443269088,0.154888314167398,0.39286868359663,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
18,P10,sparse6,10,Moderate,0.179792043924871,0.155867393278837,0.392785380014403,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
19,P10,sparse6,10,Moderate,0.177640536152183,0.154066257177604,0.389211082391429,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
20,P10,sparse6,10,Moderate,0.177897777662581,0.153935405409566,0.396364277977639,17700,0,30,0,1,0,31,6.2,6,4.38196601125011,59
1,P20,sparse6,10,Moderate,0.134232730243877,0.118146677134808,0.444884287626616,35400,0,30,0,1,0,31,6.2,6,4.38196601125011,59
2,P20,sparse6,10,Moderate,0.134223650091541,0.118106344001601,0.445344277244245,35400,0,30,0,1,0,31,6.2,6,4.38196601125011,59
3,P20,sparse6,10,Moderate,0.134042979458962,0.118119583121661,0.444639706066287,35400,0,30,0,1,0,31,6.2,6,4.38196601125011,59
4,P20,sparse6,10,Moderate,0.134448916194007,0.118427777521206,0.444098952203335,35400,0,30,0,1,0,31,6.2,6,4.38196601125011,59
5,P20,sparse6,10,Moderate,0.134413578953164,0.118325559198879,0.444930495266323,35400,0,30,0,1,0,31,6.2,6,4.38196601125011,59
6,P20,sparse6,10,Moderate,0.134129445375258,0.118421927677458,0.444830653017936,35400,0,30,0,1,0,31,6.2,6,4.38196601125011,59
7,P20,sparse6,10,Moderate,0.134550429206419,0.118436398343571,0.444440147093163,35400,0,30,0,1,0,31,6.2,6,4.38196601125011,59
8,P20,sparse6,10,Moderate,0.133936042679104,0.117798765375083,0.445697230932303,35400,0,30,0,1,0,31,6.2,6,4.38196601125011,59
9,P20,sparse6,10,Moderate,0.133661333141012,0.117721793746825,0.445211849264707,35400,0,30,0,1,0,31,6.2,6,4.38196601125011,59
