seed,method,family,RMSE,MAXERR,MINSEP,SAFEFAIL,DIVERGED,NDATA,NACK,NBCAST,MISDUR,DATAHZ,ACKHZ,TOTW010,TOTW025,TOTW050,AIRTIME,BCASTHZ,TRUEAOI,ESTAOI,SEG1_RMSE,SEG1_DATAHZ,SEG1_ACKHZ,SEG1_W025,SEG1_AOI,SEG1_MINSEP,SEG2_RMSE,SEG2_DATAHZ,SEG2_ACKHZ,SEG2_W025,SEG2_AOI,SEG2_MINSEP,SEG3_RMSE,SEG3_DATAHZ,SEG3_ACKHZ,SEG3_W025,SEG3_AOI,SEG3_MINSEP,SEG4_RMSE,SEG4_DATAHZ,SEG4_ACKHZ,SEG4_W025,SEG4_AOI,SEG4_MINSEP,SEG5_RMSE,SEG5_DATAHZ,SEG5_ACKHZ,SEG5_W025,SEG5_AOI,SEG5_MINSEP,TR01_DATAHZ,TR01_DELTAHZ,TR01_DELTAAOI,TR01_DELTARMSE,TR02_DATAHZ,TR02_DELTAHZ,TR02_DELTAAOI,TR02_DELTARMSE,TR03_DATAHZ,TR03_DELTAHZ,TR03_DELTAAOI,TR03_DELTARMSE,TR04_DATAHZ,TR04_DELTAHZ,TR04_DELTAAOI,TR04_DELTARMSE,TR05_DATAHZ,TR05_DELTAHZ,TR05_DELTAAOI,TR05_DELTARMSE,TR06_DATAHZ,TR06_DELTAHZ,TR06_DELTAAOI,TR06_DELTARMSE,TR07_DATAHZ,TR07_DELTAHZ,TR07_DELTAAOI,TR07_DELTARMSE,TR08_DATAHZ,TR08_DELTAHZ,TR08_DELTAAOI,TR08_DELTARMSE,TR09_DATAHZ,TR09_DELTAHZ,TR09_DELTAAOI,TR09_DELTARMSE,TR10_DATAHZ,TR10_DELTAHZ,TR10_DELTAAOI,TR10_DELTARMSE,TR11_DATAHZ,TR11_DELTAHZ,TR11_DELTAAOI,TR11_DELTARMSE,TR12_DATAHZ,TR12_DELTAHZ,TR12_DELTAAOI,TR12_DELTARMSE,TR13_DATAHZ,TR13_DELTAHZ,TR13_DELTAAOI,TR13_DELTARMSE,TR14_DATAHZ,TR14_DELTAHZ,TR14_DELTAAOI,TR14_DELTARMSE,TR15_DATAHZ,TR15_DELTAHZ,TR15_DELTAAOI,TR15_DELTARMSE,TR16_DATAHZ,TR16_DELTAHZ,TR16_DELTAAOI,TR16_DELTARMSE,FWDHASH,FWDHASHX,ACKHASH,ACKHASHX,PHASEHASH,INVARIANTS,DROPCOUNT,NPERIODSW
26000001,P5,periodic,0.139518257276466,0.31666852819813,0.315822222545641,0,0,3750,0,2250,75.02,49.9866702212743,0,49.9866702212743,49.9866702212743,49.9866702212743,2399.36017062117,29.9920021327646,0.204869634764063,NaN,0.0645089462360599,50,0,50,0.1,0.517927104417861,0.132889348143625,50,0,50,0.223013333333333,0.482420209651727,0.212741005738375,50,0,50,0.36896,0.315822222545641,0.156782444952343,50,0,50,0.23216,0.413946576347909,0.0753965601034113,49.9334221038615,0,49.9334221038615,0.100354194407457,0.507980954455359,50,0,0.106,0.00560127804473586,50,0,0.1078,0.040765947161238,50,0,0.1374,0.0698845979588329,50,0,0.12488,0.0776227742044978,50,0,0.12664,0.00465455013003566,50,0,0.12484,0.0357039739576559,50,0,0.17824,0.0751815353008688,50,0,0.14692,0.083323649919011,50,0,-0.0966399999999998,0.0119047947270432,50,0,-0.13024,-0.0261623886760168,50,0,-0.13244,-0.0674178496746739,50,0,-0.12692,-0.0681845599088136,50,0,-0.12968,-0.00703181466068251,50,0,-0.13408,-0.0536725687237768,50,0,-0.13408,-0.0808134314420847,50,0,-0.13408,-0.0806725446243545,7.33259872054996e+15,130779042775,NaN,NaN,2155797,0,582,0
26000002,P5,periodic,0.140983943957541,0.354016377551066,0.253861290392034,0,0,3754,0,2252,75.02,50.039989336177,0,50.039989336177,50.039989336177,50.039989336177,2401.9194881365,30.0186616902159,0.204734737403359,NaN,0.0644300880358311,50,0,50,0.1,0.517944618078785,0.141199715665861,50,0,50,0.2384,0.4829860775506,0.22057888223416,50,0,50,0.36504,0.253861290392034,0.145661424502113,50,0,50,0.22024,0.400281973761943,0.0737612372104696,50.1997336884154,0,50.1997336884154,0.100133155792277,0.506584250257279,50,0,0.1384,0.00583567432508607,50,0,0.13,0.0504339165897087,50,0,0.1354,0.0774609428634336,50,0,0.14068,0.0865116244455849,50,0,0.1724,0.00126002529314737,50,0,0.1576,0.0561105365617831,50,0,0.213,0.0962603066422303,50,0,0.0878,0.063906626196335,50,0,-0.121759999999999,-0.00527466696479315,50,0,-0.12256,-0.0473128676168968,50,0,-0.0949599999999996,-0.0699948796287141,50,0,-0.1206,-0.0708543932591872,50,0,-0.11856,-0.00649651289562383,50,0,-0.12096,-0.0488186162750636,50,0,-0.12096,-0.0723784140809392,50,0,-0.12096,-0.0721031723433684,561847221139141,130367319328,NaN,NaN,3264544,0,611,0
26000003,P5,periodic,0.140852813957996,0.321567646043301,0.330234799452581,0,0,3752,0,2251,75.02,50.0133297787257,0,50.0133297787257,50.0133297787257,50.0133297787257,2400.63982937883,30.0053319114903,0.205363369768062,NaN,0.0645631568148191,50,0,50,0.1,0.517878542755014,0.140385278271653,50,0,50,0.237866666666667,0.479664031906695,0.217102417543021,50,0,50,0.35848,0.330234799452581,0.150741337629326,50,0,50,0.23024,0.4133107534485,0.074053215335236,50.0665778961385,0,50.0665778961385,0.10037017310253,0.506173575231778,50,0,0.1212,0.00606412824656859,50,0,0.1354,0.0490727107171528,50,0,0.1344,0.0822602841886678,50,0,0.14072,0.0844518613469132,50,0,0.10168,0.00978223735918951,50,0,0.10588,0.0394652962150112,50,0,0.126479999999999,0.0738391548469374,50,0,0.1176,0.0799469650983446,50,0,-0.13016,-0.0275037849245389,50,0,-0.12936,-0.0634219938940807,50,0,-0.0667599999999995,-0.0745060691277742,50,0,-0.12524,-0.0752374135826868,50,0,-0.11792,-0.012392297060422,50,0,-0.12392,-0.0548122176799622,50,0,-0.12392,-0.0786244466306836,50,0,-0.12392,-0.078556897376456,6.60778758728301e+15,130748273780,NaN,NaN,3423611,0,622,0
26000004,P5,periodic,0.139901213370536,0.294077495527001,0.335331680962365,0,0,3750,0,2250,75.02,49.9866702212743,0,49.9866702212743,49.9866702212743,49.9866702212743,2399.36017062117,29.9920021327646,0.205612903225806,NaN,0.0641144203106099,50,0,50,0.1,0.518486937168387,0.139619692564282,50,0,50,0.236826666666666,0.483068737029984,0.210037840319935,50,0,50,0.352933333333333,0.335331680962365,0.155261044828915,50,0,50,0.237466666666666,0.398462378546458,0.077804683038161,49.9334221038615,0,49.9334221038615,0.100977363515313,0.497333963431454,50,0,0.1496,0.00594907882381236,50,0,0.1352,0.0551735455800829,50,0,0.1202,0.0780437096201042,50,0,0.1392,0.0838552020524908,50,0,0.15632,-0.00124515817552434,50,0,0.0599199999999999,0.0384041894024607,50,0,0.134719999999999,0.049278459721996,50,0,0.10632,0.0680826556202846,50,0,-0.11008,-0.00425318169112271,50,0,-0.12828,-0.048872552272451,50,0,-0.10048,-0.0692436461449445,50,0,-0.12056,-0.0735633816192709,50,0,-0.13176,-0.00305290362028562,50,0,-0.146559999999999,-0.0496566047384282,50,0,-0.146559999999999,-0.0855971398337745,50,0,-0.146559999999999,-0.086088969224498,7.3471020880889e+15,130266190468,NaN,NaN,3177666,0,625,0
26000005,P5,periodic,0.13390338560292,0.265535486103177,0.345131937752774,0,0,3750,0,2250,75.02,49.9866702212743,0,49.9866702212743,49.9866702212743,49.9866702212743,2399.36017062117,29.9920021327646,0.198057051452946,NaN,0.0637256615331123,50,0,50,0.1,0.519038218389454,0.134255880921607,50,0,50,0.228533333333333,0.475316152932693,0.196781708659523,50,0,50,0.332426666666667,0.345131937752774,0.151857024882883,50,0,50,0.229066666666666,0.424867651402552,0.0761417214831073,49.9334221038615,0,49.9334221038615,0.100388814913449,0.494249504405416,50,0,0.1224,0.00569265984226679,50,0,0.1342,0.0486994236466959,50,0,0.1348,0.0776721677869145,50,0,0.12676,0.0779030873112547,50,0,0.0902400000000005,0.0103341384265518,50,0,0.0922400000000004,0.0361698935386077,50,0,0.11504,0.0532286167223782,50,0,0.10832,0.0676727486707265,50,0,-0.10064,0.000670528209914478,50,0,-0.11504,-0.0293522226066936,50,0,-0.10224,-0.0603900801052043,50,0,-0.10424,-0.0601122043447983,50,0,-0.12912,-0.000631071674595307,50,0,-0.13472,-0.0530435084525222,50,0,-0.13472,-0.0827806779865503,50,0,-0.13472,-0.0826944730948156,8.19745416800416e+15,130514451403,NaN,NaN,4865758,0,582,0
26000006,P5,periodic,0.133728890683104,0.278016990871621,0.35210499364248,0,0,3750,0,2250,75.02,49.9866702212743,0,49.9866702212743,49.9866702212743,49.9866702212743,2399.36017062117,29.9920021327646,0.198912823247134,NaN,0.0646424672785166,50,0,50,0.1,0.517838288960783,0.132465535562576,50,0,50,0.22424,0.481297843045299,0.194523961975009,50,0,50,0.336106666666667,0.35210499364248,0.155733197147744,50,0,50,0.233973333333333,0.400786155329674,0.0749351144594641,49.9334221038615,0,49.9334221038615,0.100375499334222,0.507043386816465,50,0,0.118,0.00669995729123411,50,0,0.1182,0.0461809535670941,50,0,0.1252,0.0698532445545983,50,0,0.12588,0.0759463096422623,50,0,0.0472,4.67275312369397e-05,50,0,0.0807999999999998,0.0210308464771718,50,0,0.114599999999999,0.050163775121996,50,0,0.11896,0.0657519046867082,50,0,-0.1224,0.00785450457082948,50,0,-0.1408,-0.0305963777895801,50,0,-0.101,-0.0640766922018357,50,0,-0.12664,-0.0623778722419312,50,0,-0.13328,-0.00736503804919014,50,0,-0.13848,-0.0536661665564607,50,0,-0.13848,-0.078861528771389,50,0,-0.138479999999999,-0.0786630573944828,8.38515408653165e+15,130351607802,NaN,NaN,3084178,0,590,0
26000007,P5,periodic,0.138716726317815,0.321721392783109,0.334878779622368,0,0,3750,0,2250,75.02,49.9866702212743,0,49.9866702212743,49.9866702212743,49.9866702212743,2399.36017062117,29.9920021327646,0.201011463609704,NaN,0.0640894728091535,50,0,50,0.1,0.518555886467556,0.138442463904336,50,0,50,0.2336,0.463824957794738,0.206382766628642,50,0,50,0.344853333333333,0.334878779622368,0.158074276517113,50,0,50,0.226666666666666,0.396553239071938,0.0733146706060718,49.9334221038615,0,49.9334221038615,0.10007190412783,0.511157134701881,50,0,0.1472,0.00843051609319083,50,0,0.1364,0.0553480539877898,50,0,0.1654,0.0939762800630526,50,0,0.12532,0.0787660686759109,50,0,0.0879200000000004,0.00545492940125675,50,0,0.12372,0.0390725300988298,50,0,0.10652,0.068780415742151,50,0,0.12812,0.0744229620613177,50,0,-0.0924000000000009,0.0229141451762766,50,0,-0.119200000000001,-0.0173188711899383,50,0,-0.1226,-0.0634430779947848,50,0,-0.1334,-0.0762177372485887,50,0,-0.1292,-0.0139212063122566,50,0,-0.1292,-0.0564903580344317,50,0,-0.1292,-0.0792856000680491,50,0,-0.1292,-0.0791802248378311,8.4877363449872e+15,130604833650,NaN,NaN,3927357,0,587,0
26000008,P5,periodic,0.143561149350763,0.367484659498411,0.232756656717153,1,0,3752,0,2251,75.02,50.0133297787257,0,50.0133297787257,50.0133297787257,50.0133297787257,2400.63982937883,30.0053319114903,0.207464676086376,NaN,0.0645864653901791,50,0,50,0.1,0.517924301187249,0.138566471112853,50,0,50,0.23272,0.477388886280452,0.222662270127677,50,0,50,0.37256,0.232756656717153,0.156995249904183,50,0,50,0.23176,0.389913396909643,0.0739670835863584,50.0665778961385,0,50.0665778961385,0.100426098535287,0.511266028968619,50,0,0.1072,0.00520499065453554,50,0,0.1342,0.0471577078256784,50,0,0.113,0.0739814042126232,50,0,0.13892,0.0837730706070174,50,0,0.0144799999999997,-0.00227049296734733,50,0,0.13288,0.0138134206462179,50,0,0.23748,0.0868044846522217,50,0,0.12104,0.0843468233439328,50,0,-0.14368,0.000222799537876739,50,0,-0.13108,-0.0516559753975478,50,0,-0.13488,-0.0779001618044692,50,0,-0.13152,-0.0791512713778659,50,0,-0.11624,-0.0146253362828582,50,0,-0.12304,-0.0553961089170686,50,0,-0.12304,-0.0796109457950757,50,0,-0.12304,-0.0794823960637543,8.0123332709808e+15,130707038767,NaN,NaN,2400670,0,613,0
26000009,P5,periodic,0.135394767120515,0.299240911132258,0.304041927646759,0,0,3750,0,2250,75.02,49.9866702212743,0,49.9866702212743,49.9866702212743,49.9866702212743,2399.36017062117,29.9920021327646,0.200522527326046,NaN,0.0643058971566366,50,0,50,0.1,0.518350500503281,0.13294591406657,50,0,50,0.224506666666667,0.482611557543931,0.201874493130468,50,0,50,0.350266666666666,0.304041927646759,0.153326828909754,50,0,50,0.227573333333333,0.401262179644864,0.0748558216418647,49.9334221038615,0,49.9334221038615,0.100399467376831,0.511354811906805,50,0,0.1016,0.00498905083686189,50,0,0.1362,0.0439221354116729,50,0,0.114,0.0747956339308775,50,0,0.12656,0.0765849550187559,50,0,0.0849600000000001,0.00161113906589289,50,0,0.12756,0.0268934976152888,50,0,0.141959999999999,0.0722582765753491,50,0,0.13324,0.0697207833834712,50,0,-0.1176,0.00883367641518962,50,0,-0.1364,-0.0337795877300413,50,0,-0.1486,-0.0702954685600335,50,0,-0.13528,-0.0709359496880596,50,0,-0.11392,-0.0064226611436167,50,0,-0.12032,-0.0499648346429049,50,0,-0.12032,-0.0770631875009975,50,0,-0.12032,-0.0769992526410984,998162042528965,130886334736,NaN,NaN,4409803,0,583,0
26000010,P5,periodic,0.137500285403621,0.299089080364033,0.353819645662518,0,0,3751,0,2251,75.02,50,0,50,50,50,2400,30.0053319114903,0.204547054118901,NaN,0.0641476295698718,50,0,50,0.1,0.518424853706918,0.134495058589106,50,0,50,0.230213333333333,0.470166958557498,0.207865396445177,50,0,50,0.35736,0.353819645662518,0.15346415294832,50,0,50,0.23464,0.417533872679109,0.0747415147862822,50,0,50,0.100660452729694,0.495446344601668,50,0,0.12,0.00553426367380691,50,0,0.1284,0.0464741508801676,50,0,0.1216,0.0728772605400726,50,0,0.13332,0.078955896120466,50,0,0.10336,0.0104557710115532,50,0,0.10636,0.0404384838467177,50,0,0.0689599999999996,0.055969284812091,50,0,0.12848,0.0741400909833237,50,0,-0.0919999999999999,-0.0177497565749589,50,0,-0.1092,-0.049561247043277,50,0,-0.1094,-0.068018580968035,50,0,-0.11292,-0.0749491363890274,50,0,-0.13096,-0.014300351110121,50,0,-0.14096,-0.0591680657165435,50,0,-0.14096,-0.085805849510708,50,0,-0.140959999999999,-0.0857935427528308,7.87880612178375e+15,130386848492,NaN,NaN,2521172,0,632,0
