seed,N,conditionIndex,positionError,velocityError,BASE_REALIZATION_HASH,STATE_HASH_EXACT,MANAGEMENT_GRAPH_HASH,SELECTOR_HASH_EXACT,selectedHorizonSec,selectedIndex,selectedEdgeCount,selectedColorCount,selectedWitnessCovered,selectedPayloadFits,targetHorizonSelected,noLeaseIssued,infeasibleHorizonCount,actualSubsetViolations,sameColorConflictViolations,horizonMonotonicViolations,normalSelfRevocations,injectedViolationMisses,futureRandomReads,receiverTruthDecisionReads,condition,speedScale,accelerationScale,managementRadius
16075025,10,2,0.02,0.02,68006242,26594465,36561,4834799,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075025,10,3,0.3,0.1,68006242,26011253,36561,5518596,0.5,2,4,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075026,5,1,0.02,0.02,36914165,4488477,2730,5339806,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075026,5,2,0.02,0.02,36914165,12344286,2450,3607311,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075026,5,3,0.3,0.1,36914165,14057971,2450,4904514,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075026,10,1,0.02,0.02,59635790,12118719,40685,5809306,6.8,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075026,10,2,0.02,0.02,59635790,27088621,36543,4932216,0.5,2,4,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075026,10,3,0.3,0.1,59635790,26505409,36543,5969492,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075027,5,1,0.02,0.02,34341581,4586174,2730,6721312,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075027,5,2,0.02,0.02,34341581,12698293,2450,4508297,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075027,5,3,0.3,0.1,34341581,14411978,2450,4756908,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075027,10,1,0.02,0.02,71951611,11584609,40685,6057132,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075027,10,2,0.02,0.02,71951611,27702962,36278,6255493,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075027,10,3,0.3,0.1,71951611,27119750,36278,5093078,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075028,5,1,0.02,0.02,39923342,4215393,2730,5319895,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075028,5,2,0.02,0.02,39923342,12738082,2450,5663728,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075028,5,3,0.3,0.1,39923342,14451767,2450,6491488,0.25,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075028,10,1,0.02,0.02,68014112,12098195,40685,6059142,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075028,10,2,0.02,0.02,68014112,25949351,36631,6536176,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075028,10,3,0.3,0.1,68014112,25366139,36631,5751521,0.25,1,5,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075029,5,1,0.02,0.02,36232587,4173894,2730,5406841,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075029,5,2,0.02,0.02,36232587,12788338,2512,4519046,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075029,5,3,0.3,0.1,36232587,14502023,2512,5796961,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075029,10,1,0.02,0.02,65134999,11582834,40685,5000775,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075029,10,2,0.02,0.02,65134999,25351904,36719,5207224,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075029,10,3,0.3,0.1,65134999,24768692,36719,6853979,0.5,2,5,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075030,5,1,0.02,0.02,37581350,4774274,2730,6408376,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075030,5,2,0.02,0.02,37581350,12659791,2518,3977685,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075030,5,3,0.3,0.1,37581350,14373476,2518,4823349,0.25,1,2,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075030,10,1,0.02,0.02,76529371,12351545,40685,4698417,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075030,10,2,0.02,0.02,76529371,27378778,36528,5580242,0.25,1,2,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075030,10,3,0.3,0.1,76529371,26795566,36528,5941563,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075031,5,1,0.02,0.02,32116124,4329552,2730,6403205,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075031,5,2,0.02,0.02,32116124,13707291,2496,4039959,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075031,5,3,0.3,0.1,32116124,15420976,2496,6372995,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075031,10,1,0.02,0.02,65669263,11602789,40685,6055174,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075031,10,2,0.02,0.02,65669263,27370861,36381,4882145,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075031,10,3,0.3,0.1,65669263,26787649,36381,4586704,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075032,5,1,0.02,0.02,33227868,4455894,2730,5646326,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075032,5,2,0.02,0.02,33227868,12461393,2484,4615416,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075032,5,3,0.3,0.1,33227868,14175078,2484,4998117,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075032,10,1,0.02,0.02,67652089,11374149,40685,5688875,6.8,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075032,10,2,0.02,0.02,67652089,24255985,36664,4459951,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075032,10,3,0.3,0.1,67652089,23672773,36664,6189798,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075033,5,1,0.02,0.02,33600223,4152031,2730,5175027,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075033,5,2,0.02,0.02,33600223,12970702,2472,5559756,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075033,5,3,0.3,0.1,33600223,14684387,2472,4879570,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075033,10,1,0.02,0.02,68624597,12270592,40685,5547894,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075033,10,2,0.02,0.02,68624597,27255893,36440,5348879,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075033,10,3,0.3,0.1,68624597,26672681,36440,6940685,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075034,5,1,0.02,0.02,37915676,4394353,2730,4329856,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075034,5,2,0.02,0.02,37915676,13268640,2534,3734533,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075034,5,3,0.3,0.1,37915676,14982325,2534,4097611,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075034,10,1,0.02,0.02,66342355,11900400,40685,4607132,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075034,10,2,0.02,0.02,66342355,26844523,36322,4249384,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075034,10,3,0.3,0.1,66342355,26261311,36322,6133358,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075035,5,1,0.02,0.02,33204060,4408278,2730,5408136,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075035,5,2,0.02,0.02,33204060,11354786,2490,6816046,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075035,5,3,0.3,0.1,33204060,13068471,2490,6261022,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075035,10,1,0.02,0.02,70134052,12143783,40685,6479002,6.8,6,8,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075035,10,2,0.02,0.02,70134052,26023559,36940,5581085,1,3,7,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075035,10,3,0.3,0.1,70134052,25440347,36940,5813931,0.25,1,9,4,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075036,5,1,0.02,0.02,31844820,4835517,2730,5470908,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075036,5,2,0.02,0.02,31844820,13684807,2478,4575623,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075036,5,3,0.3,0.1,31844820,15398492,2478,5983717,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075036,10,1,0.02,0.02,75796072,11933520,40685,4602115,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075036,10,2,0.02,0.02,75796072,24684067,36381,4748627,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075036,10,3,0.3,0.1,75796072,24100855,36381,6961020,0.25,1,3,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075037,5,1,0.02,0.02,34195931,4294874,2730,5756147,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075037,5,2,0.02,0.02,34195931,13381151,2450,5814788,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075037,5,3,0.3,0.1,34195931,15094836,2450,7111450,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075037,10,1,0.02,0.02,72832501,12297816,40685,5899907,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075037,10,2,0.02,0.02,72832501,26455111,36484,5745662,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075037,10,3,0.3,0.1,72832501,25871899,36484,4521566,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075038,5,1,0.02,0.02,36108482,4974257,2730,5346892,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075038,5,2,0.02,0.02,36108482,14685330,2512,5293050,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075038,5,3,0.3,0.1,36108482,16399015,2512,4622527,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075038,10,1,0.02,0.02,59388584,11624307,40685,4530082,6.8,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075038,10,2,0.02,0.02,59388584,27032204,36598,5150523,1,3,4,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075038,10,3,0.3,0.1,59388584,26448992,36598,5792271,0.5,2,6,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075039,5,1,0.02,0.02,38016312,4595625,2730,5747335,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075039,5,2,0.02,0.02,38016312,11771698,2450,5937130,2,4,0,1,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075039,5,3,0.3,0.1,38016312,13485383,2450,5239906,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075039,10,1,0.02,0.02,67455965,12030474,40685,6783024,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075039,10,2,0.02,0.02,67455965,27840423,36201,4659617,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075039,10,3,0.3,0.1,67455965,27257211,36201,5862338,0.25,1,2,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075040,5,1,0.02,0.02,35114626,5083691,2730,4518742,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075040,5,2,0.02,0.02,35114626,12556460,2450,4954082,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075040,5,3,0.3,0.1,35114626,14270145,2450,5337294,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075040,10,1,0.02,0.02,76418917,12130637,40685,6181224,6.8,6,7,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075040,10,2,0.02,0.02,76418917,28120473,36936,7640014,0.5,2,6,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075040,10,3,0.3,0.1,76418917,27537261,36936,5789492,0.25,1,7,4,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075041,5,1,0.02,0.02,33618413,4188411,2730,4738890,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075041,5,2,0.02,0.02,33618413,12511536,2564,4549366,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075041,5,3,0.3,0.1,33618413,14225221,2564,5864019,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075041,10,1,0.02,0.02,62520021,11595743,40685,6256268,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075041,10,2,0.02,0.02,62520021,27102914,36289,4898298,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075041,10,3,0.3,0.1,62520021,26519702,36289,5375077,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075042,5,1,0.02,0.02,38890223,4246301,2730,5194325,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075042,5,2,0.02,0.02,38890223,12708269,2472,5365997,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075042,5,3,0.3,0.1,38890223,14421954,2472,5723818,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075042,10,1,0.02,0.02,68699010,11370845,40685,5066179,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075042,10,2,0.02,0.02,68699010,29268150,36315,5402931,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075042,10,3,0.3,0.1,68699010,28684938,36315,6988880,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075043,5,1,0.02,0.02,33582455,4116495,2730,4598582,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075043,5,2,0.02,0.02,33582455,12746138,2450,5532783,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075043,5,3,0.3,0.1,33582455,14459823,2450,5889967,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075043,10,1,0.02,0.02,75425135,12240219,40685,4080310,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075043,10,2,0.02,0.02,75425135,27133417,36532,5418796,1,3,4,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075043,10,3,0.3,0.1,75425135,26550205,36532,6226960,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075044,5,1,0.02,0.02,37707229,5026032,2730,5307084,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075044,5,2,0.02,0.02,37707229,13236061,2472,4291187,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075044,5,3,0.3,0.1,37707229,14949746,2472,5704173,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075044,10,1,0.02,0.02,75949931,12241238,40685,5934778,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075044,10,2,0.02,0.02,75949931,24157956,36723,4807333,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075044,10,3,0.3,0.1,75949931,23574744,36723,3920549,0.25,1,7,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075045,5,1,0.02,0.02,30389880,5071356,2730,5742614,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075045,5,2,0.02,0.02,30389880,13126569,2450,5244387,2,4,0,1,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075045,5,3,0.3,0.1,30389880,14840254,2450,6560183,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075045,10,1,0.02,0.02,67064294,12295705,40685,3877142,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075045,10,2,0.02,0.02,67064294,30339752,36469,5564924,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075045,10,3,0.3,0.1,67064294,29756540,36469,6451492,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075046,5,1,0.02,0.02,34195104,4293220,2730,6087062,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075046,5,2,0.02,0.02,34195104,11974323,2484,6125294,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075046,5,3,0.3,0.1,34195104,13688008,2484,6493132,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075046,10,1,0.02,0.02,70377863,11582832,40685,4627050,6.8,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075046,10,2,0.02,0.02,70377863,27564668,36356,5563805,1,3,4,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075046,10,3,0.3,0.1,70377863,26981456,36356,5333784,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075047,5,1,0.02,0.02,34591492,5085996,2730,7015112,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075047,5,2,0.02,0.02,34591492,12447591,2450,5211032,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075047,5,3,0.3,0.1,34591492,14161276,2450,5459566,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075047,10,1,0.02,0.02,70283764,11394634,40685,4969728,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075047,10,2,0.02,0.02,70283764,27456021,36668,6520817,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075047,10,3,0.3,0.1,70283764,26872809,36668,4093045,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075048,5,1,0.02,0.02,33355816,4711790,2730,6734048,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075048,5,2,0.02,0.02,33355816,11816115,2450,5550323,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075048,5,3,0.3,0.1,33355816,13529800,2450,4287549,0.25,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075048,10,1,0.02,0.02,71101559,11981651,40685,5902012,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075048,10,2,0.02,0.02,71101559,27635580,36510,4105984,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075048,10,3,0.3,0.1,71101559,27052368,36510,5055561,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075049,5,1,0.02,0.02,34101294,4105600,2730,6721438,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075049,5,2,0.02,0.02,34101294,11643679,2450,4137239,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075049,5,3,0.3,0.1,34101294,13357364,2450,6483027,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075049,10,1,0.02,0.02,69634203,12192658,40685,5706833,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075049,10,2,0.02,0.02,69634203,29062894,36488,5113141,1,3,4,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075049,10,3,0.3,0.1,69634203,28479682,36488,5874432,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075050,5,1,0.02,0.02,37316563,4244700,2730,5867258,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075050,5,2,0.02,0.02,37316563,10992358,2484,4391149,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075050,5,3,0.3,0.1,37316563,12706043,2484,4786186,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075050,10,1,0.02,0.02,77726599,11600282,40685,6053654,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075050,10,2,0.02,0.02,77726599,25546978,36403,5171256,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075050,10,3,0.3,0.1,77726599,24963766,36403,4990499,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075051,5,1,0.02,0.02,30568859,4380741,2730,5529782,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075051,5,2,0.02,0.02,30568859,12582393,2484,6175830,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075051,5,3,0.3,0.1,30568859,14296078,2484,5461206,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075051,10,1,0.02,0.02,65229773,11772382,40685,5677430,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075051,10,2,0.02,0.02,65229773,27249829,36278,6548645,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075051,10,3,0.3,0.1,65229773,26666617,36278,4320510,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075052,5,1,0.02,0.02,34692753,4239945,2730,5733987,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075052,5,2,0.02,0.02,34692753,14565331,2450,6503006,2,4,0,1,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075052,5,3,0.3,0.1,34692753,16279016,2450,4758949,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075052,10,1,0.02,0.02,71704140,12138240,40685,4488876,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075052,10,2,0.02,0.02,71704140,25982344,36433,4764040,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075052,10,3,0.3,0.1,71704140,25399132,36433,4577028,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075053,5,1,0.02,0.02,34756963,4368365,2730,5524687,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075053,5,2,0.02,0.02,34756963,13804602,2450,5700546,2,4,0,1,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075053,5,3,0.3,0.1,34756963,15518287,2450,6039037,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075053,10,1,0.02,0.02,75460719,12311387,40685,5512504,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075053,10,2,0.02,0.02,75460719,27452084,36561,4927330,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075053,10,3,0.3,0.1,75460719,26868872,36561,5586298,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
