seed,N,conditionIndex,positionError,velocityError,BASE_REALIZATION_HASH,STATE_HASH_EXACT,MANAGEMENT_GRAPH_HASH,SELECTOR_HASH_EXACT,selectedHorizonSec,selectedIndex,selectedEdgeCount,selectedColorCount,selectedWitnessCovered,selectedPayloadFits,targetHorizonSelected,noLeaseIssued,infeasibleHorizonCount,actualSubsetViolations,sameColorConflictViolations,horizonMonotonicViolations,normalSelfRevocations,injectedViolationMisses,futureRandomReads,receiverTruthDecisionReads,condition,speedScale,accelerationScale,managementRadius
16075054,5,1,0.02,0.02,36947965,4556077,2730,7016424,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075054,5,2,0.02,0.02,36947965,11994187,2450,5726301,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075054,5,3,0.3,0.1,36947965,13707872,2450,6573404,0.25,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075054,10,1,0.02,0.02,67558781,12236106,40685,4458743,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075054,10,2,0.02,0.02,67558781,26493039,36444,6425713,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075054,10,3,0.3,0.1,67558781,25909827,36444,3503251,0.25,1,5,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075055,5,1,0.02,0.02,32340285,4777874,2730,4896315,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075055,5,2,0.02,0.02,32340285,13685926,2546,5195860,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075055,5,3,0.3,0.1,32340285,15399611,2546,5572099,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075055,10,1,0.02,0.02,67331670,11781884,40685,5885225,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075055,10,2,0.02,0.02,67331670,27914833,36300,6059987,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075055,10,3,0.3,0.1,67331670,27331621,36300,5811894,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075056,5,1,0.02,0.02,32011672,4120648,2730,7041691,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075056,5,2,0.02,0.02,32011672,13143685,2484,5099554,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075056,5,3,0.3,0.1,32011672,14857370,2484,4440973,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075056,10,1,0.02,0.02,68350699,11722796,40685,6149554,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075056,10,2,0.02,0.02,68350699,24025475,36543,5017005,1,3,5,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075056,10,3,0.3,0.1,68350699,23442263,36543,5877969,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075057,5,1,0.02,0.02,35444876,4695618,2730,5536239,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075057,5,2,0.02,0.02,35444876,13586297,2450,6710423,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075057,5,3,0.3,0.1,35444876,15299982,2450,5911014,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075057,10,1,0.02,0.02,72103455,11888297,40685,6090484,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075057,10,2,0.02,0.02,72103455,29185855,36212,5116092,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075057,10,3,0.3,0.1,72103455,28602643,36212,6232599,0.25,1,2,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075058,5,1,0.02,0.02,36850527,4361201,2730,5986819,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075058,5,2,0.02,0.02,36850527,12575004,2450,5043431,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075058,5,3,0.3,0.1,36850527,14288689,2450,5272819,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075058,10,1,0.02,0.02,69667953,12260158,40685,5026588,6.8,6,5,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075058,10,2,0.02,0.02,69667953,27407701,36532,6084688,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075058,10,3,0.3,0.1,69667953,26824489,36532,4965211,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075059,5,1,0.02,0.02,39148436,4762727,2730,5169297,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075059,5,2,0.02,0.02,39148436,13157702,2450,4750479,2,4,0,1,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075059,5,3,0.3,0.1,39148436,14871387,2450,7115223,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075059,10,1,0.02,0.02,68304414,11630226,40685,4190261,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075059,10,2,0.02,0.02,68304414,26991160,36370,5700834,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075059,10,3,0.3,0.1,68304414,26407948,36370,5376867,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075060,5,1,0.02,0.02,32233911,4565126,2730,5294030,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075060,5,2,0.02,0.02,32233911,11931653,2450,5833886,2,4,0,1,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075060,5,3,0.3,0.1,32233911,13645338,2450,5138132,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075060,10,1,0.02,0.02,74348450,12183995,40685,5083977,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075060,10,2,0.02,0.02,74348450,26091007,36506,5558410,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075060,10,3,0.3,0.1,74348450,25507795,36506,6419923,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075061,5,1,0.02,0.02,33056416,4112990,2730,5588051,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075061,5,2,0.02,0.02,33056416,11701412,2450,4834886,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075061,5,3,0.3,0.1,33056416,13415097,2450,5194221,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075061,10,1,0.02,0.02,69876266,11628211,40685,6344788,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075061,10,2,0.02,0.02,69876266,27553231,36480,6184347,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075061,10,3,0.3,0.1,69876266,26970019,36480,4899935,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075062,5,1,0.02,0.02,38070011,4703023,2730,5339554,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075062,5,2,0.02,0.02,38070011,13023590,2506,5173782,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075062,5,3,0.3,0.1,38070011,14737275,2506,3429107,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075062,10,1,0.02,0.02,68742229,11457283,40685,5587438,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075062,10,2,0.02,0.02,68742229,25710531,36944,5242902,1,3,8,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075062,10,3,0.3,0.1,68742229,25127319,36944,4634058,0.25,1,11,4,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075063,5,1,0.02,0.02,31194616,4583682,2730,5220892,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075063,5,2,0.02,0.02,31194616,13441111,2512,4523439,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075063,5,3,0.3,0.1,31194616,15154796,2512,6397946,0.25,1,2,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075063,10,1,0.02,0.02,65298524,11909884,40685,5169660,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075063,10,2,0.02,0.02,65298524,25891569,36333,5338469,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075063,10,3,0.3,0.1,65298524,25308357,36333,6990745,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075064,5,1,0.02,0.02,37344404,4300382,2730,5871410,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075064,5,2,0.02,0.02,37344404,13000736,2496,4378111,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075064,5,3,0.3,0.1,37344404,14714421,2496,5205762,0.25,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075064,10,1,0.02,0.02,67942249,11954469,40685,5478217,6.8,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075064,10,2,0.02,0.02,67942249,26875809,36532,5677218,1,3,4,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075064,10,3,0.3,0.1,67942249,26292597,36532,7244878,0.5,2,5,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075065,5,1,0.02,0.02,36678355,5065430,2730,5941306,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075065,5,2,0.02,0.02,36678355,13187978,2530,4418925,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075065,5,3,0.3,0.1,36678355,14901663,2530,2680118,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075065,10,1,0.02,0.02,66278322,11772334,40685,4888973,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075065,10,2,0.02,0.02,66278322,25813194,36488,3962378,1,3,4,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075065,10,3,0.3,0.1,66278322,25229982,36488,4758766,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075066,5,1,0.02,0.02,39349421,4116124,2730,4635964,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075066,5,2,0.02,0.02,39349421,11738073,2490,5813259,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075066,5,3,0.3,0.1,39349421,13451758,2490,5118288,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075066,10,1,0.02,0.02,74277829,12042753,40685,7083880,6.8,6,8,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075066,10,2,0.02,0.02,74277829,26061181,36977,5162284,1,3,8,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075066,10,3,0.3,0.1,74277829,25477969,36977,4961869,1,3,12,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075067,5,1,0.02,0.02,36267809,4244338,2730,5218023,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075067,5,2,0.02,0.02,36267809,11925755,2472,6395446,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075067,5,3,0.3,0.1,36267809,13639440,2472,4665466,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075067,10,1,0.02,0.02,70293959,11415024,40685,5944062,6.8,6,5,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075067,10,2,0.02,0.02,70293959,27921448,36510,5155388,1,3,5,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075067,10,3,0.3,0.1,70293959,27338236,36510,5825814,0.5,2,5,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075068,5,1,0.02,0.02,34467236,4837484,2730,6104090,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075068,5,2,0.02,0.02,34467236,12630426,2484,7136256,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075068,5,3,0.3,0.1,34467236,14344111,2484,6330234,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075068,10,1,0.02,0.02,62296988,12198250,40685,6565256,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075068,10,2,0.02,0.02,62296988,27655402,36396,6392347,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075068,10,3,0.3,0.1,62296988,27072190,36396,5991390,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075069,5,1,0.02,0.02,38457332,4429092,2730,4918272,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075069,5,2,0.02,0.02,38457332,11391085,2490,3941691,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075069,5,3,0.3,0.1,38457332,13104770,2490,5237709,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075069,10,1,0.02,0.02,70311659,11450424,40685,5972126,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075069,10,2,0.02,0.02,70311659,27604445,36491,5997418,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075069,10,3,0.3,0.1,70311659,27021233,36491,5855848,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075070,5,1,0.02,0.02,39408107,4233496,2730,4807381,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075070,5,2,0.02,0.02,39408107,10878117,2478,4872164,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075070,5,3,0.3,0.1,39408107,12591802,2478,6271610,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075070,10,1,0.02,0.02,70775021,12377148,40685,4208965,6.8,6,7,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075070,10,2,0.02,0.02,70775021,30317952,36962,6571336,0.5,2,6,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075070,10,3,0.3,0.1,70775021,29734740,36962,5384875,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075071,5,1,0.02,0.02,35733151,4223595,2730,6639526,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075071,5,2,0.02,0.02,35733151,12845188,2450,6181230,2,4,0,1,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075071,5,3,0.3,0.1,35733151,14558873,2450,5477943,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075071,10,1,0.02,0.02,68198895,11419188,40685,5282463,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075071,10,2,0.02,0.02,68198895,25202123,36631,4781521,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075071,10,3,0.3,0.1,68198895,24618911,36631,6714577,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075072,5,1,0.02,0.02,36418577,4545874,2730,4593211,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075072,5,2,0.02,0.02,36418577,11311543,2450,4985300,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075072,5,3,0.3,0.1,36418577,13025228,2450,7331766,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075072,10,1,0.02,0.02,63744020,11946595,40685,6631708,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075072,10,2,0.02,0.02,63744020,28941799,36234,5113154,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075072,10,3,0.3,0.1,63744020,28358587,36234,5790405,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075073,5,1,0.02,0.02,36707105,4074357,2730,6127218,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075073,5,2,0.02,0.02,36707105,13537995,2450,5250886,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075073,5,3,0.3,0.1,36707105,15251680,2450,5598008,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075073,10,1,0.02,0.02,60826890,11355200,40685,5165279,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075073,10,2,0.02,0.02,60826890,26062703,36282,6224242,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075073,10,3,0.3,0.1,60826890,25479491,36282,4751165,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075074,5,1,0.02,0.02,35122886,5100211,2730,6749448,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075074,5,2,0.02,0.02,35122886,14357140,2558,6558940,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075074,5,3,0.3,0.1,35122886,16070825,2558,5855872,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075074,10,1,0.02,0.02,63706225,11871005,40685,5090578,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075074,10,2,0.02,0.02,63706225,28379200,36245,5779531,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075074,10,3,0.3,0.1,63706225,27795988,36245,5474473,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075075,5,1,0.02,0.02,37869068,4301137,2730,5969035,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075075,5,2,0.02,0.02,37869068,12529667,2496,5375964,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075075,5,3,0.3,0.1,37869068,14243352,2496,4806938,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075075,10,1,0.02,0.02,71910338,11502063,40685,6633603,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075075,10,2,0.02,0.02,71910338,26923182,36289,4388147,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075075,10,3,0.3,0.1,71910338,26339970,36289,5605661,0.25,1,2,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075076,5,1,0.02,0.02,31423339,5041128,2730,4690690,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075076,5,2,0.02,0.02,31423339,12976762,2472,5935490,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075076,5,3,0.3,0.1,31423339,14690447,2472,5234042,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075076,10,1,0.02,0.02,74363373,12213841,40685,5872832,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075076,10,2,0.02,0.02,74363373,25899098,36403,6046210,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075076,10,3,0.3,0.1,74363373,25315886,36403,6192419,0.25,1,3,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075077,5,1,0.02,0.02,34484733,4872478,2730,6556698,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075077,5,2,0.02,0.02,34484733,13798599,2450,5930780,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075077,5,3,0.3,0.1,34484733,15512284,2450,7220062,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075077,10,1,0.02,0.02,66598526,11364169,40685,6255328,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075077,10,2,0.02,0.02,66598526,27738244,36631,5819552,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075077,10,3,0.3,0.1,66598526,27155032,36631,3628280,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075078,5,1,0.02,0.02,35906113,4569519,2730,5383168,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075078,5,2,0.02,0.02,35906113,13270376,2450,6277433,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075078,5,3,0.3,0.1,35906113,14984061,2450,5580116,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075078,10,1,0.02,0.02,66772039,11711195,40685,6183900,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075078,10,2,0.02,0.02,66772039,26532703,36256,6940916,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075078,10,3,0.3,0.1,66772039,25949491,36256,4649717,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075079,5,1,0.02,0.02,30116043,4523682,2730,5113935,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075079,5,2,0.02,0.02,30116043,14918632,2490,5997494,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075079,5,3,0.3,0.1,30116043,16632317,2490,5215404,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075079,10,1,0.02,0.02,68214734,11450866,40685,5022066,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075079,10,2,0.02,0.02,68214734,27351752,36234,5547501,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075079,10,3,0.3,0.1,68214734,26768540,36234,4264732,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075080,5,1,0.02,0.02,34856410,4567259,2730,3971885,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075080,5,2,0.02,0.02,34856410,12082449,2484,4906730,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075080,5,3,0.3,0.1,34856410,13796134,2484,5271577,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075080,10,1,0.02,0.02,68279940,11581278,40685,6229596,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075080,10,2,0.02,0.02,68279940,25249819,36374,4127012,1,3,4,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075080,10,3,0.3,0.1,68279940,24666607,36374,5864659,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075081,5,1,0.02,0.02,39343549,4104380,2730,5901224,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075081,5,2,0.02,0.02,39343549,11680282,2450,5031452,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075081,5,3,0.3,0.1,39343549,13393967,2450,4817380,0.25,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075081,10,1,0.02,0.02,69396051,11716354,40685,5346822,6.8,6,8,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075081,10,2,0.02,0.02,69396051,26431460,36900,5851062,0.5,2,5,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075081,10,3,0.3,0.1,69396051,25848248,36900,4839814,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075082,5,1,0.02,0.02,32950577,4949885,2730,5562625,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075082,5,2,0.02,0.02,32950577,13650615,2490,5672509,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
