scenarioId,seed,lambda,linkClass,receiver,sender,scheduledCount,evaluationCount,eventCount,acceptedCount,failedCount
S6,27020002,0.3,ordinary,5,4,3,3,2,3,0
S6,27020002,0.3,ordinary,4,5,5,5,2,4,1
S6,27020002,0.3,pinned-leader,2,1,5,3,1,4,1
S6,27020002,0.3,pinned-leader,4,1,8,7,1,5,3
S6,27020003,0.3,ordinary,2,1,6,4,2,6,0
S6,27020003,0.3,ordinary,5,1,11,6,2,6,5
S6,27020003,0.3,ordinary,3,2,7,6,1,6,1
S6,27020003,0.3,ordinary,2,3,2,2,0,2,0
S6,27020003,0.3,ordinary,4,3,2,2,0,2,0
S6,27020003,0.3,ordinary,3,4,7,7,2,4,3
S6,27020003,0.3,ordinary,5,4,2,2,1,2,0
S6,27020003,0.3,ordinary,4,5,5,5,2,4,1
S6,27020003,0.3,pinned-leader,2,1,4,3,0,4,0
S6,27020003,0.3,pinned-leader,4,1,8,7,5,5,3
S6,27020004,0.3,ordinary,2,1,8,5,2,5,3
S6,27020004,0.3,ordinary,5,1,7,4,1,6,1
S6,27020004,0.3,ordinary,3,2,6,5,1,6,0
S6,27020004,0.3,ordinary,2,3,1,1,0,1,0
S6,27020004,0.3,ordinary,4,3,3,3,0,3,0
S6,27020004,0.3,ordinary,3,4,5,5,2,4,1
S6,27020004,0.3,ordinary,5,4,3,3,3,2,1
S6,27020004,0.3,ordinary,4,5,4,4,2,4,0
S6,27020004,0.3,pinned-leader,2,1,6,3,1,4,2
S6,27020004,0.3,pinned-leader,4,1,7,5,3,5,2
S6,27020005,0.3,ordinary,2,1,5,3,2,5,0
S6,27020005,0.3,ordinary,5,1,9,6,2,6,3
S6,27020005,0.3,ordinary,3,2,6,5,2,5,1
S6,27020005,0.3,ordinary,2,3,1,1,0,1,0
S6,27020005,0.3,ordinary,4,3,4,4,2,3,1
S6,27020005,0.3,ordinary,3,4,6,6,2,4,2
S6,27020005,0.3,ordinary,5,4,2,2,2,2,0
S6,27020005,0.3,ordinary,4,5,5,5,3,4,1
S6,27020005,0.3,pinned-leader,2,1,5,4,1,4,1
S6,27020005,0.3,pinned-leader,4,1,6,5,1,5,1
S6,27020001,1,ordinary,2,1,3,3,0,2,1
S6,27020001,1,ordinary,5,1,2,2,0,2,0
S6,27020001,1,ordinary,3,2,1,1,0,1,0
S6,27020001,1,ordinary,2,3,0,0,0,0,0
S6,27020001,1,ordinary,4,3,0,0,0,0,0
S6,27020001,1,ordinary,3,4,0,0,0,0,0
S6,27020001,1,ordinary,5,4,0,0,0,0,0
S6,27020001,1,ordinary,4,5,1,1,0,1,0
S6,27020001,1,pinned-leader,2,1,1,1,1,1,0
S6,27020001,1,pinned-leader,4,1,1,1,0,1,0
S6,27020002,1,ordinary,2,1,2,2,0,2,0
S6,27020002,1,ordinary,5,1,2,2,0,2,0
S6,27020002,1,ordinary,3,2,1,1,0,1,0
S6,27020002,1,ordinary,2,3,0,0,0,0,0
S6,27020002,1,ordinary,4,3,0,0,0,0,0
S6,27020002,1,ordinary,3,4,0,0,0,0,0
S6,27020002,1,ordinary,5,4,0,0,0,0,0
S6,27020002,1,ordinary,4,5,1,1,0,1,0
S6,27020002,1,pinned-leader,2,1,1,1,1,1,0
S6,27020002,1,pinned-leader,4,1,1,1,0,1,0
S6,27020003,1,ordinary,2,1,2,2,0,2,0
S6,27020003,1,ordinary,5,1,2,2,0,2,0
S6,27020003,1,ordinary,3,2,1,1,0,1,0
S6,27020003,1,ordinary,2,3,0,0,0,0,0
S6,27020003,1,ordinary,4,3,0,0,0,0,0
S6,27020003,1,ordinary,3,4,0,0,0,0,0
S6,27020003,1,ordinary,5,4,0,0,0,0,0
S6,27020003,1,ordinary,4,5,1,1,0,1,0
S6,27020003,1,pinned-leader,2,1,1,1,1,1,0
S6,27020003,1,pinned-leader,4,1,1,1,0,1,0
S6,27020004,1,ordinary,2,1,2,2,0,2,0
S6,27020004,1,ordinary,5,1,2,2,0,2,0
S6,27020004,1,ordinary,3,2,1,1,0,1,0
S6,27020004,1,ordinary,2,3,0,0,0,0,0
S6,27020004,1,ordinary,4,3,0,0,0,0,0
S6,27020004,1,ordinary,3,4,0,0,0,0,0
S6,27020004,1,ordinary,5,4,0,0,0,0,0
S6,27020004,1,ordinary,4,5,1,1,0,1,0
S6,27020004,1,pinned-leader,2,1,2,2,2,1,1
S6,27020004,1,pinned-leader,4,1,1,1,0,1,0
S6,27020005,1,ordinary,2,1,2,2,0,2,0
S6,27020005,1,ordinary,5,1,2,2,0,2,0
S6,27020005,1,ordinary,3,2,1,1,0,1,0
S6,27020005,1,ordinary,2,3,0,0,0,0,0
S6,27020005,1,ordinary,4,3,0,0,0,0,0
S6,27020005,1,ordinary,3,4,0,0,0,0,0
S6,27020005,1,ordinary,5,4,0,0,0,0,0
S6,27020005,1,ordinary,4,5,1,1,0,1,0
S6,27020005,1,pinned-leader,2,1,1,1,1,1,0
S6,27020005,1,pinned-leader,4,1,1,1,0,1,0
