scenarioId,seed,lambda,time_s,inEventWindow,dataAttempts,scheduledActions,cumulativeScheduledActions,stepMaxValue,predictedSaturationFraction
S2,27020001,1e-05,19.82,0,3,3,2288,0.00311017890170765,0
S2,27020001,1e-05,19.84,0,2,2,2290,0.00329858801239223,0
S2,27020001,1e-05,19.86,0,5,5,2295,0.00133606021249217,0
S2,27020001,1e-05,19.88,0,0,0,2295,0.00157815600228081,0
S2,27020001,1e-05,19.9,0,3,3,2298,0.001361298891431,0
S2,27020001,1e-05,19.92,0,2,2,2300,0.00157509700078246,0
S2,27020001,1e-05,19.94,0,5,5,2305,0.00133208339025543,0
S2,27020001,1e-05,19.96,0,0,0,2305,0.00150959353043217,0
S2,27020001,1e-05,19.98,0,3,3,2308,0.00162607472763087,0
S2,27020001,1e-05,20,1,2,2,2310,0.00177195538905133,0
S2,27020001,1e-05,20.02,1,5,5,2315,0.00195703956150435,0
S2,27020001,1e-05,20.04,1,0,0,2315,0.00219673480408667,0
S2,27020001,1e-05,20.06,1,3,3,2318,0.00139374145443211,0
S2,27020001,1e-05,20.08,1,2,2,2320,0.0014983552750969,0
S2,27020001,1e-05,20.1,1,5,5,2325,0.00173397858580408,0
S2,27020001,1e-05,20.12,1,0,0,2325,0.00202629017806567,0
S2,27020001,1e-05,20.14,1,3,3,2328,0.00115839128649975,0
S2,27020001,1e-05,20.16,1,2,2,2330,0.00126661164837603,0
S2,27020001,1e-05,20.18,1,5,5,2335,0.00151797056579645,0
S2,27020001,1e-05,20.2,1,0,0,2335,0.00182156409836122,0
S2,27020001,1e-05,20.22,1,3,3,2338,0.00137480799880753,0
S2,27020001,1e-05,20.24,1,2,2,2340,0.00159535367652286,0
S2,27020001,1e-05,20.26,1,5,5,2345,0.00160407234890736,0
S2,27020001,1e-05,20.28,1,0,0,2345,0.00192547567850632,0
S2,27020001,1e-05,20.3,1,3,3,2348,0.00156961695088269,0
S2,27020001,1e-05,20.32,1,2,2,2350,0.0018677079343337,0
S2,27020001,1e-05,20.34,1,5,5,2355,0.0019028073801462,0
S2,27020001,1e-05,20.36,1,0,0,2355,0.00208392648742923,0
S2,27020001,1e-05,20.38,1,3,3,2358,0.00222358134053098,0
S2,27020001,1e-05,20.4,1,1,1,2359,0.00239365553178684,0
S2,27020001,1e-05,20.42,1,5,5,2364,0.0024884354385963,0
S2,27020001,1e-05,20.44,1,0,0,2364,0.00265479532237808,0
S2,27020001,1e-05,20.46,1,3,3,2367,0.00280076287408213,0
S2,27020001,1e-05,20.48,1,0,0,2367,0.0029372611007243,0
S2,27020001,1e-05,20.5,1,5,5,2372,0.00321230241978989,0
S2,27020001,1e-05,20.52,1,0,0,2372,0.00361994338687435,0
S2,27020001,1e-05,20.54,1,3,3,2375,0.00154106822472368,0
S2,27020001,1e-05,20.56,1,0,0,2375,0.00194166063498674,0
S2,27020001,1e-05,20.58,1,5,5,2380,0.00199341721743566,0
S2,27020001,1e-05,20.6,1,1,1,2381,0.00238039628712214,0
S2,27020001,1e-05,20.62,1,3,3,2384,0.00185501938712443,0
S2,27020001,1e-05,20.64,1,0,0,2384,0.00226460296691729,0
S2,27020001,1e-05,20.66,1,5,5,2389,0.00204341653137558,0
S2,27020001,1e-05,20.68,1,1,1,2390,0.00244041033159388,0
S2,27020001,1e-05,20.7,1,3,3,2393,0.00210491388411265,0
S2,27020001,1e-05,20.72,1,0,0,2393,0.00250487305801244,0
S2,27020001,1e-05,20.74,1,5,5,2398,0.00268297968180009,0
S2,27020001,1e-05,20.76,1,1,1,2399,0.00299541288575521,0
S2,27020001,1e-05,20.78,1,3,3,2402,0.00271603135129662,0
S2,27020001,1e-05,20.8,1,0,0,2402,0.00312409513858367,0
S2,27020001,1e-05,20.82,1,4,4,2406,0.00343886363569354,0
S2,27020001,1e-05,20.84,1,1,1,2407,0.00387762685507372,0
S2,27020001,1e-05,20.86,1,3,3,2410,0.00425665405248072,0
S2,27020001,1e-05,20.88,1,0,0,2410,0.00469383119934745,0
S2,27020001,1e-05,20.9,1,4,4,2414,0.00508272745943382,0
S2,27020001,1e-05,20.92,1,1,1,2415,0.00555501918358264,0
S2,27020001,1e-05,20.94,1,3,3,2418,0.0020074183392775,0
S2,27020001,1e-05,20.96,1,0,0,2418,0.00217516700423594,0
S2,27020001,1e-05,20.98,1,4,4,2422,0.00233470206525301,0
S2,27020001,1e-05,21,1,1,1,2423,0.0026507955585973,0
S2,27020001,1e-05,21.02,1,3,3,2426,0.00261054427112038,0
S2,27020001,1e-05,21.04,1,0,0,2426,0.002785749483743,0
S2,27020001,1e-05,21.06,1,4,4,2430,0.00283376444376872,0
S2,27020001,1e-05,21.08,1,1,1,2431,0.00340099659509281,0
S2,27020001,1e-05,21.1,1,3,3,2434,0.00387071905291895,0
S2,27020001,1e-05,21.12,1,0,0,2434,0.00446251701594181,0
S2,27020001,1e-05,21.14,1,4,4,2438,0.00499906566055198,0
S2,27020001,1e-05,21.16,1,1,1,2439,0.00555002290591115,0
S2,27020001,1e-05,21.18,1,3,3,2442,0.00601882343097433,0
S2,27020001,1e-05,21.2,1,0,0,2442,0.00659130230082313,0
S2,27020001,1e-05,21.22,1,4,4,2446,0.00315946577035171,0
S2,27020001,1e-05,21.24,1,0,0,2446,0.00351370882539373,0
S2,27020001,1e-05,21.26,1,3,3,2449,0.00384463854515422,0
S2,27020001,1e-05,21.28,1,0,0,2449,0.00420654919434925,0
S2,27020001,1e-05,21.3,1,4,4,2453,0.00452547105603303,0
S2,27020001,1e-05,21.32,1,0,0,2453,0.00489470053199913,0
S2,27020001,1e-05,21.34,1,3,3,2456,0.00276663733976705,0
S2,27020001,1e-05,21.36,1,1,1,2457,0.00324191852972146,0
S2,27020001,1e-05,21.38,1,5,5,2462,0.00364097766537628,0
S2,27020001,1e-05,21.4,1,0,0,2462,0.00414414657212213,0
S2,27020001,1e-05,21.42,1,3,3,2465,0.00197388873794183,0
S2,27020001,1e-05,21.44,1,0,0,2465,0.00247703034689317,0
S2,27020001,1e-05,21.46,1,5,5,2470,0.00292880283848856,0
S2,27020001,1e-05,21.48,1,0,0,2470,0.00326817440830365,0
S2,27020001,1e-05,21.5,1,3,3,2473,0.00353810974118056,0
S2,27020001,1e-05,21.52,1,0,0,2473,0.00396562574018647,0
S2,27020001,1e-05,21.54,1,4,4,2477,0.00220397079509289,0
S2,27020001,1e-05,21.56,1,0,0,2477,0.00266977322242806,0
S2,27020001,1e-05,21.58,1,2,2,2479,0.0026890342366308,0
S2,27020001,1e-05,21.6,1,0,0,2479,0.00304777680329093,0
S2,27020001,1e-05,21.62,1,4,4,2483,0.0033751578513293,0
S2,27020001,1e-05,21.64,1,0,0,2483,0.00374063942124507,0
S2,27020001,1e-05,21.66,1,2,2,2485,0.00217883182257393,0
S2,27020001,1e-05,21.68,1,0,0,2485,0.00269196408414961,0
S2,27020001,1e-05,21.7,1,4,4,2489,0.00315257064114994,0
S2,27020001,1e-05,21.72,1,0,0,2489,0.00362541495634545,0
S2,27020001,1e-05,21.74,1,2,2,2491,0.00401877972506407,0
S2,27020001,1e-05,21.76,1,0,0,2491,0.00453570487726565,0
S2,27020001,1e-05,21.78,1,4,4,2495,0.00499848756810275,0
S2,27020001,1e-05,21.8,1,0,0,2495,0.0054783525763241,0
S2,27020001,1e-05,21.82,1,2,2,2497,0.00589297859460955,0
S2,27020001,1e-05,21.84,1,0,0,2497,0.00642832901446029,0
S2,27020001,1e-05,21.86,1,4,4,2501,0.00690729339082275,0
S2,27020001,1e-05,21.88,1,0,0,2501,0.00740761067665488,0
S2,27020001,1e-05,21.9,1,2,2,2503,0.00776845461850255,0
S2,27020001,1e-05,21.92,1,0,0,2503,0.00830632518747502,0
S2,27020001,1e-05,21.94,1,4,4,2507,0.00209507335854602,0
S2,27020001,1e-05,21.96,1,1,1,2508,0.00245817813378172,0
S2,27020001,1e-05,21.98,1,2,2,2510,0.00281471478606274,0
S2,27020001,1e-05,22,1,0,0,2510,0.00318518171851226,0
S2,27020001,1e-05,22.02,1,4,4,2514,0.0035325839016071,0
S2,27020001,1e-05,22.04,1,0,0,2514,0.0038858105239054,0
S2,27020001,1e-05,22.06,1,2,2,2516,0.00424436487866782,0
S2,27020001,1e-05,22.08,1,0,0,2516,0.0046265445366242,0
S2,27020001,1e-05,22.1,1,4,4,2520,0.00498440878358917,0
S2,27020001,1e-05,22.12,1,0,0,2520,0.00537206819086913,0
S2,27020001,1e-05,22.14,1,2,2,2522,0.00231399755680124,0
S2,27020001,1e-05,22.16,1,0,0,2522,0.00275617707638731,0
S2,27020001,1e-05,22.18,1,4,4,2526,0.00233717446849105,0
S2,27020001,1e-05,22.2,1,0,0,2526,0.00279689756355679,0
S2,27020001,1e-05,22.22,1,2,2,2528,0.00233319013819476,0
S2,27020001,1e-05,22.24,1,0,0,2528,0.00282624019492574,0
S2,27020001,1e-05,22.26,1,5,5,2533,0.0032652332289764,0
S2,27020001,1e-05,22.28,1,0,0,2533,0.00371592257765628,0
S2,27020001,1e-05,22.3,1,2,2,2535,0.00408554707917363,0
S2,27020001,1e-05,22.32,1,0,0,2535,0.00460278837132986,0
S2,27020001,1e-05,22.34,1,4,4,2539,0.00500779667935118,0
S2,27020001,1e-05,22.36,1,0,0,2539,0.00542694154504654,0
S2,27020001,1e-05,22.38,1,2,2,2541,0.0057585926400953,0
S2,27020001,1e-05,22.4,1,1,1,2542,0.00624269442132884,0
S2,27020001,1e-05,22.42,1,4,4,2546,0.00212019956892991,0
S2,27020001,1e-05,22.44,1,0,0,2546,0.00248510505294888,0
S2,27020001,1e-05,22.46,1,2,2,2548,0.00243088093598948,0
S2,27020001,1e-05,22.48,1,0,0,2548,0.00292933614341816,0
S2,27020001,1e-05,22.5,1,4,4,2552,0.00211359284604817,0
S2,27020001,1e-05,22.52,1,0,0,2552,0.00247714409275041,0
S2,27020001,1e-05,22.54,1,2,2,2554,0.00259038153554185,0
S2,27020001,1e-05,22.56,1,0,0,2554,0.00307874587595048,0
S2,27020001,1e-05,22.58,1,4,4,2558,0.00351125439055075,0
S2,27020001,1e-05,22.6,1,0,0,2558,0.00395463350974158,0
S2,27020001,1e-05,22.62,1,2,2,2560,0.00431496994646383,0
S2,27020001,1e-05,22.64,1,0,0,2560,0.00481737085351043,0
S2,27020001,1e-05,22.66,1,4,4,2564,0.00211150716389563,0
S2,27020001,1e-05,22.68,1,0,0,2564,0.00247354045698096,0
S2,27020001,1e-05,22.7,1,2,2,2566,0.00251234559045649,0
S2,27020001,1e-05,22.72,1,0,0,2566,0.00299369355179187,0
S2,27020001,1e-05,22.74,1,4,4,2570,0.00210717175061651,0
S2,27020001,1e-05,22.76,1,1,1,2571,0.00246798935420219,0
S2,27020001,1e-05,22.78,1,2,2,2573,0.0024791297948252,0
S2,27020001,1e-05,22.8,1,0,0,2573,0.00295326327888308,0
S2,27020001,1e-05,22.82,1,4,4,2577,0.00210138852687325,0
S2,27020001,1e-05,22.84,1,0,0,2577,0.00245090116338729,0
S2,27020001,1e-05,22.86,1,2,2,2579,0.00243690463117809,0
S2,27020001,1e-05,22.88,1,0,0,2579,0.00290981367272201,0
S2,27020001,1e-05,22.9,1,4,4,2583,0.00208668296176466,0
S2,27020001,1e-05,22.92,1,0,0,2583,0.00244367839367223,0
S2,27020001,1e-05,22.94,1,2,2,2585,0.00241988888559288,0
S2,27020001,1e-05,22.96,1,0,0,2585,0.0028884408825339,0
S2,27020001,1e-05,22.98,1,4,4,2589,0.00207967189026972,0
S2,27020001,1e-05,23,1,0,0,2589,0.00243513532555686,0
S2,27020001,1e-05,23.02,1,2,2,2591,0.00240055844464379,0
S2,27020001,1e-05,23.04,1,1,1,2592,0.00286298604284742,0
S2,27020001,1e-05,23.06,1,4,4,2596,0.00327369535011699,0
S2,27020001,1e-05,23.08,1,0,0,2596,0.00363865501080983,0
S2,27020001,1e-05,23.1,1,2,2,2598,0.00393241254613577,0
S2,27020001,1e-05,23.12,1,0,0,2598,0.00435801926327326,0
S2,27020001,1e-05,23.14,1,4,4,2602,0.0020578649615048,0
S2,27020001,1e-05,23.16,1,1,1,2603,0.00240958119264101,0
S2,27020001,1e-05,23.18,1,2,2,2605,0.00275144360250712,0
S2,27020001,1e-05,23.2,1,0,0,2605,0.00310750739531857,0
S2,27020001,1e-05,23.22,1,4,4,2609,0.00344746102815452,0
S2,27020001,1e-05,23.24,1,2,2,2611,0.00380993467974632,0
S2,27020001,1e-05,23.26,1,2,2,2613,0.00237533905864012,0
S2,27020001,1e-05,23.28,1,0,0,2613,0.00282104434304644,0
S2,27020001,1e-05,23.3,1,4,4,2617,0.00204688377588288,0
S2,27020001,1e-05,23.32,1,1,1,2618,0.00239056153151529,0
S2,27020001,1e-05,23.34,1,2,2,2620,0.00272996911579885,0
S2,27020001,1e-05,23.36,1,0,0,2620,0.00308281415109162,0
S2,27020001,1e-05,23.38,1,4,4,2624,0.00341722012722832,0
S2,27020001,1e-05,23.4,1,1,1,2625,0.00377314790020515,0
S2,27020001,1e-05,23.42,1,2,2,2627,0.00221719942335216,0
S2,27020001,1e-05,23.44,1,1,1,2628,0.00264680739980867,0
S2,27020001,1e-05,23.46,1,4,4,2632,0.00202681734101995,0
S2,27020001,1e-05,23.48,1,1,1,2633,0.00237243194167691,0
S2,27020001,1e-05,23.5,1,2,2,2635,0.00270869354303981,0
S2,27020001,1e-05,23.52,1,1,1,2636,0.00303913497552401,0
S2,27020001,1e-05,23.54,1,4,4,2640,0.00336960703891966,0
S2,27020001,1e-05,23.56,1,1,1,2641,0.00372102372149909,0
S2,27020001,1e-05,23.58,1,2,2,2643,0.00210693817161083,0
S2,27020001,1e-05,23.6,1,1,1,2644,0.00251984797222569,0
S2,27020001,1e-05,23.62,1,4,4,2648,0.00199972531633613,0
S2,27020001,1e-05,23.64,1,0,0,2648,0.00234094441856709,0
S2,27020001,1e-05,23.66,1,2,2,2650,0.00209172409446479,0
S2,27020001,1e-05,23.68,1,1,1,2651,0.00249889896127301,0
S2,27020001,1e-05,23.7,1,4,4,2655,0.00198445938310538,0
S2,27020001,1e-05,23.72,1,0,0,2655,0.00232313079015687,0
S2,27020001,1e-05,23.74,1,2,2,2657,0.00205363767281998,0
S2,27020001,1e-05,23.76,1,1,1,2658,0.00245648880247228,0
S2,27020001,1e-05,23.78,1,4,4,2662,0.00197319126691318,0
S2,27020001,1e-05,23.8,1,0,0,2662,0.00230980671597961,0
S2,27020001,1e-05,23.82,1,2,2,2664,0.00203541280602322,0
S2,27020001,1e-05,23.84,1,1,1,2665,0.00243504736314352,0
S2,27020001,1e-05,23.86,1,4,4,2669,0.00196139509588066,0
S2,27020001,1e-05,23.88,1,0,0,2669,0.00229591622509179,0
S2,27020001,1e-05,23.9,1,2,2,2671,0.00202319076285655,0
S2,27020001,1e-05,23.92,1,1,1,2672,0.00241735664301327,0
S2,27020001,1e-05,23.94,1,4,4,2676,0.00194953290751235,0
S2,27020001,1e-05,23.96,1,0,0,2676,0.00228194206297623,0
S2,27020001,1e-05,23.98,1,2,2,2678,0.00261659469526846,0
S2,27020001,1e-05,24,0,1,1,2679,0.00295032846300169,0
S2,27020001,1e-05,24.02,0,5,5,2684,0.00323354112256039,0
S2,27020001,1e-05,24.04,0,0,0,2684,0.00352923817611582,0
S2,27020001,1e-05,24.06,0,2,2,2686,0.00306653821665651,0
S2,27020001,1e-05,24.08,0,1,1,2687,0.00334201874493956,0
S2,27020001,1e-05,24.1,0,5,5,2692,0.00355557215555287,0
S2,27020001,1e-05,24.12,0,0,0,2692,0.00386173977006546,0
S2,27020001,1e-05,24.14,0,2,2,2694,0.00118230003061357,0
S2,27020001,1e-05,24.16,0,1,1,2695,0.0014669726655331,0
S2,27020001,1e-05,24.18,0,5,5,2700,0.00174295523054067,0
S2,27020001,1e-05,24.2,0,0,0,2700,0.0020220592681863,0
S2,27020001,1e-05,24.22,0,2,2,2702,0.00178457072895672,0
S2,27020001,1e-05,24.24,0,2,2,2704,0.00214285041138491,0
S2,27020001,1e-05,24.26,0,5,5,2709,0.00167039405756035,0
S2,27020001,1e-05,24.28,0,0,0,2709,0.00193959334651718,0
S2,27020001,1e-05,24.3,0,2,2,2711,0.00195142353517033,0
S2,27020001,1e-05,24.32,0,2,2,2713,0.00224833970053221,0
S2,27020001,1e-05,24.34,0,5,5,2718,0.00160263477523269,0
S2,27020001,1e-05,24.36,0,0,0,2718,0.00186239028164133,0
S2,27020001,1e-05,24.38,0,2,2,2720,0.00169021840646744,0
S2,27020001,1e-05,24.4,0,2,2,2722,0.00188288462710236,0
S2,27020001,1e-05,24.42,0,5,5,2727,0.00153704986914532,0
S2,27020001,1e-05,24.44,0,0,0,2727,0.00178798978332027,0
S2,27020001,1e-05,24.46,0,2,2,2729,0.00203223890080236,0
S2,27020001,1e-05,24.48,0,2,2,2731,0.00227961445965564,0
S2,27020001,1e-05,24.5,0,5,5,2736,0.00250256677668377,0
S2,27020001,1e-05,24.52,0,0,0,2736,0.00274842676908356,0
S2,27020001,1e-05,24.54,0,2,2,2738,0.00120327298964552,0
S2,27020001,1e-05,24.56,0,3,3,2741,0.00139452619148234,0
S2,27020001,1e-05,24.58,0,5,5,2746,0.00144587562816664,0
S2,27020001,1e-05,24.6,0,0,0,2746,0.00168510237804404,0
S2,27020001,1e-05,24.62,0,2,2,2748,0.00144916843398079,0
S2,27020001,1e-05,24.64,0,3,3,2751,0.00181126281356786,0
S2,27020001,1e-05,24.66,0,5,5,2756,0.00216408236624832,0
S2,27020001,1e-05,24.68,0,0,0,2756,0.00257248951869914,0
S2,27020001,1e-05,24.7,0,2,2,2758,0.00296963816588023,0
S2,27020001,1e-05,24.72,0,3,3,2761,0.0033136808658087,0
S2,27020001,1e-05,24.74,0,5,5,2766,0.00363535379962949,0
S2,27020001,1e-05,24.76,0,0,0,2766,0.00403975892024235,0
S2,27020001,1e-05,24.78,0,2,2,2768,0.00426017042044867,0
S2,27020001,1e-05,24.8,0,3,3,2771,0.00146562831552124,0
S2,27020001,1e-05,24.82,0,5,5,2776,0.00131969576702616,0
S2,27020001,1e-05,24.84,0,0,0,2776,0.00154477288046923,0
S2,27020001,1e-05,24.86,0,2,2,2778,0.00167173103044362,0
S2,27020001,1e-05,24.88,0,3,3,2781,0.00204569473504834,0
S2,27020001,1e-05,24.9,0,5,5,2786,0.00195792518224392,0
S2,27020001,1e-05,24.92,0,0,0,2786,0.00229840376585828,0
S2,27020001,1e-05,24.94,0,2,2,2788,0.00261037176352801,0
S2,27020001,1e-05,24.96,0,3,3,2791,0.0025932320022305,0
S2,27020001,1e-05,24.98,0,5,5,2796,0.00288388456204834,0
S2,27020002,1e-05,9,0,3,3,1053,0.00206882351081184,0
S2,27020002,1e-05,9.02,0,1,1,1054,0.00223657613487596,0
S2,27020002,1e-05,9.04,0,6,6,1060,0.00236759902506914,0
S2,27020002,1e-05,9.06,0,0,0,1060,0.00256856473529777,0
S2,27020002,1e-05,9.08,0,3,3,1063,0.00207709027964505,0
S2,27020002,1e-05,9.1,0,1,1,1064,0.0022899599759324,0
S2,27020002,1e-05,9.12,0,6,6,1070,0.00138747322209673,0
S2,27020002,1e-05,9.14,0,0,0,1070,0.00164543239798713,0
S2,27020002,1e-05,9.16,0,3,3,1073,0.00186368617098639,0
S2,27020002,1e-05,9.18,0,1,1,1074,0.00210740478139759,0
S2,27020002,1e-05,9.2,0,6,6,1080,0.00228865805857618,0
S2,27020002,1e-05,9.22,0,0,0,1080,0.00248855966258632,0
S2,27020002,1e-05,9.24,0,3,3,1083,0.00265445620502883,0
S2,27020002,1e-05,9.26,0,1,1,1084,0.0028169900239199,0
S2,27020002,1e-05,9.28,0,6,6,1090,0.00139394094540529,0
S2,27020002,1e-05,9.3,0,0,0,1090,0.00162903791853936,0
S2,27020002,1e-05,9.32,0,3,3,1093,0.00118295636474382,0
S2,27020002,1e-05,9.34,0,1,1,1094,0.00137204617969864,0
S2,27020002,1e-05,9.36,0,6,6,1100,0.00150165135018979,0
S2,27020002,1e-05,9.38,0,0,0,1100,0.00175195245740139,0
S2,27020002,1e-05,9.4,0,3,3,1103,0.00196849366397051,0
S2,27020002,1e-05,9.42,0,1,1,1104,0.00217417212617511,0
S2,27020002,1e-05,9.44,0,6,6,1110,0.00136561756874422,0
S2,27020002,1e-05,9.46,0,0,0,1110,0.00152533030553559,0
S2,27020002,1e-05,9.48,0,3,3,1113,0.00166217551682045,0
S2,27020002,1e-05,9.5,0,1,1,1114,0.00182096153029133,0
S2,27020002,1e-05,9.52,0,6,6,1120,0.00166315190148336,0
S2,27020002,1e-05,9.54,0,0,0,1120,0.00186218118953579,0
S2,27020002,1e-05,9.56,0,3,3,1123,0.00191179974039705,0
S2,27020002,1e-05,9.58,0,1,1,1124,0.00216303468971076,0
S2,27020002,1e-05,9.6,0,6,6,1130,0.00133051535456287,0
S2,27020002,1e-05,9.62,0,0,0,1130,0.00151651845631186,0
S2,27020002,1e-05,9.64,0,3,3,1133,0.00133316357226439,0
S2,27020002,1e-05,9.66,0,1,1,1134,0.00157600188262047,0
S2,27020002,1e-05,9.68,0,6,6,1140,0.00102387644432664,0
S2,27020002,1e-05,9.7,0,0,0,1140,0.00117628024680851,0
S2,27020002,1e-05,9.72,0,3,3,1143,0.0013412448308354,0
S2,27020002,1e-05,9.74,0,1,1,1144,0.00157568558359004,0
S2,27020002,1e-05,9.76,0,6,6,1150,0.00135816847620516,0
S2,27020002,1e-05,9.78,0,0,0,1150,0.0016010348832436,0
S2,27020002,1e-05,9.8,0,3,3,1153,0.00179494475978308,0
S2,27020002,1e-05,9.82,0,1,1,1154,0.00206510670894296,0
S2,27020002,1e-05,9.84,0,6,6,1160,0.00090753689612818,0
S2,27020002,1e-05,9.86,0,0,0,1160,0.00111674926925697,0
S2,27020002,1e-05,9.88,0,3,3,1163,0.00130996039821556,0
S2,27020002,1e-05,9.9,0,1,1,1164,0.00153366817977996,0
S2,27020002,1e-05,9.92,0,6,6,1170,0.00170587010676686,0
S2,27020002,1e-05,9.94,0,0,0,1170,0.001981521129537,0
S2,27020002,1e-05,9.96,0,3,3,1173,0.00221080259755778,0
S2,27020002,1e-05,9.98,0,1,1,1174,0.00247130919192329,0
S2,27020002,1e-05,10,1,6,6,1180,0.00261358598061961,0
S2,27020002,1e-05,10.02,1,0,0,1180,0.00280001207598247,0
S2,27020002,1e-05,10.04,1,3,3,1183,0.00295801395129549,0
S2,27020002,1e-05,10.06,1,1,1,1184,0.00317172039413228,0
S2,27020002,1e-05,10.08,1,6,6,1190,0.0013790419490237,0
S2,27020002,1e-05,10.1,1,0,0,1190,0.00154320829120555,0
S2,27020002,1e-05,10.12,1,3,3,1193,0.00171249745712756,0
S2,27020002,1e-05,10.14,1,1,1,1194,0.00188992001302117,0
S2,27020002,1e-05,10.16,1,6,6,1200,0.00163795474918766,0
S2,27020002,1e-05,10.18,1,0,0,1200,0.00195953880687152,0
S2,27020002,1e-05,10.2,1,3,3,1203,0.00224283986166905,0
S2,27020002,1e-05,10.22,1,1,1,1204,0.00257886344741448,0
S2,27020002,1e-05,10.24,1,6,6,1210,0.00125810249233079,0
S2,27020002,1e-05,10.26,1,0,0,1210,0.00158102280561741,0
S2,27020002,1e-05,10.28,1,3,3,1213,0.00186377063870723,0
S2,27020002,1e-05,10.3,1,1,1,1214,0.00217691985457825,0
S2,27020002,1e-05,10.32,1,6,6,1220,0.00169425466641715,0
S2,27020002,1e-05,10.34,1,0,0,1220,0.00187903859123321,0
S2,27020002,1e-05,10.36,1,3,3,1223,0.00205722268622025,0
S2,27020002,1e-05,10.38,1,1,1,1224,0.00225357876952568,0
S2,27020002,1e-05,10.4,1,6,6,1230,0.00229517842168846,0
S2,27020002,1e-05,10.42,1,0,0,1230,0.0026672834665659,0
S2,27020002,1e-05,10.44,1,2,2,1232,0.00299980740231916,0
S2,27020002,1e-05,10.46,1,1,1,1233,0.003328882683273,0
S2,27020002,1e-05,10.48,1,5,5,1238,0.0012462625081032,0
S2,27020002,1e-05,10.5,1,0,0,1238,0.00156769697145308,0
S2,27020002,1e-05,10.52,1,2,2,1240,0.00187467780746216,0
S2,27020002,1e-05,10.54,1,1,1,1241,0.00216627607329718,0
S2,27020002,1e-05,10.56,1,5,5,1246,0.00243807730950736,0
S2,27020002,1e-05,10.58,1,0,0,1246,0.00273678206056835,0
S2,27020002,1e-05,10.6,1,2,2,1248,0.00299923058542499,0
S2,27020002,1e-05,10.62,1,1,1,1249,0.0033442214409697,0
S2,27020002,1e-05,10.64,1,5,5,1254,0.00152371298665659,0
S2,27020002,1e-05,10.66,1,0,0,1254,0.00171210989741812,0
S2,27020002,1e-05,10.68,1,2,2,1256,0.00190498726563249,0
S2,27020002,1e-05,10.7,1,1,1,1257,0.00211027595775036,0
S2,27020002,1e-05,10.72,1,5,5,1262,0.00226588181020387,0
S2,27020002,1e-05,10.74,1,0,0,1262,0.00246703215023071,0
S2,27020002,1e-05,10.76,1,2,2,1264,0.00267203190194787,0
S2,27020002,1e-05,10.78,1,1,1,1265,0.00216525996622129,0
S2,27020002,1e-05,10.8,1,5,5,1270,0.00171244395072205,0
S2,27020002,1e-05,10.82,1,0,0,1270,0.00197012480016189,0
S2,27020002,1e-05,10.84,1,2,2,1272,0.00221479391652662,0
S2,27020002,1e-05,10.86,1,1,1,1273,0.00244594392309046,0
S2,27020002,1e-05,10.88,1,5,5,1278,0.0026265303065666,0
S2,27020002,1e-05,10.9,1,0,0,1278,0.00290950197754688,0
S2,27020002,1e-05,10.92,1,2,2,1280,0.00155357864027327,0
S2,27020002,1e-05,10.94,1,1,1,1281,0.00190235547639371,0
S2,27020002,1e-05,10.96,1,5,5,1286,0.00219697916325624,0
S2,27020002,1e-05,10.98,1,0,0,1286,0.0025323949263081,0
S2,27020002,1e-05,11,1,2,2,1288,0.00285953684465855,0
S2,27020002,1e-05,11.02,1,1,1,1289,0.00316355189417063,0
S2,27020002,1e-05,11.04,1,5,5,1294,0.00340225045269932,0
S2,27020002,1e-05,11.06,1,0,0,1294,0.0037539903937925,0
S2,27020002,1e-05,11.08,1,2,2,1296,0.00409767764942492,0
S2,27020002,1e-05,11.1,1,1,1,1297,0.0044244334592563,0
S2,27020002,1e-05,11.12,1,5,5,1302,0.00235670394274496,0
S2,27020002,1e-05,11.14,1,0,0,1302,0.00271235563253314,0
S2,27020002,1e-05,11.16,1,2,2,1304,0.00174064888841831,0
S2,27020002,1e-05,11.18,1,1,1,1305,0.00194896435748703,0
S2,27020002,1e-05,11.2,1,5,5,1310,0.00131049905823949,0
S2,27020002,1e-05,11.22,1,0,0,1310,0.00163669329297256,0
S2,27020002,1e-05,11.24,1,2,2,1312,0.00179993364137671,0
S2,27020002,1e-05,11.26,1,1,1,1313,0.00215457905690912,0
S2,27020002,1e-05,11.28,1,5,5,1318,0.00177304767575228,0
S2,27020002,1e-05,11.3,1,0,0,1318,0.00201692618691003,0
S2,27020002,1e-05,11.32,1,2,2,1320,0.00225458865576978,0
S2,27020002,1e-05,11.34,1,1,1,1321,0.00250634289290553,0
S2,27020002,1e-05,11.36,1,5,5,1326,0.00252711723593543,0
S2,27020002,1e-05,11.38,1,0,0,1326,0.00287659826833433,0
S2,27020002,1e-05,11.4,1,2,2,1328,0.0031976621299175,0
S2,27020002,1e-05,11.42,1,1,1,1329,0.00356395513509056,0
S2,27020002,1e-05,11.44,1,5,5,1334,0.0018555980643457,0
S2,27020002,1e-05,11.46,1,0,0,1334,0.00210847133317289,0
S2,27020002,1e-05,11.48,1,2,2,1336,0.00235861751640877,0
S2,27020002,1e-05,11.5,1,1,1,1337,0.00261944278636969,0
S2,27020002,1e-05,11.52,1,5,5,1342,0.00152717280722714,0
S2,27020002,1e-05,11.54,1,0,0,1342,0.00187068492829645,0
