armId,methodFamily,method,parameterName,parameterValue,period_s,epsilonPosition_m,seedCount,failedRuns,divergedRuns,saturatedRuns,meanFormationRMSE_m,stdFormationRMSE_m,meanPrimaryFormationRMSE_m,stdPrimaryFormationRMSE_m,meanEvaluationCost025PerChannel_Hz,stdEvaluationCost025PerChannel_Hz,meanCost025PerChannel_Hz,stdCost025PerChannel_Hz,meanEventAllocationRatio,meanControlViolationRatio,scenarioId,scenario,isPareto,frontierFamily
O1L08,Centralized state oracle,centralized_state_oracle,lambda,0.001,NaN,NaN,5,0,0,0,0.152420995476169,0.00011352278494605,0.167764193516855,0.000178496956575053,7.42272727272727,0.0411608415369881,7.908,0.0284409720102682,0.867606827294496,NaN,S2,Formation-switching,0,Centralized state oracle
O1L07,Centralized state oracle,centralized_state_oracle,lambda,0.0003,NaN,NaN,5,0,0,0,0.145642991375534,0.000278053118727869,0.162225470442772,0.000341933608341464,10.9045454545455,0.03843530573929,11.0233333333333,0.0322317993430228,0.782918197426848,NaN,S2,Formation-switching,0,Centralized state oracle
PS040,Periodic,Periodic-40step,periodSamples,40,0.8,NaN,5,0,0,0,0.393681506397096,0.0130732028759389,0.393889023503573,0.012850780928115,1.24818181818182,0.00406557814090878,1.21666666666667,0.00527046276694725,1.00146514334074,NaN,S6,Dynamic-excitation,0,Periodic
PS025,Periodic,Periodic-25step,periodSamples,25,0.5,NaN,5,0,0,0,0.267982779088421,0.0116868298268939,0.270202159997043,0.0156832432792347,2,0,1.96666666666667,0,1,NaN,S6,Dynamic-excitation,0,Periodic
PS020,Periodic,Periodic-20step,periodSamples,20,0.4,NaN,5,0,0,0,0.227091160131739,0.00724006911070421,0.235526593979293,0.0106632537568904,2.5,0,2.46666666666667,0,1,NaN,S6,Dynamic-excitation,0,Periodic
PS015,Periodic,Periodic-15step,periodSamples,15,0.3,NaN,5,0,0,0,0.186619898247829,0.00819903526980146,0.191692328326009,0.00544541984922813,3.33545454545455,0.00380300012060932,3.3,0,0.99686156158751,NaN,S6,Dynamic-excitation,0,Periodic
PS010,Periodic,Periodic-10step,periodSamples,10,0.2,NaN,5,0,0,0,0.146382043558987,0.00245874580657135,0.153305182811752,0.00467928033394374,5,0,4.96666666666667,0,1,NaN,S6,Dynamic-excitation,0,Periodic
PS008,Periodic,Periodic-8step,periodSamples,8,0.16,NaN,5,0,0,0,0.126449229583942,0.00120973471308666,0.133422041098869,0.00137076666385107,6.24545454545455,0.0124482399432991,6.21666666666667,0.00527046276694756,1.00073098022278,NaN,S6,Dynamic-excitation,0,Periodic
PS005,Periodic,Periodic-5step,periodSamples,5,0.1,NaN,5,0,0,0,0.101615790976457,0.000346880828085103,0.110027380267869,0.000957371447988037,10,0,9.96666666666667,0,1,NaN,S6,Dynamic-excitation,0,Periodic
PS004,Periodic,Periodic-4step,periodSamples,4,0.08,NaN,5,0,0,0,0.0938429416319948,0.000709732506167506,0.10292607551312,0.000790570305882269,12.5,0,12.4666666666667,0,1,NaN,S6,Dynamic-excitation,0,Periodic
PS003,Periodic,Periodic-3step,periodSamples,3,0.06,NaN,5,0,0,0,0.0864769422741838,0.000345157067635234,0.0963522197436653,0.000331001908963737,16.6663636363636,0.00995859195463957,16.6333333333333,0,0.999168640357531,NaN,S6,Dynamic-excitation,0,Periodic
PS002,Periodic,Periodic-2step,periodSamples,2,0.04,NaN,5,0,0,0,0.0791275638931839,0.000155482888466983,0.0899306469997642,0.000180286699661167,25,0,24.9666666666667,0,1,NaN,S6,Dynamic-excitation,0,Periodic
PS001,Periodic,Periodic-1step,periodSamples,1,0.02,NaN,5,0,0,0,0.0727217405738192,2.32476459084132e-05,0.0845276113750081,2.41411715271957e-05,50,0,49.9666666666667,0,1,NaN,S6,Dynamic-excitation,0,Periodic
O1L14,Centralized state oracle,centralized_state_oracle,lambda,1,NaN,NaN,5,0,0,5,1.55876366762631,0.000174588389059866,1.59352391526709,0.000283978795229458,0.0381818181818182,0.00248964798865985,0.028,0.00182574185835055,0.389583333333333,NaN,S6,Dynamic-excitation,0,Centralized state oracle
O1L13,Centralized state oracle,centralized_state_oracle,lambda,0.3,NaN,NaN,5,0,0,5,1.03237339669703,0.00573345381142572,1.04363001186386,0.0097763128860147,0.189090909090909,0.0114090003618283,0.169333333333333,0.00862811940369652,1.13844672657253,NaN,S6,Dynamic-excitation,0,Centralized state oracle
O1L12,Centralized state oracle,centralized_state_oracle,lambda,0.1,NaN,NaN,5,0,0,0,0.624637573811402,0.00229330669504946,0.619520786371142,0.00568251013389025,0.518181818181818,0.028020063649859,0.517333333333333,0.0232617950964905,1.14522918275418,NaN,S6,Dynamic-excitation,0,Centralized state oracle
O1L11,Centralized state oracle,centralized_state_oracle,lambda,0.03,NaN,NaN,5,0,0,0,0.356993690751354,0.00224869063011093,0.353854989290926,0.00364656738463323,1.14090909090909,0.0459068406289185,1.21466666666667,0.0408656334834051,1.02836991128006,NaN,S6,Dynamic-excitation,0,Centralized state oracle
O1L10,Centralized state oracle,centralized_state_oracle,lambda,0.01,NaN,NaN,5,0,0,0,0.222694955546042,0.000868982231977781,0.222330294997625,0.00125514115390052,2.10818181818182,0.0489982290116796,2.37333333333333,0.0446592033565808,1.11074895131977,NaN,S6,Dynamic-excitation,0,Centralized state oracle
O1L09,Centralized state oracle,centralized_state_oracle,lambda,0.003,NaN,NaN,5,0,0,0,0.142467444226095,0.000700081457344695,0.144593256262382,0.000982738682446375,4.18181818181818,0.0549229362436117,4.642,0.0401801498808111,1.13592026536702,NaN,S6,Dynamic-excitation,0,Centralized state oracle
O1L08,Centralized state oracle,centralized_state_oracle,lambda,0.001,NaN,NaN,5,0,0,0,0.106429854604174,0.000158325968026326,0.112154216744569,0.000275925775123713,7.67090909090909,0.0464215324788611,8.09,0.0374907395973402,1.10126079862868,NaN,S6,Dynamic-excitation,0,Centralized state oracle
O1L07,Centralized state oracle,centralized_state_oracle,lambda,0.0003,NaN,NaN,5,0,0,0,0.0946126041576794,0.000407681974022106,0.102979700619946,0.000738367547762089,11.5572727272727,0.0358774313830382,11.5073333333333,0.0193505670315999,1.00715743913471,NaN,S6,Dynamic-excitation,0,Centralized state oracle
O1L06,Centralized state oracle,centralized_state_oracle,lambda,0.0001,NaN,NaN,5,0,0,0,0.093162175810587,0.000215720723981609,0.101890604137895,0.000505110373101946,12.2272727272727,0.0115886807127108,12.0233333333333,0.0122474487139155,0.990818936712426,NaN,S6,Dynamic-excitation,0,Centralized state oracle
