seed,packetLoss,delay,RMSE,MAXERR,MINFULL,MINEVAL,PDR,AOI,SAFETYFAIL,FORMATIONFAIL
9,0.2,0,0.0485288852533917,0.0680774188161185,0.259030372116132,0.540235008471661,0.798611111111111,0.0757129881925523,0,0
10,0.2,0,0.0481002978051919,0.0682477666777776,0.267929843667421,0.535734374811185,0.811944444444444,0.0728822282773237,0,0
11,0.2,0,0.0480907972741616,0.0678145994999955,0.266037081197843,0.532687512406146,0.805833333333333,0.0741008174386921,0,0
12,0.2,0,0.0489500412427172,0.0699330755792309,0.26497383581157,0.539081156240492,0.804722222222222,0.0750696336663639,0,0
13,0.2,0,0.0503835487513985,0.0694613347066982,0.252119314109135,0.533822901169182,0.802222222222222,0.0761292764153801,0,0
14,0.2,0,0.0486899004874524,0.068719190373153,0.259440229273186,0.540026741940025,0.802777777777778,0.0739645776566758,0,0
15,0.2,0,0.0474160393704755,0.0644242538860221,0.264661140527126,0.54252887029519,0.815277777777778,0.0728368150166516,0,0
16,0.2,0,0.0482655935590456,0.0678038460802521,0.254581476860443,0.539841953571244,0.813055555555556,0.0738434756282169,0,0
17,0.2,0,0.0476990395789391,0.0653748371680261,0.249958630229224,0.540146687055559,0.799166666666667,0.0742294883439298,0,0
18,0.2,0,0.0485121503477855,0.0692939454702735,0.267592669436343,0.531436729999139,0.805,0.0746230699364215,0,0
19,0.2,0,0.04866159227198,0.0727544298740183,0.264167832828047,0.542209312910449,0.803333333333333,0.0745322434150772,0,0
20,0.2,0,0.0492771241371455,0.0713368514820717,0.259687154259065,0.536767689522153,0.799444444444444,0.0754026642446261,0,0
1,0.4,0,0.0720085052668517,0.102754495748197,0.249226235117824,0.506689129839972,0.616944444444445,0.112792915531335,0,0
2,0.4,0,0.0751327861243003,0.113299326971851,0.236009259080399,0.504235029743564,0.610277777777778,0.114866787768695,0,0
3,0.4,0,0.0771032631697509,0.112781971957782,0.261701033652868,0.49820150580193,0.592222222222222,0.120142294883439,0,0
4,0.4,0,0.0736536600449786,0.101114957883716,0.26548313575472,0.509892456295296,0.601944444444444,0.116895246745383,0,0
5,0.4,0,0.0699038592949735,0.0969163978189355,0.260802155491898,0.510802523533877,0.602222222222222,0.111559188616409,0,0
6,0.4,0,0.0758750926662067,0.116216128986864,0.257568719571771,0.497466097409156,0.595277777777778,0.119665455646382,0,0
7,0.4,0,0.0757364093590864,0.121949658926582,0.260670932293185,0.501661490022719,0.595,0.118083560399637,0,0
8,0.4,0,0.0735534096580172,0.119180452379365,0.253956509607705,0.481922309977322,0.6025,0.121103542234332,0,0
9,0.4,0,0.0766651025359132,0.121971826217914,0.254965492340969,0.508498501246501,0.593333333333333,0.119854677565849,0,0
10,0.4,0,0.0773640893651481,0.124411784724092,0.264121965578629,0.501868853379743,0.594722222222222,0.119022101120194,0,0
11,0.4,0,0.0769877350917809,0.112724885863199,0.259376879994984,0.494593077303912,0.590555555555556,0.116244323342416,0,0
12,0.4,0,0.0757213040992468,0.115800505267845,0.260356822605408,0.484628134639946,0.594166666666667,0.119673024523161,0,0
13,0.4,0,0.0727775260228177,0.113017762962696,0.257541926492262,0.487276829511894,0.602777777777778,0.115812897366031,0,0
14,0.4,0,0.0743874107091795,0.105349181179423,0.279780829316989,0.504222445871999,0.596388888888889,0.115631244323342,0,0
15,0.4,0,0.0749186884846374,0.118306907415985,0.249604212958587,0.497400576237161,0.59,0.116819557977596,0,0
16,0.4,0,0.0782739691351844,0.111537213819652,0.248713553216014,0.490857919028052,0.592222222222222,0.120339085679685,0,0
17,0.4,0,0.0752831871664727,0.112906078234157,0.239498358971399,0.500138355103057,0.595833333333333,0.118446866485014,0,0
18,0.4,0,0.0762475107998352,0.108989399787579,0.221998702067429,0.497252054407644,0.589444444444444,0.122314562518922,0,0
19,0.4,0,0.0715684946485387,0.104493501476948,0.248724772633366,0.49941608366048,0.603888888888889,0.11282319103845,0,0
20,0.4,0,0.070831534139972,0.111970848777335,0.249125368267891,0.495450080864063,0.6175,0.109576142900394,0,0
1,0.6,0,0.128877394321689,0.190424723788376,0.244406270512962,0.444422464099942,0.390833333333333,0.215381471389646,0,1
2,0.6,0,0.119300471909754,0.184304354563653,0.214838219085748,0.437796225344055,0.412222222222222,0.187497729336966,0,1
3,0.6,0,0.124682350629847,0.187114921898563,0.245080502730552,0.448122698612724,0.401666666666667,0.197602179836512,0,1
4,0.6,0,0.118858698482278,0.188645915914378,0.260768865470194,0.414569370219483,0.408055555555556,0.194415682712685,0,1
5,0.6,0,0.13438890987714,0.266424319319591,0.244667486849968,0.42987324553308,0.394444444444444,0.209803209203754,0,1
6,0.6,0,0.121362691266741,0.189203845511753,0.265193762170693,0.440002337454265,0.401666666666667,0.196845292158644,0,1
7,0.6,0,0.12078100863219,0.170842584892307,0.236291612678914,0.432649304888245,0.404722222222222,0.198063881320012,0,1
8,0.6,0,0.124692140654279,0.188138553634295,0.207755227918477,0.457791548676429,0.401666666666667,0.194809264305177,0,1
9,0.6,0,0.119859384770677,0.185662073361865,0.224738142629679,0.417372943028668,0.4025,0.190252800484408,0,1
10,0.6,0,0.12312307591548,0.202070898764532,0.254667908681639,0.445954093209137,0.399722222222222,0.205610051468362,0,1
11,0.6,0,0.123939636158823,0.196777744061504,0.252942719345493,0.416712889174778,0.395,0.196973963063881,0,1
12,0.6,0,0.129771764973605,0.192542065911216,0.258707604393806,0.434949615302438,0.391666666666667,0.208024523160763,0,1
13,0.6,0,0.120429271364834,0.174743885478088,0.197669268104407,0.444489240497188,0.413888888888889,0.186521344232516,0,1
14,0.6,0,0.12883894874777,0.215131240427213,0.223471319745755,0.429819108136013,0.406666666666667,0.202786860429912,0,1
15,0.6,0,0.12857855320719,0.211609098236073,0.170859133856921,0.423755728768101,0.400555555555556,0.203884347562822,0,1
16,0.6,0,0.126089672325468,0.225154505818585,0.227394500168561,0.422757124356813,0.406388888888889,0.208085074174992,0,1
17,0.6,0,0.129740257787351,0.209782725751028,0.205205130730232,0.44832772289116,0.387777777777778,0.214306690887072,0,1
18,0.6,0,0.127564114984892,0.204241392839841,0.247622394112371,0.421031345174898,0.401666666666667,0.199501967907962,0,1
19,0.6,0,0.124971065395328,0.182309978115229,0.238509623439466,0.425263066500451,0.391666666666667,0.202665758401453,0,1
20,0.6,0,0.129823303666123,0.254159133811074,0.244704074004761,0.426636344710997,0.389166666666667,0.211559188616409,0,1
1,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
2,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
3,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
4,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
5,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
6,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
7,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
8,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
9,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
10,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
11,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
12,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
13,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
14,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
15,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
16,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
17,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
18,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
19,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
20,0,0.04,0.0552053604518939,0.0699824921814772,0.259878434358273,0.530134202701822,1,0.0900181653042693,0,0
1,0.2,0.04,0.0702610608307057,0.0935067462179702,0.254513688620532,0.510086427228665,0.794166666666667,0.115873448380261,0,0
2,0.2,0.04,0.0690142126437233,0.0960141577424172,0.255506002961431,0.513441884718463,0.801944444444444,0.113814713896458,0,0
3,0.2,0.04,0.0701801522035565,0.0972220727698928,0.231753615655071,0.514240116764144,0.790555555555556,0.116433545261883,0,0
4,0.2,0.04,0.0716335217585688,0.104792553197257,0.258402996679426,0.508133650300045,0.794166666666667,0.114488343929761,0,0
5,0.2,0.04,0.0717309165328066,0.0954756191648499,0.259992289049644,0.505090781888821,0.791666666666667,0.117008779897063,0,0
6,0.2,0.04,0.0708875400849526,0.0941092888970076,0.258683283126651,0.50740483114031,0.805,0.115434453527097,0,0
7,0.2,0.04,0.07101334627857,0.0928639030339788,0.253129566553809,0.511048581194797,0.798333333333333,0.115290644868302,0,0
8,0.2,0.04,0.0694731391679349,0.0933473469060128,0.260131172911609,0.50731412319063,0.801944444444444,0.113807145019679,0,0
9,0.2,0.04,0.0714372062723391,0.100403731301444,0.259816243555562,0.508535823256357,0.791944444444444,0.117826218589161,0,0
10,0.2,0.04,0.0703571178769759,0.0930540043140188,0.257997284500445,0.50905710676359,0.804722222222222,0.113617923100212,0,0
11,0.2,0.04,0.0729422490330763,0.0979385554188569,0.244255535819006,0.507998943584282,0.788333333333333,0.117440205873448,0,0
12,0.2,0.04,0.0708254357436131,0.0970210717150165,0.25450037559089,0.504392963572802,0.795,0.115547986678777,0,0
13,0.2,0.04,0.0691097848071291,0.0931117972896903,0.262656111794418,0.512999708079457,0.8075,0.113065395095368,0,0
14,0.2,0.04,0.0718757206406918,0.096460153508697,0.257793244509956,0.509293195522825,0.786666666666667,0.117508325764457,0,0
15,0.2,0.04,0.070289433868311,0.0957322212624852,0.256977926649707,0.511627669520692,0.801666666666667,0.113633060853769,0,0
16,0.2,0.04,0.0707594167999557,0.0931437625773353,0.262632696655851,0.512824341559376,0.796388888888889,0.115828035119588,0,0
17,0.2,0.04,0.070849419372626,0.107249109123023,0.260459619530208,0.514645765913067,0.802222222222222,0.115116560702392,0,0
18,0.2,0.04,0.0704111913124215,0.092863116439945,0.257425359212824,0.50826848139235,0.793333333333333,0.115986981531941,0,0
19,0.2,0.04,0.0695576459306308,0.09526630992771,0.257368098350904,0.517011765274075,0.800277777777778,0.114473206176204,0,0
20,0.2,0.04,0.0690669550747782,0.0916218160315442,0.254081368307222,0.509894416254954,0.803055555555556,0.113564940962761,0,0
1,0.4,0.04,0.0921261687656881,0.122607954040571,0.219196570893073,0.483402028600208,0.615833333333333,0.153589161368453,0,0
2,0.4,0.04,0.0955080403898973,0.131004320971323,0.25634001125336,0.477274344988451,0.592222222222222,0.159023614895549,0,0
3,0.4,0.04,0.0953874704723779,0.145701373787544,0.263719085218582,0.484227059694197,0.594722222222222,0.157835301241296,0,0
4,0.4,0.04,0.0903641951632286,0.118426244367819,0.258094400622425,0.491980218991175,0.615833333333333,0.151023312140478,0,0
5,0.4,0.04,0.0973563800848152,0.132001512484972,0.246016877722189,0.48297356145224,0.584722222222222,0.159477747502271,0,0
6,0.4,0.04,0.094999487852707,0.129956298368393,0.25941506236592,0.474483087604598,0.606666666666667,0.15545110505601,0,0
7,0.4,0.04,0.0953797095153562,0.136127355914625,0.244784111928192,0.476385292823354,0.597777777777778,0.156223130487436,0,0
8,0.4,0.04,0.0990678580864417,0.139752205013369,0.250992704745224,0.478571940009863,0.58,0.163428701180745,0,0
9,0.4,0.04,0.0925802625629898,0.135074902521581,0.240560924478622,0.481564862088745,0.600555555555556,0.151833181955798,0,0
10,0.4,0.04,0.0955346538300935,0.131788063150328,0.259761008071002,0.484619502382226,0.603888888888889,0.154255222524977,0,0
11,0.4,0.04,0.0935871120987235,0.154109135525976,0.256954426792732,0.446598966107049,0.6075,0.151961852861036,0,0
12,0.4,0.04,0.0966769550200582,0.132389778811461,0.258492450933839,0.477820941419956,0.602222222222222,0.158153194066001,0,0
13,0.4,0.04,0.0936053724999689,0.129419238612242,0.242337963235976,0.483448204343173,0.616111111111111,0.153339388434756,0,0
14,0.4,0.04,0.0937498360790148,0.136252341467419,0.22676549187749,0.474730457165153,0.598333333333333,0.154058431728732,0,0
15,0.4,0.04,0.0978656864282123,0.138151053596842,0.255858383653921,0.469047421702439,0.606111111111111,0.157714199212837,0,0
16,0.4,0.04,0.0993022353756918,0.15943671939441,0.237235987834233,0.466447541154311,0.598888888888889,0.159644262791402,0,0
17,0.4,0.04,0.0906559906783628,0.123499772388412,0.252893514764091,0.494914724153799,0.621666666666667,0.148222827732364,0,0
18,0.4,0.04,0.0940870252318684,0.130603414456013,0.253884191506535,0.474687616831205,0.614444444444444,0.15072812594611,0,0
19,0.4,0.04,0.101087816014794,0.141301415507044,0.249798012631995,0.460111938807932,0.585,0.163534665455646,0,1
20,0.4,0.04,0.0922433435694056,0.127181990196149,0.255203214028092,0.475325263359012,0.601944444444444,0.154633666363912,0,0
1,0.6,0.04,0.144400796855325,0.208245207762584,0.245824905024688,0.391787205735559,0.403888888888889,0.235272479564033,0,1
2,0.6,0.04,0.137948377776293,0.18700532119313,0.199084038434301,0.436476437918497,0.412777777777778,0.224062973054799,0,1
3,0.6,0.04,0.147623334626878,0.229479902803289,0.216799150259187,0.37178315933482,0.401388888888889,0.238292461398728,0,1
4,0.6,0.04,0.143599243984667,0.197784586459055,0.232213263316283,0.411798937023891,0.399166666666667,0.237898879806237,0,1
5,0.6,0.04,0.142788623387587,0.195849670125054,0.235997409268255,0.429045413335006,0.406944444444444,0.240434453527097,0,1
6,0.6,0.04,0.147543349634534,0.206781587537451,0.249062573226048,0.422171983468392,0.383333333333333,0.247110202845898,0,1
7,0.6,0.04,0.154346114286668,0.266707962126331,0.248855952018299,0.410203993053596,0.388055555555556,0.241584922797457,0,1
8,0.6,0.04,0.151636156552007,0.245979823333608,0.21735397282389,0.408785964103958,0.396944444444444,0.244059945504087,0,1
9,0.6,0.04,0.14298166004585,0.203162991972331,0.203342253539362,0.426069766473139,0.392222222222222,0.236657584014532,0,1
10,0.6,0.04,0.151452101816091,0.225846178854097,0.245516040874681,0.388072231756681,0.396111111111111,0.252696033908568,0,1
11,0.6,0.04,0.152168314093481,0.222960110651171,0.19878988981058,0.397909058511322,0.3925,0.244082652134423,0,1
12,0.6,0.04,0.141103850639935,0.231936350966039,0.24874536611303,0.400498229156236,0.404444444444444,0.234621556161066,0,1
13,0.6,0.04,0.15120495188818,0.239439867956986,0.190289827075181,0.370768549868035,0.401111111111111,0.239125037844384,0,1
14,0.6,0.04,0.143831389372058,0.212907184563736,0.248020779295889,0.422718181913778,0.401666666666667,0.240752346351801,0,1
15,0.6,0.04,0.14551664226929,0.191073379505387,0.188055379642714,0.414739149284806,0.3975,0.236869512564336,0,1
16,0.6,0.04,0.147122163551605,0.238392891258512,0.243065356998838,0.398766681345813,0.404444444444444,0.234000908265213,0,1
17,0.6,0.04,0.154977327718213,0.224520946554669,0.245892283106142,0.394282811720023,0.3975,0.24726914925825,0,1
18,0.6,0.04,0.15030592390892,0.217324400126842,0.244441231150319,0.394886285182669,0.391666666666667,0.241736300333031,0,1
19,0.6,0.04,0.16232319318752,0.248099070646618,0.263496558961008,0.411955780628869,0.388888888888889,0.266789282470481,0,1
20,0.6,0.04,0.142437317400266,0.217407533336532,0.225492407434842,0.42930917578597,0.397222222222222,0.238481683318195,0,1
1,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
2,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
3,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
4,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
5,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
6,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
7,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
8,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
9,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
10,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
11,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
12,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
13,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
14,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
15,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
16,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
17,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
18,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
19,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
20,0,0.08,0.0802955028277136,0.101327341537748,0.254010216789875,0.499094905633904,1,0.129981834695732,0,0
1,0.2,0.08,0.0948882796760391,0.124293297265917,0.238892261915538,0.484169091434836,0.8025,0.154391462306994,0,0
2,0.2,0.08,0.0963255206775368,0.127604408915107,0.250243276234105,0.472547942790022,0.796111111111111,0.155254314259764,0,0
3,0.2,0.08,0.0957699128907054,0.125541367256761,0.254456510828713,0.480339363624619,0.801944444444444,0.154694217378141,0,0
4,0.2,0.08,0.094530895483526,0.121538545355196,0.254934731700852,0.478641058347856,0.801944444444444,0.153180442022404,0,0
5,0.2,0.08,0.097322791877677,0.135935739188939,0.256266752036747,0.469922917295646,0.794722222222222,0.155526793823797,0,0
6,0.2,0.08,0.0944908937127172,0.127266222920295,0.249841267106414,0.480567299124632,0.816111111111111,0.152832273690584,0,0
7,0.2,0.08,0.0959125685587744,0.124736813056782,0.24219713106953,0.480039629042635,0.79,0.156503178928247,0,0
8,0.2,0.08,0.0955824223978212,0.132735597955222,0.257344890184054,0.483123528523691,0.793333333333333,0.155080230093854,0,0
9,0.2,0.08,0.09585499977979,0.128823336033719,0.248570537513157,0.477584493322589,0.803333333333333,0.155352709657887,0,0
10,0.2,0.08,0.0940742760947752,0.123350669643785,0.248652758040225,0.485046059499289,0.810833333333333,0.15470178625492,0,0
11,0.2,0.08,0.0953945497075436,0.125517038328218,0.238475177995127,0.475941360146041,0.802777777777778,0.154580684226461,0,0
12,0.2,0.08,0.0957240579633886,0.124322444985946,0.255700422968399,0.479253953473815,0.800833333333333,0.155261883136543,0,0
13,0.2,0.08,0.0950203336085353,0.124521697906382,0.231488020364785,0.482452111673681,0.806666666666667,0.152938237965486,0,0
14,0.2,0.08,0.096438394974707,0.124191993178146,0.249076150941758,0.479630177512727,0.79,0.155443536179231,0,0
15,0.2,0.08,0.0963900353340374,0.133092544554217,0.255715025209653,0.475518269005734,0.794722222222222,0.155716015743264,0,0
16,0.2,0.08,0.0954091703459364,0.129252740470161,0.24527172322038,0.470792798620905,0.8025,0.154391462306994,0,0
17,0.2,0.08,0.0952383027923628,0.125798193817919,0.259362877505849,0.480187105150733,0.7975,0.154058431728732,0,0
18,0.2,0.08,0.0955245448849703,0.130626664384141,0.247687024048231,0.469715824426469,0.798888888888889,0.155269452013321,0,0
19,0.2,0.08,0.0949238407434466,0.125609080868076,0.257639479225077,0.483546814878234,0.801944444444444,0.154179533757191,0,0
20,0.2,0.08,0.0969690967974625,0.133456352530601,0.250920946669433,0.467930250533883,0.79,0.15637450802301,0,0
1,0.4,0.08,0.122579031603773,0.171539858260541,0.247172187895471,0.431304884391395,0.595277777777778,0.19922948834393,0,1
2,0.4,0.08,0.124509479621913,0.167384866956606,0.249768915560363,0.43384092898046,0.591388888888889,0.198745080230094,0,1
3,0.4,0.08,0.11962440475041,0.161132507739966,0.255821954228468,0.44152365524059,0.601944444444444,0.194120496518317,0,1
4,0.4,0.08,0.123713094761191,0.169047291546959,0.228530929754203,0.440232313189584,0.594722222222222,0.19980472297911,0,1
5,0.4,0.08,0.122447897939018,0.163872942287338,0.249781679647689,0.439864201112512,0.591944444444444,0.198495307296397,0,1
6,0.4,0.08,0.123892591300044,0.187798347820165,0.241713205371974,0.436273471571845,0.603888888888889,0.197761126248865,0,1
7,0.4,0.08,0.121263429874603,0.171221981089353,0.250891509090927,0.444924893569596,0.598888888888889,0.193999394489858,0,1
8,0.4,0.08,0.12516298868878,0.217228858189267,0.250238263149539,0.454016038198176,0.604444444444444,0.197314562518922,0,1
9,0.4,0.08,0.119083560491863,0.16658100193169,0.251536478389653,0.442673790482139,0.597777777777778,0.196398728428701,0,1
10,0.4,0.08,0.120900099528831,0.169079504529536,0.24739750120141,0.438305674398706,0.6025,0.197231304874357,0,1
11,0.4,0.08,0.123111438371843,0.170317593092959,0.246783299139103,0.4475027881051,0.579722222222222,0.20159097789888,0,1
12,0.4,0.08,0.122174919449773,0.160512573419217,0.2452157537377,0.446020926414364,0.592777777777778,0.199570087798971,0,1
13,0.4,0.08,0.117975039027121,0.157428035657039,0.223978921948204,0.447356485783571,0.616944444444445,0.191562216167121,0,1
14,0.4,0.08,0.122981451280799,0.167797884431797,0.199738494256002,0.440754380318974,0.588055555555556,0.199948531637905,0,1
15,0.4,0.08,0.121450871353007,0.166984495342482,0.190020637695986,0.443163599827468,0.595,0.195202845897669,0,1
16,0.4,0.08,0.123004484601834,0.163560359265298,0.242117457594982,0.446588946599273,0.599444444444444,0.198154707841356,0,1
17,0.4,0.08,0.120632304832487,0.16768796813179,0.26025858334821,0.450788215095966,0.602777777777778,0.194953072963972,0,1
18,0.4,0.08,0.121468634966539,0.166356408730666,0.248445040035481,0.437085671608926,0.599444444444444,0.198608840448078,0,1
19,0.4,0.08,0.116875622989678,0.159198584078932,0.221194992434269,0.454602541882902,0.613888888888889,0.192788374205268,0,1
20,0.4,0.08,0.118011568231077,0.158959947102178,0.25419343558814,0.442384298624437,0.610277777777778,0.193060853769301,0,1
1,0.6,0.08,0.172801101281917,0.27900938897238,0.232639713147811,0.383521785508559,0.413333333333333,0.27186799878898,0,1
2,0.6,0.08,0.172044457598963,0.261819120586365,0.245408227099636,0.375797117007786,0.391388888888889,0.282419013018468,0,1
3,0.6,0.08,0.182971453154404,0.275912584126958,0.228980561578691,0.367736794023642,0.380555555555556,0.308380260369361,0,1
4,0.6,0.08,0.173765873570056,0.275886419346576,0.232290933645517,0.38206769707434,0.397222222222222,0.287346351801393,0,1
5,0.6,0.08,0.17078087419048,0.247037246567559,0.228703542173089,0.363350695686519,0.402777777777778,0.282419013018468,0,1
6,0.6,0.08,0.169404330686541,0.250033828058844,0.190141023514734,0.364075172125014,0.396388888888889,0.278013926733273,0,1
7,0.6,0.08,0.172470468817589,0.25502960146748,0.207682814459453,0.383329661981783,0.408055555555556,0.282033000302755,0,1
8,0.6,0.08,0.17092519243889,0.270024852836739,0.240053079077129,0.415125507114184,0.401666666666667,0.27814259763851,0,1
9,0.6,0.08,0.167935312987898,0.2382014624897,0.236340067649722,0.388671036585661,0.395277777777778,0.27451710566152,0,1
10,0.6,0.08,0.169452707211495,0.295073171480581,0.249486856016467,0.374463826877757,0.396944444444444,0.276363911595519,0,1
