seed,method,mode,scenario,RMSE,MAXERR,MINSEP,SAFEFAIL,DIVERGED,ROLLPEAK,PITCHPEAK,THRUSTSAT,TORQUESAT,SATURATION,PERDRONEPEAKSAT,CONTROLEFFORT,DATARATE,ACKRATE,TRUEAOI,ESTAOI,HARDRATIO,ADAPTRATIO,REFRESHRATIO,TRACEHASH,ACKTRACEHASH
1,P10,DI,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.69493958631769e+15,7.11030286641164e+15
2,P10,DI,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.93741214089132e+15,7.66200641622921e+15
3,P10,DI,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.47068033326726e+15,7.47326068461769e+15
1,P20,DI,Clean,0.0211627771768365,0.0306498291748195,0.572446386252435,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.69493958631769e+15,7.11030286641164e+15
2,P20,DI,Clean,0.0211627771768365,0.0306498291748195,0.572446386252435,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.93741214089132e+15,7.66200641622921e+15
3,P20,DI,Clean,0.0211627771768365,0.0306498291748195,0.572446386252435,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.47068033326726e+15,7.47326068461769e+15
1,State-event,DI,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.2666666666667,NaN,0.130005449591281,NaN,NaN,NaN,NaN,7.69493958631769e+15,7.11030286641164e+15
2,State-event,DI,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.2666666666667,NaN,0.130005449591281,NaN,NaN,NaN,NaN,7.93741214089132e+15,7.66200641622921e+15
3,State-event,DI,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.2666666666667,NaN,0.130005449591281,NaN,NaN,NaN,NaN,7.47068033326726e+15,7.47326068461769e+15
1,Causal-v3,DI,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.3666666666667,84.3666666666667,0.059983651226158,0.0800000000000004,0.077834847886211,0.906361122086132,0.0158040300276571,7.69493958631769e+15,7.11030286641164e+15
2,Causal-v3,DI,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.3666666666667,84.3666666666667,0.059983651226158,0.0800000000000004,0.077834847886211,0.906361122086132,0.0158040300276571,7.93741214089132e+15,7.66200641622921e+15
3,Causal-v3,DI,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.3666666666667,84.3666666666667,0.059983651226158,0.0800000000000004,0.077834847886211,0.906361122086132,0.0158040300276571,7.47068033326726e+15,7.47326068461769e+15
1,P10,6DOF,Clean,0.0360644929479548,0.0491932922102625,0.552258954099122,0,0,9.63660690664737,12.3218113420818,0,0,0,0,1.01541611487189,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.69493958631769e+15,7.11030286641164e+15
2,P10,6DOF,Clean,0.0360644929479548,0.0491932922102625,0.552258954099122,0,0,9.63660690664737,12.3218113420818,0,0,0,0,1.01541611487189,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.93741214089132e+15,7.66200641622921e+15
3,P10,6DOF,Clean,0.0360644929479548,0.0491932922102625,0.552258954099122,0,0,9.63660690664737,12.3218113420818,0,0,0,0,1.01541611487189,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.47068033326726e+15,7.47326068461769e+15
1,P20,6DOF,Clean,0.0253751088131474,0.0389510127250394,0.56836970877481,0,0,9.40856994244785,12.0860366953605,0,0,0,0,1.01545355785888,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.69493958631769e+15,7.11030286641164e+15
2,P20,6DOF,Clean,0.0253751088131474,0.0389510127250394,0.56836970877481,0,0,9.40856994244785,12.0860366953605,0,0,0,0,1.01545355785888,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.93741214089132e+15,7.66200641622921e+15
3,P20,6DOF,Clean,0.0253751088131474,0.0389510127250394,0.56836970877481,0,0,9.40856994244785,12.0860366953605,0,0,0,0,1.01545355785888,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.47068033326726e+15,7.47326068461769e+15
1,State-event,6DOF,Clean,0.0823051474578866,0.104164405585947,0.497441307228487,0,0,9.47284841478022,12.354583926693,0,0,0,0,1.01540075823686,43.4333333333333,NaN,0.130069028156222,NaN,NaN,NaN,NaN,7.69493958631769e+15,7.11030286641164e+15
2,State-event,6DOF,Clean,0.0823051474578866,0.104164405585947,0.497441307228487,0,0,9.47284841478022,12.354583926693,0,0,0,0,1.01540075823686,43.4333333333333,NaN,0.130069028156222,NaN,NaN,NaN,NaN,7.93741214089132e+15,7.66200641622921e+15
3,State-event,6DOF,Clean,0.0823051474578866,0.104164405585947,0.497441307228487,0,0,9.47284841478022,12.354583926693,0,0,0,0,1.01540075823686,43.4333333333333,NaN,0.130069028156222,NaN,NaN,NaN,NaN,7.47068033326726e+15,7.47326068461769e+15
1,Causal-v3,6DOF,Clean,0.0413792333665601,0.0550155896104232,0.545626153048688,0,0,9.60630316782996,12.2341950886941,0,0,0,0,1.01541068965597,84.4666666666667,84.4666666666667,0.0600054495912808,0.080054495912807,0.085240726124704,0.900947119179163,0.0138121546961326,7.69493958631769e+15,7.11030286641164e+15
2,Causal-v3,6DOF,Clean,0.0413792333665601,0.0550155896104232,0.545626153048688,0,0,9.60630316782996,12.2341950886941,0,0,0,0,1.01541068965597,84.4666666666667,84.4666666666667,0.0600054495912808,0.080054495912807,0.085240726124704,0.900947119179163,0.0138121546961326,7.93741214089132e+15,7.66200641622921e+15
3,Causal-v3,6DOF,Clean,0.0413792333665601,0.0550155896104232,0.545626153048688,0,0,9.60630316782996,12.2341950886941,0,0,0,0,1.01541068965597,84.4666666666667,84.4666666666667,0.0600054495912808,0.080054495912807,0.085240726124704,0.900947119179163,0.0138121546961326,7.47068033326726e+15,7.47326068461769e+15
1,P10,DI,Moderate,0.0951955913307909,0.123547957699123,0.48047052474897,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN,0.1541689373297,NaN,NaN,NaN,NaN,7.44164631132428e+15,8.10883855168895e+15
2,P10,DI,Moderate,0.0951523403430732,0.124666750608359,0.477406144564275,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN,0.152552225249773,NaN,NaN,NaN,NaN,8.8304431490102e+15,7.23304359910108e+15
3,P10,DI,Moderate,0.0946392733613771,0.124756339468024,0.475546933839271,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN,0.152988192552225,NaN,NaN,NaN,NaN,8.45708147063094e+15,7.07678358395206e+15
1,P20,DI,Moderate,0.0732823952751246,0.0938060617817214,0.507689204603032,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200,NaN,0.118739327883742,NaN,NaN,NaN,NaN,7.44164631132428e+15,8.10883855168895e+15
2,P20,DI,Moderate,0.0733471658000849,0.0981720558346038,0.505008649001862,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200,NaN,0.118214350590372,NaN,NaN,NaN,NaN,8.8304431490102e+15,7.23304359910108e+15
3,P20,DI,Moderate,0.072545755414546,0.0929939213258736,0.507167280233525,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200,NaN,0.117480472297911,NaN,NaN,NaN,NaN,8.45708147063094e+15,7.07678358395206e+15
1,State-event,DI,Moderate,0.166352770269411,0.235022314582179,0.393317397914485,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.9666666666667,NaN,0.273613079019074,NaN,NaN,NaN,NaN,7.44164631132428e+15,8.10883855168895e+15
2,State-event,DI,Moderate,0.167765298432232,0.228309724738597,0.378260873569794,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43,NaN,0.276188919164396,NaN,NaN,NaN,NaN,8.8304431490102e+15,7.23304359910108e+15
3,State-event,DI,Moderate,0.171860262746406,0.235189819142373,0.3958065582196,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.8,NaN,0.285660308810173,NaN,NaN,NaN,NaN,8.45708147063094e+15,7.07678358395206e+15
1,Causal-v3,DI,Moderate,0.0879653059992674,0.113192919656267,0.48906854067992,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,134.133333333333,106.133333333333,0.142668483197094,0.22191416893733,0.00372763419483101,0.996272365805169,0,7.44164631132428e+15,8.10883855168895e+15
2,Causal-v3,DI,Moderate,0.0877989766967261,0.115436283601807,0.485545972510534,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,133.466666666667,106.6,0.142012715712988,0.221028610354224,0.00374625374625375,0.996253746253746,0,8.8304431490102e+15,7.23304359910108e+15
3,Causal-v3,DI,Moderate,0.0882050972261199,0.11500696126326,0.485556707943351,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,134.233333333333,106.2,0.143366030881017,0.222384196185286,0.0037248572138068,0.996275142786193,0,8.45708147063094e+15,7.07678358395206e+15
1,P10,6DOF,Moderate,0.0972177522847429,0.126861813990154,0.477923770483937,0,0,9.78298064844789,12.8961577541299,0,0,0,0,1.01531802744982,100,NaN,0.1541689373297,NaN,NaN,NaN,NaN,7.44164631132428e+15,8.10883855168895e+15
2,P10,6DOF,Moderate,0.0972726227671405,0.127640776120106,0.475374219369528,0,0,9.78298064844789,12.950261432953,0,0,0,0,1.01534563111549,100,NaN,0.152552225249773,NaN,NaN,NaN,NaN,8.8304431490102e+15,7.23304359910108e+15
3,P10,6DOF,Moderate,0.0966920842292677,0.128158948769661,0.471888107614442,0,0,9.81180241925904,13.3220520050519,0,0,0,0,1.01534069750918,100,NaN,0.152988192552225,NaN,NaN,NaN,NaN,8.45708147063094e+15,7.07678358395206e+15
1,P20,6DOF,Moderate,0.0757518516925381,0.096952237741959,0.503839648695761,0,0,9.80065155744603,12.7843427957619,0,0,0,0,1.01534400786071,200,NaN,0.118739327883742,NaN,NaN,NaN,NaN,7.44164631132428e+15,8.10883855168895e+15
2,P20,6DOF,Moderate,0.0757858287233541,0.101062102127839,0.502134332401263,0,0,9.8006478534837,12.79296952,0,0,0,0,1.01535546281162,200,NaN,0.118214350590372,NaN,NaN,NaN,NaN,8.8304431490102e+15,7.23304359910108e+15
3,P20,6DOF,Moderate,0.0750128794110792,0.0968430862360432,0.503244949113663,0,0,9.76386921149972,12.9360748280729,0,0,0,0,1.01535371032548,200,NaN,0.117480472297911,NaN,NaN,NaN,NaN,8.45708147063094e+15,7.07678358395206e+15
1,State-event,6DOF,Moderate,0.171079687383139,0.251548524023222,0.407057811464914,0,0,9.88631348710908,12.9033230246502,0,0,0,0,1.01530657686788,43.1666666666667,NaN,0.274070844686648,NaN,NaN,NaN,NaN,7.44164631132428e+15,8.10883855168895e+15
2,State-event,6DOF,Moderate,0.169450367793489,0.244680919463619,0.39602193566324,0,0,9.88631348710908,12.9033230246502,0,0,0,0,1.01531956616259,43.3,NaN,0.274980926430518,NaN,NaN,NaN,NaN,8.8304431490102e+15,7.23304359910108e+15
3,State-event,6DOF,Moderate,0.168388221351783,0.257212952476893,0.390572173244046,0,0,9.89313082945947,13.642452962463,0,0,0,0,1.01534127480736,43.1666666666667,NaN,0.274595821980018,NaN,NaN,NaN,NaN,8.45708147063094e+15,7.07678358395206e+15
1,Causal-v3,6DOF,Moderate,0.0901124083325039,0.116778642239077,0.485398201577549,0,0,9.82377655173954,12.7888238856167,0,0,0,0,1.01534540019156,135.3,107.366666666667,0.142514078110808,0.221757493188011,0.00147819660014782,0.998521803399852,0,7.44164631132428e+15,8.10883855168895e+15
2,Causal-v3,6DOF,Moderate,0.0896084430761219,0.117476899664014,0.484372009102856,0,0,9.80444894519586,12.7067596274974,0,0,0,0,1.01535615065282,135.233333333333,107.5,0.141812897366031,0.22072434150772,0.00147892531427163,0.998521074685728,0,8.8304431490102e+15,7.23304359910108e+15
3,Causal-v3,6DOF,Moderate,0.0893265649940126,0.11748580641583,0.487623729066859,0,0,9.80444894519586,12.80130380377,0,0,0,0,1.01536056881405,135.366666666667,107.733333333333,0.142074477747502,0.220762942779292,0.00147746860379217,0.998522531396208,0,8.45708147063094e+15,7.07678358395206e+15
1,P10,DI,Stressed,0.144480100980166,0.190654316243493,0.422228827199515,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN,0.233069936421435,NaN,NaN,NaN,NaN,8.17980883676274e+15,7.34802476492642e+15
2,P10,DI,Stressed,0.143572222372557,0.19380645999071,0.432489753424615,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN,0.234423251589464,NaN,NaN,NaN,NaN,7.68585529559551e+15,8.25698385050303e+15
3,P10,DI,Stressed,0.145197939007389,0.196259943533872,0.417418435403178,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN,0.234141689373297,NaN,NaN,NaN,NaN,7.76560119547868e+15,7.91445571770918e+15
1,P20,DI,Stressed,0.109414689556757,0.141493851724402,0.464408943805128,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200,NaN,0.177326067211626,NaN,NaN,NaN,NaN,8.17980883676274e+15,7.34802476492642e+15
2,P20,DI,Stressed,0.10993955112798,0.143035754152985,0.465255802975467,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200,NaN,0.179455040871935,NaN,NaN,NaN,NaN,7.68585529559551e+15,8.25698385050303e+15
3,P20,DI,Stressed,0.110435605071101,0.143961049095414,0.459862499536887,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200,NaN,0.179122615803815,NaN,NaN,NaN,NaN,7.76560119547868e+15,7.91445571770918e+15
1,State-event,DI,Stressed,0.25737162062884,0.411229402453956,0.274335768854389,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.1333333333333,NaN,0.437280653950954,NaN,NaN,NaN,NaN,8.17980883676274e+15,7.34802476492642e+15
2,State-event,DI,Stressed,0.253092344154735,0.370637891079472,0.278640980013498,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.1,NaN,0.430701180744777,NaN,NaN,NaN,NaN,7.68585529559551e+15,8.25698385050303e+15
3,State-event,DI,Stressed,0.244868784156459,0.386946610392145,0.214225144580457,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.0666666666667,NaN,0.410564940962761,NaN,NaN,NaN,NaN,7.76560119547868e+15,7.91445571770918e+15
1,Causal-v3,DI,Stressed,0.115753944483423,0.152275236564251,0.457311962359932,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,182.333333333333,110.833333333333,0.188108991825613,0.307731607629426,0.00274223034734918,0.997257769652651,0,8.17980883676274e+15,7.34802476492642e+15
