arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,kernelVersionHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,reliabilityCertificateHash,transactionHorizonFeasible,transactionFailureUpperBound,completionProbabilityLowerBound,prepareFailureUpperBound,evidenceFailureUpperBound,responseFailureUpperBound,commitFailureUpperBound,kernelActualSubsetOld,kernelActualSubsetUnion,kernelFinalColoringProper,prematureActivationFrames,controlAttemptBoundRatio,controlByteBoundRatio,prepareAttempts,quietAttempts,claimAttempts,responseAttempts,commitAttempts,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,maxCommandPairRadialContraction,maxLeaderPairRadialContraction,maxOtherPairRadialContraction,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,observedControlBytes,expectedControlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
periodic-iid20,periodic,none,16094446,1319169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.110622795408598,0.111056615213654,1.06046742959786,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094446,1319169,12382065,12382065,0,2036028,610566,18776608010,52135952,46949,656731832,139584678,139584678,1,1,3,1,4,1,1,48,56,1,1,1,25,1,1,4,0,0,0,5.15990822800912,1.15990822800912,1,0.932301157625613,1,0.932301157625613,1,13482,0.830540241776903,1,0.175190500266356,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.398203592814371,0.333625346765951,5,3,16,18,1,0.134353348795565,0.214429266253891,0.102389988218088,0.0629114779433066,0.191024255608688,0.0625883879158686,1,1,326,1,1,1,36,36,6,10,55,17,0,0,0,0,0,0,0,1007,1007,241,241,133,133,4570,4570,4570,0.14624,0.14624,1,8.88178419700125e-16,0,0,0.147821248206089,0.152230733439503,1.02640596234476,0,0,1.47455999999999,0.14624,0.154361904761904
closure-response-blackout-emergency,closure,response-blackout,16094446,1319169,12382065,12382065,0,2036028,610566,18529211518,49791330,46949,657078318,139584678,139584678,1,1,3,1,4,1,1,48,56,1,1,1,25,0,0,0,4,0,0,5.15990822800912,1.15990822800912,1,0.915494626852883,1,0.915494626852883,1,13482,0.820418887814795,1,0.175190500266356,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.916167664670659,0.938093152285005,5,3,60,148,0,0.139965886359259,0.210563764176163,0.0990962546223202,0.0588788470498134,0.188696344197403,0.0623169159909824,1,1,326,1,1,1,112,112,25,29,174,50,0,0,0,0,0,0,0,1000,1000,248,248,306,306,12850,12850,12850,0.4112,0.4112,1,8.88178419700125e-16,0,0,0.148460099710248,0.152899992289052,1.03198295582596,0,0,1.47455999999999,0.4112,0.17959619047619
closure-response-blackout-no-emergency,closure,response-blackout,16094446,1319169,12382065,12382065,0,2036028,610566,18529211518,49791330,46949,435483722,139584678,139584678,1,1,3,1,4,1,1,48,56,1,1,1,25,0,0,0,4,0,0,5.15990822800912,1.15990822800912,1,7.27496549968256,0,7.27496549968256,0,13482,6.36297585800556,0,-0.139612213302852,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.916167664670659,0.938093152285005,5,3,60,148,0,0.483549354502047,0.866022476686121,0.800246204965081,0.216920633920191,0.374962575640725,0.699927344380612,0,0,326,0,0,1,112,0,0,0,0,0,0,0,0,0,0,0,0,826,826,198,198,306,306,12850,12850,12850,0.4112,0.4112,1,8.88178419700125e-16,0,0,0.347427949677059,0.360373469607364,0.772078161294015,0,0,1.13049599999999,0.4112,0.14682819047619
closure-prepare-blackout-emergency,closure,prepare-blackout,16094446,1319169,12382065,12382065,0,2036028,610566,18750579970,49646542,46949,656942959,139584678,139584678,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.915419990568706,1,0.915419990568706,1,14018,0.820454663242047,1,0.147446533253072,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.135011408992315,0.210546597830802,0.0990761911085908,0.0761024324480315,0.188704572545671,0.0623804052692014,1,1,326,1,1,1,83,83,0,29,132,34,0,0,0,0,0,0,0,1007,1007,241,241,9,9,384,384,384,0.012288,0.012288,1,4.44089209850063e-16,0,0,0.145249250831276,0.159517677144802,1.0672088406789,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094446,1319169,12382065,12382065,0,2036028,610566,18710331575,51710585,46949,656658870,139584678,139584678,1,1,3,1,4,1,1,48,56,1,1,1,25,1,0,1,3,0,1,5.15990822800912,1.15990822800912,1,0.915354936169191,1,0.915354936169191,1,13482,0.820411952154211,1,0.175190500266356,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.413173652694611,0.343845816907578,5,3,16,18,6,0.139634579063198,0.210531635318914,0.0990652502233312,0.0591302024673854,0.188694748995468,0.0623606683336944,1,1,326,1,1,1,93,93,10,29,145,41,0,0,0,0,0,0,0,1002,1002,246,246,138,138,4710,4710,4710,0.15072,0.15072,1,8.88178419700125e-16,0,0,0.148158716664138,0.152584208976745,1.03021171976366,0,0,1.47455999999999,0.15072,0.15478857142857
periodic-iid20,periodic,none,16094447,1135099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.112820380649587,0.113440095410516,1.05493199127264,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094447,1135099,14680426,14680426,0,2400103,610566,18681587005,51845768,46949,657053666,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.920218078053925,1,0.920218078053925,1,13418,0.85837163292967,1,0.195793957321258,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.42814371257485,0.3866257847861,2,3,28,19,1,0.124602188660984,0.204648967733472,0.101223988585932,0.101896767226246,0.197425475573824,0.0678088404945631,1,1,326,1,1,1,39,39,9,10,62,16,0,0,0,0,0,0,0,1013,1013,235,235,143,143,5296,5296,5296,0.169472,0.169472,1,8.88178419700125e-16,0,0,0.14160802660722,0.143656495799841,1.03792853165586,0,0,1.47455999999999,0.169472,0.156574476190475
closure-response-blackout-emergency,closure,response-blackout,16094447,1135099,14680426,14680426,0,2400103,610566,18434190513,49754067,46949,656587355,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.993950499692298,1,0.993950499692298,1,13418,0.854332795847334,1,0.195408345329629,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.901197604790419,0.915754124689736,2,3,60,146,0,0.124901979928205,0.209632770137761,0.109334554966153,0.102158640962598,0.196496543044887,0.0678088404945631,1,1,326,1,1,1,115,115,28,29,183,47,0,0,0,0,0,0,0,1009,1009,239,239,301,301,12544,12544,12544,0.401408,0.401408,1,8.88178419700125e-16,0,0,0.142638543643819,0.144750039933684,1.03803253319478,0,0,1.47455999999999,0.401408,0.178663619047618
closure-response-blackout-no-emergency,closure,response-blackout,16094447,1135099,14680426,14680426,0,2400103,610566,18434190513,49754067,46949,431286348,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.56584013686006,0,7.56584013686006,0,13418,6.71286708864639,0,-0.105743185179424,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.901197604790419,0.915754124689736,2,3,60,146,0,0.479575424428651,0.870398058471007,0.832242415054607,0.280271428604038,0.413354104499688,0.738415379751102,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,826,826,192,192,301,301,12544,12544,12544,0.401408,0.401408,1,8.88178419700125e-16,0,0,0.358153857086276,0.370442048606226,0.764696662453747,0,0,1.12127999999999,0.401408,0.145017904761904
closure-prepare-blackout-emergency,closure,prepare-blackout,16094447,1135099,14680426,14680426,0,2400103,610566,18658179352,49659928,46949,656594442,139594178,139594178,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,1.0141762225897,0,1.0141762225897,0,14018,0.854352910296954,1,0.164819534219183,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.121205190208506,0.210958918231749,0.111559384484867,0.0898791224858209,0.196501169368299,0.0691144860170745,1,1,326,1,1,1,86,86,0,29,134,38,0,0,0,0,0,0,0,1004,1004,244,244,9,9,384,384,384,0.012288,0.012288,1,1.11022302462516e-16,0,0,0.140947728954712,0.155187695915616,1.03501899370129,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094447,1135099,14680426,14680426,0,2400103,610566,18613259315,52468974,46949,656729482,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.883753703091182,1,0.883753703091182,1,13418,0.854234108357643,1,0.195453544404055,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.44311377245509,0.396846254927727,2,3,28,19,6,0.124901979928205,0.201765802452066,0.09721290734003,0.102158640962598,0.196473844922258,0.0678088404945631,1,1,326,1,1,1,96,96,10,29,157,35,0,0,0,0,0,0,0,1014,1014,234,234,148,148,5436,5436,5436,0.173952,0.173952,1,8.88178419700125e-16,0,0,0.141437816724442,0.143475844989535,1.03690982963994,0,0,1.47455999999999,0.173952,0.157001142857142
periodic-iid20,periodic,none,16094448,919394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11119650138658,0.111645912266404,1.0525985973213,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094448,919394,12015918,12015918,0,1272336,610566,18792408356,52533430,46949,656985962,139597978,139597978,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.957750911024607,1,0.957750911024607,1,13418,0.957745715515535,1,0.179294166008083,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.365269461077844,0.295079573660388,2,4,12,13,1,0.13179029132337,0.22028270953566,0.0790131988216971,0.103823451701444,0.220281514568573,0.0671557443081814,1,1,326,1,1,1,24,24,6,6,38,10,0,0,0,0,0,0,0,985,985,263,263,122,122,4042,4042,4042,0.129344,0.129344,1,0,0,0,0.150599623801934,0.153167661130428,1.03271518800652,0,0,1.47455999999999,0.129344,0.152752761904761
closure-response-blackout-emergency,closure,response-blackout,16094448,919394,12015918,12015918,0,1272336,610566,18545011864,50520322,46949,657248450,139597978,139597978,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.961610330661495,1,0.961610330661495,1,13418,0.961594772137774,1,0.177857666669583,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.931084829902175,2,4,60,147,0,0.124253976800496,0.221170376052144,0.0795876303011319,0.102141575520559,0.221166797591688,0.0662665572617573,1,1,326,1,1,1,116,116,29,29,185,47,0,0,0,0,0,0,0,985,985,263,263,303,303,12754,12754,12754,0.408128,0.408128,1,8.88178419700125e-16,0,0,0.148396248938169,0.15083248523369,1.03253897730509,0,0,1.47455999999999,0.408128,0.179303619047618
closure-response-blackout-no-emergency,closure,response-blackout,16094448,919394,12015918,12015918,0,1272336,610566,18545011864,50520322,46949,429785762,139597978,139597978,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.47065112321032,0,7.47065112321032,0,13418,6.78308555590653,0,-0.130673618304071,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.931084829902175,2,4,60,147,0,0.51296165454839,0.903226764827531,0.821771623553135,0.24664798819857,0.43080341268605,0.746139411149718,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,800,800,216,216,303,303,12754,12754,12754,0.408128,0.408128,1,8.88178419700125e-16,0,0,0.380281795828957,0.393459215032174,0.795855279956759,0,0,1.11820799999999,0.408128,0.145365333333333
closure-prepare-blackout-emergency,closure,prepare-blackout,16094448,919394,12015918,12015918,0,1272336,610566,18764132998,49664386,46949,656774021,139597978,139597978,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.961524816370583,1,0.961524816370583,1,14018,0.961503638454815,1,0.151773235014918,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.111871034941957,0.221150707765234,0.0795592296264315,0.105036082950707,0.221145836844608,0.0665925033410977,1,1,326,1,1,1,87,87,0,29,137,37,0,0,0,0,0,0,0,979,979,269,269,9,9,384,384,384,0.012288,0.012288,1,0,0,0,0.146534805804853,0.161428791529785,1.06448366108311,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094448,919394,12015918,12015918,0,1272336,610566,18720726794,52129141,46949,656783218,139597978,139597978,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.961640626032373,1,0.961640626032373,1,13418,0.96162368003687,1,0.177604808096606,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.380239520958084,0.305300043802015,2,4,12,13,6,0.122788606850224,0.221177343987446,0.0795869157237803,0.102978386991811,0.22117344640848,0.0664238021236887,1,1,326,1,1,1,93,93,6,29,148,38,0,0,0,0,0,0,0,986,986,262,262,127,127,4182,4182,4182,0.133824,0.133824,1,0,0,0,0.148669479794881,0.151120495658132,1.02946122409408,0,0,1.47455999999999,0.133824,0.153179428571428
periodic-iid20,periodic,none,16094449,1027371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.111398751651574,0.111757774504816,1.05354713103007,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094449,1027371,13372119,13372119,0,1830987,610566,18720635530,52101765,46949,656994374,139561878,139561878,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.957982853647878,1,0.957982853647878,1,13418,0.855403182859827,1,0.18797063056974,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.401197604790419,0.328515111695138,2,3,16,22,1,0.120877190865204,0.220336056339012,0.103926988404696,0.0775706424486922,0.19674273205776,0.0539620184901821,1,1,326,1,1,1,27,27,6,7,39,15,0,0,0,0,0,0,0,1007,1007,241,241,134,134,4500,4500,4500,0.144,0.144,1,1.11022302462516e-16,0,0,0.147683564194641,0.150050348710167,1.02552031721329,0,0,1.47455999999999,0.144,0.15414857142857
closure-response-blackout-emergency,closure,response-blackout,16094449,1027371,13372119,13372119,0,1830987,610566,18473239038,50334339,46949,657545314,139561878,139561878,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.954843997645824,1,0.954843997645824,1,13418,0.85109219913709,1,0.189966599844112,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.927288655278143,2,3,60,149,0,0.11753138482121,0.21961411945854,0.103518190575767,0.0798628329166036,0.195751205801531,0.0511757209324684,1,1,326,1,1,1,115,115,28,29,181,49,0,0,0,0,0,0,0,1012,1012,236,236,304,304,12702,12702,12702,0.406464,0.406464,1,1.11022302462516e-16,0,0,0.145870743937031,0.14812764500456,1.01814279573695,0,0,1.47455999999999,0.406464,0.179145142857142
closure-response-blackout-no-emergency,closure,response-blackout,16094449,1027371,13372119,13372119,0,1830987,610566,18473239038,50334339,46949,431327376,139561878,139561878,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.21094608522518,0,7.21094608522518,0,13418,6.29214625976674,0,-0.0982737227121421,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.927288655278143,2,3,60,149,0,0.488438334957908,0.87171871291203,0.79320406937477,0.217219507602176,0.431345664258845,0.692136088574341,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,831,831,187,187,304,304,12702,12702,12702,0.406464,0.406464,1,1.11022302462516e-16,0,0,0.3617075009092,0.374101039257512,0.77434056814007,0,0,1.12127999999999,0.406464,0.145499428571428
closure-prepare-blackout-emergency,closure,prepare-blackout,16094449,1027371,13372119,13372119,0,1830987,610566,18694854947,49660120,46949,656739670,139561878,139561878,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.953275973354392,1,0.953275973354392,1,14018,0.850944097332874,1,0.143552584127322,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.118351292674913,0.21925347387151,0.103144218846764,0.08120895022305,0.195717142386561,0.0515569784411611,1,1,326,1,1,1,86,86,0,29,135,37,0,0,0,0,0,0,0,1012,1012,236,236,9,9,384,384,384,0.012288,0.012288,1,1.11022302462516e-16,0,0,0.141770539803163,0.155690720965472,1.07231611000686,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094449,1027371,13372119,13372119,0,1830987,610566,18649008161,52740784,46949,656946638,139561878,139561878,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.955158800492285,1,0.955158800492285,1,13418,0.851103717856231,1,0.190011968412791,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.416167664670659,0.338735581836764,2,3,16,22,6,0.118678124737024,0.219686524113225,0.103598767586343,0.0797820977810177,0.195753855106933,0.0511015832293864,1,1,326,1,1,1,93,93,7,29,143,43,0,0,0,0,0,0,0,1010,1010,238,238,139,139,4640,4640,4640,0.14848,0.14848,1,1.11022302462516e-16,0,0,0.146597685274335,0.148898397245982,1.01977680096502,0,0,1.47455999999999,0.14848,0.154575238095237
periodic-iid20,periodic,none,16094450,1413179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.108673296837074,0.109164403616431,1.05458399363199,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094450,1413179,15415856,15415856,0,1917551,610566,18631527949,51749241,46949,656386041,139569478,139569478,1,1,3,1,4,1,1,48,56,1,1,1,24,1,1,4,0,0,0,4.94491205184207,0.944912051842072,1,0.929006313480033,1,0.929006313480033,1,13462,0.8736978527759,1,0.17207968717088,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.416167664670659,0.34486786392174,4,5,16,21,3,0.118056983744031,0.213671452100408,0.101125052223504,0.0867217731349701,0.200950506138457,0.0589400260564248,1,1,326,1,1,1,37,37,8,11,64,10,0,0,0,0,0,0,0,1033,1033,215,215,139,139,4724,4724,4724,0.151168,0.151168,1,8.88178419700125e-16,0,0,0.140084036408414,0.143529414874603,1.03386779797855,0,0,1.47455999999999,0.151168,0.154831238095237
closure-response-blackout-emergency,closure,response-blackout,16094450,1413179,15415856,15415856,0,1917551,610566,18384131457,50150409,46949,656625557,139569478,139569478,1,1,3,1,4,1,1,48,56,1,1,1,24,0,0,0,4,0,0,4.94491205184207,0.944912051842072,1,0.928678311367448,1,0.928678311367448,1,13462,0.866800264418107,1,0.17207968717088,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.925149700598802,0.944809461235217,4,5,60,150,0,0.115877908321031,0.213515573332357,0.102154614250419,0.0866514311233169,0.199364060816165,0.0564745944199931,1,1,326,1,1,1,115,115,28,29,195,35,0,0,0,0,0,0,0,1036,1036,212,212,309,309,12942,12942,12942,0.414144,0.414144,1,8.88178419700125e-16,0,0,0.139914354025905,0.143354369096858,1.02959951970057,0,0,1.47455999999999,0.414144,0.17987657142857
closure-response-blackout-no-emergency,closure,response-blackout,16094450,1413179,15415856,15415856,0,1917551,610566,18384131457,50150409,46949,430479084,139569478,139569478,1,1,3,1,4,1,1,48,56,1,1,1,24,0,0,0,4,0,0,4.94491205184207,0.944912051842072,1,7.13342354781041,0,7.13342354781041,0,13462,6.15346337268307,0,-0.0761492613984202,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.925149700598802,0.944809461235217,4,5,60,150,0,0.478325524461075,0.854067062537676,0.784676590259146,0.203528487268094,0.443634753316062,0.676880970995138,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,841,841,177,177,309,309,12942,12942,12942,0.414144,0.414144,1,8.88178419700125e-16,0,0,0.357579065093473,0.37052678125855,0.750174622990206,0,0,1.12127999999999,0.414144,0.146230857142857
