stage,seed,scenario,residualLoss,family,arm,pointIndex,parameterValue,method,feedbackMode,macType,pAccess,backgroundLoad,historySize,ackDeadline,posThreshold,velThreshold,aoiThreshold,maxSilence,minInterTx,aoiMinInterTx,scaleBase,scaleMin,adaptRange,RMSE,MINSEP,SAFEFAIL,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_UTIL,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,BELIEF_UPDATES
sensitivity,13013002,Moderate,0.1,Causal-Broadcast,design-09,9,NaN,causal-broadcast,hybrid,csma,0.2,0,32,0.02,0.0695833333333333,0.0891666666666667,0.233333333333333,0.5,0.02,0.04,0.366666666666667,0.291666666666667,0.5625,0.0827142611076618,0.49579883488021,0,0.120741745816373,0.24,0.300000000000001,0.173658977838082,0.0529172320217097,374,411,368,486,589,911,745,166,99,0.110367892976589,0,0,37,0,2,32,0,0,0,0,486,186,0,0.0704999999999994,0.0747500000000001,0.411,0.486,0.011904,0,0,0,0.1794,30.6666666666667,62.0833333333333,49.0833333333333,0.00419286510590866,0.0140000000000011,0.0270390492359934,0.0420000000000002,0.994886864531296,0.6460922,0,194982426980,0
sensitivity,13013002,Moderate,0.1,Causal-Broadcast,design-10,10,NaN,causal-broadcast,hybrid,csma,0.2,0,32,0.02,0.04875,0.139166666666667,0.166666666666667,0.78,0.06,0.16,0.466666666666667,0.191666666666667,1.5625,0.0646916376536932,0.517716318464554,0,0.0950067842605153,0.18,0.26,0.134762550881954,0.0397557666214383,466,530,462,556,753,1172,939,233,155,0.142725598526703,0,0,64,0,2,32,0,0,0,0,556,264,0,0.0838333333333327,0.0905000000000001,0.53,0.556,0.016896,0,0,0,0.2172,38.5,78.25,62.75,0.00446685082872936,0.015,0.0266812749003986,0.0424000000000006,0.997262066065505,0.644879,0,194982426980,0
sensitivity,13013002,Moderate,0.1,Causal-Broadcast,design-11,11,NaN,causal-broadcast,hybrid,csma,0.2,0,32,0.02,0.0654166666666667,0.155833333333333,0.18,0.42,0.08,0.08,0.566666666666667,0.158333333333333,1.6875,0.0717947334082713,0.509349679019201,0,0.105481682496608,0.200000000000001,0.318000000000002,0.157521483491633,0.0520398009950249,399,444,397,531,633,978,797,181,120,0.123076923076923,0,0,45,0,2,32,0,0,0,0,531,195,0,0.0762499999999996,0.0812500000000001,0.444,0.531,0.01248,0,0,0,0.195,33.0833333333333,66.4166666666667,52.75,0.00419794871794878,0.0140000000000002,0.0269462875197473,0.0419999999999999,0.99907451427847,0.6302315,0,194982426980,0
sensitivity,13013002,Moderate,0.1,Causal-Broadcast,design-12,12,NaN,causal-broadcast,hybrid,csma,0.2,0,32,0.02,0.0529166666666667,0.0975,0.126666666666667,0.36,0.02,0.1,0.433333333333333,0.141666666666667,0.9375,0.0552686594959352,0.52838113195568,0,0.0771325192220712,0.140000000000001,0.219999999999999,0.113197648123021,0.0360651289009498,609,703,600,649,959,1551,1200,351,190,0.140532544378698,0,1,95,0,2,32,0,0,0,0,649,410,1,0.10458333333333,0.112666666666667,0.703000000000001,0.649,0.0262400000000001,0,0,0,0.2704,50,100,79.9166666666667,0.00446375739644977,0.0140000000000001,0.0255203336809177,0.0420000000000007,0.995988380135565,0.728236800000001,0,194982426980,0
sensitivity,13013003,Moderate,0.1,Causal-Broadcast,design-00,0,NaN,causal-broadcast,hybrid,csma,0.2,0,32,0.02,0.05,0.1,0.12,0.5,0.02,0.1,0.5,0.2,1,0.0539451340557658,0.532090309210623,0,0.0761465400271369,0.140000000000001,0.200000000000001,0.108792401628222,0.0326458616010855,611,722,602,654,997,1597,1212,385,196,0.142441860465116,0,0,111,0,2,32,0,0,0,0,654,422,0,0.106499999999997,0.114666666666667,0.722000000000001,0.654,0.0270080000000001,0,0,0,0.2752,50.1666666666667,101,83.0833333333333,0.00430668604651167,0.0140000000000002,0.0256730190571716,0.042,0.99597108857559,0.7509519,0,195381151625,0
sensitivity,13013003,Moderate,0.1,Causal-Broadcast,design-01,1,NaN,causal-broadcast,hybrid,csma,0.2,0,32,0.02,0.0570833333333333,0.1475,0.0866666666666667,0.46,0.04,0.16,0.633333333333333,0.258333333333333,1.4375,0.0550479372368545,0.530611159797945,0,0.0786702849389415,0.16,0.220000000000001,0.120398009950249,0.0417277250113071,561,638,556,642,930,1401,1124,277,148,0.115625,0,0,77,0,2,32,0,0,0,0,642,341,0,0.100333333333331,0.106666666666667,0.638,0.642,0.0218240000000001,0,0,0,0.256,46.3333333333333,93.6666666666667,77.5,0.00422578125000006,0.0130000000000008,0.0254473118279571,0.0410000000000004,0.999631366208569,0.7362404,0,195381151625,0
sensitivity,13013003,Moderate,0.1,Causal-Broadcast,design-02,2,NaN,causal-broadcast,hybrid,csma,0.2,0,32,0.02,0.0779166666666667,0.105833333333333,0.113333333333333,0.68,0.06,0.12,0.533333333333333,0.225,1.1875,0.0616633810084219,0.521035161261036,0,0.0859158751696064,0.199999999999999,0.26,0.128195386702849,0.0422795115332429,540,613,527,604,854,1352,1038,314,152,0.124897288414133,0,0,73,0,2,32,0,0,0,0,604,324,0,0.0949166666666652,0.101416666666667,0.613,0.604,0.020736,0,0,0,0.2434,43.9166666666667,86.5,71.1666666666667,0.00408627773212824,0.0129999999999999,0.0257060889929743,0.0419999999999998,0.999474583895636,0.7291473,0,195381151625,0
sensitivity,13013003,Moderate,0.1,Causal-Broadcast,design-03,3,NaN,causal-broadcast,hybrid,csma,0.2,0,32,0.02,0.06125,0.1225,0.14,0.32,0.06,0.06,0.4,0.125,1.3125,0.0597799480440032,0.526004841947169,0,0.086431478968792,0.160000000000001,0.239999999999998,0.118272274988693,0.0318407960199005,512,596,504,617,825,1312,1015,297,167,0.137675185490519,0,0,84,0,2,32,0,0,0,0,617,294,0,0.0940833333333317,0.101083333333333,0.596,0.617,0.018816,0,0,0,0.2426,42,84.5833333333333,68.75,0.00430090684253918,0.014,0.0261818181818182,0.0419999999999998,0.999669421487603,0.6988037,0,195381151625,0
sensitivity,13013003,Moderate,0.1,Causal-Broadcast,design-04,4,NaN,causal-broadcast,hybrid,csma,0.2,0,32,0.02,0.0445833333333333,0.0641666666666667,0.206666666666667,0.6,0.04,0.14,0.5,0.175,0.6875,0.0733313197303582,0.507047874526267,0,0.108864767073722,0.220000000000001,0.280000000000001,0.150158299412031,0.0412935323383084,479,540,474,591,738,1196,953,243,159,0.140583554376658,0,0,61,0,2,32,0,0,0,0,591,237,0,0.0874166666666661,0.0942500000000001,0.54,0.591,0.015168,0,0,0,0.2262,39.5,79.4166666666667,61.5,0.00433598585322729,0.0140000000000002,0.0259241192411925,0.0421500000000005,0.996390083817464,0.672004500000001,0,195381151625,0
sensitivity,13013003,Moderate,0.1,Causal-Broadcast,design-05,5,NaN,causal-broadcast,hybrid,csma,0.2,0,32,0.02,0.0320833333333333,0.114166666666667,0.153333333333333,0.28,0.06,0.18,0.733333333333333,0.275,1.9375,0.0633120889909867,0.51888465822939,0,0.0918588873812754,0.18,0.278000000000001,0.13023066485753,0.0383717774762551,538,619,528,580,856,1367,1054,313,175,0.145954962468724,0,0,81,0,2,32,0,0,0,0,580,341,0,0.092499999999999,0.0999166666666667,0.619,0.58,0.021824,0,0,0,0.2398,44,87.8333333333333,71.3333333333333,0.00393327773144291,0.0120000000000005,0.0251577102803739,0.0389999999999998,0.998545793187435,0.6761812,0,195381151625,0
