seed,method,fault,topology,scenario,RMSE,MINEVAL,PEAKERR,RECOVERY,PEAKAOI,NDATA,NACK,MISSION,SAFEFAIL,MINSEPFAULT,TXFAULT,CONNECTED,ISOLATED,LAMBDA2
2,Causal-v3,none,ring2,Moderate,0.162509120454926,0.423457283826427,0.228472804792266,NaN,0.171666666666668,18982,15161,30,0,0.423457283826427,601.772727272727,1,0,0.498132719947257
3,Causal-v3,none,ring2,Moderate,0.162399273142951,0.417986562849589,0.227542735148223,NaN,0.163333333333334,19016,15133,30,0,0.417986562849589,601.636363636364,1,0,0.498132719947257
1,P10,perm 10%,ring2,Moderate,0.786370819094673,0.31326984230195,2.35660717582739,NaN,2.67,14400,0,30,0,0.31326984230195,480,1,1,0.498132719947257
2,P10,perm 10%,ring2,Moderate,0.791423061180142,0.258431100859451,2.14270937882201,NaN,2.67833333333333,14400,0,30,0,0.258431100859451,480,1,0,0.498132719947257
3,P10,perm 10%,ring2,Moderate,0.736625642553266,0.245545110144386,2.27586838983996,NaN,3.295,14400,0,30,1,0.245545110144386,480,1,1,0.415540688582629
1,P20,perm 10%,ring2,Moderate,0.7809038035847,0.311898317649019,2.35660717582739,NaN,2.61833333333333,28800,0,30,0,0.311898317649019,960,1,1,0.498132719947257
2,P20,perm 10%,ring2,Moderate,0.787533419428726,0.258467670595895,2.14235147960807,NaN,2.62708333333333,28800,0,30,0,0.258467670595895,960,1,0,0.498132719947257
3,P20,perm 10%,ring2,Moderate,0.729212172950226,0.248356797710221,2.27586838983996,NaN,3.24333333333333,28800,0,30,1,0.248356797710221,960,1,1,0.415540688582629
1,State-event,perm 10%,ring2,Moderate,0.816746958539071,0.263635573413676,2.35660717582739,NaN,2.82583333333333,10750,0,30,0,0.263635573413676,350.318181818182,1,1,0.498132719947257
2,State-event,perm 10%,ring2,Moderate,0.821132305004523,0.258151675698146,2.14512038555157,NaN,2.89125,10293,0,30,0,0.258151675698146,334.363636363636,1,0,0.498132719947257
3,State-event,perm 10%,ring2,Moderate,0.780477998561159,0.234746524544781,2.27586838983996,NaN,3.43166666666666,12096,0,30,1,0.234746524544781,396.909090909091,1,1,0.415540688582629
1,Causal-v3,perm 10%,ring2,Moderate,0.784525211581672,0.312834774670963,2.35660717582739,NaN,2.655,16597,12536,30,0,0.312834774670963,520.772727272727,1,1,0.498132719947257
2,Causal-v3,perm 10%,ring2,Moderate,0.791053063489545,0.258463927121162,2.14267385790497,NaN,2.6475,16018,11565,30,0,0.258463927121162,499.5,1,0,0.498132719947257
3,Causal-v3,perm 10%,ring2,Moderate,0.734494458808724,0.245935828123934,2.27586838983996,NaN,3.26125,17281,12340,30,1,0.245935828123934,541.136363636364,1,1,0.415540688582629
1,P10,perm 20%,ring2,Moderate,0.930193597877299,0.319203043563339,2.35660717582739,NaN,5.15125,14400,0,30,0,0.319203043563339,480,1,2,0.381966011250105
2,P10,perm 20%,ring2,Moderate,1.08523803865993,0.253578387777477,2.14270937882201,NaN,5.15958333333333,14400,0,30,0,0.253578387777477,480,1,0,0.381966011250107
3,P10,perm 20%,ring2,Moderate,1.07386180249674,0.176625949450931,2.27586838983996,NaN,5.77833333333334,14400,0,30,1,0.176625949450931,480,1,1,0.415540688582629
1,P20,perm 20%,ring2,Moderate,0.928062221622937,0.318853803124766,2.35660717582739,NaN,5.10166666666667,28800,0,30,0,0.318853803124766,960,1,2,0.381966011250105
2,P20,perm 20%,ring2,Moderate,1.08416945730624,0.252763601424519,2.14235147960807,NaN,5.10958333333333,28800,0,30,0,0.252763601424519,960,1,0,0.381966011250107
3,P20,perm 20%,ring2,Moderate,1.0719451103662,0.176443466703986,2.27586838983996,NaN,5.72666666666667,28800,0,30,1,0.176443466703986,960,1,1,0.415540688582629
1,State-event,perm 20%,ring2,Moderate,0.950986319795188,0.2919740198437,2.35660717582739,NaN,5.33583333333333,15763,0,30,0,0.2919740198437,520.318181818182,1,2,0.381966011250105
2,State-event,perm 20%,ring2,Moderate,1.09966814978975,0.245347918637606,2.14512038555157,NaN,5.35833333333333,15394,0,30,1,0.245347918637606,506.545454545455,1,0,0.381966011250107
3,State-event,perm 20%,ring2,Moderate,1.09485004295073,0.176605562120192,2.27586838983996,NaN,5.94166666666667,16864,0,30,1,0.176605562120192,557.363636363636,1,1,0.415540688582629
1,Causal-v3,perm 20%,ring2,Moderate,0.93006081486841,0.318694506808701,2.35660717582739,NaN,5.12958333333334,15089,10572,30,0,0.318694506808701,470.954545454545,1,2,0.381966011250105
2,Causal-v3,perm 20%,ring2,Moderate,1.08544500860812,0.253665125657474,2.14267385790497,NaN,5.13208333333333,14142,9479,30,0,0.253665125657474,436.727272727273,1,0,0.381966011250107
3,Causal-v3,perm 20%,ring2,Moderate,1.07394427762839,0.176455383949651,2.27586838983996,NaN,5.75416666666667,14860,9564,30,1,0.176455383949651,461.636363636364,1,1,0.415540688582629
1,P10,perm 30%,ring2,Moderate,1.15761896762949,0.324199556892664,2.35660717582739,NaN,7.6325,14400,0,30,0,0.324199556892664,480,0,3,7.36437595189101e-16
2,P10,perm 30%,ring2,Moderate,1.19610638869179,0.304506538794169,2.38358157734627,NaN,7.01791666666667,14400,0,30,0,0.304506538794169,480,1,1,0.381966011250104
3,P10,perm 30%,ring2,Moderate,1.2383676391756,0.210895671390902,2.27586838983996,NaN,7.63875,14400,0,30,1,0.210895671390902,480,1,2,0.403845323991367
1,P20,perm 30%,ring2,Moderate,1.15634862507938,0.324277915809374,2.35660717582739,NaN,7.5875,28800,0,30,0,0.324277915809374,960,0,3,7.36437595189101e-16
2,P20,perm 30%,ring2,Moderate,1.19539748873239,0.304235984784924,2.38358157734627,NaN,6.97416666666667,28800,0,30,0,0.304235984784924,960,1,1,0.381966011250104
3,P20,perm 30%,ring2,Moderate,1.23743416405225,0.211012201351965,2.27586838983996,NaN,7.59541666666667,28800,0,30,1,0.211012201351965,960,1,2,0.403845323991367
1,State-event,perm 30%,ring2,Moderate,1.17561404025943,0.320405765933325,2.35660717582739,NaN,7.82166666666667,21029,0,30,0,0.320405765933325,698.136363636364,0,3,7.36437595189101e-16
2,State-event,perm 30%,ring2,Moderate,1.20574774721381,0.30953711034713,2.38358157734627,NaN,7.14166666666667,19563,0,30,0,0.30953711034713,647.954545454545,1,1,0.381966011250104
3,State-event,perm 30%,ring2,Moderate,1.25013643293023,0.190607547264007,2.27586838983996,NaN,7.78708333333333,20913,0,30,1,0.190607547264007,694.909090909091,1,2,0.403845323991367
1,Causal-v3,perm 30%,ring2,Moderate,1.15791031189657,0.324049737164166,2.35660717582739,NaN,7.61708333333333,14079,8847,30,0,0.324049737164166,436,0,3,7.36437595189101e-16
2,Causal-v3,perm 30%,ring2,Moderate,1.19629557253743,0.304846573379697,2.38358157734627,NaN,7.00125,13534,8645,30,0,0.304846573379697,417.818181818182,1,1,0.381966011250104
3,Causal-v3,perm 30%,ring2,Moderate,1.23847662214552,0.211576981637952,2.27586838983996,NaN,7.63875,13738,8230,30,1,0.211576981637952,424.272727272727,1,2,0.403845323991367
1,P10,burst 2s,ring2,Moderate,0.200178672767138,0.402539785104814,0.470853787275439,4.02,0.715833333333333,14400,0,30,0,0.441588576968222,480,0,3,7.36437595189101e-16
2,P10,burst 2s,ring2,Moderate,0.201170917763092,0.3464948144345,0.395863484606824,4.04,0.695,14400,0,30,0,0.3564712316013,480,1,1,0.381966011250104
3,P10,burst 2s,ring2,Moderate,0.19933075543279,0.398564425285796,0.397270687821935,3.86,0.709583333333333,14400,0,30,0,0.409235750061669,480,1,2,0.403845323991367
1,P20,burst 2s,ring2,Moderate,0.15716018941019,0.428233816504265,0.407499658103381,3.94,0.650416666666667,28800,0,30,0,0.451117842171596,960,0,3,7.36437595189101e-16
2,P20,burst 2s,ring2,Moderate,0.15825229286589,0.380225497427696,0.34482504850725,3.96,0.617083333333334,28800,0,30,0,0.393118636008432,960,1,1,0.381966011250104
3,P20,burst 2s,ring2,Moderate,0.157121487312179,0.427587225559567,0.337587899135959,3.92,0.647083333333334,28800,0,30,0,0.439776725344073,960,1,2,0.403845323991367
1,State-event,burst 2s,ring2,Moderate,0.330672594400724,0.295624578052845,0.595236589601756,3.28,0.842916666666667,6849,0,30,0,0.331848957638597,701,0,3,7.36437595189101e-16
2,State-event,burst 2s,ring2,Moderate,0.326858205679252,0.23899358594979,0.530951915781241,3.98,0.809166666666666,6729,0,30,1,0.23899358594979,649,1,1,0.381966011250104
3,State-event,burst 2s,ring2,Moderate,0.325130211956393,0.236462766959211,0.551459701623205,3.12,0.870416666666667,6799,0,30,1,0.338932457548912,687.5,1,2,0.403845323991367
1,Causal-v3,burst 2s,ring2,Moderate,0.181521119607141,0.421036372338364,0.432555468455033,3.84,0.657083333333333,19048,15007,30,0,0.445544181045848,566,0,3,7.36437595189101e-16
2,Causal-v3,burst 2s,ring2,Moderate,0.183481961093589,0.363523473507702,0.367740928236748,4.02,0.62125,19048,15032,30,0,0.37461308013708,569.5,1,1,0.381966011250104
3,Causal-v3,burst 2s,ring2,Moderate,0.182507082427856,0.41580198775529,0.373298459214287,4.1,0.644166666666666,19133,14930,30,0,0.424446298995957,570,1,2,0.403845323991367
1,P10,burst 5s,ring2,Moderate,0.289366932295294,0.323132622171228,1.00275637739356,4.18,1.47416666666667,14400,0,30,0,0.352291258049615,480,0,3,7.36437595189101e-16
2,P10,burst 5s,ring2,Moderate,0.294906122621891,0.262459235631074,0.938384650486408,4.48,1.35541666666667,14400,0,30,0,0.287566832089903,480,1,1,0.381966011250104
3,P10,burst 5s,ring2,Moderate,0.29217421738063,0.0873252025250798,0.867412629443675,4.06,1.46166666666667,14400,0,30,1,0.116504712482972,480,1,2,0.403845323991367
1,P20,burst 5s,ring2,Moderate,0.250910333640081,0.343130432052028,0.948761968561957,4.1,1.40416666666666,28800,0,30,0,0.370607920476266,960,0,3,7.36437595189101e-16
2,P20,burst 5s,ring2,Moderate,0.255577594152924,0.296050731382716,0.88408687939615,4.22,1.29625,28800,0,30,0,0.313933121594866,960,1,1,0.381966011250104
3,P20,burst 5s,ring2,Moderate,0.255169611294727,0.139849767347211,0.838666911556139,4.1,1.39916666666666,28800,0,30,1,0.164587059684943,960,1,2,0.403845323991367
1,State-event,burst 5s,ring2,Moderate,0.400898243312368,0.201667321829703,1.09954389470729,3.6,1.67333333333333,8522,0,30,1,0.254439106603922,699.8,0,3,7.36437595189101e-16
2,State-event,burst 5s,ring2,Moderate,0.405340137396433,0.179750732666227,1.055010824151,4.5,1.5325,8289,0,30,1,0.219588047093758,648,1,1,0.381966011250104
3,State-event,burst 5s,ring2,Moderate,0.403690902568753,0.0197402583150713,0.926608009372986,3.76,1.64958333333333,8486,0,30,1,0.111593028167518,692.6,1,2,0.403845323991367
1,Causal-v3,burst 5s,ring2,Moderate,0.271046142284223,0.333242210789302,0.980372503316276,3.96,1.42291666666667,19025,14747,30,0,0.359406745867428,493,0,3,7.36437595189101e-16
2,Causal-v3,burst 5s,ring2,Moderate,0.276790763829626,0.287714051676353,0.90060095246693,3.96,1.31708333333333,19031,14757,30,0,0.30385434310644,485,1,1,0.381966011250104
3,Causal-v3,burst 5s,ring2,Moderate,0.277399445010386,0.109942744069157,0.836568191363091,4.08,1.4325,19076,14667,30,1,0.134948222463451,488.4,1,2,0.403845323991367
1,P10,none,sparse4,Moderate,0.256943986256695,0.337721740479128,0.354420629054993,NaN,0.211860465116283,25800,0,30,0,0.337721740479128,860,1,0,0.89697385380051
2,P10,none,sparse4,Moderate,0.257228712066258,0.33575102184069,0.35037655177123,NaN,0.216511627906976,25800,0,30,0,0.33575102184069,860,1,0,0.89697385380051
3,P10,none,sparse4,Moderate,0.257511264664747,0.33757055416538,0.35677550528738,NaN,0.210697674418605,25800,0,30,0,0.33757055416538,860,1,0,0.89697385380051
1,P20,none,sparse4,Moderate,0.19514112370875,0.402030010568662,0.277154361532303,NaN,0.149534883720931,51600,0,30,0,0.402030010568662,1720,1,0,0.89697385380051
2,P20,none,sparse4,Moderate,0.196205217930815,0.39921088217199,0.280016848153056,NaN,0.149767441860466,51600,0,30,0,0.39921088217199,1720,1,0,0.89697385380051
3,P20,none,sparse4,Moderate,0.195504784626966,0.402042404700399,0.279388055406958,NaN,0.150465116279069,51600,0,30,0,0.402042404700399,1720,1,0,0.89697385380051
1,State-event,none,sparse4,Moderate,0.449674306353585,0.165047402339234,0.615409404403698,NaN,0.371162790697675,9577,0,30,1,0.165047402339234,309.363636363636,1,0,0.89697385380051
2,State-event,none,sparse4,Moderate,0.449509738858473,0.128318225575004,0.612169980047834,NaN,0.379534883720929,9555,0,30,1,0.128318225575004,308.363636363636,1,0,0.89697385380051
3,State-event,none,sparse4,Moderate,0.454712795844024,0.158010819537974,0.611651123086326,NaN,0.377906976744186,9568,0,30,1,0.158010819537974,308.227272727273,1,0,0.89697385380051
1,Causal-v3,none,sparse4,Moderate,0.239590054696108,0.351631503255588,0.330898727994508,NaN,0.165348837209304,32508,25936,30,0,0.351631503255588,1031.90909090909,1,0,0.89697385380051
2,Causal-v3,none,sparse4,Moderate,0.240940385620359,0.352543651030779,0.332381009469356,NaN,0.165348837209303,32540,25845,30,0,0.352543651030779,1034.63636363636,1,0,0.89697385380051
3,Causal-v3,none,sparse4,Moderate,0.239800745996658,0.355644143905207,0.336537952076294,NaN,0.161395348837209,32528,25917,30,0,0.355644143905207,1031.09090909091,1,0,0.89697385380051
1,P10,perm 10%,sparse4,Moderate,0.98739709303564,0.31076471550191,1.83493429850587,NaN,2.96186046511628,25800,0,30,0,0.31076471550191,860,1,0,0.89697385380051
2,P10,perm 10%,sparse4,Moderate,0.910582517961735,0.223358637415854,1.65981429026819,NaN,2.97116279069767,25800,0,30,1,0.223358637415854,860,1,0,0.799829036706369
3,P10,perm 10%,sparse4,Moderate,0.91034779049881,0.29076858871919,1.47223056263145,NaN,2.97,25800,0,30,0,0.29076858871919,860,1,0,0.792355000162148
1,P20,perm 10%,sparse4,Moderate,0.984374515393297,0.315051867577535,1.83280127505887,NaN,2.91069767441861,51600,0,30,0,0.315051867577535,1720,1,0,0.89697385380051
2,P20,perm 10%,sparse4,Moderate,0.906377841851082,0.222581167409907,1.65657574755419,NaN,2.91558139534884,51600,0,30,1,0.222581167409907,1720,1,0,0.799829036706369
3,P20,perm 10%,sparse4,Moderate,0.905440460423306,0.290131195344838,1.46956504109899,NaN,2.91046511627907,51600,0,30,0,0.290131195344838,1720,1,0,0.792355000162148
1,State-event,perm 10%,sparse4,Moderate,1.02128379161587,0.283107610200109,1.86284204295589,NaN,3.19116279069768,18340,0,30,0,0.283107610200109,600.227272727273,1,0,0.89697385380051
2,State-event,perm 10%,sparse4,Moderate,0.961042150816154,0.233900529726456,1.70384473212617,NaN,3.24837209302326,18407,0,30,1,0.233900529726456,603.454545454545,1,0,0.799829036706369
3,State-event,perm 10%,sparse4,Moderate,0.967740976859939,0.270114583084713,1.52650038099405,NaN,3.23767441860465,18120,0,30,0,0.270114583084713,595.045454545455,1,0,0.792355000162148
1,Causal-v3,perm 10%,sparse4,Moderate,0.988230047346429,0.309962536606323,1.83566272120326,NaN,2.9553488372093,25029,18196,30,0,0.309962536606323,786.363636363636,1,0,0.89697385380051
2,Causal-v3,perm 10%,sparse4,Moderate,0.911480899737194,0.223363388992024,1.66082730683194,NaN,2.93720930232558,25569,18560,30,1,0.223363388992024,805.863636363636,1,0,0.799829036706369
3,Causal-v3,perm 10%,sparse4,Moderate,0.911449424882643,0.289908699284781,1.47328795635513,NaN,2.94279069767442,25788,18384,30,0,0.289908699284781,813.227272727273,1,0,0.792355000162148
1,P10,perm 20%,sparse4,Moderate,1.30642725189221,0.261430861668559,2.19192288136312,NaN,5.73162790697674,25800,0,30,0,0.261430861668559,860,1,0,0.871780742342762
2,P10,perm 20%,sparse4,Moderate,1.27003208403058,0.254927746978196,1.99077544130804,NaN,5.39558139534884,25800,0,30,0,0.254927746978196,860,1,0,0.792030667508265
3,P10,perm 20%,sparse4,Moderate,1.27137727436034,0.306082255324582,2.00376769562648,NaN,5.39441860465116,25800,0,30,0,0.306082255324582,860,1,0,0.792355000162148
1,P20,perm 20%,sparse4,Moderate,1.3054562936432,0.261379497860152,2.19155353950208,NaN,5.68186046511628,51600,0,30,0,0.261379497860152,1720,1,0,0.871780742342762
2,P20,perm 20%,sparse4,Moderate,1.26907674696048,0.254618399061631,1.98990660213456,NaN,5.34069767441861,51600,0,30,0,0.254618399061631,1720,1,0,0.792030667508265
3,P20,perm 20%,sparse4,Moderate,1.26993413160483,0.305928480248489,2.00270499326145,NaN,5.33558139534884,51600,0,30,0,0.305928480248489,1720,1,0,0.792355000162148
1,State-event,perm 20%,sparse4,Moderate,1.31896603321348,0.26237547163726,2.19564503082249,NaN,5.9746511627907,29108,0,30,0,0.26237547163726,965.954545454545,1,0,0.871780742342762
2,State-event,perm 20%,sparse4,Moderate,1.28314645077842,0.256883881985042,2.00031596841385,NaN,5.62767441860465,27951,0,30,0,0.256883881985042,925.545454545455,1,0,0.792030667508265
3,State-event,perm 20%,sparse4,Moderate,1.29981126740806,0.308153037786712,2.0272084636809,NaN,5.70093023255814,27661,0,30,0,0.308153037786712,916.5,1,0,0.792355000162148
1,Causal-v3,perm 20%,sparse4,Moderate,1.30724254559089,0.26138275880679,2.19243466430459,NaN,5.75232558139535,21467,14017,30,0,0.26138275880679,667.636363636364,1,0,0.871780742342762
2,Causal-v3,perm 20%,sparse4,Moderate,1.27090720511031,0.254876611688006,1.99169291258982,NaN,5.37790697674419,21771,14769,30,0,0.254876611688006,680.363636363636,1,0,0.792030667508265
3,Causal-v3,perm 20%,sparse4,Moderate,1.27250754729029,0.306332272372344,2.00486584298419,NaN,5.39302325581395,22140,14526,30,0,0.306332272372344,691.636363636364,1,0,0.792355000162148
1,P10,perm 30%,sparse4,Moderate,1.51614381283283,0.278687172276135,2.21844597723593,NaN,8.50255813953488,25800,0,30,0,0.278687172276135,860,1,0,0.757252563015453
2,P10,perm 30%,sparse4,Moderate,1.46749817953783,0.259696964408611,2.33376661646776,NaN,8.50837209302326,25800,0,30,0,0.259696964408611,860,1,1,0.676165439712138
3,P10,perm 30%,sparse4,Moderate,1.52122220153314,0.309279256165663,2.12270614883662,NaN,8.16651162790698,25800,0,30,0,0.309279256165663,860,1,0,0.596756399690105
1,P20,perm 30%,sparse4,Moderate,1.51577250031691,0.27862775833474,2.21825102683677,NaN,8.46116279069768,51600,0,30,0,0.27862775833474,1720,1,0,0.757252563015453
2,P20,perm 30%,sparse4,Moderate,1.46697873506657,0.259491029916973,2.33376661646776,NaN,8.46046511627907,51600,0,30,0,0.259491029916973,1720,1,1,0.676165439712138
3,P20,perm 30%,sparse4,Moderate,1.52081648335051,0.309085937227294,2.12236933679988,NaN,8.1153488372093,51600,0,30,0,0.309085937227294,1720,1,0,0.596756399690105
1,State-event,perm 30%,sparse4,Moderate,1.52208060461701,0.278599803435902,2.22158843956771,NaN,8.74,40240,0,30,0,0.278599803435902,1344.27272727273,1,0,0.757252563015453
2,State-event,perm 30%,sparse4,Moderate,1.4750449607181,0.262702866271689,2.33376661646776,NaN,8.75162790697674,40492,0,30,0,0.262702866271689,1350,1,1,0.676165439712138
3,State-event,perm 30%,sparse4,Moderate,1.52841440125359,0.310168380935928,2.12862119010305,NaN,8.39720930232558,38954,0,30,0,0.310168380935928,1297.81818181818,1,0,0.596756399690105
1,Causal-v3,perm 30%,sparse4,Moderate,1.51686008856574,0.278152079323318,2.21907982178659,NaN,8.52697674418605,19028,11222,30,0,0.278152079323318,586.363636363636,1,0,0.757252563015453
2,Causal-v3,perm 30%,sparse4,Moderate,1.46813239401903,0.259778631569658,2.33376661646776,NaN,8.51395348837209,19637,11814,30,0,0.259778631569658,608.090909090909,1,1,0.676165439712138
3,Causal-v3,perm 30%,sparse4,Moderate,1.5220151816884,0.308743255555017,2.12333709651563,NaN,8.18046511627907,19070,11273,30,0,0.308743255555017,589.272727272727,1,0,0.596756399690105
1,P10,burst 2s,sparse4,Moderate,0.290123549305568,0.337380651243335,0.56638652051395,4.7,0.781627906976744,25800,0,30,0,0.384245541758169,860,1,0,0.757252563015453
2,P10,burst 2s,sparse4,Moderate,0.28982497973307,0.335218454944763,0.554551623971129,4.78,0.785116279069767,25800,0,30,0,0.374834780892635,860,1,1,0.676165439712138
3,P10,burst 2s,sparse4,Moderate,0.289166736431455,0.330725809668834,0.554997322328792,4.64,0.761860465116279,25800,0,30,0,0.369377351000455,860,1,0,0.596756399690105
1,P20,burst 2s,sparse4,Moderate,0.227157759915955,0.402124425966334,0.485005905629718,4.46,0.709069767441861,51600,0,30,0,0.425255348201616,1720,1,0,0.757252563015453
2,P20,burst 2s,sparse4,Moderate,0.227057540248349,0.399343660040817,0.467889341992247,4.56,0.713953488372094,51600,0,30,0,0.421827771186812,1720,1,1,0.676165439712138
3,P20,burst 2s,sparse4,Moderate,0.225637133013222,0.399092047781637,0.466680732899201,4.46,0.684418604651163,51600,0,30,0,0.409603801246813,1720,1,0,0.596756399690105
1,State-event,burst 2s,sparse4,Moderate,0.476981107891705,0.120211717545413,0.799558307224747,3.92,0.898837209302326,11598,0,30,1,0.266403192687167,1307,1,0,0.757252563015453
2,State-event,burst 2s,sparse4,Moderate,0.486849735562529,0.14511866877144,0.819281508619416,4.76,0.953255813953488,11645,0,30,1,0.244898105265068,1356,1,1,0.676165439712138
3,State-event,burst 2s,sparse4,Moderate,0.480156405261449,0.138455761155582,0.803026326851349,4.62,0.937441860465116,11535,0,30,1,0.254708930067815,1278.5,1,0,0.596756399690105
1,Causal-v3,burst 2s,sparse4,Moderate,0.269180095319366,0.351131773609969,0.551269447011199,4.36,0.712558139534883,33046,25891,30,0,0.398618400011931,948.5,1,0,0.757252563015453
2,Causal-v3,burst 2s,sparse4,Moderate,0.26742138089806,0.353832058760101,0.524381472129326,4.12,0.714418604651162,33017,25830,30,0,0.394550906752652,956.5,1,1,0.676165439712138
3,Causal-v3,burst 2s,sparse4,Moderate,0.267984176804535,0.344455367333653,0.535088709350491,4.34,0.693488372093023,33165,25984,30,0,0.385458406366898,951,1,0,0.596756399690105
1,P10,burst 5s,sparse4,Moderate,0.408393540584743,0.0603889884539124,1.04239329277237,4.98,1.62232558139535,25800,0,30,1,0.0637422150324134,860,1,0,0.757252563015453
2,P10,burst 5s,sparse4,Moderate,0.402090709202324,0.0867894412869969,1.0321500347452,5.04,1.61651162790698,25800,0,30,1,0.116011784282957,860,1,1,0.676165439712138
3,P10,burst 5s,sparse4,Moderate,0.406649999326079,0.0940370248606717,1.00799621894819,4.92,1.55488372093023,25800,0,30,1,0.115182073246723,860,1,0,0.596756399690105
1,P20,burst 5s,sparse4,Moderate,0.349857687562973,0.0150838955863328,0.967480900514445,4.64,1.54767441860465,51600,0,30,1,0.0508844210865585,1720,1,0,0.757252563015453
2,P20,burst 5s,sparse4,Moderate,0.345649801154809,0.0317347191445658,0.974562035464442,4.74,1.54976744186046,51600,0,30,1,0.0317347191445658,1720,1,1,0.676165439712138
3,P20,burst 5s,sparse4,Moderate,0.347211443293521,0.0257593895045575,0.928588407928392,4.66,1.48325581395349,51600,0,30,1,0.0257593895045575,1720,1,0,0.596756399690105
1,State-event,burst 5s,sparse4,Moderate,0.561422078716981,0.138220513397069,1.1745621129387,4.42,1.80232558139535,14981,0,30,1,0.22807472876759,1328.2,1,0,0.757252563015453
2,State-event,burst 5s,sparse4,Moderate,0.569754183457023,0.124827020065188,1.1800254834067,4.64,1.79093023255814,15018,0,30,1,0.151548003343055,1351.4,1,1,0.676165439712138
3,State-event,burst 5s,sparse4,Moderate,0.561845360255907,0.103735726865127,1.14322523522194,4.06,1.75372093023256,14815,0,30,1,0.210298051705214,1289,1,0,0.596756399690105
1,Causal-v3,burst 5s,sparse4,Moderate,0.388911747995982,0.0349279389062621,1.04200603879525,4.44,1.59558139534884,32920,25392,30,1,0.0425654264838951,749.4,1,0,0.757252563015453
2,Causal-v3,burst 5s,sparse4,Moderate,0.379031634170976,0.0804719603783794,1.01280935095699,4.24,1.60093023255814,32873,25389,30,1,0.0804719603783794,763.8,1,1,0.676165439712138
3,Causal-v3,burst 5s,sparse4,Moderate,0.384114908810946,0.0778226770425699,0.977824999073683,4.36,1.57348837209302,32977,25435,30,1,0.0778226770425699,753.2,1,0,0.596756399690105
1,P10,none,ring2,Stressed,0.271939022699912,0.297255724580066,0.35223824897884,NaN,0.320416666666667,14400,0,30,0,0.297255724580066,480,1,0,0.498132719947257
2,P10,none,ring2,Stressed,0.268040221957022,0.308664531937925,0.35525083478905,NaN,0.310000000000001,14400,0,30,0,0.308664531937925,480,1,0,0.498132719947257
3,P10,none,ring2,Stressed,0.266897040618396,0.305059107891333,0.343768203087524,NaN,0.318333333333335,14400,0,30,0,0.305059107891333,480,1,0,0.498132719947257
1,P20,none,ring2,Stressed,0.206973413437696,0.37659040434325,0.278853764823412,NaN,0.221250000000004,28800,0,30,0,0.37659040434325,960,1,0,0.498132719947257
2,P20,none,ring2,Stressed,0.205418912170383,0.371777189452362,0.275539474385214,NaN,0.224583333333333,28800,0,30,0,0.371777189452362,960,1,0,0.498132719947257
3,P20,none,ring2,Stressed,0.204998358941565,0.375207713339704,0.279623779044518,NaN,0.22208333333333,28800,0,30,0,0.375207713339704,960,1,0,0.498132719947257
1,State-event,none,ring2,Stressed,0.473810567635491,0.0715029156576362,0.796227088568313,NaN,0.672499999999999,5395,0,30,1,0.0715029156576362,171.590909090909,1,0,0.498132719947257
2,State-event,none,ring2,Stressed,0.468966289541486,0.125769372276573,0.795603839202635,NaN,0.602083333333332,5403,0,30,1,0.125769372276573,173.545454545455,1,0,0.498132719947257
3,State-event,none,ring2,Stressed,0.473353566036679,0.125954497496981,0.781387292456842,NaN,0.652916666666667,5398,0,30,1,0.125954497496981,173.363636363636,1,0,0.498132719947257
