seed,scenario,scenarioLabel,condition,conditionLabel,conditionKind,N,BASE_TRACE_HASH_EXACT,CONDITION_TRACE_HASH_EXACT,CONFIG_HASH,REALIZATION_HASH,SCHEDULE_STATE_HASH,BLACKOUT_OWNER,BLACKOUT_CLIENT,BLACKOUT_OWNER_LOCK_EXPIRY,BLACKOUT_CLIENT_GRANT_EXPIRY,BLACKOUT_CLIENT_FINAL_ACTIVE,RECONFIGURATION_TARGET_CLIENT,RECONFIGURATION_TARGET_SLOT,FINAL_ALL_CERTIFIED,FINAL_SCHEDULED_COLLISION_FREE,FIRST_ALL_CERTIFIED_FRAME,CERTIFIED_NODE_FRAME_FRACTION,FALSE_VALID_EDGE_FRAMES,OWNER_LOCK_VIOLATIONS,STALE_GRANT_ACCEPTS,FUTURE_GRANT_ACCEPTS,RECONFIGURATION_APPLIED_FRAME,RECONFIGURATION_RELEASE_FENCE,RECOVERY_FRAME,AUTOMATIC_RECOLOR_COUNT,STATUS_ATTEMPTS,GRANT_ATTEMPTS,GRANT_ENTRIES_ATTEMPTED,CONTROL_ATTEMPTS,MANAGEMENT_RECIPIENT_ATTEMPTS,MANAGEMENT_RECIPIENT_SUCCESS,MANAGEMENT_RECIPIENT_ERASURE,MANAGEMENT_RECIPIENT_COLLISION,SCHEDULED_ATTEMPTS,FALLBACK_ATTEMPTS,SCHEDULED_RECIPIENT_ATTEMPTS,SCHEDULED_RECIPIENT_SUCCESS,SCHEDULED_RECIPIENT_ERASURE,SCHEDULED_RECIPIENT_COLLISION,FALLBACK_RECIPIENT_ATTEMPTS,FALLBACK_RECIPIENT_SUCCESS,FALLBACK_RECIPIENT_ERASURE,FALLBACK_RECIPIENT_COLLISION,SCHEDULED_COLLISION_FRAMES,FALLBACK_COLLISION_FRAMES,OFFERED_UTILIZATION,CHANNEL_UTILIZATION,ACCOUNTING_CLOSES,FUTURE_RANDOM_READS,RECEIVER_TRUTH_READS
16042020,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30498415592,30498415592,1062147,556703,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,5,4777,4777,0,0,12,10,0,2,0,2,0.486610822728919,0.486423159472949,1,0,0
16042020,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30498415592,30498415592,1718017,556703,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,5,4777,4511,266,0,12,8,2,2,0,2,0.486610822728919,0.486423159472949,1,0,0
16042020,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30498415592,30498415592,1386513,554106,177321061,NaN,NaN,NaN,NaN,NaN,3,3,1,1,7,0.9935,0,0,0,0,NaN,NaN,NaN,0,996,793,1888,1789,7156,6802,354,0,1987,6,4770,4770,0,0,14,12,0,2,0,2,0.485922724123697,0.485735060867728,1,0,0
16042020,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30498415592,30498415592,1061693,590905,137695735,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,485,1998,1998,0,0,998,882,0,116,0,116,0.278492271858741,0.262916221613272,1,0,0
16042020,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30498415592,20817083435,1160088,1043082,175959056,1,2,421,0,0,3,3,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,176,3979,3979,0,0,354,352,0,2,0,2,0.468657704574503,0.468470041318533,1,0,0
16042020,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30498415592,30498415592,1062266,556679,177394327,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,5,4773,4773,0,0,12,10,0,2,0,2,0.486298050635636,0.486110387379667,1,0,0
16042020,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30498415592,30498415592,1062269,556485,177307126,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.972,0,0,0,0,222,221,NaN,1,1006,813,1970,1819,7276,7276,0,0,1944,27,4677,4677,0,0,57,47,0,10,0,9,0.483670765052063,0.482732448772216,1,0,0
16042020,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113286836875,113286836875,1756965,4137826,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,11,10295,10295,0,0,25,17,0,8,0,4,0.537627953161099,0.375022255229526,1,0,0
16042020,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113286836875,113286836875,2412835,4137826,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,11,10295,9776,519,0,25,17,0,8,0,4,0.537627953161099,0.375022255229526,1,0,0
16042020,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113286836875,113286836875,2081331,4125373,504248137,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.988,0,0,0,0,NaN,NaN,NaN,0,1981,1784,5613,3765,33885,32138,1747,0,3952,14,10287,10287,0,0,33,25,0,8,0,4,0.537319208165026,0.374816425232144,1,0,0
16042020,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113286836875,113286836875,1746049,736120,382875129,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,662,2798,2798,0,0,1442,1252,0,190,0,134,0.170941812825533,0.151182133076886,1,0,0
16042020,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113286836875,74457518653,1854906,4496862,501607650,1,2,421,0,0,3,3,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,81,9497,9497,0,0,165,157,0,8,0,4,0.517285088419871,0.395433729969882,1,0,0
16042020,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113286836875,113286836875,1757384,4137787,504265273,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,11,10291,10291,0,0,25,17,0,8,0,4,0.537456428163281,0.37505656022909,1,0,0
16042020,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113286836875,113286836875,1757387,4135671,504082988,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.94075,0,0,0,0,222,221,NaN,5,2015,1902,5876,3917,35253,35253,0,0,3763,49,9825,9825,0,0,115,101,0,14,0,8,0.526684658300303,0.377869570193307,1,0,0
16042021,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30425814304,30425814304,1062147,556773,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,6,4777,4777,0,0,11,7,0,4,0,4,0.486798485984888,0.486423159472949,1,0,0
16042021,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30425814304,30425814304,1718017,556773,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,6,4777,4533,244,0,11,7,0,4,0,4,0.486798485984888,0.486423159472949,1,0,0
16042021,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30425814304,30425814304,1386513,554486,177402522,NaN,NaN,NaN,NaN,NaN,3,3,1,1,6,0.994,0,0,0,0,NaN,NaN,NaN,0,997,789,1887,1786,7144,6773,371,0,1988,6,4772,4772,0,0,11,7,0,4,0,4,0.485922724123697,0.485547397611758,1,0,0
16042021,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30425814304,30425814304,1061693,590167,137695735,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,482,1998,1998,0,0,996,908,0,88,0,88,0.277929282090832,0.262540895101333,1,0,0
16042021,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30425814304,20744506549,1160088,1042894,175959056,1,2,421,0,0,3,3,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,162,3979,3979,0,0,321,313,0,8,0,7,0.46603041899093,0.465279765967052,1,0,0
16042021,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30425814304,30425814304,1062266,556771,177394327,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,7,4773,4773,0,0,13,9,0,4,0,4,0.486673377147575,0.486298050635636,1,0,0
16042021,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30425814304,30425814304,1062269,556299,177307126,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.972,0,0,0,0,222,221,NaN,1,1006,813,1970,1819,7276,7276,0,0,1944,24,4677,4677,0,0,49,45,0,4,0,4,0.483107775284155,0.482544785516246,1,0,0
16042021,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113101866023,113101866023,1756965,4137674,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,9,10295,10295,0,0,18,16,0,2,0,2,0.537422123163717,0.374919340230835,1,0,0
16042021,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113101866023,113101866023,2412835,4137674,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,9,10295,9749,546,0,18,15,1,2,0,2,0.537422123163717,0.374919340230835,1,0,0
16042021,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113101866023,113101866023,2081331,4123837,503996664,NaN,NaN,NaN,NaN,NaN,3,3,1,1,13,0.98475,0,0,0,0,NaN,NaN,NaN,0,1974,1778,5626,3752,33768,32114,1654,0,3939,14,10257,10257,0,0,27,25,0,2,0,2,0.535535348187718,0.373650055246981,1,0,0
16042021,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113101866023,113101866023,1746049,734753,382875129,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,624,2798,2798,0,0,1391,1202,0,189,0,135,0.16703104287528,0.147785938120088,1,0,0
16042021,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113101866023,74453183718,1854906,4496969,501607650,1,2,421,0,0,3,3,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,86,9497,9497,0,0,172,170,0,2,0,2,0.517799663413325,0.396051219962027,1,0,0
16042021,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113101866023,113101866023,1757384,4137635,504265273,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,9,10291,10291,0,0,18,16,0,2,0,2,0.537250598165899,0.374953645230399,1,0,0
16042021,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113101866023,113101866023,1757387,4135256,504082988,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.94075,0,0,0,0,222,221,NaN,5,2015,1902,5876,3917,35253,35253,0,0,3763,42,9825,9825,0,0,93,87,0,6,0,4,0.525964253309467,0.377252080201162,1,0,0
16042022,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30566293836,30566293836,1062147,556611,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,3,4777,4777,0,0,7,7,0,0,0,0,0.48623549621698,0.48623549621698,1,0,0
16042022,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30566293836,30566293836,1718017,556611,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,3,4777,4544,233,0,7,7,0,0,0,0,0.48623549621698,0.48623549621698,1,0,0
16042022,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30566293836,30566293836,1386513,554586,177388911,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.9935,0,0,0,0,NaN,NaN,NaN,0,997,789,1904,1786,7144,6790,354,0,1987,3,4770,4770,0,0,7,7,0,0,0,0,0.485172071099819,0.485172071099819,1,0,0
16042022,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30566293836,30566293836,1061693,590767,137695735,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,494,1998,1998,0,0,1017,915,0,102,0,102,0.280181241162467,0.264605190916998,1,0,0
16042022,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30566293836,20785216361,1160088,1043082,175959056,1,2,421,0,0,3,3,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,176,3979,3979,0,0,353,351,0,2,0,2,0.468657704574503,0.468470041318533,1,0,0
16042022,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30566293836,30566293836,1062266,556587,177394327,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,3,4773,4773,0,0,7,7,0,0,0,0,0.485922724123697,0.485922724123697,1,0,0
16042022,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30566293836,30566293836,1062269,556273,177307126,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.972,0,0,0,0,222,221,NaN,1,1006,813,1970,1819,7276,7276,0,0,1944,25,4677,4677,0,0,50,48,0,2,0,2,0.483295438540124,0.482920112028185,1,0,0
16042022,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113266750326,113266750326,1756965,4137596,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,9,10295,10295,0,0,19,19,0,0,0,0,0.537422123163717,0.375022255229526,1,0,0
16042022,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113266750326,113266750326,2412835,4137596,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,9,10295,9763,532,0,19,17,2,0,0,0,0.537422123163717,0.375022255229526,1,0,0
16042022,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113266750326,113266750326,2081331,4124613,504096109,NaN,NaN,NaN,NaN,NaN,3,3,1,1,11,0.9865,0,0,0,0,NaN,NaN,NaN,0,1976,1771,5618,3747,33723,32071,1652,0,3946,12,10274,10274,0,0,23,21,0,2,0,2,0.535878398183354,0.373787275245236,1,0,0
16042022,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113266750326,113266750326,1746049,736033,382875129,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,647,2798,2798,0,0,1430,1248,0,182,0,146,0.16939808784517,0.149329663100451,1,0,0
16042022,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113266750326,74697648403,1854906,4497113,501607650,1,2,421,0,0,3,3,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,92,9497,9497,0,0,185,185,0,0,0,0,0.51841715340547,0.396771624952863,1,0,0
16042022,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113266750326,113266750326,1757384,4137557,504265273,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,9,10291,10291,0,0,19,19,0,0,0,0,0.537250598165899,0.37505656022909,1,0,0
16042022,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113266750326,113266750326,1757387,4136010,504082988,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.94075,0,0,0,0,222,221,NaN,5,2015,1902,5876,3917,35253,35253,0,0,3763,55,9825,9825,0,0,134,113,0,21,0,11,0.527302148292448,0.378075400190689,1,0,0
16042023,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30351754307,30351754307,1062147,556633,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,4,4777,4777,0,0,9,9,0,0,0,0,0.486423159472949,0.486423159472949,1,0,0
16042023,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30351754307,30351754307,1718017,556633,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,4,4777,4546,231,0,9,7,2,0,0,0,0.486423159472949,0.486423159472949,1,0,0
16042023,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30351754307,30351754307,1386513,553792,177406529,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.9945,0,0,0,0,NaN,NaN,NaN,0,997,781,1868,1778,7112,6742,370,0,1989,4,4775,4775,0,0,9,9,0,0,0,0,0.485234625518476,0.485234625518476,1,0,0
16042023,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30351754307,30351754307,1061693,591697,137695735,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,521,1998,1998,0,0,1077,961,0,116,0,116,0.285248149073643,0.267232476500571,1,0,0
16042023,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30351754307,20679489701,1160088,1042572,175959056,1,2,421,0,0,3,3,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,155,3979,3979,0,0,311,311,0,0,0,0,0.464716776199143,0.464716776199143,1,0,0
16042023,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30351754307,30351754307,1062266,556609,177394327,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,4,4773,4773,0,0,9,9,0,0,0,0,0.486110387379667,0.486110387379667,1,0,0
16042023,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30351754307,30351754307,1062269,556207,177307126,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.972,0,0,0,0,222,221,NaN,1,1006,813,1970,1819,7276,7276,0,0,1944,22,4677,4677,0,0,46,42,0,4,0,2,0.482732448772216,0.482544785516246,1,0,0
16042023,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113226110890,113226110890,1756965,4137448,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,5,10295,10295,0,0,10,10,0,0,0,0,0.537010463168954,0.374713510233454,1,0,0
16042023,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113226110890,113226110890,2412835,4137448,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,5,10295,9744,551,0,10,9,1,0,0,0,0.537010463168954,0.374713510233454,1,0,0
16042023,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113226110890,113226110890,2081331,4119799,503673864,NaN,NaN,NaN,NaN,NaN,3,3,1,1,15,0.98075,0,0,0,0,NaN,NaN,NaN,0,1967,1775,5556,3742,33678,31926,1752,0,3923,12,10217,10217,0,0,23,23,0,0,0,0,0.533339828215646,0.372586600260509,1,0,0
16042023,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113226110890,113226110890,1746049,734661,382875129,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,631,2798,2798,0,0,1415,1240,0,175,0,126,0.167751447866116,0.149329663100451,1,0,0
16042023,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113226110890,74436768330,1854906,4497187,501607650,1,2,421,0,0,3,3,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,94,9497,9497,0,0,188,188,0,0,0,0,0.518622983402852,0.397080369948936,1,0,0
16042023,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113226110890,113226110890,1757384,4137409,504265273,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,5,10291,10291,0,0,10,10,0,0,0,0,0.536838938171136,0.374747815233017,1,0,0
16042023,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113226110890,113226110890,1757387,4135104,504082988,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.94075,0,0,0,0,222,221,NaN,5,2015,1902,5876,3917,35253,35253,0,0,3763,40,9825,9825,0,0,98,94,0,4,0,2,0.525758423312085,0.377354995199852,1,0,0
16042024,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30313090318,30313090318,1062147,556703,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,5,4777,4777,0,0,11,9,0,2,0,2,0.486610822728919,0.486423159472949,1,0,0
16042024,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30313090318,30313090318,1718017,556703,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,5,4777,4532,245,0,11,9,0,2,0,2,0.486610822728919,0.486423159472949,1,0,0
16042024,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30313090318,30313090318,1386513,554105,177196682,NaN,NaN,NaN,NaN,NaN,3,3,1,1,8,0.99,0,0,0,0,NaN,NaN,NaN,0,992,785,1880,1777,7108,6759,349,0,1980,10,4754,4754,0,0,24,18,0,6,0,4,0.484609081331911,0.484233754819972,1,0,0
16042024,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30313090318,30313090318,1061693,590729,137695735,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,477,1998,1998,0,0,1016,900,0,116,0,116,0.276990965810985,0.260851925797608,1,0,0
16042024,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30313090318,20619390584,1160088,1043372,175959056,1,2,421,0,0,3,3,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,187,3979,3979,0,0,375,369,0,6,0,4,0.470722000390167,0.470346673878228,1,0,0
16042024,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30313090318,30313090318,1062266,556745,177394327,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,8,4773,4773,0,0,17,15,0,2,0,2,0.486861040403545,0.486673377147575,1,0,0
16042024,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30313090318,30313090318,1062269,556373,177307126,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.972,0,0,0,0,222,221,NaN,1,1006,813,1970,1819,7276,7276,0,0,1944,23,4677,4677,0,0,46,38,0,8,0,8,0.482920112028185,0.481981795748338,1,0,0
16042024,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113201338330,113201338330,1756965,4137448,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,5,10295,10295,0,0,11,11,0,0,0,0,0.537010463168954,0.374713510233454,1,0,0
16042024,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113201338330,113201338330,2412835,4137448,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,5,10295,9742,553,0,11,10,1,0,0,0,0.537010463168954,0.374713510233454,1,0,0
16042024,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113201338330,113201338330,2081331,4124801,504243762,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98775,0,0,0,0,NaN,NaN,NaN,0,1983,1784,5609,3767,33903,32182,1721,0,3951,5,10286,10286,0,0,11,11,0,0,0,0,0.536358668177245,0.374267545239126,1,0,0
16042024,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113201338330,113201338330,1746049,738891,382875129,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,700,2798,2798,0,0,1510,1280,0,230,0,169,0.174852582775786,0.150564643084741,1,0,0
