node,targetX,targetY,displacement,minimumSweepSeparation,nearestNode,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,oldColors,newColors,maxResponseBytes,geometryHash
6,0.65,-0.7,0.890224690738243,0.471791003293454,2,3,2,5,2,6,6,46,1477196
2,1,-0.8,0.894427190999916,0.53665631459995,6,3,1,5,2,6,6,46,1285371
6,0.8,-0.8,0.894427190999916,0.53665631459995,2,3,2,5,2,6,6,46,1543703
2,0.9,-0.85,0.901387818865997,0.565794200149734,6,3,1,5,2,6,6,46,2129473
6,0.9,-0.85,0.901387818865997,0.565794200149734,2,3,2,5,2,6,6,46,2074713
2,1.1,-0.75,0.901387818865997,0.499230176602706,6,3,1,5,2,6,6,46,1466258
6,0.7,-0.75,0.901387818865997,0.499230176602706,2,3,2,5,2,6,6,46,1195707
6,0.75,-0.8,0.917877987534291,0.52294532227473,2,3,2,5,2,6,6,46,2017437
2,1.05,-0.8,0.917877987534291,0.522945322274729,6,3,1,5,2,6,6,46,1957646
2,0.95,-0.85,0.919238815542512,0.55480685908483,6,3,1,5,2,6,6,46,1422733
6,0.85,-0.85,0.919238815542512,0.55480685908483,2,3,2,5,2,6,6,46,1209837
2,1.2,-0.7,0.921954445729289,0.455553961419178,6,3,1,5,2,6,6,46,1913191
6,0.6,-0.7,0.921954445729289,0.455553961419178,2,3,2,5,2,6,6,46,1226941
2,1.15,-0.75,0.930053761886914,0.483842997513423,6,3,1,5,2,6,6,46,1959124
6,0.65,-0.75,0.930053761886914,0.483842997513423,2,3,2,5,2,6,6,46,2059297
2,1,-0.85,0.939414711402797,0.542891221320596,6,3,1,5,2,6,6,46,1664114
6,0.8,-0.85,0.939414711402797,0.542891221320596,2,3,2,5,2,6,6,46,1456438
6,0.7,-0.8,0.94339811320566,0.508798982403053,2,3,2,5,2,6,6,46,1281261
2,1.1,-0.8,0.94339811320566,0.508798982403053,6,3,1,5,2,6,6,46,2001229
2,0.9,-0.9,0.948683298050514,0.569209978830308,6,3,1,5,2,6,6,46,1519119
6,0.9,-0.9,0.948683298050514,0.569209978830308,2,3,2,5,2,6,6,46,1538798
2,1.25,-0.7,0.95524865872714,0.439676094975779,6,3,1,5,2,6,6,46,1933192
6,0.55,-0.7,0.95524865872714,0.439676094975779,2,3,2,5,2,6,6,46,1925632
10,-0.55,-0.7,0.95524865872714,0.439676094975779,4,4,2,5,1,6,6,56,1611240
2,1.2,-0.75,0.960468635614927,0.468521285665818,6,3,1,5,2,6,6,46,1592420
6,0.6,-0.75,0.960468635614927,0.468521285665818,2,3,2,5,2,6,6,46,1867769
2,1.05,-0.85,0.961769203083567,0.530272749808237,6,3,1,5,2,6,6,46,1092680
6,0.75,-0.85,0.961769203083567,0.530272749808237,2,3,2,5,2,6,6,46,1916723
