seed,method,fault,topology,N,scenario,RMSE,MINEVAL,PEAKERR,MINSEPBO,RECOVERY,PEAKAOI,TRUEAOI,ESTAOI,SAFEFAIL,DATAPRE,DATADUR,DATAPOST,ACKPRE,ACKDUR,ACKPOST,OUTMEAN,OUTMAX,PROBES,MAXGAP,CONNECTED,ISOLATED,LAMBDA2,DISCDUR
3,Causal-v3,1node 2s,sparse4,N20,Moderate,0.244844616613683,0.355944016963972,0.41521113086075,0.402497667717208,2.1,0.362093023255814,0.15336501700357,0.234196663320429,0,1049.33333333333,902.5,1040.8125,843,724,837.0625,1.99931828393474,11,0,2.1,1,0,0.829850929537972,0
1,P10,1node 5s,sparse4,N20,Moderate,0.309958095177363,0.335882074993295,1.01288563372009,0.345631877624342,4.02,0.721162790697678,0.219487146991107,NaN,0,857.333333333333,780,860,0,0,0,NaN,NaN,NaN,NaN,1,0,0.827456117493261,0
2,P10,1node 5s,sparse4,N20,Moderate,0.299669330197948,0.301217270477328,1.02633714363526,0.301217270477328,3.78,0.673488372093024,0.213277147624781,NaN,0,857.333333333333,780,860,0,0,0,NaN,NaN,NaN,NaN,1,0,0.910573653556176,0
3,P10,1node 5s,sparse4,N20,Moderate,0.296168416669545,0.30316889403603,0.955452870707436,0.32198461238063,3.46,0.723488372093027,0.218434193016919,NaN,0,857.333333333333,780,860,0,0,0,NaN,NaN,NaN,NaN,1,0,0.829850929537972,0
1,P20,1node 5s,sparse4,N20,Moderate,0.252196592001129,0.379075835210172,0.967912076217833,0.379075835210172,4,0.665581395348838,0.180846798893184,NaN,0,1717.33333333333,1560,1720,0,0,0,NaN,NaN,NaN,NaN,1,0,0.827456117493261,0
2,P20,1node 5s,sparse4,N20,Moderate,0.239780726137395,0.327735647325945,0.970555091483533,0.327735647325945,3.72,0.614651162790695,0.173614684325032,NaN,0,1717.33333333333,1560,1720,0,0,0,NaN,NaN,NaN,NaN,1,0,0.910573653556176,0
3,P20,1node 5s,sparse4,N20,Moderate,0.237233770128978,0.325357186546933,0.913667525047693,0.33551516890481,3.6,0.662558139534885,0.180436389751389,NaN,0,1717.33333333333,1560,1720,0,0,0,NaN,NaN,NaN,NaN,1,0,0.829850929537972,0
1,State-event,1node 5s,sparse4,N20,Moderate,0.487787251508541,0.125319162148807,1.15331896464397,0.17097192877965,3.9,0.90813953488372,0.355726717782988,NaN,1,303.666666666667,249.2,314.384615384615,0,0,0,NaN,NaN,111,NaN,1,0,0.827456117493261,0
2,State-event,1node 5s,sparse4,N20,Moderate,0.49101163488043,0.0978023160301288,1.16201643967074,0.15460782481022,2.9,0.817906976744187,0.355329404558224,NaN,1,299.666666666667,261.4,314.384615384615,0,0,0,NaN,NaN,87,NaN,1,0,0.910573653556176,0
3,State-event,1node 5s,sparse4,N20,Moderate,0.492181558089069,0.118239466523887,1.07319469483903,0.161596240889278,3.76,0.888837209302326,0.363700441459139,NaN,1,303.666666666667,249.4,316.769230769231,0,0,0,NaN,NaN,89,NaN,1,0,0.829850929537972,0
1,Causal-v3,1node 5s,sparse4,N20,Moderate,0.28991886228803,0.351358471052797,1.00837582886348,0.36293084760637,3.68,0.688604651162793,0.204613987284287,0.286075577226434,0,1046.66666666667,860.6,1082.38461538462,831.333333333333,693.6,867.538461538462,2.00685589451993,9,0,5.12,1,0,0.827456117493261,0
2,Causal-v3,1node 5s,sparse4,N20,Moderate,0.278576045953942,0.306578625728456,1.00510807326147,0.306578625728456,3.34,0.619302325581398,0.198037724690028,0.286446292843802,0,1045,890.2,1077.46153846154,842,710.2,858.307692307692,2.0134793858358,9,0,5.12,1,0,0.910573653556176,0
3,Causal-v3,1node 5s,sparse4,N20,Moderate,0.276366237799556,0.318373398014529,0.950092463246265,0.322581177539686,3.32,0.685116279069766,0.204333481190461,0.286510588460228,0,1049.33333333333,877.2,1074.15384615385,843,700.4,860.769230769231,2.01080674898905,11,0,5.1,1,0,0.829850929537972,0
1,P10,2node 2s,sparse4,N20,Moderate,0.278186561434993,0.305108916774619,0.559994017159865,0.323937628932264,4.26,0.589767441860465,0.17710495743827,NaN,0,854.666666666667,700,860,0,0,0,NaN,NaN,NaN,NaN,1,0,0.722676949558421,0
2,P10,2node 2s,sparse4,N20,Moderate,0.273822050469771,0.335535883057305,0.496604060818053,0.392499600507132,3.7,0.590930232558139,0.178066028768773,NaN,0,854.666666666667,700,860,0,0,0,NaN,NaN,NaN,NaN,1,0,0.892419775915873,0
3,P10,2node 2s,sparse4,N20,Moderate,0.268242321551654,0.303967210421947,0.447645237655566,0.310424142880069,2.92,0.514186046511628,0.173094860908688,NaN,0,855.666666666667,730,860,0,0,0,NaN,NaN,NaN,NaN,1,0,0.651822534080225,0
1,P20,2node 2s,sparse4,N20,Moderate,0.216371961610382,0.343974980521012,0.485562846127339,0.358096960016762,4.16,0.530232558139534,0.138579093002133,NaN,0,1714.66666666667,1400,1720,0,0,0,NaN,NaN,NaN,NaN,1,0,0.722676949558421,0
2,P20,2node 2s,sparse4,N20,Moderate,0.210559223449105,0.399640135450906,0.431995664561632,0.435350851690893,3.62,0.52860465116279,0.138839532771476,NaN,0,1714.66666666667,1400,1720,0,0,0,NaN,NaN,NaN,NaN,1,0,0.892419775915873,0
3,P20,2node 2s,sparse4,N20,Moderate,0.205687659560642,0.340374444345832,0.380516455819559,0.348801383497523,3.14,0.463023255813953,0.135123671926156,NaN,0,1715.66666666667,1460,1720,0,0,0,NaN,NaN,NaN,NaN,1,0,0.651822534080225,0
1,State-event,2node 2s,sparse4,N20,Moderate,0.468386172696347,0.120408396594843,0.778252603291873,0.192744667493537,4.48,0.706046511627907,0.311894683480134,NaN,1,303.666666666667,234.5,309.6875,0,0,0,NaN,NaN,72,NaN,1,0,0.722676949558421,0
2,State-event,2node 2s,sparse4,N20,Moderate,0.469949165196882,0.109311742667254,0.681868053225701,0.261512539755551,0.220000000000001,0.733720930232559,0.315157679065543,NaN,1,299.666666666667,238,310.375,0,0,0,NaN,NaN,72,NaN,1,0,0.892419775915873,0
3,State-event,2node 2s,sparse4,N20,Moderate,0.461666837168119,0.141706650196474,0.662730553817989,0.149641175297474,0,0.698139534883721,0.309157214371713,NaN,1,303.666666666667,252,310.375,0,0,0,NaN,NaN,67,NaN,1,0,0.651822534080225,0
1,Causal-v3,2node 2s,sparse4,N20,Moderate,0.257505422171463,0.306380170539991,0.543592582227176,0.317903591279753,3.88,0.556976744186046,0.16280738440741,0.245604952435581,0,1045.66666666667,786,1057.5625,831,633.5,843.125,2.01499775343569,9,0,2.12,1,0,0.722676949558421,0
2,Causal-v3,2node 2s,sparse4,N20,Moderate,0.253091898819167,0.353118059062945,0.471458060953821,0.404634013632135,3.58,0.557209302325581,0.163697061867647,0.24591758688274,0,1045,789,1057.1875,842,638,835.6875,2.01667105650497,9,0,2.12,1,0,0.892419775915873,0
3,Causal-v3,2node 2s,sparse4,N20,Moderate,0.246831859727881,0.316885228200578,0.417543794858783,0.321357164107669,2.74,0.482790697674418,0.159123207232326,0.241117644246857,0,1048,840.5,1047.25,843,681,841.875,2.00302124165285,11,0,2.12,1,0,0.651822534080225,0
1,P10,2node 5s,sparse4,N20,Moderate,0.353897835837245,0.0639059578297958,1.08149179231659,0.152384591124765,4.52,1.18860465116279,0.276295967724901,NaN,1,854.666666666667,700,860,0,0,0,NaN,NaN,NaN,NaN,1,0,0.722676949558421,0
2,P10,2node 5s,sparse4,N20,Moderate,0.335975900033701,0.311664700178331,1.02633839831248,0.311664700178331,4.46,1.1746511627907,0.276971886023277,NaN,0,854.666666666667,700,860,0,0,0,NaN,NaN,NaN,NaN,1,0,0.892419775915873,0
3,P10,2node 5s,sparse4,N20,Moderate,0.311203358021621,0.295904495622023,0.95678711128272,0.302680207496896,3.74,1.00953488372093,0.253444648628097,NaN,0,855.666666666667,730,860,0,0,0,NaN,NaN,NaN,NaN,1,0,0.651822534080225,0
1,P20,2node 5s,sparse4,N20,Moderate,0.297332904800155,0.0679713081343206,1.01901245283067,0.0794769617400927,4.38,1.12674418604651,0.235856198382021,NaN,1,1714.66666666667,1400,1720,0,0,0,NaN,NaN,NaN,NaN,1,0,0.722676949558421,0
2,P20,2node 5s,sparse4,N20,Moderate,0.277836141173173,0.338150521588976,0.970556532995285,0.338150521588976,4.3,1.12279069767442,0.236103964683269,NaN,0,1714.66666666667,1400,1720,0,0,0,NaN,NaN,NaN,NaN,1,0,0.892419775915873,0
3,P20,2node 5s,sparse4,N20,Moderate,0.25360266869158,0.319298664354066,0.917335943892742,0.334282399473332,3.84,0.95279069767442,0.215360454555056,NaN,0,1715.66666666667,1460,1720,0,0,0,NaN,NaN,NaN,NaN,1,0,0.651822534080225,0
1,State-event,2node 5s,sparse4,N20,Moderate,0.517862399585003,0.0799243316214543,1.24190673966179,0.100683371470369,4.22,1.37116279069767,0.412304670172993,NaN,1,303.666666666667,209.4,320.846153846154,0,0,0,NaN,NaN,197,NaN,1,0,0.722676949558421,0
2,State-event,2node 5s,sparse4,N20,Moderate,0.518740259133713,0.0835347560102628,1.1620155159373,0.155353622574372,3.98,1.38186046511628,0.419039562342901,NaN,1,299.666666666667,208.2,322.538461538462,0,0,0,NaN,NaN,123,NaN,1,0,0.892419775915873,0
3,State-event,2node 5s,sparse4,N20,Moderate,0.494876722049657,0.104685876151565,1.08691915097166,0.149641175297474,3.5,1.19023255813954,0.394810214815284,NaN,1,303.666666666667,236.8,321,0,0,0,NaN,NaN,100,NaN,1,0,0.651822534080225,0
1,Causal-v3,2node 5s,sparse4,N20,Moderate,0.331965638338669,0.0579331404291324,1.0697683718557,0.148309193925935,4,1.15348837209303,0.259826584711573,0.350828672498664,1,1045.66666666667,723.2,1118.15384615385,831,581.8,891.461538461538,2.02475868800645,9,0,5.12,1,0,0.722676949558421,0
2,Causal-v3,2node 5s,sparse4,N20,Moderate,0.314593504473902,0.316226483208135,1.00510900796791,0.316226483208135,3.9,1.1606976744186,0.261104070295503,0.351153496821051,0,1045,731.2,1116.69230769231,842,577.8,885,2.02586647661249,10,0,5.12,1,0,0.892419775915873,0
3,Causal-v3,2node 5s,sparse4,N20,Moderate,0.290625520944808,0.312579175194607,0.950092988637009,0.312579175194607,3.52,0.980930232558139,0.238388990980715,0.326022276399403,0,1048,817,1084.15384615385,843,658.2,867.307692307692,2.01336318423377,11,0,5.12,1,0,0.651822534080225,0
1,P10,none,ring2,N10,Stressed,0.226969257041585,0.30889545377934,0.300791777103277,0.30889545377934,NaN,0.336086956521738,0.236355487106583,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
2,P10,none,ring2,N10,Stressed,0.224764041811129,0.313656945312338,0.302155268910675,0.313656945312338,NaN,0.331739130434783,0.234483670971054,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
3,P10,none,ring2,N10,Stressed,0.229594630809918,0.306698645897507,0.318900963908935,0.306698645897507,NaN,0.340434782608695,0.237409864550014,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
1,P20,none,ring2,N10,Stressed,0.173306118605248,0.381694273708104,0.242507451061281,0.381694273708104,NaN,0.235217391304349,0.179100027642854,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
2,P20,none,ring2,N10,Stressed,0.172853759472782,0.378943563488923,0.241835961736647,0.378943563488923,NaN,0.231739130434782,0.17870039094894,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
3,P20,none,ring2,N10,Stressed,0.173995775641197,0.382583690339416,0.247559554597058,0.382583690339416,NaN,0.230869565217392,0.179409627611262,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
1,State-event,none,ring2,N10,Stressed,0.401104663485078,0.115107629056941,0.599698462033788,0.115107629056941,NaN,0.678695652173913,0.447351024760099,NaN,1,75.3333333333333,85.0454545454545,NaN,0,0,0,NaN,NaN,10,NaN,1,0,0.644325706021918,0
2,State-event,none,ring2,N10,Stressed,0.393438559231622,0.147090252004184,0.616083729354334,0.147090252004184,NaN,0.636956521739128,0.436582948307862,NaN,1,77,85.8181818181818,NaN,0,0,0,NaN,NaN,10,NaN,1,0,0.644325706021918,0
3,State-event,none,ring2,N10,Stressed,0.399256293730957,0.0972249913851663,0.587879368258397,0.0972249913851663,NaN,0.711739130434782,0.445173557635351,NaN,1,77.6666666666667,85.0909090909091,NaN,0,0,0,NaN,NaN,14,NaN,1,0,0.644325706021918,0
1,Causal-v3,none,ring2,N10,Stressed,0.183011909805907,0.369141422135926,0.261203204969316,0.369141422135926,NaN,0.237826086956522,0.188068949176638,0.307535573720848,0,382.666666666667,383.5,NaN,230.333333333333,232.636363636364,NaN,4.49957999015149,18,0,0.24,1,0,0.644325706021918,0
2,Causal-v3,none,ring2,N10,Stressed,0.182980061103238,0.3692386668798,0.254173152747679,0.3692386668798,NaN,0.238695652173913,0.189417130671721,0.309306690887061,0,383.333333333333,383.409090909091,NaN,228,232.454545454545,NaN,4.51313617008951,18,0,0.34,1,0,0.644325706021918,0
3,Causal-v3,none,ring2,N10,Stressed,0.183629111769618,0.372927501151761,0.259862675220059,0.372927501151761,NaN,0.238695652173913,0.189781226552936,0.310677162175789,0,383.333333333333,383.272727272727,NaN,235,230.909090909091,NaN,4.51649624887756,17,0,0.22,1,0,0.644325706021918,0
1,P10,1node 2s,ring2,N10,Stressed,0.237228918169616,0.289852930947111,0.475317176627757,0.292226439074882,3.66,0.679565217391305,0.255350077005094,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282533,0
2,P10,1node 2s,ring2,N10,Stressed,0.238385152447646,0.313764089001072,0.46366228616218,0.357041279449388,4.34,0.69695652173913,0.258177546104332,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.381966011250106,0
3,P10,1node 2s,ring2,N10,Stressed,0.239320464393371,0.293654291847276,0.466188486716289,0.296696820367631,3.2,0.657826086956521,0.256898076847135,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282533,0
1,P20,1node 2s,ring2,N10,Stressed,0.183406205380069,0.330029857917462,0.417643902511797,0.33743254093563,3.42,0.590869565217391,0.197187931919599,NaN,0,458.666666666667,380,460,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282533,0
2,P20,1node 2s,ring2,N10,Stressed,0.186313159942125,0.379267046563063,0.405057597889764,0.398476914416007,3.76,0.618695652173913,0.201076886624807,NaN,0,458.666666666667,380,460,0,0,0,NaN,NaN,NaN,NaN,1,0,0.381966011250106,0
3,P20,1node 2s,ring2,N10,Stressed,0.184627060122615,0.328631318815987,0.42379764876071,0.336270000678779,3.4,0.567391304347826,0.198253366504758,NaN,0,458.666666666667,380,460,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282533,0
1,State-event,1node 2s,ring2,N10,Stressed,0.419382958181329,0.0709515111203763,0.686948183518016,0.0709515111203763,0.92,0.896086956521739,0.46805394305572,NaN,1,82.3333333333333,71.5,86.25,0,0,0,NaN,NaN,14,NaN,1,0,0.753020396282533,0
2,State-event,1node 2s,ring2,N10,Stressed,0.406454755753486,0.0256254551248917,0.64482194673105,0.175411237853726,1,0.899565217391305,0.460415037712751,NaN,1,86,68,85.9375,0,0,0,NaN,NaN,14,NaN,1,0,0.381966011250106,0
3,State-event,1node 2s,ring2,N10,Stressed,0.407637843965206,0.0730261364312952,0.639605904154944,0.13185921183036,0.68,0.845652173913043,0.46567823717569,NaN,1,88,71.5,85.375,0,0,0,NaN,NaN,22,NaN,1,0,0.753020396282533,0
1,Causal-v3,1node 2s,ring2,N10,Stressed,0.192337077031718,0.324131100790501,0.417019287420048,0.329484024676706,3.04,0.559565217391305,0.206009951427556,0.333878292461385,0,383.333333333333,311.5,385.3125,225,189.5,234.875,4.50800915331808,18,0,2.06,1,0,0.753020396282533,0
2,Causal-v3,1node 2s,ring2,N10,Stressed,0.197509940133648,0.366620240409805,0.426584648211987,0.39240415957125,3.4,0.642173913043479,0.213012281325277,0.337970531839728,0,382.666666666667,293,387.375,229.333333333333,185,231.75,4.5558613098514,18,0,2.08,1,0,0.381966011250106,0
3,Causal-v3,1node 2s,ring2,N10,Stressed,0.193498915088335,0.328112721168964,0.411130985056198,0.334002015891665,3.38,0.560434782608695,0.207440271689768,0.335512160662011,0,383.333333333333,313.5,385,232.333333333333,190,231,4.51892940937925,17,0,2.06,1,0,0.753020396282533,0
1,P10,1node 5s,ring2,N10,Stressed,0.283817165986919,0.229018873735943,1.01773159270407,0.262895856338688,4.72,1.17956521739131,0.346137108557438,NaN,1,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282533,0
2,P10,1node 5s,ring2,N10,Stressed,0.29986016235492,0.249766085098642,1.00417766388811,0.345612375657056,5.06,1.34913043478261,0.370881412154958,NaN,1,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.381966011250106,0
3,P10,1node 5s,ring2,N10,Stressed,0.281287550296478,0.25711488525605,0.999260297313772,0.285703823369228,3.62,1.17086956521739,0.346243730995538,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282533,0
1,P20,1node 5s,ring2,N10,Stressed,0.230943128663708,0.262273578339203,0.954565729928564,0.284959097504161,3.7,1.09521739130435,0.283574221063855,NaN,0,458.666666666667,380,460,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282533,0
2,P20,1node 5s,ring2,N10,Stressed,0.250194939389807,0.290571865127411,0.949702941550872,0.376651018596114,4.22,1.28478260869566,0.309745685740236,NaN,0,458.666666666667,380,460,0,0,0,NaN,NaN,NaN,NaN,1,0,0.381966011250106,0
3,P20,1node 5s,ring2,N10,Stressed,0.232024875118125,0.262852428371996,0.957354025752619,0.285934717644135,3.8,1.08913043478261,0.286045492240256,NaN,0,458.666666666667,380,460,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282533,0
1,State-event,1node 5s,ring2,N10,Stressed,0.448730332773229,0.0709515111203763,1.17450495773146,0.0709515111203763,3.16,1.42739130434782,0.54501796785531,NaN,1,82.3333333333333,65,90.0769230769231,0,0,0,NaN,NaN,18,NaN,1,0,0.753020396282533,0
2,State-event,1node 5s,ring2,N10,Stressed,0.477158361610369,0.127985910647594,1.21998113352854,0.175411237853726,4.44,1.75695652173913,0.601926706946254,NaN,1,86,62.6,88.9230769230769,0,0,0,NaN,NaN,38,NaN,1,0,0.381966011250106,0
3,State-event,1node 5s,ring2,N10,Stressed,0.440643427858408,0.116038651970538,1.10259271118186,0.13185921183036,3.3,1.43260869565218,0.550706077478972,NaN,1,88,65.4,88.5384615384615,0,0,0,NaN,NaN,19,NaN,1,0,0.753020396282533,0
1,Causal-v3,1node 5s,ring2,N10,Stressed,0.237624864602237,0.259322974910834,0.956442804958341,0.277703312604646,3.42,1.06130434782609,0.290205346917822,0.445742254516076,0,383.333333333333,306,394.769230769231,225,187,241.846153846154,4.5282854908322,18,0,5.06,1,0,0.753020396282533,0
2,Causal-v3,1node 5s,ring2,N10,Stressed,0.260449267456383,0.291761708935674,0.973616751245917,0.372851314307167,3.72,1.30043478260869,0.322304229356711,0.455029770915311,0,382.666666666667,277,397.153846153846,229.333333333333,170,238.153846153846,4.56568085044753,18,0,5.08,1,0,0.381966011250106,0
3,Causal-v3,1node 5s,ring2,N10,Stressed,0.240107031259444,0.279883476289094,0.948442117683782,0.298654265648943,3.78,1.07260869565218,0.296462899340521,0.452672318094641,0,383.333333333333,306,395.076923076923,232.333333333333,187.4,235,4.54491208759378,17,0,5.06,1,0,0.753020396282533,0
1,P10,2node 2s,ring2,N10,Stressed,0.247814095634035,0.289852930947111,0.489223247205243,0.292226439074882,4.12,1.05782608695652,0.275391146388659,NaN,0,227.333333333333,150,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.771532756025066,0
2,P10,2node 2s,ring2,N10,Stressed,0.254105082767799,0.313838118554339,0.550955566656099,0.357041279449388,4.8,1.15347826086957,0.283944635311772,NaN,0,227.333333333333,150,230,0,0,0,NaN,NaN,NaN,NaN,0,1,-6.07152168642174e-18,2
3,P10,2node 2s,ring2,N10,Stressed,0.255674829363418,0.293654291847276,0.621132018361785,0.296696820367631,4.52,1.02739130434783,0.280197054061525,NaN,0,227.333333333333,150,230,0,0,0,NaN,NaN,NaN,NaN,1,1,0.771532756025066,0
1,P20,2node 2s,ring2,N10,Stressed,0.193142857742135,0.330028404529913,0.417703975366551,0.33743254093563,3.82,0.954347826086956,0.215019942344904,NaN,0,457.333333333333,300,460,0,0,0,NaN,NaN,NaN,NaN,1,0,0.771532756025066,0
2,P20,2node 2s,ring2,N10,Stressed,0.199931353404251,0.379553639438959,0.48270969591838,0.398476914416007,4.22,1.03,0.222956600718714,NaN,0,457.333333333333,300,460,0,0,0,NaN,NaN,NaN,NaN,0,1,-6.07152168642174e-18,2
3,P20,2node 2s,ring2,N10,Stressed,0.196400923298708,0.328462813533778,0.470387059801072,0.336270000678779,4.08,0.92304347826087,0.2156888994195,NaN,0,457.333333333333,300,460,0,0,0,NaN,NaN,NaN,NaN,1,1,0.771532756025066,0
1,State-event,2node 2s,ring2,N10,Stressed,0.421703607395393,0.0709515111203763,0.784896458181363,0.0709515111203763,3.62,1.26130434782609,0.494553962800616,NaN,1,82.3333333333333,54.5,87.3125,0,0,0,NaN,NaN,18,NaN,1,0,0.771532756025066,0
2,State-event,2node 2s,ring2,N10,Stressed,0.418160065413882,0.0170116695606817,0.734066977090694,0.175411237853726,2.68,1.29869565217391,0.479176637839118,NaN,1,85.6666666666667,49,86.75,0,0,0,NaN,NaN,13,NaN,0,1,-6.07152168642174e-18,2
3,State-event,2node 2s,ring2,N10,Stressed,0.416380270633029,0.101093779413359,0.822701868353827,0.13185921183036,4.06,1.16130434782609,0.476165146309679,NaN,1,87.3333333333333,57.5,86.0625,0,0,0,NaN,NaN,18,NaN,1,1,0.771532756025066,0
1,Causal-v3,2node 2s,ring2,N10,Stressed,0.202465672456907,0.324128717069289,0.428265540995458,0.329484024676706,3.96,0.903043478260871,0.226547802393081,0.363469573115337,0,383.333333333333,243.5,385.375,225,149,236.375,4.50572082379863,18,0,2.06,1,0,0.771532756025066,0
2,Causal-v3,2node 2s,ring2,N10,Stressed,0.211237674459153,0.363966179267127,0.505257204686551,0.39240415957125,3.94,1.08739130434783,0.236431307507009,0.364834998486211,0,382.333333333333,209.5,392.6875,229,133.5,239.125,4.55867103090693,18,0,2.08,0,1,-6.07152168642174e-18,2
3,Causal-v3,2node 2s,ring2,N10,Stressed,0.206173905462403,0.327758924457749,0.49955928860907,0.334002015891665,3.92,0.910000000000001,0.225969671839829,0.361495610051454,0,383,246.5,388.5,232,151,232,4.53080554992324,17,0,2.08,1,1,0.771532756025066,0
1,P10,2node 5s,ring2,N10,Stressed,0.331824138711379,0.0562196273632203,1.01773159270407,0.0752562558295106,5.1,2.06652173913043,0.452937250720689,NaN,1,227.333333333333,150,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.771532756025066,0
2,P10,2node 5s,ring2,N10,Stressed,0.35689946694998,0.244210280958159,1.08023973517188,0.345612375657056,5.32,2.43608695652174,0.511366346799352,NaN,1,227.333333333333,150,230,0,0,0,NaN,NaN,NaN,NaN,0,1,-6.07152168642174e-18,5
3,P10,2node 5s,ring2,N10,Stressed,0.336057097693275,0.256522760872687,1.08980580161102,0.285703823369228,4.3,2.0795652173913,0.458789637878609,NaN,0,227.333333333333,150,230,0,0,0,NaN,NaN,NaN,NaN,1,1,0.771532756025066,0
1,P20,2node 5s,ring2,N10,Stressed,0.279529177558634,0.00804956093442916,0.954610435642864,0.00804956093442916,4.1,1.97695652173913,0.387182008450815,NaN,1,457.333333333333,300,460,0,0,0,NaN,NaN,NaN,NaN,1,0,0.771532756025066,0
2,P20,2node 5s,ring2,N10,Stressed,0.306316236456112,0.280178764491443,1.01044657932596,0.376651018596114,4.42,2.33,0.437987205307428,NaN,0,457.333333333333,300,460,0,0,0,NaN,NaN,NaN,NaN,0,1,-6.07152168642174e-18,5
3,P20,2node 5s,ring2,N10,Stressed,0.283703250884633,0.262281820186614,1.00144658041369,0.285934717644135,4.26,1.97086956521739,0.389925759191249,NaN,0,457.333333333333,300,460,0,0,0,NaN,NaN,NaN,NaN,1,1,0.771532756025066,0
1,State-event,2node 5s,ring2,N10,Stressed,0.493449173783139,0.0182733341760488,1.22296043534939,0.0709515111203763,3.28,2.28826086956522,0.674340717924417,NaN,1,82.3333333333333,48.8,91.8461538461538,0,0,0,NaN,NaN,24,NaN,1,0,0.771532756025066,0
2,State-event,2node 5s,ring2,N10,Stressed,0.518359700470409,0.114406134408846,1.23234638758736,0.175411237853726,4.46,2.69521739130434,0.73045808158591,NaN,1,85.6666666666667,44,92.5384615384615,0,0,0,NaN,NaN,31,NaN,0,1,-6.07152168642174e-18,5
3,State-event,2node 5s,ring2,N10,Stressed,0.469274055432527,0.120643446965486,1.24731372759265,0.13185921183036,3.3,2.34043478260869,0.637961142044781,NaN,1,87.3333333333333,52.2,92,0,0,0,NaN,NaN,23,NaN,1,1,0.771532756025066,0
1,Causal-v3,2node 5s,ring2,N10,Stressed,0.286958836449101,0.017737877263764,0.963711360015677,0.017737877263764,3.96,1.95260869565217,0.394571338309047,0.586383086083339,1,383.333333333333,224,408.461538461538,225,136.6,249.384615384615,4.53781536946384,18,0,5.06,1,0,0.771532756025066,0
2,Causal-v3,2node 5s,ring2,N10,Stressed,0.320422516973644,0.284051067945367,1.03580978634958,0.372851314307167,4.04,2.40043478260869,0.463206965999289,0.607474013523037,0,382.333333333333,194.4,408,229,121.2,242.384615384615,4.59146076528691,18,0,5.08,0,1,-6.07152168642174e-18,5
3,Causal-v3,2node 5s,ring2,N10,Stressed,0.287708011875852,0.279203971762531,1.01053439496977,0.298654265648943,3.94,1.96565217391304,0.397424080875094,0.587006761529896,0,383,240,402.769230769231,232,146.8,241.769230769231,4.5409437186803,17,0,5.08,1,1,0.771532756025066,0
1,P10,none,sparse4,N10,Stressed,0.260028414281443,0.283208873757904,0.336162212176168,0.283208873757904,NaN,0.322195121951222,0.236158038147139,NaN,0,410,410,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,2.06456766802997,0
2,P10,none,sparse4,N10,Stressed,0.264299006043433,0.269163749213685,0.346737940098033,0.269163749213685,NaN,0.331951219512195,0.238313506568308,NaN,0,410,410,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,2.06456766802997,0
3,P10,none,sparse4,N10,Stressed,0.258728291824082,0.274967476208991,0.338064765836114,0.274967476208991,NaN,0.322195121951219,0.234868744600252,NaN,0,410,410,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,2.06456766802997,0
1,P20,none,sparse4,N10,Stressed,0.196382775874915,0.35615861812828,0.25526200149013,0.35615861812828,NaN,0.223658536585366,0.178392813628409,NaN,0,820,820,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,2.06456766802997,0
2,P20,none,sparse4,N10,Stressed,0.197279865211619,0.353126427703791,0.259837062559221,0.353126427703791,NaN,0.224146341463414,0.178576238895904,NaN,0,820,820,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,2.06456766802997,0
3,P20,none,sparse4,N10,Stressed,0.19595835909991,0.356003369560208,0.256907225113719,0.356003369560208,NaN,0.231463414634147,0.177934250459671,NaN,0,820,820,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,2.06456766802997,0
