scenarioId,observationCount,candidateForecastCount,supportViolationCount,maxNormalizationResidual,meanNLL,meanEntropy,nllMinusEntropy,meanBrier,meanBayesBrier,brierMinusBayes,ECE,MCE,mapAccuracy,meanTrueProbability,medianTrueProbability,meanSupportSize,maxSupportSize,vectorComponentCorrelation,vectorRMSE,vectorBiasNorm,normCorrelation,normRMSE,normBias,secondMomentCorrelation,secondMomentRMSE,secondMomentBias,maxMomentIdentityResidual,supportPass,probabilityPass,nllPass,brierPass,ecePass,mcePass,informationContractPass,pass,verdict
S2,55000,10396980,0,2.22044604925031e-16,0.64051469576956,0.62550302942261,0.0150116663469492,0.33886712863027,0.333333333333355,0.00553379529691517,3.86650738992659e-05,0.00365454545490573,0.796345454545455,0.6638997690182,0.8,189.036,299,0.927034735943872,0.0228633211044656,0.000293127965595978,0.679197226687313,0.0228270680149721,-0.000458886123814619,0.533344955782953,0.00504216216009319,-9.96697706643714e-05,6.93889390390723e-18,1,1,1,1,1,1,1,1,AF2_CALIBRATION_PASS
S6,55000,10396980,0,2.22044604925031e-16,0.64051469576956,0.62550302942261,0.0150116663469492,0.33886712863027,0.333333333333355,0.00553379529691517,3.86650738992659e-05,0.00365454545490573,0.796345454545455,0.6638997690182,0.8,189.036,299,0.928996168522062,0.0224568226918073,0.000186655605288413,0.676467719505921,0.0224247890796213,-0.00028247325254794,0.586311380903981,0.00527860435129777,-5.39807826297631e-05,1.38777878078145e-17,1,1,1,1,1,1,1,1,AF2_CALIBRATION_PASS
