nPairs,meanClaimAttempts,meanResponseAttempts,meanCertificateEntries,meanOldControlBytes,meanNewControlBytes,meanMetadataDeltaBytes,maxNewPacketBytes,mtuViolations,meanOriginalCandidateUtil,meanChargedCandidateUtil,meanPeriodicUtil,relativeChargedCostVsPeriodic,chargedCostDelta,chargedCostCiLo,chargedCostCiHi,formatPassed,status
60,24.9666666666667,32.8833333333333,59.1833333333333,1598.8,1817.03333333333,218.233333333333,46,0,0.281234133333331,0.281816088888886,0.286719999999997,-0.0171034846230153,-0.00490391111111077,-0.00517502666666639,-0.00462684222222181,1,COHERENCE_PACKET_FORMAT_RETAINS_COST_MARGIN
