nPairs,shortMeanManagementAirtime,longMeanManagementAirtime,relativeManagementDelta,managementDelta,managementCiLo,managementCiHi,periodicMeanCost,longMeanCost,relativeCostVsPeriodic,costDelta,costCiLo,costCiHi,shortMeanRMSE,longMeanRMSE,relativeRmseVsShort,rmseDelta,rmseCiLo,rmseCiHi,longMeanRetryClaims,terminalCertificationRate,mechanismPassed
60,0.414685866666667,0.0511616,-0.876625648201498,-0.363524266666667,-0.3709568,-0.356326186666666,0.286719999999997,0.281234133333331,-0.019133184523809,-0.00548586666666633,-0.00572515555555523,-0.00524301333333297,0.0544643152619387,0.0544621456239948,-3.98359537508997e-05,-2.16963794384834e-06,-6.50891383154502e-06,0,13.3333333333333,1,1
