seed,family,point,scenario,RMSE,MAXERR,MINEVAL,AOI,TXRATE,TXCOUNT,PDR,ACKUPDATE,ACKMISS,FORMFAIL,SAFEFAIL,periodicRateHz,epsP
2,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
3,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
4,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
5,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
6,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
7,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
8,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
9,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
10,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
11,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
12,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
13,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
14,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
15,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
16,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
17,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
18,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
