arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,reliabilityCertificateHash,transactionHorizonFeasible,transactionFailureUpperBound,completionProbabilityLowerBound,prepareFailureUpperBound,evidenceFailureUpperBound,responseFailureUpperBound,commitFailureUpperBound,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,maxCommandPairRadialContraction,maxLeaderPairRadialContraction,maxOtherPairRadialContraction,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-prepare-blackout-emergency,closure,prepare-blackout,16094238,847326,14893516,14893516,0,2346393,628428,18765083157,52466186,656375321,139618878,139618878,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,0.98123346862247,1,0.98123346862247,1,14344,0.978120292935315,1,0.0984184314189938,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.110784754626532,0.206059028410719,0.078947899149938,0.0960382223177794,0.205405261516416,0.0629637822536675,1,1,326,1,1,1,113,113,0,29,209,43,0,0,0,0,0,0,0,994,994,254,254,10,10,436,0.013952,0.013952,1,4.44089209850063e-16,0,0,0.14069924844509,0.154600288531974,1.06841843141899,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094238,847326,14893516,14893516,0,2346393,628428,18693803621,54327442,656402909,139618878,139618878,1,1,4,2,5,4,1,52,56,1,1,1,24,1,0,1,4,0,1,4.94491205184207,0.944912051842072,1,0.981052348189554,1,0.981052348189554,1,13788,0.97799788390854,1,0.0980916211431369,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.114887884837537,0.206020993119806,0.0795109034982172,0.0946800894390338,0.205379555620793,0.0629731826837956,1,1,326,1,1,1,119,119,8,29,210,54,0,0,0,0,0,0,0,988,988,260,260,121,121,4264,0.136448,0.136448,1,4.44089209850063e-16,0,0,0.144146388198113,0.147427153647744,1.03128202369512,0,0,1.47455999999999,0.136448,0.153429333333332
closure-iid20-emergency,closure,none,16094239,1168582,13745113,13745113,0,1573930,628428,18759025447,54487148,656426395,139594178,139594178,1,1,4,2,5,4,1,52,56,1,1,1,23,1,1,5,0,0,0,4.72991587567503,0.729915875675026,1,1.08101243669395,0,1.08101243669395,0,13766,0.958388402908439,1,0.0896579480543442,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.121163626906081,0.227012611705729,0.108319280450764,0.0815854668511655,0.201261564610772,0.0726994880280538,1,1,326,1,1,1,33,33,5,7,59,14,0,0,0,0,0,0,0,987,987,261,261,116,116,4038,0.129216,0.129216,1,8.88178419700125e-16,0,0,0.147912792087803,0.151187904063154,0.998624426692322,0,0,1.47455999999999,0.129216,0.15274057142857
closure-response-blackout-emergency,closure,response-blackout,16094239,1168582,13745113,13745113,0,1573930,628428,18517969745,52895490,656708672,139594178,139594178,1,1,4,2,5,4,1,52,56,1,1,1,23,0,0,0,5,0,0,4.72991587567503,0.729915875675026,1,1.04122261114405,0,1.04122261114405,0,13766,0.949432111922136,1,0.101396550471443,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.118683547731948,0.21865674834025,0.0995523731004933,0.0770255708231131,0.199380743503649,0.0693520894171287,1,1,326,1,1,1,143,143,27,29,243,72,0,0,0,0,0,0,0,986,986,262,262,306,306,13776,0.440831999999998,0.440832,1,8.88178419700125e-16,0,0,0.147874914716766,0.15115322050276,1.01169225951758,0,0,1.47455999999999,0.440831999999998,0.182418285714285
closure-response-blackout-no-emergency,closure,response-blackout,16094239,1168582,13745113,13745113,0,1573930,628428,18517969745,52895490,398450008,139594178,139594178,1,1,4,2,5,4,1,52,56,1,1,1,23,0,0,0,5,0,0,4.72991587567503,0.729915875675026,1,7.0245144421448,0,7.0245144421448,0,13766,6.07935849042823,0,-0.213890798005108,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.49236322631659,0.857794008347335,0.772696588635927,0.187985045402168,0.71887898837718,0.668729433947105,0,0,326,0,0,1,143,0,0,0,0,0,0,0,0,0,0,0,0,743,743,190,190,306,306,13776,0.440831999999998,0.440832,1,8.88178419700125e-16,0,0,0.392817895717936,0.406825600915094,0.756109201994892,0,0,1.035264,0.440831999999998,0.140580571428571
closure-prepare-blackout-emergency,closure,prepare-blackout,16094239,1168582,13745113,13745113,0,1573930,628428,18734925416,52479278,656031996,139594178,139594178,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.04257140775649,0,1.04257140775649,0,14344,0.949559314561875,1,0.0930139496627349,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.119516298027078,0.218939995628864,0.0998416675238905,0.0902343629030171,0.199407456057994,0.0688619978881286,1,1,326,1,1,1,116,116,0,29,198,63,0,0,0,0,0,0,0,980,980,268,268,10,10,436,0.013952,0.013952,1,4.44089209850063e-16,0,0,0.14537153296436,0.159796943969589,1.06301394966273,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094239,1168582,13745113,13745113,0,1573930,628428,18657805749,55158039,656288301,139594178,139594178,1,1,4,2,5,4,1,52,56,1,1,1,23,1,0,1,4,0,1,4.72991587567503,0.729915875675026,1,1.04145084495407,0,1.04145084495407,0,13766,0.949492355435793,1,0.0898516647955581,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.120727230737087,0.218704677440356,0.0995893617102475,0.0813689737150425,0.199393394641517,0.0692441761472153,1,1,326,1,1,1,121,121,7,29,209,62,0,0,0,0,0,0,0,986,986,262,262,121,121,4178,0.133696,0.133696,1,8.88178419700125e-16,0,0,0.147270932361385,0.150512575784143,1.01355890930296,0,0,1.47455999999999,0.133696,0.153167238095237
closure-iid20-emergency,closure,none,16094240,1238611,14217893,14217893,0,1559678,628428,18664799657,54758869,656404725,139599878,139599878,1,1,4,2,5,4,1,52,56,1,1,1,21,1,1,5,0,0,0,4.29992352334093,0.299923523340933,1,1.02293416984325,0,1.02293416984325,0,13722,1.01422990796311,0,0.0894727930358541,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.134706405239488,0.214816175667083,0.100158966453141,0.0798609791173051,0.212988280672253,0.0717742337342497,1,1,326,1,1,1,32,32,6,7,59,12,0,0,0,0,0,0,0,1001,1001,247,247,121,121,4348,0.139136,0.139136,1,4.44089209850063e-16,0,0,0.146349197464594,0.148041542346749,1.03108381211364,0,0,1.47455999999999,0.139136,0.153685333333332
closure-response-blackout-emergency,closure,response-blackout,16094240,1238611,14217893,14217893,0,1559678,628428,18423743955,52278298,656685211,139599878,139599878,1,1,4,2,5,4,1,52,56,1,1,1,21,0,0,0,5,0,0,4.29992352334093,0.299923523340933,1,1.01310067940505,0,1.01310067940505,0,13722,1.00715074436322,0,0.0928263197471904,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.133184871383566,0.212751142675061,0.0806916671516187,0.0798756942074474,0.211501656316275,0.072303084750402,1,1,326,1,1,1,145,145,29,29,255,64,0,0,0,0,0,0,0,1001,1001,247,247,303,303,13606,0.435391999999998,0.435392,1,4.44089209850063e-16,0,0,0.145574198981255,0.147216754394708,1.03233127532033,0,0,1.47455999999999,0.435391999999998,0.181900190476189
closure-response-blackout-no-emergency,closure,response-blackout,16094240,1238611,14217893,14217893,0,1559678,628428,18423743955,52278298,396986608,139599878,139599878,1,1,4,2,5,4,1,52,56,1,1,1,21,0,0,0,5,0,0,4.29992352334093,0.299923523340933,1,7.36367330578031,0,7.36367330578031,0,13722,6.46402995125767,0,-0.205494050099661,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.469449216202975,0.865926021268426,0.810004063635834,0.26617138438335,0.661334805876814,0.711043294638343,0,0,326,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,746,746,183,183,303,303,13606,0.435391999999998,0.435392,1,4.44089209850063e-16,0,0,0.395837357752755,0.409405067175428,0.764505949900338,0,0,1.02912,0.435391999999998,0.139477333333333
closure-prepare-blackout-emergency,closure,prepare-blackout,16094240,1238611,14217893,14217893,0,1559678,628428,18638547227,52479278,656952899,139599878,139599878,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.01317008515859,0,1.01317008515859,0,14344,1.00720047292189,0,0.0910339503785289,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.13333255806626,0.212765717883303,0.0815785625206645,0.0806319724509037,0.211512099313597,0.0722998942718349,1,1,326,1,1,1,116,116,0,29,207,54,0,0,0,0,0,0,0,997,997,251,251,10,10,436,0.013952,0.013952,1,4.44089209850063e-16,0,0,0.142751777937314,0.156652548603149,1.06103395037853,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094240,1238611,14217893,14217893,0,1559678,628428,18571889458,55326096,656841024,139599878,139599878,1,1,4,2,5,4,1,52,56,1,1,1,21,1,0,1,4,0,1,4.29992352334093,0.299923523340933,1,1.0131013018042,0,1.0131013018042,0,13722,1.00716201215537,0,0.0963423830642531,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.132310552147902,0.212751273378883,0.080641885484882,0.0804297965705829,0.211504022552627,0.0723511436217525,1,1,326,1,1,1,122,122,6,29,216,57,0,0,0,0,0,0,0,1000,1000,248,248,125,125,4460,0.14272,0.14272,1,4.44089209850063e-16,0,0,0.145773782862161,0.147428992516132,1.03360099434196,0,0,1.47455999999999,0.14272,0.154026666666666
closure-iid20-emergency,closure,none,16094241,572986,15287403,15287403,0,2042534,628428,18709768731,55345022,657490366,139594178,139594178,1,1,4,2,5,4,1,52,56,1,1,1,22,1,1,5,0,0,0,4.51491969950798,0.514919699507979,1,1.01478175172979,0,1.01478175172979,0,13744,0.897013719105892,1,0.0876537920424989,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.136168949339029,0.213104167863256,0.102984488977381,0.0791916108003687,0.188372881012237,0.0522455574386034,1,1,326,1,1,1,40,40,8,8,76,12,0,0,0,0,0,0,0,1016,1016,232,232,127,127,4806,0.153792,0.153792,1,0,0,0,0.145579065797785,0.148037197088552,1.03063371450588,0,0,1.47455999999999,0.153792,0.155081142857142
closure-response-blackout-emergency,closure,response-blackout,16094241,572986,15287403,15287403,0,2042534,628428,18468713029,52642473,656757183,139594178,139594178,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,1.02420846216135,0,1.02420846216135,0,13744,0.894161419943954,1,0.0949989082486316,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.135471228026159,0.215083777053884,0.107024557156483,0.0762715764288684,0.18777389818823,0.0491125377394823,1,1,326,1,1,1,145,145,29,29,258,61,0,0,0,0,0,0,0,1005,1005,243,243,304,304,13706,0.438591999999998,0.438592,1,0,0,0,0.144445297552177,0.146836738407324,1.03040448265576,0,0,1.47455999999999,0.438591999999998,0.182204952380951
closure-response-blackout-no-emergency,closure,response-blackout,16094241,572986,15287403,15287403,0,2042534,628428,18468713029,52642473,397105680,139594178,139594178,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,7.10763498847438,0,7.10763498847438,0,13744,6.15770249748717,0,-0.193526421667902,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.476614896403654,0.860770180037106,0.781839848732181,0.210943273930811,0.708002611718057,0.677347274723588,0,0,326,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,747,747,182,182,304,304,13706,0.438591999999998,0.438592,1,0,0,0,0.40461358495962,0.418868739874323,0.776473578332098,0,0,1.02912,0.438591999999998,0.139782095238095
closure-prepare-blackout-emergency,closure,prepare-blackout,16094241,572986,15287403,15287403,0,2042534,628428,18688677639,52569619,657207544,139594178,139594178,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.01407020333626,0,1.01407020333626,0,14344,0.894070602181441,1,0.0991008003763154,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.13386507560503,0.212954742700614,0.104767231680118,0.0752653271574291,0.187754826458103,0.0476817577584634,1,1,326,1,1,1,116,116,0,29,214,47,0,0,0,0,0,0,0,1013,1013,235,235,11,11,460,0.01472,0.01472,1,0,0,0,0.139646156454275,0.153699338438826,1.06910080037632,0,0,1.47455999999999,0.01472,0.14183619047619
closure-commit-blackout-emergency,closure,commit-blackout,16094241,572986,15287403,15287403,0,2042534,628428,18613285004,54961256,656665595,139594178,139594178,1,1,4,2,5,4,1,52,56,1,1,1,22,1,0,1,4,0,1,4.51491969950798,0.514919699507979,1,1.02799832802727,0,1.02799832802727,0,13744,0.89417383264201,1,0.081995271930275,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.137006048762478,0.215879648885727,0.10762213322523,0.0816505007388411,0.187776504854822,0.0533791510125483,1,1,326,1,1,1,124,124,8,29,224,53,0,0,0,0,0,0,0,1007,1007,241,241,132,132,4946,0.158272,0.158272,1,0,0,0,0.14467838128763,0.147083495951012,1.03179028116667,0,0,1.47455999999999,0.158272,0.155507809523809
closure-iid20-emergency,closure,none,16094242,960628,11384004,11384004,0,596003,628428,18720499408,55167656,657452171,139601778,139601778,1,1,4,2,5,4,1,52,56,1,1,1,22,1,1,5,0,0,0,4.51491969950798,0.514919699507979,1,1.12330159505531,0,1.12330159505531,0,13744,0.917404659198238,1,0.0695770236736428,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.141959755099945,0.231121084304006,0.123563175456084,0.0733939455713504,0.19265497843163,0.0742703853397835,1,1,326,1,1,1,23,23,4,5,38,13,0,0,0,0,0,0,0,987,987,261,261,110,110,3644,0.116608,0.116608,1,4.44089209850063e-16,0,0,0.152359448547068,0.154890864200387,1.03957702367364,0,0,1.47455999999999,0.116608,0.151539809523809
closure-response-blackout-emergency,closure,response-blackout,16094242,960628,11384004,11384004,0,596003,628428,18479443706,52759465,656527547,139601778,139601778,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,1.11412722743142,0,1.11412722743142,0,13744,0.914737941956687,1,0.0776688856080034,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.142160196919888,0.230215154619896,0.122553995017457,0.0684773018040099,0.192094967810904,0.0752267171699081,1,1,326,1,1,1,143,143,28,29,249,66,0,0,0,0,0,0,0,993,993,255,255,306,306,13738,0.439615999999998,0.439616,1,8.88178419700125e-16,0,0,0.150102850836171,0.152499066040968,1.04202099364927,0,0,1.47455999999999,0.439615999999998,0.182302476190475
closure-response-blackout-no-emergency,closure,response-blackout,16094242,960628,11384004,11384004,0,596003,628428,18479443706,52759465,399010266,139601778,139601778,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,7.352877286925,0,7.352877286925,0,13744,6.41296143493679,0,-0.192192983169825,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.502821495001332,0.88621466947881,0.80881650156175,0.207118058889388,0.65557819480983,0.705425757843047,0,0,326,0,0,1,143,0,0,0,0,0,0,0,0,0,0,0,0,744,744,189,189,306,306,13738,0.439615999999998,0.439616,1,8.88178419700125e-16,0,0,0.394192213890949,0.407884465345568,0.777807016830175,0,0,1.035264,0.439615999999998,0.140464761904761
closure-prepare-blackout-emergency,closure,prepare-blackout,16094242,960628,11384004,11384004,0,596003,628428,18695231307,52560847,657376940,139601778,139601778,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.11321828896516,0,1.11321828896516,0,14344,0.914499402146097,1,0.0818798454928094,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.139559630652599,0.230034115636657,0.122454011786168,0.069983419366022,0.19204487445068,0.0752166009635837,1,1,326,1,1,1,114,114,0,29,204,53,0,0,0,0,0,0,0,996,996,252,252,11,11,460,0.01472,0.01472,1,4.44089209850063e-16,0,0,0.147885246540262,0.16235798649446,1.05187984549281,0,0,1.47455999999999,0.01472,0.14183619047619
closure-commit-blackout-emergency,closure,commit-blackout,16094242,960628,11384004,11384004,0,596003,628428,18626071999,54802133,657318515,139601778,139601778,1,1,4,2,5,4,1,52,56,1,1,1,22,1,0,1,4,0,1,4.51491969950798,0.514919699507979,1,1.11414007055903,0,1.11414007055903,0,13744,0.914704544281581,1,0.0712544209915447,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.142859066181837,0.230215458230695,0.122555407761493,0.0722087354712162,0.192087954299132,0.0751572342548863,1,1,326,1,1,1,119,119,5,29,209,58,0,0,0,0,0,0,0,989,989,259,259,115,115,3784,0.121088,0.121088,1,4.44089209850063e-16,0,0,0.150531168452631,0.152953977979329,1.04108129291625,0,0,1.47455999999999,0.121088,0.151966476190475
closure-iid20-emergency,closure,none,16094243,853106,15834432,15834432,0,1537726,628428,18737559737,54661862,656672844,139597978,139597978,1,1,4,2,5,4,1,52,56,1,1,1,23,1,1,5,0,0,0,4.72991587567503,0.729915875675026,1,1.00932300304105,0,1.00932300304105,0,13766,0.982475105348063,1,0.0819613223170661,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.132043596633853,0.21195783063862,0.0882595646084861,0.0687125570202785,0.206319772123093,0.057152283395498,1,1,326,1,1,1,49,49,8,11,89,19,0,0,0,0,0,0,0,1005,1005,243,243,133,133,5202,0.166464,0.166464,1,8.88178419700125e-16,0,0,0.142616710829205,0.145039387165618,1.03213991088427,0,0,1.47455999999999,0.166464,0.156287999999999
closure-response-blackout-emergency,closure,response-blackout,16094243,853106,15834432,15834432,0,1537726,628428,18496504035,52784520,656276363,139597978,139597978,1,1,4,2,5,4,1,52,56,1,1,1,23,0,0,0,5,0,0,4.72991587567503,0.729915875675026,1,1.00195925018238,0,1.00195925018238,0,13766,0.974647485442851,1,0.0805876263934373,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.131422464261166,0.2104114425383,0.0904039615269417,0.0700005830666106,0.204675971942999,0.0563742930045663,1,1,326,1,1,1,143,143,27,29,250,65,0,0,0,0,0,0,0,994,994,254,254,306,306,13746,0.439871999999998,0.439872,1,8.88178419700125e-16,0,0,0.14240242451637,0.144812586018394,1.03482767128023,0,0,1.47455999999999,0.439871999999998,0.182326857142856
closure-response-blackout-no-emergency,closure,response-blackout,16094243,853106,15834432,15834432,0,1537726,628428,18496504035,52784520,398725540,139597978,139597978,1,1,4,2,5,4,1,52,56,1,1,1,23,0,0,0,5,0,0,4.72991587567503,0.729915875675026,1,7.03202550508167,0,7.03202550508167,0,13766,6.12120456958657,0,-0.206553340329048,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.502226669699013,0.852471049396717,0.773522805558984,0.176249375366408,0.657160417903628,0.673332502654523,0,0,326,0,0,1,143,0,0,0,0,0,0,0,0,0,0,0,0,744,744,189,189,306,306,13746,0.439871999999998,0.439872,1,8.88178419700125e-16,0,0,0.386757838518408,0.400341048846046,0.763446659670952,0,0,1.035264,0.439871999999998,0.140489142857142
closure-prepare-blackout-emergency,closure,prepare-blackout,16094243,853106,15834432,15834432,0,1537726,628428,18712940851,52479278,656455496,139597978,139597978,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.00236743135381,0,1.00236743135381,0,14344,0.974750046666426,1,0.0828503587506604,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.132047215039418,0.210497160584299,0.0897507981887501,0.0688536930854777,0.204697509799949,0.0560442235683789,1,1,326,1,1,1,116,116,0,29,206,55,0,0,0,0,0,0,0,994,994,254,254,10,10,436,0.013952,0.013952,1,1.11022302462516e-16,0,0,0.139192439210436,0.153879105595602,1.05285035875066,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094243,853106,15834432,15834432,0,1537726,628428,18650788898,55207925,657117862,139597978,139597978,1,1,4,2,5,4,1,52,56,1,1,1,23,1,0,1,4,0,1,4.72991587567503,0.729915875675026,1,1.00188581198749,0,1.00188581198749,0,13766,0.974629316788829,1,0.0815160896788154,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.13089710713078,0.210396020517374,0.0902651921238368,0.0693673456458921,0.204672156525654,0.0556527054709188,1,1,326,1,1,1,124,124,10,29,219,58,0,0,0,0,0,0,0,995,995,253,253,137,137,5314,0.170048,0.170048,1,8.88178419700125e-16,0,0,0.142262451658537,0.144664384541565,1.03369769295383,0,0,1.47455999999999,0.170048,0.156629333333332
closure-iid20-emergency,closure,none,16094244,1764259,11508982,11508982,0,1222672,628428,18676729070,54356134,656552596,139609378,139609378,1,1,4,2,5,4,1,52,56,1,1,1,23,1,1,5,0,0,0,4.72991587567503,0.729915875675026,1,1.01163755840238,0,1.01163755840238,0,13766,0.922502550205245,1,0.103598637575069,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.121194610465892,0.212443887264499,0.104857089763255,0.0733405313548787,0.193725535543101,0.0633691558295337,1,1,326,1,1,1,50,50,10,10,95,15,0,0,0,0,0,0,0,1002,1002,246,246,131,131,5114,0.163648,0.163648,1,8.88178419700125e-16,0,0,0.143804671197418,0.147228641427567,1.01922152176083,0,0,1.47455999999999,0.163648,0.156019809523809
closure-response-blackout-emergency,closure,response-blackout,16094244,1764259,11508982,11508982,0,1222672,628428,18435673368,53110213,656462978,139609378,139609378,1,1,4,2,5,4,1,52,56,1,1,1,23,0,0,0,5,0,0,4.72991587567503,0.729915875675026,1,0.96805609906955,1,0.96805609906955,1,13766,0.907917629997071,1,0.0810737646123663,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.125091828799255,0.203291780804605,0.0977333259622033,0.07559358528055,0.190662702299385,0.055962648901545,1,1,326,1,1,1,145,145,29,29,259,60,0,0,0,0,0,0,0,993,993,255,255,309,309,13830,0.442559999999998,0.44256,1,8.88178419700125e-16,0,0,0.145102589349352,0.148593711255464,1.04612567600384,0,0,1.47455999999999,0.442559999999998,0.182582857142856
closure-response-blackout-no-emergency,closure,response-blackout,16094244,1764259,11508982,11508982,0,1222672,628428,18435673368,53110213,396605453,139609378,139609378,1,1,4,2,5,4,1,52,56,1,1,1,23,0,0,0,5,0,0,4.72991587567503,0.729915875675026,1,7.29544962722176,0,7.29544962722176,0,13766,6.44916462235617,0,-0.182261530624815,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.502713683313552,0.884570312546366,0.802499458994394,0.219447775088967,0.709351968840565,0.709408108459179,0,0,326,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,734,734,195,195,309,309,13830,0.442559999999998,0.44256,1,8.88178419700125e-16,0,0,0.412539300945386,0.427535750339486,0.787738469375185,0,0,1.02912,0.442559999999998,0.140159999999999
closure-prepare-blackout-emergency,closure,prepare-blackout,16094244,1764259,11508982,11508982,0,1222672,628428,18652381108,52659959,656748026,139609378,139609378,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,0.96766796086608,1,0.96766796086608,1,14344,0.907874288528069,1,0.0815942877519047,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.125091991116034,0.203210271781877,0.0976636491767802,0.0738386415709933,0.190653600590895,0.0562320538505849,1,1,326,1,1,1,116,116,0,29,218,43,0,0,0,0,0,0,0,1000,1000,248,248,12,12,484,0.015488,0.015488,1,1.11022302462516e-16,0,0,0.144054895972066,0.158905599034297,1.0515942877519,0,0,1.47455999999999,0.015488,0.141909333333332
closure-commit-blackout-emergency,closure,commit-blackout,16094244,1764259,11508982,11508982,0,1222672,628428,18579031079,55008764,656160482,139609378,139609378,1,1,4,2,5,4,1,52,56,1,1,1,23,1,0,1,4,0,1,4.72991587567503,0.729915875675026,1,0.967727865620873,1,0.967727865620873,1,13766,0.907891061856313,1,0.085753800787882,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.124664948159952,0.203222851780383,0.097699080337242,0.0745450262987248,0.190657122989826,0.0559194113046284,1,1,326,1,1,1,126,126,10,29,227,54,0,0,0,0,0,0,0,992,992,256,256,136,136,5254,0.168128,0.168128,1,8.88178419700125e-16,0,0,0.144604577589412,0.148070082083971,1.04476679667006,0,0,1.47455999999999,0.168128,0.156446476190475
