arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,reliabilityCertificateHash,transactionHorizonFeasible,transactionFailureUpperBound,completionProbabilityLowerBound,prepareFailureUpperBound,evidenceFailureUpperBound,responseFailureUpperBound,commitFailureUpperBound,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,maxCommandPairRadialContraction,maxLeaderPairRadialContraction,maxOtherPairRadialContraction,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-iid20-emergency,closure,none,16094201,1352252,11235906,11235906,0,1200346,628428,18772723107,55217219,656949294,139573278,139573278,1,1,4,2,5,4,1,52,56,1,1,1,22,1,1,5,0,0,0,4.51491969950798,0.514919699507979,1,1.06766780486273,0,1.06766780486273,0,13744,0.962409163811782,1,0.0995704081786637,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.118629667394763,0.224210239021174,0.103497001242158,0.0828944470754926,0.202105924400474,0.0753102205798175,1,1,326,1,1,1,39,39,7,8,70,16,0,0,0,0,0,0,0,1001,1001,247,247,127,127,4768,0.152576,0.152576,1,1.11022302462516e-16,0,0,0.150981954624889,0.153947182563173,1.01833412426606,0,0,1.47455999999999,0.152576,0.154965333333332
closure-response-blackout-emergency,closure,response-blackout,16094201,1352252,11235906,11235906,0,1200346,628428,18531667405,52647738,656701801,139573278,139573278,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,1.07231907773891,0,1.07231907773891,0,13744,0.962962709828599,1,0.0979744166319976,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.118075959406758,0.225187006325172,0.103476935134399,0.0841880222979126,0.202222169064006,0.0604917099825415,1,1,326,1,1,1,144,144,28,29,252,65,0,0,0,0,0,0,0,992,992,256,256,304,304,13708,0.438655999999998,0.438656,1,1.11022302462516e-16,0,0,0.150357441564228,0.153286152042817,1.01638362362946,0,0,1.47455999999999,0.438655999999998,0.182211047619046
closure-response-blackout-no-emergency,closure,response-blackout,16094201,1352252,11235906,11235906,0,1200346,628428,18531667405,52647738,398603136,139573278,139573278,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,7.10992947970751,0,7.10992947970751,0,13744,6.22872743584181,0,-0.199012000689165,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.473119057930236,0.868056051972824,0.782092242767826,0.230587946592571,0.687058509926477,0.685160017942599,0,0,326,0,0,1,144,0,0,0,0,0,0,0,0,0,0,0,0,740,740,191,191,304,304,13708,0.438655999999998,0.438656,1,1.11022302462516e-16,0,0,0.40024941090671,0.414392392377787,0.770987999310835,0,0,1.032192,0.438655999999998,0.140080761904761
closure-prepare-blackout-emergency,closure,prepare-blackout,16094201,1352252,11235906,11235906,0,1200346,628428,18749701346,52475012,657394829,139573278,139573278,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.07246809101113,0,1.07246809101113,0,14344,0.962909678171101,1,0.0972611737595706,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.118592651977394,0.225218299112337,0.103572626605129,0.0841279302233637,0.202211032415931,0.0661907116223261,1,1,326,1,1,1,115,115,0,29,205,54,0,0,0,0,0,0,0,994,994,254,254,10,10,436,0.013952,0.013952,1,1.11022302462516e-16,0,0,0.146807178433504,0.161039203072601,1.06726117375957,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094201,1352252,11235906,11235906,0,1200346,628428,18680699154,54833453,657650188,139573278,139573278,1,1,4,2,5,4,1,52,56,1,1,1,22,1,0,1,4,0,1,4.51491969950798,0.514919699507979,1,1.07121432657125,0,1.07121432657125,0,13744,0.962942517733469,1,0.101427967356537,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.117629265640371,0.224955008579963,0.103404278484465,0.0837990755831641,0.202217928724028,0.0621798847473367,1,1,326,1,1,1,123,123,8,29,218,57,0,0,0,0,0,0,0,994,994,254,254,132,132,4908,0.157056,0.157056,1,1.11022302462516e-16,0,0,0.149962328954214,0.152868756252879,1.01494362809701,0,0,1.47455999999999,0.157056,0.155391999999999
closure-iid20-emergency,closure,none,16094202,1157587,15932985,15932985,0,1346099,628428,18738817674,54625123,656562629,139601778,139601778,1,1,4,2,5,4,1,52,56,1,1,1,23,1,1,5,0,0,0,4.72991587567503,0.729915875675026,1,0.958182634282606,1,0.958182634282606,1,13766,0.90257945872283,1,0.102490295063857,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.113622657325063,0.201218353199347,0.088564429637319,0.0774194465242164,0.189541686331794,0.0544759074990564,1,1,326,1,1,1,33,33,5,7,53,20,0,0,0,0,0,0,0,999,999,249,249,116,116,4074,0.130368,0.130368,1,8.88178419700125e-16,0,0,0.146288646533212,0.149615742647625,1.02632855343583,0,0,1.47455999999999,0.130368,0.152850285714285
closure-response-blackout-emergency,closure,response-blackout,16094202,1157587,15932985,15932985,0,1346099,628428,18497761972,53286630,656651947,139601778,139601778,1,1,4,2,5,4,1,52,56,1,1,1,23,0,0,0,5,0,0,4.72991587567503,0.729915875675026,1,0.959259059112969,1,0.959259059112969,1,13766,0.90333924081739,1,0.10719742156191,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.114007549763354,0.201444402413723,0.0878335103834182,0.0761768130417251,0.189701240571652,0.051291805732735,1,1,326,1,1,1,143,143,27,29,237,78,0,0,0,0,0,0,0,988,988,260,260,309,309,13880,0.444159999999998,0.44416,1,8.88178419700125e-16,0,0,0.146582149344407,0.149932326849415,1.02603644337777,0,0,1.47455999999999,0.444159999999998,0.182735238095237
closure-response-blackout-no-emergency,closure,response-blackout,16094202,1157587,15932985,15932985,0,1346099,628428,18497761972,53286630,398933488,139601778,139601778,1,1,4,2,5,4,1,52,56,1,1,1,23,0,0,0,5,0,0,4.72991587567503,0.729915875675026,1,7.13241115809532,0,7.13241115809532,0,13766,6.18290734851974,0,-0.208192491744112,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.473148303293044,0.855880587072191,0.784565227390485,0.228322751943998,0.700291552929432,0.680119808337171,0,0,326,0,0,1,143,0,0,0,0,0,0,0,0,0,0,0,0,751,751,182,182,309,309,13880,0.444159999999998,0.44416,1,8.88178419700125e-16,0,0,0.39128190124775,0.405352066665733,0.761807508255888,0,0,1.035264,0.444159999999998,0.140897523809523
closure-prepare-blackout-emergency,closure,prepare-blackout,16094202,1157587,15932985,15932985,0,1346099,628428,18719120654,52560989,657155075,139601778,139601778,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,0.962141009492337,1,0.962141009492337,1,14344,0.903515047322618,1,0.103912730353552,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.115194354447047,0.202049611993391,0.0879440408113682,0.0750994903300148,0.18973815993775,0.0512101411465875,1,1,326,1,1,1,114,114,0,29,192,65,0,0,0,0,0,0,0,990,990,258,258,11,11,460,0.01472,0.01472,1,4.44089209850063e-16,0,0,0.142595771427912,0.157034248270866,1.07391273035355,0,0,1.47455999999999,0.01472,0.14183619047619
closure-commit-blackout-emergency,closure,commit-blackout,16094202,1157587,15932985,15932985,0,1346099,628428,18639930207,55296014,656435492,139601778,139601778,1,1,4,2,5,4,1,52,56,1,1,1,23,1,0,1,4,0,1,4.72991587567503,0.729915875675026,1,0.960106164169802,1,0.960106164169802,1,13766,0.903357599202127,1,0.102580789911054,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.113478938633694,0.201622294475658,0.087897103305399,0.0760230021518693,0.189705095832447,0.0512533045773835,1,1,326,1,1,1,121,121,7,29,201,70,0,0,0,0,0,0,0,982,982,266,266,121,121,4214,0.134848,0.134848,1,8.88178419700125e-16,0,0,0.146885938259296,0.150250448390679,1.02593232914741,0,0,1.47455999999999,0.134848,0.153276952380951
closure-iid20-emergency,closure,none,16094203,829957,16852052,16852052,0,1733636,628428,18736218402,55190286,656156372,139575178,139575178,1,1,4,2,5,4,1,52,56,1,1,1,22,1,1,5,0,0,0,4.51491969950798,0.514919699507979,1,1.01299974198075,0,1.01299974198075,0,13744,0.934174395048018,1,0.086589107508009,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.114799705130267,0.212729945815958,0.0974070016489617,0.0798524007966108,0.196176622960084,0.0657305724904849,1,1,326,1,1,1,30,30,6,6,53,13,0,0,0,0,0,0,0,1010,1010,238,238,111,111,3924,0.125568,0.125568,1,8.88178419700125e-16,0,0,0.142540232750142,0.144897419295841,1.02789538224684,0,0,1.47455999999999,0.125568,0.152393142857142
closure-response-blackout-emergency,closure,response-blackout,16094203,829957,16852052,16852052,0,1733636,628428,18495162700,52658740,656631066,139575178,139575178,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,0.99451747198603,1,0.99451747198603,1,13744,0.921800734148702,1,0.0838991853941591,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.116158398057847,0.208848669117066,0.0938362450560293,0.0787696509454876,0.193578154171227,0.0624598259107354,1,1,326,1,1,1,144,144,28,29,253,63,0,0,0,0,0,0,0,1013,1013,235,235,303,303,13712,0.438783999999998,0.438784,1,8.88178419700125e-16,0,0,0.140649223778969,0.142891943511134,1.03998829163153,0,0,1.47455999999999,0.438783999999998,0.182223238095237
closure-response-blackout-no-emergency,closure,response-blackout,16094203,829957,16852052,16852052,0,1733636,628428,18495162700,52658740,397666257,139575178,139575178,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,7.33972371741046,0,7.33972371741046,0,13744,6.44941184504015,0,-0.196357886904509,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.496409945865242,0.880262057432701,0.807369608915151,0.221620582656094,0.640199679636613,0.709435302954416,0,0,326,0,0,1,144,0,0,0,0,0,0,0,0,0,0,0,0,760,760,172,172,303,303,13712,0.438783999999998,0.438784,1,8.88178419700125e-16,0,0,0.38820713518201,0.401814955132586,0.773642113095491,0,0,1.032192,0.438783999999998,0.140092952380952
closure-prepare-blackout-emergency,closure,prepare-blackout,16094203,829957,16852052,16852052,0,1733636,628428,18712300899,52474916,656310206,139575178,139575178,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,0.994512134073201,1,0.994512134073201,1,14344,0.921775692563753,1,0.0836786059540702,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.118978920954444,0.208847548155372,0.0938322680063968,0.0774329967210452,0.193572895438388,0.0622231072565507,1,1,326,1,1,1,115,115,0,29,208,50,0,0,0,0,0,0,0,1009,1009,239,239,10,10,436,0.013952,0.013952,1,4.44089209850063e-16,0,0,0.138149722317661,0.152421583832125,1.05367860595407,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094203,829957,16852052,16852052,0,1733636,628428,18639540341,54707254,656572488,139575178,139575178,1,1,4,2,5,4,1,52,56,1,1,1,22,1,0,1,4,0,1,4.51491969950798,0.514919699507979,1,0.994234748061573,1,0.994234748061573,1,13744,0.921781980765457,1,0.0887553059509048,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.115016987403154,0.20878929709293,0.0937700884792284,0.0789550726674735,0.193574215960746,0.0625110200992864,1,1,326,1,1,1,121,121,6,29,216,54,0,0,0,0,0,0,0,1013,1013,235,235,115,115,4036,0.129152,0.129152,1,8.88178419700125e-16,0,0,0.139900580522744,0.142097892114734,1.03757227718575,0,0,1.47455999999999,0.129152,0.152734476190475
closure-iid20-emergency,closure,none,16094204,221706,11900806,11900806,0,1959404,628428,18710839551,54397516,656685587,139580878,139580878,1,1,4,2,5,4,1,52,56,1,1,1,21,1,1,5,0,0,0,4.29992352334093,0.299923523340933,1,0.991833797402359,1,0.991833797402359,1,13722,0.942444643356237,1,0.0833294238593909,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.116942085038129,0.208285097454495,0.0973530018485727,0.0842225632788667,0.19791337510481,0.0562714153047463,1,1,326,1,1,1,25,25,5,5,42,13,0,0,0,0,0,0,0,996,996,252,252,115,115,3970,0.12704,0.12704,1,1.11022302462516e-16,0,0,0.143539314958184,0.145436886081256,1.02591635683747,0,0,1.47455999999999,0.12704,0.152533333333332
closure-response-blackout-emergency,closure,response-blackout,16094204,221706,11900806,11900806,0,1959404,628428,18469783849,52699982,657214371,139580878,139580878,1,1,4,2,5,4,1,52,56,1,1,1,21,0,0,0,5,0,0,4.29992352334093,0.299923523340933,1,0.974590678143836,1,0.974590678143836,1,13722,0.937406926002741,1,0.0910355265495215,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.122585058128066,0.204664042410206,0.0948820583695249,0.0818845923054061,0.196855454460576,0.057229746696055,1,1,326,1,1,1,145,145,29,29,248,71,0,0,0,0,0,0,0,992,992,256,256,305,305,13718,0.438975999999998,0.438976,1,1.11022302462516e-16,0,0,0.142814654079098,0.144671767459451,1.02450955304366,0,0,1.47455999999999,0.438975999999998,0.182241523809523
closure-response-blackout-no-emergency,closure,response-blackout,16094204,221706,11900806,11900806,0,1959404,628428,18469783849,52699982,396873075,139580878,139580878,1,1,4,2,5,4,1,52,56,1,1,1,21,0,0,0,5,0,0,4.29992352334093,0.299923523340933,1,7.7187268139993,0,7.7187268139993,0,13722,6.93767129544493,0,-0.168758266177375,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.532109198362484,0.926981313649873,0.849059949539923,0.231595536402851,0.670174797546927,0.763143842498943,0,0,326,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,744,744,185,185,305,305,13718,0.438975999999998,0.438976,1,1.11022302462516e-16,0,0,0.401939721842162,0.415876247005851,0.801241733822625,0,0,1.02912,0.438975999999998,0.139818666666666
closure-prepare-blackout-emergency,closure,prepare-blackout,16094204,221706,11900806,11900806,0,1959404,628428,18684870461,52479278,656846079,139580878,139580878,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,0.983787086766676,1,0.983787086766676,1,14344,0.937518832742703,1,0.0796094784755152,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.115535727662166,0.206595288221002,0.096244501196614,0.0822910051093235,0.196878954875968,0.0544353991684827,1,1,326,1,1,1,116,116,0,29,202,59,0,0,0,0,0,0,0,982,982,266,266,10,10,436,0.013952,0.013952,1,1.11022302462516e-16,0,0,0.141684602590615,0.156310964088583,1.04960947847552,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094204,221706,11900806,11900806,0,1959404,628428,18617244482,55080566,657323035,139580878,139580878,1,1,4,2,5,4,1,52,56,1,1,1,21,1,0,1,4,0,1,4.29992352334093,0.299923523340933,1,0.96883949072706,1,0.96883949072706,1,13722,0.937421423162871,1,0.0980148463729589,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.122199288736376,0.203456293052683,0.0940198508024546,0.0820462660793997,0.196858498864203,0.0620926276588862,1,1,326,1,1,1,121,121,5,29,216,55,0,0,0,0,0,0,0,1000,1000,248,248,120,120,4110,0.13152,0.13152,1,1.11022302462516e-16,0,0,0.142016926776897,0.143823665355186,1.019828285901,0,0,1.47455999999999,0.13152,0.152959999999999
closure-iid20-emergency,closure,none,16094205,1229074,13055557,13055557,0,1806177,628428,18737001949,54875435,656589442,139628378,139628378,1,1,4,2,5,4,1,52,56,1,1,1,22,1,1,5,0,0,0,4.51491969950798,0.514919699507979,1,1.08585145285592,0,1.08585145285592,0,13744,0.982554586926264,1,0.0896512438850106,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.120206038064605,0.228028805099743,0.0874852783172406,0.0888518029886682,0.206336463254515,0.0738156700061841,1,1,326,1,1,1,33,33,6,8,59,13,0,0,0,0,0,0,0,973,973,275,275,119,119,4122,0.131904,0.131904,1,8.88178419700125e-16,0,0,0.150572997764613,0.152624848486605,1.03882237611417,0,0,1.47455999999999,0.131904,0.15299657142857
closure-response-blackout-emergency,closure,response-blackout,16094205,1229074,13055557,13055557,0,1806177,628428,18495946247,52805323,656329094,139628378,139628378,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,1.08618568295254,0,1.08618568295254,0,13744,0.978810922795759,1,0.0848718615126001,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.12076420724422,0.228098993420034,0.0911682342527083,0.0918133366684772,0.205550293787109,0.0669941695488929,1,1,326,1,1,1,145,145,29,29,269,50,0,0,0,0,0,0,0,989,989,259,259,306,306,13748,0.439935999999998,0.439936,1,8.88178419700125e-16,0,0,0.146703862783099,0.14851290648028,1.04806489522025,0,0,1.47455999999999,0.439935999999998,0.182332952380951
closure-response-blackout-no-emergency,closure,response-blackout,16094205,1229074,13055557,13055557,0,1806177,628428,18495946247,52805323,396769758,139628378,139628378,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,7.39117049341998,0,7.39117049341998,0,13744,6.6222986277472,0,-0.180260495150607,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.48478882881368,0.888912403336148,0.813028754276197,0.27623122188486,0.673059892863847,0.728452849052192,0,0,326,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,720,720,209,209,306,306,13748,0.439935999999998,0.439936,1,8.88178419700125e-16,0,0,0.407687840474368,0.421815375655461,0.789739504849392,0,0,1.02912,0.439935999999998,0.139910095238095
closure-prepare-blackout-emergency,closure,prepare-blackout,16094205,1229074,13055557,13055557,0,1806177,628428,18715266673,52479278,656373570,139628378,139628378,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.08629157869179,0,1.08629157869179,0,14344,0.978749639153447,1,0.0812125609054652,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.120058583180156,0.228121231525277,0.0887587449981116,0.0929294468581694,0.205537424222224,0.0666140137779396,1,1,326,1,1,1,116,116,0,29,222,39,0,0,0,0,0,0,0,987,987,261,261,10,10,436,0.013952,0.013952,1,0,0,0,0.144409864090164,0.158178002676211,1.05121256090547,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094205,1229074,13055557,13055557,0,1806177,628428,18649101346,55341940,657322989,139628378,139628378,1,1,4,2,5,4,1,52,56,1,1,1,22,1,0,1,4,0,1,4.51491969950798,0.514919699507979,1,1.08199771674529,0,1.08199771674529,0,13744,0.978825080103896,1,0.0933081803830482,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.119661096539983,0.22721952051651,0.0911167986525678,0.0900066650424953,0.205553266821818,0.0658538285518464,1,1,326,1,1,1,122,122,6,29,234,39,0,0,0,0,0,0,0,997,997,251,251,122,122,4206,0.134592,0.134592,1,8.88178419700125e-16,0,0,0.145842883006711,0.14759642103976,1.04490356265501,0,0,1.47455999999999,0.134592,0.15325257142857
closure-iid20-emergency,closure,none,16094206,423025,16388446,16388446,0,560881,628428,18709913659,54757677,656527268,139592278,139592278,1,1,4,2,5,4,1,52,56,1,1,1,21,1,1,5,0,0,0,4.29992352334093,0.299923523340933,1,1.05145094070091,0,1.05145094070091,0,13722,0.948444959213755,1,0.102620642813748,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.11789570142668,0.220804697547192,0.106684605513145,0.0746640786660482,0.199173441434888,0.0729217671222915,1,1,326,1,1,1,20,20,4,4,39,5,0,0,0,0,0,0,0,1002,1002,246,246,105,105,3510,0.11232,0.11232,1,0,0,0,0.146577891601577,0.14874213198201,1.02267077688804,0,0,1.47455999999999,0.11232,0.151131428571428
closure-response-blackout-emergency,closure,response-blackout,16094206,423025,16388446,16388446,0,560881,628428,18468857957,52611208,656010330,139592278,139592278,1,1,4,2,5,4,1,52,56,1,1,1,21,0,0,0,5,0,0,4.29992352334093,0.299923523340933,1,1.03159295160906,0,1.03159295160906,0,13722,0.944019822713348,1,0.100128709084018,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.118627276824521,0.216634519837903,0.103223443573241,0.0754633440871872,0.198244162769803,0.0697091951361777,1,1,326,1,1,1,145,145,29,29,262,57,0,0,0,0,0,0,0,1008,1008,240,240,303,303,13696,0.438271999999998,0.438272,1,0,0,0,0.144045796855362,0.146061158113934,1.03137568785259,0,0,1.47455999999999,0.438271999999998,0.182174476190475
closure-response-blackout-no-emergency,closure,response-blackout,16094206,423025,16388446,16388446,0,560881,628428,18468857957,52611208,396130831,139592278,139592278,1,1,4,2,5,4,1,52,56,1,1,1,21,0,0,0,5,0,0,4.29992352334093,0.299923523340933,1,7.42861963496559,0,7.42861963496559,0,13722,6.58236032604668,0,-0.170169866862476,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.492751097498642,0.897519761227164,0.817148159846215,0.243508676754003,0.676113041765156,0.724059635865135,0,0,326,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,746,746,183,183,303,303,13696,0.438271999999998,0.438272,1,0,0,0,0.408655504474668,0.42290140065013,0.799830133137524,0,0,1.02912,0.438271999999998,0.139751619047618
closure-prepare-blackout-emergency,closure,prepare-blackout,16094206,423025,16388446,16388446,0,560881,628428,18685489363,52479278,656898498,139592278,139592278,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.03215332814699,0,1.03215332814699,0,14344,0.944260253354267,1,0.0992769905236985,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.118333425496258,0.216752198910869,0.103350182578268,0.0764538622381936,0.198294653204396,0.0696581902910867,1,1,326,1,1,1,116,116,0,29,219,42,0,0,0,0,0,0,0,1012,1012,236,236,10,10,436,0.013952,0.013952,1,0,0,0,0.140197984827743,0.153921750667174,1.0692769905237,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094206,423025,16388446,16388446,0,560881,628428,18614218883,55446802,656864304,139592278,139592278,1,1,4,2,5,4,1,52,56,1,1,1,21,1,0,1,4,0,1,4.29992352334093,0.299923523340933,1,1.03125687631578,0,1.03125687631578,0,13722,0.94398219616015,1,0.107151964854508,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.117478603992809,0.216563944026313,0.103168577916908,0.0742124836214502,0.198236261193631,0.0698114520562365,1,1,326,1,1,1,120,120,4,29,220,49,0,0,0,0,0,0,0,1009,1009,239,239,110,110,3650,0.1168,0.1168,1,0,0,0,0.144537336925273,0.146585818564037,1.02835103621643,0,0,1.47455999999999,0.1168,0.151558095238094
closure-iid20-emergency,closure,none,16094207,805714,17101254,17101254,0,906688,628428,18831099424,55251287,656161859,139584678,139584678,1,1,4,2,5,4,1,52,56,1,1,1,23,1,1,5,0,0,0,4.72991587567503,0.729915875675026,1,1.03185257384761,0,1.03185257384761,0,13766,0.881114752862668,1,0.0571846676438375,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.118845001807989,0.216689040507997,0.109976693945343,0.0838857886587452,0.18503409810116,0.0499649854249768,1,1,326,1,1,1,31,31,5,7,51,18,0,0,0,0,0,0,0,994,994,254,254,111,111,3676,0.117632,0.117632,1,0,0,0,0.146295950780812,0.149859905254276,1.02718466764384,0,0,1.47455999999999,0.117632,0.151637333333332
closure-response-blackout-emergency,closure,response-blackout,16094207,805714,17101254,17101254,0,906688,628428,18590043722,52316208,656476163,139584678,139584678,1,1,4,2,5,4,1,52,56,1,1,1,23,0,0,0,5,0,0,4.72991587567503,0.729915875675026,1,0.970099186516923,1,0.970099186516923,1,13766,0.881313748625917,1,0.0696303418450719,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.125307055637679,0.203720829168554,0.102715610518502,0.0784992897245538,0.185075887211443,0.0519617837314075,1,1,326,1,1,1,144,144,28,29,247,70,0,0,0,0,0,0,0,1004,1004,244,244,309,309,13900,0.444799999999998,0.4448,1,0,0,0,0.141430228500511,0.144761226481981,1.03963034184507,0,0,1.47455999999999,0.444799999999998,0.182796190476189
