stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH,route,factorMacAloha,factorAdaptive,primaryFactorialFlag,basePAccess
holdout,16022001,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,csma-adaptive,1,NaN,mac-aware-broadcast,CSMA adaptive,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.054284908077058,0.530423271720747,0,0,9.63739491826495,12.4079872401104,0,1.03665775808453,0.0743615257048092,0.16,0.219999999999999,0.279999999999999,0.136672194582642,0.0623106688778331,704,810,681,61,745,1512,1168,344,954,745,209,0,0,0,115,0.13203214695752,0,0,106,0,2,32,32,0,0,0,0,61,824,0,0.261249999999979,61,0,0,0.23023319109216,0.282082145389395,0,0,0,0,0,0.279833333333334,3.24,0.118,0.210944000000002,0,0,0.671600000000001,56.75,97.3333333333333,62.0833333333333,0.00703903559127445,0.0210000000000004,0.0454281879194632,0.0960000000000001,0.984703746562908,1805,130,0.0958448753462604,0.115384615384615,0.101726378936844,0.104772537910348,2.8602426,0,667495199556,21203657145,105363559,0,137376917,adaptive,0,1,1,0.2
holdout,16022001,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,csma-piggyback,2,NaN,causal-broadcast,CSMA piggyback-only,piggyback,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0534215060278167,0.532227228713559,0,0,9.63739491826495,12.4079872401104,0,1.03665774822603,0.0706467661691542,0.140000000000001,0.200000000000001,0.279999999999999,0.139447208402432,0.0688004422332781,705,817,676,0,727,1504,1163,341,931,727,204,0,0,0,117,0.143206854345165,0,2,114,1,1,32,32,0,0,0,0,0,931,1,0.25199999999998,0,0,0,0.223663999466462,0.297432773254027,0,0,0,0,0,0.272333333333334,3.268,0,0.238336000000002,0,0,0.653600000000001,56.3333333333333,96.9166666666667,60.5833333333333,0.00741493268053864,0.0210000000000003,0.0441306740027511,0.0984000000000003,0.988847294051457,1848,0,0.0968614718614719,0,0.101726378936844,0.104772537910348,2.0052185,0,667495199556,21203657145,105363559,0,107729532,piggyback,0,0,1,0.2
holdout,16022001,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,csma-fixed-hybrid,3,NaN,causal-broadcast,CSMA fixed-deadline hybrid,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0585820458881452,0.524759860609433,0,0,9.65672315119263,12.3695467189083,0,1.03661666396911,0.0791487009397456,0.16,0.200000000000001,0.279999999999999,0.117346600331675,0.0381978993919292,608,708,581,505,814,1323,991,332,1027,814,213,0,0,0,166,0.136850783182193,0,1,101,0,2,32,32,0,0,0,0,505,361,0,0.272916666666644,0,0,0,0.247139826410299,0.307084242251435,0,0,0,0,0,0.29025,2.832,0.651,0.0924160000000002,0,0,0.696600000000001,48.4166666666667,82.5833333333333,67.8333333333333,0.00605193734542458,0.0194,0.0326302211302212,0.05135,0.984846318799142,1441,666,0.0971547536433033,0.100600600600601,0.101726378936844,0.104772537910348,1.7483071,0,667495199556,21203657145,105363559,0,137393488,fixed-hybrid,0,0,0,0.2
holdout,16022001,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,aloha-adaptive,4,NaN,mac-aware-broadcast,ALOHA adaptive,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0768710501582877,0.49959580196574,0,0,9.86344198494414,13.7188482289768,0,1.03650542056274,0.0990934217799888,0.24,0.32,0.459999999999999,0.175986733001658,0.0768933112216695,917,2084,431,321,442,3847,742,3100,1115,442,672,3,5,1,1730,0.719334719334719,0,52,1220,14,2,32,32,0,0,0,0,321,711,26,0.476250000000015,321,10,0,0.372079718595217,0.565788361906713,0,0,0,0,0,0.727833333333294,8.33599999999953,0.398,0.182016000000002,0,0,1.74679999999991,35.9166666666667,61.8333333333333,36.8333333333333,0.00883284823284828,0.024,0.0364705882352942,0.0579999999999998,0.988853104788268,4097,404,0.108127898462289,0.0940594059405941,0.101726378936844,0.104772537910348,1.9571238,0,667495199556,21203657145,105363559,0,137379797,adaptive,1,1,1,0.2
holdout,16022001,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,aloha-piggyback,5,NaN,causal-broadcast,ALOHA piggyback-only,piggyback,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0983544679812829,0.458580427644911,0,0,9.76582919948682,12.8071239984959,0,1.03622159670488,0.149872857932559,0.62,0.9,1.12,0.329021558872305,0.179148700939746,1009,2397,430,0,325,4385,753,3632,1334,325,1009,0,0,0,1956,0.816020025031289,0,50,1438,4,1,32,32,0,0,0,0,0,1334,8,0.49125000000002,0,0,0,0.396387171627474,0.57350809873823,0,0,0,0,0,0.798999999999949,9.58799999999939,0,0.341504,0,0,1.91759999999988,35.8333333333333,62.75,27.0833333333333,0.0102060909470172,0.0262000000000009,0.0497015384615386,0.1138,0.976240760295671,4954,0,0.0997174000807428,0,0.101726378936844,0.104772537910348,1.9082497,0,667495199556,21203657145,105363559,0,107732518,piggyback,1,0,1,0.2
holdout,16022001,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,aloha-fixed-hybrid,6,NaN,causal-broadcast,ALOHA fixed-deadline hybrid,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0687027677288318,0.512709146110746,0,0,9.86344198494414,13.7188482289768,0,1.03635867941115,0.0960751796572691,0.220000000000001,0.34,0.440000000000001,0.190082918739635,0.094007739082366,953,2213,434,339,395,4018,745,3273,1104,395,709,0,0,0,1891,0.740987460815047,0,57,1317,6,2,32,32,0,0,0,0,339,683,23,0.489250000000018,0,0,0,0.396184479041796,0.527283860454409,0,0,0,0,0,0.772583333333289,8.85199999999947,0.419,0.174848000000002,0,0,1.85419999999989,36.1666666666667,62.0833333333333,32.9166666666667,0.0090517241379311,0.025,0.0346886075949368,0.0563000000000002,0.982607334759247,4325,421,0.0978034682080925,0.104513064133017,0.101726378936844,0.104772537910348,1.7347817,0,667495199556,21203657145,105363559,0,137396765,fixed-hybrid,1,0,0,0.2
holdout,16022002,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,csma-adaptive,1,NaN,mac-aware-broadcast,CSMA adaptive,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0535333934575318,0.531746390513396,0,0,9.48217176765279,12.3947405852172,0,1.03665853748876,0.0718076285240464,0.159999999999998,0.200000000000001,0.24,0.136417910447761,0.0646102819237148,702,814,675,61,759,1512,1183,329,934,759,175,0,0,0,120,0.137142857142857,0,2,114,0,2,32,32,0,0,0,0,61,812,4,0.261166666666645,61,0,0,0.235844816899175,0.282237379572921,0,0,0,0,0,0.281,3.256,0.116,0.207872000000002,0,0,0.674400000000001,56.25,98.5833333333333,63.25,0.00692914285714294,0.0213000000000003,0.0451370223978921,0.0959999999999997,0.982384458650913,1823,122,0.0850246845858475,0.0819672131147541,0.0955274120979837,0.0964205965672388,2.7752098,0,667168996002,21186151932,105363559,0,137376919,adaptive,0,1,1,0.2
holdout,16022002,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,csma-piggyback,2,NaN,causal-broadcast,CSMA piggyback-only,piggyback,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0534326923517592,0.53211908102176,0,0,9.48217176765279,12.3947405852172,0,1.03665307390574,0.0716417910447761,0.140000000000001,0.219999999999999,0.299999999999999,0.140154781647319,0.0685129906025429,689,836,656,0,749,1545,1145,400,982,749,233,0,0,0,159,0.190191387559809,0,3,150,0,1,32,32,0,0,0,0,0,982,3,0.251666666666647,0,0,0,0.223661013218177,0.284466496304673,0,0,0,0,0,0.278666666666667,3.344,0,0.251392000000002,0,0,0.668800000000001,54.6666666666667,95.4166666666667,62.4166666666667,0.00729784688995225,0.0239999999999991,0.0474259012016022,0.108,0.987666108191228,1898,0,0.0879873551106428,0,0.0955274120979837,0.0964205965672388,1.9728342,0,667168996002,21186151932,105363559,0,107729534,piggyback,0,0,1,0.2
holdout,16022002,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,csma-fixed-hybrid,3,NaN,causal-broadcast,CSMA fixed-deadline hybrid,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0567938464949409,0.52824829690841,0,0,9.48217176765279,12.3957476223978,0,1.03663712526643,0.077446102819237,0.140000000000001,0.200000000000001,0.34,0.114936428966279,0.0374903261470425,589,693,574,536,810,1283,1004,279,1032,810,222,0,0,0,183,0.148901545972335,0,0,104,0,2,32,32,0,0,0,0,536,342,0,0.27008333333331,0,0,0,0.244839832855397,0.319380435191986,0,0,0,0,0,0.288083333333334,2.772,0.685,0.0875520000000002,0,0,0.691400000000001,47.8333333333333,83.6666666666667,67.5,0.0061171684296176,0.0190000000000001,0.0321456790123457,0.0500000000000007,0.990935065716262,1407,690,0.0895522388059701,0.104347826086957,0.0955274120979837,0.0964205965672388,1.7553408,0,667168996002,21186151932,105363559,0,137393490,fixed-hybrid,0,0,0,0.2
holdout,16022002,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,aloha-adaptive,4,NaN,mac-aware-broadcast,ALOHA adaptive,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0813207273227888,0.469853363894258,0,0,9.6687518234567,13.0072461751638,0,1.03630868065814,0.13983416252073,0.42,0.58,0.700000000000001,0.252824765063571,0.112990602542841,954,2232,439,305,391,4107,779,3328,1164,391,773,0,0,0,1896,0.747339377217186,0,33,1311,5,2,32,32,0,0,0,0,305,766,14,0.511750000000025,305,12,0,0.422944527571713,0.540639699661816,0,0,0,0,0,0.776749999999955,8.92799999999946,0.393,0.196096000000002,0,0,1.86419999999989,36.5833333333333,64.9166666666667,32.5833333333333,0.00977769018525827,0.0259999999999998,0.0355728900255756,0.0590000000000006,0.967499184216471,4394,398,0.0946745562130177,0.0979899497487437,0.0955274120979837,0.0964205965672388,1.917278,0,667168996002,21186151932,105363559,0,137379799,adaptive,1,1,1,0.2
holdout,16022002,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,aloha-piggyback,5,NaN,causal-broadcast,ALOHA piggyback-only,piggyback,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.085980468965402,0.486126613638639,0,0,9.6687518234567,13.0072461751638,0,1.03639466630485,0.108546158098397,0.26,0.42,0.6,0.24996130458817,0.141415146489773,1041,2567,408,0,287,4717,725,3992,1408,287,1121,0,0,0,2142,0.834437086092715,0,37,1563,7,1,32,32,0,0,0,0,0,1408,13,0.5364166666667,0,0,0,0.424793151793582,0.56441279145128,0,0,0,0,0,0.855666666666609,10.2679999999993,0,0.360448000000001,0,0,2.05359999999986,34,60.4166666666667,23.9166666666667,0.0104885079859759,0.0269999999999996,0.0494041811846691,0.1084,0.978796965955195,5255,0,0.0949571836346337,0,0.0955274120979837,0.0964205965672388,1.9033995,0,667168996002,21186151932,105363559,0,107732520,piggyback,1,0,1,0.2
holdout,16022002,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,aloha-fixed-hybrid,6,NaN,causal-broadcast,ALOHA fixed-deadline hybrid,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.081320178835921,0.469853263447755,0,0,9.6687518234567,13.0072461751638,0,1.0363084450032,0.13983416252073,0.42,0.58,0.700000000000001,0.252824765063571,0.112990602542841,951,2226,435,312,392,4099,774,3325,1147,392,755,0,0,0,1898,0.747832939322301,0,33,1308,5,2,32,32,0,0,0,0,312,739,14,0.510333333333358,0,0,0,0.422944527561283,0.540639699661792,0,0,0,0,0,0.775499999999955,8.90399999999946,0.402,0.189184000000002,0,0,1.86119999999989,36.25,64.5,32.6666666666667,0.00978053585500403,0.0259999999999998,0.0354311224489798,0.0590000000000006,0.965852538090498,4367,408,0.094343943210442,0.102941176470588,0.0955274120979837,0.0964205965672388,1.762144,0,667168996002,21186151932,105363559,0,137396767,fixed-hybrid,1,0,0,0.2
holdout,16022003,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,csma-adaptive,1,NaN,mac-aware-broadcast,CSMA adaptive,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0544518534767954,0.527187111442838,0,0,9.58671375691633,12.3082821180519,0,1.03666614208093,0.072636815920398,0.16,0.220000000000001,0.340000000000002,0.140486456605859,0.0678496406854616,693,799,666,56,734,1466,1145,321,918,734,184,0,0,0,116,0.135672514619883,0,1,107,0,2,32,32,0,0,0,0,56,797,0,0.256833333333313,56,0,0,0.234604178399148,0.296019858423799,0,0,0,0,0,0.2755,3.196,0.11,0.204032000000002,0,0,0.6612,55.5,95.4166666666667,61.1666666666667,0.00663742690058486,0.0199999999999997,0.045065395095368,0.0980000000000002,0.990146661606804,1751,121,0.0976584808680754,0.107438016528926,0.100866522246292,0.105842359606732,3.0014795,0,667728041506,21207433247,105363559,0,137376921,adaptive,0,1,1,0.2
holdout,16022003,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,csma-piggyback,2,NaN,causal-broadcast,CSMA piggyback-only,piggyback,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0540885820655215,0.529946261094681,0,0,9.58671375691633,12.3082821180519,0,1.03668449286288,0.0719955776672194,0.16,0.220000000000001,0.280000000000001,0.144742951907131,0.0727473742399116,707,815,668,0,730,1499,1169,330,919,730,189,0,0,0,113,0.138650306748466,0,1,109,0,1,32,32,0,0,0,0,0,919,1,0.252333333333313,0,0,0,0.224194843741452,0.29289066187635,0,0,0,0,0,0.271666666666667,3.26,0,0.235264000000002,0,0,0.652000000000001,55.6666666666667,97.4166666666667,60.8333333333333,0.0069361963190185,0.0209999999999999,0.0455013698630138,0.104,0.988599153687662,1843,0,0.096581660336408,0,0.100866522246292,0.105842359606732,1.9873584,0,667728041506,21207433247,105363559,0,107729536,piggyback,0,0,1,0.2
holdout,16022003,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,csma-fixed-hybrid,3,NaN,causal-broadcast,CSMA fixed-deadline hybrid,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0568151757100584,0.527254351642267,0,0,9.58675074209953,12.3873967323063,0,1.03664933406946,0.0787064676616915,0.16,0.219999999999999,0.34,0.115809839690437,0.0371033720287452,601,688,570,521,802,1285,997,288,1016,802,214,0,0,0,174,0.143920595533499,0,1,88,1,2,32,32,0,0,0,0,522,339,4,0.26933333333331,0,0,0,0.258310615850997,0.339652174551373,0,0,0,0,0,0.285583333333334,2.752,0.675,0.0867840000000003,0,0,0.6854,47.5,83.0833333333333,66.8333333333333,0.00539867659222503,0.0169999999999997,0.0300324189526185,0.0490000000000012,0.981719292944554,1403,677,0.104775481111903,0.115214180206795,0.100866522246292,0.105842359606732,1.8211538,0,667728041506,21207433247,105363559,0,137393492,fixed-hybrid,0,0,0,0.2
holdout,16022003,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,aloha-adaptive,4,NaN,mac-aware-broadcast,ALOHA adaptive,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0804699724728113,0.496448719034061,0,0,9.61073395840429,13.1679317300161,0,1.03635454539592,0.127860696517413,0.360000000000001,0.52,0.619999999999999,0.243980099502487,0.116119402985075,963,2325,389,291,340,4357,685,3672,1039,340,699,0,0,0,2038,0.779051987767584,0,34,1396,10,2,32,32,0,0,0,0,291,683,10,0.504250000000024,291,13,0,0.390510523505909,0.539370056880303,0,0,0,0,0,0.804666666666618,9.29999999999942,0.356,0.174848000000002,0,0,1.93119999999988,32.4166666666667,57.0833333333333,28.3333333333333,0.0095194954128441,0.024,0.0350117647058824,0.0570499999999995,0.98712286767344,4606,356,0.0981328701693443,0.109550561797753,0.100866522246292,0.105842359606732,1.9828596,0,667728041506,21207433247,105363559,0,137379801,adaptive,1,1,1,0.2
holdout,16022003,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,aloha-piggyback,5,NaN,causal-broadcast,ALOHA piggyback-only,piggyback,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0934289622965177,0.47433277864196,0,0,9.61073395840429,13.1679317300161,0,1.03639851744391,0.110259812050857,0.300000000000001,0.5,0.6,0.260862354892205,0.150602542841349,1031,2502,400,0,306,4577,717,3860,1260,306,954,0,0,0,2080,0.831334932054356,0,29,1500,12,1,32,32,0,0,0,0,0,1260,14,0.508333333333357,0,0,0,0.417103564066966,0.515025321579287,0,0,0,0,0,0.833999999999945,10.0079999999993,0,0.322560000000002,0,0,2.00159999999987,33.3333333333333,59.75,25.5,0.0102122302158274,0.0259999999999998,0.0459019607843138,0.0950000000000004,0.974718245507158,5053,0,0.101721749455769,0,0.100866522246292,0.105842359606732,1.8252103,0,667728041506,21207433247,105363559,0,107732522,piggyback,1,0,1,0.2
holdout,16022003,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,aloha-fixed-hybrid,6,NaN,causal-broadcast,ALOHA fixed-deadline hybrid,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0690858739004352,0.509144962090308,0,0,9.61073395840429,13.1679317300161,0,1.0363598020307,0.102354892205638,0.26,0.4,0.52,0.198374792703151,0.0960199004975125,948,2223,426,308,402,4076,774,3302,1186,402,784,0,0,0,1896,0.749111023310944,0,35,1310,10,2,32,32,0,0,0,0,308,794,11,0.501500000000022,0,0,0,0.416028721681298,0.574161634725908,0,0,0,0,0,0.773333333333289,8.89199999999946,0.388,0.203264000000003,0,0,1.85599999999989,35.5,64.5,33.5,0.00918530225207433,0.024,0.0340223880597016,0.0549999999999997,0.9613603856545,4448,392,0.098021582733813,0.104591836734694,0.100866522246292,0.105842359606732,1.71741,0,667728041506,21207433247,105363559,0,137396769,fixed-hybrid,1,0,0,0.2
holdout,16022004,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,csma-adaptive,1,NaN,mac-aware-broadcast,CSMA adaptive,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0537327187326788,0.531336147934719,0,0,9.6583473466266,12.4001316830752,0,1.03666671700553,0.0733665008291873,0.16,0.219999999999999,0.320000000000001,0.138794914317302,0.065428413488115,711,846,684,58,733,1567,1153,414,964,733,231,0,0,0,146,0.161504424778761,0,3,138,1,2,32,32,0,0,0,0,58,841,2,0.266249999999979,58,0,0,0.224957984547266,0.304254249246827,0,0,0,0,0,0.291083333333334,3.384,0.109,0.215296000000002,0,0,0.698600000000001,57,96.0833333333333,61.0833333333333,0.00703207964601777,0.022,0.0453669849931788,0.0999999999999986,0.98828897338403,1886,123,0.0965005302226935,0.0894308943089431,0.0950508248625229,0.0964272621229795,2.9639017,0,666862070904,21185884568,105363559,0,137376923,adaptive,0,1,1,0.2
holdout,16022004,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,csma-piggyback,2,NaN,causal-broadcast,CSMA piggyback-only,piggyback,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.053430665960874,0.532246231888611,0,0,9.6583473466266,12.4001316830752,0,1.03666614071894,0.071829740187949,0.140000000000001,0.200000000000001,0.279999999999999,0.138949695964621,0.0671199557766723,691,806,672,0,746,1471,1152,319,937,746,191,0,0,0,115,0.142679900744417,0,0,115,0,1,32,32,0,0,0,0,0,937,0,0.24899999999998,0,0,0,0.21764777997133,0.268632404328772,0,0,0,0,0,0.268666666666667,3.224,0,0.239872000000002,0,0,0.6448,56,96,62.1666666666667,0.00716501240694797,0.0230000000000005,0.0455174262734586,0.104,0.990033543068862,1822,0,0.100987925356751,0,0.0950508248625229,0.0964272621229795,1.9962205,0,666862070904,21185884568,105363559,0,107729538,piggyback,0,0,1,0.2
holdout,16022004,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,csma-fixed-hybrid,3,NaN,causal-broadcast,CSMA fixed-deadline hybrid,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0577965740335675,0.527837752609875,0,0,9.63615855424455,12.4479065205843,0,1.03664227783995,0.0801879491431728,0.16,0.220000000000001,0.32,0.117788833609729,0.0376008844665561,599,716,575,528,807,1310,986,324,1033,807,226,0,0,0,190,0.152733118971061,0,0,117,0,2,32,32,0,0,0,0,528,383,0,0.272833333333311,0,0,0,0.24819712674138,0.311878108399781,0,0,0,0,0,0.292666666666667,2.864,0.648,0.0980480000000004,0,0,0.702400000000001,47.9166666666667,82.1666666666667,67.25,0.00620016077170422,0.0199999999999996,0.0324758364312268,0.0529999999999997,0.987662618930262,1427,650,0.105115627189909,0.0846153846153846,0.0950508248625229,0.0964272621229795,1.7573719,0,666862070904,21185884568,105363559,0,137393494,fixed-hybrid,0,0,0,0.2
holdout,16022004,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,aloha-adaptive,4,NaN,mac-aware-broadcast,ALOHA adaptive,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0747783411086142,0.503078075785571,0,0,9.61522993311779,12.9201603032502,0,1.03655965788526,0.125008291873963,0.34,0.44,0.539999999999999,0.221149806522941,0.0961415146489775,968,2216,422,330,416,4109,749,3357,1077,416,661,1,3,0,1902,0.747054202670856,0,62,1310,11,2,32,32,0,0,0,0,330,655,29,0.494083333333354,330,36,0,0.395357808356227,0.521183169872833,0,0,0,0,0,0.773416666666622,8.86399999999947,0.417,0.167680000000002,0,0,1.85619999999989,35.1666666666667,62.4166666666667,34.6666666666667,0.00909701492537319,0.024,0.0339326923076924,0.0562499999999999,0.977999890164205,4339,422,0.0938004148421295,0.101895734597156,0.0950508248625229,0.0964272621229795,2.0206271,0,666862070904,21185884568,105363559,0,137379803,adaptive,1,1,1,0.2
holdout,16022004,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,aloha-piggyback,5,NaN,causal-broadcast,ALOHA piggyback-only,piggyback,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0749085592985623,0.484977552539976,0,0,9.61185847963758,12.9134808127409,0,1.0363042094395,0.139933665008292,0.431999999999998,0.540000000000001,0.66,0.304256495301271,0.16432283029298,1039,2505,383,0,287,4591,678,3913,1291,287,1004,0,0,0,2104,0.839920159680639,0,49,1515,9,1,32,32,0,0,0,0,0,1291,20,0.509916666666692,0,0,0,0.378961186483259,0.493143030191579,0,0,0,0,0,0.834999999999945,10.0199999999993,0,0.330496000000001,0,0,2.00399999999987,31.9166666666667,56.5,23.9166666666667,0.0101948103792416,0.026,0.0491324041811849,0.106000000000001,0.982544626410797,5096,0,0.0888932496075353,0,0.0950508248625229,0.0964272621229795,1.857367,0,666862070904,21185884568,105363559,0,107732524,piggyback,1,0,1,0.2
holdout,16022004,n5-moderate,N5 Moderate matched,EXP16 matched route-by-MAC factorial,aloha-fixed-hybrid,6,NaN,causal-broadcast,ALOHA fixed-deadline hybrid,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0758848485852921,0.501985134426078,0,0,9.61522993311779,12.9201603032502,0,1.03627575722171,0.106014372581537,0.279999999999999,0.44,0.66,0.195058043117744,0.0890436705362079,964,2256,424,322,389,4112,767,3345,1207,389,818,0,0,0,1931,0.749030256012413,0,42,1334,9,2,32,32,0,0,0,0,322,803,9,0.501250000000022,0,0,0,0.405608160017489,0.523064591712862,0,0,0,0,0,0.785499999999954,9.02399999999945,0.402,0.205568000000003,0,0,1.88519999999989,35.3333333333333,63.9166666666667,32.4166666666667,0.00929557796741668,0.024,0.0359665809768639,0.0595999999999995,0.934046864446407,4531,404,0.104171264621496,0.099009900990099,0.0950508248625229,0.0964272621229795,1.7492235,0,666862070904,21185884568,105363559,0,137396771,fixed-hybrid,1,0,0,0.2
