candidateArm,nPairs,candidateMeanRMSE,periodicMeanRMSE,candidateMeanCost,periodicMeanCost,relativePeriodicRmse,relativePeriodicCost,rmseDelta,rmseCiLo,rmseCiHi,costDelta,costCiLo,costCiHi,candidateMeanManagementAirtime,candidateMeanRetryClaims,terminalCertificationRate,candidateSafeFailures,epsilonDominates,epsilonConfidenceSupported
elcs-w-legacy,60,0.0544643523858405,0.0550131098130667,0.325583644444442,0.286719999999997,0.0100755338710101,-0.119366083363185,0.000548757427226171,-0.000558283624422014,0.00168148278453635,-0.0388636444444448,-0.0399563200000003,-0.0377834577777781,0.583816533333332,188.333333333333,1,0,0,0
elcs-w-cumulative,60,0.0544643152619387,0.0550131098130667,0.311519288888886,0.286719999999997,0.0100762223574951,-0.0796075548879887,0.000548794551128003,-0.000568588042687473,0.00171811342203337,-0.0247992888888893,-0.0254638755555559,-0.0241557244444448,0.414685866666667,107.75,1,0,0,0
