scenario,reference,nPairs,periodicRateHz,referenceMeanRMSE,elcsMeanRMSE,referenceMeanCost,elcsMeanCost,rmseDelta,rmseCiLo,rmseCiHi,costDelta,costCiLo,costCiHi,relativeRmse,relativeCost,strictDominates,epsilonDominates,epsilonConfidenceSupported
n5-6dof-zero-loss,periodic-cost-match,30,19.1122222222221,0.0303694793037674,0.0301093105040434,0.293119999999997,0.293631999999997,0.000260168799723996,0.000242980555880982,0.000278072326952045,-0.000512000000000299,-0.000657066666666963,-0.000375253333333633,0.00864080895140629,-0.00174367916303442,0,0,0
n5-6dof-zero-loss,periodic-cost-minus2pct,30,18.7299777777776,0.0308106832345443,0.0301093105040434,0.287999999999997,0.293631999999997,0.000701372730500875,0.000692292012313144,0.000710572494041367,-0.00563200000000026,-0.00576853333333359,-0.00549546666666692,0.023294214273246,-0.0191804707933743,0,0,0
n10-ring2-zero-loss,periodic-cost-match,30,10.3799999999999,0.0556806015927259,0.0508587627240969,0.319556266666664,0.318856533333331,0.00482183886862904,0.00479561139571857,0.00484802226197965,0.00069973333333264,0.000469333333332643,0.000921599999999314,0.0948084186551483,0.00219450837659707,0,0,0
n10-ring2-zero-loss,periodic-cost-minus2pct,30,10.1723999999999,0.0561576373844481,0.0508587627240969,0.312319999999997,0.318856533333331,0.0052988746603512,0.00527296632412723,0.00532575452971598,-0.00653653333333393,-0.00674986666666726,-0.0063232000000006,0.104188037154915,-0.0204999197131102,0,0,0
