nPairs,shortMeanManagementAirtime,targetMeanManagementAirtime,relativeManagementVsShort,managementDelta,managementCiLo,managementCiHi,periodicMeanCost,targetMeanCost,relativeCostVsPeriodic,costDelta,costCiLo,costCiHi,shortMeanRMSE,targetMeanRMSE,relativeRmseVsShort,rmseDelta,rmseCiLo,rmseCiHi,confidenceSupported,periodicEpsilonDominates,mechanismPassed
100,0.622122880000003,0.0594112,-0.904502467422514,-0.562711680000002,-0.571082528000003,-0.554428656000002,0.286719999999997,0.275397013333331,-0.0394914434523809,-0.0113229866666663,-0.011521025333333,-0.0111170119999996,0.0555061322852092,0.0555044674539962,-2.99936447467619e-05,-1.66483121303206e-06,-4.99449363909617e-06,0,1,0,1
