sourceR2Run,configurationId,N,graph,pinning,H,D,sender,p,rValue,rRelative,strictReduction,relativeRankRatio,pairwiseHiddenDirections,fullRelativeIdentifiable,individualNonidentifiableCount,allIndividualValuesIdentifiable,orderingIdentifiableDespiteHiddenValues,nontrivialActionSet,relativeProjectionResidualMax,relativeProjectionResidualFro,relativeBasisResiduals,pairwiseProjectionResiduals,valueHiddenSingularValues,relativeHiddenSingularValues,storedRValueMatch
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,15,2,1,4,3,2,1,0.666666666666667,2,0,4,0,0,1,0.988132446040895,0.968392866331505,0.96552133053055333;0.98813244604089523;0.96552133053055333,ordinary_1_to_2-ordinary_1_to_5=0.97038944667153149;ordinary_1_to_2-pinned_leader_1_to_2=0;ordinary_1_to_2-pinned_leader_1_to_4=0.96552133053055333;ordinary_1_to_5-pinned_leader_1_to_2=0.97038944667153149;ordinary_1_to_5-pinned_leader_1_to_4=0.98813244604089523;pinned_leader_1_to_2-pinned_leader_1_to_4=0.96552133053055333,3.7963627613611464;2.8949449030750918;0.39958773718562529;3.1766594089897645e-16,5.3633285664592663;1.4447472148297034;8.9118392375309993e-16,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,15,2,2,1,1,0,1,0,0,1,1,0,0,0,0,0,,,5.429113908674962,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,15,2,3,2,2,1,1,0.5,1,0,2,0,0,1,0.999850530219577,0.999850530219577,0.99985053021957715,ordinary_3_to_2-ordinary_3_to_4=0.99985053021957715,6.5767533062657701;2.5753844228533325,3.7917630645663238,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,15,2,4,2,2,1,1,0.5,1,0,2,0,0,1,0.998118341639927,0.998118341639927,0.99811834163992674,ordinary_4_to_3-ordinary_4_to_5=0.99811834163992674,6.9292042958264313;0.66004906246810868,1.4240390260273286,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,15,2,5,1,1,0,1,0,0,1,1,0,0,0,0,0,,,5.4242295926798425,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,15,4,1,4,3,2,1,0.666666666666667,2,0,4,0,0,1,0.990357944271257,0.97301989812796,0.97041362358792915;0.99035794427125678;0.97041362358792915,ordinary_1_to_2-ordinary_1_to_5=0.9738804662663102;ordinary_1_to_2-pinned_leader_1_to_2=0;ordinary_1_to_2-pinned_leader_1_to_4=0.97041362358792915;ordinary_1_to_5-pinned_leader_1_to_2=0.9738804662663102;ordinary_1_to_5-pinned_leader_1_to_4=0.99035794427125678;pinned_leader_1_to_2-pinned_leader_1_to_4=0.97041362358792915,2.6675759681923474;2.0215903771974579;0.27457051208102157;1.5687363806457072e-16,3.7953057887272683;1.0281381183655884;7.8321627822051588e-16,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,15,4,2,1,1,0,1,0,0,1,1,0,0,0,0,0,,,3.6787678814952391,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,15,4,3,2,2,1,1,0.5,1,0,2,0,0,1,0.999872039750764,0.999872039750764,0.99987203975076422,ordinary_3_to_2-ordinary_3_to_4=0.99987203975076422,4.5192270185322894;1.8212221367718184,2.6656995870189411,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,15,4,4,2,2,1,1,0.5,1,0,2,0,0,1,0.998178306883884,0.998178306883884,0.99817830688388398,ordinary_4_to_3-ordinary_4_to_5=0.99817830688388398,4.7148124666524831;0.44253062193642551,0.93807365726388259,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,15,4,5,1,1,0,1,0,0,1,1,0,0,0,0,0,,,3.7237495095744584,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,25,2,1,4,3,2,1,0.666666666666667,2,0,4,0,0,1,0.93806113590166,0.89935384136169,0.89515542873927378;0.93806113590165952;0.89515542873927378,ordinary_1_to_2-ordinary_1_to_5=0.9265155087547402;ordinary_1_to_2-pinned_leader_1_to_2=0;ordinary_1_to_2-pinned_leader_1_to_4=0.89515542873927378;ordinary_1_to_5-pinned_leader_1_to_2=0.9265155087547402;ordinary_1_to_5-pinned_leader_1_to_4=0.93806113590165952;pinned_leader_1_to_2-pinned_leader_1_to_4=0.89515542873927378,32.58796193489183;24.61444500850283;2.2048330451295106;2.5858346523908903e-15,41.030061727407457;10.367177873050204;1.0661451434290175e-14,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,25,2,2,1,1,0,1,0,0,1,1,0,0,0,0,0,,,61.208794189868179,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,25,2,3,2,2,1,1,0.5,1,0,2,0,0,1,0.999524552098239,0.999524552098239,0.99952455209823865,ordinary_3_to_2-ordinary_3_to_4=0.99952455209823865,67.30602271878432;19.658964684196899,31.624563182224971,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,25,2,4,2,2,1,1,0.5,1,0,2,0,0,1,0.99693582253819,0.99693582253819,0.99693582253819046,ordinary_4_to_3-ordinary_4_to_5=0.99693582253819046,75.80258445036084;6.549779256227148,18.321642984890083,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,25,2,5,1,1,0,1,0,0,1,1,0,0,0,0,0,,,55.992113918254731,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,25,4,1,4,3,2,1,0.666666666666667,2,0,4,0,0,1,0.944953546112242,0.907251032371523,0.90308155365896936;0.94495354611224225;0.90308155365896936,ordinary_1_to_2-ordinary_1_to_5=0.93100231843855319;ordinary_1_to_2-pinned_leader_1_to_2=0;ordinary_1_to_2-pinned_leader_1_to_4=0.90308155365896936;ordinary_1_to_5-pinned_leader_1_to_2=0.93100231843855319;ordinary_1_to_5-pinned_leader_1_to_4=0.94495354611224225;pinned_leader_1_to_2-pinned_leader_1_to_4=0.90308155365896936,26.975791526251868;20.523676054623543;1.8316356613346922;0,34.446043358121692;8.7185281432372221;3.0046895584224678e-18,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,25,4,2,1,1,0,1,0,0,1,1,0,0,0,0,0,,,49.742740619147398,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,25,4,3,2,2,1,1,0.5,1,0,2,0,0,1,0.999560052009299,0.999560052009299,0.99956005200929898,ordinary_3_to_2-ordinary_3_to_4=0.99956005200929898,55.069030755877598;16.51703540766848,26.296754839506097,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,25,4,4,2,2,1,1,0.5,1,0,2,0,0,1,0.997043942249546,0.997043942249546,0.99704394224954596,ordinary_4_to_3-ordinary_4_to_5=0.99704394224954596,61.739590575319461;5.3403119626003752,14.720245396329116,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_even,5,ring2,even,25,4,5,1,1,0,1,0,0,1,1,0,0,0,0,0,,,45.777658677281934,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,15,2,1,4,3,2,1,0.666666666666667,2,0,4,0,0,1,0.988132446040895,0.967277408224526,0.97038944667153149;0;0.96552133053055333,ordinary_1_to_2-ordinary_1_to_5=0.97038944667153149;ordinary_1_to_2-pinned_leader_1_to_3=0.98813244604089545;ordinary_1_to_2-pinned_leader_1_to_5=0.97038944667153149;ordinary_1_to_5-pinned_leader_1_to_3=0.96552133053055333;ordinary_1_to_5-pinned_leader_1_to_5=0;pinned_leader_1_to_3-pinned_leader_1_to_5=0.96552133053055333,3.7963627613611459;2.8949449030750918;0.39958773718562551;6.3637611892503039e-16,4.4146923418952877;1.2411115815611313;0,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,15,2,2,1,1,0,1,0,0,1,1,0,0,0,0,0,,,5.4242295926798434,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,15,2,3,2,2,1,1,0.5,1,0,2,0,0,1,0.998118341639927,0.998118341639927,0.99811834163992674,ordinary_3_to_2-ordinary_3_to_4=0.99811834163992674,6.9292042958264313;0.66004906246810913,1.4240390260273281,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,15,2,4,2,2,1,1,0.5,1,0,2,0,0,1,0.999850530219577,0.999850530219577,0.99985053021957715,ordinary_4_to_3-ordinary_4_to_5=0.99985053021957715,6.5767533062657693;2.5753844228533311,3.7917630645663229,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,15,2,5,1,1,0,1,0,0,1,1,0,0,0,0,0,,,5.4291139086749602,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,15,4,1,4,3,2,1,0.666666666666667,2,0,4,0,0,1,0.990357944271257,0.971656102780956,0.9738804662663102;0;0.97041362358792915,ordinary_1_to_2-ordinary_1_to_5=0.9738804662663102;ordinary_1_to_2-pinned_leader_1_to_3=0.99035794427125678;ordinary_1_to_2-pinned_leader_1_to_5=0.9738804662663102;ordinary_1_to_5-pinned_leader_1_to_3=0.97041362358792915;ordinary_1_to_5-pinned_leader_1_to_5=0;pinned_leader_1_to_3-pinned_leader_1_to_5=0.97041362358792915,2.6675759681923479;2.0215903771974579;0.27457051208102162;1.5921056350204595e-16,3.1087777814803346;0.88755148842968268;0,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,15,4,2,1,1,0,1,0,0,1,1,0,0,0,0,0,,,3.7237495095744575,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,15,4,3,2,2,1,1,0.5,1,0,2,0,0,1,0.998178306883884,0.998178306883884,0.99817830688388398,ordinary_3_to_2-ordinary_3_to_4=0.99817830688388398,4.7148124666524831;0.44253062193642551,0.93807365726388225,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,15,4,4,2,2,1,1,0.5,1,0,2,0,0,1,0.999872039750764,0.999872039750764,0.99987203975076433,ordinary_4_to_3-ordinary_4_to_5=0.99987203975076433,4.5192270185322876;1.821222136771818,2.6656995870189406,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,15,4,5,1,1,0,1,0,0,1,1,0,0,0,0,0,,,3.6787678814952387,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,25,2,1,4,3,2,1,0.666666666666667,2,0,4,0,0,1,0.93806113590166,0.906845839756178,0.9265155087547402;0;0.89515542873927356,ordinary_1_to_2-ordinary_1_to_5=0.9265155087547402;ordinary_1_to_2-pinned_leader_1_to_3=0.93806113590165952;ordinary_1_to_2-pinned_leader_1_to_5=0.9265155087547402;ordinary_1_to_5-pinned_leader_1_to_3=0.89515542873927356;ordinary_1_to_5-pinned_leader_1_to_5=0;pinned_leader_1_to_3-pinned_leader_1_to_5=0.89515542873927356,32.587961934891815;24.614445008502816;2.2048330451295119;5.0598378255350167e-15,35.080591649561804;8.5739473658530656;0,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,25,2,2,1,1,0,1,0,0,1,1,0,0,0,0,0,,,55.992113918254724,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,25,2,3,2,2,1,1,0.5,1,0,2,0,0,1,0.99693582253819,0.99693582253819,0.99693582253819046,ordinary_3_to_2-ordinary_3_to_4=0.99693582253819046,75.80258445036084;6.5497792562271462,18.321642984890072,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,25,2,4,2,2,1,1,0.5,1,0,2,0,0,1,0.999524552098239,0.999524552098239,0.99952455209823876,ordinary_4_to_3-ordinary_4_to_5=0.99952455209823876,67.306022718784334;19.658964684196881,31.624563182224961,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,25,2,5,1,1,0,1,0,0,1,1,0,0,0,0,0,,,61.208794189868158,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,25,4,1,4,3,2,1,0.666666666666667,2,0,4,0,0,1,0.944953546112242,0.913465101137182,0.93100231843855308;0;0.90308155365896903,ordinary_1_to_2-ordinary_1_to_5=0.93100231843855308;ordinary_1_to_2-pinned_leader_1_to_3=0.94495354611224225;ordinary_1_to_2-pinned_leader_1_to_5=0.93100231843855308;ordinary_1_to_5-pinned_leader_1_to_3=0.90308155365896903;ordinary_1_to_5-pinned_leader_1_to_5=0;pinned_leader_1_to_3-pinned_leader_1_to_5=0.90308155365896903,26.975791526251864;20.523676054623536;1.8316356613346936;2.528955414908444e-15,29.359430001155253;7.2330239002268852;0,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,25,4,2,1,1,0,1,0,0,1,1,0,0,0,0,0,,,45.777658677281941,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,25,4,3,2,2,1,1,0.5,1,0,2,0,0,1,0.997043942249546,0.997043942249546,0.99704394224954596,ordinary_3_to_2-ordinary_3_to_4=0.99704394224954596,61.739590575319461;5.3403119626003752,14.720245396329107,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,25,4,4,2,2,1,1,0.5,1,0,2,0,0,1,0.999560052009299,0.999560052009299,0.99956005200929887,ordinary_4_to_3-ordinary_4_to_5=0.99956005200929887,55.069030755877598;16.51703540766847,26.296754839506097,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_ring2_pin_odd,5,ring2,odd,25,4,5,1,1,0,1,0,0,1,1,0,0,0,0,0,,,49.742740619147405,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_sparse4_pin_even,5,sparse4,even,15,2,1,6,4,3,1,0.75,3,0,6,0,0,1,1,0.972088757168638,1;0.91966709147548198;0;0.91966709147548231;1,ordinary_1_to_2-ordinary_1_to_3=0.91966709147548187;ordinary_1_to_2-ordinary_1_to_4=1;ordinary_1_to_2-ordinary_1_to_5=0.91966709147548231;ordinary_1_to_2-pinned_leader_1_to_2=0;ordinary_1_to_2-pinned_leader_1_to_4=1;ordinary_1_to_3-ordinary_1_to_4=0.91966709147548198;ordinary_1_to_3-ordinary_1_to_5=1;ordinary_1_to_3-pinned_leader_1_to_2=0.91966709147548187;ordinary_1_to_3-pinned_leader_1_to_4=0.91966709147548198;ordinary_1_to_4-ordinary_1_to_5=0.91966709147548231;ordinary_1_to_4-pinned_leader_1_to_2=1;ordinary_1_to_4-pinned_leader_1_to_4=0;ordinary_1_to_5-pinned_leader_1_to_2=0.91966709147548231;ordinary_1_to_5-pinned_leader_1_to_4=0.91966709147548231;pinned_leader_1_to_2-pinned_leader_1_to_4=1,3.5092420250825316;1.7251683543122804;0.25888506610940981;0.22715361042123014;2.4498098344904612e-16;6.9726111936842024e-32,2.7800899989471679;0.98299695756370697;0.22715361042123008;2.5709196348549135e-17;4.4251549863843122e-18,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_sparse4_pin_even,5,sparse4,even,15,2,2,3,3,2,1,0.666666666666667,2,0,3,0,0,1,1,0.998394984861374,1;0.9982946327552914,ordinary_2_to_3-ordinary_2_to_4=0.99829463275529162;ordinary_2_to_3-ordinary_2_to_5=1;ordinary_2_to_4-ordinary_2_to_5=0.9982946327552914,6.9755932300279042;1.0253931249262971;0.22715361042123011,1.2837554129934456;0.31854996333901742,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_sparse4_pin_even,5,sparse4,even,15,2,3,3,3,2,1,0.666666666666667,2,0,3,0,0,1,1,0.999506882100026,0.99950688210002592;0.99950688210002592,ordinary_3_to_2-ordinary_3_to_4=1;ordinary_3_to_2-ordinary_3_to_5=0.99950688210002592;ordinary_3_to_4-ordinary_3_to_5=0.99950688210002592,6.8970695901603056;1.2198782420226506;0.7581565751472501,1.3462939951369428;1.2198782420226502,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_sparse4_pin_even,5,sparse4,even,15,2,4,3,3,2,1,0.666666666666667,2,0,3,0,0,1,1,0.998394984861374,0.9982946327552914;1,ordinary_4_to_2-ordinary_4_to_3=0.99829463275529107;ordinary_4_to_2-ordinary_4_to_5=0.9982946327552914;ordinary_4_to_3-ordinary_4_to_5=1,6.9755932300279042;1.0253931249262973;0.22715361042123022,1.2837554129934454;0.31854996333901742,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_sparse4_pin_even,5,sparse4,even,15,2,5,3,3,2,1,0.666666666666667,2,0,3,0,0,1,1,0.99982401805554,1;0.99950688210002581,ordinary_5_to_2-ordinary_5_to_3=0.99950688210002558;ordinary_5_to_2-ordinary_5_to_4=1;ordinary_5_to_3-ordinary_5_to_4=0.99950688210002581,6.8970695901603056;1.2198782420226506;0.75815657514725066,1.9855355529344287;0.82713943329099482,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_sparse4_pin_even,5,sparse4,even,15,4,1,6,4,3,1,0.75,3,0,6,0,0,1,1,0.976873632470804,1;0.93293017240575371;0;0.93293017240575382;1,ordinary_1_to_2-ordinary_1_to_3=0.93293017240575382;ordinary_1_to_2-ordinary_1_to_4=1;ordinary_1_to_2-ordinary_1_to_5=0.93293017240575404;ordinary_1_to_2-pinned_leader_1_to_2=0;ordinary_1_to_2-pinned_leader_1_to_4=1;ordinary_1_to_3-ordinary_1_to_4=0.93293017240575371;ordinary_1_to_3-ordinary_1_to_5=1;ordinary_1_to_3-pinned_leader_1_to_2=0.93293017240575382;ordinary_1_to_3-pinned_leader_1_to_4=0.93293017240575371;ordinary_1_to_4-ordinary_1_to_5=0.93293017240575382;ordinary_1_to_4-pinned_leader_1_to_2=1;ordinary_1_to_4-pinned_leader_1_to_4=0;ordinary_1_to_5-pinned_leader_1_to_2=0.93293017240575404;ordinary_1_to_5-pinned_leader_1_to_4=0.93293017240575382;pinned_leader_1_to_2-pinned_leader_1_to_4=1,2.4598658015827679;1.2692401106635844;0.18393160075872575;0.16187156176643616;1.6427388886829489e-16;1.5621007393174092e-16,2.0464497594861863;0.73172085729283021;0.16187156176643602;1.7006139611700041e-16;3.1300453648952226e-19,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_sparse4_pin_even,5,sparse4,even,15,4,2,3,3,2,1,0.666666666666667,2,0,3,0,0,1,1,0.998775463555862,1;0.9987022934004488,ordinary_2_to_3-ordinary_2_to_4=0.9987022934004488;ordinary_2_to_3-ordinary_2_to_5=1;ordinary_2_to_4-ordinary_2_to_5=0.9987022934004488,4.8196335511227808;0.75215717591503306;0.16187156176643619,0.93602655296753878;0.22709322293106232,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_sparse4_pin_even,5,sparse4,even,15,4,3,3,3,2,1,0.666666666666667,2,0,3,0,0,1,1,0.999641989741138,0.9996419897411386;0.9996419897411386,ordinary_3_to_2-ordinary_3_to_4=1;ordinary_3_to_2-ordinary_3_to_5=0.9996419897411386;ordinary_3_to_4-ordinary_3_to_5=0.9996419897411386,4.7747650159319441;0.89748828920418489;0.55401793583331493,0.97387636590290316;0.89748828920418444,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_sparse4_pin_even,5,sparse4,even,15,4,4,3,3,2,1,0.666666666666667,2,0,3,0,0,1,1,0.998775463555862,0.9987022934004488;1,ordinary_4_to_2-ordinary_4_to_3=0.9987022934004488;ordinary_4_to_2-ordinary_4_to_5=0.9987022934004488;ordinary_4_to_3-ordinary_4_to_5=1,4.8196335511227808;0.75215717591503228;0.16187156176643605,0.93602655296753845;0.22709322293106232,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_sparse4_pin_even,5,sparse4,even,15,4,5,3,3,2,1,0.666666666666667,2,0,3,0,0,1,1,0.999873762578975,1;0.99964198974113838,ordinary_5_to_2-ordinary_5_to_3=0.9996419897411386;ordinary_5_to_2-ordinary_5_to_4=1;ordinary_5_to_3-ordinary_5_to_4=0.99964198974113838,4.774765015931945;0.89748828920418422;0.55401793583331516,1.4591505209284665;0.59900786176221676,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_sparse4_pin_even,5,sparse4,even,25,2,1,6,4,3,1,0.75,3,0,6,0,0,1,1,0.894509677661828,1;0.73046324631831705;0;0.73046324631831694;1,ordinary_1_to_2-ordinary_1_to_3=0.73046324631831738;ordinary_1_to_2-ordinary_1_to_4=1;ordinary_1_to_2-ordinary_1_to_5=0.73046324631831738;ordinary_1_to_2-pinned_leader_1_to_2=0;ordinary_1_to_2-pinned_leader_1_to_4=1;ordinary_1_to_3-ordinary_1_to_4=0.73046324631831705;ordinary_1_to_3-ordinary_1_to_5=1;ordinary_1_to_3-pinned_leader_1_to_2=0.73046324631831738;ordinary_1_to_3-pinned_leader_1_to_4=0.73046324631831705;ordinary_1_to_4-ordinary_1_to_5=0.73046324631831694;ordinary_1_to_4-pinned_leader_1_to_2=1;ordinary_1_to_4-pinned_leader_1_to_4=0;ordinary_1_to_5-pinned_leader_1_to_2=0.73046324631831738;ordinary_1_to_5-pinned_leader_1_to_4=0.73046324631831694;pinned_leader_1_to_2-pinned_leader_1_to_4=1,30.452133181209398;9.7265951070193495;1.4842381785678087;1.0970455051951375;7.1152393887163481e-16;2.9102570617529956e-16,15.572062367347351;4.6056260260381663;1.0970455051951373;2.6841765610249674e-15;3.9491816764346228e-18,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_sparse4_pin_even,5,sparse4,even,25,2,2,3,3,2,1,0.666666666666667,2,0,3,0,0,1,1,0.991181065832879,1;0.9908804091871396,ordinary_2_to_3-ordinary_2_to_4=0.9908804091871396;ordinary_2_to_3-ordinary_2_to_5=1;ordinary_2_to_4-ordinary_2_to_5=0.9908804091871396,65.805174788618515;5.8593515949673121;1.0970455051951378,8.3463672158118065;1.5445003017307881,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_sparse4_pin_even,5,sparse4,even,25,2,3,3,3,2,1,0.666666666666667,2,0,3,0,0,1,1,0.99686675138457,0.99686675138457026;0.99686675138457004,ordinary_3_to_2-ordinary_3_to_4=1;ordinary_3_to_2-ordinary_3_to_5=0.99686675138457026;ordinary_3_to_4-ordinary_3_to_5=0.99686675138457004,64.257338107092835;6.8777413580292741;4.3788121910794038,9.67808277272505;6.8777413580292759,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_sparse4_pin_even,5,sparse4,even,25,2,4,3,3,2,1,0.666666666666667,2,0,3,0,0,1,1,0.991181065832879,0.9908804091871396;1,ordinary_4_to_2-ordinary_4_to_3=0.9908804091871396;ordinary_4_to_2-ordinary_4_to_5=0.9908804091871396;ordinary_4_to_3-ordinary_4_to_5=1,65.80517478861853;5.8593515949673076;1.0970455051951378,8.346367215811803;1.5445003017307888,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N5_sparse4_pin_even,5,sparse4,even,25,2,5,3,3,2,1,0.666666666666667,2,0,3,0,0,1,1,0.99865867387307,1;0.99686675138456982,ordinary_5_to_2-ordinary_5_to_3=0.99686675138457004;ordinary_5_to_2-ordinary_5_to_4=1;ordinary_5_to_3-ordinary_5_to_4=0.99686675138456982,64.257338107092835;6.8777413580292777;4.3788121910794038,11.46133694114503;5.8076427291345123,1
