sourceR2Run,configurationId,N,graph,pinning,H,D,sender,p,rValue,rRelative,strictReduction,relativeRankRatio,pairwiseHiddenDirections,fullRelativeIdentifiable,individualNonidentifiableCount,allIndividualValuesIdentifiable,orderingIdentifiableDespiteHiddenValues,nontrivialActionSet,relativeProjectionResidualMax,relativeProjectionResidualFro,relativeBasisResiduals,pairwiseProjectionResiduals,valueHiddenSingularValues,relativeHiddenSingularValues,storedRValueMatch
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_ring2_pin_odd,7,ring2,odd,15,4,7,1,1,0,1,0,0,1,1,0,0,0,0,0,,,2.4626964953984793,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_ring2_pin_odd,7,ring2,odd,25,2,1,5,4,3,1,0.75,3,0,5,0,0,1,0.99253304720844,0.887662350535249,0.93626446961076981;0;0.90686415129735598;0.8362883815190576,ordinary_1_to_2-ordinary_1_to_7=0.93626446961076981;ordinary_1_to_2-pinned_leader_1_to_3=0.91768861764529031;ordinary_1_to_2-pinned_leader_1_to_5=0.9347851351126345;ordinary_1_to_2-pinned_leader_1_to_7=0.93626446961076981;ordinary_1_to_7-pinned_leader_1_to_3=0.90686415129735598;ordinary_1_to_7-pinned_leader_1_to_5=0.8362883815190576;ordinary_1_to_7-pinned_leader_1_to_7=0;pinned_leader_1_to_3-pinned_leader_1_to_5=0.99253304720843993;pinned_leader_1_to_3-pinned_leader_1_to_7=0.90686415129735598;pinned_leader_1_to_5-pinned_leader_1_to_7=0.8362883815190576,21.671387831853991;18.554330085452229;14.281816807183953;1.4696946530900181;1.2696175408593093e-15,29.124786383478934;14.676399517882949;5.0533921794816408;0,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_ring2_pin_odd,7,ring2,odd,25,2,2,1,1,0,1,0,0,1,1,0,0,0,0,0,,,37.99411949579649,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_ring2_pin_odd,7,ring2,odd,25,2,3,2,2,1,1,0.5,1,0,2,0,0,1,0.997068349916193,0.997068349916193,0.99706834991619275,ordinary_3_to_2-ordinary_3_to_4=0.99706834991619275,53.617367640038715;4.409739494876928,15.40490108030988,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_ring2_pin_odd,7,ring2,odd,25,2,4,2,2,1,1,0.5,1,0,2,0,0,1,0.999949656182286,0.999949656182286,0.9999496561822856,ordinary_4_to_3-ordinary_4_to_5=0.9999496561822856,53.526586872084486;14.311736689395646,20.39504428823448,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_ring2_pin_odd,7,ring2,odd,25,2,5,2,2,1,1,0.5,1,0,2,0,0,1,0.999839363861812,0.999839363861812,0.99983936386181171,ordinary_5_to_4-ordinary_5_to_6=0.99983936386181171,60.292694786789092;7.3362850283662677,10.789524061906977,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_ring2_pin_odd,7,ring2,odd,25,2,6,2,2,1,1,0.5,1,0,2,0,0,1,0.999228765341831,0.999228765341831,0.99922876534183103,ordinary_6_to_5-ordinary_6_to_7=0.99922876534183103,47.451722932660196;13.156387979880741,22.766681857659346,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_ring2_pin_odd,7,ring2,odd,25,2,7,1,1,0,1,0,0,1,1,0,0,0,0,0,,,41.559638395370584,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_ring2_pin_odd,7,ring2,odd,25,4,1,5,4,3,1,0.75,3,0,5,0,0,1,0.993534901016566,0.895880865422489,0.93951286424184;0;0.91342952278896916;0.84948813272960733,ordinary_1_to_2-ordinary_1_to_7=0.93951286424184;ordinary_1_to_2-pinned_leader_1_to_3=0.92759516463936731;ordinary_1_to_2-pinned_leader_1_to_5=0.94117984599808624;ordinary_1_to_2-pinned_leader_1_to_7=0.93951286424184;ordinary_1_to_7-pinned_leader_1_to_3=0.91342952278896916;ordinary_1_to_7-pinned_leader_1_to_5=0.84948813272960733;ordinary_1_to_7-pinned_leader_1_to_7=0;pinned_leader_1_to_3-pinned_leader_1_to_5=0.99353490101656572;pinned_leader_1_to_3-pinned_leader_1_to_7=0.91342952278896916;pinned_leader_1_to_5-pinned_leader_1_to_7=0.84948813272960733,17.925860374871267;15.339985007454301;11.960792635188584;1.2209442241652484;7.2423721344870616e-17,24.254656701548473;12.249894452518948;4.2622622096691885;4.5423383046827374e-18,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_ring2_pin_odd,7,ring2,odd,25,4,2,1,1,0,1,0,0,1,1,0,0,0,0,0,,,31.012178242248421,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_ring2_pin_odd,7,ring2,odd,25,4,3,2,2,1,1,0.5,1,0,2,0,0,1,0.997138136366228,0.997138136366228,0.99713813636622839,ordinary_3_to_2-ordinary_3_to_4=0.99713813636622839,43.513179230816853;3.5919343672707496,12.253260684095363,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_ring2_pin_odd,7,ring2,odd,25,4,4,2,2,1,1,0.5,1,0,2,0,0,1,0.999956253825279,0.999956253825279,0.99995625382527875,ordinary_4_to_3-ordinary_4_to_5=0.99995625382527875,43.540484541680335;11.953400820268042,17.016590364218143,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_ring2_pin_odd,7,ring2,odd,25,4,5,2,2,1,1,0.5,1,0,2,0,0,1,0.999852941789894,0.999852941789894,0.99985294178989437,ordinary_5_to_4-ordinary_5_to_6=0.99985294178989437,48.849892836481153;5.9341307171697748,8.6987826898380405,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_ring2_pin_odd,7,ring2,odd,25,4,6,2,2,1,1,0.5,1,0,2,0,0,1,0.999288062443644,0.999288062443644,0.99928806244364388,ordinary_6_to_5-ordinary_6_to_7=0.99928806244364388,38.684271799305826;11.047787311007308,18.780220446367373,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_ring2_pin_odd,7,ring2,odd,25,4,7,1,1,0,1,0,0,1,1,0,0,0,0,0,,,33.721432128979124,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,15,2,1,7,5,4,1,0.8,4,0,7,0,0,1,0.9990323211602,0.977268790833409,0.99903232116020046;0.95120314382084348;0;0.94755255435357655;0.99903232116020046;0.9535232728844244,ordinary_1_to_2-ordinary_1_to_3=0.89104535537455509;ordinary_1_to_2-ordinary_1_to_6=0.99903232116020046;ordinary_1_to_2-ordinary_1_to_7=0.93019922091632867;ordinary_1_to_2-pinned_leader_1_to_2=0;ordinary_1_to_2-pinned_leader_1_to_4=0.93781952413656344;ordinary_1_to_2-pinned_leader_1_to_6=0.99903232116020046;ordinary_1_to_3-ordinary_1_to_6=0.95120314382084348;ordinary_1_to_3-ordinary_1_to_7=0.98917827131374192;ordinary_1_to_3-pinned_leader_1_to_2=0.89104535537455509;ordinary_1_to_3-pinned_leader_1_to_4=0.99802080732194964;ordinary_1_to_3-pinned_leader_1_to_6=0.95120314382084348;ordinary_1_to_6-ordinary_1_to_7=0.94755255435357655;ordinary_1_to_6-pinned_leader_1_to_2=0.99903232116020046;ordinary_1_to_6-pinned_leader_1_to_4=0.9535232728844244;ordinary_1_to_6-pinned_leader_1_to_6=0;ordinary_1_to_7-pinned_leader_1_to_2=0.93019922091632867;ordinary_1_to_7-pinned_leader_1_to_4=0.99493027551783053;ordinary_1_to_7-pinned_leader_1_to_6=0.94755255435357655;pinned_leader_1_to_2-pinned_leader_1_to_4=0.93781952413656344;pinned_leader_1_to_2-pinned_leader_1_to_6=0.99903232116020046;pinned_leader_1_to_4-pinned_leader_1_to_6=0.9535232728844244,2.2886241335976765;1.4937715360165116;0.8995234654814277;0.16510837121322935;0.15685448680097624;1.7540426570835097e-16;6.1432302452845726e-19,2.5716589677393049;0.93557041333101221;0.58600080193558257;0.15859960724014155;2.2467924403126764e-17;9.7795125441537207e-18,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,15,2,2,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.999253938425833,0.998726262854146,0.99515205471044499;0.99925393842583332,ordinary_2_to_3-ordinary_2_to_4=0.99905025688203697;ordinary_2_to_3-ordinary_2_to_7=0.99515205471044499;ordinary_2_to_4-ordinary_2_to_7=0.99925393842583332,5.1430054980844977;0.75805262620908931;0.23942959839340691,1.107857455541454;0.29628504611815965,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,15,2,3,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.999349080320238,0.997966159472443,0.99732303708908177;0.99934908032023828,ordinary_3_to_2-ordinary_3_to_4=0.99870551570356114;ordinary_3_to_2-ordinary_3_to_5=0.99732303708908177;ordinary_3_to_4-ordinary_3_to_5=0.99934908032023828,5.3467155254706329;0.89746099883012442;0.64077547072052066,1.4533517935881002;0.8121940722251717,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,15,2,4,4,4,3,1,0.75,3,0,4,0,0,1,0.999982354032147,0.997379608791736,0.99998235403214708;0.9974068423354252;0.99293832176723062,ordinary_4_to_2-ordinary_4_to_3=0.99544702376463967;ordinary_4_to_2-ordinary_4_to_5=0.9945905013127414;ordinary_4_to_2-ordinary_4_to_6=0.99998235403214708;ordinary_4_to_3-ordinary_4_to_5=0.99425511554923296;ordinary_4_to_3-ordinary_4_to_6=0.9974068423354252;ordinary_4_to_5-ordinary_4_to_6=0.99293832176723062,5.8282009474577627;1.0756159843428976;0.65429367260873661;0.15005465245665781,1.9563401551104349;0.93882271289605879;0.2748089939631842,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,15,2,5,4,4,3,1,0.75,3,0,4,0,0,1,0.99980965290559,0.999560156413441,0.99977503775706655;0.9993481352512299;0.99980965290559032,ordinary_5_to_3-ordinary_5_to_4=0.99938771185374875;ordinary_5_to_3-ordinary_5_to_6=0.99972868895385458;ordinary_5_to_3-ordinary_5_to_7=0.99977503775706655;ordinary_5_to_4-ordinary_5_to_6=0.99905474868196331;ordinary_5_to_4-ordinary_5_to_7=0.9993481352512299;ordinary_5_to_6-ordinary_5_to_7=0.99980965290559032,5.8353056907578909;0.90725456112884406;0.72418564656553774;0.15603173778364796,1.1198248681908787;0.91962915993968053;0.21531691444594303,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,15,2,6,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.999120830445579,0.996810892100778,0.99912083044557876;0.99068086760554841,ordinary_6_to_4-ordinary_6_to_5=0.99579213557947333;ordinary_6_to_4-ordinary_6_to_7=0.99912083044557876;ordinary_6_to_5-ordinary_6_to_7=0.99068086760554841,5.4242943107219679;0.7823276634809978;0.21166270922463887,1.1348356105642647;0.53412120494850612,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,15,2,7,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.999968713736739,0.998777806798783,0.99996871373673857;0.99676193473251029,ordinary_7_to_2-ordinary_7_to_5=0.99718967532684055;ordinary_7_to_2-ordinary_7_to_6=0.99996871373673857;ordinary_7_to_5-ordinary_7_to_6=0.99676193473251029,5.0996439340646118;1.0585675754802584;0.56777594847424695,1.6369762800711842;0.90862622068207599,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,15,4,1,7,5,4,1,0.8,4,0,7,0,0,1,0.99926241251802,0.980753112499845,0.99926241251802017;0.95837631089927156;0;0.95543828132650688;0.99926241251802017;0.96058908772098217,ordinary_1_to_2-ordinary_1_to_3=0.90967973267069191;ordinary_1_to_2-ordinary_1_to_6=0.99926241251802017;ordinary_1_to_2-ordinary_1_to_7=0.94107405191761118;ordinary_1_to_2-pinned_leader_1_to_2=0;ordinary_1_to_2-pinned_leader_1_to_4=0.94784757024131849;ordinary_1_to_2-pinned_leader_1_to_6=0.99926241251802017;ordinary_1_to_3-ordinary_1_to_6=0.95837631089927156;ordinary_1_to_3-ordinary_1_to_7=0.99090846997414883;ordinary_1_to_3-pinned_leader_1_to_2=0.90967973267069191;ordinary_1_to_3-pinned_leader_1_to_4=0.99811774183085733;ordinary_1_to_3-pinned_leader_1_to_6=0.95837631089927156;ordinary_1_to_6-ordinary_1_to_7=0.95543828132650688;ordinary_1_to_6-pinned_leader_1_to_2=0.99926241251802017;ordinary_1_to_6-pinned_leader_1_to_4=0.96058908772098217;ordinary_1_to_6-pinned_leader_1_to_6=0;ordinary_1_to_7-pinned_leader_1_to_2=0.94107405191761118;ordinary_1_to_7-pinned_leader_1_to_4=0.99565535137807248;ordinary_1_to_7-pinned_leader_1_to_6=0.95543828132650688;pinned_leader_1_to_2-pinned_leader_1_to_4=0.94784757024131849;pinned_leader_1_to_2-pinned_leader_1_to_6=0.99926241251802017;pinned_leader_1_to_4-pinned_leader_1_to_6=0.96058908772098217,1.5966450593664334;1.0835982112299083;0.65914517900032743;0.11782733371023339;0.11110849282690639;8.8146019914991574e-17;9.2898565438461161e-18,1.8666400726210235;0.68467302787084927;0.43424447662574278;0.1121874982114171;3.3670439402201031e-16;5.3990237588401938e-17,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,15,4,2,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.999307102165652,0.998875831594001,0.99568975648385427;0.99930710216565177,ordinary_2_to_3-ordinary_2_to_4=0.99914287331060336;ordinary_2_to_3-ordinary_2_to_7=0.99568975648385427;ordinary_2_to_4-ordinary_2_to_7=0.99930710216565177,3.5276287555012105;0.55200013740464393;0.16696642718677787,0.7996006907613451;0.20816237641126967,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,15,4,3,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.999541383092793,0.998317067315252,0.99771398495311414;0.99954138309279306,ordinary_3_to_2-ordinary_3_to_4=0.99889509438890023;ordinary_3_to_2-ordinary_3_to_5=0.99771398495311414;ordinary_3_to_4-ordinary_3_to_5=0.99954138309279306,3.6658012233715445;0.6536701208477701;0.46529384194063284,1.0133856144315505;0.59655817144153411,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,15,4,4,4,4,3,1,0.75,3,0,4,0,0,1,0.999986765318535,0.997875894341315,0.99998676531853481;0.99790238029188838;0.99400652860628902,ordinary_4_to_2-ordinary_4_to_3=0.99637625912545746;ordinary_4_to_2-ordinary_4_to_5=0.99541380928502043;ordinary_4_to_2-ordinary_4_to_6=0.99998676531853481;ordinary_4_to_3-ordinary_4_to_5=0.99460059286694169;ordinary_4_to_3-ordinary_4_to_6=0.99790238029188838;ordinary_4_to_5-ordinary_4_to_6=0.99400652860628902,3.9971245995421891;0.77901717194355913;0.47757040221559299;0.10740789438465709,1.4138554562058652;0.65222309394445288;0.19433701499315778,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,15,4,5,4,4,3,1,0.75,3,0,4,0,0,1,0.99987364347093,0.999605023403715,0.99981058654092159;0.99938175441266475;0.99987364347092955,ordinary_5_to_3-ordinary_5_to_4=0.99939966174681838;ordinary_5_to_3-ordinary_5_to_6=0.9998067165634813;ordinary_5_to_3-ordinary_5_to_7=0.99981058654092159;ordinary_5_to_4-ordinary_5_to_6=0.99919306723411117;ordinary_5_to_4-ordinary_5_to_7=0.99938175441266475;ordinary_5_to_6-ordinary_5_to_7=0.99987364347092955,4.005333494734276;0.66015528325110162;0.52629217239790327;0.11055907366696245,0.80940601593504125;0.66565890735131827;0.15250144236112642,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,15,4,6,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.999205976880642,0.997233671876193,0.99920597688064239;0.99115848817658725,ordinary_6_to_4-ordinary_6_to_5=0.99664307237241023;ordinary_6_to_4-ordinary_6_to_7=0.99920597688064239;ordinary_6_to_5-ordinary_6_to_7=0.99115848817658725,3.7130938893898775;0.56910003638527906;0.14940838433964296,0.81426587991732025;0.36260437809746737,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,15,4,7,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.999974248752732,0.99900032292079,0.99997424875273166;0.99723072082941489,ordinary_7_to_2-ordinary_7_to_5=0.99758153666512162;ordinary_7_to_2-ordinary_7_to_6=0.99997424875273166;ordinary_7_to_5-ordinary_7_to_6=0.99723072082941489,3.4987076150594003;0.76790582219639647;0.41381175367008294,1.187367505228311;0.62437615488650389,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,25,2,1,7,5,4,1,0.8,4,0,7,0,0,1,0.997124596479729,0.922884658915955,0.99324022268496981;0.84812419753316293;0;0.83169717472760862;0.99324022268496981;0.85530335490705556,ordinary_1_to_2-ordinary_1_to_3=0.64154419431872112;ordinary_1_to_2-ordinary_1_to_6=0.99324022268496981;ordinary_1_to_2-ordinary_1_to_7=0.77770457378757862;ordinary_1_to_2-pinned_leader_1_to_2=0;ordinary_1_to_2-pinned_leader_1_to_4=0.79873526820788221;ordinary_1_to_2-pinned_leader_1_to_6=0.99324022268496981;ordinary_1_to_3-ordinary_1_to_6=0.84812419753316293;ordinary_1_to_3-ordinary_1_to_7=0.95406187936475484;ordinary_1_to_3-pinned_leader_1_to_2=0.64154419431872112;ordinary_1_to_3-pinned_leader_1_to_4=0.99712459647972873;ordinary_1_to_3-pinned_leader_1_to_6=0.84812419753316293;ordinary_1_to_6-ordinary_1_to_7=0.83169717472760862;ordinary_1_to_6-pinned_leader_1_to_2=0.99324022268496981;ordinary_1_to_6-pinned_leader_1_to_4=0.85530335490705556;ordinary_1_to_6-pinned_leader_1_to_6=0;ordinary_1_to_7-pinned_leader_1_to_2=0.77770457378757862;ordinary_1_to_7-pinned_leader_1_to_4=0.98157905535127921;ordinary_1_to_7-pinned_leader_1_to_6=0.83169717472760862;pinned_leader_1_to_2-pinned_leader_1_to_4=0.79873526820788221;pinned_leader_1_to_2-pinned_leader_1_to_6=0.99324022268496981;pinned_leader_1_to_4-pinned_leader_1_to_6=0.85530335490705556,21.065551726368643;9.3466048476524968;5.2665591607641291;0.93368376093334404;0.79773038537483143;7.1072656458588711e-16;4.6301517265265501e-17,16.020254903621279;5.6792905981498052;2.8158692499057052;0.81692550790916096;1.78765627490999e-15;1.5036367917471743e-16,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,25,2,2,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.99829735612574,0.996320808422631,0.98754633579843942;0.99829735612573955,ordinary_2_to_3-ordinary_2_to_4=0.9979597022693929;ordinary_2_to_3-ordinary_2_to_7=0.98754633579843942;ordinary_2_to_4-ordinary_2_to_7=0.99829735612573955,52.365798859481281;4.5936817437772426;1.7028016154342258,7.2512920418340245;2.0177494417084061,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,25,2,3,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.99615824013576,0.99427829428124,0.99370213177718503;0.99615824013576004,ordinary_3_to_2-ordinary_3_to_4=0.9960634104955296;ordinary_3_to_2-ordinary_3_to_5=0.99370213177718503;ordinary_3_to_4-ordinary_3_to_5=0.99615824013576004,54.647654566088327;5.4997374360441462;3.8810472555133595,14.076743870886077;4.6481624619534028,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,25,2,4,4,4,3,1,0.75,3,0,4,0,0,1,0.99984734707692,0.990331470587581,0.99984734707691991;0.99004186057809906;0.98368700160396083,ordinary_4_to_2-ordinary_4_to_3=0.98335071268261165;ordinary_4_to_2-ordinary_4_to_5=0.9864552452773111;ordinary_4_to_2-ordinary_4_to_6=0.99984734707691991;ordinary_4_to_3-ordinary_4_to_5=0.99022131606758512;ordinary_4_to_3-ordinary_4_to_6=0.99004186057809906;ordinary_4_to_5-ordinary_4_to_6=0.98368700160396083,59.479709086073051;6.8089176386739156;3.8643909366979612;0.73144132913669158,13.62579415223701;8.890336306209722;1.7209624716250584,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,25,2,5,4,4,3,1,0.75,3,0,4,0,0,1,0.999250654075473,0.998687479558394,0.99904436076513981;0.99880876147745723;0.99841675702886179,ordinary_5_to_3-ordinary_5_to_4=0.9992506540754732;ordinary_5_to_3-ordinary_5_to_6=0.99825194833515674;ordinary_5_to_3-ordinary_5_to_7=0.99904436076513981;ordinary_5_to_4-ordinary_5_to_6=0.99713859446500441;ordinary_5_to_4-ordinary_5_to_7=0.99880876147745723;ordinary_5_to_6-ordinary_5_to_7=0.99841675702886179,59.133505636341859;5.6226799590744561;4.3996889285784775;0.79306595334457541,7.2697964002699464;6.1039701445762713;1.2125360079923098,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,25,2,6,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.998234325514575,0.991702588566473,0.99823432551457458;0.98637395108281134,ordinary_6_to_4-ordinary_6_to_5=0.98504902372069958;ordinary_6_to_4-ordinary_6_to_7=0.99823432551457458;ordinary_6_to_5-ordinary_6_to_7=0.98637395108281134,55.97066262621572;4.7683269540173567;1.3566209661898423,8.7949071554274294;4.984604041120579,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,25,2,7,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.999803037604281,0.995807856451684,0.99980303760428146;0.99296759404317425,ordinary_7_to_2-ordinary_7_to_5=0.99345607205985453;ordinary_7_to_2-ordinary_7_to_6=0.99980303760428146;ordinary_7_to_5-ordinary_7_to_6=0.99296759404317425,51.963489939542271;6.6118313806526094;3.3587116110150199,11.373415536578392;8.8114535423305735,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,25,4,1,7,5,4,1,0.8,4,0,7,0,0,1,0.997200329240041,0.92959296979619,0.99412759610301549;0.85982714157039808;0;0.84504866026271586;0.99412759610301549;0.8664113998038403,ordinary_1_to_2-ordinary_1_to_3=0.66612156132703826;ordinary_1_to_2-ordinary_1_to_6=0.99412759610301549;ordinary_1_to_2-ordinary_1_to_7=0.79428631085888834;ordinary_1_to_2-pinned_leader_1_to_2=0;ordinary_1_to_2-pinned_leader_1_to_4=0.81390736908180517;ordinary_1_to_2-pinned_leader_1_to_6=0.99412759610301549;ordinary_1_to_3-ordinary_1_to_6=0.85982714157039808;ordinary_1_to_3-ordinary_1_to_7=0.95817641182470203;ordinary_1_to_3-pinned_leader_1_to_2=0.66612156132703826;ordinary_1_to_3-pinned_leader_1_to_4=0.99720032924004098;ordinary_1_to_3-pinned_leader_1_to_6=0.85982714157039808;ordinary_1_to_6-ordinary_1_to_7=0.84504866026271586;ordinary_1_to_6-pinned_leader_1_to_2=0.99412759610301549;ordinary_1_to_6-pinned_leader_1_to_4=0.8664113998038403;ordinary_1_to_6-pinned_leader_1_to_6=0;ordinary_1_to_7-pinned_leader_1_to_2=0.79428631085888834;ordinary_1_to_7-pinned_leader_1_to_4=0.98336047355993783;ordinary_1_to_7-pinned_leader_1_to_6=0.84504866026271586;pinned_leader_1_to_2-pinned_leader_1_to_4=0.81390736908180517;pinned_leader_1_to_2-pinned_leader_1_to_6=0.99412759610301549;pinned_leader_1_to_4-pinned_leader_1_to_6=0.8664113998038403,17.385997351178439;7.9833631592269754;4.5191780552858702;0.79568525422774472;0.67666950760546163;1.457860317369571e-15;7.1508431309699109e-16,13.687935803737671;4.8506885391078711;2.4696886618767433;0.69196189243652473;2.2414647814931376e-15;1.5224949637769854e-16,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,25,4,2,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.998411416841484,0.996585513538488,0.98815156950370964;0.99841141684148416,ordinary_2_to_3-ordinary_2_to_4=0.99808063355536925;ordinary_2_to_3-ordinary_2_to_7=0.98815156950370964;ordinary_2_to_4-ordinary_2_to_7=0.99841141684148416,42.922550379669204;3.9311874000382212;1.4314575360076038,6.157474938751025;1.7020680550630538,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,25,4,3,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.996477910730701,0.994541322763148,0.99393274833608858;0.99647791073070124,ordinary_3_to_2-ordinary_3_to_4=0.99630892567677087;ordinary_3_to_2-ordinary_3_to_5=0.99393274833608858;ordinary_3_to_4-ordinary_3_to_5=0.99647791073070124,44.778703858903995;4.7024557162451144;3.3242320626091217,11.523501694063505;3.9957574452794518,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N7_sparse4_pin_even,7,sparse4,even,25,4,4,4,4,3,1,0.75,3,0,4,0,0,1,0.999869593401507,0.991018144238418,0.99986959340150716;0.99081241851418611;0.98424857891411355,ordinary_4_to_2-ordinary_4_to_3=0.98436593610638567;ordinary_4_to_2-ordinary_4_to_5=0.98702872037923384;ordinary_4_to_2-ordinary_4_to_6=0.99986959340150716;ordinary_4_to_3-ordinary_4_to_5=0.99052788074541909;ordinary_4_to_3-ordinary_4_to_6=0.99081241851418611;ordinary_4_to_5-ordinary_4_to_6=0.98424857891411355,48.742064895378377;5.8103775640780775;3.3140898522042779;0.62229432806719942,11.421275488831506;7.3713516082775463;1.4708647416545475,1
