seed,traceHash,stateHash,continuousHash,barrierClosed,motionAuthorized,commitReady,allAffectedReactivated,finalSuppressedCount,prematureActivationFrames,scheduledCollisionFrames,finalActiveColoringProper,routeCollisionRecipients,crossPacketStateWrites,forbiddenReads,logicalPacketCount,routedPacketCount,localOnlyPacketCount,physicalControlAttempts,physicalControlBytes,physicalControlAirtimeSec,attemptBound,integerAccountingExact,dynamicBundleEnvelopeExact,scheduleBuilt,kernelContinuousReplayExact,continuousDurationSec,firstConvergenceTimeSec,continuousAccountingExact,clockSchedulePreserved,controlDataNonOverlap,traceVersionHash,kernelVersionHash,scheduleError
16095328,138632939169,10136881,1051261228,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095329,138785394068,10162070,1050862569,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095330,138768035575,10144464,1052078890,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095331,138850655871,10135204,1050981282,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095332,138643957657,10143600,1051729090,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095333,138393667847,10095602,1050884636,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095334,138470572376,10131845,1051529626,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095335,138756257471,10133511,1051624258,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095336,138614544888,10143601,1051392351,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095337,138801740212,10151998,1051084777,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095338,138814369852,10140231,1052160776,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095339,138529436233,10144450,1051301238,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095340,138915157326,10132684,1051690796,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095341,138818294884,10131843,1051140270,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095342,138769786615,10125969,1052119327,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095343,138569309228,10138510,1051743555,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095344,138643277771,10140223,1051715138,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095345,138843548047,10132682,1051489046,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095346,138640778263,10141071,1051889876,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095347,138490816940,10147791,1051862057,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095348,138491039392,10142757,1052061543,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095349,138695612371,10137749,1051560702,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095350,138952893077,10150333,1051680084,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095351,138934638193,10140249,1051456778,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095352,138706602340,10145273,1051178277,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095353,138747172322,10146960,1051422898,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095354,138619380912,11180740,1406243160,1,1,1,1,0,0,0,1,0,0,0,37,36,1,424,18216,0.582912,428,1,1,1,1,2.72532936645466,2.18783892603704,1,1,1,64470,68109,
16095355,138822580022,10146960,1051713661,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095356,138902223365,10138558,1051413172,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095357,138756869805,10136034,1051583725,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095358,138500586594,10151170,1051274881,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095359,138559309743,10153670,1051760907,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095360,138622370112,10152837,1052093563,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095361,138584886417,11909919,1381851697,1,1,1,1,0,0,0,1,0,0,0,36,35,1,420,18496,0.591872,420,1,1,1,1,2.69547243841754,2.15798199799992,1,1,1,64470,68109,
16095362,139004351510,10146953,1051919952,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095363,139012455808,10143584,1051293309,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095364,138657298706,10152810,1051702465,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095365,138845101270,10152001,1051165575,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095366,138793458493,10151162,1051011578,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095367,138698403383,10141931,1051213414,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095368,138871835796,10599321,1401523094,1,1,1,1,0,0,0,1,0,0,0,37,36,1,424,18216,0.582912,428,1,1,1,1,2.72532936645466,2.18783892603704,1,1,1,64470,68109,
16095369,138451694625,10151974,1051984279,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095370,138558646019,10140244,1051321874,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095371,138723442724,12688102,1314749717,1,1,1,1,0,0,0,1,0,0,0,36,35,1,404,18024,0.576768,412,1,1,1,1,2.68054397439898,2.14305353398136,1,1,1,64470,68109,
16095372,138847060285,10130993,1051771869,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095373,138709351732,10131006,1050968457,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095374,138615391050,10141075,1051847460,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095375,138661891592,10137723,1051655917,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095376,138663095851,10138553,1052277702,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095377,138907682428,10148639,1050697889,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095378,138536974463,10141902,1052497215,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095379,138799013955,11642961,1358539702,1,1,1,1,0,0,0,1,0,0,0,36,35,1,412,18248,0.583936,412,1,1,1,1,2.66561551038042,2.1281250699628,1,1,1,64470,68109,
16095380,138346657971,10980498,1350170461,1,1,1,1,0,0,0,1,0,0,0,37,36,1,412,17352,0.555264,428,1,1,1,1,2.72532936645466,2.18783892603704,1,1,1,64470,68109,
16095381,138789717981,10159551,1052084964,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095382,138662178335,10104865,1051188203,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095383,138658366101,10130165,1052103973,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095384,138657635488,10152871,1052660358,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095385,138808939553,11943840,1338696406,1,1,1,1,0,0,0,1,0,0,0,36,35,1,412,18328,0.586496,420,1,1,1,1,2.69931243841754,2.16182199799992,1,1,1,64470,68109,
16095386,138730849871,10140222,1051154152,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095387,138836049257,10147784,1051533408,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095388,138582522014,10135187,1052088088,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095389,138869014014,10144448,1051733296,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095390,138693826295,12031114,1367075605,1,1,1,1,0,0,0,1,0,0,0,36,35,1,416,18312,0.585984,416,1,1,1,1,2.68054397439898,2.14305353398136,1,1,1,64470,68109,
16095391,138907441931,10149469,1051666601,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095392,138732107456,10139420,1052294171,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095393,138893695030,10145296,1050769537,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095394,138844716657,10139395,1051665578,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095395,138450236732,12677807,1316267732,1,1,1,1,0,0,0,1,0,0,0,36,34,2,404,17896,0.572672,408,1,1,1,1,2.64812704636185,2.11063660594424,1,1,1,64470,68109,
16095396,138698459411,10140235,1051654371,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095397,138418685593,10155358,1051528802,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095398,138850276229,10122544,1051302908,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095399,138791210152,10137716,1051475335,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095400,138799420803,10148653,1051582411,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095401,138756940235,10131831,1052344957,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095402,138555577638,10148640,1051418315,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095403,138749363634,12796768,1313525000,1,1,1,1,0,0,0,1,0,0,0,35,34,1,408,18184,0.581888,408,1,1,1,1,2.64812704636185,2.11063660594424,1,1,1,64470,68109,
16095404,138240874706,10125942,1051611549,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095405,138355304325,10141930,1050795571,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095406,138736258516,10140213,1051112030,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095407,138782062687,10136877,1051872449,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095408,138615527762,10138568,1051171876,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095409,138482113633,10156182,1051565839,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095410,138787283114,11884687,1381341465,1,1,1,1,0,0,0,1,0,0,0,36,35,1,420,18496,0.591872,420,1,1,1,1,2.69547243841754,2.15798199799992,1,1,1,64470,68109,
16095411,138672831049,10136863,1052072370,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095412,138889511268,10146945,1051723515,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095413,138826444660,10055261,1098505476,1,1,1,1,0,0,0,1,0,0,0,32,31,1,352,13624,0.435968,356,1,1,1,1,2.35633087019481,1.81884042977719,1,1,1,64470,68109,
16095414,138811720637,10138546,1051918604,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095415,138735555715,10140231,1051675294,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095416,138616054576,10141914,1051938551,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095417,138624639341,10136852,1051294902,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095418,138653829828,10136888,1052156853,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095419,138810098757,10144440,1051372755,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095420,138887533307,10136023,1052328344,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095421,138483949813,12807029,1371326726,1,1,1,1,0,0,0,1,0,0,0,36,35,1,416,18472,0.591104,420,1,1,1,1,2.69931243841754,2.16182199799992,1,1,1,64470,68109,
16095422,138745946343,10136015,1051722382,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095423,138663128976,10149466,1051404789,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095424,138796189154,10130948,1052248932,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095425,138525237014,10146116,1051875530,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095426,138620527398,10134372,1051204287,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095427,138389470806,10142763,1052190913,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095428,138565566007,10147808,1051567073,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095429,138679671615,10140225,1051105575,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095430,138704451096,10144426,1051296350,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095431,138759606322,10127635,1051740470,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095432,138382897062,10152824,1051757191,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095433,138992036308,10157880,1051252933,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095434,138553013157,10136890,1051696075,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095435,138648182540,10146121,1052097790,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095436,138633911427,10141954,1051154040,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095437,138652513746,10146131,1051823797,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095438,139045605829,10125958,1051921174,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095439,138819551393,10134364,1050929563,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095440,138782572512,10153665,1051508890,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095441,138708214709,10146122,1052074343,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095442,138707922573,10138551,1052297463,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095443,138945372088,12703892,1434406573,1,1,1,1,0,0,0,1,0,0,0,37,36,1,432,18920,0.60544,432,1,1,1,1,2.74384183047322,2.29593313012521,1,1,1,64470,68109,
16095444,138643536419,10129319,1051488052,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095445,138804361359,10142741,1051622398,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095446,138675319008,10140252,1051504252,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095447,138824996540,12210007,1383046511,1,1,1,1,0,0,0,1,0,0,0,36,35,1,420,18616,0.595712,420,1,1,1,1,2.69931243841754,2.16182199799992,1,1,1,64470,68109,
16095448,138703135296,10143564,1051410124,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095449,138642457334,10148630,1052128596,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095450,138703866680,10139429,1052351794,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095451,138584691202,10147788,1050951746,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095452,138716130842,10148639,1051061314,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095453,138726212302,10144441,1051924184,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095454,138621665084,10136887,1051670758,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095455,138726704774,10154524,1051434808,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095456,138923035267,10147811,1051983189,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095457,139002516208,10134365,1051227505,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095458,138936418781,10139385,1051429732,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095459,138511105623,10140238,1051865230,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095460,138635329164,10141082,1051004924,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095461,138667848564,10147798,1051168998,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095462,138738314891,10138560,1051069027,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095463,138660750359,12262773,1367947495,1,1,1,1,0,0,0,1,0,0,0,36,35,1,416,18472,0.591104,416,1,1,1,1,2.68310397439898,2.14561353398136,1,1,1,64470,68109,
16095464,138605707081,10146129,1051941808,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095465,138885869873,12316376,1375806600,1,1,1,1,0,0,0,1,0,0,0,36,35,1,416,18088,0.578816,420,1,1,1,1,2.69547243841754,2.15798199799992,1,1,1,64470,68109,
16095466,138439040135,10148638,1050854476,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095467,138616704663,10143600,1051769434,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095468,138742392596,10146098,1052094514,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095469,138798454468,10135188,1051726516,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095470,138574921519,10135222,1051392165,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
16095471,138688106177,10146961,1051378583,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,
