seed,N,conditionIndex,positionError,velocityError,BASE_REALIZATION_HASH,STATE_HASH_EXACT,MANAGEMENT_GRAPH_HASH,SELECTOR_HASH_EXACT,selectedHorizonSec,selectedIndex,selectedEdgeCount,selectedColorCount,selectedWitnessCovered,selectedPayloadFits,targetHorizonSelected,noLeaseIssued,infeasibleHorizonCount,actualSubsetViolations,sameColorConflictViolations,horizonMonotonicViolations,normalSelfRevocations,injectedViolationMisses,futureRandomReads,receiverTruthDecisionReads,condition,speedScale,accelerationScale,managementRadius,DATA_NEIGHBOR_GRAPH_HASH,dataNeighborEdges,selectedPhysicalEdges,hiddenSenderConflictEdges,reachOnlyActualConflictEdges,directDeliveryCollisionViolations
16078058,5,3,0.3,0.1,34329925,13684696,2450,5626841,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078058,10,1,0.02,0.02,75638440,11618256,40685,6571924,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36462,4,4,0,0,0
16078058,10,2,0.02,0.02,75638440,27439399,36462,5537635,1,3,4,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36462,4,4,58,0,0
16078058,10,3,0.3,0.1,75638440,26856187,36462,6291040,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36462,4,0,77,0,0
16078059,5,1,0.02,0.02,36621234,4951188,2730,6176472,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078059,5,2,0.02,0.02,36621234,12627653,2450,5936935,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078059,5,3,0.3,0.1,36621234,14341338,2450,4530975,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078059,10,1,0.02,0.02,66761138,11689393,40685,4460274,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36245,2,2,0,0,0
16078059,10,2,0.02,0.02,66761138,30267309,36245,6952230,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36245,2,2,44,0,0
16078059,10,3,0.3,0.1,66761138,29684097,36245,6260017,0.25,1,2,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36245,2,2,59,0,0
16078060,5,1,0.02,0.02,34918252,4690943,2730,6449224,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2484,1,0,0,0,0
16078060,5,2,0.02,0.02,34918252,12095601,2484,6729685,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2484,1,1,9,0,0
16078060,5,3,0.3,0.1,34918252,13809286,2484,5384813,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2484,1,1,11,0,0
16078060,10,1,0.02,0.02,66701576,11570269,40685,4524630,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36293,3,3,6,246,0
16078060,10,2,0.02,0.02,66701576,27439531,36293,5345457,1,3,4,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36293,3,3,64,149,0
16078060,10,3,0.3,0.1,66701576,26856319,36293,5782025,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36293,3,4,74,160,0
16078061,5,1,0.02,0.02,37060709,4781565,2730,5721395,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2460,1,1,0,0,0
16078061,5,2,0.02,0.02,37060709,12881450,2460,5075504,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2460,1,1,12,0,0
16078061,5,3,0.3,0.1,37060709,14595135,2460,5795566,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2460,1,2,15,0,0
16078061,10,1,0.02,0.02,77379102,11953861,40685,5608427,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36374,4,4,12,0,0
16078061,10,2,0.02,0.02,77379102,28179015,36374,5846125,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36374,4,3,71,96,0
16078061,10,3,0.3,0.1,77379102,27595803,36374,5794250,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36374,4,0,90,166,0
16078062,5,1,0.02,0.02,35800541,4358375,2730,6221119,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078062,5,2,0.02,0.02,35800541,13314480,2450,4743455,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078062,5,3,0.3,0.1,35800541,15028165,2450,5473273,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078062,10,1,0.02,0.02,64953669,12268747,40685,4368315,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36326,3,1,0,0,0
16078062,10,2,0.02,0.02,64953669,26556318,36326,5343195,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36326,3,1,56,0,0
16078062,10,3,0.3,0.1,64953669,25973106,36326,5294872,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36326,3,3,74,0,0
16078063,5,1,0.02,0.02,38400568,4315564,2730,4591957,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2488,2,2,6,30,0
16078063,5,2,0.02,0.02,38400568,13321341,2488,5650795,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2488,2,3,18,47,0
16078063,5,3,0.3,0.1,38400568,15035026,2488,4269427,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2488,2,3,18,55,0
16078063,10,1,0.02,0.02,65359042,12030920,40685,5569699,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36249,3,2,12,492,0
16078063,10,2,0.02,0.02,65359042,27290015,36249,6750777,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36249,3,3,66,405,0
16078063,10,3,0.3,0.1,65359042,26706803,36249,5725361,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36249,3,0,80,298,0
16078064,5,1,0.02,0.02,34286828,4476668,2730,5633260,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2490,1,1,0,0,0
16078064,5,2,0.02,0.02,34286828,12470896,2490,4701600,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2490,1,2,10,0,0
16078064,5,3,0.3,0.1,34286828,14184581,2490,5402978,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2490,1,2,10,0,0
16078064,10,1,0.02,0.02,66818449,11804015,40685,6372819,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36583,4,3,12,246,0
16078064,10,2,0.02,0.02,66818449,27236092,36583,4843111,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36583,4,4,77,215,0
16078064,10,3,0.3,0.1,66818449,26652880,36583,4992406,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36583,4,0,96,220,0
16078065,5,1,0.02,0.02,33746521,4444627,2730,5598030,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078065,5,2,0.02,0.02,33746521,12960035,2450,6173170,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078065,5,3,0.3,0.1,33746521,14673720,2450,4812630,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078065,10,1,0.02,0.02,70209545,12294769,40685,5280509,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36499,5,4,6,0,0
16078065,10,2,0.02,0.02,70209545,26519603,36499,5932226,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36499,5,3,84,88,0
16078065,10,3,0.3,0.1,70209545,25936391,36499,4447575,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36499,5,0,117,73,0
16078066,5,1,0.02,0.02,35533793,4873452,2730,4990227,6.8,6,6,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2568,4,4,12,0,0
16078066,5,2,0.02,0.02,35533793,14213598,2568,4141802,2,4,6,4,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2568,4,6,20,143,0
16078066,5,3,0.3,0.1,35533793,15927283,2568,5942561,2,4,6,4,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2568,4,6,20,137,0
16078066,10,1,0.02,0.02,71690837,12111634,40685,5730255,6.8,6,8,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36800,6,3,12,0,0
16078066,10,2,0.02,0.02,71690837,26669830,36800,6219775,1,3,8,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36800,6,6,90,79,0
16078066,10,3,0.3,0.1,71690837,26086618,36800,5335111,0.5,2,8,4,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36800,6,8,113,66,0
16078067,5,1,0.02,0.02,33008471,5065673,2730,5765025,6.8,6,8,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2574,4,3,24,984,0
16078067,5,2,0.02,0.02,33008471,12916946,2574,5459094,1,3,8,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2574,4,4,30,706,0
16078067,5,3,0.3,0.1,33008471,14630631,2574,5248812,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2574,4,0,34,624,0
16078067,10,1,0.02,0.02,67870207,11810385,40685,6125401,6.8,6,7,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36631,5,4,12,246,0
16078067,10,2,0.02,0.02,67870207,25587147,36631,4466420,1,3,7,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36631,5,5,77,166,0
16078067,10,3,0.3,0.1,67870207,25003935,36631,5177434,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36631,5,0,96,120,0
16078068,5,1,0.02,0.02,31551237,4248351,2730,5858355,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078068,5,2,0.02,0.02,31551237,13486814,2450,5840510,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078068,5,3,0.3,0.1,31551237,15200499,2450,6544428,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078068,10,1,0.02,0.02,69786891,11449461,40685,4933009,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36050,0,0,0,0,0
16078068,10,2,0.02,0.02,69786891,25286280,36050,5975832,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36050,0,45,0,0,0
16078068,10,3,0.3,0.1,69786891,24703068,36050,5323726,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36050,0,45,0,0,0
16078069,5,1,0.02,0.02,32568233,4185197,2730,6415957,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2466,1,1,0,0,0
16078069,5,2,0.02,0.02,32568233,14293737,2466,3478929,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2466,1,3,11,0,0
16078069,5,3,0.3,0.1,32568233,16007422,2466,6297353,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2466,1,3,12,0,0
16078069,10,1,0.02,0.02,69131801,12236427,40685,4552268,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36128,3,3,0,0,0
16078069,10,2,0.02,0.02,69131801,29718667,36128,5369602,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36128,3,4,38,0,0
16078069,10,3,0.3,0.1,69131801,29135455,36128,7726015,0.5,2,3,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36128,3,4,49,0,0
16078070,5,1,0.02,0.02,36192570,4093860,2730,5419376,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078070,5,2,0.02,0.02,36192570,13195948,2450,5200143,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078070,5,3,0.3,0.1,36192570,14909633,2450,5916793,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078070,10,1,0.02,0.02,71166147,12110827,40685,5343636,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36260,3,1,6,246,0
16078070,10,2,0.02,0.02,71166147,27845478,36260,4200118,1,3,4,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36260,3,2,61,162,0
16078070,10,3,0.3,0.1,71166147,27262266,36260,6779243,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36260,3,3,70,108,0
16078071,5,1,0.02,0.02,34125655,4154322,2730,5627708,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2460,1,1,0,0,0
16078071,5,2,0.02,0.02,34125655,13091673,2460,4365298,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2460,1,1,12,0,0
16078071,5,3,0.3,0.1,34125655,14805358,2460,5064060,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2460,1,1,13,0,0
16078071,10,1,0.02,0.02,68201736,11424870,40685,4648201,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36297,4,3,0,0,0
16078071,10,2,0.02,0.02,68201736,25207422,36297,5663192,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36297,4,4,59,0,0
16078071,10,3,0.3,0.1,68201736,24624210,36297,3966124,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36297,4,0,67,0,0
16078072,5,1,0.02,0.02,33427152,4854462,2730,4071273,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2460,1,1,0,0,0
16078072,5,2,0.02,0.02,33427152,12413469,2460,4567030,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2460,1,1,10,0,0
16078072,5,3,0.3,0.1,33427152,14127154,2460,5284038,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2460,1,1,12,0,0
16078072,10,1,0.02,0.02,65678206,11620675,40685,5475251,6.8,6,9,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36841,8,6,6,246,0
16078072,10,2,0.02,0.02,65678206,23936286,36841,6992406,1,3,9,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36841,8,8,81,246,0
16078072,10,3,0.3,0.1,65678206,23353074,36841,3960292,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36841,8,0,96,246,0
16078073,5,1,0.02,0.02,36890640,4441427,2730,6590862,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078073,5,2,0.02,0.02,36890640,13986770,2450,4829203,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078073,5,3,0.3,0.1,36890640,15700455,2450,5583365,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078073,10,1,0.02,0.02,70899920,11578373,40685,6002549,6.8,6,9,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36668,6,5,18,246,0
16078073,10,2,0.02,0.02,70899920,27035667,36668,6093388,0.5,2,9,4,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36668,6,6,67,283,0
16078073,10,3,0.3,0.1,70899920,26452455,36668,6121812,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36668,6,0,90,246,0
16078074,5,1,0.02,0.02,36350357,4409434,2730,5427148,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078074,5,2,0.02,0.02,36350357,12340215,2450,5988769,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078074,5,3,0.3,0.1,36350357,14053900,2450,5656358,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078074,10,1,0.02,0.02,64582696,11526801,40685,4072608,6.8,6,11,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36852,8,5,18,502,0
16078074,10,2,0.02,0.02,64582696,28183027,36852,4457107,1,3,11,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36852,8,6,75,483,0
16078074,10,3,0.3,0.1,64582696,27599815,36852,6179216,0.5,2,11,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36852,8,8,84,291,0
16078075,5,1,0.02,0.02,32299144,4695592,2730,6108298,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2500,2,2,0,0,0
16078075,5,2,0.02,0.02,32299144,12144653,2500,5623468,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2500,2,2,13,0,0
16078075,5,3,0.3,0.1,32299144,13858338,2500,4810848,0.25,1,2,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2500,2,2,20,0,0
16078075,10,1,0.02,0.02,68321390,11664178,40685,5681054,6.8,6,13,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36705,7,5,36,738,0
16078075,10,2,0.02,0.02,68321390,25287591,36705,5470872,1,3,13,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36705,7,6,96,773,0
16078075,10,3,0.3,0.1,68321390,24704379,36705,4913651,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36705,7,0,127,645,0
16078076,5,1,0.02,0.02,36228433,4165586,2730,6225083,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2478,1,1,0,0,0
16078076,5,2,0.02,0.02,36228433,12697358,2478,5395225,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2478,1,1,10,0,0
16078076,5,3,0.3,0.1,36228433,14411043,2478,7038493,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2478,1,1,12,0,0
16078076,10,1,0.02,0.02,71817404,12364768,40685,4761675,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36256,2,1,0,0,0
16078076,10,2,0.02,0.02,71817404,24954642,36256,6306531,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36256,2,1,46,0,0
16078076,10,3,0.3,0.1,71817404,24371430,36256,6502040,0.25,1,2,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36256,2,2,59,0,0
16078077,5,1,0.02,0.02,36051498,4860289,2730,6361835,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2500,2,2,0,0,0
16078077,5,2,0.02,0.02,36051498,13945978,2500,5434598,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2500,2,2,11,0,0
16078077,5,3,0.3,0.1,36051498,15659663,2500,6124437,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2500,2,2,19,0,0
16078077,10,1,0.02,0.02,68272785,11566968,40685,7194167,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36381,3,2,0,0,0
16078077,10,2,0.02,0.02,68272785,25587039,36381,7190350,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36381,3,2,66,0,0
16078077,10,3,0.3,0.1,68272785,25003827,36381,5743964,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36381,3,3,82,0,0
16078078,5,1,0.02,0.02,33969895,4891375,2730,6620004,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078078,5,2,0.02,0.02,33969895,12260616,2450,5287025,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078078,5,3,0.3,0.1,33969895,13974301,2450,6026571,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078078,10,1,0.02,0.02,72513974,11660762,40685,7042003,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36293,3,2,0,0,0
16078078,10,2,0.02,0.02,72513974,26477922,36293,6104470,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36293,3,2,55,0,0
16078078,10,3,0.3,0.1,72513974,25894710,36293,4840382,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36293,3,0,71,0,0
16078079,5,1,0.02,0.02,37467737,4547048,2730,5617276,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2472,1,1,0,0,0
16078079,5,2,0.02,0.02,37467737,12471083,2472,6013217,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2472,1,1,14,0,0
16078079,5,3,0.3,0.1,37467737,14184768,2472,4637114,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2472,1,1,17,0,0
16078079,10,1,0.02,0.02,72855494,12343802,40685,5189301,6.8,6,10,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36613,6,3,24,984,0
16078079,10,2,0.02,0.02,72855494,26498333,36613,5270180,1,3,10,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36613,6,4,89,958,0
16078079,10,3,0.3,0.1,72855494,25915121,36613,5066063,0.5,2,10,4,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36613,6,7,102,958,0
16078080,5,1,0.02,0.02,37314399,4240372,2730,5575655,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2490,1,1,0,0,0
16078080,5,2,0.02,0.02,37314399,11584467,2490,4101338,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2490,1,1,11,0,0
16078080,5,3,0.3,0.1,37314399,13298152,2490,5324342,0.25,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2490,1,1,15,0,0
16078080,10,1,0.02,0.02,71863392,11408171,40685,6089462,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36326,3,2,0,0,0
16078080,10,2,0.02,0.02,71863392,24577811,36326,4357458,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36326,3,2,65,0,0
16078080,10,3,0.3,0.1,71863392,23994599,36326,6057802,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36326,3,4,80,0,0
16078081,5,1,0.02,0.02,35508805,4823476,2730,4855671,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2466,1,1,0,0,0
16078081,5,2,0.02,0.02,35508805,14133819,2466,4452355,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2466,1,3,9,0,0
16078081,5,3,0.3,0.1,35508805,15847504,2466,6235644,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2466,1,4,10,0,0
16078081,10,1,0.02,0.02,71377121,11484202,40685,4582449,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36304,3,1,6,246,0
16078081,10,2,0.02,0.02,71377121,25663472,36304,7090462,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36304,3,1,65,246,0
16078081,10,3,0.3,0.1,71377121,25080260,36304,6098763,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36304,3,0,86,246,0
16078082,5,1,0.02,0.02,35113085,5080609,2730,6072716,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2460,1,1,0,0,0
16078082,5,2,0.02,0.02,35113085,13921107,2460,6061117,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2460,1,1,10,0,0
16078082,5,3,0.3,0.1,35113085,15634792,2460,4648801,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2460,1,1,11,0,0
