seed,N,conditionIndex,positionError,velocityError,BASE_REALIZATION_HASH,STATE_HASH_EXACT,MANAGEMENT_GRAPH_HASH,SELECTOR_HASH_EXACT,selectedHorizonSec,selectedIndex,selectedEdgeCount,selectedColorCount,selectedWitnessCovered,selectedPayloadFits,targetHorizonSelected,noLeaseIssued,infeasibleHorizonCount,actualSubsetViolations,sameColorConflictViolations,horizonMonotonicViolations,normalSelfRevocations,injectedViolationMisses,futureRandomReads,receiverTruthDecisionReads,condition,speedScale,accelerationScale,managementRadius,DATA_NEIGHBOR_GRAPH_HASH,dataNeighborEdges,selectedPhysicalEdges,hiddenSenderConflictEdges,reachOnlyActualConflictEdges,directDeliveryCollisionViolations
16078034,5,2,0.02,0.02,36601734,13594284,2460,5069563,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2460,1,1,11,0,0
16078034,5,3,0.3,0.1,36601734,15307969,2460,4775616,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2460,1,2,14,0,0
16078034,10,1,0.02,0.02,67127868,11374280,40685,5292476,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36554,5,3,6,3,0
16078034,10,2,0.02,0.02,67127868,25815623,36554,4888847,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36554,5,3,99,185,0
16078034,10,3,0.3,0.1,67127868,25232411,36554,6679645,0.5,2,6,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36554,5,5,118,181,0
16078035,5,1,0.02,0.02,33423942,4848042,2730,4725408,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2472,1,1,0,0,0
16078035,5,2,0.02,0.02,33423942,13684809,2472,4602607,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2472,1,1,12,0,0
16078035,5,3,0.3,0.1,33423942,15398494,2472,4277600,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2472,1,1,16,0,0
16078035,10,1,0.02,0.02,74357473,12202041,40685,5003096,6.8,6,9,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36499,5,4,24,718,0
16078035,10,2,0.02,0.02,74357473,24553432,36499,5209173,1,3,9,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36499,5,4,83,896,0
16078035,10,3,0.3,0.1,74357473,23970220,36499,4684085,0.25,1,9,4,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36499,5,6,101,572,0
16078036,5,1,0.02,0.02,32368151,4833606,2730,6071864,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2518,2,1,0,0,0
16078036,5,2,0.02,0.02,32368151,12710574,2518,5367134,2,4,2,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2518,2,2,12,0,0
16078036,5,3,0.3,0.1,32368151,14424259,2518,5078357,2,4,2,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2518,2,2,15,0,0
16078036,10,1,0.02,0.02,66479656,12175002,40685,5851700,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36381,3,3,0,0,0
16078036,10,2,0.02,0.02,66479656,25244483,36381,6015272,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36381,3,3,70,0,0
16078036,10,3,0.3,0.1,66479656,24661271,36381,5645468,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36381,3,0,83,0,0
16078037,5,1,0.02,0.02,31529961,4205799,2730,6820744,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2472,1,1,0,0,0
16078037,5,2,0.02,0.02,31529961,13990257,2472,3505822,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2472,1,1,8,0,0
16078037,5,3,0.3,0.1,31529961,15703942,2472,6296318,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2472,1,1,10,0,0
16078037,10,1,0.02,0.02,68167914,11357226,40685,4672864,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36451,4,4,6,0,0
16078037,10,2,0.02,0.02,68167914,26489319,36451,4847033,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36451,4,4,73,26,0
16078037,10,3,0.3,0.1,68167914,25906107,36451,5482958,0.5,2,5,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36451,4,4,93,26,0
16078038,5,1,0.02,0.02,34727815,4310069,2730,5809311,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078038,5,2,0.02,0.02,34727815,12629327,2450,5245062,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078038,5,3,0.3,0.1,34727815,14343012,2450,5987180,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078038,10,1,0.02,0.02,63899201,12256957,40685,6125637,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36304,3,3,6,0,0
16078038,10,2,0.02,0.02,63899201,26779394,36304,4384436,1,3,4,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36304,3,3,57,20,0
16078038,10,3,0.3,0.1,63899201,26196182,36304,6475639,0.25,1,4,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36304,3,3,68,23,0
16078039,5,1,0.02,0.02,36496858,4702436,2730,5140076,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2498,3,3,0,0,0
16078039,5,2,0.02,0.02,36496858,12299079,2498,4571357,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2498,3,3,14,0,0
16078039,5,3,0.3,0.1,36496858,14012764,2498,5786150,0.25,1,3,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2498,3,3,19,0,0
16078039,10,1,0.02,0.02,65543193,11350649,40685,5792739,6.8,6,7,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36330,4,3,18,222,0
16078039,10,2,0.02,0.02,65543193,26674237,36330,6899812,1,3,7,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36330,4,3,68,141,0
16078039,10,3,0.3,0.1,65543193,26091025,36330,6487205,0.5,2,7,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36330,4,4,80,138,0
16078040,5,1,0.02,0.02,30093425,4478446,2730,6586873,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078040,5,2,0.02,0.02,30093425,11875376,2450,6123569,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078040,5,3,0.3,0.1,30093425,13589061,2450,5800626,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078040,10,1,0.02,0.02,74278036,12043167,40685,5593126,6.8,6,7,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36532,5,5,12,170,0
16078040,10,2,0.02,0.02,74278036,25532701,36532,5569759,0.5,2,7,4,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36532,5,4,66,201,0
16078040,10,3,0.3,0.1,74278036,24949489,36532,5692118,0.25,1,7,4,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36532,5,6,80,234,0
16078041,5,1,0.02,0.02,31112886,4420222,2730,4305212,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2472,1,1,0,0,0
16078041,5,2,0.02,0.02,31112886,12251052,2472,4605242,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2472,1,3,8,0,0
16078041,5,3,0.3,0.1,31112886,13964737,2472,4267039,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2472,1,3,10,0,0
16078041,10,1,0.02,0.02,68919734,11812293,40685,4982272,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36348,3,2,6,246,0
16078041,10,2,0.02,0.02,68919734,27361229,36348,3841608,1,3,4,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36348,3,2,63,246,0
16078041,10,3,0.3,0.1,68919734,26778017,36348,4830741,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36348,3,0,81,246,0
16078042,5,1,0.02,0.02,35338093,4482052,2730,5622604,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2484,1,1,0,0,0
16078042,5,2,0.02,0.02,35338093,13468682,2484,5131843,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2484,1,1,10,0,0
16078042,5,3,0.3,0.1,35338093,15182367,2484,4800638,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2484,1,1,12,0,0
16078042,10,1,0.02,0.02,67669051,11408073,40685,5846920,6.8,6,8,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36602,6,5,12,492,0
16078042,10,2,0.02,0.02,67669051,26178173,36602,4842744,1,3,8,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36602,6,4,79,492,0
16078042,10,3,0.3,0.1,67669051,25594961,36602,4913057,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36602,6,0,95,492,0
16078043,5,1,0.02,0.02,39826817,5070916,2730,6068888,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078043,5,2,0.02,0.02,39826817,13518265,2450,5944856,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078043,5,3,0.3,0.1,39826817,15231950,2450,5599533,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078043,10,1,0.02,0.02,67707918,11485807,40685,6204513,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36370,3,3,0,0,0
16078043,10,2,0.02,0.02,67707918,26326315,36370,4987895,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36370,3,2,41,0,0
16078043,10,3,0.3,0.1,67707918,25743103,36370,5184590,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36370,3,5,43,0,0
16078044,5,1,0.02,0.02,34551516,5006044,2730,5539254,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078044,5,2,0.02,0.02,34551516,10484407,2450,5649569,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078044,5,3,0.3,0.1,34551516,12198092,2450,5293562,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078044,10,1,0.02,0.02,70084470,12044619,40685,5329756,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36289,2,1,6,246,0
16078044,10,2,0.02,0.02,70084470,26057514,36289,5546626,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36289,2,3,40,157,0
16078044,10,3,0.3,0.1,70084470,25474302,36289,5173262,0.5,2,3,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36289,2,4,50,109,0
16078045,5,1,0.02,0.02,39459745,4336772,2730,4346275,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2498,3,3,0,0,0
16078045,5,2,0.02,0.02,39459745,12219287,2498,7111490,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2498,3,3,8,0,0
16078045,5,3,0.3,0.1,39459745,13932972,2498,5711644,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2498,3,3,9,0,0
16078045,10,1,0.02,0.02,74574545,11587612,40685,6204455,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36234,2,2,0,0,0
16078045,10,2,0.02,0.02,74574545,24154578,36234,5914418,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36234,2,2,50,0,0
16078045,10,3,0.3,0.1,74574545,23571366,36234,5479909,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36234,2,0,62,0,0
16078046,5,1,0.02,0.02,36506642,4722004,2730,6097432,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2496,1,0,0,0,0
16078046,5,2,0.02,0.02,36506642,11830961,2496,5421551,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2496,1,0,12,0,0
16078046,5,3,0.3,0.1,36506642,13544646,2496,6236434,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2496,1,0,18,0,0
16078046,10,1,0.02,0.02,73737059,12009786,40685,6592923,6.8,6,8,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36635,6,4,12,246,0
16078046,10,2,0.02,0.02,73737059,25599199,36635,7041456,0.5,2,8,4,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36635,6,3,86,298,0
16078046,10,3,0.3,0.1,73737059,25015987,36635,5844424,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36635,6,0,97,294,0
16078047,5,1,0.02,0.02,31899470,4944817,2730,6941573,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2518,2,2,0,0,0
16078047,5,2,0.02,0.02,31899470,15038706,2518,4853135,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2518,2,2,15,0,0
16078047,5,3,0.3,0.1,31899470,16752391,2518,5532493,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2518,2,2,17,0,0
16078047,10,1,0.02,0.02,68619765,12260928,40685,5641426,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36499,5,4,0,0,0
16078047,10,2,0.02,0.02,68619765,25826941,36499,5261422,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36499,5,5,64,0,0
16078047,10,3,0.3,0.1,68619765,25243729,36499,5507833,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36499,5,0,95,0,0
16078048,5,1,0.02,0.02,33163683,4327524,2730,6366469,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078048,5,2,0.02,0.02,33163683,13959014,2450,4420990,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078048,5,3,0.3,0.1,33163683,15672699,2450,6224569,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078048,10,1,0.02,0.02,73558854,11653376,40685,5580186,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36440,4,3,12,0,0
16078048,10,2,0.02,0.02,73558854,25791906,36440,5633194,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36440,4,4,67,109,0
16078048,10,3,0.3,0.1,73558854,25208694,36440,5351169,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36440,4,0,80,245,0
16078049,5,1,0.02,0.02,36455858,4620436,2730,4188858,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2482,2,0,6,246,0
16078049,5,2,0.02,0.02,36455858,13755388,2482,5400825,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2482,2,1,18,211,0
16078049,5,3,0.3,0.1,36455858,15469073,2482,5592198,0.25,1,3,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2482,2,2,20,246,0
16078049,10,1,0.02,0.02,67632573,12383690,40685,4829692,6.8,6,9,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36878,9,9,0,0,0
16078049,10,2,0.02,0.02,67632573,29662420,36878,5540942,2,4,9,4,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36878,9,9,55,0,0
16078049,10,3,0.3,0.1,67632573,29079208,36878,5202279,1,3,9,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36878,9,9,75,0,0
16078050,5,1,0.02,0.02,35440194,4686254,2730,6003214,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2494,2,1,0,0,0
16078050,5,2,0.02,0.02,35440194,11457959,2494,4371452,2,4,2,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2494,2,2,15,0,0
16078050,5,3,0.3,0.1,35440194,13171644,2494,4054583,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2494,2,2,18,0,0
16078050,10,1,0.02,0.02,66450586,12116862,40685,6269621,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36609,5,5,6,0,0
16078050,10,2,0.02,0.02,66450586,27375107,36609,5045877,2,4,6,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36609,5,9,63,88,0
16078050,10,3,0.3,0.1,66450586,26791895,36609,4591541,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36609,5,9,72,76,0
16078051,5,1,0.02,0.02,34243266,4389544,2730,5456952,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2500,2,2,0,0,0
16078051,5,2,0.02,0.02,34243266,11712060,2500,5959181,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2500,2,2,22,0,0
16078051,5,3,0.3,0.1,34243266,13425745,2500,4813803,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2500,2,0,35,0,0
16078051,10,1,0.02,0.02,71511635,11753230,40685,5124613,6.8,6,8,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36764,8,8,0,0,0
16078051,10,2,0.02,0.02,71511635,28445092,36764,6095522,0.5,2,8,4,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36764,8,8,77,0,0
16078051,10,3,0.3,0.1,71511635,27861880,36764,5559258,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36764,8,0,90,0,0
16078052,5,1,0.02,0.02,33221942,4444042,2730,4872652,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078052,5,2,0.02,0.02,33221942,11345590,2450,5543417,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078052,5,3,0.3,0.1,33221942,13059275,2450,6272635,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078052,10,1,0.02,0.02,58547226,12038737,40685,5045329,6.8,6,9,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36980,7,6,12,474,0
16078052,10,2,0.02,0.02,58547226,27827231,36980,5920708,1,3,9,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36980,7,7,83,264,0
16078052,10,3,0.3,0.1,58547226,27244019,36980,6188968,0.25,1,9,4,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36980,7,7,101,320,0
16078053,5,1,0.02,0.02,35461635,4729136,2730,4350296,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078053,5,2,0.02,0.02,35461635,13627002,2450,6091679,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078053,5,3,0.3,0.1,35461635,15340687,2450,5759220,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078053,10,1,0.02,0.02,65581689,11427641,40685,4760829,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36319,4,4,12,8,0
16078053,10,2,0.02,0.02,65581689,24551790,36319,5095981,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36319,4,4,69,257,0
16078053,10,3,0.3,0.1,65581689,23968578,36319,6141884,0.25,1,6,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36319,4,5,78,190,0
16078054,5,1,0.02,0.02,31757933,4661743,2730,5753679,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2472,1,1,0,0,0
16078054,5,2,0.02,0.02,31757933,12290608,2472,4136965,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2472,1,1,13,0,0
16078054,5,3,0.3,0.1,31757933,14004293,2472,5794231,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2472,1,1,16,0,0
16078054,10,1,0.02,0.02,68372813,11767024,40685,5368136,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36558,6,5,0,0,0
16078054,10,2,0.02,0.02,68372813,25568009,36558,6051998,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36558,6,6,77,0,0
16078054,10,3,0.3,0.1,68372813,24984797,36558,4246905,0.25,1,6,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36558,6,6,99,0,0
16078055,5,1,0.02,0.02,34987201,4828841,2730,5645257,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078055,5,2,0.02,0.02,34987201,13076527,2450,6112379,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
16078055,5,3,0.3,0.1,34987201,14790212,2450,5780656,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0,0,0
16078055,10,1,0.02,0.02,70981660,11741853,40685,4572973,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36315,3,2,6,0,0
16078055,10,2,0.02,0.02,70981660,26330180,36315,6713552,1,3,4,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36315,3,3,55,88,0
16078055,10,3,0.3,0.1,70981660,25746968,36315,5131258,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36315,3,5,65,77,0
16078056,5,1,0.02,0.02,34568090,5039192,2730,5495206,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2506,2,2,0,0,0
16078056,5,2,0.02,0.02,34568090,14216281,2506,4842004,2,4,2,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2506,2,2,10,0,0
16078056,5,3,0.3,0.1,34568090,15929966,2506,5559660,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2506,2,2,13,0,0
16078056,10,1,0.02,0.02,72353397,11339608,40685,5794103,6.8,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36451,4,2,0,0,0
16078056,10,2,0.02,0.02,72353397,27068249,36451,5580421,2,4,4,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36451,4,4,61,0,0
16078056,10,3,0.3,0.1,72353397,26485037,36451,5255600,1,3,4,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36451,4,4,78,0,0
16078057,5,1,0.02,0.02,30330713,4953022,2730,5583450,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2574,4,3,0,0,0
16078057,5,2,0.02,0.02,30330713,13134775,2574,5432014,4,5,4,3,1,1,0,0,1,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2574,4,4,6,0,0
16078057,5,3,0.3,0.1,30330713,14848460,2574,5130969,2,4,4,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2574,4,4,12,0,0
16078057,10,1,0.02,0.02,71938080,11557547,40685,5916077,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36319,4,3,0,0,0
16078057,10,2,0.02,0.02,71938080,25218477,36319,5034751,1,3,4,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36319,4,4,57,0,0
16078057,10,3,0.3,0.1,71938080,24635265,36319,5628250,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36319,4,4,71,0,0
16078058,5,1,0.02,0.02,34329925,4562862,2730,5231988,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0,0,0
16078058,5,2,0.02,0.02,34329925,11971011,2450,4884767,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0,0,0
