time_s,seed,receiver,sender,physicalAge_s,loggedAoI_s,positionError_m,localPositionBound_m,globalPositionBound_m,velocityError_mps,velocityBound_mps,acceptedPayloadSpeed_mps
8.48,27020001,3,2,0.280000000000001,0.290000000000001,0.0574446585739223,0.141388650116759,16.884,0.0125784160959688,0.56,0.204959464702709
8.5,27020001,3,2,0.300000000000001,0.310000000000001,0.0615340758071268,0.157487839410813,18.096,0.0135943060083015,0.6,0.204959464702709
8.52,27020001,3,2,0.32,0.33,0.0656301986646713,0.174387028704867,19.3088,0.0145810955838896,0.64,0.204959464702709
8.54,27020001,3,2,0.340000000000002,0.350000000000002,0.0697239359941869,0.192086217998921,20.5224,0.01543553985569,0.68,0.204959464702709
8.56,27020001,3,2,0.120000000000001,0.130000000000001,0.0245242618984323,0.04125354399341,7.2168,0.00554635387980119,0.24,0.203779533278416
8.58,27020001,3,2,0.140000000000001,0.150000000000001,0.0286001102314306,0.0509291346589783,8.4224,0.00624184243781586,0.28,0.203779533278416
8.6,27020001,3,2,0.16,0.17,0.0326724924016117,0.0614047253245466,9.6288,0.00709967199299129,0.32,0.203779533278416
8.62,27020001,3,2,0.180000000000001,0.190000000000002,0.0367335906388229,0.072680315990115,10.836,0.00787358376678606,0.36,0.203779533278416
8.64,27020001,3,2,0.200000000000001,0.210000000000001,0.0407765692591247,0.0847559066556833,12.044,0.00863818621761194,0.4,0.203779533278416
8.66,27020001,3,2,0.220000000000001,0.230000000000001,0.0448022923031834,0.0976314973212516,13.2528,0.00949205679346973,0.44,0.203779533278416
8.68,27020001,3,2,0.24,0.25,0.0488047326271316,0.11130708798682,14.4624,0.0104062653655174,0.48,0.203779533278416
8.7,27020001,3,2,0.260000000000002,0.270000000000002,0.0527919294262901,0.125782678652388,15.6728,0.0112892375463974,0.52,0.203779533278416
8.72,27020001,3,2,0.280000000000001,0.290000000000001,0.0567982779312526,0.141058269317957,16.884,0.0121449899907503,0.56,0.203779533278416
8.74,27020001,3,2,0.119999999999999,0.129999999999999,0.0240858438936536,0.0411701916094966,7.2168,0.00542243295483763,0.24,0.203084930079138
8.76,27020001,3,2,0.139999999999999,0.149999999999999,0.0281106457013069,0.0508318902110794,8.4224,0.00623047133097792,0.28,0.203084930079138
8.78,27020001,3,2,0.159999999999998,0.169999999999998,0.032142965202242,0.0612935888126621,9.6288,0.00713366470245165,0.32,0.203084930079138
8.8,27020001,3,2,0.120000000000001,0.130000000000001,0.0241018473584146,0.0408200588010904,7.2168,0.00602994711078854,0.24,0.200167156675753
8.82,27020001,3,2,0.140000000000001,0.150000000000001,0.0281299878169585,0.0504234019346054,8.4224,0.00682035440043803,0.28,0.200167156675753
8.84,27020001,3,2,0.16,0.17,0.0321557114286305,0.0608267450681205,9.6288,0.0076608217522994,0.32,0.200167156675753
8.86,27020001,3,2,0.18,0.19,0.0361711708741458,0.0720300882016355,10.836,0.00835600699987199,0.36,0.200167156675753
8.88,27020001,3,2,0.200000000000001,0.210000000000001,0.0401742074552748,0.0840334313351506,12.044,0.00904250821573357,0.4,0.200167156675753
8.9,27020001,3,2,0.220000000000001,0.230000000000001,0.0441788143412436,0.0968367744686656,13.2528,0.0100010047737913,0.44,0.200167156675753
8.92,27020001,3,2,0.119999999999999,0.129999999999999,0.0240791745082605,0.0409895062996353,7.2168,0.00526587777105614,0.24,0.201579219163628
8.94,27020001,3,2,0.139999999999999,0.149999999999999,0.0280641548277038,0.0506210906829079,8.4224,0.00618858286602092,0.28,0.201579219163628
8.96,27020001,3,2,0.16,0.17,0.032052645295193,0.0610526750661804,9.6288,0.00709717837264181,0.32,0.201579219163628
8.98,27020001,3,2,0.120000000000001,0.130000000000001,0.023966512192113,0.0408970431634736,7.2168,0.00541883489729004,0.24,0.200808693028947
9,27020001,3,2,0.140000000000001,0.150000000000001,0.0279601351761234,0.0505132170240525,8.4224,0.00626263091929318,0.28,0.200808693028947
9.02,27020001,3,2,0.16,0.17,0.0319610605099899,0.0609293908846315,9.6288,0.00717333955064171,0.32,0.200808693028947
9.04,27020001,3,2,0.120000000000001,0.130000000000001,0.0239533361658551,0.0407948278053949,7.2168,0.00544687882874703,0.24,0.199956898378291
9.06,27020001,3,2,0.140000000000001,0.150000000000001,0.0279434686220567,0.0503939657729608,8.4224,0.0061947557505792,0.28,0.199956898378291
9.08,27020001,3,2,0.16,0.17,0.0319409395280782,0.0607931037405266,9.6288,0.00720714931908046,0.32,0.199956898378291
9.1,27020001,3,2,0.18,0.19,0.0359367671406502,0.0719922417080924,10.836,0.00809978601165383,0.36,0.199956898378291
9.12,27020001,3,2,0.200000000000001,0.210000000000001,0.0399416789459388,0.0839913796756582,12.044,0.00905650885387245,0.4,0.199956898378291
9.14,27020001,3,2,0.220000000000001,0.230000000000001,0.0439617347001834,0.096790517643224,13.2528,0.010190843505664,0.44,0.199956898378291
9.16,27020001,3,2,0.119999999999999,0.129999999999999,0.0240381130315742,0.040799911874771,7.2168,0.00575777855794016,0.24,0.199999265623092
9.18,27020001,3,2,0.139999999999999,0.149999999999999,0.028071442361479,0.0503998971872329,8.4224,0.00672307382665606,0.28,0.199999265623092
9.2,27020001,3,2,0.16,0.17,0.0321112094915678,0.0607998824996947,9.6288,0.00770061060142748,0.32,0.199999265623092
9.22,27020001,3,2,0.120000000000001,0.130000000000001,0.0241652250026971,0.0407793783625981,7.2168,0.00593463371296178,0.24,0.199828153021651
9.24,27020001,3,2,0.140000000000001,0.150000000000001,0.0282015476813814,0.0503759414230311,8.4224,0.00665381406861291,0.28,0.199828153021651
9.26,27020001,3,2,0.16,0.17,0.0322422469969023,0.0607725044834641,9.6288,0.00757971043061911,0.32,0.199828153021651
9.28,27020001,3,2,0.119999999999999,0.129999999999999,0.024226500656693,0.040960041580715,7.2168,0.00513077564507155,0.24,0.201333679839292
9.3,27020001,3,2,0.140000000000001,0.150000000000001,0.0282512980315131,0.0505867151775008,8.4224,0.00578916888378287,0.28,0.201333679839292
9.32,27020001,3,2,0.16,0.17,0.0322744197469937,0.0610133887742867,9.6288,0.00665583169763061,0.32,0.201333679839292
9.34,27020001,3,2,0.119999999999999,0.129999999999999,0.0241771628654029,0.0410278945892546,7.2168,0.00493565554740723,0.24,0.201899121577121
9.36,27020001,3,2,0.139999999999999,0.149999999999999,0.0281919881367782,0.050665877020797,8.4224,0.0057234924845475,0.28,0.201899121577121
9.38,27020001,3,2,0.16,0.17,0.0322080023420558,0.0611038594523394,9.6288,0.00654793291331256,0.32,0.201899121577121
9.4,27020001,3,2,0.120000000000001,0.130000000000001,0.0241033186391231,0.0410220242015542,7.2168,0.0049261655788261,0.24,0.201850201679618
9.42,27020001,3,2,0.140000000000001,0.150000000000001,0.0280982563622879,0.0506590282351465,8.4224,0.00576760614613809,0.28,0.201850201679618
9.44,27020001,3,2,0.16,0.17,0.032081007078018,0.0610960322687389,9.6288,0.00664757565854802,0.32,0.201850201679618
9.46,27020001,3,2,0.180000000000001,0.190000000000002,0.0360449992178816,0.0723330363023313,10.836,0.00760847095730926,0.36,0.201850201679618
9.48,27020001,3,2,0.200000000000001,0.210000000000001,0.0400043605984074,0.0843700403359236,12.044,0.00834929594724699,0.4,0.201850201679618
9.5,27020001,3,2,0.220000000000001,0.230000000000001,0.0439791928624003,0.097207044369516,13.2528,0.00900532275848751,0.44,0.201850201679618
9.52,27020001,3,2,0.24,0.25,0.0479595525543783,0.110844048403108,14.4624,0.00978736180714915,0.48,0.201850201679618
9.54,27020001,3,2,0.260000000000002,0.270000000000002,0.0519459327211211,0.125281052436701,15.6728,0.0105621767772118,0.52,0.201850201679618
9.56,27020001,3,2,0.280000000000001,0.290000000000001,0.0559464221342885,0.140518056470293,16.884,0.0114492067988803,0.56,0.201850201679618
9.58,27020001,3,2,0.119999999999999,0.129999999999999,0.0239126807804153,0.0405867048744312,7.2168,0.00584095869339662,0.24,0.19822254062026
9.6,27020001,3,2,0.139999999999999,0.149999999999999,0.0279229114708139,0.0501511556868364,8.4224,0.00670697873120999,0.28,0.19822254062026
9.62,27020001,3,2,0.16,0.17,0.031936887691189,0.0605156064992416,9.6288,0.00759611045102835,0.32,0.19822254062026
9.64,27020001,3,2,0.18,0.19,0.0359460219888122,0.0716800573116468,10.836,0.008248535437354,0.36,0.19822254062026
9.66,27020001,3,2,0.199999999999999,0.209999999999999,0.0399427898264215,0.083644508124052,12.044,0.00874688791806318,0.4,0.19822254062026
9.68,27020001,3,2,0.219999999999999,0.229999999999999,0.0439412537861475,0.0964089589364572,13.2528,0.00964846634405283,0.44,0.19822254062026
9.7,27020001,3,2,0.120000000000001,0.130000000000001,0.0240244733901144,0.0408400617744726,7.2168,0.00490512087959861,0.24,0.200333848120605
9.72,27020001,3,2,0.140000000000001,0.150000000000001,0.0280202621308986,0.0504467387368846,8.4224,0.00571193954887828,0.28,0.200333848120605
9.74,27020001,3,2,0.16,0.17,0.0320344382185338,0.0608534156992967,9.6288,0.00680038530623751,0.32,0.200333848120605
9.76,27020001,3,2,0.18,0.19,0.0360566224211911,0.0720600926617088,10.836,0.00778524920627889,0.36,0.200333848120605
9.78,27020001,3,2,0.199999999999999,0.209999999999999,0.0400864839826422,0.0840667696241209,12.044,0.00873613997850921,0.4,0.200333848120605
9.8,27020001,3,2,0.220000000000001,0.230000000000001,0.0441233798531145,0.096873446586533,13.2528,0.00970555595935447,0.44,0.200333848120605
9.82,27020001,3,2,0.119999999999999,0.129999999999999,0.0241379628628866,0.0407580751495828,7.2168,0.00589621260995528,0.24,0.199650626246523
9.84,27020001,3,2,0.139999999999999,0.149999999999999,0.0281706351838512,0.0503510876745132,8.4224,0.00655732424686784,0.28,0.199650626246523
9.86,27020001,3,2,0.159999999999998,0.169999999999998,0.0322007861386878,0.0607441001994437,9.6288,0.00728500035601143,0.32,0.199650626246523
9.88,27020001,3,2,0.18,0.19,0.0362205610676356,0.0719371127243741,10.836,0.00784704485470914,0.36,0.199650626246523
9.9,27020001,3,2,0.199999999999999,0.209999999999999,0.0402230906930324,0.0839301252493046,12.044,0.00834044325973366,0.4,0.199650626246523
9.92,27020001,3,2,0.219999999999999,0.229999999999999,0.0442108443223985,0.0967231377742351,13.2528,0.00898468573775523,0.44,0.199650626246523
9.94,27020001,3,2,0.119999999999999,0.129999999999999,0.0240429558780603,0.0410171274606237,7.2168,0.00537178081120217,0.24,0.201809395505197
9.96,27020001,3,2,0.140000000000001,0.150000000000001,0.0280047309957812,0.0506533153707276,8.4224,0.00608543508776691,0.28,0.201809395505197
9.98,27020001,3,2,0.16,0.17,0.0319896281959094,0.0610895032808316,9.6288,0.00650306563055563,0.32,0.201809395505197
10,27020001,3,2,0.119999999999999,0.129999999999999,0.0239037655879993,0.0409221580273692,7.2168,0.00485905143528836,0.24,0.20101798356141
10.02,27020001,3,2,0.139999999999999,0.149999999999999,0.0279133138252549,0.0505425176985974,8.4224,0.005703240002192,0.28,0.20101798356141
10.04,27020001,3,2,0.16,0.17,0.0319322439187011,0.0609628773698256,9.6288,0.00661874871545716,0.32,0.20101798356141
10.06,27020001,3,2,0.120000000000001,0.130000000000001,0.0239934965258279,0.0406054708820959,7.2168,0.00609000238532487,0.24,0.198378924017466
10.08,27020001,3,2,0.140000000000001,0.150000000000001,0.0280120354982537,0.0501730493624452,8.4224,0.00677654888931543,0.28,0.198378924017466
10.1,27020001,3,2,0.16,0.17,0.0320285230353573,0.0605406278427945,9.6288,0.00746897517451449,0.32,0.198378924017466
10.12,27020001,3,2,0.120000000000001,0.130000000000001,0.0240917683466925,0.0407863885410234,7.2168,0.00494325614504674,0.24,0.199886571175195
10.14,27020001,3,2,0.140000000000001,0.150000000000001,0.0280818796923929,0.0503841199645273,8.4224,0.00552650755265023,0.28,0.199886571175195
10.16,27020001,3,2,0.16,0.17,0.0320746777379865,0.0607818513880312,9.6288,0.00642799233760729,0.32,0.199886571175195
10.18,27020001,3,2,0.18,0.19,0.0360617473079719,0.0719795828115351,10.836,0.00723245433177053,0.36,0.199886571175195
10.2,27020001,3,2,0.200000000000001,0.210000000000001,0.0400357188258327,0.083977314235039,12.044,0.00798573984584405,0.4,0.199886571175195
10.22,27020001,3,2,0.220000000000001,0.230000000000001,0.0440123642386654,0.0967750456585429,13.2528,0.00891666705991485,0.44,0.199886571175195
10.24,27020001,3,2,0.24,0.25,0.0479833148408127,0.110372777082047,14.4624,0.00977422999936173,0.48,0.199886571175195
10.26,27020001,3,2,0.26,0.27,0.0519669138980433,0.124770508505551,15.6728,0.0106607176030447,0.52,0.199886571175195
10.28,27020001,3,2,0.279999999999999,0.289999999999999,0.0559619916695831,0.139968239929055,16.884,0.0116036544229956,0.56,0.199886571175195
10.3,27020001,3,2,0.300000000000001,0.310000000000001,0.0599590601611675,0.155965971352559,18.096,0.0124332206106616,0.6,0.199886571175195
10.32,27020001,3,2,0.32,0.33,0.0639595240572566,0.172763702776062,19.3088,0.0132412518000199,0.64,0.199886571175195
10.34,27020001,3,2,0.34,0.35,0.0679685713581351,0.190361434199566,20.5224,0.0141771633124518,0.68,0.199886571175195
10.36,27020001,3,2,0.359999999999999,0.369999999999999,0.0719770470060135,0.20875916562307,21.7368,0.0149675355019029,0.72,0.199886571175195
10.38,27020001,3,2,0.380000000000001,0.390000000000001,0.075984282436442,0.227956897046574,22.952,0.0157156980830953,0.76,0.199886571175195
10.4,27020001,3,2,0.4,0.41,0.0799991872052838,0.247954628470078,24.168,0.0166626280990855,0.8,0.199886571175195
10.42,27020001,3,2,0.42,0.43,0.0840127142666625,0.268752359893582,25.3848,0.0174531840948015,0.84,0.199886571175195
10.44,27020001,3,2,0.44,0.45,0.0880224047252131,0.290350091317086,26.6024,0.0181793345079958,0.88,0.199886571175195
10.46,27020001,3,2,0.460000000000001,0.470000000000001,0.0920290264003433,0.31274782274059,27.8208,0.0189483453242783,0.92,0.199886571175195
10.48,27020001,3,2,0.48,0.49,0.0960248686887506,0.335945554164094,29.04,0.0195980917698608,0.96,0.199886571175195
10.5,27020001,3,2,0.5,0.51,0.100003187787974,0.359943285587598,30.26,0.0201719737887716,1,0.199886571175195
10.52,27020001,3,2,0.52,0.53,0.103978567704142,0.384741017011102,31.4808,0.0210074553229114,1.04,0.199886571175195
10.54,27020001,3,2,0.540000000000001,0.550000000000001,0.107943354154399,0.410338748434605,32.7024,0.0217412559329775,1.08,0.199886571175195
10.56,27020001,3,2,0.56,0.570000000000001,0.111906107962545,0.436736479858109,33.9248,0.0224998691740725,1.12,0.199886571175195
10.58,27020001,3,2,0.58,0.59,0.115859083105201,0.463934211281613,35.148,0.0231726268743053,1.16,0.199886571175195
10.6,27020001,3,2,0.119999999999999,0.129999999999999,0.0238038671886808,0.0408021677020351,7.2168,0.00507721136634711,0.24,0.200018064183626
10.62,27020001,3,2,0.140000000000001,0.150000000000001,0.0277311054288571,0.0504025289857077,8.4224,0.00598560077728807,0.28,0.200018064183626
10.64,27020001,3,2,0.16,0.17,0.0316506670393691,0.0608028902693802,9.6288,0.00678357525911611,0.32,0.200018064183626
10.66,27020001,3,2,0.119999999999999,0.129999999999999,0.0236227878599601,0.0406215615504151,7.2168,0.00508185844950574,0.24,0.198513012920126
10.68,27020001,3,2,0.139999999999999,0.149999999999999,0.0275071381275214,0.0501918218088176,8.4224,0.00617893855806699,0.28,0.198513012920126
10.7,27020001,3,2,0.16,0.17,0.0313994626266991,0.0605620820672201,9.6288,0.00668735921486375,0.32,0.198513012920126
10.72,27020001,3,2,0.120000000000001,0.130000000000001,0.0234212880293677,0.0404566919349296,7.2168,0.00500169749700089,0.24,0.197139099457747
10.74,27020001,3,2,0.140000000000001,0.150000000000001,0.0273043785495802,0.0499994739240845,8.4224,0.00586682423344677,0.28,0.197139099457747
10.76,27020001,3,2,0.16,0.17,0.0311858117042038,0.0603422559132394,9.6288,0.00667271531244356,0.32,0.197139099457747
10.78,27020001,3,2,0.18,0.19,0.0350579377443584,0.0714850379023944,10.836,0.00756193655478406,0.36,0.197139099457747
10.8,27020001,3,2,0.200000000000001,0.210000000000001,0.0389140641917477,0.0834278198915493,12.044,0.00852807511927738,0.4,0.197139099457747
10.82,27020001,3,2,0.220000000000001,0.230000000000001,0.0427552053928194,0.0961706018807042,13.2528,0.00950510311470737,0.44,0.197139099457747
10.84,27020001,3,2,0.119999999999999,0.129999999999999,0.0231574507683189,0.0401516481466609,7.2168,0.00561873007145022,0.24,0.194597067888841
10.86,27020001,3,2,0.139999999999999,0.149999999999999,0.0269904488766474,0.0496435895044377,8.4224,0.00596612313417655,0.28,0.194597067888841
10.88,27020001,3,2,0.16,0.17,0.0308517270188,0.0599355308622145,9.6288,0.00649356007013369,0.32,0.194597067888841
10.9,27020001,3,2,0.18,0.19,0.0347299919671204,0.0710274722199913,10.836,0.00731411937813407,0.36,0.194597067888841
10.92,27020001,3,2,0.199999999999999,0.209999999999999,0.0386274197950332,0.0829194135777681,12.044,0.00823299989113579,0.4,0.194597067888841
10.94,27020001,3,2,0.219999999999999,0.229999999999999,0.0425422142691705,0.0956113549355449,13.2528,0.00925675991263174,0.44,0.194597067888841
10.96,27020001,3,2,0.120000000000001,0.130000000000001,0.0233107785810806,0.0397268205050144,7.2168,0.00753113807840918,0.24,0.191056837541786
10.98,27020001,3,2,0.140000000000001,0.150000000000001,0.027232396998318,0.0491479572558501,8.4224,0.00801849366364549,0.28,0.191056837541786
11,27020001,3,2,0.16,0.17,0.0311654764462719,0.0593690940066858,9.6288,0.0091070242707888,0.32,0.191056837541786
11.02,27020001,3,2,0.119999999999999,0.129999999999999,0.023528434607684,0.0400736432997301,7.2168,0.00585969769956285,0.24,0.193947027497751
11.04,27020001,3,2,0.140000000000001,0.150000000000001,0.0274579105928888,0.0495525838496851,8.4224,0.00635876579612454,0.28,0.193947027497751
11.06,27020001,3,2,0.16,0.17,0.0313979271466999,0.0598315243996401,9.6288,0.00747951221169795,0.32,0.193947027497751
11.08,27020001,3,2,0.18,0.19,0.0353392172570919,0.0709104649495951,10.836,0.00829543253809311,0.36,0.193947027497751
11.1,27020001,3,2,0.199999999999999,0.209999999999999,0.0393015896370782,0.0827894054995501,12.044,0.00960891912592914,0.4,0.193947027497751
11.12,27020001,3,2,0.220000000000001,0.230000000000001,0.0432744272007471,0.0954683460495051,13.2528,0.0105886905984518,0.44,0.193947027497751
11.14,27020001,3,2,0.120000000000001,0.130000000000001,0.0237238807510678,0.040415061759766,7.2168,0.00543841721327577,0.24,0.196792181331384
11.16,27020001,3,2,0.140000000000001,0.150000000000001,0.027691754820425,0.0499509053863937,8.4224,0.00592288598695942,0.28,0.196792181331384
11.18,27020001,3,2,0.16,0.17,0.031676202201401,0.0602867490130214,9.6288,0.00715652279374323,0.32,0.196792181331384
11.2,27020001,3,2,0.180000000000001,0.190000000000002,0.0356671195298783,0.071422592639649,10.836,0.00810438928967605,0.36,0.196792181331384
11.22,27020001,3,2,0.200000000000001,0.210000000000001,0.0396556308971228,0.0833584362662767,12.044,0.00879604931943136,0.4,0.196792181331384
11.24,27020001,3,2,0.220000000000001,0.230000000000001,0.0436424202391946,0.0960942798929044,13.2528,0.00954317167961584,0.44,0.196792181331384
11.26,27020001,3,2,0.24,0.25,0.0476196300294705,0.109630123519532,14.4624,0.0101045526260435,0.48,0.196792181331384
11.28,27020001,3,2,0.26,0.27,0.0515803862398919,0.12396596714616,15.6728,0.0105612481560101,0.52,0.196792181331384
11.3,27020001,3,2,0.280000000000001,0.290000000000001,0.0555186919483936,0.139101810772787,16.884,0.0110004703811237,0.56,0.196792181331384
11.32,27020001,3,2,0.119999999999999,0.129999999999999,0.0237684462633639,0.0407494097721068,7.2168,0.0056002001312309,0.24,0.199578414767557
11.34,27020001,3,2,0.139999999999999,0.149999999999999,0.0276841595727217,0.0503409780674579,8.4224,0.00598218805458792,0.28,0.199578414767557
11.36,27020001,3,2,0.159999999999998,0.169999999999998,0.0316123068930948,0.0607325463628091,9.6288,0.00634611512629573,0.32,0.199578414767557
11.38,27020001,3,2,0.120000000000001,0.130000000000001,0.0235889772430939,0.0406697488059933,7.2168,0.00460947900990877,0.24,0.198914573383278
11.4,27020001,3,2,0.140000000000001,0.150000000000001,0.027521037285039,0.0502480402736589,8.4224,0.00521711828877099,0.28,0.198914573383278
11.42,27020001,3,2,0.16,0.17,0.0314542370576904,0.0606263317413245,9.6288,0.00588091189080879,0.32,0.198914573383278
11.44,27020001,3,2,0.119999999999999,0.129999999999999,0.0235680037516974,0.0402717792291246,7.2168,0.00445914650325073,0.24,0.195598160242705
11.46,27020001,3,2,0.140000000000001,0.150000000000001,0.0274894575856657,0.0497837424339787,8.4224,0.00506397830546153,0.28,0.195598160242705
11.48,27020001,3,2,0.16,0.17,0.0314331370816527,0.0600957056388328,9.6288,0.00632210524499136,0.32,0.195598160242705
11.5,27020001,3,2,0.18,0.19,0.0353883238556703,0.0712076688436869,10.836,0.0073776990464395,0.36,0.195598160242705
11.52,27020001,3,2,0.199999999999999,0.209999999999999,0.0393559456095615,0.083119632048541,12.044,0.00842639211651278,0.4,0.195598160242705
11.54,27020001,3,2,0.220000000000001,0.230000000000001,0.0433502382154593,0.0958315952533951,13.2528,0.0100061745018035,0.44,0.195598160242705
11.56,27020001,3,2,0.24,0.25,0.0473598528739447,0.109343558458249,14.4624,0.0112418403286489,0.48,0.195598160242705
11.58,27020001,3,2,0.26,0.27,0.0513860655662093,0.123655521663103,15.6728,0.0124786786712516,0.52,0.195598160242705
11.6,27020001,3,2,0.279999999999999,0.289999999999999,0.0554186947378438,0.138767484867957,16.884,0.013364842201598,0.56,0.195598160242705
11.62,27020001,3,2,0.300000000000001,0.310000000000001,0.0594487938026449,0.154679448072812,18.096,0.0139496069707663,0.6,0.195598160242705
11.64,27020001,3,2,0.32,0.33,0.0634790375404265,0.171391411277666,19.3088,0.0145963553206801,0.64,0.195598160242705
11.66,27020001,3,2,0.34,0.35,0.0675318309307418,0.18890337448252,20.5224,0.0160905812510996,0.68,0.195598160242705
11.68,27020001,3,2,0.119999999999999,0.129999999999999,0.0242491852363234,0.0408659353397707,7.2168,0.00596763603109403,0.24,0.200549461164756
11.7,27020001,3,2,0.140000000000001,0.150000000000001,0.0283184836291854,0.0504769245630659,8.4224,0.0067537217111221,0.28,0.200549461164756
11.72,27020001,3,2,0.16,0.17,0.0323968000257495,0.060887913786361,9.6288,0.00781626977170271,0.32,0.200549461164756
11.74,27020001,3,2,0.18,0.19,0.0364747707732439,0.0720989030096561,10.836,0.00856874197892535,0.36,0.200549461164756
11.76,27020001,3,2,0.199999999999999,0.209999999999999,0.0405441813037103,0.0841098922329512,12.044,0.0090894342912953,0.4,0.200549461164756
11.78,27020001,3,2,0.219999999999999,0.229999999999999,0.0446131807524234,0.0969208814562463,13.2528,0.00991449414586606,0.44,0.200549461164756
11.8,27020001,3,2,0.24,0.25,0.0486735889400315,0.110531870679541,14.4624,0.0105284469637035,0.48,0.200549461164756
11.82,27020001,3,2,0.26,0.27,0.0527182462302968,0.124942859902837,15.6728,0.0110127001393261,0.52,0.200549461164756
11.84,27020001,3,2,0.279999999999999,0.289999999999999,0.0567562123913545,0.140153849126132,16.884,0.0117759724295609,0.56,0.200549461164756
11.86,27020001,3,2,0.119999999999999,0.129999999999999,0.0243122737403046,0.0412719956961674,7.2168,0.00532188805227778,0.24,0.203933297468062
11.88,27020001,3,2,0.140000000000001,0.150000000000001,0.0283516184662668,0.0509506616455286,8.4224,0.00582640461447367,0.28,0.203933297468062
11.9,27020001,3,2,0.16,0.17,0.0324103712132521,0.0614293275948899,9.6288,0.00656720400920627,0.32,0.203933297468062
11.92,27020001,3,2,0.119999999999999,0.129999999999999,0.0242774721748998,0.0411693691924157,7.2168,0.00497924473623475,0.24,0.203078076603464
11.94,27020001,3,2,0.139999999999999,0.149999999999999,0.028344889172071,0.050830930724485,8.4224,0.00572938268205597,0.28,0.203078076603464
11.96,27020001,3,2,0.16,0.17,0.0324190012964549,0.0612924922565543,9.6288,0.00665000372280451,0.32,0.203078076603464
11.98,27020001,3,2,0.18,0.19,0.0364907321119917,0.0725540537886236,10.836,0.00741612510988136,0.36,0.203078076603464
12,27020001,3,2,0.199999999999999,0.209999999999999,0.0405521243144638,0.0846156153206929,12.044,0.00807207774534128,0.4,0.203078076603464
12.02,27020001,3,2,0.219999999999999,0.229999999999999,0.044611561322578,0.0974771768527622,13.2528,0.00890580012416452,0.44,0.203078076603464
12.04,27020001,3,2,0.24,0.25,0.0486610669254641,0.111138738384831,14.4624,0.00964353053289582,0.48,0.203078076603464
12.06,27020001,3,2,0.26,0.27,0.0527228264141124,0.125600299916901,15.6728,0.0104816260566374,0.52,0.203078076603464
12.08,27020001,3,2,0.279999999999999,0.289999999999999,0.0567871023375544,0.14086186144897,16.884,0.0112190074669769,0.56,0.203078076603464
12.1,27020001,3,2,0.119999999999999,0.129999999999999,0.0243609599363682,0.041234111454124,7.2168,0.00451636949379619,0.24,0.203617595451033
12.12,27020001,3,2,0.140000000000001,0.150000000000001,0.0284070982840456,0.0509064633631446,8.4224,0.00519467279668654,0.28,0.203617595451033
12.14,27020001,3,2,0.16,0.17,0.032464010041619,0.0613788152721653,9.6288,0.0060422282590102,0.32,0.203617595451033
12.16,27020001,3,2,0.18,0.19,0.0365221500498037,0.072651167181186,10.836,0.00686773595144771,0.36,0.203617595451033
12.18,27020001,3,2,0.199999999999999,0.209999999999999,0.0405731447925064,0.0847235190902066,12.044,0.00763213554755088,0.4,0.203617595451033
12.2,27020001,3,2,0.220000000000001,0.230000000000001,0.0446165320644785,0.0975958709992273,13.2528,0.00842404499638241,0.44,0.203617595451033
12.22,27020001,3,2,0.120000000000001,0.130000000000001,0.0242870482230119,0.0411587572998079,7.2168,0.00473809492722616,0.24,0.202989644165066
12.24,27020001,3,2,0.140000000000001,0.150000000000001,0.028321782973451,0.0508185501831092,8.4224,0.00540016184360849,0.28,0.202989644165066
12.26,27020001,3,2,0.16,0.17,0.0323701585313338,0.0612783430664105,9.6288,0.00621299917676229,0.32,0.202989644165066
12.28,27020001,3,2,0.120000000000001,0.130000000000001,0.0242612298890201,0.0411519984602013,7.2168,0.00465010879090996,0.24,0.202933320501678
12.3,27020001,3,2,0.140000000000001,0.150000000000001,0.0283172430867724,0.0508106648702349,8.4224,0.00541743032240413,0.28,0.202933320501678
12.32,27020001,3,2,0.16,0.17,0.0323819286756514,0.0612693312802684,9.6288,0.00631467793724304,0.32,0.202933320501678
12.34,27020001,3,2,0.18,0.19,0.0364459822046068,0.072527997690302,10.836,0.00708522834900717,0.36,0.202933320501678
12.36,27020001,3,2,0.199999999999999,0.209999999999999,0.0405012436746856,0.0845866641003355,12.044,0.00775049718446985,0.4,0.202933320501678
12.38,27020001,3,2,0.220000000000001,0.230000000000001,0.0445405736207044,0.0974453305103691,13.2528,0.0083820705157931,0.44,0.202933320501678
12.4,27020001,3,2,0.119999999999999,0.129999999999999,0.0242997207041567,0.0411161659259992,7.2168,0.00455391034117972,0.24,0.202634716049993
12.42,27020001,3,2,0.139999999999999,0.149999999999999,0.028306544241986,0.0507688602469991,8.4224,0.00531647011544207,0.28,0.202634716049993
12.44,27020001,3,2,0.159999999999998,0.169999999999998,0.0323210932109554,0.0612215545679989,9.6288,0.00601551121871007,0.32,0.202634716049993
12.46,27020001,3,2,0.120000000000001,0.130000000000001,0.0241491498248936,0.0411877996155711,7.2168,0.00482173167073186,0.24,0.203231663463093
12.48,27020001,3,2,0.140000000000001,0.150000000000001,0.0281532945162528,0.050852432884833,8.4224,0.00565172450276531,0.28,0.203231663463093
12.5,27020001,3,2,0.16,0.17,0.0321411669753907,0.0613170661540949,9.6288,0.00660301537563066,0.32,0.203231663463093
12.52,27020001,3,2,0.119999999999999,0.129999999999999,0.0239936342858917,0.0409079108578727,7.2168,0.00485754801137059,0.24,0.200899257148939
