N,interferenceMode,source,directEdgeCount,directGraphDiameter,topologyHash,planHash,routeAdmissible,unreachableRecipientCount,treeEdgeCount,maximumRecipientDepth,plannedTransmitterCount,baseReservedSlotCount,parentUnique,slotColoringProper,causalSlotOrder,linkErasureProbability,selectedRepetitions,previousRepetitionFailure,edgeFailureProbability,minimumRecipientDelivery,multicastFailureExact,multicastFailureUnionUpperBound,maximumPhysicalAttempts,maximumPhysicalBytes,reservedSlotCount,reservedDurationSec,wholeFloodAttempts,wholeFloodFailure,wholeFloodMaximumPhysicalAttempts,wholeFloodReservedSlotCount,hopLocalSlotSavings,logicalCliqueAttemptUndercountFactor,noLossAllRecipientsDelivered,replayAttempts,replayBytes,replayOfferedAirtimeSec,replayReservedDurationSec,replayCollisionRecipients,replayDuplicateForwards,replayFutureRandomReads,replayReceiverTruthReads,integerAccountingExact,airtimeAccountingExact,upstreamErasureCausalSilence,failedReplayAttempts,simulatorVersionHash
5,spatial-reuse-lower-bound,1,6,2,3933,63479,1,0,4,2,2,2,1,1,1,0.05,3,0.0099625624609373,0.000125,0.999750015625,0.000499906257812377,0.0005,6,576,6,0.0358326960278411,4,0.0001091187890625,8,8,2,6,1,6,576,0.018432,0.0358326960278411,0,0,0,0,1,1,1,3,64337
5,spatial-reuse-lower-bound,1,6,2,3933,63479,1,0,4,2,2,2,1,1,1,0.2,6,0.00127938573106146,6.4e-05,0.999872004096,0.000255975425048405,0.000256,12,1152,12,0.0716653920556822,7,0.000822041640959998,14,14,2,12,1,12,1152,0.036864,0.0716653920556822,0,0,0,0,1,1,1,6,64337
5,spatial-reuse-lower-bound,1,6,2,3933,63479,1,0,4,2,2,2,1,1,1,0.3,7,0.0029128129033994,0.0002187,0.99956264782969,0.000874513063699234,0.0008748,14,1344,14,0.0836096240649626,11,0.000612430771520826,22,22,8,14,1,14,1344,0.043008,0.0836096240649626,0,0,0,0,1,1,1,7,64337
5,spatial-reuse-lower-bound,2,6,2,3933,63897,1,0,4,2,2,2,1,1,1,0.05,3,0.0099625624609373,0.000125,0.999750015625,0.000499906257812377,0.0005,6,576,6,0.0358326960278411,4,0.000193237578125,8,8,2,6,1,6,576,0.018432,0.0358326960278411,0,0,0,0,1,1,1,3,64337
5,spatial-reuse-lower-bound,2,6,2,3933,63897,1,0,4,2,2,2,1,1,1,0.2,6,0.00127938573106146,6.4e-05,0.999872004096,0.000255975425048405,0.000256,12,1152,12,0.0716653920556822,8,0.000569341981491199,16,16,4,12,1,12,1152,0.036864,0.0716653920556822,0,0,0,0,1,1,1,6,64337
5,spatial-reuse-lower-bound,2,6,2,3933,63897,1,0,4,2,2,2,1,1,1,0.3,7,0.0029128129033994,0.0002187,0.99956264782969,0.000874513063699234,0.0008748,14,1344,14,0.0836096240649626,12,0.000620321570751243,24,24,10,14,1,14,1344,0.043008,0.0836096240649626,0,0,0,0,1,1,1,7,64337
5,spatial-reuse-lower-bound,3,6,2,3933,65183,1,0,4,2,3,3,1,1,1,0.05,3,0.0099625624609373,0.000125,0.999750015625,0.000499906257812377,0.0005,9,864,9,0.0537490440417617,4,0.000193237578125,12,12,3,9,1,9,864,0.027648,0.0537490440417617,0,0,0,0,1,1,1,3,64337
5,spatial-reuse-lower-bound,3,6,2,3933,65183,1,0,4,2,3,3,1,1,1,0.2,6,0.00127938573106146,6.4e-05,0.999872004096,0.000255975425048405,0.000256,18,1728,18,0.107498088083523,8,0.000569341981491198,24,24,6,18,1,18,1728,0.055296,0.107498088083523,0,0,0,0,1,1,1,6,64337
5,spatial-reuse-lower-bound,3,6,2,3933,65183,1,0,4,2,3,3,1,1,1,0.3,7,0.0029128129033994,0.0002187,0.99956264782969,0.000874513063699234,0.0008748,21,2016,21,0.125414436097444,12,0.000620321570751243,36,36,15,21,1,21,2016,0.064512,0.125414436097444,0,0,0,0,1,1,1,7,64337
5,spatial-reuse-lower-bound,4,6,2,3933,64221,1,0,4,2,2,2,1,1,1,0.05,3,0.0099625624609373,0.000125,0.999750015625,0.000499906257812377,0.0005,6,576,6,0.0358326960278411,4,0.0001091187890625,8,8,2,6,1,6,576,0.018432,0.0358326960278411,0,0,0,0,1,1,1,3,64337
5,spatial-reuse-lower-bound,4,6,2,3933,64221,1,0,4,2,2,2,1,1,1,0.2,6,0.00127938573106146,6.4e-05,0.999872004096,0.000255975425048405,0.000256,12,1152,12,0.0716653920556822,7,0.000822041640959998,14,14,2,12,1,12,1152,0.036864,0.0716653920556822,0,0,0,0,1,1,1,6,64337
5,spatial-reuse-lower-bound,4,6,2,3933,64221,1,0,4,2,2,2,1,1,1,0.3,7,0.0029128129033994,0.0002187,0.99956264782969,0.000874513063699234,0.0008748,14,1344,14,0.0836096240649626,11,0.000612430771520826,22,22,8,14,1,14,1344,0.043008,0.0836096240649626,0,0,0,0,1,1,1,7,64337
5,spatial-reuse-lower-bound,5,6,2,3933,65161,1,0,4,2,3,2,1,1,1,0.05,3,0.0099625624609373,0.000125,0.999750015625,0.000499906257812377,0.0005,9,864,6,0.0358326960278411,4,0.000193237578125,12,8,2,9,1,9,864,0.027648,0.0358326960278411,0,0,0,0,1,1,1,3,64337
5,spatial-reuse-lower-bound,5,6,2,3933,65161,1,0,4,2,3,2,1,1,1,0.2,6,0.00127938573106146,6.4e-05,0.999872004096,0.000255975425048405,0.000256,18,1728,12,0.0716653920556822,8,0.000569341981491198,24,16,4,18,1,18,1728,0.055296,0.0716653920556822,0,0,0,0,1,1,1,6,64337
5,spatial-reuse-lower-bound,5,6,2,3933,65161,1,0,4,2,3,2,1,1,1,0.3,7,0.0029128129033994,0.0002187,0.99956264782969,0.000874513063699234,0.0008748,21,2016,14,0.0836096240649626,12,0.000620321570751243,36,24,10,21,1,21,2016,0.064512,0.0836096240649626,0,0,0,0,1,1,1,7,64337
5,complete-interference-upper-bound,1,6,2,3933,64497,1,0,4,2,2,2,1,1,1,0.05,3,0.0099625624609373,0.000125,0.999750015625,0.000499906257812377,0.0005,6,576,6,0.0358326960278411,4,0.0001091187890625,8,8,2,6,1,6,576,0.018432,0.0358326960278411,0,0,0,0,1,1,1,3,64337
5,complete-interference-upper-bound,1,6,2,3933,64497,1,0,4,2,2,2,1,1,1,0.2,6,0.00127938573106146,6.4e-05,0.999872004096,0.000255975425048405,0.000256,12,1152,12,0.0716653920556822,7,0.000822041640959998,14,14,2,12,1,12,1152,0.036864,0.0716653920556822,0,0,0,0,1,1,1,6,64337
5,complete-interference-upper-bound,1,6,2,3933,64497,1,0,4,2,2,2,1,1,1,0.3,7,0.0029128129033994,0.0002187,0.99956264782969,0.000874513063699234,0.0008748,14,1344,14,0.0836096240649626,11,0.000612430771520826,22,22,8,14,1,14,1344,0.043008,0.0836096240649626,0,0,0,0,1,1,1,7,64337
5,complete-interference-upper-bound,2,6,2,3933,64677,1,0,4,2,2,2,1,1,1,0.05,3,0.0099625624609373,0.000125,0.999750015625,0.000499906257812377,0.0005,6,576,6,0.0358326960278411,4,0.000193237578125,8,8,2,6,1,6,576,0.018432,0.0358326960278411,0,0,0,0,1,1,1,3,64337
5,complete-interference-upper-bound,2,6,2,3933,64677,1,0,4,2,2,2,1,1,1,0.2,6,0.00127938573106146,6.4e-05,0.999872004096,0.000255975425048405,0.000256,12,1152,12,0.0716653920556822,8,0.000569341981491199,16,16,4,12,1,12,1152,0.036864,0.0716653920556822,0,0,0,0,1,1,1,6,64337
5,complete-interference-upper-bound,2,6,2,3933,64677,1,0,4,2,2,2,1,1,1,0.3,7,0.0029128129033994,0.0002187,0.99956264782969,0.000874513063699234,0.0008748,14,1344,14,0.0836096240649626,12,0.000620321570751243,24,24,10,14,1,14,1344,0.043008,0.0836096240649626,0,0,0,0,1,1,1,7,64337
5,complete-interference-upper-bound,3,6,2,3933,65963,1,0,4,2,3,3,1,1,1,0.05,3,0.0099625624609373,0.000125,0.999750015625,0.000499906257812377,0.0005,9,864,9,0.0537490440417617,4,0.000193237578125,12,12,3,9,1,9,864,0.027648,0.0537490440417617,0,0,0,0,1,1,1,3,64337
5,complete-interference-upper-bound,3,6,2,3933,65963,1,0,4,2,3,3,1,1,1,0.2,6,0.00127938573106146,6.4e-05,0.999872004096,0.000255975425048405,0.000256,18,1728,18,0.107498088083523,8,0.000569341981491198,24,24,6,18,1,18,1728,0.055296,0.107498088083523,0,0,0,0,1,1,1,6,64337
5,complete-interference-upper-bound,3,6,2,3933,65963,1,0,4,2,3,3,1,1,1,0.3,7,0.0029128129033994,0.0002187,0.99956264782969,0.000874513063699234,0.0008748,21,2016,21,0.125414436097444,12,0.000620321570751243,36,36,15,21,1,21,2016,0.064512,0.125414436097444,0,0,0,0,1,1,1,7,64337
5,complete-interference-upper-bound,4,6,2,3933,65233,1,0,4,2,2,2,1,1,1,0.05,3,0.0099625624609373,0.000125,0.999750015625,0.000499906257812377,0.0005,6,576,6,0.0358326960278411,4,0.0001091187890625,8,8,2,6,1,6,576,0.018432,0.0358326960278411,0,0,0,0,1,1,1,3,64337
5,complete-interference-upper-bound,4,6,2,3933,65233,1,0,4,2,2,2,1,1,1,0.2,6,0.00127938573106146,6.4e-05,0.999872004096,0.000255975425048405,0.000256,12,1152,12,0.0716653920556822,7,0.000822041640959998,14,14,2,12,1,12,1152,0.036864,0.0716653920556822,0,0,0,0,1,1,1,6,64337
5,complete-interference-upper-bound,4,6,2,3933,65233,1,0,4,2,2,2,1,1,1,0.3,7,0.0029128129033994,0.0002187,0.99956264782969,0.000874513063699234,0.0008748,14,1344,14,0.0836096240649626,11,0.000612430771520826,22,22,8,14,1,14,1344,0.043008,0.0836096240649626,0,0,0,0,1,1,1,7,64337
5,complete-interference-upper-bound,5,6,2,3933,66269,1,0,4,2,3,3,1,1,1,0.05,3,0.0099625624609373,0.000125,0.999750015625,0.000499906257812377,0.0005,9,864,9,0.0537490440417617,4,0.000193237578125,12,12,3,9,1,9,864,0.027648,0.0537490440417617,0,0,0,0,1,1,1,3,64337
5,complete-interference-upper-bound,5,6,2,3933,66269,1,0,4,2,3,3,1,1,1,0.2,6,0.00127938573106146,6.4e-05,0.999872004096,0.000255975425048405,0.000256,18,1728,18,0.107498088083523,8,0.000569341981491198,24,24,6,18,1,18,1728,0.055296,0.107498088083523,0,0,0,0,1,1,1,6,64337
5,complete-interference-upper-bound,5,6,2,3933,66269,1,0,4,2,3,3,1,1,1,0.3,7,0.0029128129033994,0.0002187,0.99956264782969,0.000874513063699234,0.0008748,21,2016,21,0.125414436097444,12,0.000620321570751243,36,36,15,21,1,21,2016,0.064512,0.125414436097444,0,0,0,0,1,1,1,7,64337
10,spatial-reuse-lower-bound,1,13,4,46082,762851,1,0,9,2,5,3,1,1,1,0.05,4,0.00112443766403214,6.25e-06,0.999987500039063,5.62485937704027e-05,5.625e-05,20,1920,12,0.0716653920556822,4,0.000392725156250001,20,12,0,20,1,20,1920,0.06144,0.0716653920556822,0,0,0,0,1,1,1,4,64337
10,spatial-reuse-lower-bound,1,13,4,46082,762851,1,0,9,2,5,3,1,1,1,0.2,6,0.00287631635119112,6.4e-05,0.999872004096,0.000575852566017554,0.000576,30,2880,18,0.107498088083523,9,0.000408799826673663,45,27,9,30,1,30,2880,0.09216,0.107498088083523,0,0,0,0,1,1,1,6,64337
10,spatial-reuse-lower-bound,1,13,4,46082,762851,1,0,9,2,5,3,1,1,1,0.3,8,0.00196657900954167,6.561e-05,0.999868784304672,0.000590335055526636,0.00059049,40,3840,24,0.143330784111364,13,0.000632441024026268,65,39,15,40,1,40,3840,0.12288,0.143330784111364,0,0,0,0,1,1,1,8,64337
10,spatial-reuse-lower-bound,2,13,4,46082,767692,1,0,9,3,5,4,1,1,1,0.05,4,0.00112443766403214,6.25e-06,0.999981250117187,5.62485937704027e-05,5.625e-05,20,1920,16,0.095553856074243,5,0.000212920299747471,25,20,4,20,1,20,1920,0.06144,0.095553856074243,0,0,0,0,1,1,1,4,64337
10,spatial-reuse-lower-bound,2,13,4,46082,767692,1,0,9,3,5,4,1,1,1,0.2,6,0.00287631635119112,6.4e-05,0.999808012287738,0.000575852566017554,0.000576,30,2880,24,0.143330784111364,12,0.00056617813511869,60,48,24,30,1,30,2880,0.09216,0.143330784111364,0,0,0,0,1,1,1,6,64337
10,spatial-reuse-lower-bound,2,13,4,46082,767692,1,0,9,3,5,4,1,1,1,0.3,8,0.00196657900954167,6.561e-05,0.999803182913734,0.000590335055526636,0.00059049,40,3840,32,0.191107712148486,20,0.000679309717104915,100,80,48,40,1,40,3840,0.12288,0.191107712148486,0,0,0,0,1,1,1,8,64337
10,spatial-reuse-lower-bound,3,13,4,46082,773059,1,0,9,4,6,6,1,1,1,0.05,4,0.00112443766403214,6.25e-06,0.999975000234374,5.62485937704027e-05,5.625e-05,24,2304,24,0.143330784111364,5,0.000634512614963536,30,30,6,24,1,24,2304,0.073728,0.143330784111364,0,0,0,0,1,1,1,4,64337
10,spatial-reuse-lower-bound,3,13,4,46082,773059,1,0,9,4,6,6,1,1,1,0.2,6,0.00287631635119112,6.4e-05,0.999744024574952,0.000575852566017554,0.000576,36,3456,36,0.214996176167047,15,0.000802323582210343,90,90,54,36,1,36,3456,0.110592,0.214996176167047,0,0,0,0,1,1,1,6,64337
10,spatial-reuse-lower-bound,3,13,4,46082,773059,1,0,9,4,6,6,1,1,1,0.3,8,0.00196657900954167,6.561e-05,0.999737585826903,0.000590335055526636,0.00059049,48,4608,48,0.286661568222729,28,0.000940063299745471,168,168,120,48,1,48,4608,0.147456,0.286661568222729,0,0,0,0,1,1,1,8,64337
10,spatial-reuse-lower-bound,4,13,4,46082,766845,1,0,9,3,4,4,1,1,1,0.05,4,0.00112443766403214,6.25e-06,0.999981250117187,5.62485937704027e-05,5.625e-05,16,1536,16,0.095553856074243,5,0.000154215642409772,20,20,4,16,1,16,1536,0.049152,0.095553856074243,0,0,0,0,1,1,1,4,64337
10,spatial-reuse-lower-bound,4,13,4,46082,766845,1,0,9,3,4,4,1,1,1,0.2,6,0.00287631635119112,6.4e-05,0.999808012287738,0.000575852566017554,0.000576,24,2304,24,0.143330784111364,11,0.000800273533784726,44,44,20,24,1,24,2304,0.073728,0.143330784111364,0,0,0,0,1,1,1,6,64337
10,spatial-reuse-lower-bound,4,13,4,46082,766845,1,0,9,3,4,4,1,1,1,0.3,8,0.00196657900954167,6.561e-05,0.999803182913734,0.000590335055526636,0.00059049,32,3072,32,0.191107712148486,19,0.000694667658246556,76,76,44,32,1,32,3072,0.098304,0.191107712148486,0,0,0,0,1,1,1,8,64337
10,spatial-reuse-lower-bound,5,13,4,46082,772475,1,0,9,4,5,5,1,1,1,0.05,4,0.00112443766403214,6.25e-06,0.999975000234374,5.62485937704027e-05,5.625e-05,20,1920,20,0.119442320092804,5,0.000423716457355503,25,25,5,20,1,20,1920,0.06144,0.119442320092804,0,0,0,0,1,1,1,4,64337
10,spatial-reuse-lower-bound,5,13,4,46082,772475,1,0,9,4,5,5,1,1,1,0.2,6,0.00287631635119112,6.4e-05,0.999744024574952,0.000575852566017554,0.000576,30,2880,30,0.179163480139206,14,0.000757401981992429,70,70,40,30,1,30,2880,0.09216,0.179163480139206,0,0,0,0,1,1,1,6,64337
10,spatial-reuse-lower-bound,5,13,4,46082,772475,1,0,9,4,5,5,1,1,1,0.3,8,0.00196657900954167,6.561e-05,0.999737585826903,0.000590335055526636,0.00059049,40,3840,40,0.238884640185607,26,0.000847972971847654,130,130,90,40,1,40,3840,0.12288,0.238884640185607,0,0,0,0,1,1,1,8,64337
10,spatial-reuse-lower-bound,6,13,4,46082,767320,1,0,9,3,4,3,1,1,1,0.05,4,0.00112443766403214,6.25e-06,0.999981250117187,5.62485937704027e-05,5.625e-05,16,1536,12,0.0716653920556822,5,0.000154215642409772,20,15,3,16,1,16,1536,0.049152,0.0716653920556822,0,0,0,0,1,1,1,4,64337
10,spatial-reuse-lower-bound,6,13,4,46082,767320,1,0,9,3,4,3,1,1,1,0.2,6,0.00287631635119112,6.4e-05,0.999808012287738,0.000575852566017554,0.000576,24,2304,18,0.107498088083523,11,0.000800273533784726,44,33,15,24,1,24,2304,0.073728,0.107498088083523,0,0,0,0,1,1,1,6,64337
10,spatial-reuse-lower-bound,6,13,4,46082,767320,1,0,9,3,4,3,1,1,1,0.3,8,0.00196657900954167,6.561e-05,0.999803182913734,0.000590335055526636,0.00059049,32,3072,24,0.143330784111364,19,0.000694667658246556,76,57,33,32,1,32,3072,0.098304,0.143330784111364,0,0,0,0,1,1,1,8,64337
10,spatial-reuse-lower-bound,7,13,4,46082,773881,1,0,9,4,5,5,1,1,1,0.05,4,0.00112443766403214,6.25e-06,0.999975000234374,5.62485937704027e-05,5.625e-05,20,1920,20,0.119442320092804,5,0.000423716457355503,25,25,5,20,1,20,1920,0.06144,0.119442320092804,0,0,0,0,1,1,1,4,64337
10,spatial-reuse-lower-bound,7,13,4,46082,773881,1,0,9,4,5,5,1,1,1,0.2,6,0.00287631635119112,6.4e-05,0.999744024574952,0.000575852566017554,0.000576,30,2880,30,0.179163480139206,14,0.000757401981992429,70,70,40,30,1,30,2880,0.09216,0.179163480139206,0,0,0,0,1,1,1,6,64337
10,spatial-reuse-lower-bound,7,13,4,46082,773881,1,0,9,4,5,5,1,1,1,0.3,8,0.00196657900954167,6.561e-05,0.999737585826903,0.000590335055526636,0.00059049,40,3840,40,0.238884640185607,26,0.000847972971847654,130,130,90,40,1,40,3840,0.12288,0.238884640185607,0,0,0,0,1,1,1,8,64337
10,spatial-reuse-lower-bound,8,13,4,46082,768493,1,0,9,3,4,4,1,1,1,0.05,4,0.00112443766403214,6.25e-06,0.999981250117187,5.62485937704027e-05,5.625e-05,16,1536,16,0.095553856074243,5,0.000154215642409772,20,20,4,16,1,16,1536,0.049152,0.095553856074243,0,0,0,0,1,1,1,4,64337
10,spatial-reuse-lower-bound,8,13,4,46082,768493,1,0,9,3,4,4,1,1,1,0.2,6,0.00287631635119112,6.4e-05,0.999808012287738,0.000575852566017554,0.000576,24,2304,24,0.143330784111364,11,0.000800273533784726,44,44,20,24,1,24,2304,0.073728,0.143330784111364,0,0,0,0,1,1,1,6,64337
10,spatial-reuse-lower-bound,8,13,4,46082,768493,1,0,9,3,4,4,1,1,1,0.3,8,0.00196657900954167,6.561e-05,0.999803182913734,0.000590335055526636,0.00059049,32,3072,32,0.191107712148486,19,0.000694667658246556,76,76,44,32,1,32,3072,0.098304,0.191107712148486,0,0,0,0,1,1,1,8,64337
10,spatial-reuse-lower-bound,9,13,4,46082,774854,1,0,9,4,5,5,1,1,1,0.05,4,0.00112443766403214,6.25e-06,0.999975000234374,5.62485937704027e-05,5.625e-05,20,1920,20,0.119442320092804,5,0.000634512614963536,25,25,5,20,1,20,1920,0.06144,0.119442320092804,0,0,0,0,1,1,1,4,64337
10,spatial-reuse-lower-bound,9,13,4,46082,774854,1,0,9,4,5,5,1,1,1,0.2,6,0.00287631635119112,6.4e-05,0.999744024574952,0.000575852566017554,0.000576,30,2880,30,0.179163480139206,15,0.000802323582210343,75,75,45,30,1,30,2880,0.09216,0.179163480139206,0,0,0,0,1,1,1,6,64337
10,spatial-reuse-lower-bound,9,13,4,46082,774854,1,0,9,4,5,5,1,1,1,0.3,8,0.00196657900954167,6.561e-05,0.999737585826903,0.000590335055526636,0.00059049,40,3840,40,0.238884640185607,28,0.000940063299745471,140,140,100,40,1,40,3840,0.12288,0.238884640185607,0,0,0,0,1,1,1,8,64337
10,spatial-reuse-lower-bound,10,13,4,46082,771754,1,0,9,3,5,4,1,1,1,0.05,4,0.00112443766403214,6.25e-06,0.999981250117187,5.62485937704027e-05,5.625e-05,20,1920,16,0.095553856074243,5,0.000212920299747471,25,20,4,20,1,20,1920,0.06144,0.095553856074243,0,0,0,0,1,1,1,4,64337
10,spatial-reuse-lower-bound,10,13,4,46082,771754,1,0,9,3,5,4,1,1,1,0.2,6,0.00287631635119112,6.4e-05,0.999808012287738,0.000575852566017554,0.000576,30,2880,24,0.143330784111364,12,0.00056617813511869,60,48,24,30,1,30,2880,0.09216,0.143330784111364,0,0,0,0,1,1,1,6,64337
10,spatial-reuse-lower-bound,10,13,4,46082,771754,1,0,9,3,5,4,1,1,1,0.3,8,0.00196657900954167,6.561e-05,0.999803182913734,0.000590335055526636,0.00059049,40,3840,32,0.191107712148486,20,0.000679309717104914,100,80,48,40,1,40,3840,0.12288,0.191107712148486,0,0,0,0,1,1,1,8,64337
