time_s,seed,maxPositionDegradation_m,maxFinitePositionBound_m,formationRMS_m,perfectContinuationFormationRMS_m,robustFormationRMSBound_m,maxControlDisturbanceBound_mps2
8,27020001,0,0,0.117904576775363,0.117904576775363,0.117904576775363,2.22636835724961
8.02,27020001,7.84852766517467e-05,0.000890547342899843,0.117814091782964,0.117749164278499,0.118527649325402,2.40025181133886
8.04,27020001,0.000237663140109753,0.0026959884190523,0.117727174234038,0.117537830696021,0.11978043966122,2.06584416293482
8.06,27020001,0.000452650229568974,0.00523199643716895,0.117641202339027,0.117272563600105,0.121651084840565,2.29157524589496
8.08,27020001,0.000727204082863266,0.00853542630176409,0.117563134927182,0.116955305315772,0.124206274051958,2.52686490050299
8.1,27020001,0.00106455809865703,0.012643230439636,0.117489807478186,0.116587953767503,0.12738389936453,2.4285856276959
8.12,27020001,0.00145860978438915,0.0175241654881553,0.117416243196073,0.116172363723121,0.131126966588607,2.60966908178516
8.14,27020001,0.00191249236518713,0.0232089130112206,0.11734960213909,0.1157103482123,0.135503748674336,2.79219253587441
8.16,27020001,0.00242889765871339,0.0297290896765645,0.117283616655831,0.115203679981914,0.140411125262529,2.97615598996367
8.18,27020001,0.0030101176511722,0.0371052277796961,0.117218468028733,0.114654092906706,0.145855576053507,3.16155944405293
8.2,27020001,0.00365808172852154,0.045353767120812,0.117161308918861,0.114063283310552,0.151906714099835,2.20706556067018
8.22,27020001,0.00432179526240271,0.0536455735225596,0.117099253555107,0.113432911177305,0.158326567217345,1.82842134808232
8.24,27020001,0.00498956708892669,0.0619256781506488,0.117029110888778,0.112764601245027,0.165053449171957,2.0983243893895
8.26,27020001,0.00566837128156947,0.0702722301163247,0.116958741617875,0.112059943986432,0.172158538311387,2.04965698746868
8.28,27020001,0.00636449831291279,0.0787609459601453,0.116883247469709,0.111320496483386,0.179542914549195,1.65572236957184
8.3,27020001,0.00707476870339621,0.0873912008639593,0.116797984600223,0.110547783205977,0.187151800491505,1.92557450175258
8.32,27020001,0.007805046667787,0.0962226040424065,0.116711096796258,0.109743296707549,0.195060649445287,1.87683642472759
8.34,27020001,0.00854260169216513,0.105052654930831,0.116615499461884,0.108908498247156,0.203146294441798,2.1481349769511
