armId,methodFamily,method,parameterName,parameterValue,period_s,epsilonPosition_m,retryInterval_s,seed,scenarioId,scenario,formationRMSE_m,primaryFormationRMSE_m,maxFormationError_m,primaryMaxFormationError_m,txCount,ackCount,dataRatePerChannel_Hz,cost025PerChannel_Hz,evaluationCost025PerChannel_Hz,eventCost025PerChannel_Hz,quietCost025PerChannel_Hz,eventTrafficConcentration,eventDurationFraction,eventAllocationRatio,broadcastRate_Hz,maxEvaluationAcceleration_mps2,saturationFraction,diverged,invariantViolations,traceHashExact,controlViolationRatio,controlMaxNormalizedRisk,runtime_s,failed,errorIdentifier,errorMessage
CA02,Control-aware,Control-aware,epsilonPosition_m,0.075,NaN,0.075,0.1,27020005,S2,Formation-switching,0.153692998661015,0.172657285037421,0.317301342306914,0.317301342306914,4908,3962,16.36,19.6616666666667,16.5863636363636,17.125,16.2785714285714,0.375445327486983,0.363636363636364,1.0324746505892,111.333333333333,0.198300129320978,0,0,0,47246216507,0.994936708860759,49.0697773142222,4.006921,0,,
CA03,Control-aware,Control-aware,epsilonPosition_m,0.1,NaN,0.1,0.1,27020001,S2,Formation-switching,0.158016065190481,0.176203756768037,0.321929091244184,0.321929091244184,3928,3142,13.0933333333333,15.7116666666667,13.2875,13.58125,13.1196428571429,0.37167536132729,0.363636363636364,1.02210724365005,89.8666666666667,0.211153656722755,0,0,0,47187688286,0.987475016655563,37.9205395601962,3.683069,0,,
CA03,Control-aware,Control-aware,epsilonPosition_m,0.1,NaN,0.1,0.1,27020002,S2,Formation-switching,0.158529888635924,0.176609796245124,0.327620241008805,0.327620241008805,3933,3148,13.11,15.7333333333333,13.2568181818182,13.5375,13.0964285714286,0.371335504885993,0.363636363636364,1.02117263843648,89.4333333333333,0.248532004521045,0,0,0,47256918831,0.985609593604264,36.8023329856667,3.6463383,0,,
CA03,Control-aware,Control-aware,epsilonPosition_m,0.1,NaN,0.1,0.1,27020003,S2,Formation-switching,0.158331751935504,0.176410296657689,0.323050388555588,0.323050388555588,3935,3142,13.1166666666667,15.735,13.2761363636364,13.665625,13.0535714285714,0.37430454506548,0.363636363636364,1.02933749893007,93.8,0.24123795813602,0,0,0,47240498210,0.987141905396402,37.8973702206498,4.4390973,0,,
CA03,Control-aware,Control-aware,epsilonPosition_m,0.1,NaN,0.1,0.1,27020004,S2,Formation-switching,0.158695450423447,0.176604329553126,0.326840544474423,0.326840544474423,3931,3112,13.1033333333333,15.6966666666667,13.2659090909091,13.684375,13.0267857142857,0.37510707555251,0.363636363636364,1.0315444577694,94.6666666666667,0.225726931381926,0,0,0,47136378024,0.98707528314457,37.8973702206498,4.874473,0,,
CA03,Control-aware,Control-aware,epsilonPosition_m,0.1,NaN,0.1,0.1,27020005,S2,Formation-switching,0.158353579587171,0.176192641360365,0.324757101186654,0.324757101186654,3933,3156,13.11,15.74,13.3136363636364,13.64375,13.125,0.372652782519631,0.363636363636364,1.02479515192899,91.4333333333333,0.219209574622138,0,0,0,47246216507,0.986409060626249,36.8023329856667,4.8199035,0,,
CA04,Control-aware,Control-aware,epsilonPosition_m,0.15,NaN,0.15,0.1,27020001,S2,Formation-switching,0.161019399973649,0.17864469249063,0.324447942616045,0.324447942616045,3169,2560,10.5633333333333,12.6966666666667,11.0852272727273,10.990625,11.1392857142857,0.360533059969247,0.363636363636364,0.991465914915428,70.9,0.236015993734475,0,0,0,47187688286,0.949167221852099,25.0671878942209,4.6634714,0,,
CA04,Control-aware,Control-aware,epsilonPosition_m,0.15,NaN,0.15,0.1,27020002,S2,Formation-switching,0.162022268187007,0.179518595113471,0.331960509944256,0.331960509944256,3173,2539,10.5766666666667,12.6925,11.0465909090909,10.946875,11.1035714285714,0.360353873058327,0.363636363636364,0.9909731509104,68,0.288980613273241,0,0,0,47256918831,0.948301132578281,24.4917706299782,5.0625187,0,,
CA04,Control-aware,Control-aware,epsilonPosition_m,0.15,NaN,0.15,0.1,27020003,S2,Formation-switching,0.161547220926972,0.179010976921549,0.324792817640712,0.324792817640712,3169,2532,10.5633333333333,12.6733333333333,11.0488636363636,10.9875,11.0839285714286,0.361616784942919,0.363636363636364,0.994446158593027,70.4666666666667,0.247048190054991,0,0,0,47240498210,0.952098600932711,25.0671878942209,6.6706536,0,,
CA04,Control-aware,Control-aware,epsilonPosition_m,0.15,NaN,0.15,0.1,27020004,S2,Formation-switching,0.160749418234181,0.178471595888806,0.327576484625827,0.327576484625827,3168,2560,10.56,12.6933333333333,11.1125,11.10625,11.1160714285714,0.363431843746804,0.363636363636364,0.999437570303712,71.5,0.240523899900079,0,0,0,47136378024,0.948500999333778,25.0671878942209,3.4250139,0,,
CA04,Control-aware,Control-aware,epsilonPosition_m,0.15,NaN,0.15,0.1,27020005,S2,Formation-switching,0.161496694996454,0.179005241954442,0.330799355407718,0.330799355407718,3174,2533,10.58,12.6908333333333,11.0625,10.934375,11.1357142857143,0.359424756034926,0.363636363636364,0.988418079096045,72.1333333333333,0.235248317664115,0,0,0,47246216507,0.950099933377748,24.6947967338423,3.5250604,0,,
CA05,Control-aware,Control-aware,epsilonPosition_m,0.2,NaN,0.2,0.1,27020001,S2,Formation-switching,0.162330580328891,0.180078438006339,0.331762208733422,0.331762208733422,2911,2347,9.70333333333333,11.6591666666667,10.4784090909091,10.1375,10.6732142857143,0.351805660991216,0.363636363636364,0.967465567725843,68.8333333333333,0.288223903929517,0,0,0,47187688286,0.812524983344437,19.2852224935886,3.3099982,0,,
CA05,Control-aware,Control-aware,epsilonPosition_m,0.2,NaN,0.2,0.1,27020002,S2,Formation-switching,0.163284875623117,0.180757255747198,0.326921263004381,0.326921263004381,2904,2318,9.68,11.6116666666667,10.4215909090909,10.0625,10.6267857142857,0.351106749536583,0.363636363636364,0.965543561225602,70.2,0.269367040536954,0,0,0,47256918831,0.818121252498334,18.665756729934,3.5028765,0,,
CA05,Control-aware,Control-aware,epsilonPosition_m,0.2,NaN,0.2,0.1,27020003,S2,Formation-switching,0.163086023917624,0.181170318779746,0.330004366123047,0.330004366123047,2907,2345,9.69,11.6441666666667,10.4625,10.09375,10.6732142857143,0.350820028239383,0.363636363636364,0.964755077658303,72.3333333333333,0.266609163954023,0,0,0,47240498210,0.819320453031313,19.8870124248505,3.6616897,0,,
CA05,Control-aware,Control-aware,epsilonPosition_m,0.2,NaN,0.2,0.1,27020004,S2,Formation-switching,0.162980057127077,0.180671220011012,0.330212666911618,0.330212666911618,2906,2360,9.68666666666667,11.6533333333333,10.4465909090909,10.109375,10.6392857142857,0.351898183400413,0.363636363636364,0.967720004351137,66.9666666666667,0.225819220137559,0,0,0,47136378024,0.818121252498334,18.7186616691057,3.5671715,0,,
CA05,Control-aware,Control-aware,epsilonPosition_m,0.2,NaN,0.2,0.1,27020005,S2,Formation-switching,0.162699964082016,0.180554825430544,0.331295663435425,0.331295663435425,2903,2334,9.67666666666667,11.6216666666667,10.4397727272727,10.109375,10.6285714285714,0.352128006966366,0.363636363636364,0.968352019157505,67.8333333333333,0.235426684535609,0,0,0,47246216507,0.819853431045969,19.2477898744702,3.3431365,0,,
CA06,Control-aware,Control-aware,epsilonPosition_m,0.3,NaN,0.3,0.1,27020001,S2,Formation-switching,0.176470284466648,0.191047370004339,0.351613036722282,0.351613036722282,2158,1741,7.19333333333333,8.64416666666667,7.74431818181818,7.78125,7.72321428571429,0.365370506236244,0.363636363636364,1.00476889214967,59.3,0.273499165808695,0,0,0,47187688286,0.564623584277149,13.4684028553761,3.0877626,0,,
CA06,Control-aware,Control-aware,epsilonPosition_m,0.3,NaN,0.3,0.1,27020002,S2,Formation-switching,0.177716042392483,0.192091606104262,0.34884550049647,0.34884550049647,2185,1747,7.28333333333333,8.73916666666667,7.87045454545455,7.99375,7.8,0.369332948310713,0.363636363636364,1.01566560785446,59.8333333333333,0.304291502318066,0,0,0,47256918831,0.568021319120586,12.3473983669212,3.3218441,0,,
CA06,Control-aware,Control-aware,epsilonPosition_m,0.3,NaN,0.3,0.1,27020003,S2,Formation-switching,0.176746399257234,0.191220601120033,0.349480974937558,0.349480974937558,2177,1735,7.25666666666667,8.7025,7.87727272727273,7.959375,7.83035714285714,0.367426428159261,0.363636363636364,1.01042267743797,60.5,0.277360774311192,0,0,0,47240498210,0.564223850766156,12.8569232146839,3.144766,0,,
CA06,Control-aware,Control-aware,epsilonPosition_m,0.3,NaN,0.3,0.1,27020004,S2,Formation-switching,0.176920752699258,0.191631572297394,0.351037739629852,0.351037739629852,2188,1738,7.29333333333333,8.74166666666667,7.88068181818182,8.059375,7.77857142857143,0.371881759192502,0.363636363636364,1.02267483777938,61.5,0.262402018835054,0,0,0,47136378024,0.561225849433711,12.7502290894375,3.2633702,0,,
CA06,Control-aware,Control-aware,epsilonPosition_m,0.3,NaN,0.3,0.1,27020005,S2,Formation-switching,0.176610107193272,0.190762267424929,0.355006315692084,0.355006315692084,2170,1760,7.23333333333333,8.7,7.83295454545455,7.89375,7.79821428571429,0.366458726244016,0.363636363636364,1.00776149717104,60.8666666666667,0.257374545988161,0,0,0,47246216507,0.563557628247835,12.3473983669212,3.1312,0,,
CA07,Control-aware,Control-aware,epsilonPosition_m,0.4,NaN,0.4,0.1,27020001,S2,Formation-switching,0.192263587544293,0.204143481462975,0.381319241974009,0.381319241974009,1698,1354,5.66,6.78833333333333,6.01022727272727,6.3,5.84464285714286,0.381168462847419,0.363636363636364,1.0482132728304,50.6666666666667,0.357608657873045,0,0,0,47187688286,0.472085276482345,9.5754632821068,3.3065023,0,,
CA07,Control-aware,Control-aware,epsilonPosition_m,0.4,NaN,0.4,0.1,27020002,S2,Formation-switching,0.193987226879751,0.206305892830543,0.375253180143586,0.375253180143586,1701,1348,5.67,6.79333333333333,6.01363636363636,6.225,5.89285714285714,0.376417233560091,0.363636363636364,1.03514739229025,50.3,0.400829559512358,0,0,0,47256918831,0.476149233844104,9.06088214617779,3.7751311,0,,
CA07,Control-aware,Control-aware,epsilonPosition_m,0.4,NaN,0.4,0.1,27020003,S2,Formation-switching,0.193181980601856,0.204895793250007,0.371082589668844,0.371082589668844,1688,1342,5.62666666666667,6.745,5.97727272727273,6.2375,5.82857142857143,0.379467680608365,0.363636363636364,1.043536121673,49.4,0.380839408194906,0,0,0,47240498210,0.470419720186542,10.2437268601856,4.0286088,0,,
CA07,Control-aware,Control-aware,epsilonPosition_m,0.4,NaN,0.4,0.1,27020004,S2,Formation-switching,0.19421849636107,0.20562998498108,0.375110447776231,0.375110447776231,1686,1358,5.62,6.75166666666667,5.97954545454545,6.25625,5.82142857142857,0.380463702014443,0.363636363636364,1.04627518053972,50.4,0.330552663506579,0,0,0,47136378024,0.468421052631579,9.5754632821068,4.1439955,0,,
CA07,Control-aware,Control-aware,epsilonPosition_m,0.4,NaN,0.4,0.1,27020005,S2,Formation-switching,0.195448324988369,0.206643002033041,0.37974826659354,0.37974826659354,1697,1346,5.65666666666667,6.77833333333333,5.99886363636364,6.184375,5.89285714285714,0.374881606364842,0.363636363636364,1.03092441750331,49.5,0.300077636209854,0,0,0,47246216507,0.475483011325783,9.18380058904227,4.1810807,0,,
CA08,Control-aware,Control-aware,epsilonPosition_m,0.6,NaN,0.6,0.1,27020001,S2,Formation-switching,0.226550666776962,0.232505680625197,0.412288372606376,0.412288372606376,1274,1017,4.24666666666667,5.09416666666667,4.3875,4.484375,4.33214285714286,0.371665371665372,0.363636363636364,1.02207977207977,37.8333333333333,0.446592380458264,0,0,0,47187688286,0.359160559626915,6.22772981036718,4.0792975,0,,
CA08,Control-aware,Control-aware,epsilonPosition_m,0.6,NaN,0.6,0.1,27020002,S2,Formation-switching,0.229096342893346,0.235795739294827,0.417794793218096,0.417794793218096,1247,1010,4.15666666666667,4.99833333333333,4.29204545454545,4.390625,4.23571428571429,0.371988350542759,0.363636363636364,1.02296796399259,36.8333333333333,0.543825407487237,0,0,0,47256918831,0.350632911392405,6.38557520032171,5.6080824,0,,
CA08,Control-aware,Control-aware,epsilonPosition_m,0.6,NaN,0.6,0.1,27020003,S2,Formation-switching,0.232475212674933,0.238638181909997,0.419270530763068,0.419270530763068,1261,991,4.20333333333333,5.02916666666667,4.30227272727273,4.55625,4.15714285714286,0.385103011093502,0.363636363636364,1.05903328050713,36.9,0.409355539405399,0,0,0,47240498210,0.359427048634244,6.22772981036718,7.2934105,0,,
CA08,Control-aware,Control-aware,epsilonPosition_m,0.6,NaN,0.6,0.1,27020004,S2,Formation-switching,0.230614759876236,0.23697099273744,0.414708167480992,0.414708167480992,1256,992,4.18666666666667,5.01333333333333,4.35454545454545,4.496875,4.27321428571429,0.375521920668058,0.363636363636364,1.03268528183716,37.0333333333333,0.484990407898282,0,0,0,47136378024,0.354963357761492,6.11782546032044,3.1025342,0,,
CA08,Control-aware,Control-aware,epsilonPosition_m,0.6,NaN,0.6,0.1,27020005,S2,Formation-switching,0.232483614132679,0.237685874919945,0.418189537092916,0.418189537092916,1268,993,4.22666666666667,5.05416666666667,4.32727272727273,4.515625,4.21964285714286,0.379464285714286,0.363636363636364,1.04352678571429,37.5666666666667,0.436029212721472,0,0,0,47246216507,0.356762158560959,6.22772981036718,3.1681093,0,,
CA09,Control-aware,Control-aware,epsilonPosition_m,0.8,NaN,0.8,0.1,27020001,S2,Formation-switching,0.26940584342108,0.270824127208056,0.463877736055024,0.463877736055024,990,805,3.3,3.97083333333333,3.33863636363636,3.5625,3.21071428571429,0.388019060585432,0.363636363636364,1.06705241660994,28.7666666666667,0.641030935107675,0,0,0,47187688286,0.275416389073951,5.12323311112787,2.907332,0,,
CA09,Control-aware,Control-aware,epsilonPosition_m,0.8,NaN,0.8,0.1,27020002,S2,Formation-switching,0.271841904959595,0.274348018487144,0.466272901023426,0.466272901023426,1028,802,3.42666666666667,4.095,3.46136363636364,3.7,3.325,0.388706500328299,0.363636363636364,1.06894287590282,30.1,0.576142350580738,0,0,0,47256918831,0.287874750166556,4.73704856105474,2.9434847,0,,
CA09,Control-aware,Control-aware,epsilonPosition_m,0.8,NaN,0.8,0.1,27020003,S2,Formation-switching,0.265934518229794,0.268591379119178,0.463828457567844,0.463828457567844,1014,809,3.38,4.05416666666667,3.4,3.35625,3.425,0.358957219251337,0.363636363636364,0.987132352941176,30.3,0.626349948924688,0,0,0,47240498210,0.282145236508994,5.54178215921559,2.9851409,0,,
CA09,Control-aware,Control-aware,epsilonPosition_m,0.8,NaN,0.8,0.1,27020004,S2,Formation-switching,0.273529538840125,0.275261459454973,0.473448194657011,0.473448194657011,1007,796,3.35666666666667,4.02,3.38295454545455,3.43125,3.35535714285714,0.368827678871347,0.363636363636364,1.0142761168962,30.0333333333333,0.564177867816919,0,0,0,47136378024,0.280812791472352,4.66143565814675,2.8447293,0,,
CA09,Control-aware,Control-aware,epsilonPosition_m,0.8,NaN,0.8,0.1,27020005,S2,Formation-switching,0.266491019255069,0.268969773033949,0.465957371067783,0.465957371067783,1010,802,3.36666666666667,4.035,3.3875,3.45625,3.34821428571429,0.371016437437102,0.363636363636364,1.02029520295203,31.2,0.538039309400739,0,0,0,47246216507,0.281012658227848,5.12323311112787,2.9555732,0,,
CA10,Control-aware,Control-aware,epsilonPosition_m,1.2,NaN,1.2,0.1,27020001,S2,Formation-switching,0.358582665094781,0.354405112773907,0.558267546029413,0.558267546029413,711,564,2.37,2.84,2.35,2.528125,2.24821428571429,0.391199226305609,0.363636363636364,1.07579787234043,22.0333333333333,0.826657938741383,0,0,0,47187688286,0.190339773484344,3.26155446488063,2.8656981,0,,
CA10,Control-aware,Control-aware,epsilonPosition_m,1.2,NaN,1.2,0.1,27020002,S2,Formation-switching,0.349091629795134,0.344937196593394,0.557045297082076,0.557045297082076,704,584,2.34666666666667,2.83333333333333,2.36818181818182,2.51875,2.28214285714286,0.386756238003839,0.363636363636364,1.06357965451056,21.5333333333333,0.951546263000126,0,0,0,47256918831,0.188074616922052,3.15803237403649,2.7348957,0,,
CA10,Control-aware,Control-aware,epsilonPosition_m,1.2,NaN,1.2,0.1,27020003,S2,Formation-switching,0.365498457226101,0.355047834234215,0.577064962778953,0.552572982965542,688,550,2.29333333333333,2.75166666666667,2.30795454545455,2.490625,2.20357142857143,0.392417528311177,0.363636363636364,1.07914820285574,21.4,1.02987424599454,0,0,0,47240498210,0.187208527648235,3.69452143947706,2.7797606,0,,
CA10,Control-aware,Control-aware,epsilonPosition_m,1.2,NaN,1.2,0.1,27020004,S2,Formation-switching,0.350493181543941,0.346110434323943,0.554301493774407,0.554301493774407,716,566,2.38666666666667,2.85833333333333,2.43522727272727,2.6,2.34107142857143,0.388240783947737,0.363636363636364,1.06766215585628,21.7666666666667,0.849904251011488,0,0,0,47136378024,0.195602931379081,3.26155446488063,2.8644707,0,,
CA10,Control-aware,Control-aware,epsilonPosition_m,1.2,NaN,1.2,0.1,27020005,S2,Formation-switching,0.344349020915729,0.33954873426263,0.547735481245595,0.547735481245595,706,583,2.35333333333333,2.83916666666667,2.38409090909091,2.703125,2.20178571428571,0.412297426120114,0.363636363636364,1.13381792183031,21.4333333333333,0.786267231170316,0,0,0,47246216507,0.190139906728847,3.41548874075192,3.1994698,0,,
CA11,Control-aware,Control-aware,epsilonPosition_m,1.6,NaN,1.6,0.1,27020001,S2,Formation-switching,0.446207093267391,0.434253795823009,0.7099129046022,0.7099129046022,531,435,1.77,2.1325,1.86022727272727,2.1375,1.70178571428571,0.417837507635919,0.363636363636364,1.14905314599878,16.5,1.04332950278334,0,0,0,47187688286,0.146435709526982,2.60959099345591,3.3951417,0,,
CA11,Control-aware,Control-aware,epsilonPosition_m,1.6,NaN,1.6,0.1,27020002,S2,Formation-switching,0.446421257137275,0.438151877478597,0.690862824097877,0.690862824097877,529,426,1.76333333333333,2.11833333333333,1.82386363636364,2.084375,1.675,0.415576323987539,0.363636363636364,1.14283489096573,16.4333333333333,1.07546108087525,0,0,0,47256918831,0.147435043304464,2.32010230152883,3.5011312,0,,
CA11,Control-aware,Control-aware,epsilonPosition_m,1.6,NaN,1.6,0.1,27020003,S2,Formation-switching,0.452806860632794,0.436982054467053,0.680959015800675,0.654940977773165,531,415,1.77,2.11583333333333,1.83863636363636,2.1,1.68928571428571,0.415327564894932,0.363636363636364,1.14215080346106,16.6666666666667,1.27901430279273,0,0,0,47240498210,0.147568287808128,2.23549867340565,3.6015401,0,,
CA11,Control-aware,Control-aware,epsilonPosition_m,1.6,NaN,1.6,0.1,27020004,S2,Formation-switching,0.455390090523198,0.434934229246391,0.699474754107543,0.664097280119671,519,416,1.73,2.07666666666667,1.79204545454545,2.175,1.57321428571429,0.441344324667089,0.363636363636364,1.2136968928345,15.8666666666667,1.08039581317621,0,0,0,47136378024,0.145036642238508,2.82943909626948,3.8378093,0,,
CA11,Control-aware,Control-aware,epsilonPosition_m,1.6,NaN,1.6,0.1,27020005,S2,Formation-switching,0.441926825826455,0.429361527582644,0.678291992946523,0.660362695984804,531,418,1.77,2.11833333333333,1.825,1.975,1.73928571428571,0.393524283935243,0.363636363636364,1.08219178082192,16.0333333333333,1.07332918520442,0,0,0,47246216507,0.148634243837442,2.82943909626948,3.9724284,0,,
CAUSALV3,Historical reference,Causal-v3 frozen,frozen,NaN,NaN,NaN,NaN,27020001,S2,Formation-switching,0.156161387508518,0.174916244029884,0.32104065276454,0.32104065276454,4025,3206,13.4166666666667,16.0883333333333,14.9556818181818,15.384375,14.7107142857143,0.37405972190563,0.363636363636364,1.02866423524048,119.666666666667,0.261300260742432,0,0,0,47187688286,NaN,NaN,3.3624899,0,,
CAUSALV3,Historical reference,Causal-v3 frozen,frozen,NaN,NaN,NaN,NaN,27020002,S2,Formation-switching,0.155277651408938,0.174093241095101,0.31603339842344,0.31603339842344,4038,3229,13.46,16.1508333333333,14.9693181818182,15.35625,14.7482142857143,0.373035754953314,0.363636363636364,1.02584832612161,120.333333333333,0.234014260285309,0,0,0,47256918831,NaN,NaN,3.6445468,0,,
CAUSALV3,Historical reference,Causal-v3 frozen,frozen,NaN,NaN,NaN,NaN,27020003,S2,Formation-switching,0.155484541314361,0.174346688726651,0.31635224978321,0.31635224978321,4049,3216,13.4966666666667,16.1766666666667,14.9943181818182,15.3375,14.7982142857143,0.371959075407351,0.363636363636364,1.02288745737022,118.533333333333,0.236505793561175,0,0,0,47240498210,NaN,NaN,5.1598459,0,,
CAUSALV3,Historical reference,Causal-v3 frozen,frozen,NaN,NaN,NaN,NaN,27020004,S2,Formation-switching,0.156172788736619,0.17507497782249,0.317182517961838,0.317182517961838,4034,3208,13.4466666666667,16.12,14.9636363636364,15.215625,14.8196428571429,0.369760024301337,0.363636363636364,1.01684006682868,118.8,0.22211096830819,0,0,0,47136378024,NaN,NaN,3.0257451,0,,
CAUSALV3,Historical reference,Causal-v3 frozen,frozen,NaN,NaN,NaN,NaN,27020005,S2,Formation-switching,0.155492960091971,0.174331299127423,0.3187679741785,0.3187679741785,4044,3197,13.48,16.1441666666667,14.9420454545455,15.15625,14.8196428571429,0.368849342155297,0.363636363636364,1.01433569092707,119.9,0.247593773143784,0,0,0,47246216507,NaN,NaN,3.4881425,0,,
PS001,Periodic,Periodic-1step,periodSamples,1,0.02,NaN,NaN,27020001,S3,Gilbert-Elliott-burst-loss,0.102729238549498,0.10272176039238,0.155378822249393,0.155378822249393,14990,0,49.9666666666667,49.9666666666667,50,50,NaN,1,1,1,299.8,0.355907500051015,0,0,0,50502741863,NaN,NaN,1.1794657,0,,
PS001,Periodic,Periodic-1step,periodSamples,1,0.02,NaN,NaN,27020002,S3,Gilbert-Elliott-burst-loss,0.105105657645011,0.105105256542577,0.160181913988425,0.160181913988425,14990,0,49.9666666666667,49.9666666666667,50,50,NaN,1,1,1,299.8,0.511027524803405,0,0,0,50571489559,NaN,NaN,1.1233878,0,,
PS001,Periodic,Periodic-1step,periodSamples,1,0.02,NaN,NaN,27020003,S3,Gilbert-Elliott-burst-loss,0.104868280960391,0.104869108248896,0.153914230882019,0.153914230882019,14990,0,49.9666666666667,49.9666666666667,50,50,NaN,1,1,1,299.8,0.467050337256795,0,0,0,50552916238,NaN,NaN,1.1289716,0,,
PS001,Periodic,Periodic-1step,periodSamples,1,0.02,NaN,NaN,27020004,S3,Gilbert-Elliott-burst-loss,0.103490850343915,0.103492353394757,0.168238631283291,0.168238631283291,14990,0,49.9666666666667,49.9666666666667,50,50,NaN,1,1,1,299.8,0.33602048924016,0,0,0,50450949412,NaN,NaN,1.2218749,0,,
PS001,Periodic,Periodic-1step,periodSamples,1,0.02,NaN,NaN,27020005,S3,Gilbert-Elliott-burst-loss,0.100169856454152,0.100169629338793,0.147208629191479,0.147208629191479,14990,0,49.9666666666667,49.9666666666667,50,50,NaN,1,1,1,299.8,0.331102916648484,0,0,0,50561569208,NaN,NaN,1.2175904,0,,
PS002,Periodic,Periodic-2step,periodSamples,2,0.04,NaN,NaN,27020001,S3,Gilbert-Elliott-burst-loss,0.124082601081287,0.124060161453365,0.213062973532339,0.213062973532339,7490,0,24.9666666666667,24.9666666666667,25,25,NaN,1,1,1,149.8,0.44360153597782,0,0,0,50502741863,NaN,NaN,0.9748305,0,,
PS002,Periodic,Periodic-2step,periodSamples,2,0.04,NaN,NaN,27020002,S3,Gilbert-Elliott-burst-loss,0.130003470652899,0.129998883223103,0.199388680372699,0.199388680372699,7490,0,24.9666666666667,24.9666666666667,25,25,NaN,1,1,1,149.8,0.499890678038556,0,0,0,50571489559,NaN,NaN,0.9603553,0,,
PS002,Periodic,Periodic-2step,periodSamples,2,0.04,NaN,NaN,27020003,S3,Gilbert-Elliott-burst-loss,0.133596233051619,0.133607425397436,0.21065822451353,0.21065822451353,7490,0,24.9666666666667,24.9666666666667,25,25,NaN,1,1,1,149.8,0.516267762362072,0,0,0,50552916238,NaN,NaN,0.8879068,0,,
PS002,Periodic,Periodic-2step,periodSamples,2,0.04,NaN,NaN,27020004,S3,Gilbert-Elliott-burst-loss,0.127337546083507,0.127341721487896,0.210113565255599,0.210113565255599,7490,0,24.9666666666667,24.9666666666667,25,25,NaN,1,1,1,149.8,0.395618120658429,0,0,0,50450949412,NaN,NaN,0.8297278,0,,
PS002,Periodic,Periodic-2step,periodSamples,2,0.04,NaN,NaN,27020005,S3,Gilbert-Elliott-burst-loss,0.119855587663393,0.119850063911122,0.183820873242703,0.183820873242703,7490,0,24.9666666666667,24.9666666666667,25,25,NaN,1,1,1,149.8,0.393697894012788,0,0,0,50561569208,NaN,NaN,0.9144462,0,,
PS003,Periodic,Periodic-3step,periodSamples,3,0.06,NaN,NaN,27020001,S3,Gilbert-Elliott-burst-loss,0.139769409043962,0.139761967444098,0.216823578927782,0.216823578927782,4990,0,16.6333333333333,16.6333333333333,16.6636363636364,16.6636363636364,NaN,1,1,1,99.8,0.590981055126871,0,0,0,50502741863,NaN,NaN,0.8304234,0,,
PS003,Periodic,Periodic-3step,periodSamples,3,0.06,NaN,NaN,27020002,S3,Gilbert-Elliott-burst-loss,0.143734380079512,0.143731546287035,0.21846294679129,0.21846294679129,4990,0,16.6333333333333,16.6333333333333,16.6727272727273,16.6727272727273,NaN,1,1,1,99.8,0.549153990295118,0,0,0,50571489559,NaN,NaN,0.9136127,0,,
PS003,Periodic,Periodic-3step,periodSamples,3,0.06,NaN,NaN,27020003,S3,Gilbert-Elliott-burst-loss,0.148795440569957,0.148808256587159,0.260297167590531,0.260297167590531,4990,0,16.6333333333333,16.6333333333333,16.65,16.65,NaN,1,1,1,99.8,0.586240190489473,0,0,0,50552916238,NaN,NaN,0.7936541,0,,
PS003,Periodic,Periodic-3step,periodSamples,3,0.06,NaN,NaN,27020004,S3,Gilbert-Elliott-burst-loss,0.155056077990917,0.155048775046457,0.308958376942461,0.308958376942461,4990,0,16.6333333333333,16.6333333333333,16.6727272727273,16.6727272727273,NaN,1,1,1,99.8,0.766658583255119,0,0,0,50450949412,NaN,NaN,0.7595643,0,,
PS003,Periodic,Periodic-3step,periodSamples,3,0.06,NaN,NaN,27020005,S3,Gilbert-Elliott-burst-loss,0.143111323638446,0.143107610707632,0.235723591955154,0.235723591955154,4990,0,16.6333333333333,16.6333333333333,16.6727272727273,16.6727272727273,NaN,1,1,1,99.8,0.602661763642241,0,0,0,50561569208,NaN,NaN,0.7842353,0,,
PS004,Periodic,Periodic-4step,periodSamples,4,0.08,NaN,NaN,27020001,S3,Gilbert-Elliott-burst-loss,0.159614042327967,0.159597205248279,0.281907731545033,0.281907731545033,3740,0,12.4666666666667,12.4666666666667,12.5,12.5,NaN,1,1,1,74.8,0.605356475371898,0,0,0,50502741863,NaN,NaN,0.9450204,0,,
PS004,Periodic,Periodic-4step,periodSamples,4,0.08,NaN,NaN,27020002,S3,Gilbert-Elliott-burst-loss,0.165580978058623,0.16556580889764,0.284780907889324,0.284780907889324,3740,0,12.4666666666667,12.4666666666667,12.5,12.5,NaN,1,1,1,74.8,0.527914751295169,0,0,0,50571489559,NaN,NaN,1.082772,0,,
PS004,Periodic,Periodic-4step,periodSamples,4,0.08,NaN,NaN,27020003,S3,Gilbert-Elliott-burst-loss,0.168082374917916,0.168095623521978,0.318440553893804,0.318440553893804,3740,0,12.4666666666667,12.4666666666667,12.5,12.5,NaN,1,1,1,74.8,0.663491084055065,0,0,0,50552916238,NaN,NaN,0.8629315,0,,
PS004,Periodic,Periodic-4step,periodSamples,4,0.08,NaN,NaN,27020004,S3,Gilbert-Elliott-burst-loss,0.1619883015482,0.162003723441247,0.251322900526276,0.251322900526276,3740,0,12.4666666666667,12.4666666666667,12.5,12.5,NaN,1,1,1,74.8,0.679373317267566,0,0,0,50450949412,NaN,NaN,0.6874846,0,,
