seed,method,fault,topology,N,scenario,RMSE,MINEVAL,PEAKERR,MINSEPBO,RECOVERY,PEAKAOI,TRUEAOI,ESTAOI,SAFEFAIL,DATAPRE,DATADUR,DATAPOST,ACKPRE,ACKDUR,ACKPOST,OUTMEAN,OUTMAX,PROBES,MAXGAP,CONNECTED,ISOLATED,LAMBDA2,DISCDUR
6,Causal-v3,none,ring2,N10,Moderate,0.137271988624887,0.43156911956112,0.191405368482924,0.43156911956112,NaN,0.182173913043477,0.142168384472614,0.221458270259367,0,293,286.727272727273,NaN,232.666666666667,228.090909090909,NaN,2.09938302001564,10,0,0.16,1,0,0.644325706021918,0
7,Causal-v3,none,ring2,N10,Moderate,0.137158172556592,0.425094108556722,0.195315915869793,0.425094108556722,NaN,0.172608695652174,0.141013702957785,0.220235139771931,0,292,286.136363636364,NaN,229.666666666667,230.136363636364,NaN,2.08547924572024,10,0,0.16,1,0,0.644325706021918,0
8,Causal-v3,none,ring2,N10,Moderate,0.137552201311917,0.426238240909693,0.189164004230109,0.426238240909693,NaN,0.175217391304348,0.14189985388777,0.221198910081751,0,293,288.136363636364,NaN,234.666666666667,228.909090909091,NaN,2.10057063407004,8,0,0.18,1,0,0.644325706021918,0
9,Causal-v3,none,ring2,N10,Moderate,0.136839020178871,0.427579631729198,0.19228934726537,0.427579631729198,NaN,0.176086956521738,0.141380958022351,0.220591381572315,0,292.333333333333,286.681818181818,NaN,234,229.681818181818,NaN,2.08895518929409,9,0,0.16,1,0,0.644325706021918,0
10,Causal-v3,none,ring2,N10,Moderate,0.136652317692886,0.425414320057517,0.189143252283517,0.425414320057517,NaN,0.179565217391304,0.141180349879556,0.220240185689784,0,291.666666666667,286.136363636364,NaN,236,229.727272727273,NaN,2.07757147408974,9,0,0.16,1,0,0.644325706021918,0
11,Causal-v3,none,ring2,N10,Moderate,0.136528023502758,0.428411893632045,0.192647535766379,0.428411893632045,NaN,0.173478260869566,0.140580894838684,0.219871833686555,0,297,286.045454545455,NaN,231.333333333333,230.181818181818,NaN,2.08643513020305,8,0,0.16,1,0,0.644325706021918,0
12,Causal-v3,none,ring2,N10,Moderate,0.137039406353224,0.4261486103585,0.188586833585893,0.4261486103585,NaN,0.181304347826086,0.141198515183825,0.220547986678784,0,289,286.590909090909,NaN,237.666666666667,229.409090909091,NaN,2.07930944587666,8,0,0.16,1,0,0.644325706021918,0
13,Causal-v3,none,ring2,N10,Moderate,0.136624210576739,0.423476328109405,0.191065625917814,0.423476328109405,NaN,0.179565217391304,0.141056351933025,0.220145322434158,0,295,286.545454545455,NaN,233,229.909090909091,NaN,2.08768067665035,9,0,0.16,1,0,0.644325706021918,0
14,Causal-v3,none,ring2,N10,Moderate,0.136461142529748,0.424787707089477,0.190237500165846,0.424787707089477,NaN,0.181304347826085,0.141010543774434,0.220037339792115,0,291.333333333333,286.227272727273,NaN,231.333333333333,230.181818181818,NaN,2.07722387973235,9,0,0.18,1,0,0.644325706021918,0
15,Causal-v3,none,ring2,N10,Moderate,0.137918763655869,0.424451916198865,0.189854416417056,0.424451916198865,NaN,0.176086956521738,0.142148639576669,0.221254415178128,0,294,287.272727272727,NaN,234,229.181818181818,NaN,2.09321322017206,9,0,0.16,1,0,0.644325706021918,0
16,Causal-v3,none,ring2,N10,Moderate,0.137574018330652,0.423447417339185,0.19156438178033,0.423447417339185,NaN,0.181304347826088,0.142073608972081,0.221534968210724,0,294.666666666667,287.636363636364,NaN,236.666666666667,228.363636363636,NaN,2.09955681719433,13,0,0.16,1,0,0.644325706021918,0
17,Causal-v3,none,ring2,N10,Moderate,0.137224464228577,0.427893709011864,0.189933320077473,0.427893709011864,NaN,0.175217391304348,0.141798760020535,0.22084872338279,0,295.333333333333,286.272727272727,NaN,236.333333333333,228.727272727273,NaN,2.09411117226197,10,0,0.18,1,0,0.644325706021918,0
18,Causal-v3,none,ring2,N10,Moderate,0.137084383211257,0.427452886092717,0.186528533066382,0.427452886092717,NaN,0.17695652173913,0.141575247798444,0.220974871329102,0,292,285.909090909091,NaN,240,228,NaN,2.08009153318078,13,0,0.18,1,0,0.644325706021918,0
19,Causal-v3,none,ring2,N10,Moderate,0.136571762535519,0.427443426297203,0.191040294407356,0.427443426297203,NaN,0.175217391304347,0.141082415195672,0.220516701988099,0,292.666666666667,287.909090909091,NaN,235.666666666667,229.5,NaN,2.09344494974365,10,0,0.16,1,0,0.644325706021918,0
20,Causal-v3,none,ring2,N10,Moderate,0.135991056729257,0.42557376695385,0.191197357591142,0.42557376695385,NaN,0.183043478260868,0.140380286695889,0.219824402058741,0,293.333333333333,286.181818181818,NaN,239,230.863636363636,NaN,2.08012049937723,8,0,0.16,1,0,0.644325706021918,0
1,P10,1node 2s,ring2,N10,Moderate,0.159896398173897,0.342770315691734,0.398346773273111,0.351834949236996,3.2,0.57,0.172555779331043,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282533,0
2,P10,1node 2s,ring2,N10,Moderate,0.16329819572421,0.398222288378252,0.37511723000804,0.411851349293,3.84,0.626521739130435,0.176062472850768,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.381966011250106,0
3,P10,1node 2s,ring2,N10,Moderate,0.160279335692434,0.346497400085395,0.39304586389214,0.35587576644504,3.12,0.55695652173913,0.173456146586107,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282533,0
4,P10,1node 2s,ring2,N10,Moderate,0.165228591695604,0.405906299436373,0.429884298798022,0.458352332981759,3.86,0.574347826086956,0.174048493464439,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.558383979720544,0
5,P10,1node 2s,ring2,N10,Moderate,0.158412659251337,0.403735830507331,0.317158797128691,0.416877506100341,3.22,0.552608695652174,0.174415748529005,NaN,0,229,200,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.517136955182874,0
6,P10,1node 2s,ring2,N10,Moderate,0.164149346774058,0.357617941677646,0.425302085198979,0.377177757477007,3.8,0.574347826086956,0.173242901709908,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.558383979720544,0
7,P10,1node 2s,ring2,N10,Moderate,0.162315634373679,0.403307079393803,0.399383142144758,0.441212491937637,3.68,0.587391304347826,0.174206452631995,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282531,0
8,P10,1node 2s,ring2,N10,Moderate,0.166154381936713,0.398031310842749,0.392635071567247,0.414743042079163,3.92,0.65695652173913,0.178412115468151,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.381966011250106,0
9,P10,1node 2s,ring2,N10,Moderate,0.161160734267692,0.404862933462383,0.388745147407545,0.448394394382651,3.3,0.561304347826087,0.174976503573826,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282531,0
10,P10,1node 2s,ring2,N10,Moderate,0.158189500517457,0.411171029324453,0.319988222694627,0.458042584905258,3.08,0.548260869565217,0.171698850847056,NaN,0,229,200,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.517136955182874,0
11,P10,1node 2s,ring2,N10,Moderate,0.165799914695165,0.39838751769757,0.384648500255117,0.413627602600831,3.76,0.630869565217391,0.17788690123603,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.381966011250106,0
12,P10,1node 2s,ring2,N10,Moderate,0.164545696497156,0.403918688389315,0.381471080033799,0.430728520270292,4.14,0.622173913043478,0.177105003356632,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.381966011250106,0
13,P10,1node 2s,ring2,N10,Moderate,0.165805372568246,0.393821871608658,0.398158543100073,0.43108159342034,4.04,0.648260869565217,0.17746436046282,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.381966011250106,0
14,P10,1node 2s,ring2,N10,Moderate,0.161876608494391,0.351085639257292,0.392534284374041,0.362066317370183,3.22,0.552608695652174,0.174155115902539,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282533,0
15,P10,1node 2s,ring2,N10,Moderate,0.164246580939992,0.400871271036987,0.384380578126569,0.42733759971252,3.58,0.635217391304348,0.177187931919599,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.381966011250106,0
16,P10,1node 2s,ring2,N10,Moderate,0.160011383673342,0.405403045826622,0.316969204659662,0.460830995053387,2.8,0.539565217391304,0.174289381194961,NaN,0,229,200,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.517136955182874,0
17,P10,1node 2s,ring2,N10,Moderate,0.165876289368224,0.408890224466661,0.404017666355665,0.431136982131005,3.92,0.665652173913043,0.176034829996446,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.381966011250105,0
18,P10,1node 2s,ring2,N10,Moderate,0.161498410489333,0.406798576210736,0.397748652521708,0.445595930718884,3.54,0.578695652173913,0.173961615922284,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282531,0
19,P10,1node 2s,ring2,N10,Moderate,0.158221691798727,0.404612322236471,0.30957900192037,0.416340547670636,2.86,0.548260869565217,0.173037554792086,NaN,0,229,200,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.517136955182874,0
20,P10,1node 2s,ring2,N10,Moderate,0.164666822970159,0.407137623202556,0.395866591326063,0.438831709507119,3.5,0.630869565217391,0.175485921889191,NaN,0,228.666666666667,190,230,0,0,0,NaN,NaN,NaN,NaN,1,0,0.381966011250105,0
1,P20,1node 2s,ring2,N10,Moderate,0.124769840253629,0.370938070568734,0.353931682344984,0.381784602921534,3.24,0.50304347826087,0.135547525964538,NaN,0,458.666666666667,380,460,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282533,0
2,P20,1node 2s,ring2,N10,Moderate,0.128364430608012,0.426457020415756,0.339385165401057,0.442948622887577,3.56,0.566521739130434,0.139275362318841,NaN,0,458.666666666667,380,460,0,0,0,NaN,NaN,NaN,NaN,1,0,0.381966011250106,0
3,P20,1node 2s,ring2,N10,Moderate,0.125010785419676,0.372950356938653,0.35129440237779,0.383949401994517,3.24,0.495217391304348,0.135722860640524,NaN,0,458.666666666667,380,460,0,0,0,NaN,NaN,NaN,NaN,1,0,0.753020396282533,0
4,P20,1node 2s,ring2,N10,Moderate,0.129119307634831,0.451143122863023,0.38404928867801,0.494790020240047,3.74,0.504782608695653,0.135513564743514,NaN,0,458.666666666667,380,460,0,0,0,NaN,NaN,NaN,NaN,1,0,0.558383979720544,0
5,P20,1node 2s,ring2,N10,Moderate,0.122592458901695,0.432147179878167,0.290087756769856,0.447370477497188,2.98,0.487391304347825,0.135898195316511,NaN,0,459,400,460,0,0,0,NaN,NaN,NaN,NaN,1,0,0.517136955182874,0
