seed,method,fault,topology,N,scenario,RMSE,MINEVAL,PEAKERR,MINSEPBO,RECOVERY,PEAKAOI,TRUEAOI,ESTAOI,SAFEFAIL,DATAPRE,DATADUR,DATAPOST,ACKPRE,ACKDUR,ACKPOST,OUTMEAN,OUTMAX,PROBES,MAXGAP,CONNECTED,ISOLATED,LAMBDA2,DISCDUR
1,P10,none,ring2,N10,Moderate,0.149320705791385,0.416779825812602,0.212802807750793,0.416779825812602,NaN,0.243913043478263,0.153995577143308,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
2,P10,none,ring2,N10,Moderate,0.149442160039758,0.410655862912663,0.208504055205945,0.410655862912663,NaN,0.230869565217391,0.154303597520041,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
3,P10,none,ring2,N10,Moderate,0.149845339941172,0.409037333448061,0.214637946584993,0.409037333448061,NaN,0.226521739130435,0.154757730126762,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
4,P10,none,ring2,N10,Moderate,0.15106108546616,0.40547395841012,0.208840305257619,0.40547395841012,NaN,0.243913043478258,0.155902934091537,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
5,P10,none,ring2,N10,Moderate,0.150528548706193,0.410471188440895,0.211839847913237,0.410471188440895,NaN,0.239565217391304,0.155934525925048,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
6,P10,none,ring2,N10,Moderate,0.150028549003379,0.420240091626601,0.210782268546209,0.420240091626601,NaN,0.239565217391304,0.155275046400505,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
7,P10,none,ring2,N10,Moderate,0.151082102452007,0.409405966528785,0.213180849668247,0.409405966528785,NaN,0.230869565217391,0.15483670971054,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
8,P10,none,ring2,N10,Moderate,0.150005384864875,0.414948090154424,0.21377046427666,0.414948090154424,NaN,0.230869565217394,0.15465900564704,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
9,P10,none,ring2,N10,Moderate,0.151256484113396,0.404630463764285,0.210650685216483,0.404630463764285,NaN,0.235217391304345,0.156060893259092,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
10,P10,none,ring2,N10,Moderate,0.149650086465206,0.410990452932989,0.210891928256629,0.410990452932989,NaN,0.230869565217391,0.154066658768708,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
11,P10,none,ring2,N10,Moderate,0.150482340145889,0.410687442111406,0.218372871244874,0.410687442111406,NaN,0.235217391304352,0.154548434229752,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
12,P10,none,ring2,N10,Moderate,0.149824241014244,0.409927387688589,0.208944294207994,0.409927387688589,NaN,0.230869565217391,0.154773526043518,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
13,P10,none,ring2,N10,Moderate,0.150524874574134,0.409827547269029,0.220647026103994,0.409827547269029,NaN,0.261304347826086,0.154560281167318,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
14,P10,none,ring2,N10,Moderate,0.151421557945785,0.409837177139119,0.221438725058294,0.409837177139119,NaN,0.226521739130439,0.155515934131027,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
15,P10,none,ring2,N10,Moderate,0.149694736776541,0.406916847355048,0.211609870987831,0.406916847355048,NaN,0.239565217391304,0.153987679184931,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
16,P10,none,ring2,N10,Moderate,0.151763172505437,0.405243254817084,0.211292178122794,0.405243254817084,NaN,0.230869565217394,0.156124076926115,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
17,P10,none,ring2,N10,Moderate,0.149131380488129,0.41611466181964,0.211730481001176,0.41611466181964,NaN,0.226521739130435,0.153387434348221,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
18,P10,none,ring2,N10,Moderate,0.150185095947562,0.411016937872958,0.20853197435566,0.411016937872958,NaN,0.230869565217391,0.154473403625163,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
19,P10,none,ring2,N10,Moderate,0.150657920855823,0.412950903643407,0.21239313206784,0.412950903643407,NaN,0.226521739130434,0.155247403546183,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
20,P10,none,ring2,N10,Moderate,0.148889894309326,0.406646830611857,0.218570189756295,0.406646830611857,NaN,0.226521739130435,0.152956995616633,NaN,0,230,230,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
1,P20,none,ring2,N10,Moderate,0.114455679859364,0.455374722058522,0.160644254205721,0.455374722058522,NaN,0.156956521739131,0.117932709394621,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
2,P20,none,ring2,N10,Moderate,0.114553792941126,0.454374402519917,0.16156252216906,0.454374402519917,NaN,0.16304347826087,0.117997472653319,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
3,P20,none,ring2,N10,Moderate,0.114670518539401,0.455585107081916,0.160256974047878,0.455585107081916,NaN,0.157826086956523,0.118115942028986,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
4,P20,none,ring2,N10,Moderate,0.115084053540068,0.45052381172883,0.160359397477816,0.45052381172883,NaN,0.157826086956521,0.118240729771354,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
5,P20,none,ring2,N10,Moderate,0.114829637261277,0.455022532368496,0.159881861527086,0.455022532368496,NaN,0.166521739130436,0.118289697113296,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
6,P20,none,ring2,N10,Moderate,0.115093356805681,0.458690581130121,0.163572672828376,0.458690581130121,NaN,0.162173913043476,0.11865063381116,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
7,P20,none,ring2,N10,Moderate,0.115431920898577,0.454765668502039,0.162954889993326,0.454765668502039,NaN,0.166521739130435,0.118598507285867,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
8,P20,none,ring2,N10,Moderate,0.114799214169284,0.452892172384922,0.159261551865522,0.452892172384922,NaN,0.163043478260873,0.118383682817992,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
9,P20,none,ring2,N10,Moderate,0.114422703143795,0.451667659690705,0.159149364271584,0.451667659690705,NaN,0.155217391304347,0.11802906448683,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
10,P20,none,ring2,N10,Moderate,0.114804952135511,0.453879507735894,0.160515648604221,0.453879507735894,NaN,0.160434782608695,0.118239150179679,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
11,P20,none,ring2,N10,Moderate,0.114836502045039,0.45142287241024,0.160511034518793,0.45142287241024,NaN,0.163043478260873,0.118095407337203,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
12,P20,none,ring2,N10,Moderate,0.114485604131823,0.454464802722397,0.157483268102599,0.454464802722397,NaN,0.15695652173913,0.118089088970501,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
13,P20,none,ring2,N10,Moderate,0.11425154115552,0.452621450628398,0.161186881022645,0.452621450628398,NaN,0.163913043478261,0.11764917268886,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
14,P20,none,ring2,N10,Moderate,0.115220779036473,0.453032486905532,0.162975119853105,0.453032486905532,NaN,0.164782608695653,0.118652213402835,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
15,P20,none,ring2,N10,Moderate,0.114499010211588,0.45303516120175,0.160106033083631,0.45303516120175,NaN,0.159565217391306,0.117882952256842,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
16,P20,none,ring2,N10,Moderate,0.11502636111502,0.453398142835928,0.160607867070632,0.453398142835928,NaN,0.156956521739131,0.118429490976582,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
17,P20,none,ring2,N10,Moderate,0.114345325451409,0.457347245062575,0.159438556425157,0.457347245062575,NaN,0.156956521739131,0.117676815543182,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
18,P20,none,ring2,N10,Moderate,0.114918892616416,0.453592047984467,0.159405624915891,0.453592047984467,NaN,0.160434782608696,0.118112782845634,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
19,P20,none,ring2,N10,Moderate,0.114751810821164,0.453665600938833,0.159902521875878,0.453665600938833,NaN,0.164782608695652,0.118322868538483,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
20,P20,none,ring2,N10,Moderate,0.114571445073093,0.452345029517631,0.160400012156167,0.452345029517631,NaN,0.157826086956522,0.117851360423331,NaN,0,460,460,NaN,0,0,0,NaN,NaN,NaN,NaN,1,0,0.644325706021918,0
1,State-event,none,ring2,N10,Moderate,0.261725071867072,0.278927928985432,0.427081565595044,0.278927928985432,NaN,0.40391304347826,0.27633179323145,NaN,0,84.3333333333333,87.9090909090909,NaN,0,0,0,NaN,NaN,4,NaN,1,0,0.644325706021918,0
2,State-event,none,ring2,N10,Moderate,0.261953787712801,0.279575464153869,0.384597259515192,0.279575464153869,NaN,0.435217391304346,0.275936895312561,NaN,0,84,87.7727272727273,NaN,0,0,0,NaN,NaN,4,NaN,1,0,0.644325706021918,0
3,State-event,none,ring2,N10,Moderate,0.260583381960699,0.284075450128006,0.375022812848368,0.284075450128006,NaN,0.411739130434783,0.276967578880859,NaN,0,84.6666666666667,88,NaN,0,0,0,NaN,NaN,6,NaN,1,0,0.644325706021918,0
4,State-event,none,ring2,N10,Moderate,0.267228624673444,0.234380337843351,0.392210393085056,0.234380337843351,NaN,0.460434782608695,0.283547368005371,NaN,1,86.3333333333333,87.2727272727273,NaN,0,0,0,NaN,NaN,4,NaN,1,0,0.644325706021918,0
5,State-event,none,ring2,N10,Moderate,0.259285608864325,0.264803945715524,0.35961821970818,0.264803945715524,NaN,0.394347826086956,0.274249891403072,NaN,0,84,88.0909090909091,NaN,0,0,0,NaN,NaN,6,NaN,1,0,0.644325706021918,0
6,State-event,none,ring2,N10,Moderate,0.258663422110682,0.27162489997469,0.360998818080168,0.27162489997469,NaN,0.419565217391305,0.272572365043636,NaN,0,83.6666666666667,87.9090909090909,NaN,0,0,0,NaN,NaN,4,NaN,1,0,0.644325706021918,0
7,State-event,none,ring2,N10,Moderate,0.267337550460862,0.260646312441305,0.38980692923105,0.260646312441305,NaN,0.399565217391304,0.281435453935158,NaN,0,83,88.0454545454545,NaN,0,0,0,NaN,NaN,4,NaN,1,0,0.644325706021918,0
8,State-event,none,ring2,N10,Moderate,0.259777015618367,0.282146182630511,0.357044553109728,0.282146182630511,NaN,0.413478260869566,0.272009240611302,NaN,0,84.6666666666667,87.9090909090909,NaN,0,0,0,NaN,NaN,4,NaN,1,0,0.644325706021918,0
9,State-event,none,ring2,N10,Moderate,0.267772750056314,0.21945055829971,0.403277585550758,0.21945055829971,NaN,0.51695652173913,0.283734549618923,NaN,1,84.3333333333333,87.9545454545455,NaN,0,0,0,NaN,NaN,4,NaN,1,0,0.644325706021918,0
10,State-event,none,ring2,N10,Moderate,0.262367745906259,0.269778695713335,0.404294123679486,0.269778695713335,NaN,0.409999999999998,0.274210401611183,NaN,0,81.3333333333333,88.6818181818182,NaN,0,0,0,NaN,NaN,4,NaN,1,0,0.644325706021918,0
11,State-event,none,ring2,N10,Moderate,0.26226268211489,0.283556588105283,0.376581079806428,0.283556588105283,NaN,0.437826086956522,0.273619634324527,NaN,0,84.3333333333333,88,NaN,0,0,0,NaN,NaN,4,NaN,1,0,0.644325706021918,0
12,State-event,none,ring2,N10,Moderate,0.2599642390816,0.290862684832511,0.379408818514933,0.290862684832511,NaN,0.408260869565217,0.275106030091221,NaN,0,83.3333333333333,88.2727272727273,NaN,0,0,0,NaN,NaN,4,NaN,1,0,0.644325706021918,0
13,State-event,none,ring2,N10,Moderate,0.265695647162967,0.261740736770728,0.37746644151111,0.261740736770728,NaN,0.423913043478262,0.279986178572839,NaN,0,84.6666666666667,87.9545454545455,NaN,0,0,0,NaN,NaN,6,NaN,1,0,0.644325706021918,0
14,State-event,none,ring2,N10,Moderate,0.26926256435389,0.252960368519313,0.377524265601257,0.252960368519313,NaN,0.471739130434784,0.285423922915926,NaN,0,85,87.7727272727273,NaN,0,0,0,NaN,NaN,6,NaN,1,0,0.644325706021918,0
15,State-event,none,ring2,N10,Moderate,0.258757310503636,0.281607643515013,0.398136701686413,0.281607643515013,NaN,0.393478260869563,0.270064763258697,NaN,0,84.3333333333333,88.0454545454545,NaN,0,0,0,NaN,NaN,4,NaN,1,0,0.644325706021918,0
16,State-event,none,ring2,N10,Moderate,0.263650675319826,0.26759583767187,0.385561812516221,0.26759583767187,NaN,0.43,0.279096078663665,NaN,0,86.6666666666667,87.8181818181818,NaN,0,0,0,NaN,NaN,8,NaN,1,0,0.644325706021918,0
17,State-event,none,ring2,N10,Moderate,0.263258997671723,0.272686344242477,0.389532477305633,0.272686344242477,NaN,0.409130434782607,0.273449038423567,NaN,0,82,88.1818181818182,NaN,0,0,0,NaN,NaN,4,NaN,1,0,0.644325706021918,0
18,State-event,none,ring2,N10,Moderate,0.261766812416109,0.287459478018713,0.392479138044306,0.287459478018713,NaN,0.417826086956522,0.272003712040437,NaN,0,84.3333333333333,87.9090909090909,NaN,0,0,0,NaN,NaN,4,NaN,1,0,0.644325706021918,0
19,State-event,none,ring2,N10,Moderate,0.26844873554319,0.265555314877227,0.395282488348893,0.265555314877227,NaN,0.420434782608695,0.280061998973265,NaN,0,84.3333333333333,87.8636363636364,NaN,0,0,0,NaN,NaN,4,NaN,1,0,0.644325706021918,0
20,State-event,none,ring2,N10,Moderate,0.264308747068018,0.279785334703072,0.374334407369216,0.279785334703072,NaN,0.421304347826086,0.278784109307744,NaN,0,83.3333333333333,87.9545454545455,NaN,0,0,0,NaN,NaN,4,NaN,1,0,0.644325706021918,0
1,Causal-v3,none,ring2,N10,Moderate,0.136586055985255,0.426134463666044,0.192272054020804,0.426134463666044,NaN,0.174347826086956,0.141012913161948,0.220158441820574,0,291.666666666667,287.090909090909,NaN,231,230.909090909091,NaN,2.08235089650378,10,0,0.18,1,0,0.644325706021918,0
2,Causal-v3,none,ring2,N10,Moderate,0.136864443622455,0.427423111535064,0.191416207112415,0.427423111535064,NaN,0.179565217391307,0.141380958022351,0.220394590776069,0,297.666666666667,286.227272727273,NaN,234,229.272727272727,NaN,2.08895518929409,9,0,0.16,1,0,0.644325706021918,0
3,Causal-v3,none,ring2,N10,Moderate,0.136251694503176,0.430150486543567,0.191265975492194,0.430150486543567,NaN,0.178695652173912,0.14089128460293,0.220062569381377,0,291,287.272727272727,NaN,229.333333333333,230.181818181818,NaN,2.08741998088231,9,0,0.16,1,0,0.644325706021918,0
4,Causal-v3,none,ring2,N10,Moderate,0.136715628420868,0.429482376463932,0.191162649803672,0.429482376463932,NaN,0.181304347826087,0.141048453974648,0.220569179533764,0,295,286.636363636364,NaN,234.666666666667,228.863636363636,NaN,2.08440749645164,10,0,0.16,1,0,0.644325706021918,0
5,Causal-v3,none,ring2,N10,Moderate,0.13700068228615,0.423869861262541,0.190456478488683,0.423869861262541,NaN,0.178695652173914,0.141354104963867,0.220587344838033,0,293.666666666667,285.909090909091,NaN,236,228.818181818182,NaN,2.08342264577238,9,0,0.16,1,0,0.644325706021918,0
