seed,N,condition,conditionLabel,scope,topology,maxFrames,dataErasureProbability,managementErasureProbability,churnEnabled,firstResolutionFrame,firstConvergenceFrame,recoveryFrame,finalAllResolved,finalCollisionFree,finalFrameAgreement,finalConverged,finalDataSlots,finalResolvedNodes,finalAssignedNodes,maxFrameDisagreement,maxAssignedSlot,conflictFrameFraction,falseResolvedNodeFrames,dataAttempts,dataRecipientAttempts,dataRecipientSuccess,dataRecipientErasure,dataRecipientCollision,dataCollisionFrames,managementAttempts,managementRecipientAttempts,managementRecipientSuccess,managementRecipientErasure,managementRecipientCollision,managementCollisionSlots,growRequests,growNacks,growthEvents,shrinkRequests,shrinkObjects,shrinkNacks,shrinkEvents,elapsedSec,offeredAirtimeSec,busyAirtimeSec,offeredUtilization,channelUtilization,accountingCloses,deliveryWitnessValid,futureRandomReads,receiverTruthDecisionReads,traceHash,configHash,realizationHash
16033029,10,beacon-loss,Beacon loss 0.05,boundary,compact-hex-safety-graph,200,0.05,0,0,13,138,NaN,0,1,1,0,15,9,10,0,15,0.125,7,1974,6685,6250,333,102,56,1242,6152,1215,0,4937,259,5,0,5,305,309,623,8,14.95117095,13.172736,8.101888,0.881050457121554,0.541889864485831,1,1,0,0,65008626771,2363393,232110309
16033029,10,churn-rejoin,State-loss and rejoin,boundary,compact-hex-safety-graph,200,0,0,1,7,31,3,1,1,1,1,8,10,10,0,10,0.02,1,1977,6715,6693,0,22,11,1028,4754,1188,0,3566,183,1,0,1,322,107,598,3,12.220553992,12.30848,7.753728,1.00719492815609,0.634482528785181,1,1,0,0,65008626771,1430097,311738915
16033029,10,native,Native hex safety graph,source-native,compact-hex-safety-graph,200,0,0,0,7,31,NaN,1,1,1,1,8,10,10,0,10,0.02,1,1979,6723,6701,0,22,11,1000,4532,1170,0,3362,176,0,0,0,307,101,592,2,12.225190014,12.201984,7.725056,0.998101787050064,0.631896599656402,1,1,0,0,65008626771,1430080,305082756
16033029,10,restricted-management,Local-only management,boundary,compact-hex-local-management,200,0,0,0,7,NaN,NaN,0,1,0,0,16,8,10,15,17,0.37,127,1962,6560,6229,0,331,229,623,1864,1121,0,743,170,17,2,16,269,206,129,56,14.710097806,10.58816,7.31136,0.719788552029971,0.497030005947195,1,1,0,0,65008626771,1420522,262976658
16033030,5,beacon-loss,Beacon loss 0.05,boundary,compact-hex-safety-graph,200,0.05,0,0,8,88,NaN,0,1,1,0,8,3,5,0,10,0.105,1,984,2688,2496,114,78,50,385,1170,640,0,530,90,9,3,8,119,187,67,14,10.82511137,5.607424,4.93568,0.518001506713367,0.455947272161875,1,1,0,0,16818306667,2013457,101909593
16033030,5,churn-rejoin,State-loss and rejoin,boundary,compact-hex-safety-graph,200,0,0,1,8,15,3,1,1,1,1,5,5,5,0,10,0.025,0,991,2746,2732,0,14,14,316,982,612,0,370,63,1,0,1,142,96,77,6,9.536297254,5.353472,4.907008,0.561378473993613,0.514561141426433,1,1,0,0,16818306667,1080161,78926319
16033030,5,native,Native hex safety graph,source-native,compact-hex-safety-graph,200,0,0,0,8,15,NaN,1,1,1,1,5,5,5,0,10,0.025,0,993,2754,2740,0,14,14,330,998,568,0,430,73,0,0,0,150,90,90,5,9.513117144,5.419008,4.911104,0.56963536956105,0.516245508770747,1,1,0,0,16818306667,1080144,78811329
16033030,5,restricted-management,Local-only management,boundary,compact-hex-local-management,200,0,0,0,10,NaN,NaN,1,1,0,0,7,5,5,8,10,0.22,54,976,2603,2457,0,146,116,242,553,391,0,162,56,17,2,16,78,131,14,46,11.483426494,4.988928,4.452352,0.43444593846677,0.387719815364022,1,1,0,0,16818306667,1079808,113130040
16033030,10,beacon-loss,Beacon loss 0.05,boundary,compact-hex-safety-graph,200,0.05,0,0,21,NaN,NaN,0,1,1,0,13,8,10,0,15,0.13,4,1976,6691,6288,311,92,64,998,5214,1098,0,4116,218,4,8,3,229,332,425,6,17.028108806,12.181504,8.425472,0.715376213458757,0.494797871918179,1,1,0,0,64982322853,2363393,290649527
16033030,10,churn-rejoin,State-loss and rejoin,boundary,compact-hex-safety-graph,200,0,0,1,7,7,2,1,1,1,1,9,10,10,0,10,0.01,1,1979,6726,6718,0,8,4,1056,4762,1152,0,3610,188,0,0,0,319,90,647,1,13.388831536,12.43136,8.818688,0.928487296787211,0.658660016468819,1,1,0,0,64982322853,1430097,207048600
