formationErrorTarget,communicationCostA,communicationCostB,costDifferenceAminusB,relativeAdvantageO1,meaningfulO1Advantage,scenarioId
0.156813802918528,12.4609090909091,14.160845112509,-1.69993602159994,0.120044814281479,1,S3
0.161091662940569,11.2078197581465,13.1612101669474,-1.95339040880095,0.148420273213676,1,S3
0.165369522962611,10.020463427344,12.1890915227743,-2.16862809543032,0.177915482165214,1,S3
0.169647382984652,9.39783227255605,11.270733889569,-1.87290161701299,0.166173883206163,1,S3
0.173925243006694,9.0013799704762,10.3523762563638,-1.35099628588755,0.130501080373414,1,S3
0.178203103028735,8.60492766839635,9.72297690933454,-1.11804924093819,0.114990424369393,1,S3
0.182480963050777,8.2084753663165,9.27348107732243,-1.06500571100593,0.11484422107792,1,S3
0.186758823072818,7.81202306423665,8.82398524531031,-1.01196218107366,0.114683122528054,1,S3
0.191036683094859,7.4155707621568,8.3744894132982,-0.958918651141401,0.11450473023689,1,S3
0.195314543116901,7.01911846007695,7.92499358128609,-0.905875121209134,0.11430610156559,1,S3
0.199592403138942,6.6226661579971,7.47549774927398,-0.852831591276871,0.114083586121031,1,S3
0.203870263160984,6.22621385591726,7.02600191726186,-0.799788061344607,0.113832599359195,1,S3
0.208148123183025,6.03872769332783,6.57650608524975,-0.537778391921916,0.0817726593651426,1,S3
0.212425983205067,5.90621854460516,6.20091711236353,-0.294698567758368,0.0475249970961217,0,S3
0.216703843227108,5.77370939588248,6.03189765040187,-0.258188254519387,0.0428038188781577,0,S3
0.22098170324915,5.64120024715981,5.86287818844021,-0.221677941280406,0.0378104293071425,0,S3
0.225259563271191,5.50869109843713,5.69385872647855,-0.185167628041424,0.0325205869931978,0,S3
0.229537423293232,5.37618194971445,5.52483926451689,-0.148657314802442,0.0269070841132318,0,S3
0.233815283315274,5.24367280099178,5.35581980255523,-0.112147001563458,0.0209392783360548,0,S3
0.238093143337315,5.1111636522691,5.18680034059358,-0.0756366883244768,0.0145825332300763,0,S3
0.242371003359357,4.97865450354642,5.01778087863192,-0.0391263750854947,0.00779754557480046,0,S3
0.246648863381398,4.84614535482375,4.88360684200801,-0.0374614871842684,0.007670864669537,0,S3
0.25092672340344,4.71363620610107,4.753529526374,-0.0398933202729328,0.00839235773157456,0,S3
0.255204583425481,4.58112705737839,4.62345221073999,-0.0423251533615963,0.00915444811201413,0,S3
0.259482443447523,4.44861790865571,4.49337489510597,-0.0447569864502597,0.00996066152837758,0,S3
0.263760303469564,4.31610875993304,4.36329757947196,-0.0471888195389241,0.0108149441287098,0,S3
0.268038163491605,4.18359961121036,4.23322026383795,-0.0496206526275866,0.011721727085989,0,S3
0.272316023513647,4.05109046248768,4.10314294820393,-0.052052485716251,0.0126860034791222,0,S3
0.276593883535688,3.91858131376501,3.97306563256992,-0.0544843188049149,0.0137134202763402,0,S3
0.28087174355773,3.78607216504233,3.84298831693591,-0.0569161518935783,0.014810388999298,0,S3
0.285149603579771,3.65356301631966,3.7129110013019,-0.0593479849822418,0.0159842196490656,0,S3
0.289427463601813,3.52845726612173,3.58283368566788,-0.0543764195461565,0.0151769309760802,0,S3
0.293705323623854,3.48708425631227,3.45275637003387,0.0343278862784002,-0.00994216869059414,0,S3
0.297983183645895,3.44571124650281,3.32968047064284,0.116030775859975,-0.0348474206107753,0,S3
0.302261043667937,3.40433823669336,3.27089007671109,0.13344815998227,-0.0407987296584585,0,S3
0.306538903689978,3.3629652268839,3.21209968277934,0.150865544104566,-0.0469678898551575,0,S3
0.31081676371202,3.32159221707445,3.15330928884758,0.168282928226862,-0.0533670860711423,0,S3
