stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH,route,accessDesign,ackDesign,coreFlag,channelRegime,contextModifier,basePAccess,dataFrameSlots,calibratedAckSuccessMean,calibrationSource,CONTEXT_ACK_EVALUATED,CONTEXT_ACK_PERMITTED,CONTEXT_ACK_BLOCKED_FEASIBILITY,CONTEXT_ACK_BLOCKED_VALUE,serviceCertificateEnabled,serviceCertificateFeasible,serviceModel,successfulUpdateRateHz,requiredUpdateRateHz,serviceRatio,backgroundSurvival,dataSuccessEstimate
development-amendment,16024001,n5-moderate-bg0,N5 Moderate bg0,EXP18A2 service certificate,context-aware-v2,1,0,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0541101152607754,0.530807615376667,0,0,9.63996476999559,12.2759361050405,0,1.03667631983747,0.0724378109452736,0.140000000000001,0.2184,0.32,0.139889441680486,0.0674516307352129,702,806,659,60,749,1489,1161,328,941,749,192,0,0,0,116,0.133949191685912,0,4,108,0,2,32,32,0,0,0,0,60,807,3,0.259166666666645,60,4,0,0.232198124666316,0.289880173922531,0,0,0,0,0,0.278333333333334,3.224,0.116,0.206592000000002,0,0,0.668000000000001,54.9166666666667,96.75,62.4166666666667,0.00702309468822176,0.0210000000000008,0.0459132176234981,0.1056,0.984217384899546,1781,134,0.085906793935991,0.119402985074627,0.09568071988002,0.0983436093984336,4.2433563,0,666551617013,21191278076,105363559,0,184457982,context-aware-v2,frame-aware,service-certificate-value,1,moderate,nominal,0.2,4,0.903,declared-stationary-profile,64,60,0,4,1,1,symmetric p-persistent CSMA renewal approximation,24.5193042002546,8.33333333333333,2.94231650403055,1,0.903
development-amendment,16024001,n5-moderate-bg0,N5 Moderate bg0,EXP18A2 service certificate,context-aware-v2,1,0,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0800733710113682,0.496319700505838,0,0,9.73738013114394,12.5101297569829,0,1.03641598179546,0.118264234383637,0.260000000000002,0.359999999999999,0.459999999999999,0.204521835268104,0.0862576008844666,951,942,528,161,575,1734,929,805,1032,575,457,0,0,0,427,0.387126019945603,0,377,370,8,2,32,32,0,0,0,0,161,825,459,0.288749999999973,169,16,0,0.288268066053868,0.383129108953156,0,0,0,0,0,0.331166666666667,3.768,0.206,0.211200000000002,0,0,0.794800000000001,44,77.4166666666667,47.9166666666667,0.027345421577516,0.071,0.0723617391304349,0.141,0.980080857795746,2031,207,0.103397341211226,0.144927536231884,0.09568071988002,0.0983436093984336,4.8370219,0,666551617013,21191278076,105363559,0,184484853,context-aware-v2,frame-aware,service-certificate-value,1,moderate,nominal,0.2,4,0.903,declared-stationary-profile,185,169,0,16,1,1,independent-start vulnerable-period ALOHA,9.62918160444884,8.33333333333333,1.15550179253386,1,0.903
development-amendment,16024001,n5-moderate-bg30,N5 Moderate bg0.30,EXP18A2 service certificate,context-aware-v2,1,0.3,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0800013318694023,0.496153431989371,0,0,9.85265545509934,12.396340118501,0,1.03649173874964,0.108645660585959,0.259999999999999,0.32,0.4,0.259082365948037,0.150436705362079,1041,2133,455,0,360,3889,808,3081,1588,360,1228,0,0,0,1660,0.778246601031411,0,212,1304,24,1,32,32,0,0,0,0,0,1588,193,0.744583333333358,0,24,0,0.689235805155965,0.750537112726795,0,0,0,0,0,0.710999999999959,8.5319999999995,0,0.406528,3.64399999999965,1435,1.7063999999999,37.9166666666667,67.3333333333333,30,0.0187257383966246,0.0474000000000005,0.0591527777777779,0.13,0.983935742971888,4447,0,0.0919721160332809,0,0.09568071988002,0.0983436093984336,6.3579964,0,666551617013,21191278076,105363559,0,184675209,context-aware-v2,frame-aware,service-certificate-value,1,moderate,nominal,0.2,4,0.903,declared-stationary-profile,24,0,24,0,1,0,symmetric p-persistent CSMA renewal approximation,5.88708493848112,8.33333333333333,0.706450192617734,0.2401,0.903
development-amendment,16024001,n5-moderate-bg30,N5 Moderate bg0.30,EXP18A2 service certificate,context-aware-v2,1,0.3,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.212154315950611,0.370395324586035,1,0,9.85912325687821,13.1882755449549,0,1.03624070936998,0.340320619126589,0.951999999999998,1.22,1.38,0.758153676064124,0.417833056937534,1144,1441,156,0,105,2614,274,2340,975,105,870,0,0,0,1278,0.886884108258154,0,808,1108,45,1,32,32,0,0,0,0,0,975,679,0.572833333333371,0,37,0,0.576579900927649,0.6489493485841,0,0,0,0,0,0.480333333333317,5.76399999999981,0,0.249600000000003,3.64399999999965,1117,1.15279999999996,13,22.8333333333333,8.75,0.0250083275503124,0.0579999999999998,0.167076190476191,0.4006,0.974609531437725,2949,0,0.105120379789759,0,0.09568071988002,0.0983436093984336,4.5211112,0,666551617013,21191278076,105363559,0,184702080,context-aware-v2,frame-aware,service-certificate-value,1,moderate,nominal,0.2,4,0.903,declared-stationary-profile,37,0,37,0,1,0,independent-start vulnerable-period ALOHA,2.31196650322817,8.33333333333333,0.27743598038738,0.2401,0.903
development-amendment,16024001,n5-stressed-bg0,N5 Stressed bg0,EXP18A2 service certificate,context-aware-v2,1,0,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0624826390428359,0.521070190937408,0,0,9.79011355950873,12.3640851426208,0,1.03664052878337,0.0897622996130458,0.220000000000001,0.300000000000001,0.440000000000001,0.194582642343836,0.104820342730791,855,1014,730,32,582,1864,1112,752,987,582,405,0,0,0,173,0.165391969407266,0,7,166,0,2,32,32,0,0,0,0,32,922,5,0.313916666666639,32,12,0,0.281870269311192,0.338500891963981,0,0,0,0,0,0.343,4.056,0.06,0.236032000000003,0,0,0.823199999999999,60.8333333333333,92.6666666666667,48.5,0.00743307839388154,0.0220000000000002,0.0426271477663232,0.09295,0.959333201317755,2208,65,0.289402173913043,0.246153846153846,0.303976003999333,0.307495417430428,3.9824095,0,666551617013,21820213858,110997405,0,187168406,context-aware-v2,frame-aware,service-certificate-value,1,stressed,nominal,0.2,4,0.71,declared-stationary-profile,44,32,0,12,1,1,symmetric p-persistent CSMA renewal approximation,19.2787441663131,8.33333333333333,2.31344929995757,1,0.71
development-amendment,16024001,n5-stressed-bg0,N5 Stressed bg0,EXP18A2 service certificate,context-aware-v2,1,0,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0869791401005178,0.486984622249992,0,0,9.73773660739004,12.4492909075007,0,1.03639867344304,0.129242675511332,0.32,0.44,0.540000000000001,0.27216141514649,0.142918739635158,1046,1004,529,0,398,1846,817,1029,915,398,517,0,0,0,389,0.387450199203187,0,409,369,9,1,32,32,0,0,0,0,0,915,437,0.290833333333306,0,322,0,0.28864366509345,0.360185802210128,0,0,0,0,0,0.334666666666667,4.016,0,0.234240000000003,0,0,0.8032,44.0833333333333,68.0833333333333,33.1666666666667,0.023784860557769,0.056,0.0732688442211057,0.162,0.9641212037691,2177,0,0.300413412953606,0,0.303976003999333,0.307495417430428,4.45202,0,666551617013,21820213858,110997405,0,187195277,context-aware-v2,frame-aware,service-certificate-value,1,stressed,nominal,0.2,4,0.71,declared-stationary-profile,322,0,322,0,1,0,independent-start vulnerable-period ALOHA,7.5711173191126,8.33333333333333,0.908534078293511,1,0.71
development-amendment,16024001,n5-stressed-bg30,N5 Stressed bg0.30,EXP18A2 service certificate,context-aware-v2,1,0.3,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0905830648349342,0.48364028414029,0,0,9.85198588519784,12.3794858858684,0,1.0364728938971,0.146003316749585,0.380000000000001,0.5,0.74,0.416428966279713,0.270425649530127,1131,2245,427,0,238,4077,687,3390,1426,238,1188,0,0,0,1748,0.778619153674833,0,264,1378,30,1,32,32,0,0,0,0,0,1426,212,0.767000000000012,0,5,0,0.720499067741436,0.793930290764591,0,0,0,0,0,0.748333333333288,8.97999999999946,0,0.365055999999999,3.64399999999965,1486,1.79599999999989,35.5833333333333,57.25,19.8333333333333,0.0180467706013364,0.0439999999999996,0.0589789915966388,0.124300000000001,0.931509438782027,4606,0,0.286799826313504,0,0.303976003999333,0.307495417430428,4.9844367,0,666551617013,21820213858,110997405,0,187385633,context-aware-v2,frame-aware,service-certificate-value,1,stressed,nominal,0.2,4,0.71,declared-stationary-profile,5,0,5,0,1,0,symmetric p-persistent CSMA renewal approximation,4.62882647433178,8.33333333333333,0.555459176919813,0.2401,0.71
development-amendment,16024001,n5-stressed-bg30,N5 Stressed bg0.30,EXP18A2 service certificate,context-aware-v2,1,0.3,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.268414874992886,0.30562434695165,1,0,9.85936151510508,13.191481999631,0,1.03620373328097,0.451818684355998,1.232,2.2584,2.62,0.959635157545605,0.507816473189608,1139,1443,144,0,64,2615,219,2396,827,64,763,0,0,0,1278,0.885654885654886,0,795,1102,45,1,32,32,0,0,0,0,0,827,571,0.573416666666704,0,31,0,0.570463385652212,0.643186615833387,0,0,0,0,0,0.480999999999984,5.77199999999981,0,0.211712000000002,3.64399999999965,1126,1.15439999999996,12,18.25,5.33333333333333,0.0257740817740819,0.0579999999999998,0.178765625,0.59925,0.946417161113647,2924,0,0.299589603283174,0,0.303976003999333,0.307495417430428,5.9622674,0,666551617013,21820213858,110997405,0,187412504,context-aware-v2,frame-aware,service-certificate-value,1,stressed,nominal,0.2,4,0.71,declared-stationary-profile,31,0,31,0,1,0,independent-start vulnerable-period ALOHA,1.81782526831893,8.33333333333333,0.218139032198272,0.2401,0.71
development-amendment,16024001,n10-moderate-bg0,N10 Moderate bg0,EXP18A2 service certificate,context-aware-v2,1,0,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,10,ring2,di,csma,0.1,0.1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0918295742206661,0.507527052471712,0,0,NaN,NaN,NaN,NaN,0.0826676143094053,0.18,0.24,0.42,0.155565031982942,0.0728974176735372,1558,1900,1349,42,1667,4091,2699,1392,2465,1667,798,0,0,0,513,0.264160659114315,0,131,476,7,2,32,32,0,0,0,0,42,2366,184,0.550666666666701,42,45,0,0.524117915414704,0.618341036555116,0,0,0,0,0,0.640166666666634,7.59999999999961,0.0820000000000001,0.605696,0,0,1.53639999999992,112.416666666667,224.916666666667,138.916666666667,0.0184618949536561,0.05,0.0582207558488304,0.116000000000001,0.987728572901797,4730,99,0.110993657505285,0.0808080808080808,0.0979261789701716,0.097765372437927,5.49520670000001,0,2586250709125,84880623109,410907084,0,272549926,context-aware-v2,frame-aware,service-certificate-value,1,moderate,nominal,0.1,4,0.903,declared-stationary-profile,87,42,0,45,1,1,symmetric p-persistent CSMA renewal approximation,11.8430902025047,8.33333333333333,1.42117082430056,1,0.903
development-amendment,16024001,n10-moderate-bg0,N10 Moderate bg0,EXP18A2 service certificate,context-aware-v2,1,0,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,10,ring2,di,aloha,0.0142857142857143,0.0142857142857143,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.222774754309372,0.381914258982002,1,0,NaN,NaN,NaN,NaN,0.208144989339019,0.540000000000001,0.779999999999999,1.1,0.395304430229803,0.187159440890784,2099,1327,648,0,673,2809,1274,1535,1467,673,794,0,0,0,649,0.489073097211756,0,1371,607,33,1,32,32,0,0,0,0,0,1467,1717,0.369666666666644,0,205,0,0.363360562460988,0.421095053408866,0,0,0,0,0,0.442333333333322,5.30799999999986,0,0.375552,0,0,1.06159999999997,54,106.166666666667,56.0833333333333,0.0265267520723438,0.0579999999999998,0.111521545319465,0.2582,0.990292910711759,3170,0,0.109779179810726,0,0.0979261789701716,0.097765372437927,5.0808981,0,2586250709125,84880623109,410907084,0,272039395,context-aware-v2,frame-aware,service-certificate-value,1,moderate,nominal,0.1,4,0.903,declared-stationary-profile,205,0,205,0,1,0,independent-start vulnerable-period ALOHA,4.77982735271767,8.33333333333333,0.57357928232612,1,0.903
development-amendment,16024001,n10-moderate-bg30,N10 Moderate bg0.30,EXP18A2 service certificate,context-aware-v2,1,0.3,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,10,ring2,di,csma,0.1,0.1,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.288431253795914,0.324570065616575,1,0,NaN,NaN,NaN,NaN,0.282530206112296,0.82,1.02,1.24,0.759639895759299,0.477109689647004,2115,3101,476,0,363,6578,940,5638,2487,363,2124,0,0,0,2611,0.841986455981941,0,1224,2215,81,1,32,32,0,0,0,0,0,2487,1195,0.857833333333294,0,6,0,0.858668821481893,0.891173282456186,0,0,0,0,0,1.03366666666659,12.4039999999991,0,0.636671999999999,3.51699999999967,1985,2.48079999999982,39.6666666666667,78.3333333333333,30.25,0.0258439213157047,0.0560000000000009,0.104592286501378,0.227300000000001,0.986142061281337,7206,0,0.101304468498473,0,0.0979261789701716,0.097765372437927,7.4766385,0,2586250709125,84880623109,410907084,0,272767211,context-aware-v2,frame-aware,service-certificate-value,1,moderate,nominal,0.1,4,0.903,declared-stationary-profile,6,0,6,0,1,0,symmetric p-persistent CSMA renewal approximation,2.84352595762138,8.33333333333333,0.341223114914565,0.2401,0.903
development-amendment,16024001,n10-moderate-bg30,N10 Moderate bg0.30,EXP18A2 service certificate,context-aware-v2,1,0.3,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,10,ring2,di,aloha,0.0142857142857143,0.0142857142857143,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.55784367958127,0.150222400533822,1,0,NaN,NaN,NaN,NaN,0.611201137171287,1.62,1.996,2.36,1.79471689173182,1.18351575456053,1855,1532,177,0,145,3223,335,2888,1325,146,1179,0,0,0,1349,0.880548302872063,0,1557,1240,44,1,32,32,0,0,1,0,0,1325,1511,0.587333333333375,0,33,0,0.590675396250541,0.650965950081247,0,0,0,0,0,0.510666666666647,6.12799999999977,0,0.3392,3.51699999999967,1135,1.22559999999995,14.75,27.9166666666667,12.0833333333333,0.0335946475195824,0.0760000000000005,0.324303448275862,0.915800000000001,0.989857819905213,3520,0,0.1125,0,0.0979261789701716,0.097765372437927,4.6319814,0,2586250709125,84880623109,410907084,0,272256680,context-aware-v2,frame-aware,service-certificate-value,1,moderate,nominal,0.1,4,0.903,declared-stationary-profile,33,0,33,0,1,0,independent-start vulnerable-period ALOHA,1.14763654738751,8.33333333333333,0.137716385686501,0.2401,0.903
development-amendment,16024001,n10-stressed-bg0,N10 Stressed bg0,EXP18A2 service certificate,context-aware-v2,1,0,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,10,ring2,di,csma,0.1,0.1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.107608271977473,0.493157617644136,0,0,NaN,NaN,NaN,NaN,0.101558872305141,0.24,0.4,0.720000000000001,0.209334280976072,0.107775408670931,1889,2273,1363,1,1176,4962,2375,2587,2449,1176,1273,0,0,0,729,0.320580474934037,0,285,670,16,2,32,32,0,0,0,0,1,2446,339,0.62583333333339,1,41,0,0.577911658888321,0.645400082167728,0,0,0,0,0,0.757833333333287,9.09199999999944,0.002,0.626175999999998,0,0,1.81879999999989,113.583333333333,197.916666666667,98,0.0180189094107301,0.048,0.0577908163265307,0.11825,0.970089031617973,5653,3,0.293295595259154,0,0.299465922346276,0.296874687552075,5.9806669,0,2586250709125,87285331362,419797754,0,278585626,context-aware-v2,frame-aware,service-certificate-value,1,stressed,nominal,0.1,4,0.71,declared-stationary-profile,42,1,0,41,1,1,symmetric p-persistent CSMA renewal approximation,9.31184279488188,8.33333333333333,1.11742113538583,1,0.71
development-amendment,16024001,n10-stressed-bg0,N10 Stressed bg0,EXP18A2 service certificate,context-aware-v2,1,0,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,10,ring2,di,aloha,0.0142857142857143,0.0142857142857143,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.257476595293691,0.349147381120163,1,0,NaN,NaN,NaN,NaN,0.251641791044776,0.66,0.92,1.18,0.537706704572376,0.286064913527601,2154,1359,582,0,469,2851,990,1861,1294,469,825,0,0,0,691,0.508462104488595,0,1425,637,39,1,32,32,0,0,0,0,0,1294,1566,0.373583333333312,0,132,0,0.366398124590417,0.426908343640155,0,0,0,0,0,0.452999999999987,5.43599999999984,0,0.331264000000001,0,0,1.08719999999997,48.5,82.5,39.0833333333333,0.0258388520971304,0.0579999999999998,0.126835820895522,0.303,0.981467315716273,3166,0,0.288376500315856,0,0.299465922346276,0.296874687552075,4.7539851,0,2586250709125,87285331362,419797754,0,278075095,context-aware-v2,frame-aware,service-certificate-value,1,stressed,nominal,0.1,4,0.71,declared-stationary-profile,132,0,132,0,1,0,independent-start vulnerable-period ALOHA,3.75822527179351,8.33333333333333,0.450987032615222,1,0.71
development-amendment,16024001,n10-stressed-bg30,N10 Stressed bg0.30,EXP18A2 service certificate,context-aware-v2,1,0.3,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,10,ring2,di,csma,0.1,0.1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.334296597161637,0.279088887068903,1,0,NaN,NaN,NaN,NaN,0.387093105899077,1.16,1.6,1.96,1.34387585880123,0.956782752902156,2094,3149,428,0,230,6693,737,5956,2011,230,1781,0,0,0,2666,0.846617973959987,0,1183,2243,82,1,32,32,0,0,0,0,0,2011,959,0.862416666666625,0,1,0,0.868581892976093,0.904067004683183,0,0,0,0,0,1.04966666666659,12.5959999999991,0,0.514815999999995,3.51699999999967,2023,2.51919999999981,35.6666666666667,61.4166666666667,19.1666666666667,0.02631279771356,0.0570000000000004,0.113152173913044,0.26255,0.974797786292039,7164,0,0.290898939140145,0,0.299465922346276,0.296874687552075,5.4059433,0,2586250709125,87285331362,419797754,0,278802911,context-aware-v2,frame-aware,service-certificate-value,1,stressed,nominal,0.1,4,0.71,declared-stationary-profile,1,0,1,0,1,0,symmetric p-persistent CSMA renewal approximation,2.23577345505114,8.33333333333333,0.268292814606137,0.2401,0.71
development-amendment,16024001,n10-stressed-bg30,N10 Stressed bg0.30,EXP18A2 service certificate,context-aware-v2,1,0.3,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,10,ring2,di,aloha,0.0142857142857143,0.0142857142857143,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.630064376878063,0.185670776775009,1,0,NaN,NaN,NaN,NaN,0.690959488272921,1.82,2.52,3.06,2.05565979625681,1.36470030798389,1788,1512,160,0,96,3178,265,2913,1107,98,1009,0,0,0,1326,0.876984126984127,0,1465,1196,56,1,32,32,0,0,2,0,0,1107,1212,0.585333333333374,0,36,0,0.591498313697764,0.651558338725266,0,0,0,0,0,0.503999999999981,6.04799999999978,0,0.283392000000002,3.51699999999967,1114,1.20959999999996,13.3333333333333,22.0833333333333,8,0.0349953703703705,0.0830000000000002,0.321947916666667,0.9135,0.989945862335654,3426,0,0.295388207822534,0,0.299465922346276,0.296874687552075,5.4072208,0,2586250709125,87285331362,419797754,0,278292380,context-aware-v2,frame-aware,service-certificate-value,1,stressed,nominal,0.1,4,0.71,declared-stationary-profile,36,0,36,0,1,0,independent-start vulnerable-period ALOHA,0.902349887757622,8.33333333333333,0.108281986530915,0.2401,0.71
development-amendment,16024001,n5-moderate-reverse,N5 Moderate reverse-asymmetric,EXP18A2 service certificate,context-aware-v2,1,0,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.363333333333333,0.0277777777777778,0.0454545454545455,0.054294705406227,0.529710968431029,0,0,9.63996476999559,12.2759361050405,0,1.0366799160553,0.0718739635157545,0.159999999999999,0.199999999999999,0.240000000000002,0.139767827529021,0.0678938640132671,709,821,672,63,747,1511,1176,335,983,747,236,0,0,0,122,0.138009049773756,0,2,114,0,2,32,32,0,0,0,0,63,847,2,0.264166666666645,63,3,0,0.237000268048389,0.305418873133016,0,0,0,0,0,0.283916666666667,3.284,0.123,0.216832000000002,0,0,0.681400000000001,56,98,62.25,0.00717081447963807,0.0210000000000007,0.0451793842034807,0.0964000000000003,0.988213668293323,1826,136,0.099671412924425,0.272058823529412,0.09568071988002,0.273117813697717,3.0335401,0,666551617013,21458493885,109459431,0,185140092,context-aware-v2,frame-aware,service-certificate-value,0,moderate,reverse-asymmetric,0.2,4,0.903,nominal-moderate-mismatch,66,63,0,3,1,1,symmetric p-persistent CSMA renewal approximation,24.5193042002546,8.33333333333333,2.94231650403055,1,0.903
development-amendment,16024001,n5-moderate-reverse,N5 Moderate reverse-asymmetric,EXP18A2 service certificate,context-aware-v2,1,0,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0,1,1,0.097,0.363333333333333,0.0277777777777778,0.0454545454545455,0.0794694809226735,0.499584725188357,0,0,9.73738013114394,12.4115343772944,0,1.03642535200452,0.122918739635157,0.280000000000001,0.379999999999999,0.5,0.212891100055279,0.0899723604201218,960,951,521,156,517,1750,902,848,1002,517,485,0,0,0,445,0.401987353206865,0,392,385,10,2,32,32,0,0,0,0,156,785,423,0.288999999999973,175,14,0,0.285445121686896,0.395036590490388,0,0,0,0,0,0.33475,3.804,0.213,0.200960000000002,0,0,0.803400000000001,43.4166666666667,75.1666666666667,43.0833333333333,0.0265980126467932,0.0609999999999999,0.068413926499033,0.142,0.984784225515627,2020,217,0.101980198019802,0.290322580645161,0.09568071988002,0.273117813697717,3.3241844,0,666551617013,21458493885,109459431,0,185166963,context-aware-v2,frame-aware,service-certificate-value,0,moderate,reverse-asymmetric,0.2,4,0.903,nominal-moderate-mismatch,189,175,0,14,1,1,independent-start vulnerable-period ALOHA,9.62918160444884,8.33333333333333,1.15550179253386,1,0.903
development-amendment,16024001,n5-moderate-hidden,N5 Moderate hidden-terminal,EXP18A2 service certificate,context-aware-v2,1,0,context-aware-broadcast,Context-aware service certificate plus marginal value,adaptive,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0575971609176236,0.526899437865148,0,0,9.81017725569219,12.3455835319439,0,1.03652440187097,0.086744057490326,0.2,0.299999999999999,0.44,0.16195688225539,0.0752128247650637,824,1375,586,49,633,2537,1023,1514,1276,633,643,0,0,0,767,0.538623595505618,0,52,604,8,2,32,32,0,0,0,0,49,1173,25,0.369583333333315,49,5,0,0.20671107436481,0.375864367444761,0,0,0,0,0,0.466166666666653,5.49999999999984,0.0940000000000001,0.300288000000001,0,0,1.11879999999997,48.8333333333333,85.25,52.75,0.00953441011235961,0.0288499999999999,0.0502101105845183,0.109,0.988104624061232,2967,103,0.0936973373778227,0.087378640776699,0.09568071988002,0.0983436093984336,3.8819029,0,666551617013,21191278076,105363559,0,184464774,context-aware-v2,frame-aware,service-certificate-value,0,moderate,hidden-terminal,0.2,4,0.903,declared-stationary-profile,54,49,0,5,1,1,symmetric p-persistent CSMA renewal approximation,24.5193042002546,8.33333333333333,2.94231650403055,1,0.903
